,Unnamed: 0,year,pgisced97,regtyp,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
287,287,2003,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,43,2559,0.74313,1.21347
288,288,2004,Pre-primary Level,Urban regions,Full-time,0.65314,212,2717,0.58018,0.73024
289,289,2004,Pre-primary Level,Urban regions,Part-time,0.10468,32,2717,0.06694,0.13942
290,290,2004,Pre-primary Level,Urban regions,Either,0.10899,36,2717,0.07732,0.14119
291,291,2004,Pre-primary Level,Urban regions,I'm not sure yet,0.13319,59,2717,0.10623,0.1642
292,292,2004,Pre-primary Level,Rural regions,Full-time,1.0,112,2717,0.86249,1.17597
293,293,2004,Lower Secondary Level,Urban regions,Full-time,0.52675,143,2717,0.46154,0.59752
294,294,2004,Lower Secondary Level,Urban regions,Part-time,0.26852,78,2717,0.21682,0.32703
295,295,2004,Lower Secondary Level,Urban regions,Either,0.20472,49,2717,0.16482,0.24042
296,296,2004,Lower Secondary Level,Rural regions,Full-time,1.0,74,2717,0.84915,1.1679
297,297,2004,Upper Secondary Level,Urban regions,Full-time,0.46969,421,2717,0.43332,0.50216
298,298,2004,Upper Secondary Level,Urban regions,Part-time,0.31756,288,2717,0.28725,0.34948
299,299,2004,Upper Secondary Level,Urban regions,Either,0.14308,116,2717,0.12448,0.16351
300,300,2004,Upper Secondary Level,Urban regions,I'm not sure yet,0.06967,62,2717,0.05664,0.08461
301,301,2004,Upper Secondary Level,Rural regions,Full-time,0.48967,327,2717,0.44852,0.54014
302,302,2004,Upper Secondary Level,Rural regions,Part-time,0.22989,147,2717,0.20186,0.26461
303,303,2004,Upper Secondary Level,Rural regions,Either,0.23316,147,2717,0.20318,0.26397
304,304,2004,Upper Secondary Level,Rural regions,I'm not sure yet,0.04729,32,2717,0.03282,0.06239
305,305,2004,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.49551,58,2717,0.40882,0.57908
306,306,2004,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.50449,50,2717,0.39912,0.61855
307,307,2004,First Stage of Tertiary Education,Urban regions,Part-time,1.0,49,2717,0.77234,1.19583
308,308,2004,Second Stage of Tertiary Education,Urban regions,Full-time,0.39689,70,2717,0.31171,0.49742
309,309,2004,Second Stage of Tertiary Education,Urban regions,Part-time,0.39116,86,2717,0.33015,0.46009
310,310,2004,Second Stage of Tertiary Education,Urban regions,Either,0.21194,36,2717,0.15993,0.26384
311,311,2004,Second Stage of Tertiary Education,Rural regions,Full-time,1.0,33,2717,0.61661,1.42583
312,312,2005,Pre-primary Level,Urban regions,Full-time,0.73058,235,2521,0.66243,0.81912
313,313,2005,Pre-primary Level,Urban regions,Either,0.11036,39,2521,0.08029,0.14932
314,314,2005,Pre-primary Level,Urban regions,I'm not sure yet,0.15906,53,2521,0.12025,0.20042
315,315,2005,Pre-primary Level,Rural regions,Full-time,0.7961,103,2521,0.65545,0.95055
316,316,2005,Pre-primary Level,Rural regions,I'm not sure yet,0.2039,36,2521,0.1667,0.24197
317,317,2005,Lower Secondary Level,Urban regions,Full-time,0.54017,125,2521,0.46196,0.62292
318,318,2005,Lower Secondary Level,Urban regions,Part-time,0.26809,66,2521,0.21655,0.31978
319,319,2005,Lower Secondary Level,Urban regions,Either,0.19175,39,2521,0.14089,0.23853
320,320,2005,Lower Secondary Level,Rural regions,Full-time,1.0,71,2521,0.84621,1.2031
321,321,2005,Upper Secondary Level,Urban regions,Full-time,0.47112,383,2521,0.42975,0.5101
322,322,2005,Upper Secondary Level,Urban regions,Part-time,0.29036,265,2521,0.26048,0.32242
323,323,2005,Upper Secondary Level,Urban regions,Either,0.19103,139,2521,0.16914,0.21766
324,324,2005,Upper Secondary Level,Urban regions,I'm not sure yet,0.04749,47,2521,0.03497,0.0586
325,325,2005,Upper Secondary Level,Rural regions,Full-time,0.49736,305,2521,0.45906,0.54188
326,326,2005,Upper Secondary Level,Rural regions,Part-time,0.2427,132,2521,0.2076,0.27395
327,327,2005,Upper Secondary Level,Rural regions,Either,0.25994,143,2521,0.22308,0.30647
328,328,2005,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.48465,43,2521,0.35374,0.63161
329,329,2005,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.51535,47,2521,0.39423,0.65825
330,330,2005,First Stage of Tertiary Education,Urban regions,Part-time,1.0,49,2521,0.77964,1.27255
331,331,2005,Second Stage of Tertiary Education,Urban regions,Full-time,0.38523,75,2521,0.31577,0.46856
332,332,2005,Second Stage of Tertiary Education,Urban regions,Part-time,0.3856,90,2521,0.32281,0.46214
333,333,2005,Second Stage of Tertiary Education,Urban regions,Either,0.22918,36,2521,0.18118,0.28432
334,334,2006,Pre-primary Level,Urban regions,Full-time,1.0,144,2523,0.85973,1.18544
335,335,2006,Pre-primary Level,Rural regions,Full-time,1.0,61,2523,0.7993,1.2964
336,336,2006,Lower Secondary Level,Urban regions,Full-time,0.44922,115,2523,0.39812,0.50604
337,337,2006,Lower Secondary Level,Urban regions,Part-time,0.27438,72,2523,0.22714,0.32507
338,338,2006,Lower Secondary Level,Urban regions,Either,0.2764,57,2523,0.21925,0.33005
339,339,2006,Lower Secondary Level,Rural regions,Full-time,0.64305,72,2523,0.52897,0.76488
340,340,2006,Lower Secondary Level,Rural regions,Either,0.35695,32,2523,0.26622,0.43691
341,341,2006,Upper Secondary Level,Urban regions,Full-time,0.4827,411,2523,0.44421,0.51831
342,342,2006,Upper Secondary Level,Urban regions,Part-time,0.30375,299,2523,0.27655,0.33245
343,343,2006,Upper Secondary Level,Urban regions,Either,0.16898,153,2523,0.14536,0.19209
344,344,2006,Upper Secondary Level,Urban regions,I'm not sure yet,0.04458,44,2523,0.0356,0.05772
345,345,2006,Upper Secondary Level,Rural regions,Full-time,0.48212,315,2523,0.4481,0.52355
346,346,2006,Upper Secondary Level,Rural regions,Part-time,0.32217,170,2523,0.27852,0.35996
347,347,2006,Upper Secondary Level,Rural regions,Either,0.19571,130,2523,0.16935,0.22507
348,348,2006,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.45303,48,2523,0.34813,0.55007
349,349,2006,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.54697,67,2523,0.43278,0.65123
350,350,2006,First Stage of Tertiary Education,Urban regions,Part-time,1.0,45,2523,0.78519,1.17172
351,351,2006,Second Stage of Tertiary Education,Urban regions,Full-time,0.353,67,2523,0.28865,0.42313
352,352,2006,Second Stage of Tertiary Education,Urban regions,Part-time,0.44488,106,2523,0.36657,0.53236
353,353,2006,Second Stage of Tertiary Education,Urban regions,Either,0.20212,44,2523,0.15998,0.26188
354,354,2006,Second Stage of Tertiary Education,Rural regions,Full-time,0.46044,31,2523,0.33594,0.60359
355,355,2006,Second Stage of Tertiary Education,Rural regions,Part-time,0.53956,40,2523,0.36943,0.70288
356,356,2007,Pre-primary Level,Urban regions,Full-time,1.0,110,1999,0.84062,1.17893
357,357,2007,Pre-primary Level,Rural regions,Full-time,1.0,53,1999,0.77719,1.25835
358,358,2007,Lower Secondary Level,Urban regions,Full-time,0.50277,114,1999,0.44335,0.58738
359,359,2007,Lower Secondary Level,Urban regions,Part-time,0.2524,63,1999,0.2018,0.31386
360,360,2007,Lower Secondary Level,Urban regions,Either,0.24484,47,1999,0.19536,0.3108
361,361,2007,Lower Secondary Level,Rural regions,Full-time,1.0,58,1999,0.82432,1.20274
362,362,2007,Upper Secondary Level,Urban regions,Full-time,0.42688,308,1999,0.38144,0.4657
363,363,2007,Upper Secondary Level,Urban regions,Part-time,0.3254,240,1999,0.29421,0.36475
364,364,2007,Upper Secondary Level,Urban regions,Either,0.1914,135,1999,0.16304,0.21682
365,365,2007,Upper Secondary Level,Urban regions,I'm not sure yet,0.05632,53,1999,0.04017,0.07422
366,366,2007,Upper Secondary Level,Rural regions,Full-time,0.46053,245,1999,0.4174,0.51347
367,367,2007,Upper Secondary Level,Rural regions,Part-time,0.2568,123,1999,0.22502,0.29431
368,368,2007,Upper Secondary Level,Rural regions,Either,0.28268,134,1999,0.24563,0.32211
369,369,2007,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.38775,37,1999,0.2862,0.51144
370,370,2007,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.61225,65,1999,0.51561,0.7418
371,371,2007,First Stage of Tertiary Education,Urban regions,Part-time,1.0,37,1999,0.80344,1.30502
372,372,2007,Second Stage of Tertiary Education,Urban regions,Full-time,0.31333,52,1999,0.2519,0.39427
373,373,2007,Second Stage of Tertiary Education,Urban regions,Part-time,0.49236,94,1999,0.40577,0.57745
374,374,2007,Second Stage of Tertiary Education,Urban regions,Either,0.19431,31,1999,0.14298,0.25162
375,375,2008,Pre-primary Level,Urban regions,Full-time,0.77412,114,1742,0.65002,0.89991
376,376,2008,Pre-primary Level,Urban regions,I'm not sure yet,0.22588,39,1742,0.15997,0.3014
377,377,2008,Pre-primary Level,Rural regions,Full-time,1.0,55,1742,0.8223,1.21214
378,378,2008,Lower Secondary Level,Urban regions,Full-time,0.49612,79,1742,0.41094,0.59279
379,379,2008,Lower Secondary Level,Urban regions,Part-time,0.27833,54,1742,0.22392,0.33633
380,380,2008,Lower Secondary Level,Urban regions,Either,0.22554,41,1742,0.17338,0.27396
381,381,2008,Lower Secondary Level,Rural regions,Full-time,1.0,55,1742,0.77695,1.23363
382,382,2008,Upper Secondary Level,Urban regions,Full-time,0.47501,294,1742,0.42511,0.52844
383,383,2008,Upper Secondary Level,Urban regions,Part-time,0.29809,207,1742,0.26216,0.33023
384,384,2008,Upper Secondary Level,Urban regions,Either,0.16774,98,1742,0.13654,0.19927
385,385,2008,Upper Secondary Level,Urban regions,I'm not sure yet,0.05917,50,1742,0.0481,0.07343
386,386,2008,Upper Secondary Level,Rural regions,Full-time,0.45829,217,1742,0.40595,0.5168
387,387,2008,Upper Secondary Level,Rural regions,Part-time,0.30276,117,1742,0.26002,0.35413
388,388,2008,Upper Secondary Level,Rural regions,Either,0.23894,105,1742,0.19524,0.2853
389,389,2008,Post-secondary Non-tertiary Level,Urban regions,Part-time,1.0,52,1742,0.78384,1.20385
390,390,2008,First Stage of Tertiary Education,Urban regions,Part-time,1.0,33,1742,0.68616,1.32457
391,391,2008,Second Stage of Tertiary Education,Urban regions,Full-time,0.45158,52,1742,0.32944,0.5907
392,392,2008,Second Stage of Tertiary Education,Urban regions,Part-time,0.54842,80,1742,0.4306,0.68258
393,393,2009,Pre-primary Level,Urban regions,Full-time,0.79552,97,1567,0.65835,0.9313
394,394,2009,Pre-primary Level,Urban regions,I'm not sure yet,0.20448,32,1567,0.13375,0.2912
395,395,2009,Pre-primary Level,Rural regions,Full-time,1.0,51,1567,0.74855,1.33274
396,396,2009,Lower Secondary Level,Urban regions,Full-time,0.50596,81,1567,0.40414,0.62204
397,397,2009,Lower Secondary Level,Urban regions,Part-time,0.20714,44,1567,0.15515,0.2627
398,398,2009,Lower Secondary Level,Urban regions,Either,0.2869,42,1567,0.21761,0.35815
399,399,2009,Lower Secondary Level,Rural regions,Full-time,1.0,38,1567,0.80183,1.24217
400,400,2009,Upper Secondary Level,Urban regions,Full-time,0.46908,277,1567,0.41861,0.5314
401,401,2009,Upper Secondary Level,Urban regions,Part-time,0.27582,167,1567,0.24128,0.3081
402,402,2009,Upper Secondary Level,Urban regions,Either,0.21363,98,1567,0.17252,0.25838
403,403,2009,Upper Secondary Level,Urban regions,I'm not sure yet,0.04147,33,1567,0.02851,0.05729
404,404,2009,Upper Secondary Level,Rural regions,Full-time,0.50676,213,1567,0.44725,0.56736
405,405,2009,Upper Secondary Level,Rural regions,Part-time,0.28256,108,1567,0.22794,0.33607
406,406,2009,Upper Secondary Level,Rural regions,Either,0.21068,84,1567,0.16999,0.2575
407,407,2009,Post-secondary Non-tertiary Level,Urban regions,Part-time,1.0,39,1567,0.77029,1.25153
408,408,2009,Second Stage of Tertiary Education,Urban regions,Full-time,0.31984,45,1567,0.24766,0.40251
409,409,2009,Second Stage of Tertiary Education,Urban regions,Part-time,0.40026,83,1567,0.3193,0.48165
410,410,2009,Second Stage of Tertiary Education,Urban regions,Either,0.27989,35,1567,0.20708,0.36918
411,411,2010,Pre-primary Level,Urban regions,Full-time,0.77119,143,3924,0.64434,0.92465
412,412,2010,Pre-primary Level,Urban regions,I'm not sure yet,0.22881,36,3924,0.15408,0.34013
413,413,2010,Pre-primary Level,Rural regions,Full-time,1.0,66,3924,0.75727,1.30363
414,414,2010,Primary Level,Urban regions,Part-time,1.0,60,3924,0.74501,1.36491
415,415,2010,Lower Secondary Level,Urban regions,Full-time,0.49815,144,3924,0.39039,0.65284
416,416,2010,Lower Secondary Level,Urban regions,Part-time,0.2695,174,3924,0.21434,0.32803
417,417,2010,Lower Secondary Level,Urban regions,Either,0.23235,93,3924,0.16443,0.29226
418,418,2010,Lower Secondary Level,Rural regions,Full-time,0.44839,77,3924,0.31001,0.63412
419,419,2010,Lower Secondary Level,Rural regions,Part-time,0.21462,62,3924,0.12151,0.33931
420,420,2010,Lower Secondary Level,Rural regions,Either,0.337,41,3924,0.1887,0.52184
421,421,2010,Upper Secondary Level,Urban regions,Full-time,0.52628,449,3924,0.4593,0.59709
422,422,2010,Upper Secondary Level,Urban regions,Part-time,0.27785,588,3924,0.2449,0.30775
423,423,2010,Upper Secondary Level,Urban regions,Either,0.15376,162,3924,0.12353,0.19027
424,424,2010,Upper Secondary Level,Urban regions,I'm not sure yet,0.04211,46,3924,0.02885,0.05601
425,425,2010,Upper Secondary Level,Rural regions,Full-time,0.48079,311,3924,0.41657,0.55552
426,426,2010,Upper Secondary Level,Rural regions,Part-time,0.30268,381,3924,0.25297,0.35957
427,427,2010,Upper Secondary Level,Rural regions,Either,0.21653,129,3924,0.17037,0.2635
428,428,2010,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.31249,63,3924,0.22559,0.40964
429,429,2010,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.53639,166,3924,0.4223,0.65216
430,430,2010,Post-secondary Non-tertiary Level,Urban regions,Either,0.15112,34,3924,0.09305,0.22096
431,431,2010,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,64,3924,0.63402,1.57801
432,432,2010,First Stage of Tertiary Education,Urban regions,Part-time,1.0,49,3924,0.61969,1.46308
433,433,2010,Second Stage of Tertiary Education,Urban regions,Full-time,0.35827,106,3924,0.25197,0.45373
434,434,2010,Second Stage of Tertiary Education,Urban regions,Part-time,0.45774,301,3924,0.38729,0.54134
435,435,2010,Second Stage of Tertiary Education,Urban regions,Either,0.18399,56,3924,0.11205,0.27821
436,436,2010,Second Stage of Tertiary Education,Rural regions,Full-time,0.58705,50,3924,0.29661,0.97684
437,437,2010,Second Stage of Tertiary Education,Rural regions,Part-time,0.41295,73,3924,0.24854,0.66566
438,438,2011,Pre-primary Level,Urban regions,Full-time,0.82398,175,3766,0.7189,0.93307
439,439,2011,Pre-primary Level,Urban regions,I'm not sure yet,0.17602,32,3766,0.10657,0.28403
440,440,2011,Pre-primary Level,Rural regions,Full-time,1.0,79,3766,0.84993,1.13432
441,441,2011,Primary Level,Urban regions,Part-time,1.0,43,3766,0.68882,1.44588
442,442,2011,Lower Secondary Level,Urban regions,Full-time,0.56731,167,3766,0.46839,0.69704
443,443,2011,Lower Secondary Level,Urban regions,Part-time,0.26953,168,3766,0.21938,0.32442
444,444,2011,Lower Secondary Level,Urban regions,Either,0.16317,65,3766,0.12194,0.2126
445,445,2011,Lower Secondary Level,Rural regions,Full-time,0.66776,78,3766,0.49924,0.84714
446,446,2011,Lower Secondary Level,Rural regions,Part-time,0.33224,86,3766,0.28245,0.40065
447,447,2011,Upper Secondary Level,Urban regions,Full-time,0.48629,462,3766,0.43557,0.52789
448,448,2011,Upper Secondary Level,Urban regions,Part-time,0.31189,518,3766,0.26833,0.34705
449,449,2011,Upper Secondary Level,Urban regions,Either,0.14064,160,3766,0.11215,0.17316
450,450,2011,Upper Secondary Level,Urban regions,I'm not sure yet,0.06117,55,3766,0.04774,0.08089
451,451,2011,Upper Secondary Level,Rural regions,Full-time,0.46197,312,3766,0.40392,0.52782
452,452,2011,Upper Secondary Level,Rural regions,Part-time,0.29635,366,3766,0.25651,0.34704
453,453,2011,Upper Secondary Level,Rural regions,Either,0.19592,139,3766,0.15316,0.23627
454,454,2011,Upper Secondary Level,Rural regions,I'm not sure yet,0.04577,34,3766,0.0287,0.07385
455,455,2011,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.53493,75,3766,0.4074,0.64596
456,456,2011,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.46507,150,3766,0.37356,0.55323
457,457,2011,Post-secondary Non-tertiary Level,Rural regions,Full-time,0.60145,35,3766,0.36214,0.82384
458,458,2011,Post-secondary Non-tertiary Level,Rural regions,Part-time,0.39855,54,3766,0.28189,0.5631
459,459,2011,First Stage of Tertiary Education,Urban regions,Part-time,1.0,48,3766,0.65103,1.45387
460,460,2011,Second Stage of Tertiary Education,Urban regions,Full-time,0.34371,85,3766,0.27767,0.40591
461,461,2011,Second Stage of Tertiary Education,Urban regions,Part-time,0.46231,221,3766,0.39052,0.55053
462,462,2011,Second Stage of Tertiary Education,Urban regions,Either,0.19398,66,3766,0.13682,0.25483
463,463,2011,Second Stage of Tertiary Education,Rural regions,Full-time,0.44785,38,3766,0.27824,0.64125
464,464,2011,Second Stage of Tertiary Education,Rural regions,Part-time,0.55215,55,3766,0.31088,0.90478
465,465,2012,Pre-primary Level,Urban regions,Full-time,0.83264,170,3470,0.69013,0.95081
466,466,2012,Pre-primary Level,Urban regions,I'm not sure yet,0.16736,31,3470,0.10841,0.23963
467,467,2012,Pre-primary Level,Rural regions,Full-time,1.0,89,3470,0.83442,1.18421
468,468,2012,Primary Level,Urban regions,Part-time,1.0,42,3470,0.77043,1.29015
469,469,2012,Lower Secondary Level,Urban regions,Full-time,0.5287,167,3470,0.43438,0.63051
470,470,2012,Lower Secondary Level,Urban regions,Part-time,0.31716,157,3470,0.25143,0.39758
471,471,2012,Lower Secondary Level,Urban regions,Either,0.15414,48,3470,0.09901,0.20466
472,472,2012,Lower Secondary Level,Rural regions,Full-time,0.63698,94,3470,0.48079,0.80897
473,473,2012,Lower Secondary Level,Rural regions,Part-time,0.20375,69,3470,0.15797,0.25023
474,474,2012,Lower Secondary Level,Rural regions,Either,0.15927,38,3470,0.10591,0.22724
475,475,2012,Upper Secondary Level,Urban regions,Full-time,0.46603,387,3470,0.40805,0.52358
476,476,2012,Upper Secondary Level,Urban regions,Part-time,0.31405,470,3470,0.28104,0.35105
477,477,2012,Upper Secondary Level,Urban regions,Either,0.14722,150,3470,0.12023,0.18048
478,478,2012,Upper Secondary Level,Urban regions,I'm not sure yet,0.07271,67,3470,0.05218,0.08904
479,479,2012,Upper Secondary Level,Rural regions,Full-time,0.44848,289,3470,0.39205,0.51157
480,480,2012,Upper Secondary Level,Rural regions,Part-time,0.29357,325,3470,0.25218,0.33781
481,481,2012,Upper Secondary Level,Rural regions,Either,0.17629,111,3470,0.14055,0.21914
482,482,2012,Upper Secondary Level,Rural regions,I'm not sure yet,0.08166,43,3470,0.05497,0.11401
483,483,2012,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.434,63,3470,0.35551,0.53398
484,484,2012,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.566,129,3470,0.47391,0.68224
485,485,2012,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,51,3470,0.71128,1.31069
486,486,2012,First Stage of Tertiary Education,Urban regions,Part-time,1.0,38,3470,0.58646,1.42112
487,487,2012,Second Stage of Tertiary Education,Urban regions,Full-time,0.30546,89,3470,0.24763,0.35715
488,488,2012,Second Stage of Tertiary Education,Urban regions,Part-time,0.54231,218,3470,0.45555,0.64041
489,489,2012,Second Stage of Tertiary Education,Urban regions,Either,0.15223,43,3470,0.10539,0.20624
490,490,2012,Second Stage of Tertiary Education,Rural regions,Full-time,0.48509,39,3470,0.37052,0.60207
491,491,2012,Second Stage of Tertiary Education,Rural regions,Part-time,0.51491,53,3470,0.4047,0.64953
492,492,2013,Pre-primary Level,Urban regions,Full-time,0.67644,223,4307,0.59709,0.77553
493,493,2013,Pre-primary Level,Urban regions,Either,0.14187,45,4307,0.09275,0.22165
494,494,2013,Pre-primary Level,Urban regions,I'm not sure yet,0.18169,41,4307,0.10972,0.2832
495,495,2013,Pre-primary Level,Rural regions,Full-time,1.0,103,4307,0.74202,1.29495
496,496,2013,Primary Level,Urban regions,Full-time,0.37549,55,4307,0.25772,0.52211
497,497,2013,Primary Level,Urban regions,Part-time,0.35019,67,4307,0.28352,0.43681
498,498,2013,Primary Level,Urban regions,Either,0.27432,33,4307,0.19478,0.39751
499,499,2013,Lower Secondary Level,Urban regions,Full-time,0.3954,234,4307,0.33329,0.4697
500,500,2013,Lower Secondary Level,Urban regions,Part-time,0.37008,254,4307,0.31575,0.43651
501,501,2013,Lower Secondary Level,Urban regions,Either,0.16949,80,4307,0.14154,0.21438
502,502,2013,Lower Secondary Level,Urban regions,I'm not sure yet,0.06503,37,4307,0.04346,0.09241
503,503,2013,Lower Secondary Level,Rural regions,Full-time,0.60793,121,4307,0.44254,0.78137
504,504,2013,Lower Secondary Level,Rural regions,Part-time,0.25038,91,4307,0.18817,0.30845
505,505,2013,Lower Secondary Level,Rural regions,Either,0.14168,35,4307,0.07705,0.25939
506,506,2013,Upper Secondary Level,Urban regions,Full-time,0.47949,509,4307,0.43856,0.52225
507,507,2013,Upper Secondary Level,Urban regions,Part-time,0.30835,500,4307,0.26932,0.34339
508,508,2013,Upper Secondary Level,Urban regions,Either,0.13849,161,4307,0.11093,0.16989
509,509,2013,Upper Secondary Level,Urban regions,I'm not sure yet,0.07366,69,4307,0.05585,0.09514
510,510,2013,Upper Secondary Level,Rural regions,Full-time,0.46824,294,4307,0.41497,0.53461
511,511,2013,Upper Secondary Level,Rural regions,Part-time,0.32699,305,4307,0.27414,0.38747
512,512,2013,Upper Secondary Level,Rural regions,Either,0.20477,141,4307,0.15973,0.25507
513,513,2013,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.49408,82,4307,0.36703,0.62549
514,514,2013,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.3752,134,4307,0.28558,0.47463
515,515,2013,Post-secondary Non-tertiary Level,Urban regions,Either,0.13072,31,4307,0.06483,0.21206
516,516,2013,Post-secondary Non-tertiary Level,Rural regions,Full-time,0.57609,36,4307,0.42103,0.78254
517,517,2013,Post-secondary Non-tertiary Level,Rural regions,Part-time,0.42391,51,4307,0.30732,0.55714
518,518,2013,First Stage of Tertiary Education,Urban regions,Part-time,1.0,31,4307,0.68003,1.35523
519,519,2013,Second Stage of Tertiary Education,Urban regions,Full-time,0.43278,149,4307,0.35643,0.50961
520,520,2013,Second Stage of Tertiary Education,Urban regions,Part-time,0.43234,237,4307,0.37215,0.50789
521,521,2013,Second Stage of Tertiary Education,Urban regions,Either,0.13488,69,4307,0.09716,0.19382
522,522,2013,Second Stage of Tertiary Education,Rural regions,Full-time,0.47939,35,4307,0.35373,0.61589
523,523,2013,Second Stage of Tertiary Education,Rural regions,Part-time,0.52061,54,4307,0.35609,0.75724
524,524,2014,Pre-primary Level,Urban regions,Full-time,1.0,144,3281,0.85986,1.1714
525,525,2014,Pre-primary Level,Rural regions,Full-time,1.0,81,3281,0.75378,1.26836
526,526,2014,Primary Level,Urban regions,Full-time,0.49283,38,3281,0.28531,0.77583
527,527,2014,Primary Level,Urban regions,Part-time,0.50717,61,3281,0.41355,0.62894
528,528,2014,Lower Secondary Level,Urban regions,Full-time,0.52877,200,3281,0.44241,0.62279
529,529,2014,Lower Secondary Level,Urban regions,Part-time,0.26974,176,3281,0.23157,0.30673
530,530,2014,Lower Secondary Level,Urban regions,Either,0.20149,68,3281,0.14718,0.2589
531,531,2014,Lower Secondary Level,Rural regions,Full-time,0.55347,93,3281,0.35128,0.77333
532,532,2014,Lower Secondary Level,Rural regions,Part-time,0.20589,67,3281,0.1361,0.26388
533,533,2014,Lower Secondary Level,Rural regions,Either,0.24064,50,3281,0.15346,0.36004
534,534,2014,Upper Secondary Level,Urban regions,Full-time,0.45441,396,3281,0.40268,0.51305
535,535,2014,Upper Secondary Level,Urban regions,Part-time,0.33535,447,3281,0.29513,0.36995
536,536,2014,Upper Secondary Level,Urban regions,Either,0.13187,123,3281,0.098,0.16618
537,537,2014,Upper Secondary Level,Urban regions,I'm not sure yet,0.07837,64,3281,0.05319,0.09893
538,538,2014,Upper Secondary Level,Rural regions,Full-time,0.37182,202,3281,0.32794,0.43027
539,539,2014,Upper Secondary Level,Rural regions,Part-time,0.36371,241,3281,0.30419,0.42183
540,540,2014,Upper Secondary Level,Rural regions,Either,0.19988,108,3281,0.1706,0.22674
541,541,2014,Upper Secondary Level,Rural regions,I'm not sure yet,0.0646,36,3281,0.03724,0.09256
542,542,2014,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.36318,58,3281,0.25425,0.48544
543,543,2014,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.63682,107,3281,0.48126,0.79287
544,544,2014,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,36,3281,0.68336,1.30046
545,545,2014,Second Stage of Tertiary Education,Urban regions,Full-time,0.3748,123,3281,0.30189,0.45223
546,546,2014,Second Stage of Tertiary Education,Urban regions,Part-time,0.52563,232,3281,0.43771,0.62346
547,547,2014,Second Stage of Tertiary Education,Urban regions,Either,0.09957,46,3281,0.07514,0.12961
548,548,2014,Second Stage of Tertiary Education,Rural regions,Full-time,0.36769,33,3281,0.2318,0.49347
549,549,2014,Second Stage of Tertiary Education,Rural regions,Part-time,0.63231,51,3281,0.43176,0.85725
550,550,2015,Pre-primary Level,Urban regions,Full-time,1.0,112,3439,0.78029,1.20322
551,551,2015,Pre-primary Level,Rural regions,Full-time,1.0,73,3439,0.75041,1.28219
552,552,2015,Primary Level,Urban regions,Full-time,0.47611,49,3439,0.28199,0.6599
553,553,2015,Primary Level,Urban regions,Part-time,0.52389,51,3439,0.38534,0.6616
554,554,2015,Lower Secondary Level,Urban regions,Full-time,0.46582,201,3439,0.38301,0.55626
555,555,2015,Lower Secondary Level,Urban regions,Part-time,0.30625,173,3439,0.24228,0.37743
556,556,2015,Lower Secondary Level,Urban regions,Either,0.15113,77,3439,0.11539,0.18145
557,557,2015,Lower Secondary Level,Urban regions,I'm not sure yet,0.0768,38,3439,0.0456,0.10772
558,558,2015,Lower Secondary Level,Rural regions,Full-time,0.54204,72,3439,0.37999,0.76953
559,559,2015,Lower Secondary Level,Rural regions,Part-time,0.23401,70,3439,0.16073,0.34386
560,560,2015,Lower Secondary Level,Rural regions,Either,0.22395,39,3439,0.12507,0.36082
561,561,2015,Upper Secondary Level,Urban regions,Full-time,0.47598,422,3439,0.41966,0.54803
562,562,2015,Upper Secondary Level,Urban regions,Part-time,0.29763,385,3439,0.26839,0.33676
563,563,2015,Upper Secondary Level,Urban regions,Either,0.15423,142,3439,0.11756,0.1917
564,564,2015,Upper Secondary Level,Urban regions,I'm not sure yet,0.07215,71,3439,0.05149,0.09805
565,565,2015,Upper Secondary Level,Rural regions,Full-time,0.37945,219,3439,0.30873,0.45427
566,566,2015,Upper Secondary Level,Rural regions,Part-time,0.34796,249,3439,0.30027,0.40521
567,567,2015,Upper Secondary Level,Rural regions,Either,0.2062,115,3439,0.17531,0.25252
568,568,2015,Upper Secondary Level,Rural regions,I'm not sure yet,0.06639,36,3439,0.04707,0.09375
569,569,2015,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.4424,79,3439,0.33637,0.55692
570,570,2015,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.5576,120,3439,0.43818,0.70207
