year,migback,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Indirect migration background,West,Full-time,0.52107,236,467,0.47571,0.56642
2015,Indirect migration background,West,Part-time,0.27958,141,467,0.23883,0.32033
2015,Indirect migration background,West,Either,0.11385,55,467,0.08501,0.14269
2015,Indirect migration background,West,I'm not sure yet,0.08551,35,467,0.06012,0.11090
2016,No migration background,West,Full-time,0.45137,522,1347,0.42479,0.47796
2016,No migration background,West,Part-time,0.33294,527,1347,0.30776,0.35811
2016,No migration background,West,Either,0.11406,164,1347,0.09708,0.13105
2016,No migration background,West,I'm not sure yet,0.10163,134,1347,0.08548,0.11777
2016,No migration background,East,Full-time,0.42543,199,504,0.38222,0.46863
2016,No migration background,East,Part-time,0.23249,139,504,0.19557,0.26940
2016,No migration background,East,Either,0.27316,124,504,0.23422,0.31210
2016,No migration background,East,I'm not sure yet,0.06893,42,504,0.04679,0.09106
2016,Direct migration background,West,Full-time,0.33915,317,961,0.30920,0.36909
2016,Direct migration background,West,Part-time,0.40981,421,961,0.37870,0.44092
2016,Direct migration background,West,Either,0.17896,164,961,0.15471,0.20321
2016,Direct migration background,West,I'm not sure yet,0.07209,59,961,0.05573,0.08845
2016,Direct migration background,East,Full-time,0.42789,40,40,0.27260,0.58317
2016,Indirect migration background,West,Full-time,0.56559,205,361,0.51438,0.61679
2016,Indirect migration background,West,Part-time,0.25863,116,361,0.21340,0.30386
2016,Indirect migration background,West,Either,0.13726,40,361,0.10172,0.17281
2017,No migration background,West,Full-time,0.38851,587,1486,0.36372,0.41330
2017,No migration background,West,Part-time,0.36223,565,1486,0.33778,0.38667
2017,No migration background,West,Either,0.16010,206,1486,0.14144,0.17875
2017,No migration background,West,I'm not sure yet,0.08917,128,1486,0.07468,0.10367
2017,No migration background,East,Full-time,0.41140,214,554,0.37039,0.45242
2017,No migration background,East,Part-time,0.28502,183,554,0.24739,0.32264
2017,No migration background,East,Either,0.23719,108,554,0.20173,0.27264
2017,No migration background,East,I'm not sure yet,0.06639,49,554,0.04564,0.08714
2017,Direct migration background,West,Full-time,0.39353,914,2117,0.37271,0.41434
2017,Direct migration background,West,Part-time,0.37374,717,2117,0.35312,0.39435
2017,Direct migration background,West,Either,0.15234,317,2117,0.13703,0.16765
2017,Direct migration background,West,I'm not sure yet,0.08040,169,2117,0.06881,0.09198
2017,Direct migration background,East,Full-time,0.55017,209,366,0.49913,0.60121
2017,Direct migration background,East,Part-time,0.27281,87,366,0.22711,0.31850
2017,Direct migration background,East,Either,0.14542,70,366,0.10925,0.18159
2017,Indirect migration background,West,Full-time,0.59046,207,405,0.54250,0.63841
2017,Indirect migration background,West,Part-time,0.22411,115,405,0.18344,0.26477
2017,Indirect migration background,West,Either,0.11861,51,405,0.08708,0.15013
2017,Indirect migration background,West,I'm not sure yet,0.06683,32,405,0.04248,0.09118
2018,No migration background,West,Full-time,0.39555,570,1430,0.37020,0.42091
2018,No migration background,West,Part-time,0.35945,519,1430,0.33457,0.38433
2018,No migration background,West,Either,0.14862,214,1430,0.13017,0.16706
2018,No migration background,West,I'm not sure yet,0.09638,127,1430,0.08108,0.11168
2018,No migration background,East,Full-time,0.39958,193,528,0.35776,0.44140
2018,No migration background,East,Part-time,0.27686,175,528,0.23865,0.31506
2018,No migration background,East,Either,0.22911,107,528,0.19323,0.26499
2018,No migration background,East,I'm not sure yet,0.09445,53,528,0.06948,0.11942
2018,Direct migration background,West,Full-time,0.38227,1149,2639,0.36373,0.40081
2018,Direct migration background,West,Part-time,0.38837,919,2639,0.36977,0.40697
2018,Direct migration background,West,Either,0.14052,305,2639,0.12726,0.15379
2018,Direct migration background,West,I'm not sure yet,0.08884,266,2639,0.07798,0.09970
2018,Direct migration background,East,Full-time,0.53409,212,408,0.48562,0.58255
2018,Direct migration background,East,Part-time,0.14065,99,408,0.10687,0.17443
2018,Direct migration background,East,Either,0.25421,97,408,0.21191,0.29651
2018,Indirect migration background,West,Full-time,0.55280,196,354,0.50093,0.60467
2018,Indirect migration background,West,Part-time,0.26764,112,354,0.22145,0.31382
2018,Indirect migration background,West,Either,0.09812,46,354,0.06709,0.12915
2019,No migration background,West,Full-time,0.36084,452,1274,0.33446,0.38722
2019,No migration background,West,Part-time,0.42895,514,1274,0.40176,0.45613
2019,No migration background,West,Either,0.14513,204,1274,0.12578,0.16448
2019,No migration background,West,I'm not sure yet,0.06508,104,1274,0.05153,0.07863
2019,No migration background,East,Full-time,0.40300,175,478,0.35898,0.44702
2019,No migration background,East,Part-time,0.27873,170,478,0.23849,0.31897
2019,No migration background,East,Either,0.20140,92,478,0.16541,0.23739
2019,No migration background,East,I'm not sure yet,0.11687,41,478,0.08804,0.14571
2019,Direct migration background,West,Full-time,0.39931,942,2182,0.37876,0.41987
2019,Direct migration background,West,Part-time,0.35614,846,2182,0.33604,0.37624
2019,Direct migration background,West,Either,0.13624,187,2182,0.12184,0.15064
2019,Direct migration background,West,I'm not sure yet,0.10831,207,2182,0.09527,0.12135
2019,Direct migration background,East,Full-time,0.58923,148,334,0.53639,0.64207
2019,Direct migration background,East,Part-time,0.25280,114,334,0.20612,0.29948
2019,Direct migration background,East,Either,0.05427,35,334,0.02993,0.07860
2019,Direct migration background,East,I'm not sure yet,0.10371,37,334,0.07096,0.13645
2019,Indirect migration background,West,Full-time,0.50993,157,323,0.45533,0.56453
2019,Indirect migration background,West,Part-time,0.29192,93,323,0.24226,0.34158
2019,Indirect migration background,West,Either,0.11416,40,323,0.07942,0.14889
2019,Indirect migration background,West,I'm not sure yet,0.08399,33,323,0.05369,0.11429
2020,No migration background,West,Full-time,0.35585,445,1253,0.32932,0.38237
2020,No migration background,West,Part-time,0.36436,452,1253,0.33771,0.39102
2020,No migration background,West,Either,0.14727,191,1253,0.12764,0.16689
2020,No migration background,West,I'm not sure yet,0.13253,165,1253,0.11374,0.15131
2020,No migration background,East,Full-time,0.40900,152,441,0.36306,0.45494
2020,No migration background,East,Part-time,0.24270,139,441,0.20264,0.28276
2020,No migration background,East,Either,0.21639,94,441,0.17791,0.25486
2020,No migration background,East,I'm not sure yet,0.13191,56,441,0.10029,0.16353
2020,Direct migration background,West,Full-time,0.33593,904,2133,0.31588,0.35598
2020,Direct migration background,West,Part-time,0.40352,750,2133,0.38269,0.42434
2020,Direct migration background,West,Either,0.12387,250,2133,0.10988,0.13785
2020,Direct migration background,West,I'm not sure yet,0.13668,229,2133,0.12210,0.15126
2020,Direct migration background,East,Full-time,0.52701,177,327,0.47281,0.58121
2020,Direct migration background,East,Part-time,0.19688,111,327,0.15372,0.24005
2020,Direct migration background,East,I'm not sure yet,0.08320,39,327,0.05322,0.11318
2020,Indirect migration background,West,Full-time,0.46246,129,317,0.40748,0.51743
2020,Indirect migration background,West,Part-time,0.26059,94,317,0.21219,0.30898
2020,Indirect migration background,West,Either,0.12522,50,317,0.08873,0.16171
2020,Indirect migration background,West,I'm not sure yet,0.15174,44,317,0.11218,0.19130
2021,No migration background,West,Full-time,0.34186,308,930,0.31136,0.37237
2021,No migration background,West,Part-time,0.39813,369,930,0.36666,0.42961
2021,No migration background,West,Either,0.18485,166,930,0.15989,0.20981
2021,No migration background,West,I'm not sure yet,0.07515,87,930,0.05820,0.09211
2021,No migration background,East,Full-time,0.34168,99,266,0.28457,0.39878
2021,No migration background,East,Part-time,0.34060,102,266,0.28354,0.39766
2021,No migration background,East,Either,0.21828,65,266,0.16854,0.26801
2021,Direct migration background,West,Full-time,0.27663,401,1377,0.25299,0.30027
2021,Direct migration background,West,Part-time,0.40345,563,1377,0.37753,0.42937
2021,Direct migration background,West,Either,0.18898,267,1377,0.16830,0.20967
2021,Direct migration background,West,I'm not sure yet,0.13094,146,1377,0.11311,0.14876
2021,Direct migration background,East,Full-time,0.53834,69,183,0.46591,0.61076
2021,Direct migration background,East,Part-time,0.23644,73,183,0.17471,0.29817
2021,Direct migration background,East,Either,0.15722,41,183,0.10434,0.21011
2021,Indirect migration background,West,Full-time,0.38977,70,167,0.31558,0.46397
2021,Indirect migration background,West,Part-time,0.26891,59,167,0.20146,0.33637
2021,Indirect migration background,West,Either,0.18587,38,167,0.12669,0.24505
2022,No migration background,West,Full-time,0.33133,367,1191,0.30458,0.35807
2022,No migration background,West,Part-time,0.41734,519,1191,0.38932,0.44536
2022,No migration background,West,Either,0.14135,165,1191,0.12156,0.16115
2022,No migration background,West,I'm not sure yet,0.10998,140,1191,0.09220,0.12775
2022,No migration background,East,Full-time,0.33911,149,440,0.29483,0.38340
2022,No migration background,East,Part-time,0.36974,158,440,0.32458,0.41490
2022,No migration background,East,Either,0.18706,75,440,0.15058,0.22354
2022,No migration background,East,I'm not sure yet,0.10409,58,440,0.07552,0.13266
2022,Direct migration background,West,Full-time,0.30150,422,1401,0.27746,0.32554
2022,Direct migration background,West,Part-time,0.43597,598,1401,0.41000,0.46195
2022,Direct migration background,West,Either,0.15840,233,1401,0.13927,0.17752
2022,Direct migration background,West,I'm not sure yet,0.10413,148,1401,0.08813,0.12013
2022,Direct migration background,East,Full-time,0.43566,89,226,0.37087,0.50045
2022,Direct migration background,East,Part-time,0.27987,102,226,0.22121,0.33853
2022,Direct migration background,East,Either,0.13015,35,226,0.08618,0.17411
2022,Indirect migration background,West,Full-time,0.48437,87,196,0.41422,0.55451
2022,Indirect migration background,West,Part-time,0.25547,78,196,0.19426,0.31668
2022,Indirect migration background,West,I'm not sure yet,0.18432,31,196,0.12989,0.23874
