year,pgisced97,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,I'm not sure yet,0.17243,37,1779,0.17147,0.17339
2009,Lower Secondary Level,Full-time,0.47290,119,1779,0.47195,0.47385
2009,Lower Secondary Level,Part-time,0.19918,60,1779,0.19842,0.19993
2009,Lower Secondary Level,Either,0.32792,66,1779,0.32703,0.32882
2009,Upper Secondary Level,Full-time,0.47534,490,1779,0.47483,0.47584
2009,Upper Secondary Level,Part-time,0.27386,275,1779,0.27341,0.27431
2009,Upper Secondary Level,Either,0.20912,182,1779,0.20871,0.20953
2009,Upper Secondary Level,I'm not sure yet,0.04169,53,1779,0.04149,0.04189
2009,Post-secondary Non-tertiary Level,Full-time,0.44695,42,1779,0.44537,0.44852
2009,Post-secondary Non-tertiary Level,Part-time,0.55305,59,1779,0.55148,0.55463
2009,First Stage of Tertiary Education,Part-time,1.00000,37,1779,1.00000,1.00000
2009,Second Stage of Tertiary Education,Full-time,0.33297,61,1779,0.33187,0.33406
2009,Second Stage of Tertiary Education,Part-time,0.40021,103,1779,0.39907,0.40134
2009,Second Stage of Tertiary Education,Either,0.26683,47,1779,0.26580,0.26785
2010,Pre-primary Level,Full-time,0.66602,209,4187,0.66494,0.66711
2010,Pre-primary Level,Either,0.12430,33,4187,0.12354,0.12506
2010,Pre-primary Level,I'm not sure yet,0.20967,45,4187,0.20873,0.21061
2010,Primary Level,Full-time,0.48925,40,4187,0.48701,0.49150
2010,Primary Level,Part-time,0.51075,80,4187,0.50850,0.51299
2010,Lower Secondary Level,Full-time,0.44724,221,4187,0.44637,0.44811
2010,Lower Secondary Level,Part-time,0.23454,236,4187,0.23379,0.23528
2010,Lower Secondary Level,Either,0.24256,134,4187,0.24181,0.24331
2010,Lower Secondary Level,I'm not sure yet,0.07567,33,4187,0.07520,0.07613
2010,Upper Secondary Level,Full-time,0.50620,760,4187,0.50571,0.50669
2010,Upper Secondary Level,Part-time,0.28215,969,4187,0.28171,0.28259
2010,Upper Secondary Level,Either,0.17109,291,4187,0.17072,0.17146
2010,Upper Secondary Level,I'm not sure yet,0.04056,64,4187,0.04037,0.04075
2010,Post-secondary Non-tertiary Level,Full-time,0.32506,92,4187,0.32375,0.32637
2010,Post-secondary Non-tertiary Level,Part-time,0.50968,230,4187,0.50828,0.51107
2010,Post-secondary Non-tertiary Level,Either,0.16527,45,4187,0.16423,0.16630
2010,First Stage of Tertiary Education,Full-time,0.61564,42,4187,0.61357,0.61772
2010,First Stage of Tertiary Education,Part-time,0.38436,65,4187,0.38228,0.38643
2010,Second Stage of Tertiary Education,Full-time,0.38785,156,4187,0.38682,0.38887
2010,Second Stage of Tertiary Education,Part-time,0.43515,374,4187,0.43411,0.43620
2010,Second Stage of Tertiary Education,Either,0.17700,68,4187,0.17619,0.17780
2011,Pre-primary Level,Full-time,0.73862,254,4012,0.73749,0.73976
2011,Pre-primary Level,Either,0.12913,36,4012,0.12826,0.12999
2011,Pre-primary Level,I'm not sure yet,0.13225,46,4012,0.13138,0.13313
2011,Primary Level,Full-time,0.50543,50,4012,0.50285,0.50802
2011,Primary Level,Part-time,0.49457,60,4012,0.49198,0.49715
2011,Lower Secondary Level,Full-time,0.52545,245,4012,0.52448,0.52642
2011,Lower Secondary Level,Part-time,0.25284,254,4012,0.25199,0.25369
2011,Lower Secondary Level,Either,0.15912,92,4012,0.15841,0.15983
2011,Lower Secondary Level,I'm not sure yet,0.06259,31,4012,0.06212,0.06306
2011,Upper Secondary Level,Full-time,0.47785,774,4012,0.47734,0.47836
2011,Upper Secondary Level,Part-time,0.30650,884,4012,0.30603,0.30696
2011,Upper Secondary Level,Either,0.15983,299,4012,0.15946,0.16020
2011,Upper Secondary Level,I'm not sure yet,0.05583,89,4012,0.05559,0.05606
2011,Post-secondary Non-tertiary Level,Full-time,0.50485,110,4012,0.50350,0.50621
2011,Post-secondary Non-tertiary Level,Part-time,0.41012,204,4012,0.40878,0.41145
2011,Post-secondary Non-tertiary Level,Either,0.08503,35,4012,0.08427,0.08578
2011,First Stage of Tertiary Education,Part-time,1.00000,69,4012,1.00000,1.00000
2011,Second Stage of Tertiary Education,Full-time,0.35343,123,4012,0.35239,0.35448
2011,Second Stage of Tertiary Education,Part-time,0.46538,276,4012,0.46428,0.46647
2011,Second Stage of Tertiary Education,Either,0.18119,81,4012,0.18034,0.18203
2012,Pre-primary Level,Full-time,0.84496,259,3637,0.84395,0.84597
2012,Pre-primary Level,I'm not sure yet,0.15504,42,3637,0.15403,0.15605
2012,Primary Level,Full-time,0.54279,43,3637,0.54035,0.54522
2012,Primary Level,Part-time,0.45721,57,3637,0.45478,0.45965
2012,Lower Secondary Level,Full-time,0.52996,261,3637,0.52903,0.53089
2012,Lower Secondary Level,Part-time,0.26064,226,3637,0.25982,0.26146
2012,Lower Secondary Level,Either,0.14601,86,3637,0.14536,0.14667
2012,Lower Secondary Level,I'm not sure yet,0.06339,35,3637,0.06293,0.06384
2012,Upper Secondary Level,Full-time,0.45981,676,3637,0.45931,0.46030
2012,Upper Secondary Level,Part-time,0.30678,795,3637,0.30632,0.30724
2012,Upper Secondary Level,Either,0.15753,261,3637,0.15717,0.15789
2012,Upper Secondary Level,I'm not sure yet,0.07588,110,3637,0.07562,0.07615
2012,Post-secondary Non-tertiary Level,Full-time,0.42089,84,3637,0.41938,0.42239
2012,Post-secondary Non-tertiary Level,Part-time,0.57911,180,3637,0.57761,0.58062
2012,First Stage of Tertiary Education,Part-time,1.00000,58,3637,1.00000,1.00000
2012,Second Stage of Tertiary Education,Full-time,0.30567,128,3637,0.30471,0.30663
2012,Second Stage of Tertiary Education,Part-time,0.49017,271,3637,0.48913,0.49121
2012,Second Stage of Tertiary Education,Either,0.20417,65,3637,0.20333,0.20501
2013,Pre-primary Level,Full-time,0.72550,326,4472,0.72439,0.72661
2013,Pre-primary Level,Either,0.13165,59,4472,0.13081,0.13250
2013,Pre-primary Level,I'm not sure yet,0.14285,51,4472,0.14198,0.14372
2013,Primary Level,Full-time,0.37684,80,4472,0.37498,0.37870
2013,Primary Level,Part-time,0.34687,88,4472,0.34505,0.34870
2013,Primary Level,Either,0.27629,38,4472,0.27457,0.27801
2013,Lower Secondary Level,Full-time,0.43347,355,4472,0.43261,0.43434
2013,Lower Secondary Level,Part-time,0.31949,345,4472,0.31867,0.32030
2013,Lower Secondary Level,Either,0.15363,115,4472,0.15300,0.15426
2013,Lower Secondary Level,I'm not sure yet,0.09341,53,4472,0.09290,0.09392
2013,Upper Secondary Level,Full-time,0.46814,803,4472,0.46763,0.46864
2013,Upper Secondary Level,Part-time,0.31085,805,4472,0.31038,0.31132
2013,Upper Secondary Level,Either,0.16154,302,4472,0.16116,0.16191
2013,Upper Secondary Level,I'm not sure yet,0.05948,99,4472,0.05924,0.05972
2013,Post-secondary Non-tertiary Level,Full-time,0.50156,118,4472,0.50016,0.50295
2013,Post-secondary Non-tertiary Level,Part-time,0.37788,185,4472,0.37653,0.37923
2013,Post-secondary Non-tertiary Level,Either,0.12056,43,4472,0.11965,0.12147
2013,First Stage of Tertiary Education,Part-time,1.00000,52,4472,1.00000,1.00000
2013,Second Stage of Tertiary Education,Full-time,0.43163,184,4472,0.43056,0.43270
2013,Second Stage of Tertiary Education,Part-time,0.43782,291,4472,0.43675,0.43889
2013,Second Stage of Tertiary Education,Either,0.13055,80,4472,0.12982,0.13128
2014,Pre-primary Level,Full-time,0.79077,225,3564,0.78963,0.79190
2014,Pre-primary Level,Either,0.09797,38,3564,0.09715,0.09880
2014,Pre-primary Level,I'm not sure yet,0.11126,42,3564,0.11038,0.11213
2014,Primary Level,Full-time,0.50814,59,3564,0.50614,0.51014
2014,Primary Level,Part-time,0.49186,80,3564,0.48986,0.49386
2014,Lower Secondary Level,Full-time,0.50288,293,3564,0.50199,0.50376
2014,Lower Secondary Level,Part-time,0.23442,243,3564,0.23366,0.23517
2014,Lower Secondary Level,Either,0.20022,118,3564,0.19951,0.20093
2014,Lower Secondary Level,I'm not sure yet,0.06249,41,3564,0.06206,0.06292
2014,Upper Secondary Level,Full-time,0.42644,598,3564,0.42593,0.42694
2014,Upper Secondary Level,Part-time,0.34495,688,3564,0.34446,0.34544
2014,Upper Secondary Level,Either,0.15490,231,3564,0.15453,0.15528
2014,Upper Secondary Level,I'm not sure yet,0.07371,100,3564,0.07344,0.07398
2014,Post-secondary Non-tertiary Level,Full-time,0.35535,77,3564,0.35394,0.35677
2014,Post-secondary Non-tertiary Level,Part-time,0.53231,143,3564,0.53084,0.53379
2014,Post-secondary Non-tertiary Level,Either,0.11233,34,3564,0.11140,0.11327
2014,First Stage of Tertiary Education,Part-time,1.00000,47,3564,1.00000,1.00000
2014,Second Stage of Tertiary Education,Full-time,0.35169,156,3564,0.35074,0.35264
2014,Second Stage of Tertiary Education,Part-time,0.50973,283,3564,0.50873,0.51072
2014,Second Stage of Tertiary Education,Either,0.13858,68,3564,0.13789,0.13926
2015,Pre-primary Level,Full-time,0.71175,185,3704,0.71046,0.71304
2015,Pre-primary Level,Either,0.10067,37,3704,0.09981,0.10153
2015,Pre-primary Level,I'm not sure yet,0.18757,43,3704,0.18646,0.18869
2015,Primary Level,Full-time,0.39886,72,3704,0.39702,0.40071
2015,Primary Level,Part-time,0.42306,75,3704,0.42121,0.42492
2015,Primary Level,Either,0.17807,38,3704,0.17663,0.17951
2015,Lower Secondary Level,Full-time,0.47551,273,3704,0.47461,0.47640
2015,Lower Secondary Level,Part-time,0.27802,243,3704,0.27721,0.27882
2015,Lower Secondary Level,Either,0.16788,116,3704,0.16720,0.16855
2015,Lower Secondary Level,I'm not sure yet,0.07860,55,3704,0.07812,0.07908
2015,Upper Secondary Level,Full-time,0.44312,641,3704,0.44260,0.44364
2015,Upper Secondary Level,Part-time,0.31477,634,3704,0.31428,0.31525
2015,Upper Secondary Level,Either,0.17192,257,3704,0.17152,0.17232
2015,Upper Secondary Level,I'm not sure yet,0.07019,107,3704,0.06992,0.07046
2015,Post-secondary Non-tertiary Level,Full-time,0.35085,110,3704,0.34960,0.35211
2015,Post-secondary Non-tertiary Level,Part-time,0.49918,165,3704,0.49786,0.50049
2015,Post-secondary Non-tertiary Level,Either,0.14997,35,3704,0.14903,0.15091
2015,First Stage of Tertiary Education,Part-time,1.00000,31,3704,1.00000,1.00000
2015,Second Stage of Tertiary Education,Full-time,0.40805,202,3704,0.40712,0.40897
2015,Second Stage of Tertiary Education,Part-time,0.45679,291,3704,0.45585,0.45773
2015,Second Stage of Tertiary Education,Either,0.13516,94,3704,0.13452,0.13581
2016,Pre-primary Level,Full-time,0.71838,166,2919,0.71708,0.71968
2016,Pre-primary Level,Either,0.12272,31,2919,0.12177,0.12367
2016,Pre-primary Level,I'm not sure yet,0.15890,42,2919,0.15784,0.15996
2016,Primary Level,Full-time,0.32909,39,2919,0.32692,0.33126
2016,Primary Level,Part-time,0.67091,64,2919,0.66874,0.67308
2016,Lower Secondary Level,Full-time,0.45285,224,2919,0.45197,0.45372
2016,Lower Secondary Level,Part-time,0.29981,203,2919,0.29900,0.30062
2016,Lower Secondary Level,Either,0.16456,90,2919,0.16391,0.16522
2016,Lower Secondary Level,I'm not sure yet,0.08278,41,2919,0.08230,0.08327
2016,Upper Secondary Level,Full-time,0.44218,507,2919,0.44164,0.44273
2016,Upper Secondary Level,Part-time,0.31236,498,2919,0.31185,0.31287
2016,Upper Secondary Level,Either,0.15791,209,2919,0.15752,0.15831
2016,Upper Secondary Level,I'm not sure yet,0.08754,105,2919,0.08723,0.08785
2016,Post-secondary Non-tertiary Level,Full-time,0.43428,80,2919,0.43292,0.43563
2016,Post-secondary Non-tertiary Level,Part-time,0.56572,145,2919,0.56437,0.56708
2016,Second Stage of Tertiary Education,Full-time,0.34444,141,2919,0.34355,0.34534
2016,Second Stage of Tertiary Education,Part-time,0.46240,245,2919,0.46146,0.46333
2016,Second Stage of Tertiary Education,Either,0.19316,89,2919,0.19242,0.19390
2017,Pre-primary Level,Full-time,0.69144,186,4565,0.69017,0.69272
2017,Pre-primary Level,Either,0.19017,49,4565,0.18909,0.19125
2017,Pre-primary Level,I'm not sure yet,0.11839,45,4565,0.11750,0.11928
2017,Primary Level,Full-time,0.30156,272,4565,0.30010,0.30303
2017,Primary Level,Part-time,0.38605,202,4565,0.38449,0.38761
2017,Primary Level,Either,0.22012,130,4565,0.21879,0.22144
2017,Primary Level,I'm not sure yet,0.09227,77,4565,0.09135,0.09320
2017,Lower Secondary Level,Full-time,0.39823,389,4565,0.39737,0.39910
2017,Lower Secondary Level,Part-time,0.33470,301,4565,0.33387,0.33554
2017,Lower Secondary Level,Either,0.21719,148,4565,0.21646,0.21792
2017,Lower Secondary Level,I'm not sure yet,0.04987,60,4565,0.04949,0.05026
2017,Upper Secondary Level,Full-time,0.42763,673,4565,0.42707,0.42819
2017,Upper Secondary Level,Part-time,0.32987,576,4565,0.32935,0.33040
2017,Upper Secondary Level,Either,0.15633,238,4565,0.15592,0.15674
2017,Upper Secondary Level,I'm not sure yet,0.08617,118,4565,0.08585,0.08648
2017,Post-secondary Non-tertiary Level,Full-time,0.35698,94,4565,0.35577,0.35819
2017,Post-secondary Non-tertiary Level,Part-time,0.46422,159,4565,0.46297,0.46548
2017,Post-secondary Non-tertiary Level,Either,0.17879,41,4565,0.17783,0.17976
2017,Second Stage of Tertiary Education,Full-time,0.34780,335,4565,0.34691,0.34868
2017,Second Stage of Tertiary Education,Part-time,0.47664,336,4565,0.47571,0.47757
2017,Second Stage of Tertiary Education,Either,0.11961,94,4565,0.11901,0.12021
2017,Second Stage of Tertiary Education,I'm not sure yet,0.05595,42,4565,0.05553,0.05638
2018,Pre-primary Level,Full-time,0.69940,170,4990,0.69809,0.70072
2018,Pre-primary Level,Either,0.16100,42,4990,0.15994,0.16205
2018,Pre-primary Level,I'm not sure yet,0.13960,35,4990,0.13861,0.14060
2018,Primary Level,Full-time,0.26914,431,4990,0.26780,0.27048
2018,Primary Level,Part-time,0.45297,322,4990,0.45147,0.45447
2018,Primary Level,Either,0.16918,144,4990,0.16805,0.17031
2018,Primary Level,I'm not sure yet,0.10871,116,4990,0.10777,0.10964
2018,Lower Secondary Level,Full-time,0.41335,434,4990,0.41244,0.41426
2018,Lower Secondary Level,Part-time,0.28930,311,4990,0.28846,0.29014
2018,Lower Secondary Level,Either,0.21548,169,4990,0.21472,0.21624
2018,Lower Secondary Level,I'm not sure yet,0.08187,84,4990,0.08136,0.08237
2018,Upper Secondary Level,Full-time,0.39245,664,4990,0.39189,0.39302
2018,Upper Secondary Level,Part-time,0.34217,559,4990,0.34162,0.34272
2018,Upper Secondary Level,Either,0.15339,232,4990,0.15297,0.15380
2018,Upper Secondary Level,I'm not sure yet,0.11199,146,4990,0.11163,0.11235
2018,Post-secondary Non-tertiary Level,Full-time,0.40291,97,4990,0.40163,0.40419
2018,Post-secondary Non-tertiary Level,Part-time,0.49677,148,4990,0.49546,0.49808
2018,Post-secondary Non-tertiary Level,Either,0.10032,35,4990,0.09954,0.10111
2018,Second Stage of Tertiary Education,Full-time,0.38747,341,4990,0.38659,0.38836
2018,Second Stage of Tertiary Education,Part-time,0.43046,354,4990,0.42956,0.43135
2018,Second Stage of Tertiary Education,Either,0.12477,94,4990,0.12417,0.12537
2018,Second Stage of Tertiary Education,I'm not sure yet,0.05730,62,4990,0.05688,0.05772
2019,Pre-primary Level,Full-time,0.63830,129,4226,0.63681,0.63979
2019,Pre-primary Level,Either,0.15857,38,4226,0.15744,0.15970
2019,Pre-primary Level,I'm not sure yet,0.20313,37,4226,0.20188,0.20438
2019,Primary Level,Full-time,0.35559,336,4226,0.35409,0.35709
2019,Primary Level,Part-time,0.32158,336,4226,0.32012,0.32305
2019,Primary Level,Either,0.16150,77,4226,0.16035,0.16266
2019,Primary Level,I'm not sure yet,0.16132,93,4226,0.16017,0.16247
2019,Lower Secondary Level,Full-time,0.38562,353,4226,0.38469,0.38654
2019,Lower Secondary Level,Part-time,0.37313,294,4226,0.37221,0.37405
2019,Lower Secondary Level,Either,0.16376,111,4226,0.16305,0.16446
2019,Lower Secondary Level,I'm not sure yet,0.07749,71,4226,0.07699,0.07800
2019,Upper Secondary Level,Full-time,0.39114,546,4226,0.39055,0.39172
2019,Upper Secondary Level,Part-time,0.36618,523,4226,0.36560,0.36676
2019,Upper Secondary Level,Either,0.16426,194,4226,0.16381,0.16471
2019,Upper Secondary Level,I'm not sure yet,0.07842,112,4226,0.07810,0.07874
2019,Post-secondary Non-tertiary Level,Full-time,0.26146,83,4226,0.26034,0.26258
2019,Post-secondary Non-tertiary Level,Part-time,0.56638,132,4226,0.56512,0.56765
2019,Post-secondary Non-tertiary Level,Either,0.17216,40,4226,0.17119,0.17312
2019,Second Stage of Tertiary Education,Full-time,0.35841,258,4226,0.35753,0.35928
2019,Second Stage of Tertiary Education,Part-time,0.49608,341,4226,0.49517,0.49699
2019,Second Stage of Tertiary Education,Either,0.09578,67,4226,0.09524,0.09631
2019,Second Stage of Tertiary Education,I'm not sure yet,0.04974,55,4226,0.04935,0.05013
2020,Pre-primary Level,Full-time,0.66496,141,4146,0.66339,0.66654
2020,Pre-primary Level,Either,0.12364,32,4146,0.12255,0.12474
2020,Pre-primary Level,I'm not sure yet,0.21139,52,4146,0.21003,0.21275
2020,Primary Level,Full-time,0.32482,306,4146,0.32321,0.32643
2020,Primary Level,Part-time,0.31077,278,4146,0.30918,0.31236
2020,Primary Level,Either,0.20161,80,4146,0.20023,0.20299
2020,Primary Level,I'm not sure yet,0.16280,96,4146,0.16153,0.16407
2020,Lower Secondary Level,Full-time,0.35430,346,4146,0.35340,0.35520
2020,Lower Secondary Level,Part-time,0.31094,262,4146,0.31007,0.31182
2020,Lower Secondary Level,Either,0.19195,145,4146,0.19120,0.19269
2020,Lower Secondary Level,I'm not sure yet,0.14281,95,4146,0.14215,0.14347
2020,Upper Secondary Level,Full-time,0.36151,512,4146,0.36096,0.36207
2020,Upper Secondary Level,Part-time,0.32615,491,4146,0.32560,0.32669
2020,Upper Secondary Level,Either,0.15629,211,4146,0.15587,0.15671
2020,Upper Secondary Level,I'm not sure yet,0.15605,165,4146,0.15563,0.15647
2020,Post-secondary Non-tertiary Level,Full-time,0.34708,99,4146,0.34584,0.34831
2020,Post-secondary Non-tertiary Level,Part-time,0.54250,110,4146,0.54120,0.54379
2020,Post-secondary Non-tertiary Level,Either,0.11043,33,4146,0.10962,0.11124
2020,Second Stage of Tertiary Education,Full-time,0.32647,273,4146,0.32560,0.32734
2020,Second Stage of Tertiary Education,Part-time,0.48809,296,4146,0.48717,0.48901
2020,Second Stage of Tertiary Education,Either,0.11434,61,4146,0.11375,0.11493
2020,Second Stage of Tertiary Education,I'm not sure yet,0.07110,62,4146,0.07062,0.07157
2021,Pre-primary Level,Full-time,0.63828,62,2649,0.63651,0.64006
2021,Pre-primary Level,I'm not sure yet,0.36172,35,2649,0.35994,0.36349
2021,Primary Level,Full-time,0.25752,126,2649,0.25596,0.25908
2021,Primary Level,Part-time,0.36950,188,2649,0.36778,0.37122
2021,Primary Level,Either,0.27338,80,2649,0.27179,0.27497
2021,Primary Level,I'm not sure yet,0.09960,55,2649,0.09853,0.10067
2021,Lower Secondary Level,Full-time,0.25850,152,2649,0.25771,0.25930
2021,Lower Secondary Level,Part-time,0.39962,188,2649,0.39873,0.40050
2021,Lower Secondary Level,Either,0.19689,107,2649,0.19617,0.19761
2021,Lower Secondary Level,I'm not sure yet,0.14499,51,2649,0.14435,0.14562
2021,Upper Secondary Level,Full-time,0.34726,308,2649,0.34671,0.34780
2021,Upper Secondary Level,Part-time,0.38654,376,2649,0.38598,0.38709
2021,Upper Secondary Level,Either,0.16426,191,2649,0.16383,0.16468
2021,Upper Secondary Level,I'm not sure yet,0.10195,95,2649,0.10160,0.10229
2021,Post-secondary Non-tertiary Level,Full-time,0.49440,46,2649,0.49278,0.49603
2021,Post-secondary Non-tertiary Level,Part-time,0.50560,79,2649,0.50397,0.50722
2021,Second Stage of Tertiary Education,Full-time,0.31061,157,2649,0.30984,0.31139
2021,Second Stage of Tertiary Education,Part-time,0.48116,228,2649,0.48032,0.48199
2021,Second Stage of Tertiary Education,Either,0.16597,94,2649,0.16535,0.16659
2021,Second Stage of Tertiary Education,I'm not sure yet,0.04226,31,2649,0.04192,0.04260
