year,regtyp,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Rural regions,female,Part-time,0.03774,327,681,0.02341,0.05206
2016,Rural regions,female,Either,0.01391,121,681,0.00511,0.02272
2016,Rural regions,female,I'm not sure yet,0.00983,46,681,0.00242,0.01725
2017,Urban regions,male,Full-time,0.05353,1007,1477,0.04205,0.06502
2017,Urban regions,male,Part-time,0.01408,161,1477,0.00807,0.02010
2017,Urban regions,male,Either,0.01604,212,1477,0.00963,0.02245
2017,Urban regions,male,I'm not sure yet,0.00722,97,1477,0.00290,0.01154
2017,Urban regions,female,Full-time,0.02732,485,2015,0.02020,0.03444
2017,Urban regions,female,Part-time,0.05616,1045,2015,0.04610,0.06621
2017,Urban regions,female,Either,0.01558,295,2015,0.01017,0.02099
2017,Urban regions,female,I'm not sure yet,0.00939,190,2015,0.00518,0.01360
2017,Rural regions,male,Full-time,0.04571,430,653,0.02968,0.06174
2017,Rural regions,male,Part-time,0.00858,67,653,0.00150,0.01566
2017,Rural regions,male,Either,0.01821,121,653,0.00795,0.02847
2017,Rural regions,male,I'm not sure yet,0.00264,35,653,-0.00130,0.00658
2017,Rural regions,female,Full-time,0.02649,222,848,0.01567,0.03730
2017,Rural regions,female,Part-time,0.03527,408,848,0.02285,0.04770
2017,Rural regions,female,Either,0.01187,134,848,0.00457,0.01916
2017,Rural regions,female,I'm not sure yet,0.00805,84,848,0.00203,0.01407
2018,Urban regions,male,Full-time,0.05111,1106,1638,0.04044,0.06178
2018,Urban regions,male,Part-time,0.01360,207,1638,0.00799,0.01922
2018,Urban regions,male,Either,0.01238,202,1638,0.00702,0.01773
2018,Urban regions,male,I'm not sure yet,0.00730,123,1638,0.00318,0.01143
2018,Urban regions,female,Full-time,0.02833,570,2219,0.02143,0.03524
2018,Urban regions,female,Part-time,0.05089,1109,2219,0.04175,0.06004
2018,Urban regions,female,Either,0.01542,300,2219,0.01029,0.02054
2018,Urban regions,female,I'm not sure yet,0.01082,240,2219,0.00651,0.01512
2018,Rural regions,male,Full-time,0.03751,440,656,0.02296,0.05206
2018,Rural regions,male,Part-time,0.01013,74,656,0.00246,0.01780
2018,Rural regions,male,Either,0.01483,107,656,0.00558,0.02409
2018,Rural regions,male,I'm not sure yet,0.00461,35,656,-0.00058,0.00979
2018,Rural regions,female,Full-time,0.02683,219,933,0.01645,0.03720
2018,Rural regions,female,Part-time,0.04229,440,933,0.02937,0.05521
2018,Rural regions,female,Either,0.01414,170,933,0.00656,0.02172
2018,Rural regions,female,I'm not sure yet,0.00828,104,933,0.00246,0.01410
2019,Urban regions,male,Full-time,0.04279,871,1326,0.03189,0.05368
2019,Urban regions,male,Part-time,0.01399,198,1326,0.00767,0.02032
2019,Urban regions,male,Either,0.01084,148,1326,0.00526,0.01641
2019,Urban regions,male,I'm not sure yet,0.00681,109,1326,0.00238,0.01123
2019,Urban regions,female,Full-time,0.02644,445,1899,0.01923,0.03366
2019,Urban regions,female,Part-time,0.05204,1027,1899,0.04205,0.06203
2019,Urban regions,female,Either,0.01444,224,1899,0.00907,0.01981
2019,Urban regions,female,I'm not sure yet,0.00978,203,1899,0.00535,0.01421
2019,Rural regions,male,Full-time,0.04136,348,533,0.02444,0.05828
2019,Rural regions,male,Part-time,0.01143,76,533,0.00240,0.02046
2019,Rural regions,male,Either,0.01287,72,533,0.00329,0.02244
2019,Rural regions,male,I'm not sure yet,0.00320,37,533,-0.00160,0.00800
2019,Rural regions,female,Full-time,0.02167,196,800,0.01158,0.03177
2019,Rural regions,female,Part-time,0.04146,428,800,0.02763,0.05528
2019,Rural regions,female,Either,0.01036,107,800,0.00334,0.01738
2019,Rural regions,female,I'm not sure yet,0.00653,69,800,0.00095,0.01212
2020,Urban regions,male,Full-time,0.04005,821,1313,0.02944,0.05066
2020,Urban regions,male,Part-time,0.01531,189,1313,0.00867,0.02196
2020,Urban regions,male,Either,0.01165,172,1313,0.00585,0.01746
2020,Urban regions,male,I'm not sure yet,0.00950,131,1313,0.00425,0.01475
2020,Urban regions,female,Full-time,0.02481,480,1920,0.01785,0.03177
2020,Urban regions,female,Part-time,0.04780,924,1920,0.03825,0.05735
2020,Urban regions,female,Either,0.01415,270,1920,0.00887,0.01944
2020,Urban regions,female,I'm not sure yet,0.01472,246,1920,0.00933,0.02011
2020,Rural regions,male,Full-time,0.04395,339,533,0.02653,0.06137
2020,Rural regions,male,Part-time,0.01001,75,533,0.00155,0.01846
2020,Rural regions,male,Either,0.00916,62,533,0.00106,0.01725
2020,Rural regions,male,I'm not sure yet,0.00751,57,533,0.00017,0.01484
2020,Rural regions,female,Full-time,0.01688,176,757,0.00769,0.02606
2020,Rural regions,female,Part-time,0.03491,365,757,0.02183,0.04800
2020,Rural regions,female,Either,0.01593,115,757,0.00701,0.02486
2020,Rural regions,female,I'm not sure yet,0.01225,101,757,0.00441,0.02010
2021,Urban regions,male,Full-time,0.03973,429,866,0.02672,0.05275
2021,Urban regions,male,Part-time,0.01823,178,866,0.00931,0.02714
2021,Urban regions,male,Either,0.01659,191,866,0.00808,0.02511
2021,Urban regions,male,I'm not sure yet,0.00733,68,866,0.00165,0.01302
2021,Urban regions,female,Full-time,0.02464,275,1366,0.01642,0.03287
2021,Urban regions,female,Part-time,0.05296,695,1366,0.04108,0.06484
2021,Urban regions,female,Either,0.01932,231,1366,0.01202,0.02662
2021,Urban regions,female,I'm not sure yet,0.01261,165,1366,0.00669,0.01853
2021,Rural regions,male,Full-time,0.03398,155,271,0.01237,0.05559
2021,Rural regions,male,Part-time,0.01180,55,271,-0.00108,0.02467
2021,Rural regions,male,Either,0.00976,61,271,-0.00197,0.02149
2021,Rural regions,female,Full-time,0.01479,95,486,0.00405,0.02554
2021,Rural regions,female,Part-time,0.04084,240,486,0.02323,0.05846
2021,Rural regions,female,Either,0.01716,96,486,0.00560,0.02872
2021,Rural regions,female,I'm not sure yet,0.01096,55,486,0.00169,0.02022
2022,Urban regions,male,Full-time,0.03693,459,939,0.02486,0.04900
2022,Urban regions,male,Part-time,0.01857,217,939,0.00993,0.02721
2022,Urban regions,male,Either,0.01023,159,939,0.00379,0.01667
2022,Urban regions,male,I'm not sure yet,0.00859,104,939,0.00268,0.01449
2022,Urban regions,female,Full-time,0.02029,337,1593,0.01336,0.02721
2022,Urban regions,female,Part-time,0.04401,831,1593,0.03393,0.05409
2022,Urban regions,female,Either,0.01271,236,1593,0.00721,0.01822
2022,Urban regions,female,I'm not sure yet,0.01207,189,1593,0.00671,0.01743
2022,Rural regions,male,Full-time,0.02917,191,359,0.01174,0.04660
2022,Rural regions,male,Part-time,0.01270,76,359,0.00110,0.02430
2022,Rural regions,male,Either,0.00966,58,359,-0.00047,0.01979
2022,Rural regions,male,I'm not sure yet,0.00402,34,359,-0.00253,0.01058
2022,Rural regions,female,Full-time,0.01915,138,634,0.00847,0.02983
2022,Rural regions,female,Part-time,0.04319,330,634,0.02735,0.05903
2022,Rural regions,female,Either,0.01193,86,634,0.00347,0.02039
2022,Rural regions,female,I'm not sure yet,0.00895,80,634,0.00161,0.01629
