year,migback,regtyp,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,Urban regions,Part-time,0.02823,756,1823,0.02062,0.03583
2012,No migration background,Urban regions,Either,0.01294,237,1823,0.00775,0.01813
2012,No migration background,Urban regions,I'm not sure yet,0.00718,125,1823,0.00330,0.01105
2012,No migration background,Rural regions,Full-time,0.04375,508,1181,0.03208,0.05542
2012,No migration background,Rural regions,Part-time,0.02258,441,1181,0.01410,0.03106
2012,No migration background,Rural regions,Either,0.01544,168,1181,0.00841,0.02248
2012,No migration background,Rural regions,I'm not sure yet,0.00532,64,1181,0.00117,0.00948
2012,Direct migration background,Urban regions,Full-time,0.05632,150,478,0.03563,0.07701
2012,Direct migration background,Urban regions,Part-time,0.05719,240,478,0.03635,0.07802
2012,Direct migration background,Urban regions,Either,0.01928,50,478,0.00694,0.03162
2012,Direct migration background,Urban regions,I'm not sure yet,0.01260,38,478,0.00259,0.02260
2012,Direct migration background,Rural regions,Full-time,0.05790,52,129,0.01744,0.09836
2012,Direct migration background,Rural regions,Part-time,0.04905,77,129,0.01163,0.08646
2012,Indirect migration background,Urban regions,Full-time,0.06939,136,230,0.03647,0.10230
2012,Indirect migration background,Urban regions,Part-time,0.03012,94,230,0.00798,0.05226
2012,Indirect migration background,Rural regions,Full-time,0.04392,35,35,-0.02496,0.11280
2013,No migration background,Urban regions,Full-time,0.03644,621,1600,0.02725,0.04562
2013,No migration background,Urban regions,Part-time,0.02523,648,1600,0.01755,0.03292
2013,No migration background,Urban regions,Either,0.01229,219,1600,0.00689,0.01769
2013,No migration background,Urban regions,I'm not sure yet,0.00685,112,1600,0.00280,0.01089
2013,No migration background,Rural regions,Full-time,0.04224,437,1062,0.03014,0.05434
2013,No migration background,Rural regions,Part-time,0.02470,371,1062,0.01536,0.03404
2013,No migration background,Rural regions,Either,0.01642,188,1062,0.00877,0.02406
2013,No migration background,Rural regions,I'm not sure yet,0.00659,66,1062,0.00172,0.01146
2013,Direct migration background,Urban regions,Full-time,0.06904,441,1129,0.05424,0.08383
2013,Direct migration background,Urban regions,Part-time,0.05852,470,1129,0.04483,0.07222
2013,Direct migration background,Urban regions,Either,0.02355,162,1129,0.01470,0.03240
2013,Direct migration background,Urban regions,I'm not sure yet,0.01239,56,1129,0.00593,0.01884
2013,Direct migration background,Rural regions,Full-time,0.07781,161,357,0.04998,0.10564
2013,Direct migration background,Rural regions,Part-time,0.06742,159,357,0.04137,0.09347
2013,Direct migration background,Rural regions,Either,0.02278,37,357,0.00728,0.03828
2013,Indirect migration background,Urban regions,Full-time,0.08380,288,505,0.05961,0.10799
2013,Indirect migration background,Urban regions,Part-time,0.03255,152,505,0.01705,0.04804
2013,Indirect migration background,Urban regions,Either,0.01549,65,505,0.00471,0.02627
2013,Indirect migration background,Rural regions,Full-time,0.08804,62,93,0.03014,0.14594
2013,Indirect migration background,Rural regions,Part-time,0.04119,31,93,0.00058,0.08180
2014,No migration background,Urban regions,Full-time,0.03179,494,1371,0.02250,0.04108
2014,No migration background,Urban regions,Part-time,0.02945,596,1371,0.02049,0.03840
2014,No migration background,Urban regions,Either,0.01033,181,1371,0.00498,0.01569
2014,No migration background,Urban regions,I'm not sure yet,0.00655,100,1371,0.00228,0.01082
2014,No migration background,Rural regions,Full-time,0.03741,370,922,0.02516,0.04967
2014,No migration background,Rural regions,Part-time,0.02430,308,922,0.01435,0.03424
2014,No migration background,Rural regions,Either,0.01734,179,922,0.00891,0.02578
2014,No migration background,Rural regions,I'm not sure yet,0.00663,65,922,0.00139,0.01187
2014,Direct migration background,Urban regions,Full-time,0.07789,330,853,0.05990,0.09589
2014,Direct migration background,Urban regions,Part-time,0.06537,371,853,0.04877,0.08197
2014,Direct migration background,Urban regions,Either,0.02453,101,853,0.01415,0.03492
2014,Direct migration background,Urban regions,I'm not sure yet,0.01100,51,853,0.00399,0.01800
2014,Direct migration background,Rural regions,Full-time,0.05435,97,262,0.02684,0.08185
2014,Direct migration background,Rural regions,Part-time,0.06562,120,262,0.03558,0.09566
2014,Direct migration background,Rural regions,Either,0.02753,45,262,0.00768,0.04739
2014,Indirect migration background,Urban regions,Full-time,0.09232,222,397,0.06381,0.12083
2014,Indirect migration background,Urban regions,Part-time,0.02822,128,397,0.01191,0.04453
2014,Indirect migration background,Urban regions,Either,0.01950,47,397,0.00588,0.03311
2014,Indirect migration background,Rural regions,Full-time,0.05394,40,40,-0.01696,0.12484
2015,No migration background,Urban regions,Full-time,0.03658,529,1291,0.02634,0.04683
2015,No migration background,Urban regions,Part-time,0.02411,478,1291,0.01574,0.03248
2015,No migration background,Urban regions,Either,0.01171,183,1291,0.00584,0.01758
2015,No migration background,Urban regions,I'm not sure yet,0.00629,101,1291,0.00198,0.01061
2015,No migration background,Rural regions,Full-time,0.03554,327,851,0.02309,0.04798
2015,No migration background,Rural regions,Part-time,0.02455,306,851,0.01415,0.03495
2015,No migration background,Rural regions,Either,0.01652,156,851,0.00795,0.02509
2015,No migration background,Rural regions,I'm not sure yet,0.00589,62,851,0.00075,0.01104
2015,Direct migration background,Urban regions,Full-time,0.07352,399,1040,0.05765,0.08940
2015,Direct migration background,Urban regions,Part-time,0.05741,405,1040,0.04326,0.07155
2015,Direct migration background,Urban regions,Either,0.02792,165,1040,0.01790,0.03793
2015,Direct migration background,Urban regions,I'm not sure yet,0.00793,71,1040,0.00254,0.01332
2015,Direct migration background,Rural regions,Full-time,0.05430,139,342,0.03025,0.07835
2015,Direct migration background,Rural regions,Part-time,0.06408,145,342,0.03809,0.09008
2015,Direct migration background,Rural regions,Either,0.01968,58,342,0.00494,0.03443
2015,Indirect migration background,Urban regions,Full-time,0.07501,201,373,0.04825,0.10178
2015,Indirect migration background,Urban regions,Part-time,0.03928,120,373,0.01954,0.05902
2015,Indirect migration background,Urban regions,Either,0.01853,52,373,0.00483,0.03224
2015,Indirect migration background,Rural regions,Full-time,0.06136,48,48,-0.00725,0.12997
2016,No migration background,Urban regions,Full-time,0.03520,443,1144,0.02452,0.04589
2016,No migration background,Urban regions,Part-time,0.02684,426,1144,0.01747,0.03620
2016,No migration background,Urban regions,Either,0.01024,160,1144,0.00440,0.01607
2016,No migration background,Urban regions,I'm not sure yet,0.00816,115,1144,0.00294,0.01337
2016,No migration background,Rural regions,Full-time,0.03538,278,707,0.02175,0.04901
2016,No migration background,Rural regions,Part-time,0.02009,240,707,0.00974,0.03044
2016,No migration background,Rural regions,Either,0.01549,128,707,0.00638,0.02460
2016,No migration background,Rural regions,I'm not sure yet,0.00609,61,707,0.00035,0.01182
2016,Direct migration background,Urban regions,Full-time,0.05094,265,787,0.03557,0.06631
2016,Direct migration background,Urban regions,Part-time,0.05894,342,787,0.04247,0.07540
2016,Direct migration background,Urban regions,Either,0.02536,127,787,0.01437,0.03635
2016,Direct migration background,Urban regions,I'm not sure yet,0.00927,53,787,0.00257,0.01596
2016,Direct migration background,Rural regions,Full-time,0.04699,92,248,0.02060,0.07339
2016,Direct migration background,Rural regions,Part-time,0.04915,102,248,0.02219,0.07611
2016,Direct migration background,Rural regions,Either,0.02885,54,248,0.00798,0.04973
2016,Indirect migration background,Urban regions,Full-time,0.08323,179,314,0.05263,0.11383
2016,Indirect migration background,Urban regions,Part-time,0.03501,98,314,0.01465,0.05537
2016,Indirect migration background,Urban regions,Either,0.02056,37,314,0.00484,0.03628
2016,Indirect migration background,Rural regions,Full-time,0.06288,43,43,-0.01054,0.13629
2017,No migration background,Urban regions,Full-time,0.02988,508,1281,0.02056,0.03921
2017,No migration background,Urban regions,Part-time,0.03006,478,1281,0.02071,0.03941
2017,No migration background,Urban regions,Either,0.01352,180,1281,0.00719,0.01985
2017,No migration background,Urban regions,I'm not sure yet,0.00726,115,1281,0.00261,0.01191
2017,No migration background,Rural regions,Full-time,0.03118,293,759,0.01880,0.04355
2017,No migration background,Rural regions,Part-time,0.01967,270,759,0.00978,0.02956
2017,No migration background,Rural regions,Either,0.01421,134,759,0.00579,0.02264
2017,No migration background,Rural regions,I'm not sure yet,0.00491,62,759,-0.00007,0.00988
2017,Direct migration background,Urban regions,Full-time,0.06485,797,1836,0.05359,0.07612
2017,Direct migration background,Urban regions,Part-time,0.06486,622,1836,0.05359,0.07613
2017,Direct migration background,Urban regions,Either,0.02422,274,1836,0.01719,0.03126
2017,Direct migration background,Urban regions,I'm not sure yet,0.01434,143,1836,0.00890,0.01979
2017,Direct migration background,Rural regions,Full-time,0.07059,326,674,0.05124,0.08995
2017,Direct migration background,Rural regions,Part-time,0.04103,182,674,0.02604,0.05602
2017,Direct migration background,Rural regions,Either,0.02670,113,674,0.01452,0.03889
2017,Direct migration background,Rural regions,I'm not sure yet,0.00586,53,674,0.00009,0.01163
2017,Indirect migration background,Urban regions,Full-time,0.07339,187,346,0.04587,0.10091
2017,Indirect migration background,Urban regions,Part-time,0.02903,106,346,0.01131,0.04675
2017,Indirect migration background,Urban regions,Either,0.01892,53,346,0.00454,0.03330
2017,Indirect migration background,Rural regions,Full-time,0.05759,33,33,-0.02313,0.13831
2018,No migration background,Urban regions,Full-time,0.02950,492,1236,0.02007,0.03894
2018,No migration background,Urban regions,Part-time,0.02645,428,1236,0.01750,0.03540
2018,No migration background,Urban regions,Either,0.01188,196,1236,0.00583,0.01792
2018,No migration background,Urban regions,I'm not sure yet,0.00792,120,1236,0.00298,0.01287
2018,No migration background,Rural regions,Full-time,0.02844,271,722,0.01631,0.04057
2018,No migration background,Rural regions,Part-time,0.02215,266,722,0.01141,0.03290
2018,No migration background,Rural regions,Either,0.01320,125,722,0.00487,0.02154
2018,No migration background,Rural regions,I'm not sure yet,0.00542,60,722,0.00006,0.01077
2018,Direct migration background,Urban regions,Full-time,0.06635,1008,2269,0.05611,0.07659
2018,Direct migration background,Urban regions,Part-time,0.05927,784,2269,0.04955,0.06899
2018,Direct migration background,Urban regions,Either,0.02418,263,2269,0.01786,0.03050
2018,Direct migration background,Urban regions,I'm not sure yet,0.01455,214,2269,0.00963,0.01948
2018,Direct migration background,Rural regions,Full-time,0.06275,353,802,0.04596,0.07955
2018,Direct migration background,Rural regions,Part-time,0.06858,234,802,0.05108,0.08609
2018,Direct migration background,Rural regions,Either,0.02778,139,802,0.01640,0.03916
2018,Direct migration background,Rural regions,I'm not sure yet,0.01440,76,802,0.00615,0.02265
2018,Indirect migration background,Urban regions,Full-time,0.06508,176,323,0.03814,0.09202
2018,Indirect migration background,Urban regions,Part-time,0.03222,104,323,0.01293,0.05150
2018,Indirect migration background,Urban regions,Either,0.01210,43,323,0.00016,0.02404
2018,Indirect migration background,Rural regions,Full-time,0.03934,35,35,-0.02601,0.10468
2019,No migration background,Urban regions,Full-time,0.02406,374,1051,0.01479,0.03333
2019,No migration background,Urban regions,Part-time,0.02735,420,1051,0.01749,0.03722
2019,No migration background,Urban regions,Either,0.01040,164,1051,0.00427,0.01654
2019,No migration background,Urban regions,I'm not sure yet,0.00610,93,1051,0.00139,0.01081
2019,No migration background,Rural regions,Full-time,0.02608,230,640,0.01373,0.03844
2019,No migration background,Rural regions,Part-time,0.02467,244,640,0.01264,0.03670
2019,No migration background,Rural regions,Either,0.01067,117,640,0.00270,0.01863
2019,No migration background,Rural regions,I'm not sure yet,0.00361,49,640,-0.00104,0.00825
2019,Direct migration background,Urban regions,Full-time,0.06071,801,1878,0.04991,0.07151
2019,Direct migration background,Urban regions,Part-time,0.05688,714,1878,0.04640,0.06736
2019,Direct migration background,Urban regions,Either,0.02181,172,1878,0.01520,0.02842
2019,Direct migration background,Urban regions,I'm not sure yet,0.01690,191,1878,0.01107,0.02274
2019,Direct migration background,Rural regions,Full-time,0.08122,286,634,0.05994,0.10250
2019,Direct migration background,Rural regions,Part-time,0.04676,246,634,0.03031,0.06320
2019,Direct migration background,Rural regions,Either,0.01381,49,634,0.00472,0.02291
2019,Direct migration background,Rural regions,I'm not sure yet,0.01746,53,634,0.00725,0.02766
2019,Indirect migration background,Urban regions,Full-time,0.06130,141,268,0.03253,0.09007
2019,Indirect migration background,Urban regions,Part-time,0.03717,91,268,0.01448,0.05986
2019,Indirect migration background,Urban regions,Either,0.01377,36,268,-0.00021,0.02774
2020,No migration background,Urban regions,Full-time,0.02577,400,1115,0.01647,0.03508
2020,No migration background,Urban regions,Part-time,0.02610,382,1115,0.01674,0.03547
2020,No migration background,Urban regions,Either,0.01136,185,1115,0.00513,0.01758
2020,No migration background,Urban regions,I'm not sure yet,0.01045,148,1115,0.00448,0.01642
2020,No migration background,Rural regions,Full-time,0.02717,197,579,0.01392,0.04042
2020,No migration background,Rural regions,Part-time,0.02035,209,579,0.00884,0.03187
2020,No migration background,Rural regions,Either,0.01210,100,579,0.00319,0.02102
2020,No migration background,Rural regions,I'm not sure yet,0.00761,73,579,0.00053,0.01470
2020,Direct migration background,Urban regions,Full-time,0.04905,791,1835,0.03916,0.05893
2020,Direct migration background,Urban regions,Part-time,0.05929,643,1835,0.04848,0.07010
2020,Direct migration background,Urban regions,Either,0.01945,211,1835,0.01313,0.02578
2020,Direct migration background,Urban regions,I'm not sure yet,0.01688,190,1835,0.01099,0.02278
2020,Direct migration background,Rural regions,Full-time,0.06419,290,654,0.04539,0.08299
2020,Direct migration background,Rural regions,Part-time,0.05187,218,654,0.03486,0.06888
2020,Direct migration background,Rural regions,Either,0.01863,68,654,0.00826,0.02900
2020,Direct migration background,Rural regions,I'm not sure yet,0.03005,78,654,0.01696,0.04315
2020,Indirect migration background,Urban regions,Full-time,0.05419,112,286,0.02791,0.08048
2020,Indirect migration background,Urban regions,Part-time,0.03326,89,286,0.01244,0.05408
2020,Indirect migration background,Urban regions,Either,0.01455,46,286,0.00065,0.02845
2020,Indirect migration background,Urban regions,I'm not sure yet,0.01717,39,286,0.00209,0.03226
2021,No migration background,Urban regions,Full-time,0.02641,272,810,0.01536,0.03747
2021,No migration background,Urban regions,Part-time,0.03234,315,810,0.02015,0.04453
2021,No migration background,Urban regions,Either,0.01454,144,810,0.00629,0.02279
2021,No migration background,Urban regions,I'm not sure yet,0.00658,79,810,0.00101,0.01215
2021,No migration background,Rural regions,Full-time,0.02305,135,416,0.00861,0.03749
2021,No migration background,Rural regions,Part-time,0.02177,156,416,0.00773,0.03581
2021,No migration background,Rural regions,Either,0.01326,87,416,0.00226,0.02427
2021,No migration background,Rural regions,I'm not sure yet,0.00456,38,416,-0.00192,0.01105
2021,Direct migration background,Urban regions,Full-time,0.04822,377,1255,0.03636,0.06008
2021,Direct migration background,Urban regions,Part-time,0.05806,507,1255,0.04511,0.07100
2021,Direct migration background,Urban regions,Either,0.03053,241,1255,0.02100,0.04005
2021,Direct migration background,Urban regions,I'm not sure yet,0.01882,130,1255,0.01130,0.02634
2021,Direct migration background,Rural regions,Full-time,0.03840,93,289,0.01621,0.06060
2021,Direct migration background,Rural regions,Part-time,0.06445,129,289,0.03609,0.09281
2021,Direct migration background,Rural regions,Either,0.02152,67,289,0.00476,0.03827
2021,Indirect migration background,Urban regions,Full-time,0.04601,56,146,0.01191,0.08012
2021,Indirect migration background,Urban regions,Part-time,0.02807,52,146,0.00118,0.05495
2021,Indirect migration background,Urban regions,Either,0.02291,38,146,-0.00144,0.04726
2022,No migration background,Urban regions,Full-time,0.02089,309,1032,0.01216,0.02962
2022,No migration background,Urban regions,Part-time,0.02700,437,1032,0.01710,0.03689
2022,No migration background,Urban regions,Either,0.01032,150,1032,0.00415,0.01649
2022,No migration background,Urban regions,I'm not sure yet,0.00810,136,1032,0.00263,0.01357
2022,No migration background,Rural regions,Full-time,0.02243,207,599,0.01056,0.03430
2022,No migration background,Rural regions,Part-time,0.02477,240,599,0.01231,0.03722
2022,No migration background,Rural regions,Either,0.00859,90,599,0.00119,0.01598
2022,No migration background,Rural regions,I'm not sure yet,0.00495,62,599,-0.00067,0.01058
2022,Direct migration background,Urban regions,Full-time,0.04314,410,1310,0.03213,0.05414
2022,Direct migration background,Urban regions,Part-time,0.05491,551,1310,0.04257,0.06725
2022,Direct migration background,Urban regions,Either,0.01887,220,1310,0.01150,0.02624
2022,Direct migration background,Urban regions,I'm not sure yet,0.01326,129,1310,0.00706,0.01946
2022,Direct migration background,Rural regions,Full-time,0.03697,101,344,0.01700,0.05694
2022,Direct migration background,Rural regions,Part-time,0.05915,149,344,0.03418,0.08412
2022,Direct migration background,Rural regions,Either,0.02751,48,344,0.01020,0.04482
2022,Direct migration background,Rural regions,I'm not sure yet,0.01930,46,344,0.00474,0.03386
2022,Indirect migration background,Urban regions,Full-time,0.05226,78,143,0.01566,0.08887
2022,Indirect migration background,Urban regions,Part-time,0.02323,65,143,-0.00155,0.04801
