year,migback,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Direct migration background,female,Either,0.15155,138,1037,0.12972,0.17339
2013,Direct migration background,female,I'm not sure yet,0.07756,48,1037,0.06127,0.09384
2013,Indirect migration background,male,Full-time,0.82679,200,200,0.77421,0.87937
2013,Indirect migration background,female,Full-time,0.44011,150,370,0.38946,0.49076
2013,Indirect migration background,female,Part-time,0.39845,168,370,0.34850,0.44841
2013,Indirect migration background,female,Either,0.12483,52,370,0.09110,0.15855
2014,No migration background,male,Full-time,0.61898,480,781,0.58490,0.65306
2014,No migration background,male,Part-time,0.17508,131,781,0.14840,0.20175
2014,No migration background,male,Either,0.15323,123,781,0.12795,0.17851
2014,No migration background,male,I'm not sure yet,0.05271,47,781,0.03703,0.06839
2014,No migration background,female,Full-time,0.26149,384,1512,0.23933,0.28365
2014,No migration background,female,Part-time,0.47203,773,1512,0.44686,0.49721
2014,No migration background,female,Either,0.16270,237,1512,0.14409,0.18131
2014,No migration background,female,I'm not sure yet,0.10378,118,1512,0.08840,0.11915
2014,Direct migration background,male,Full-time,0.73357,253,334,0.68608,0.78105
2014,Direct migration background,male,Part-time,0.11811,38,334,0.08344,0.15277
2014,Direct migration background,male,Either,0.11653,43,334,0.08207,0.15100
2014,Direct migration background,female,Full-time,0.25555,174,772,0.22476,0.28634
2014,Direct migration background,female,Part-time,0.51982,453,772,0.48455,0.55509
2014,Direct migration background,female,Either,0.16200,103,772,0.13599,0.18801
2014,Direct migration background,female,I'm not sure yet,0.06263,42,772,0.04552,0.07973
2014,Indirect migration background,male,Full-time,0.77487,157,157,0.70933,0.84041
2014,Indirect migration background,female,Full-time,0.40533,105,242,0.34334,0.46731
2014,Indirect migration background,female,Part-time,0.40197,137,242,0.34007,0.46387
2015,No migration background,male,Full-time,0.63325,481,764,0.59906,0.66745
2015,No migration background,male,Part-time,0.10848,111,764,0.08642,0.13055
2015,No migration background,male,Either,0.18772,118,764,0.16001,0.21543
2015,No migration background,male,I'm not sure yet,0.07054,54,764,0.05237,0.08871
2015,No migration background,female,Full-time,0.30033,375,1378,0.27612,0.32455
2015,No migration background,female,Part-time,0.46690,673,1378,0.44055,0.49325
2015,No migration background,female,Either,0.15056,221,1378,0.13167,0.16945
2015,No migration background,female,I'm not sure yet,0.08220,109,1378,0.06769,0.09671
2015,Direct migration background,male,Full-time,0.70464,309,421,0.66101,0.74827
2015,Direct migration background,male,Part-time,0.11015,40,421,0.08020,0.14009
2015,Direct migration background,male,Either,0.15361,72,421,0.11912,0.18809
2015,Direct migration background,female,Full-time,0.24757,229,962,0.22028,0.27486
2015,Direct migration background,female,Part-time,0.52098,510,962,0.48940,0.55257
2015,Direct migration background,female,Either,0.16481,151,962,0.14136,0.18827
2015,Direct migration background,female,I'm not sure yet,0.06663,72,962,0.05086,0.08240
2015,Indirect migration background,male,Full-time,0.69883,146,146,0.62415,0.77350
2015,Indirect migration background,female,Full-time,0.36219,103,304,0.30807,0.41631
2015,Indirect migration background,female,Part-time,0.39065,132,304,0.33572,0.44559
2015,Indirect migration background,female,Either,0.12390,38,304,0.08681,0.16100
2015,Indirect migration background,female,I'm not sure yet,0.12326,31,304,0.08624,0.16027
2016,No migration background,male,Full-time,0.62573,410,656,0.58867,0.66279
2016,No migration background,male,Part-time,0.13454,82,656,0.10840,0.16067
2016,No migration background,male,Either,0.16649,101,656,0.13796,0.19502
2016,No migration background,male,I'm not sure yet,0.07324,63,656,0.05329,0.09319
2016,No migration background,female,Full-time,0.30155,311,1195,0.27552,0.32759
2016,No migration background,female,Part-time,0.44685,584,1195,0.41865,0.47506
2016,No migration background,female,Either,0.14164,187,1195,0.12186,0.16142
2016,No migration background,female,I'm not sure yet,0.10995,113,1195,0.09221,0.12770
2016,Direct migration background,male,Full-time,0.58259,206,306,0.52725,0.63793
2016,Direct migration background,male,Part-time,0.12999,33,306,0.09225,0.16773
2016,Direct migration background,male,Either,0.20084,67,306,0.15587,0.24580
2016,Direct migration background,female,Full-time,0.20226,151,720,0.17290,0.23163
2016,Direct migration background,female,Part-time,0.55007,411,720,0.51371,0.58644
2016,Direct migration background,female,Either,0.16757,114,720,0.14027,0.19487
2016,Direct migration background,female,I'm not sure yet,0.08009,44,720,0.06025,0.09993
2016,Indirect migration background,male,Full-time,0.66551,125,125,0.58247,0.74856
2016,Indirect migration background,female,Full-time,0.46416,97,202,0.39522,0.53311
2016,Indirect migration background,female,Part-time,0.38143,105,202,0.31427,0.44858
2017,No migration background,male,Full-time,0.53845,458,781,0.50346,0.57343
2017,No migration background,male,Part-time,0.15982,115,781,0.13411,0.18554
2017,No migration background,male,Either,0.22660,141,781,0.19722,0.25598
2017,No migration background,male,I'm not sure yet,0.07513,67,781,0.05663,0.09363
2017,No migration background,female,Full-time,0.26809,343,1259,0.24361,0.29257
2017,No migration background,female,Part-time,0.50379,633,1259,0.47616,0.53142
2017,No migration background,female,Either,0.13703,173,1259,0.11803,0.15603
2017,No migration background,female,I'm not sure yet,0.09109,110,1259,0.07519,0.10699
2017,Direct migration background,male,Full-time,0.67121,846,1152,0.64407,0.69835
2017,Direct migration background,male,Part-time,0.12696,90,1152,0.10772,0.14619
2017,Direct migration background,male,Either,0.15058,165,1152,0.12992,0.17124
2017,Direct migration background,male,I'm not sure yet,0.05125,51,1152,0.03851,0.06399
2017,Direct migration background,female,Full-time,0.23477,277,1358,0.21222,0.25732
2017,Direct migration background,female,Part-time,0.51954,714,1358,0.49296,0.54612
2017,Direct migration background,female,Either,0.15262,222,1358,0.13348,0.17175
2017,Direct migration background,female,I'm not sure yet,0.09307,145,1358,0.07762,0.10853
2017,Indirect migration background,male,Full-time,0.73672,133,133,0.66159,0.81186
2017,Indirect migration background,female,Full-time,0.37734,87,227,0.31415,0.44054
2017,Indirect migration background,female,Part-time,0.38673,106,227,0.32324,0.45023
2017,Indirect migration background,female,Either,0.16497,34,227,0.11658,0.21336
2018,No migration background,male,Full-time,0.52646,404,731,0.49024,0.56268
2018,No migration background,male,Part-time,0.19235,126,731,0.16375,0.22094
2018,No migration background,male,Either,0.19194,132,731,0.16337,0.22051
2018,No migration background,male,I'm not sure yet,0.08925,69,731,0.06857,0.10994
2018,No migration background,female,Full-time,0.29085,359,1227,0.26543,0.31627
2018,No migration background,female,Part-time,0.45936,568,1227,0.43146,0.48725
2018,No migration background,female,Either,0.14846,189,1227,0.12855,0.16836
2018,No migration background,female,I'm not sure yet,0.10134,111,1227,0.08444,0.11823
2018,Direct migration background,male,Full-time,0.66033,1013,1393,0.63545,0.68521
2018,Direct migration background,male,Part-time,0.10992,144,1393,0.09349,0.12635
2018,Direct migration background,male,Either,0.14011,154,1393,0.12187,0.15834
2018,Direct migration background,male,I'm not sure yet,0.08964,82,1393,0.07463,0.10465
2018,Direct migration background,female,Full-time,0.22405,348,1678,0.20410,0.24401
2018,Direct migration background,female,Part-time,0.53387,874,1678,0.51000,0.55775
2018,Direct migration background,female,Either,0.15615,248,1678,0.13878,0.17353
2018,Direct migration background,female,I'm not sure yet,0.08592,208,1678,0.07251,0.09933
2018,Indirect migration background,male,Full-time,0.82133,129,129,0.75497,0.88769
2018,Indirect migration background,female,Full-time,0.32075,82,222,0.25921,0.38229
2018,Indirect migration background,female,Part-time,0.42889,107,222,0.36364,0.49414
2018,Indirect migration background,female,Either,0.12960,33,222,0.08532,0.17388
2019,No migration background,male,Full-time,0.51528,342,664,0.47723,0.55332
2019,No migration background,male,Part-time,0.21626,139,664,0.18492,0.24760
2019,No migration background,male,Either,0.18760,127,664,0.15788,0.21732
2019,No migration background,male,I'm not sure yet,0.08087,56,664,0.06011,0.10162
2019,No migration background,female,Full-time,0.26218,289,1098,0.23615,0.28821
2019,No migration background,female,Part-time,0.52612,550,1098,0.49657,0.55566
2019,No migration background,female,Either,0.13721,170,1098,0.11685,0.15757
2019,No migration background,female,I'm not sure yet,0.07449,89,1098,0.05895,0.09003
2019,Direct migration background,male,Full-time,0.70035,798,1086,0.67309,0.72761
2019,Direct migration background,male,Part-time,0.12147,128,1086,0.10203,0.14091
2019,Direct migration background,male,Either,0.10930,82,1086,0.09073,0.12786
2019,Direct migration background,male,I'm not sure yet,0.06888,78,1086,0.05381,0.08395
2019,Direct migration background,female,Full-time,0.20465,292,1431,0.18374,0.22556
2019,Direct migration background,female,Part-time,0.51396,832,1431,0.48805,0.53986
2019,Direct migration background,female,Either,0.14474,141,1431,0.12650,0.16297
2019,Direct migration background,female,I'm not sure yet,0.13665,166,1431,0.11885,0.15445
2019,Indirect migration background,male,Full-time,0.63682,99,99,0.54160,0.73204
2019,Indirect migration background,female,Full-time,0.37190,71,158,0.29630,0.44751
2019,Indirect migration background,female,Part-time,0.41373,87,158,0.33669,0.49077
2020,No migration background,male,Full-time,0.52444,316,631,0.48544,0.56344
2020,No migration background,male,Part-time,0.19484,118,631,0.16391,0.22576
2020,No migration background,male,Either,0.15478,106,631,0.12653,0.18302
2020,No migration background,male,I'm not sure yet,0.12595,91,631,0.10004,0.15185
2020,No migration background,female,Full-time,0.24828,279,1060,0.22226,0.27430
2020,No migration background,female,Part-time,0.44506,472,1060,0.41513,0.47499
2020,No migration background,female,Either,0.16904,179,1060,0.14647,0.19162
2020,No migration background,female,I'm not sure yet,0.13762,130,1060,0.11687,0.15837
2020,Direct migration background,male,Full-time,0.60635,762,1068,0.57704,0.63567
2020,Direct migration background,male,Part-time,0.15255,120,1068,0.13097,0.17412
2020,Direct migration background,male,Either,0.13749,106,1068,0.11683,0.15815
2020,Direct migration background,male,I'm not sure yet,0.10361,80,1068,0.08533,0.12190
2020,Direct migration background,female,Full-time,0.16732,319,1421,0.14791,0.18674
2020,Direct migration background,female,Part-time,0.55599,741,1421,0.53015,0.58184
2020,Direct migration background,female,Either,0.12350,173,1421,0.10639,0.14062
2020,Direct migration background,female,I'm not sure yet,0.15318,188,1421,0.13445,0.17191
2020,Indirect migration background,male,Full-time,0.60728,82,82,0.50092,0.71363
2020,Indirect migration background,female,Full-time,0.31246,58,167,0.24195,0.38297
2020,Indirect migration background,female,Part-time,0.35390,76,167,0.28116,0.42665
2020,Indirect migration background,female,Either,0.13859,33,167,0.08603,0.19115
2021,No migration background,male,Full-time,0.49332,231,470,0.44807,0.53857
2021,No migration background,male,Part-time,0.25536,114,470,0.21589,0.29483
2021,No migration background,male,Either,0.18962,90,470,0.15414,0.22510
2021,No migration background,male,I'm not sure yet,0.06170,35,470,0.03992,0.08347
2021,No migration background,female,Full-time,0.23175,175,753,0.20160,0.26191
2021,No migration background,female,Part-time,0.48408,356,753,0.44837,0.51980
2021,No migration background,female,Either,0.19151,140,753,0.16339,0.21964
2021,No migration background,female,I'm not sure yet,0.09265,82,753,0.07193,0.11337
2021,Direct migration background,male,Full-time,0.50831,302,592,0.46801,0.54862
2021,Direct migration background,male,Part-time,0.21045,105,592,0.17758,0.24331
2021,Direct migration background,male,Either,0.19512,145,592,0.16317,0.22707
2021,Direct migration background,male,I'm not sure yet,0.08612,40,592,0.06350,0.10874
2021,Direct migration background,female,Full-time,0.18038,168,980,0.15629,0.20446
2021,Direct migration background,female,Part-time,0.49095,531,980,0.45963,0.52227
2021,Direct migration background,female,Either,0.18088,163,980,0.15677,0.20500
2021,Direct migration background,female,I'm not sure yet,0.14779,118,980,0.12556,0.17002
2021,Indirect migration background,male,Full-time,0.59873,51,51,0.46286,0.73459
2021,Indirect migration background,female,Part-time,0.47067,48,48,0.32796,0.61337
2022,No migration background,male,Full-time,0.48007,303,637,0.44124,0.51890
2022,No migration background,male,Part-time,0.26549,160,637,0.23117,0.29981
2022,No migration background,male,Either,0.14669,93,637,0.11919,0.17419
2022,No migration background,male,I'm not sure yet,0.10775,81,637,0.08366,0.13185
2022,No migration background,female,Full-time,0.21434,213,988,0.18874,0.23994
2022,No migration background,female,Part-time,0.52075,512,988,0.48958,0.55192
2022,No migration background,female,Either,0.15481,146,988,0.13225,0.17738
2022,No migration background,female,I'm not sure yet,0.11009,117,988,0.09057,0.12962
2022,Direct migration background,male,Full-time,0.48871,291,562,0.44734,0.53007
2022,Direct migration background,male,Part-time,0.25448,118,562,0.21843,0.29052
2022,Direct migration background,male,Either,0.17043,110,562,0.13931,0.20154
2022,Direct migration background,male,I'm not sure yet,0.08639,43,562,0.06314,0.10964
2022,Direct migration background,female,Full-time,0.19877,219,1091,0.17508,0.22246
2022,Direct migration background,female,Part-time,0.53112,582,1091,0.50149,0.56075
2022,Direct migration background,female,Either,0.14551,158,1091,0.12458,0.16644
2022,Direct migration background,female,I'm not sure yet,0.12460,132,1091,0.10500,0.14421
2022,Indirect migration background,male,Full-time,0.65626,56,56,0.53074,0.78179
2022,Indirect migration background,female,Full-time,0.36597,43,110,0.27554,0.45640
2022,Indirect migration background,female,Part-time,0.34474,67,110,0.25551,0.43396
