"plh0196","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Leute sind hilfsbereit","2018","4","Westdeutschland","2281","0.459629730831696","0.445821462429081","0.47343799923431"
"Leute sind hilfsbereit","2018","4","Ostdeutschland","732","0.495795805961457","0.47058594153593","0.521005670386984"
"Leute sind hilfsbereit","2018","5 Einkommensstärkstes Quintil","Westdeutschland","3636","0.491002463131279","0.479471139313556","0.502533786949003"
"Leute sind hilfsbereit","2018","5 Einkommensstärkstes Quintil","Ostdeutschland","627","0.507327421548472","0.479399254828413","0.53525558826853"
"Leute verfolgen Eigeninteresse","2018","1 Einkommensschwächstes Quintil","Westdeutschland","2102","0.573494012164283","0.558331443436069","0.588656580892497"
"Leute verfolgen Eigeninteresse","2018","1 Einkommensschwächstes Quintil","Ostdeutschland","665","0.629798404648103","0.601645138215264","0.657951671080941"
"Leute verfolgen Eigeninteresse","2018","2","Westdeutschland","1627","0.567491635188828","0.549315644378212","0.585667625999443"
"Leute verfolgen Eigeninteresse","2018","2","Ostdeutschland","541","0.620770331189616","0.589018520320085","0.652522142059147"
"Leute verfolgen Eigeninteresse","2018","3","Westdeutschland","1698","0.547865000819062","0.530420642760009","0.565309358878116"
"Leute verfolgen Eigeninteresse","2018","3","Ostdeutschland","566","0.522564221450041","0.492250918959542","0.55287752394054"
"Leute verfolgen Eigeninteresse","2018","4","Westdeutschland","2723","0.540370269168304","0.52656200076569","0.554178537570918"
"Leute verfolgen Eigeninteresse","2018","4","Ostdeutschland","779","0.504204194038543","0.478994329613016","0.52941405846407"
"Leute verfolgen Eigeninteresse","2018","5 Einkommensstärkstes Quintil","Westdeutschland","3584","0.508997536868721","0.497466213050997","0.520528860686444"
"Leute verfolgen Eigeninteresse","2018","5 Einkommensstärkstes Quintil","Ostdeutschland","604","0.492672578451528","0.46474441173147","0.520600745171587"
