year,bula_h,pgisced97,plh0034,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2010,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.09166666666666666,35837,0.08867909320139211,0.09465424013194121
2010,Bavaria,First Stage of Tertiary Education,Very concerned,0.5159574468085106,35837,0.51078329743801,0.5211315961790113
2010,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.43617021276595747,35837,0.4310357825263308,0.44130464300558414
2010,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.047872340425531915,35837,0.04566189310645791,0.05008278774460592
2010,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.5188866799204771,35837,0.5137135879502943,0.5240597718906599
2010,Bavaria,Second Stage of Tertiary Education,Very concerned,0.38767395626242546,35837,0.3826294934255586,0.39271841909929234
2010,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.09343936381709742,35837,0.09042598581713368,0.09645274181706115
2010,Berlin,Pre-primary Level,Somewhat concerned,0.6666666666666666,35837,0.6617859455696917,0.6715473877636415
2010,Berlin,Pre-primary Level,Very concerned,0.2222222222222222,35837,0.21791783080846824,0.22652661363597618
2010,Berlin,Pre-primary Level,Not concerned at all,0.1111111111111111,35837,0.10785729704646119,0.11436492517576102
2010,Berlin,Primary Level,Somewhat concerned,0.5714285714285714,35837,0.5663048816009605,0.5765522612561823
2010,Berlin,Primary Level,Very concerned,0.2857142857142857,35837,0.2810370182205486,0.2903915532080228
2010,Berlin,Primary Level,Not concerned at all,0.14285714285714285,35837,0.13923414703534265,0.14648013867894305
2010,Berlin,Lower Secondary Level,Somewhat concerned,0.5897435897435898,35837,0.5846508726612383,0.5948363068259412
2010,Berlin,Lower Secondary Level,Very concerned,0.23076923076923078,35837,0.22640701118629228,0.23513145035216929
2010,Berlin,Lower Secondary Level,Not concerned at all,0.1794871794871795,35837,0.17551389510525275,0.18346046386910622
2010,Berlin,Upper Secondary Level,Somewhat concerned,0.4396887159533074,35837,0.434549728084677,0.44482770382193776
2010,Berlin,Upper Secondary Level,Very concerned,0.39299610894941633,35837,0.387939258491986,0.39805295940684665
2010,Berlin,Upper Secondary Level,Not concerned at all,0.16731517509727625,35837,0.16345063125037904,0.17117971894417347
2010,Berlin,Post-secondary Non-tertiary Level,Somewhat concerned,0.4827586206896552,35837,0.47758491288450877,0.4879323284948016
2010,Berlin,Post-secondary Non-tertiary Level,Very concerned,0.41379310344827586,35837,0.40869384136327597,0.41889236553327575
2010,Berlin,Post-secondary Non-tertiary Level,Not concerned at all,0.10344827586206896,35837,0.10029516274330873,0.1066013889808292
2010,Berlin,First Stage of Tertiary Education,Very concerned,0.4807692307692308,35837,0.4755962746932775,0.4859421868451841
2010,Berlin,First Stage of Tertiary Education,Somewhat concerned,0.38461538461538464,35837,0.379578327314437,0.38965244191633225
2010,Berlin,First Stage of Tertiary Education,Not concerned at all,0.1346153846153846,35837,0.13108158286706695,0.13814918636370227
2010,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.5365853658536586,35837,0.5314224561187808,0.5417482755885363
2010,Berlin,Second Stage of Tertiary Education,Very concerned,0.36585365853658536,35837,0.3608666662694016,0.3708406508037691
2010,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.0975609756097561,35837,0.09448886216483696,0.10063308905467525
2010,Brandenburg,Pre-primary Level,Somewhat concerned,0.45454545454545453,35837,0.44939010412925445,0.4597008049616546
2010,Brandenburg,Pre-primary Level,Not concerned at all,0.45454545454545453,35837,0.44939010412925445,0.4597008049616546
2010,Brandenburg,Pre-primary Level,Very concerned,0.09090909090909091,35837,0.08793264795853097,0.09388553385965086
2010,Brandenburg,Lower Secondary Level,Somewhat concerned,0.4146341463414634,35837,0.4095333677472597,0.4197349249356671
2010,Brandenburg,Lower Secondary Level,Not concerned at all,0.36585365853658536,35837,0.3608666662694016,0.3708406508037691
2010,Brandenburg,Lower Secondary Level,Very concerned,0.21951219512195122,35837,0.21522668391485134,0.2237977063290511
2010,Brandenburg,Upper Secondary Level,Somewhat concerned,0.5073746312684366,35837,0.5021984079029309,0.5125508546339423
2010,Brandenburg,Upper Secondary Level,Very concerned,0.3215339233038348,35837,0.31669813014212606,0.3263697164655435
2010,Brandenburg,Upper Secondary Level,Not concerned at all,0.1710914454277286,35837,0.16719240528470614,0.1749904855707511
2010,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.59375,35837,0.5886650258870376,0.5988349741129624
2010,Brandenburg,Post-secondary Non-tertiary Level,Very concerned,0.25,35837,0.24551677140084047,0.2544832285991595
2010,Brandenburg,Post-secondary Non-tertiary Level,Not concerned at all,0.15625,35837,0.15249069853510305,0.16000930146489695
2010,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,0.4482758620689655,35837,0.44312684990747336,0.4534248742304577
2010,Brandenburg,First Stage of Tertiary Education,Very concerned,0.4482758620689655,35837,0.44312684990747336,0.4534248742304577
2010,Brandenburg,First Stage of Tertiary Education,Not concerned at all,0.10344827586206896,35837,0.10029516274330873,0.1066013889808292
2010,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.463302752293578,35837,0.4581399276764527,0.4684655769107033
2010,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.42660550458715596,35837,0.42148479395097543,0.4317262152233365
2010,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.11009174311926606,35837,0.10685103258964641,0.11333245364888571
2010,Mecklenburg-Western Pomerania,Pre-primary Level,Somewhat concerned,0.6,35837,0.5949278058494797,0.6050721941505203
2010,Mecklenburg-Western Pomerania,Pre-primary Level,Not concerned at all,0.2,35837,0.1958585708182986,0.20414142918170142
2010,Mecklenburg-Western Pomerania,Pre-primary Level,Very concerned,0.2,35837,0.1958585708182986,0.20414142918170142
2010,Mecklenburg-Western Pomerania,Primary Level,Very concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Mecklenburg-Western Pomerania,Primary Level,Somewhat concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Mecklenburg-Western Pomerania,Lower Secondary Level,Somewhat concerned,0.5333333333333333,35837,0.5281680636368286,0.5384986030298381
2010,Mecklenburg-Western Pomerania,Lower Secondary Level,Very concerned,0.26666666666666666,35837,0.2620881444361559,0.2712451888971774
2010,Mecklenburg-Western Pomerania,Lower Secondary Level,Not concerned at all,0.2,35837,0.1958585708182986,0.20414142918170142
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.42272727272727273,35837,0.41761268182313666,0.4278418636314088
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.39545454545454545,35837,0.3903921855939276,0.4005169053151633
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.18181818181818182,35837,0.17782486455702057,0.18581149907934308
2010,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Somewhat concerned,0.5714285714285714,35837,0.5663048816009605,0.5765522612561823
2010,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Very concerned,0.2857142857142857,35837,0.2810370182205486,0.2903915532080228
2010,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Not concerned at all,0.14285714285714285,35837,0.13923414703534265,0.14648013867894305
2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Somewhat concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Very concerned,0.3684210526315789,35837,0.3634267334972511,0.3734153717659068
2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not concerned at all,0.13157894736842105,35837,0.12807910387848517,0.13507879085835692
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.48,35837,0.4748273566099532,0.4851726433900468
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.448,35837,0.44285128569767274,0.4531487143023273
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.072,35837,0.0693237265583354,0.0746762734416646
2010,Saxony,Pre-primary Level,Not concerned at all,0.5714285714285714,35837,0.5663048816009605,0.5765522612561823
2010,Saxony,Pre-primary Level,Somewhat concerned,0.2857142857142857,35837,0.2810370182205486,0.2903915532080228
2010,Saxony,Pre-primary Level,Very concerned,0.14285714285714285,35837,0.13923414703534265,0.14648013867894305
2010,Saxony,Primary Level,Very concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Saxony,Primary Level,Somewhat concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Saxony,Lower Secondary Level,Somewhat concerned,0.4098360655737705,35837,0.4047441444487278,0.4149279866988132
2010,Saxony,Lower Secondary Level,Very concerned,0.3114754098360656,35837,0.30668070520219687,0.3162701144699343
2010,Saxony,Lower Secondary Level,Not concerned at all,0.2786885245901639,35837,0.27404645964779484,0.283330589532533
2010,Saxony,Upper Secondary Level,Somewhat concerned,0.49244712990936557,35837,0.48727093409427014,0.497623325724461
2010,Saxony,Upper Secondary Level,Very concerned,0.3368580060422961,35837,0.33196453581642565,0.34175147626816654
2010,Saxony,Upper Secondary Level,Not concerned at all,0.17069486404833836,35837,0.16679941388511596,0.17459031421156077
2010,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.7254901960784313,35837,0.7208697388771396,0.7301106532797231
2010,Saxony,Post-secondary Non-tertiary Level,Very concerned,0.21568627450980393,35837,0.2114278749315309,0.21994467408807697
2010,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.058823529411764705,35837,0.05638739459899917,0.06125966422453024
2010,Saxony,First Stage of Tertiary Education,Very concerned,0.4594594594594595,35837,0.4542997175057532,0.46461920141316576
2010,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.4144144144144144,35837,0.40931403054714166,0.41951479828168714
2010,Saxony,First Stage of Tertiary Education,Not concerned at all,0.12612612612612611,35837,0.1226888283728287,0.12956342387942354
2010,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.46788990825688076,35837,0.46272380794332973,0.4730560085704318
2010,Saxony,Second Stage of Tertiary Education,Very concerned,0.3944954128440367,35837,0.38943518647257713,0.3995556392154963
2010,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.13761467889908258,35837,0.1340479236718118,0.14118143412635337
2010,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Saxony-Anhalt,Pre-primary Level,Not concerned at all,0.25,35837,0.24551677140084047,0.2544832285991595
2010,Saxony-Anhalt,Pre-primary Level,Very concerned,0.25,35837,0.24551677140084047,0.2544832285991595
2010,Saxony-Anhalt,Primary Level,Not concerned at all,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Saxony-Anhalt,Primary Level,Very concerned,0.3333333333333333,35837,0.32845261223635847,0.33821405443030816
2010,Saxony-Anhalt,Primary Level,Somewhat concerned,0.16666666666666666,35837,0.1628081178440476,0.1705252154892857
2010,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.5609756097560976,35837,0.5558374623209678,0.5661137571912275
2010,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.2682926829268293,35837,0.2637053172456898,0.2728800486079688
2010,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.17073170731707318,35837,0.16683592331521505,0.17462749131893132
2010,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.518918918918919,35837,0.5137458395768502,0.5240919982609877
2010,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.2972972972972973,35837,0.2925650052303799,0.3020295893642147
2010,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.1837837837837838,35837,0.1797737645861468,0.1877938029814208
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.4827586206896552,35837,0.47758491288450877,0.4879323284948016
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.41379310344827586,35837,0.40869384136327597,0.41889236553327575
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.10344827586206896,35837,0.10029516274330873,0.1066013889808292
2010,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.5303030303030303,35837,0.5251357599855623,0.5354703006204983
2010,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.4090909090909091,35837,0.40400040843125207,0.41418140975056617
2010,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.06060606060606061,35837,0.05813563287981976,0.06307648833230145
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.41847826086956524,35837,0.4133707455677297,0.4235857761714008
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.08152173913043478,35837,0.07868864237428057,0.084354835886589
2010,Thuringa,Pre-primary Level,Very concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Thuringa,Pre-primary Level,Somewhat concerned,0.5,35837,0.49482321352287323,0.5051767864771267
2010,Thuringa,Primary Level,Very concerned,1.0,35837,1.0,1.0
2010,Thuringa,Lower Secondary Level,Somewhat concerned,0.46511627906976744,35837,0.4599521069550444,0.47028045118449047
2010,Thuringa,Lower Secondary Level,Not concerned at all,0.3488372093023256,35837,0.34390267198539504,0.35377174661925614
2010,Thuringa,Lower Secondary Level,Very concerned,0.18604651162790697,35837,0.1820174787801729,0.19007554447564104
2010,Thuringa,Upper Secondary Level,Somewhat concerned,0.4638949671772429,35837,0.4587316949822474,0.46905823937223834
2010,Thuringa,Upper Secondary Level,Very concerned,0.3588621444201313,35837,0.3538958806512328,0.36382840818902984
2010,Thuringa,Upper Secondary Level,Not concerned at all,0.1772428884026258,35837,0.17328912679594197,0.18119665000930965
2010,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.75,35837,0.7455167714008405,0.7544832285991595
2010,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.2,35837,0.1958585708182986,0.20414142918170142
2010,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.05,35837,0.04774349108939165,0.05225650891060835
2010,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.5686274509803921,35837,0.5634996588527857,0.5737552431079985
2010,Thuringa,First Stage of Tertiary Education,Very concerned,0.3137254901960784,35837,0.30892136755784266,0.3185296128343142
2010,Thuringa,First Stage of Tertiary Education,Not concerned at all,0.11764705882352941,35837,0.11431124384834114,0.12098287379871768
2010,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.4876543209876543,35837,0.48247911279912437,0.4928295291761843
2010,Thuringa,Second Stage of Tertiary Education,Very concerned,0.4074074074074074,35837,0.4023201604846177,0.41249465433019705
2010,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.10493827160493827,35837,0.1017651720710778,0.10811137113879873
2011,Schleswig-Holstein,Pre-primary Level,Somewhat concerned,0.6428571428571429,41903,0.6382692661945464,0.6474450195197394
2011,Schleswig-Holstein,Pre-primary Level,Not concerned at all,0.21428571428571427,41903,0.2103568914341621,0.21821453713726643
2011,Schleswig-Holstein,Pre-primary Level,Very concerned,0.14285714285714285,41903,0.139506631471602,0.1462076542426837
2011,Schleswig-Holstein,Primary Level,Not concerned at all,0.75,41903,0.7458539536879724,0.7541460463120276
2011,Schleswig-Holstein,Primary Level,Somewhat concerned,0.125,41903,0.12183340482339013,0.1281665951766099
2011,Schleswig-Holstein,Primary Level,Very concerned,0.125,41903,0.12183340482339013,0.1281665951766099
2011,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.44776119402985076,41903,0.44299995264780134,0.4525224354119002
2011,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.29850746268656714,41903,0.2941259644928156,0.3028889608803187
2011,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.2537313432835821,41903,0.24956487410915412,0.2578978124580101
2011,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.5212464589235127,41903,0.516463341185348,0.5260295766616775
2011,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.31444759206798867,41903,0.3100020166750014,0.31889316746097596
2011,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.1643059490084986,41903,0.16075794736545201,0.16785395065154518
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,0.46511627906976744,41903,0.4603405028010897,0.4698920553384452
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very concerned,0.3023255813953488,41903,0.29792816733367733,0.3067229954570203
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not concerned at all,0.23255813953488372,41903,0.22851310692374155,0.2366031721460259
2011,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,0.4782608695652174,41903,0.4734779547894148,0.48304378434102
2011,Schleswig-Holstein,First Stage of Tertiary Education,Very concerned,0.34782608695652173,41903,0.34326575665024395,0.3523864172627995
2011,Schleswig-Holstein,First Stage of Tertiary Education,Not concerned at all,0.17391304347826086,41903,0.1702838303516784,0.17754225660484332
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.5643564356435643,41903,0.5596088161410326,0.569104055146096
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Very concerned,0.3465346534653465,41903,0.34197829243196215,0.35109101449873087
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.0891089108910891,41903,0.0863810180410097,0.09183680374116851
2011,Hamburg,Pre-primary Level,Not concerned at all,0.5,41903,0.49521255809135634,0.5047874419086437
2011,Hamburg,Pre-primary Level,Somewhat concerned,0.25,41903,0.24585395368797233,0.25414604631202764
2011,Hamburg,Pre-primary Level,Very concerned,0.25,41903,0.24585395368797233,0.25414604631202764
2011,Hamburg,Primary Level,Very concerned,0.5,41903,0.49521255809135634,0.5047874419086437
2011,Hamburg,Primary Level,Somewhat concerned,0.5,41903,0.49521255809135634,0.5047874419086437
2011,Hamburg,Lower Secondary Level,Very concerned,0.47058823529411764,41903,0.4658090833343926,0.4753673872538427
2011,Hamburg,Lower Secondary Level,Somewhat concerned,0.35294117647058826,41903,0.34836548683226065,0.35751686610891587
2011,Hamburg,Lower Secondary Level,Not concerned at all,0.17647058823529413,41903,0.17282045063310467,0.1801207258374836
2011,Hamburg,Upper Secondary Level,Somewhat concerned,0.5390625,41903,0.5342896905661608,0.5438353094338392
2011,Hamburg,Upper Secondary Level,Very concerned,0.296875,41903,0.292500417651131,0.301249582348869
2011,Hamburg,Upper Secondary Level,Not concerned at all,0.1640625,41903,0.16051661146481008,0.16760838853518992
2011,Hamburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,41903,0.49521255809135634,0.5047874419086437
2011,Hamburg,Post-secondary Non-tertiary Level,Very concerned,0.2692307692307692,41903,0.2649837328092474,0.273477805652291
2011,Hamburg,Post-secondary Non-tertiary Level,Not concerned at all,0.23076923076923078,41903,0.2267350924213697,0.23480336911709188
2011,Hamburg,First Stage of Tertiary Education,Somewhat concerned,0.5833333333333334,41903,0.5786128519519183,0.5880538147147485
2011,Hamburg,First Stage of Tertiary Education,Very concerned,0.25,41903,0.24585395368797233,0.25414604631202764
2011,Hamburg,First Stage of Tertiary Education,Not concerned at all,0.16666666666666666,41903,0.16309831815131381,0.1702350151820195
2011,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.4835164835164835,41903,0.4787316438714884,0.4883013231614786
2011,Hamburg,Second Stage of Tertiary Education,Very concerned,0.26373626373626374,41903,0.25951701486598266,0.2679555126065448
2011,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.25274725274725274,41903,0.248586130307763,0.2569083751867425
2011,Lower Saxony,Pre-primary Level,Somewhat concerned,0.6774193548387096,41903,0.6729434435904096,0.6818952660870097
2011,Lower Saxony,Pre-primary Level,Not concerned at all,0.1935483870967742,41903,0.18976555166148615,0.19733122253206223
2011,Lower Saxony,Pre-primary Level,Very concerned,0.12903225806451613,41903,0.1258224157584302,0.13224210037060205
2011,Lower Saxony,Primary Level,Somewhat concerned,0.6470588235294118,41903,0.6424831338910841,0.6516345131677395
2011,Lower Saxony,Primary Level,Not concerned at all,0.17647058823529413,41903,0.17282045063310467,0.1801207258374836
2011,Lower Saxony,Primary Level,Very concerned,0.17647058823529413,41903,0.17282045063310467,0.1801207258374836
2011,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.4577777777777778,41903,0.4530074357068806,0.46254811984867494
2011,Lower Saxony,Lower Secondary Level,Very concerned,0.3466666666666667,41903,0.34210989818702503,0.3512234351463083
2011,Lower Saxony,Lower Secondary Level,Not concerned at all,0.19555555555555557,41903,0.1917578908318959,0.19935322027921523
2011,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.5578635014836796,41903,0.5531082261180963,0.5626187768492629
2011,Lower Saxony,Upper Secondary Level,Very concerned,0.2888229475766568,41903,0.28448346220985854,0.293162432943455
2011,Lower Saxony,Upper Secondary Level,Not concerned at all,0.1533135509396637,41903,0.1498638210727295,0.1567632808065979
2011,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5833333333333334,41903,0.5786128519519183,0.5880538147147485
2011,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.25925925925925924,41903,0.2550632758091125,0.263455242709406
2011,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.1574074074074074,41903,0.15392038358589558,0.16089443122891925
2011,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5185185185185185,41903,0.5137343613045384,0.5233026757324986
2011,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.3425925925925926,41903,0.33804857720054804,0.3471366079846372
2011,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.1388888888888889,41903,0.13557760160589907,0.14220017617187872
2011,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.563953488372093,41903,0.5592053697015323,0.5687016070426537
2011,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.30523255813953487,41903,0.30082326806927445,0.3096418482097953
2011,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.1308139534883721,41903,0.1275853335727105,0.1340425734040337
2011,Bremen,Pre-primary Level,Somewhat concerned,0.6666666666666666,41903,0.6621530231491485,0.6711803101841848
2011,Bremen,Pre-primary Level,Not concerned at all,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,Primary Level,Somewhat concerned,1.0,41903,1.0,1.0
2011,Bremen,Lower Secondary Level,Somewhat concerned,0.5454545454545454,41903,0.5406869274070732,0.5502221635020176
2011,Bremen,Lower Secondary Level,Not concerned at all,0.2727272727272727,41903,0.26846298550931164,0.2769915599452338
2011,Bremen,Lower Secondary Level,Very concerned,0.18181818181818182,41903,0.17812520075839428,0.18551116287796937
2011,Bremen,Upper Secondary Level,Somewhat concerned,0.48333333333333334,41903,0.4785485518538524,0.48811811481281425
2011,Bremen,Upper Secondary Level,Very concerned,0.31666666666666665,41903,0.3122126586810543,0.321120674652279
2011,Bremen,Upper Secondary Level,Not concerned at all,0.2,41903,0.19617004647308509,0.20382995352691494
2011,Bremen,Post-secondary Non-tertiary Level,Not concerned at all,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,Post-secondary Non-tertiary Level,Somewhat concerned,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,Post-secondary Non-tertiary Level,Very concerned,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,First Stage of Tertiary Education,Not concerned at all,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,First Stage of Tertiary Education,Somewhat concerned,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,First Stage of Tertiary Education,Very concerned,0.3333333333333333,41903,0.32881968981581516,0.33784697685085147
2011,Bremen,Second Stage of Tertiary Education,Somewhat concerned,0.48484848484848486,41903,0.4800632415355524,0.4896337281614173
2011,Bremen,Second Stage of Tertiary Education,Not concerned at all,0.2727272727272727,41903,0.26846298550931164,0.2769915599452338
2011,Bremen,Second Stage of Tertiary Education,Very concerned,0.24242424242424243,41903,0.23832093013558958,0.24652755471289528
2011,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.4588235294117647,41903,0.4540523493541028,0.46359470946942655
2011,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.36470588235294116,41903,0.3600970351096108,0.36931472959627154
2011,North Rhine-Westphalia,Pre-primary Level,Very concerned,0.17647058823529413,41903,0.17282045063310467,0.1801207258374836
2011,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.5211267605633803,41903,0.5163435942177009,0.5259099269090596
2011,North Rhine-Westphalia,Primary Level,Not concerned at all,0.2676056338028169,41903,0.26336672926194304,0.2718445383436907
2011,North Rhine-Westphalia,Primary Level,Very concerned,0.2112676056338028,41903,0.20735906341697738,0.21517614785062825
2011,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.4782608695652174,41903,0.4734779547894148,0.48304378434102
2011,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.26956521739130435,41903,0.2653165164543067,0.273813918328302
2011,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.25217391304347825,41903,0.2480159186719543,0.25633190741500217
2011,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.5238578680203045,41903,0.5190758792207683,0.5286398568198408
2011,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.32944162436548224,41903,0.3249413287366725,0.333941919994292
2011,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.1467005076142132,41903,0.14331284567479732,0.15008816955362905
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.596875,41903,0.5921782756382041,0.601571724361796
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.26875,41903,0.2645053616956198,0.2729946383043802
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.134375,41903,0.13110944015650466,0.13764055984349532
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.492,41903,0.48721317092314437,0.4967868290768556
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.372,41903,0.3673720910638647,0.3766279089361353
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.136,41903,0.13271783932034703,0.139282160679653
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.5282791817087846,41903,0.5234994030840892,0.5330589603334801
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.3417569193742479,41903,0.33721556573306105,0.34629827301543475
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.1299638989169675,41903,0.126744212944203,0.133183584889732
2011,Hesse,Pre-primary Level,Somewhat concerned,0.36363636363636365,41903,0.3590304070158402,0.3682423202568871
2011,Hesse,Pre-primary Level,Not concerned at all,0.36363636363636365,41903,0.3590304070158402,0.3682423202568871
2011,Hesse,Pre-primary Level,Very concerned,0.2727272727272727,41903,0.26846298550931164,0.2769915599452338
2011,Hesse,Primary Level,Not concerned at all,0.375,41903,0.3703645793042219,0.3796354206957781
2011,Hesse,Primary Level,Somewhat concerned,0.375,41903,0.3703645793042219,0.3796354206957781
2011,Hesse,Primary Level,Very concerned,0.25,41903,0.24585395368797233,0.25414604631202764
2011,Hesse,Lower Secondary Level,Somewhat concerned,0.5241379310344828,41903,0.5193560710875837,0.5289197909813819
2011,Hesse,Lower Secondary Level,Not concerned at all,0.2413793103448276,41903,0.2372820281596271,0.2454765925300281
2011,Hesse,Lower Secondary Level,Very concerned,0.23448275862068965,41903,0.2304261187147884,0.2385393985265909
2011,Hesse,Upper Secondary Level,Somewhat concerned,0.5481727574750831,41903,0.5434075869851381,0.552937927965028
