year,bula_h,hhtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Saxony,Couple without children,Yes,0.06279,36,451,0.04038,0.08521
2013,Lower Saxony,Couple without children,No,0.93721,415,451,0.91479,0.95962
2013,Lower Saxony,Single parent,No,0.94047,208,208,0.90824,0.97271
2013,Lower Saxony,Couple with children,Yes,0.13088,91,611,0.10412,0.15765
2013,Lower Saxony,Couple with children,No,0.86912,520,611,0.84235,0.89588
2013,Bremen,Single-person household,No,0.98357,33,33,0.93953,1.02761
2013,Bremen,Single parent,No,0.96409,32,32,0.89859,1.02959
2013,Bremen,Couple with children,No,0.94657,52,52,0.88486,1.00829
2013,North Rhine-Westphalia,Single-person household,No,0.96998,688,688,0.95722,0.98274
2013,North Rhine-Westphalia,Couple without children,Yes,0.06339,58,900,0.04746,0.07932
2013,North Rhine-Westphalia,Couple without children,No,0.93661,842,900,0.92068,0.95254
2013,North Rhine-Westphalia,Single parent,No,0.98571,466,466,0.97492,0.99650
2013,North Rhine-Westphalia,Couple with children,Yes,0.08324,116,1474,0.06913,0.09735
2013,North Rhine-Westphalia,Couple with children,No,0.91676,1358,1474,0.90265,0.93087
2013,North Rhine-Westphalia,Other Combinations,No,0.96039,70,70,0.91436,1.00641
2013,Hesse,Single-person household,No,0.97716,265,265,0.95914,0.99518
2013,Hesse,Couple without children,Yes,0.10570,36,327,0.07233,0.13908
2013,Hesse,Couple without children,No,0.89430,291,327,0.86092,0.92767
2013,Hesse,Single parent,No,0.96852,155,155,0.94094,0.99610
2013,Hesse,Couple with children,Yes,0.11410,54,496,0.08609,0.14211
2013,Hesse,Couple with children,No,0.88590,442,496,0.85789,0.91391
2013,Hesse,Other Combinations,No,0.90601,42,42,0.81669,0.99534
2013,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96067,229,229,0.93544,0.98590
2013,"Rhineland-Palatinate, Saarland",Couple without children,No,0.89376,235,235,0.85428,0.93324
2013,"Rhineland-Palatinate, Saarland",Single parent,No,0.97432,111,111,0.94476,1.00388
2013,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.20210,52,389,0.16214,0.24206
2013,"Rhineland-Palatinate, Saarland",Couple with children,No,0.79790,337,389,0.75794,0.83786
2013,Baden-Wuerttemberg,Single-person household,No,0.95355,386,386,0.93253,0.97457
2013,Baden-Wuerttemberg,Couple without children,Yes,0.17904,86,510,0.14574,0.21235
2013,Baden-Wuerttemberg,Couple without children,No,0.82096,424,510,0.78765,0.85426
2013,Baden-Wuerttemberg,Single parent,No,0.93862,207,207,0.90584,0.97140
2013,Baden-Wuerttemberg,Couple with children,Yes,0.23485,177,940,0.20774,0.26196
2013,Baden-Wuerttemberg,Couple with children,No,0.76515,763,940,0.73804,0.79226
2013,Baden-Wuerttemberg,Other Combinations,No,0.96224,42,42,0.90389,1.02059
2013,Bavaria,Single-person household,Yes,0.05404,44,589,0.03577,0.07232
2013,Bavaria,Single-person household,No,0.94596,545,589,0.92768,0.96423
2013,Bavaria,Couple without children,Yes,0.13529,105,706,0.11004,0.16053
2013,Bavaria,Couple without children,No,0.86471,601,706,0.83947,0.88996
2013,Bavaria,Single parent,Yes,0.10760,32,342,0.07471,0.14049
2013,Bavaria,Single parent,No,0.89240,310,342,0.85951,0.92529
2013,Bavaria,Couple with children,Yes,0.24701,252,1116,0.22169,0.27232
2013,Bavaria,Couple with children,No,0.75299,864,1116,0.72768,0.77831
2013,Bavaria,Other Combinations,No,0.91191,60,60,0.83959,0.98423
2013,Berlin,Single-person household,No,0.98122,249,249,0.96433,0.99812
2013,Berlin,Couple without children,No,0.98612,184,184,0.96917,1.00307
2013,Berlin,Single parent,No,0.98790,110,110,0.96737,1.00842
2013,Berlin,Couple with children,No,0.98261,193,193,0.96413,1.00110
2013,Brandenburg,Single-person household,No,0.96947,148,148,0.94166,0.99728
2013,Brandenburg,Couple without children,No,0.87998,194,194,0.83413,0.92583
2013,Brandenburg,Single parent,No,0.92191,87,87,0.86520,0.97862
2013,Brandenburg,Couple with children,No,0.90825,182,182,0.86620,0.95031
2013,Mecklenburg-Western Pomerania,Single-person household,No,0.97981,96,96,0.95153,1.00809
2013,Mecklenburg-Western Pomerania,Couple without children,No,0.93723,112,112,0.89210,0.98235
2013,Mecklenburg-Western Pomerania,Single parent,No,0.91388,57,57,0.84040,0.98736
2013,Mecklenburg-Western Pomerania,Couple with children,No,0.95033,92,92,0.90570,0.99497
2013,Saxony,Single-person household,No,0.95739,254,254,0.93251,0.98228
2013,Saxony,Couple without children,No,0.91720,292,292,0.88554,0.94886
2013,Saxony,Single parent,No,0.95547,115,115,0.91761,0.99334
2013,Saxony,Couple with children,Yes,0.11258,31,340,0.07893,0.14622
2013,Saxony,Couple with children,No,0.88742,309,340,0.85378,0.92107
2013,Saxony-Anhalt,Single-person household,No,0.97098,154,154,0.94438,0.99758
2013,Saxony-Anhalt,Couple without children,No,0.91534,175,175,0.87398,0.95670
2013,Saxony-Anhalt,Single parent,No,0.96629,84,84,0.92746,1.00512
2013,Saxony-Anhalt,Couple with children,No,0.90409,169,169,0.85956,0.94862
2013,Thuringa,Single-person household,No,0.93547,137,137,0.89418,0.97676
2013,Thuringa,Couple without children,No,0.93249,175,175,0.89521,0.96977
2013,Thuringa,Couple with children,No,0.93143,180,180,0.89440,0.96845
2014,Schleswig-Holstein,Single-person household,No,0.97089,134,134,0.94231,0.99946
2014,Schleswig-Holstein,Couple without children,No,0.89071,136,136,0.83807,0.94334
2014,Schleswig-Holstein,Single parent,No,0.92334,63,63,0.85712,0.98957
2014,Schleswig-Holstein,Couple with children,No,0.89498,176,176,0.84956,0.94040
2014,Hamburg,Couple without children,No,0.93043,71,71,0.87083,0.99003
2014,Hamburg,Single parent,No,0.99866,33,33,0.98598,1.01134
2014,Hamburg,Couple with children,No,0.99467,87,87,0.97929,1.01006
2014,Lower Saxony,Single-person household,No,0.94486,268,268,0.91748,0.97224
2014,Lower Saxony,Couple without children,Yes,0.08713,41,426,0.06032,0.11395
2014,Lower Saxony,Couple without children,No,0.91287,385,426,0.88605,0.93968
2014,Lower Saxony,Single parent,No,0.94706,167,167,0.91300,0.98112
2014,Lower Saxony,Couple with children,Yes,0.14561,83,550,0.11611,0.17512
2014,Lower Saxony,Couple with children,No,0.85439,467,550,0.82488,0.88389
2014,Bremen,Couple with children,No,0.94276,41,41,0.87077,1.01475
2014,North Rhine-Westphalia,Single-person household,No,0.96542,601,601,0.95080,0.98004
2014,North Rhine-Westphalia,Couple without children,Yes,0.06844,59,840,0.05136,0.08553
2014,North Rhine-Westphalia,Couple without children,No,0.93156,781,840,0.91447,0.94864
2014,North Rhine-Westphalia,Single parent,No,0.98486,393,393,0.97277,0.99695
2014,North Rhine-Westphalia,Couple with children,Yes,0.09169,122,1277,0.07585,0.10752
2014,North Rhine-Westphalia,Couple with children,No,0.90831,1155,1277,0.89248,0.92415
2014,Hesse,Single-person household,No,0.96800,225,225,0.94495,0.99105
2014,Hesse,Couple without children,Yes,0.13038,39,297,0.09202,0.16874
2014,Hesse,Couple without children,No,0.86962,258,297,0.83126,0.90798
2014,Hesse,Single parent,No,0.96901,119,119,0.93774,1.00028
2014,Hesse,Couple with children,Yes,0.13540,55,418,0.10256,0.16824
2014,Hesse,Couple with children,No,0.86460,363,418,0.83176,0.89744
2014,Hesse,Other Combinations,No,0.96227,36,36,0.89914,1.02540
2014,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95985,225,225,0.93414,0.98556
2014,"Rhineland-Palatinate, Saarland",Couple without children,No,0.88002,211,211,0.83607,0.92397
2014,"Rhineland-Palatinate, Saarland",Single parent,No,0.97196,97,97,0.93894,1.00499
2014,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.18011,41,322,0.13808,0.22215
2014,"Rhineland-Palatinate, Saarland",Couple with children,No,0.81989,281,322,0.77785,0.86192
2014,Baden-Wuerttemberg,Single-person household,No,0.93352,352,352,0.90746,0.95959
2014,Baden-Wuerttemberg,Couple without children,Yes,0.20351,85,467,0.16696,0.24007
2014,Baden-Wuerttemberg,Couple without children,No,0.79649,382,467,0.75993,0.83304
2014,Baden-Wuerttemberg,Single parent,No,0.91868,148,148,0.87449,0.96286
2014,Baden-Wuerttemberg,Couple with children,Yes,0.24908,162,774,0.21860,0.27957
2014,Baden-Wuerttemberg,Couple with children,No,0.75092,612,774,0.72043,0.78140
2014,Baden-Wuerttemberg,Other Combinations,No,0.98360,33,33,0.93960,1.02760
2014,Bavaria,Single-person household,Yes,0.04887,37,560,0.03100,0.06675
2014,Bavaria,Single-person household,No,0.95113,523,560,0.93325,0.96900
2014,Bavaria,Couple without children,Yes,0.13854,103,667,0.11230,0.16478
2014,Bavaria,Couple without children,No,0.86146,564,667,0.83522,0.88770
2014,Bavaria,Single parent,Yes,0.08128,32,280,0.04921,0.11334
2014,Bavaria,Single parent,No,0.91872,248,280,0.88666,0.95079
2014,Bavaria,Couple with children,Yes,0.26310,242,972,0.23540,0.29080
2014,Bavaria,Couple with children,No,0.73690,730,972,0.70920,0.76460
2014,Bavaria,Other Combinations,No,0.93189,39,39,0.85178,1.01199
2014,Berlin,Single-person household,No,0.98335,222,222,0.96648,1.00022
2014,Berlin,Couple without children,No,0.97453,173,173,0.95099,0.99808
2014,Berlin,Single parent,No,0.98284,79,79,0.95403,1.01166
2014,Berlin,Couple with children,No,0.97699,155,155,0.95330,1.00067
2014,Brandenburg,Single-person household,No,0.97527,140,140,0.94945,1.00109
2014,Brandenburg,Couple without children,No,0.91014,194,194,0.86979,0.95049
2014,Brandenburg,Single parent,No,0.87399,72,72,0.79680,0.95119
2014,Brandenburg,Couple with children,No,0.89434,154,154,0.84563,0.94305
2014,Mecklenburg-Western Pomerania,Single-person household,No,0.98607,98,98,0.96275,1.00939
2014,Mecklenburg-Western Pomerania,Couple without children,No,0.91855,109,109,0.86696,0.97014
2014,Mecklenburg-Western Pomerania,Single parent,No,0.94089,48,48,0.87347,1.00831
2014,Mecklenburg-Western Pomerania,Couple with children,No,0.91627,74,74,0.85273,0.97981
2014,Saxony,Single-person household,No,0.94682,233,233,0.91795,0.97570
2014,Saxony,Couple without children,No,0.91291,286,286,0.88018,0.94565
2014,Saxony,Single parent,No,0.97943,90,90,0.94994,1.00892
2014,Saxony,Couple with children,Yes,0.15351,32,298,0.11251,0.19451
2014,Saxony,Couple with children,No,0.84649,266,298,0.80549,0.88749
2014,Saxony-Anhalt,Single-person household,No,0.97883,152,152,0.95588,1.00179
2014,Saxony-Anhalt,Couple without children,No,0.88761,168,168,0.83971,0.93552
2014,Saxony-Anhalt,Single parent,No,0.90433,69,69,0.83441,0.97424
2014,Saxony-Anhalt,Couple with children,No,0.90440,144,144,0.85621,0.95260
2014,Thuringa,Single-person household,No,0.94067,145,145,0.90208,0.97925
2014,Thuringa,Couple without children,No,0.92050,171,171,0.87984,0.96117
2014,Thuringa,Couple with children,No,0.88615,167,167,0.83784,0.93447
2015,Schleswig-Holstein,Single-person household,No,0.96019,131,131,0.92658,0.99380
2015,Schleswig-Holstein,Couple without children,No,0.86705,130,130,0.80846,0.92564
2015,Schleswig-Holstein,Single parent,No,0.94354,64,64,0.88654,1.00053
2015,Schleswig-Holstein,Couple with children,No,0.86833,166,166,0.81674,0.91993
2015,Hamburg,Single-person household,No,0.99478,69,69,0.97766,1.01191
2015,Hamburg,Couple without children,No,0.92227,72,72,0.85999,0.98455
2015,Hamburg,Single parent,No,0.99840,31,31,0.98409,1.01271
2015,Hamburg,Couple with children,No,0.98795,96,96,0.96600,1.00989
2015,Lower Saxony,Single-person household,No,0.96464,289,289,0.94332,0.98597
2015,Lower Saxony,Couple without children,Yes,0.06975,36,429,0.04562,0.09388
2015,Lower Saxony,Couple without children,No,0.93025,393,429,0.90612,0.95438
2015,Lower Saxony,Single parent,No,0.95792,170,170,0.92765,0.98819
2015,Lower Saxony,Couple with children,Yes,0.16985,87,543,0.13824,0.20146
2015,Lower Saxony,Couple with children,No,0.83015,456,543,0.79854,0.86176
2015,Bremen,Single-person household,No,0.96447,31,31,0.89823,1.03071
2015,Bremen,Couple with children,No,0.93198,34,34,0.84608,1.01789
2015,North Rhine-Westphalia,Single-person household,No,0.97640,634,634,0.96458,0.98823
2015,North Rhine-Westphalia,Couple without children,Yes,0.05999,54,816,0.04368,0.07629
2015,North Rhine-Westphalia,Couple without children,No,0.94001,762,816,0.92371,0.95632
2015,North Rhine-Westphalia,Single parent,No,0.95553,362,362,0.93426,0.97679
2015,North Rhine-Westphalia,Couple with children,Yes,0.10675,119,1277,0.08981,0.12369
2015,North Rhine-Westphalia,Couple with children,No,0.89325,1158,1277,0.87631,0.91019
2015,Hesse,Single-person household,No,0.96365,239,239,0.93987,0.98743
2015,Hesse,Couple without children,Yes,0.10986,33,292,0.07393,0.14578
2015,Hesse,Couple without children,No,0.89014,259,292,0.85422,0.92607
2015,Hesse,Single parent,No,0.96679,114,114,0.93376,0.99983
2015,Hesse,Couple with children,Yes,0.12761,51,425,0.09585,0.15937
2015,Hesse,Couple with children,No,0.87239,374,425,0.84063,0.90415
2015,Hesse,Other Combinations,No,0.91957,31,31,0.82225,1.01689
2015,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95358,214,214,0.92533,0.98184
2015,"Rhineland-Palatinate, Saarland",Couple without children,No,0.88391,230,230,0.84243,0.92540
2015,"Rhineland-Palatinate, Saarland",Single parent,No,0.96406,87,87,0.92471,1.00340
2015,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.18893,40,311,0.14535,0.23250
2015,"Rhineland-Palatinate, Saarland",Couple with children,No,0.81107,271,311,0.76750,0.85465
2015,Baden-Wuerttemberg,Single-person household,No,0.92320,341,341,0.89489,0.95150
2015,Baden-Wuerttemberg,Couple without children,Yes,0.17961,80,481,0.14527,0.21395
2015,Baden-Wuerttemberg,Couple without children,No,0.82039,401,481,0.78605,0.85473
2015,Baden-Wuerttemberg,Single parent,No,0.90085,142,142,0.85151,0.95018
2015,Baden-Wuerttemberg,Couple with children,Yes,0.26709,168,778,0.23598,0.29820
2015,Baden-Wuerttemberg,Couple with children,No,0.73291,610,778,0.70180,0.76402
2015,Bavaria,Single-person household,Yes,0.05447,43,579,0.03597,0.07297
2015,Bavaria,Single-person household,No,0.94553,536,579,0.92703,0.96403
2015,Bavaria,Couple without children,Yes,0.15629,110,689,0.12916,0.18343
2015,Bavaria,Couple without children,No,0.84371,579,689,0.81657,0.87084
2015,Bavaria,Single parent,No,0.90572,228,228,0.86771,0.94374
2015,Bavaria,Couple with children,Yes,0.28651,248,999,0.25846,0.31456
2015,Bavaria,Couple with children,No,0.71349,751,999,0.68544,0.74154
2015,Bavaria,Other Combinations,No,0.89911,31,31,0.79133,1.00688
2015,Berlin,Single-person household,No,0.98307,223,223,0.96610,1.00004
2015,Berlin,Couple without children,No,0.97036,166,166,0.94448,0.99623
2015,Berlin,Single parent,No,0.98113,77,77,0.95055,1.01172
2015,Berlin,Couple with children,No,0.98130,155,155,0.95990,1.00269
2015,Brandenburg,Single-person household,No,0.94789,128,128,0.90924,0.98655
2015,Brandenburg,Couple without children,No,0.89950,195,195,0.85719,0.94181
2015,Brandenburg,Single parent,No,0.88791,64,64,0.81001,0.96581
2015,Brandenburg,Couple with children,No,0.85947,149,149,0.80348,0.91546
2015,Mecklenburg-Western Pomerania,Single-person household,No,0.94908,96,96,0.90487,0.99328
2015,Mecklenburg-Western Pomerania,Couple without children,No,0.90255,104,104,0.84528,0.95983
2015,Mecklenburg-Western Pomerania,Single parent,No,0.91048,44,44,0.82515,0.99581
2015,Mecklenburg-Western Pomerania,Couple with children,No,0.88129,73,73,0.80657,0.95600
2015,Saxony,Single-person household,No,0.95672,227,227,0.93019,0.98325
2015,Saxony,Couple without children,No,0.89516,266,266,0.85828,0.93205
2015,Saxony,Single parent,No,0.98258,94,94,0.95599,1.00917
2015,Saxony,Couple with children,Yes,0.17543,32,276,0.13047,0.22038
2015,Saxony,Couple with children,No,0.82457,244,276,0.77962,0.86953
2015,Saxony-Anhalt,Single-person household,No,0.97482,145,145,0.94924,1.00041
2015,Saxony-Anhalt,Couple without children,No,0.89989,164,164,0.85381,0.94597
2015,Saxony-Anhalt,Couple with children,No,0.88543,128,128,0.83004,0.94083
2015,Thuringa,Single-person household,No,0.88914,150,150,0.83873,0.93956
2015,Thuringa,Couple without children,No,0.90847,178,178,0.86598,0.95095
2015,Thuringa,Single parent,No,0.92192,50,50,0.84679,0.99704
2015,Thuringa,Couple with children,No,0.91477,150,150,0.86994,0.95961
2016,Schleswig-Holstein,Single-person household,No,0.96048,121,121,0.92562,0.99534
2016,Schleswig-Holstein,Couple without children,No,0.86354,118,118,0.80134,0.92574
2016,Schleswig-Holstein,Single parent,No,0.93581,54,54,0.86982,1.00179
2016,Schleswig-Holstein,Couple with children,No,0.90504,160,160,0.85947,0.95061
2016,Hamburg,Single-person household,No,0.99687,70,70,0.98368,1.01005
2016,Hamburg,Couple without children,No,0.86986,62,62,0.78542,0.95429
2016,Hamburg,Couple with children,No,0.99153,90,90,0.97248,1.01057
2016,Lower Saxony,Single-person household,No,0.97020,281,281,0.95028,0.99011
2016,Lower Saxony,Couple without children,Yes,0.07314,36,392,0.04733,0.09894
2016,Lower Saxony,Couple without children,No,0.92686,356,392,0.90106,0.95267
2016,Lower Saxony,Single parent,No,0.97040,147,147,0.94291,0.99789
2016,Lower Saxony,Couple with children,Yes,0.14023,74,478,0.10907,0.17139
2016,Lower Saxony,Couple with children,No,0.85977,404,478,0.82861,0.89093
2016,Bremen,Couple with children,No,0.92356,33,33,0.83150,1.01562
2016,North Rhine-Westphalia,Single-person household,No,0.98761,595,595,0.97871,0.99650
2016,North Rhine-Westphalia,Couple without children,Yes,0.05952,53,784,0.04295,0.07609
2016,North Rhine-Westphalia,Couple without children,No,0.94048,731,784,0.92391,0.95705
2016,North Rhine-Westphalia,Single parent,No,0.97779,305,305,0.96122,0.99436
2016,North Rhine-Westphalia,Couple with children,Yes,0.10235,119,1139,0.08474,0.11996
2016,North Rhine-Westphalia,Couple with children,No,0.89765,1020,1139,0.88004,0.91526
2016,North Rhine-Westphalia,Other Combinations,No,0.99007,43,43,0.96009,1.02006
2016,Hesse,Single-person household,No,0.97078,204,204,0.94761,0.99395
2016,Hesse,Couple without children,Yes,0.12184,36,281,0.08352,0.16015
2016,Hesse,Couple without children,No,0.87816,245,281,0.83985,0.91648
2016,Hesse,Single parent,No,0.96398,106,106,0.92834,0.99962
2016,Hesse,Couple with children,Yes,0.10180,40,344,0.06979,0.13380
2016,Hesse,Couple with children,No,0.89820,304,344,0.86620,0.93021
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95964,195,195,0.93194,0.98733
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.87329,212,212,0.82840,0.91817
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.93655,76,76,0.88138,0.99172
2016,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.21841,37,296,0.17127,0.26556
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.78159,259,296,0.73444,0.82873
2016,Baden-Wuerttemberg,Single-person household,No,0.93735,323,323,0.91089,0.96382
2016,Baden-Wuerttemberg,Couple without children,Yes,0.19582,82,429,0.15822,0.23342
2016,Baden-Wuerttemberg,Couple without children,No,0.80418,347,429,0.76658,0.84178
2016,Baden-Wuerttemberg,Single parent,No,0.87733,133,133,0.82137,0.93330
2016,Baden-Wuerttemberg,Couple with children,Yes,0.26769,153,670,0.23413,0.30124
2016,Baden-Wuerttemberg,Couple with children,No,0.73231,517,670,0.69876,0.76587
2016,Bavaria,Single-person household,Yes,0.04271,33,517,0.02526,0.06016
2016,Bavaria,Single-person household,No,0.95729,484,517,0.93984,0.97474
2016,Bavaria,Couple without children,Yes,0.16045,108,638,0.13195,0.18895
2016,Bavaria,Couple without children,No,0.83955,530,638,0.81105,0.86805
2016,Bavaria,Single parent,No,0.87846,212,212,0.83437,0.92255
2016,Bavaria,Couple with children,Yes,0.27644,212,865,0.24662,0.30626
2016,Bavaria,Couple with children,No,0.72356,653,865,0.69374,0.75338
2016,Berlin,Single-person household,No,0.98310,225,225,0.96622,0.99998
2016,Berlin,Couple without children,No,0.98177,163,163,0.96117,1.00237
2016,Berlin,Single parent,No,0.97631,66,66,0.93934,1.01328
2016,Berlin,Couple with children,No,0.98820,134,134,0.96984,1.00655
2016,Brandenburg,Single-person household,No,0.95568,128,128,0.91988,0.99147
2016,Brandenburg,Couple without children,No,0.87308,186,186,0.82511,0.92105
2016,Brandenburg,Single parent,No,0.90352,51,51,0.82168,0.98536
2016,Brandenburg,Couple with children,No,0.85534,130,130,0.79464,0.91605
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.95419,96,96,0.91214,0.99623
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.88836,99,99,0.82601,0.95071
2016,Mecklenburg-Western Pomerania,Single parent,No,0.93213,38,38,0.85108,1.01317
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.83198,65,65,0.74038,0.92358
2016,Saxony,Single-person household,No,0.96330,219,219,0.93835,0.98826
2016,Saxony,Couple without children,No,0.89887,264,264,0.86243,0.93531
2016,Saxony,Single parent,No,0.81625,87,87,0.73440,0.89810
2016,Saxony,Couple with children,No,0.80260,218,218,0.74964,0.85556
2016,Saxony-Anhalt,Single-person household,No,0.96689,140,140,0.93714,0.99663
2016,Saxony-Anhalt,Couple without children,No,0.88565,139,139,0.83255,0.93874
2016,Saxony-Anhalt,Couple with children,No,0.93559,125,125,0.89238,0.97880
2016,Thuringa,Single-person household,No,0.94420,144,144,0.90658,0.98182
2016,Thuringa,Couple without children,No,0.89037,168,168,0.84299,0.93776
2016,Thuringa,Single parent,No,0.95238,52,52,0.89393,1.01083
2016,Thuringa,Couple with children,No,0.92813,132,132,0.88391,0.97236
2017,Schleswig-Holstein,Single-person household,No,0.95467,123,123,0.91775,0.99158
2017,Schleswig-Holstein,Couple without children,No,0.87961,148,148,0.82701,0.93222
2017,Schleswig-Holstein,Single parent,No,0.96089,61,61,0.91183,1.00994
2017,Schleswig-Holstein,Couple with children,Yes,0.15955,31,199,0.10854,0.21056
2017,Schleswig-Holstein,Couple with children,No,0.84045,168,199,0.78944,0.89146
2017,Hamburg,Couple without children,No,0.92104,81,81,0.86194,0.98013
2017,Hamburg,Couple with children,No,0.97973,95,95,0.95124,1.00822
2017,Lower Saxony,Single-person household,No,0.96253,335,335,0.94216,0.98289
2017,Lower Saxony,Couple without children,Yes,0.08873,48,461,0.06275,0.11472
2017,Lower Saxony,Couple without children,No,0.91127,413,461,0.88528,0.93725
2017,Lower Saxony,Single parent,No,0.94468,153,153,0.90833,0.98102
2017,Lower Saxony,Couple with children,Yes,0.15083,90,532,0.12039,0.18127
2017,Lower Saxony,Couple with children,No,0.84917,442,532,0.81873,0.87961
2017,Bremen,Single-person household,No,0.94529,38,38,0.87201,1.01857
2017,Bremen,Couple with children,No,0.93071,33,33,0.84272,1.01870
2017,North Rhine-Westphalia,Single-person household,No,0.97021,666,666,0.95729,0.98313
2017,North Rhine-Westphalia,Couple without children,Yes,0.07807,77,902,0.06055,0.09559
2017,North Rhine-Westphalia,Couple without children,No,0.92193,825,902,0.90441,0.93945
2017,North Rhine-Westphalia,Single parent,No,0.97693,309,309,0.96017,0.99370
2017,North Rhine-Westphalia,Couple with children,Yes,0.10472,136,1186,0.08728,0.12215
2017,North Rhine-Westphalia,Couple with children,No,0.89528,1050,1186,0.87785,0.91272
2017,North Rhine-Westphalia,Other Combinations,No,0.97740,63,63,0.94040,1.01439
2017,Hesse,Single-person household,No,0.97483,233,233,0.95468,0.99499
2017,Hesse,Couple without children,Yes,0.12070,38,282,0.08261,0.15879
2017,Hesse,Couple without children,No,0.87930,244,282,0.84121,0.91739
2017,Hesse,Single parent,No,0.94806,99,99,0.90412,0.99200
2017,Hesse,Couple with children,Yes,0.11952,53,385,0.08707,0.15197
2017,Hesse,Couple with children,No,0.88048,332,385,0.84803,0.91293
2017,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96503,205,205,0.93981,0.99024
2017,"Rhineland-Palatinate, Saarland",Couple without children,No,0.90170,227,227,0.86288,0.94051
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.94118,76,76,0.88794,0.99443
2017,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.20397,42,293,0.15775,0.25018
2017,"Rhineland-Palatinate, Saarland",Couple with children,No,0.79603,251,293,0.74982,0.84225
2017,Baden-Wuerttemberg,Single-person household,No,0.92622,348,348,0.89871,0.95372
2017,Baden-Wuerttemberg,Couple without children,Yes,0.19690,99,494,0.16180,0.23201
2017,Baden-Wuerttemberg,Couple without children,No,0.80310,395,494,0.76799,0.83820
2017,Baden-Wuerttemberg,Single parent,No,0.91802,123,123,0.86934,0.96670
2017,Baden-Wuerttemberg,Couple with children,Yes,0.25951,155,689,0.22676,0.29227
2017,Baden-Wuerttemberg,Couple with children,No,0.74049,534,689,0.70773,0.77324
2017,Bavaria,Single-person household,Yes,0.07553,50,591,0.05421,0.09685
2017,Bavaria,Single-person household,No,0.92447,541,591,0.90315,0.94579
2017,Bavaria,Couple without children,Yes,0.16653,127,704,0.13899,0.19407
2017,Bavaria,Couple without children,No,0.83347,577,704,0.80593,0.86101
2017,Bavaria,Single parent,Yes,0.14275,31,244,0.09877,0.18673
2017,Bavaria,Single parent,No,0.85725,213,244,0.81327,0.90123
2017,Bavaria,Couple with children,Yes,0.25117,223,906,0.22291,0.27943
2017,Bavaria,Couple with children,No,0.74883,683,906,0.72057,0.77709
2017,Bavaria,Other Combinations,No,0.76722,33,33,0.62079,0.91364
2017,Berlin,Single-person household,No,0.99751,249,249,0.99130,1.00371
2017,Berlin,Couple without children,No,0.95171,177,177,0.92004,0.98338
2017,Berlin,Single parent,No,0.97736,65,65,0.94092,1.01380
2017,Berlin,Couple with children,No,0.97403,142,142,0.94778,1.00028
2017,Brandenburg,Single-person household,No,0.93410,144,144,0.89343,0.97476
2017,Brandenburg,Couple without children,No,0.91302,208,208,0.87463,0.95141
2017,Brandenburg,Single parent,No,0.96588,54,54,0.91701,1.01476
2017,Brandenburg,Couple with children,No,0.83727,145,145,0.77698,0.89756
2017,Mecklenburg-Western Pomerania,Single-person household,No,0.96084,115,115,0.92524,0.99645
2017,Mecklenburg-Western Pomerania,Couple without children,No,0.88153,106,106,0.81972,0.94334
2017,Mecklenburg-Western Pomerania,Single parent,No,0.93835,36,36,0.85867,1.01803
2017,Mecklenburg-Western Pomerania,Couple with children,No,0.88642,76,76,0.81461,0.95824
2017,Saxony,Single-person household,No,0.94302,261,261,0.91484,0.97120
2017,Saxony,Couple without children,No,0.89828,287,287,0.86324,0.93331
2017,Saxony,Single parent,No,0.79094,91,91,0.70693,0.87495
2017,Saxony,Couple with children,Yes,0.17083,36,279,0.12659,0.21507
2017,Saxony,Couple with children,No,0.82917,243,279,0.78493,0.87341
2017,Saxony-Anhalt,Single-person household,No,0.92879,142,142,0.88634,0.97124
2017,Saxony-Anhalt,Couple without children,No,0.88462,173,173,0.83687,0.93236
2017,Saxony-Anhalt,Single parent,No,0.95113,69,69,0.89989,1.00238
2017,Saxony-Anhalt,Couple with children,No,0.91390,133,133,0.86605,0.96176
2017,Thuringa,Single-person household,No,0.93302,169,169,0.89522,0.97082
2017,Thuringa,Couple without children,No,0.90883,184,184,0.86712,0.95053
2017,Thuringa,Single parent,No,0.91264,44,44,0.82824,0.99704
2017,Thuringa,Couple with children,No,0.90523,143,143,0.85705,0.95340
2018,Schleswig-Holstein,Single-person household,No,0.93813,124,124,0.89555,0.98071
2018,Schleswig-Holstein,Couple without children,No,0.90817,148,148,0.86148,0.95485
