"plb0196_h","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2003","indirekter Migrationshintergrund","3","27","","",""
"Nein","2003","indirekter Migrationshintergrund","4","14","","",""
"Nein","2003","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Nein","2003","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2003","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2003","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2003","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","395","0.655192915313952","0.617412303370388","0.692973527257515"
"Ja","2004","kein Migrationshintergrund","2","838","0.660615500899735","0.634196834404161","0.687034167395308"
"Ja","2004","kein Migrationshintergrund","3","891","0.715731357179089","0.69085504970472","0.740607664653457"
"Ja","2004","kein Migrationshintergrund","4","1199","0.715738782249074","0.693961405300803","0.737516159197345"
"Ja","2004","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1266","0.762152472962176","0.741756679008281","0.782548266916071"
"Ja","2004","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","58","0.604535901939937","0.509647619582694","0.699424184297181"
"Ja","2004","direkter Migrationshintergrund","2","108","0.663882131175647","0.593080815815364","0.73468344653593"
"Ja","2004","direkter Migrationshintergrund","3","101","0.627627596139986","0.550263007424314","0.704992184855657"
"Ja","2004","direkter Migrationshintergrund","4","73","0.681293746763725","0.592586795755892","0.770000697771557"
"Ja","2004","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","63","0.757857460399309","0.665138089469083","0.850576831329536"
"Ja","2004","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","26","","",""
"Ja","2004","indirekter Migrationshintergrund","2","43","0.820118919268988","0.718611472109547","0.921626366428428"
"Ja","2004","indirekter Migrationshintergrund","3","31","0.671074144119867","0.528986044546273","0.813162243693461"
"Ja","2004","indirekter Migrationshintergrund","4","45","0.84646184361639","0.753683642440789","0.939240044791992"
"Ja","2004","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","31","0.789485839552252","0.663148733363097","0.915822945741407"
"Ja","2004","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2004","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2004","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2004","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","213","0.344807084686049","0.307026472742485","0.382587696629612"
"Nein","2004","kein Migrationshintergrund","2","396","0.339384499100265","0.312965832604692","0.365803165595839"
"Nein","2004","kein Migrationshintergrund","3","372","0.284268642820911","0.259392335346543","0.30914495029528"
"Nein","2004","kein Migrationshintergrund","4","449","0.284261217750926","0.262483840802655","0.306038594699197"
"Nein","2004","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","408","0.237847527037824","0.217451733083929","0.258243320991719"
"Nein","2004","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","44","0.395464098060063","0.300575815702819","0.490352380417306"
"Nein","2004","direkter Migrationshintergrund","2","63","0.336117868824353","0.26531655346407","0.406919184184636"
"Nein","2004","direkter Migrationshintergrund","3","49","0.372372403860014","0.295007815144343","0.449736992575686"
"Nein","2004","direkter Migrationshintergrund","4","33","0.318706253236275","0.229999302228443","0.407413204244108"
"Nein","2004","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","19","","",""
"Nein","2004","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","21","","",""
"Nein","2004","indirekter Migrationshintergrund","2","12","","",""
"Nein","2004","indirekter Migrationshintergrund","3","11","","",""
"Nein","2004","indirekter Migrationshintergrund","4","13","","",""
"Nein","2004","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"Nein","2004","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2004","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2004","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2004","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","349","0.580154644852896","0.540092852381101","0.620216437324691"
"Ja","2005","kein Migrationshintergrund","2","738","0.656411434474792","0.628385006163045","0.684437862786539"
"Ja","2005","kein Migrationshintergrund","3","790","0.704577006980564","0.678058184337608","0.73109582962352"
"Ja","2005","kein Migrationshintergrund","4","1134","0.744236277861508","0.722367765622068","0.766104790100947"
"Ja","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1216","0.776811046562073","0.756253843363698","0.797368249760448"
"Ja","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","54","0.561664831540962","0.452249968946495","0.671079694135429"
"Ja","2005","direkter Migrationshintergrund","2","113","0.623600339966684","0.550771831909484","0.696428848023884"
"Ja","2005","direkter Migrationshintergrund","3","92","0.697969260234317","0.619938472411723","0.776000048056911"
"Ja","2005","direkter Migrationshintergrund","4","72","0.677395187753554","0.590036073365251","0.764754302141856"
"Ja","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","53","0.635603180328426","0.527404586992175","0.743801773664676"
"Ja","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","20","","",""
"Ja","2005","indirekter Migrationshintergrund","2","49","0.82760970976695","0.733589452472764","0.921629967061136"
"Ja","2005","indirekter Migrationshintergrund","3","37","0.700362086700056","0.57817905215569","0.822545121244422"
"Ja","2005","indirekter Migrationshintergrund","4","52","0.823173790576826","0.731819326250398","0.914528254903254"
"Ja","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","28","","",""
"Ja","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","234","0.419845355147104","0.379783562675309","0.459907147618899"
"Nein","2005","kein Migrationshintergrund","2","365","0.343588565525208","0.315562137213461","0.371614993836955"
"Nein","2005","kein Migrationshintergrund","3","347","0.295422993019436","0.26890417037648","0.321941815662392"
"Nein","2005","kein Migrationshintergrund","4","395","0.255763722138493","0.233895209899053","0.277632234377932"
"Nein","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","360","0.223188953437927","0.202631750239552","0.243746156636302"
"Nein","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","25","","",""
"Nein","2005","direkter Migrationshintergrund","2","57","0.376399660033316","0.303571151976116","0.449228168090516"
"Nein","2005","direkter Migrationshintergrund","3","41","0.302030739765683","0.223999951943089","0.380061527588277"
"Nein","2005","direkter Migrationshintergrund","4","38","0.322604812246446","0.235245697858143","0.409963926634749"
"Nein","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"Nein","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","13","","",""
"Nein","2005","indirekter Migrationshintergrund","2","13","","",""
"Nein","2005","indirekter Migrationshintergrund","3","17","","",""
"Nein","2005","indirekter Migrationshintergrund","4","15","","",""
"Nein","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Nein","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","426","0.657614715759254","0.620852522759587","0.694376908758922"
"Ja","2006","kein Migrationshintergrund","2","811","0.694512020264155","0.668208589802764","0.720815450725546"
"Ja","2006","kein Migrationshintergrund","3","972","0.717895813742803","0.693827505739397","0.741964121746209"
"Ja","2006","kein Migrationshintergrund","4","1245","0.715824566955808","0.694435062521101","0.737214071390515"
"Ja","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1337","0.80103816934011","0.781970898440425","0.820105440239795"
"Ja","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","61","0.571015451791368","0.474010736360233","0.668020167222504"
"Ja","2006","direkter Migrationshintergrund","2","121","0.660787478222089","0.591236229784645","0.730338726659534"
"Ja","2006","direkter Migrationshintergrund","3","83","0.663508911158635","0.581005295389174","0.746012526928095"
"Ja","2006","direkter Migrationshintergrund","4","98","0.741702629838233","0.666171124970737","0.817234134705728"
"Ja","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","66","0.815950965913502","0.733079074749364","0.89882285707764"
"Ja","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","22","","",""
"Ja","2006","indirekter Migrationshintergrund","2","49","0.674603539996369","0.563244788150634","0.785962291842104"
"Ja","2006","indirekter Migrationshintergrund","3","54","0.795906568834551","0.697926673605203","0.8938864640639"
"Ja","2006","indirekter Migrationshintergrund","4","64","0.825356057181593","0.738853356561386","0.911858757801799"
"Ja","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","32","0.762066696375541","0.630106727631774","0.894026665119309"
"Ja","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","214","0.342385284240745","0.305623091241078","0.379147477240413"
"Nein","2006","kein Migrationshintergrund","2","367","0.305487979735845","0.279184549274454","0.331791410197236"
"Nein","2006","kein Migrationshintergrund","3","371","0.282104186257197","0.258035878253791","0.306172494260603"
"Nein","2006","kein Migrationshintergrund","4","463","0.284175433044192","0.262785928609485","0.305564937478899"
"Nein","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","347","0.19896183065989","0.179894559760205","0.218029101559575"
"Nein","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","39","0.428984548208632","0.331979832777496","0.525989263639767"
"Nein","2006","direkter Migrationshintergrund","2","57","0.339212521777911","0.269661273340466","0.408763770215355"
"Nein","2006","direkter Migrationshintergrund","3","43","0.336491088841365","0.253987473071905","0.418994704610826"
"Nein","2006","direkter Migrationshintergrund","4","31","0.258297370161767","0.182765865294271","0.333828875029263"
"Nein","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","18","","",""
"Nein","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","11","","",""
"Nein","2006","indirekter Migrationshintergrund","2","19","","",""
"Nein","2006","indirekter Migrationshintergrund","3","11","","",""
"Nein","2006","indirekter Migrationshintergrund","4","10","","",""
"Nein","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Nein","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","350","0.653828139022653","0.612457338930013","0.695198939115293"
"Ja","2007","kein Migrationshintergrund","2","800","0.724815354861857","0.698542189889318","0.751088519834397"
"Ja","2007","kein Migrationshintergrund","3","885","0.715047103313444","0.689953305723321","0.740140900903566"
"Ja","2007","kein Migrationshintergrund","4","1233","0.762803843664269","0.742323035167696","0.783284652160842"
"Ja","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1281","0.7937062521492","0.774007917228677","0.813404587069724"
"Ja","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","69","0.866108532843667","0.793714755613406","0.938502310073928"
"Ja","2007","direkter Migrationshintergrund","2","97","0.679660719224999","0.600950270151031","0.758371168298966"
"Ja","2007","direkter Migrationshintergrund","3","76","0.799295077371075","0.722684978498089","0.875905176244061"
"Ja","2007","direkter Migrationshintergrund","4","90","0.720813006969163","0.641210439835837","0.800415574102488"
"Ja","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","53","0.766666293732379","0.669642425449813","0.863690162014946"
"Ja","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","26","","",""
"Ja","2007","indirekter Migrationshintergrund","2","38","0.584810408647829","0.460128557564996","0.709492259730661"
"Ja","2007","indirekter Migrationshintergrund","3","44","0.82454893114094","0.724930361153666","0.924167501128214"
"Ja","2007","indirekter Migrationshintergrund","4","60","0.839247845987349","0.754990033622908","0.92350565835179"
"Ja","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","46","0.851446237249737","0.755698041321418","0.947194433178056"
"Ja","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","158","0.346171860977347","0.304801060884707","0.387542661069987"
"Nein","2007","kein Migrationshintergrund","2","310","0.275184645138143","0.248911480165603","0.301457810110682"
"Nein","2007","kein Migrationshintergrund","3","358","0.284952896686556","0.259859099096434","0.310046694276679"
"Nein","2007","kein Migrationshintergrund","4","424","0.237196156335731","0.216715347839158","0.257676964832304"
"Nein","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","340","0.2062937478508","0.186595412930277","0.225992082771323"
"Nein","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Nein","2007","direkter Migrationshintergrund","2","38","0.320339280775002","0.241628831701034","0.399049729848969"
"Nein","2007","direkter Migrationshintergrund","3","29","","",""
"Nein","2007","direkter Migrationshintergrund","4","32","0.279186993030837","0.199584425897512","0.358789560164163"
"Nein","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","20","","",""
"Nein","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Nein","2007","indirekter Migrationshintergrund","2","22","","",""
"Nein","2007","indirekter Migrationshintergrund","3","12","","",""
"Nein","2007","indirekter Migrationshintergrund","4","13","","",""
"Nein","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","302","0.620858350370593","0.57754501951235","0.664171681228836"
"Ja","2008","kein Migrationshintergrund","2","672","0.678410054997199","0.649517988656333","0.707302121338064"
"Ja","2008","kein Migrationshintergrund","3","855","0.701535424602353","0.675774112436796","0.72729673676791"
"Ja","2008","kein Migrationshintergrund","4","1226","0.740716206133141","0.719538508195268","0.761893904071013"
"Ja","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1336","0.786768640064933","0.767292608916751","0.806244671213115"
"Ja","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","48","0.658761189385041","0.544376121167758","0.773146257602324"
"Ja","2008","direkter Migrationshintergrund","2","99","0.716565942721592","0.642701713449853","0.790430171993331"
"Ja","2008","direkter Migrationshintergrund","3","99","0.734061036118002","0.658971513567777","0.809150558668226"
"Ja","2008","direkter Migrationshintergrund","4","82","0.779442391489404","0.700136313172512","0.858748469806297"
"Ja","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","51","0.84719089992257","0.759040689334489","0.935341110510652"
"Ja","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","21","","",""
"Ja","2008","indirekter Migrationshintergrund","2","42","0.793983950925179","0.687097382260308","0.90087051959005"
"Ja","2008","indirekter Migrationshintergrund","3","36","0.725819764854413","0.604570563505633","0.847068966203193"
"Ja","2008","indirekter Migrationshintergrund","4","46","0.756949282615773","0.655002041097383","0.858896524134162"
"Ja","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","50","0.884575324606938","0.805038364654164","0.964112284559712"
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","180","0.379141649629407","0.335828318771164","0.42245498048765"
"Nein","2008","kein Migrationshintergrund","2","332","0.321589945002801","0.292697878661936","0.350482011343667"
"Nein","2008","kein Migrationshintergrund","3","357","0.298464575397647","0.27270326323209","0.324225887563204"
"Nein","2008","kein Migrationshintergrund","4","419","0.259283793866859","0.238106095928987","0.280461491804732"
"Nein","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","363","0.213231359935067","0.193755328786885","0.232707391083249"
"Nein","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","18","","",""
"Nein","2008","direkter Migrationshintergrund","2","44","0.283434057278409","0.20956982800667","0.357298286550148"
"Nein","2008","direkter Migrationshintergrund","3","34","0.265938963881998","0.190849441331774","0.341028486432223"
"Nein","2008","direkter Migrationshintergrund","4","23","","",""
"Nein","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Nein","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","13","","",""
"Nein","2008","indirekter Migrationshintergrund","2","13","","",""
"Nein","2008","indirekter Migrationshintergrund","3","16","","",""
"Nein","2008","indirekter Migrationshintergrund","4","22","","",""
"Nein","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","12","","",""
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","223","0.598617134616591","0.54926766693626","0.647966602296922"
"Ja","2009","kein Migrationshintergrund","2","589","0.678252833563406","0.647193554085365","0.709312113041446"
"Ja","2009","kein Migrationshintergrund","3","687","0.681359705953445","0.652890262704065","0.709829149202826"
"Ja","2009","kein Migrationshintergrund","4","1070","0.737865497045693","0.71525209108695","0.760478903004436"
"Ja","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1273","0.774354982477648","0.754204076022755","0.794505888932541"
"Ja","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","34","0.712489569804602","0.596009894322119","0.828969245287084"
"Ja","2009","direkter Migrationshintergrund","2","53","0.581794912381768","0.476932886533074","0.686656938230461"
"Ja","2009","direkter Migrationshintergrund","3","55","0.538455848790185","0.439755945199808","0.637155752380562"
"Ja","2009","direkter Migrationshintergrund","4","71","0.687445160410684","0.595199834992575","0.779690485828794"
"Ja","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","46","0.866208832601395","0.779343375220587","0.953074289982203"
"Ja","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","17","","",""
"Ja","2009","indirekter Migrationshintergrund","2","31","0.58181764463881","0.443707256072902","0.719928033204718"
"Ja","2009","indirekter Migrationshintergrund","3","37","0.796226417976647","0.682275007899683","0.91017782805361"
"Ja","2009","indirekter Migrationshintergrund","4","46","0.761550590915143","0.659513470324525","0.863587711505761"
"Ja","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","51","0.744820071253429","0.638011268827433","0.851628873679424"
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","156","0.401382865383409","0.352033397703078","0.45073233306374"
"Nein","2009","kein Migrationshintergrund","2","280","0.321747166436594","0.290687886958554","0.352806445914635"
"Nein","2009","kein Migrationshintergrund","3","342","0.318640294046555","0.290170850797174","0.347109737295935"
"Nein","2009","kein Migrationshintergrund","4","383","0.262134502954307","0.239521096995564","0.28474790891305"
"Nein","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","380","0.225645017522352","0.205494111067459","0.245795923977245"
"Nein","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","24","","",""
"Nein","2009","direkter Migrationshintergrund","2","32","0.418205087618232","0.313343061769539","0.523067113466926"
"Nein","2009","direkter Migrationshintergrund","3","43","0.461544151209815","0.362844247619438","0.560244054800192"
"Nein","2009","direkter Migrationshintergrund","4","26","","",""
"Nein","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Nein","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Nein","2009","indirekter Migrationshintergrund","2","18","","",""
"Nein","2009","indirekter Migrationshintergrund","3","11","","",""
"Nein","2009","indirekter Migrationshintergrund","4","21","","",""
"Nein","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","387","0.568044164667222","0.529546865922327","0.606541463412117"
"Ja","2010","kein Migrationshintergrund","2","901","0.613622081169104","0.588242758613973","0.639001403724235"
"Ja","2010","kein Migrationshintergrund","3","912","0.634125641986603","0.608563658493402","0.659687625479803"
"Ja","2010","kein Migrationshintergrund","4","1290","0.676027512604395","0.654799360894982","0.697255664313808"
"Ja","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1499","0.769796119670585","0.751097510943625","0.788494728397546"
"Ja","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","83","0.688578966923813","0.611318132414551","0.765839801433074"
"Ja","2010","direkter Migrationshintergrund","2","159","0.586614693178199","0.525202642327212","0.648026744029186"
"Ja","2010","direkter Migrationshintergrund","3","97","0.656279143250218","0.578705517784134","0.733852768716302"
"Ja","2010","direkter Migrationshintergrund","4","101","0.779175067548","0.706747417379181","0.85160271771682"
"Ja","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","80","0.80551052385945","0.725918426144871","0.885102621574028"
"Ja","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","28","","",""
"Ja","2010","indirekter Migrationshintergrund","2","64","0.686104444337649","0.594689290731191","0.777519597944108"
"Ja","2010","indirekter Migrationshintergrund","3","46","0.69180025616459","0.583630570676177","0.799969941653003"
"Ja","2010","indirekter Migrationshintergrund","4","57","0.612458705627172","0.506361735812288","0.718555675442056"
"Ja","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","73","0.767144579992489","0.680306706271493","0.853982453713486"
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","249","0.431955835332778","0.393458536587883","0.470453134077673"
"Nein","2010","kein Migrationshintergrund","2","513","0.386377918830896","0.360998596275765","0.411757241386027"
"Nein","2010","kein Migrationshintergrund","3","452","0.365874358013397","0.340312374520197","0.391436341506598"
"Nein","2010","kein Migrationshintergrund","4","577","0.323972487395605","0.302744335686192","0.345200639105018"
"Nein","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","448","0.230203880329415","0.211505271602454","0.248902489056375"
"Nein","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","55","0.311421033076188","0.234160198566926","0.388681867585449"
"Nein","2010","direkter Migrationshintergrund","2","88","0.413385306821801","0.351973255970814","0.474797357672788"
"Nein","2010","direkter Migrationshintergrund","3","47","0.343720856749782","0.266147231283697","0.421294482215866"
"Nein","2010","direkter Migrationshintergrund","4","25","","",""
"Nein","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","15","","",""
"Nein","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","14","","",""
"Nein","2010","indirekter Migrationshintergrund","2","35","0.313895555662351","0.222480402055892","0.405310709268809"
"Nein","2010","indirekter Migrationshintergrund","3","24","","",""
"Nein","2010","indirekter Migrationshintergrund","4","24","","",""
"Nein","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","18","","",""
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","495","0.704363114653813","0.671373136103926","0.7373530932037"
"Ja","2011","kein Migrationshintergrund","2","1084","0.651891003603371","0.628221540217214","0.675560466989528"
