"plb0196_h","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2007","indirekter Migrationshintergrund","Ostdeutschland","7","0.377312669190137","0.132017966005336","0.622607372374938"
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2008","kein Migrationshintergrund","Westdeutschland","3196","0.732977022573737","0.719804369808064","0.74614967533941"
"Ja","2008","kein Migrationshintergrund","Ostdeutschland","1195","","",""
"Ja","2008","direkter Migrationshintergrund","Westdeutschland","368","0.736469924576733","0.697777493213217","0.775162355940249"
"Ja","2008","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Ja","2008","indirekter Migrationshintergrund","Westdeutschland","186","","",""
"Ja","2008","indirekter Migrationshintergrund","Ostdeutschland","9","0.607629024451743","0.360530498937255","0.854727549966231"
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2008","kein Migrationshintergrund","Westdeutschland","1137","","",""
"Nein","2008","kein Migrationshintergrund","Ostdeutschland","514","0.324877788182609","0.302673939045131","0.347081637320086"
"Nein","2008","direkter Migrationshintergrund","Westdeutschland","130","","",""
"Nein","2008","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Nein","2008","indirekter Migrationshintergrund","Westdeutschland","70","0.229648808445798","0.178125399934848","0.281172216956749"
"Nein","2008","indirekter Migrationshintergrund","Ostdeutschland","6","0.392370975548257","0.145272450033769","0.639469501062745"
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2009","kein Migrationshintergrund","Westdeutschland","2769","","",""
"Ja","2009","kein Migrationshintergrund","Ostdeutschland","1073","","",""
"Ja","2009","direkter Migrationshintergrund","Westdeutschland","251","","",""
"Ja","2009","direkter Migrationshintergrund","Ostdeutschland","8","0.813051003141924","0.592465009705082","1.03363699657877"
"Ja","2009","indirekter Migrationshintergrund","Westdeutschland","176","","",""
"Ja","2009","indirekter Migrationshintergrund","Ostdeutschland","6","0.92324955513263","0.738789173942494","1.10770993632277"
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2009","kein Migrationshintergrund","Westdeutschland","1064","","",""
"Nein","2009","kein Migrationshintergrund","Ostdeutschland","477","0.328464537420017","0.305083651555213","0.351845423284821"
"Nein","2009","direkter Migrationshintergrund","Westdeutschland","134","","",""
"Nein","2009","direkter Migrationshintergrund","Ostdeutschland","4","0.186948996858076","-0.0336369965787657","0.407534990294918"
"Nein","2009","indirekter Migrationshintergrund","Westdeutschland","73","0.30854584661618","0.251175170955567","0.365916522276794"
"Nein","2009","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2010","kein Migrationshintergrund","Westdeutschland","3711","0.686236241579473","0.673790646214906","0.69868183694404"
"Ja","2010","kein Migrationshintergrund","Ostdeutschland","1278","","",""
"Ja","2010","direkter Migrationshintergrund","Westdeutschland","506","0.696209634067353","0.662848279662307","0.7295709884724"
"Ja","2010","direkter Migrationshintergrund","Ostdeutschland","14","","",""
"Ja","2010","indirekter Migrationshintergrund","Westdeutschland","255","","",""
"Ja","2010","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2010","kein Migrationshintergrund","Westdeutschland","1629","","",""
"Nein","2010","kein Migrationshintergrund","Ostdeutschland","610","0.349075172365936","0.327573512128712","0.370576832603159"
"Nein","2010","direkter Migrationshintergrund","Westdeutschland","224","","",""
"Nein","2010","direkter Migrationshintergrund","Ostdeutschland","6","0.114756918045866","-0.0249293781171492","0.25444321420888"
"Nein","2010","indirekter Migrationshintergrund","Westdeutschland","109","","",""
"Nein","2010","indirekter Migrationshintergrund","Ostdeutschland","6","0.184413822545526","0.0100313007087183","0.358796344382334"
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2011","kein Migrationshintergrund","Westdeutschland","4885","0.74902361459243","0.738485682414359","0.7595615467705"
"Ja","2011","kein Migrationshintergrund","Ostdeutschland","1557","","",""
"Ja","2011","direkter Migrationshintergrund","Westdeutschland","665","0.753729441790996","0.725408271339581","0.78205061224241"
"Ja","2011","direkter Migrationshintergrund","Ostdeutschland","17","","",""
"Ja","2011","indirekter Migrationshintergrund","Westdeutschland","350","0.767827428712065","0.729201492859591","0.806453364564539"
"Ja","2011","indirekter Migrationshintergrund","Ostdeutschland","24","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2011","kein Migrationshintergrund","Westdeutschland","1618","","",""
"Nein","2011","kein Migrationshintergrund","Ostdeutschland","660","0.299711986068462","0.280641768547076","0.318782203589848"
"Nein","2011","direkter Migrationshintergrund","Westdeutschland","224","","",""
"Nein","2011","direkter Migrationshintergrund","Ostdeutschland","7","0.196431975932212","0.0374822123842533","0.35538173948017"
"Nein","2011","indirekter Migrationshintergrund","Westdeutschland","109","","",""
"Nein","2011","indirekter Migrationshintergrund","Ostdeutschland","8","0.227025741517995","0.0818837195424924","0.372167763493497"
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2012","kein Migrationshintergrund","Westdeutschland","4864","0.731225472543659","0.720588764521954","0.741862180565363"
"Ja","2012","kein Migrationshintergrund","Ostdeutschland","1531","","",""
"Ja","2012","direkter Migrationshintergrund","Westdeutschland","630","0.672553903629113","0.642246290600123","0.702861516658103"
"Ja","2012","direkter Migrationshintergrund","Ostdeutschland","17","","",""
"Ja","2012","indirekter Migrationshintergrund","Westdeutschland","356","0.777787918198377","0.740940412739101","0.814635423657654"
"Ja","2012","indirekter Migrationshintergrund","Ostdeutschland","23","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2012","kein Migrationshintergrund","Westdeutschland","1809","","",""
"Nein","2012","kein Migrationshintergrund","Ostdeutschland","674","0.323301368503721","0.303778428722745","0.342824308284696"
"Nein","2012","direkter Migrationshintergrund","Westdeutschland","291","","",""
"Nein","2012","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Nein","2012","indirekter Migrationshintergrund","Westdeutschland","133","","",""
"Nein","2012","indirekter Migrationshintergrund","Ostdeutschland","5","0.249876735352556","0.0895159019977706","0.410237568707341"
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2013","kein Migrationshintergrund","Westdeutschland","4554","0.73259477085652","0.721556239328387","0.743633302384653"
"Ja","2013","kein Migrationshintergrund","Ostdeutschland","1431","","",""
"Ja","2013","direkter Migrationshintergrund","Westdeutschland","1337","","",""
"Ja","2013","direkter Migrationshintergrund","Ostdeutschland","68","0.713450645004311","0.626131160383383","0.80077012962524"
"Ja","2013","indirekter Migrationshintergrund","Westdeutschland","546","0.76549369383755","0.734966962623217","0.796020425051883"
"Ja","2013","indirekter Migrationshintergrund","Ostdeutschland","31","0.617724146163085","0.472479683034444","0.762968609291725"
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2013","kein Migrationshintergrund","Westdeutschland","1622","","",""
"Nein","2013","kein Migrationshintergrund","Ostdeutschland","583","0.29787327323512","0.277900338665747","0.317846207804492"
"Nein","2013","direkter Migrationshintergrund","Westdeutschland","571","0.297669228747649","0.277153038141066","0.318185419354232"
"Nein","2013","direkter Migrationshintergrund","Ostdeutschland","35","0.286549354995689","0.19922987037476","0.373868839616617"
"Nein","2013","indirekter Migrationshintergrund","Westdeutschland","194","","",""
"Nein","2013","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2014","kein Migrationshintergrund","Westdeutschland","4229","0.736655695899552","0.725329302469062","0.747982089330041"
"Ja","2014","kein Migrationshintergrund","Ostdeutschland","1317","","",""
"Ja","2014","direkter Migrationshintergrund","Westdeutschland","1045","","",""
"Ja","2014","direkter Migrationshintergrund","Ostdeutschland","68","0.856796509378657","0.784023768211802","0.929569250545512"
"Ja","2014","indirekter Migrationshintergrund","Westdeutschland","484","0.773320457656758","0.741133692898469","0.805507222415046"
"Ja","2014","indirekter Migrationshintergrund","Ostdeutschland","32","0.807443297151263","0.692236747132215","0.92264984717031"
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2014","kein Migrationshintergrund","Westdeutschland","1580","","",""
"Nein","2014","kein Migrationshintergrund","Ostdeutschland","541","0.311880204069057","0.290815703482995","0.332944704655119"
"Nein","2014","direkter Migrationshintergrund","Westdeutschland","469","0.285646282815642","0.262892369652187","0.308400195979096"
"Nein","2014","direkter Migrationshintergrund","Ostdeutschland","21","","",""
"Nein","2014","indirekter Migrationshintergrund","Westdeutschland","166","","",""
"Nein","2014","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2015","kein Migrationshintergrund","Westdeutschland","4236","0.774234346251289","0.76308843977152","0.785380252731058"
"Ja","2015","kein Migrationshintergrund","Ostdeutschland","1277","","",""
"Ja","2015","direkter Migrationshintergrund","Westdeutschland","1203","","",""
"Ja","2015","direkter Migrationshintergrund","Ostdeutschland","77","0.814074527858542","0.738574078810921","0.889574976906163"
"Ja","2015","indirekter Migrationshintergrund","Westdeutschland","434","0.765393326084368","0.730907025359972","0.799879626808765"
"Ja","2015","indirekter Migrationshintergrund","Ostdeutschland","29","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2015","kein Migrationshintergrund","Westdeutschland","1169","","",""
"Nein","2015","kein Migrationshintergrund","Ostdeutschland","440","0.276752613236998","0.255590830795897","0.2979143956781"
"Nein","2015","direkter Migrationshintergrund","Westdeutschland","448","0.241575198642102","0.220928197096312","0.262222200187891"
"Nein","2015","direkter Migrationshintergrund","Ostdeutschland","25","","",""
"Nein","2015","indirekter Migrationshintergrund","Westdeutschland","146","","",""
"Nein","2015","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2016","kein Migrationshintergrund","Westdeutschland","4046","0.774525241282657","0.76318655323867","0.785863929326643"
"Ja","2016","kein Migrationshintergrund","Ostdeutschland","1240","","",""
"Ja","2016","direkter Migrationshintergrund","Westdeutschland","1070","","",""
"Ja","2016","direkter Migrationshintergrund","Ostdeutschland","71","0.650121600291113","0.556173855942426","0.7440693446398"
"Ja","2016","indirekter Migrationshintergrund","Westdeutschland","414","0.769714910313887","0.734400689426912","0.805029131200862"
"Ja","2016","indirekter Migrationshintergrund","Ostdeutschland","35","0.807767795025392","0.695111489984085","0.9204241000667"
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2016","kein Migrationshintergrund","Westdeutschland","1172","","",""
"Nein","2016","kein Migrationshintergrund","Ostdeutschland","434","0.273865781285572","0.252503496439097","0.295228066132046"
"Nein","2016","direkter Migrationshintergrund","Westdeutschland","372","0.24616185715417","0.223927995716035","0.268395718592304"
"Nein","2016","direkter Migrationshintergrund","Ostdeutschland","28","","",""
"Nein","2016","indirekter Migrationshintergrund","Westdeutschland","132","","",""
"Nein","2016","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2017","kein Migrationshintergrund","Westdeutschland","4482","0.765514146085685","0.754617142040784","0.776411150130587"
"Ja","2017","kein Migrationshintergrund","Ostdeutschland","1341","","",""
"Ja","2017","direkter Migrationshintergrund","Westdeutschland","1034","","",""
"Ja","2017","direkter Migrationshintergrund","Ostdeutschland","69","0.755901338032815","0.676348745729733","0.835453930335897"
"Ja","2017","indirekter Migrationshintergrund","Westdeutschland","432","0.748970913956443","0.713343323086873","0.784598504826013"
"Ja","2017","indirekter Migrationshintergrund","Ostdeutschland","30","0.814166602135665","0.692089471446905","0.936243732824424"
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2017","kein Migrationshintergrund","Westdeutschland","1325","","",""
"Nein","2017","kein Migrationshintergrund","Ostdeutschland","482","0.243218973367753","0.223524761766451","0.262913184969055"
"Nein","2017","direkter Migrationshintergrund","Westdeutschland","351","0.239024130029592","0.216563107663291","0.261485152395893"
"Nein","2017","direkter Migrationshintergrund","Ostdeutschland","43","0.244098661967185","0.164546069664103","0.323651254270267"
"Nein","2017","indirekter Migrationshintergrund","Westdeutschland","137","","",""
"Nein","2017","indirekter Migrationshintergrund","Ostdeutschland","9","0.185833397864335","0.0637562671755756","0.307910528553095"
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2018","kein Migrationshintergrund","Westdeutschland","4431","0.758753976869336","0.747842540074812","0.769665413663861"
"Ja","2018","kein Migrationshintergrund","Ostdeutschland","1303","","",""
"Ja","2018","direkter Migrationshintergrund","Westdeutschland","1128","","",""
"Ja","2018","direkter Migrationshintergrund","Ostdeutschland","94","0.790956826298437","0.723114156198063","0.858799496398811"
"Ja","2018","indirekter Migrationshintergrund","Westdeutschland","476","0.813710378128573","0.782889350706126","0.84453140555102"
"Ja","2018","indirekter Migrationshintergrund","Ostdeutschland","32","0.546276748430302","0.412243657805825","0.680309839054778"
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2018","kein Migrationshintergrund","Westdeutschland","1475","","",""
"Nein","2018","kein Migrationshintergrund","Ostdeutschland","561","0.282440567667213","0.262003545609375","0.302877589725052"
"Nein","2018","direkter Migrationshintergrund","Westdeutschland","456","0.261658661401167","0.240013209742263","0.28330411306007"
"Nein","2018","direkter Migrationshintergrund","Ostdeutschland","44","0.209043173701563","0.141200503601189","0.276885843801936"
"Nein","2018","indirekter Migrationshintergrund","Westdeutschland","137","","",""
"Nein","2018","indirekter Migrationshintergrund","Ostdeutschland","21","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2019","kein Migrationshintergrund","Westdeutschland","4137","0.782558241756378","0.771530447190431","0.793586036322325"
"Ja","2019","kein Migrationshintergrund","Ostdeutschland","1312","","",""
"Ja","2019","direkter Migrationshintergrund","Westdeutschland","997","0.771603351006664","0.7492758497521","0.793930852261227"
"Ja","2019","direkter Migrationshintergrund","Ostdeutschland","67","0.75724645546833","0.671030488608581","0.843462422328079"
"Ja","2019","indirekter Migrationshintergrund","Westdeutschland","430","0.753738894075706","0.718462908541481","0.789014879609931"
"Ja","2019","indirekter Migrationshintergrund","Ostdeutschland","36","0.639190213784444","0.511103104670054","0.767277322898834"
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2019","kein Migrationshintergrund","Westdeutschland","1238","","",""
"Nein","2019","kein Migrationshintergrund","Ostdeutschland","430","0.268891809753394","0.248070711800084","0.289712907706704"
"Nein","2019","direkter Migrationshintergrund","Westdeutschland","361","0.228396648993336","0.206069147738773","0.2507241502479"
"Nein","2019","direkter Migrationshintergrund","Ostdeutschland","28","","",""
"Nein","2019","indirekter Migrationshintergrund","Westdeutschland","143","","",""
"Nein","2019","indirekter Migrationshintergrund","Ostdeutschland","18","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja","2020","kein Migrationshintergrund","Westdeutschland","3708","0.67431541408138","0.662024996232512","0.686605831930248"
"Ja","2020","kein Migrationshintergrund","Ostdeutschland","1137","","",""
"Ja","2020","direkter Migrationshintergrund","Westdeutschland","1162","","",""
"Ja","2020","direkter Migrationshintergrund","Ostdeutschland","111","","",""
"Ja","2020","indirekter Migrationshintergrund","Westdeutschland","385","0.618837869209796","0.580546828729463","0.657128909690128"
"Ja","2020","indirekter Migrationshintergrund","Ostdeutschland","29","","",""
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein","2020","kein Migrationshintergrund","Westdeutschland","1877","","",""
"Nein","2020","kein Migrationshintergrund","Ostdeutschland","636","0.345286251855459","0.323154841195762","0.367417662515156"
"Nein","2020","direkter Migrationshintergrund","Westdeutschland","843","0.418473864730366","0.396881028476093","0.440066700984639"
"Nein","2020","direkter Migrationshintergrund","Ostdeutschland","77","0.388944260165482","0.319257020271389","0.458631500059575"
"Nein","2020","indirekter Migrationshintergrund","Westdeutschland","233","","",""
"Nein","2020","indirekter Migrationshintergrund","Ostdeutschland","26","","",""
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
