year,migback,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2016,Direct migration background,2. Quintil,77.854672181003,77.37487186117261,78.33447250083339,67.0,76.0,86.0,38.5,114.5,76.0,72.975,77.0,1093.0
2016,Direct migration background,3. Quintil,76.10417792556949,75.70840972215294,76.49994612898604,65.0,75.0,85.0,40.0,115.0,75.0,72.0,77.0,1355.0
2016,Direct migration background,4. Quintil,75.30754667920877,74.8837245875681,75.73136877084944,62.0,75.0,86.0,42.0,122.0,75.0,73.0,78.0,1256.0
2016,Direct migration background,5. Quintil,75.70621537184238,75.2376886226554,76.17474212102935,63.0,74.0,85.0,30.0,118.0,74.0,71.0,75.0,1116.0
2016,Indirect migration background,2. Quintil,78.05750493615126,76.94968145495959,79.16532841734293,65.0,76.11344735568159,90.0,40.0,127.5,76.0,72.0,80.0,265.0
2016,Indirect migration background,3. Quintil,74.6043251560114,73.68015186410537,75.52849844791743,63.0,70.0,81.0,43.0,108.0,70.0,66.0,74.0,366.0
2016,Indirect migration background,4. Quintil,75.15555350042585,74.26239278619728,76.04871421465442,62.0,73.0,86.0,42.0,122.0,73.0,69.0,76.0,368.0
2016,Indirect migration background,5. Quintil,78.17966779864426,77.41867043086049,78.94066516642803,66.0,76.0,90.0,45.0,126.0,76.0,72.0,79.0,437.0
2017,No migration background,2. Quintil,,,,,,,,,,,,
2017,No migration background,3. Quintil,,,,,,,,,,,,
2017,No migration background,4. Quintil,,,,,,,,,,,,
2017,No migration background,5. Quintil,,,,,,,,,,,,
2017,Direct migration background,2. Quintil,,,,,,,,,,,,
2017,Direct migration background,3. Quintil,,,,,,,,,,,,
2017,Direct migration background,4. Quintil,,,,,,,,,,,,
2017,Direct migration background,5. Quintil,,,,,,,,,,,,
2017,Indirect migration background,2. Quintil,,,,,,,,,,,,
2017,Indirect migration background,3. Quintil,,,,,,,,,,,,
2017,Indirect migration background,4. Quintil,,,,,,,,,,,,
2017,Indirect migration background,5. Quintil,,,,,,,,,,,,
2018,No migration background,2. Quintil,81.39662140994899,80.86790432840016,81.92533849149783,67.0,79.0,91.0,36.0,127.0,79.0,78.0,80.0,1387.0
2018,No migration background,3. Quintil,79.58993382089734,79.23897172585582,79.94089591593887,65.0,76.0,90.0,35.0,127.5,76.0,74.0,77.0,2873.0
2018,No migration background,4. Quintil,79.03534382748268,78.80841243487639,79.26227522008897,66.0,77.0,90.0,38.0,126.0,77.0,76.0,78.0,5563.0
2018,No migration background,5. Quintil,79.62650240508077,79.45219212206153,79.80081268810001,67.0,78.0,90.0,35.0,124.5,78.0,77.0,78.0,9293.0
2018,Direct migration background,2. Quintil,76.76341213760627,76.47090492471408,77.05591935049846,65.0,75.0,85.0,37.0,115.0,75.0,74.0,76.0,3325.0
2018,Direct migration background,3. Quintil,75.97307822404431,75.62734659796254,76.31880985012609,65.0,75.0,85.0,40.0,115.0,75.0,72.0,77.025,1628.0
2018,Direct migration background,4. Quintil,75.85980611083728,75.45802581316593,76.26158640850863,64.0,75.0,85.0,40.0,116.5,75.0,73.0,77.0,1340.0
2018,Direct migration background,5. Quintil,75.71017494423288,75.28157274454168,76.13877714392407,64.0,75.0,86.0,31.0,119.0,75.0,72.0,77.0,1216.0
2018,Indirect migration background,2. Quintil,75.52612002855253,74.34495218482382,76.70728787228123,63.0,71.71517909280655,85.0,42.0,118.0,72.0,67.0,75.0,275.0
2018,Indirect migration background,3. Quintil,75.99512397137083,75.08711109032738,76.90313685241428,63.0,73.0,88.0,40.0,125.5,73.0,67.975,76.025,348.0
2018,Indirect migration background,4. Quintil,75.90169573631054,74.99788352057642,76.80550795204466,63.0,73.0,85.0,41.0,118.0,73.0,70.0,76.0,421.0
2018,Indirect migration background,5. Quintil,78.27358285019675,77.52195325352812,79.02521244686537,65.0,75.0,90.0,40.0,127.5,75.0,72.0,78.0,546.0
2019,No migration background,1. Quintil,,,,,,,,,,,,
2019,No migration background,2. Quintil,,,,,,,,,,,,
2019,No migration background,3. Quintil,,,,,,,,,,,,
2019,No migration background,4. Quintil,,,,,,,,,,,,
2019,No migration background,5. Quintil,,,,,,,,,,,,
2019,Direct migration background,2. Quintil,,,,,,,,,,,,
2019,Direct migration background,3. Quintil,,,,,,,,,,,,
2019,Direct migration background,4. Quintil,,,,,,,,,,,,
2019,Direct migration background,5. Quintil,,,,,,,,,,,,
2019,Indirect migration background,2. Quintil,,,,,,,,,,,,
2019,Indirect migration background,3. Quintil,,,,,,,,,,,,
2019,Indirect migration background,4. Quintil,,,,,,,,,,,,
2019,Indirect migration background,5. Quintil,,,,,,,,,,,,
2020,No migration background,2. Quintil,79.97970930204414,79.38851256750002,80.57090603658827,65.0,79.0,90.0,36.0,127.5,79.0,78.0,82.025,985.0
2020,No migration background,3. Quintil,80.45527728213973,80.04165227739533,80.86890228688414,65.0,78.0,90.0,40.0,127.5,78.0,76.0,79.0,2118.0
2020,No migration background,4. Quintil,80.45779257763948,80.1895713280237,80.72601382725526,67.0,79.0,90.0,37.0,124.5,79.0,78.0,80.0,4596.0
2020,No migration background,5. Quintil,79.77039839566541,79.60432439742046,79.93647239391036,67.0,78.0,90.0,37.0,124.5,78.0,77.0,78.025,10612.0
2020,Direct migration background,2. Quintil,78.90286312522822,78.36251962991604,79.44320662054041,69.0,79.0,87.0,42.0,114.0,79.0,77.0,83.0,836.0
2020,Direct migration background,3. Quintil,76.33255870572229,75.92278359369537,76.74233381774921,64.0,75.0,85.0,45.0,116.5,75.0,71.975,76.0,1217.0
2020,Direct migration background,4. Quintil,78.63254433768034,78.18313743471708,79.0819512406436,65.0,76.0,90.0,40.0,127.5,76.0,72.0,78.0,1416.0
2020,Direct migration background,5. Quintil,75.81582073383089,75.5004270050367,76.13121446262508,65.0,76.0,85.0,39.0,115.0,76.0,73.0,78.0,1986.0
2020,Indirect migration background,2. Quintil,81.72780324004587,79.8456733705918,83.60993310949995,67.0,79.73963598831939,92.0,40.0,129.5,80.0,75.0,88.025,173.0
2020,Indirect migration background,3. Quintil,74.57531564538824,73.60783566940772,75.54279562136877,63.0,73.0,81.0,40.0,108.0,73.0,69.0,76.0,291.0
2020,Indirect migration background,4. Quintil,76.79843047824157,75.96543121252019,77.63142974396295,65.0,75.0,85.0,39.0,115.0,75.0,72.0,78.0,383.0
2020,Indirect migration background,5. Quintil,80.31101649333881,79.53963745089212,81.08239553578551,65.0,76.0,93.0,40.0,135.0,76.0,72.0,78.0,658.0
2021,No migration background,2. Quintil,,,,,,,,,,,,
2021,No migration background,3. Quintil,,,,,,,,,,,,
2021,No migration background,4. Quintil,,,,,,,,,,,,
2021,No migration background,5. Quintil,,,,,,,,,,,,
2021,Direct migration background,2. Quintil,,,,,,,,,,,,
2021,Direct migration background,3. Quintil,,,,,,,,,,,,
2021,Direct migration background,4. Quintil,,,,,,,,,,,,
2021,Direct migration background,5. Quintil,,,,,,,,,,,,
2021,Indirect migration background,2. Quintil,,,,,,,,,,,,
2021,Indirect migration background,3. Quintil,,,,,,,,,,,,
2021,Indirect migration background,4. Quintil,,,,,,,,,,,,
2021,Indirect migration background,5. Quintil,,,,,,,,,,,,
