"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2019","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2019","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","direkter Migrationshintergrund","2.79","1.5","1964","1","1","4","6","7","2.71","2.87","1","7","2","2"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","2.86","2.5","371","1","2","4","5","7","2.69","3.03","1","7","2","3"
"2020","(Fach-)Abitur","kein Migrationshintergrund","2.74","1.5","2712","1","2","4","5","6","2.69","2.79","1","7","2","2"
"2020","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","2.89","1.5","1781","1","1","4","6","7","2.81","2.97","1","7","1","2"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","3.65","3.5","114","1","2","5","7","7","3.31","3.99","1","7","3","4"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","3.3","2.5","353","1","2","5","6","7","3.12","3.48","1","7","2","3"
"2020","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","AkademikerIn","direkter Migrationshintergrund","2.75","1.5","2122","1","1","4","5","7","2.68","2.82","1","7","2","2"
"2020","AkademikerIn","indirekter Migrationshintergrund","3.03","2.5","352","1","2","4","5","7","2.87","3.19","1","7","2","2"
"2020","AkademikerIn","kein Migrationshintergrund","2.62","1.5","5292","1","2","3","5","7","2.58","2.66","1","7","2","2"
"2020","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","Hauptschule","direkter Migrationshintergrund","2.92","1.5","2187","1","1","4","6","7","2.84","3","1","7","2","2"
"2020","Hauptschule","indirekter Migrationshintergrund","3.32","2.5","332","1","2","5","6","7","3.11","3.53","1","7","3","4"
"2020","Hauptschule","kein Migrationshintergrund","3.07","2.5","4198","1","2","4","6","7","3.02","3.12","1","7","3","3"
"2020","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","Realschule","direkter Migrationshintergrund","3.08","2.5","302","1","2","4","6","7","2.87","3.29","1","7","2","3"
"2020","Realschule","indirekter Migrationshintergrund","2.94","1.5","379","1","2","4","5","7","2.77","3.11","1","7","2","3"
"2020","Realschule","kein Migrationshintergrund","2.85","1.5","5555","1","2","4","5","7","2.81","2.89","1","7","2","2"
"2020","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
