"pgfamstd","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","35-65","Realschule","476","0.75425247524919","0.71957158910334","0.78893336139504"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","35-65","(Fach-)Abitur","149","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","35-65","AkademikerIn","344","0.734952369612795","0.693524136954849","0.776380602270741"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","66 +","(noch) kein Abschluss","5","0.260155936052644","0.0381373010665413","0.482174571038746"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","66 +","Hauptschule","376","0.459281032933719","0.423006306579227","0.495555759288212"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","66 +","Realschule","73","0.382223455835798","0.305225933496877","0.459220978174718"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","66 +","(Fach-)Abitur","32","0.633708382046492","0.495969238535786","0.771447525557197"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","66 +","AkademikerIn","34","0.551165080588721","0.419718009819044","0.682612151358399"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","17-34","(noch) kein Abschluss","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","17-34","Hauptschule","46","0.0262783445880913","0.0186201305558422","0.0339365586203404"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","17-34","Realschule","9","0.0100574705649986","0.00352400716444453","0.0165909339655527"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","17-34","(Fach-)Abitur","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","17-34","AkademikerIn","4","0.0235221211775632","0.00272503682089857","0.0443192055342278"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","35-65","(noch) kein Abschluss","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","35-65","Hauptschule","82","0.028558471689415","0.0226569610882213","0.0344599822906086"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","35-65","Realschule","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","35-65","(Fach-)Abitur","6","0.0362969187121664","0.0100464363252879","0.0625474010990448"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","35-65","AkademikerIn","17","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","66 +","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","66 +","Hauptschule","4","0.00507099144519039","-9.93779645443883e-05","0.0102413608549252"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","66 +","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","66 +","(Fach-)Abitur","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","66 +","AkademikerIn","2","","",""
"Ledig","1989","17-34","(noch) kein Abschluss","237","","",""
"Ledig","1989","17-34","Hauptschule","799","0.495332951212004","0.47139636742113","0.519269535002879"
"Ledig","1989","17-34","Realschule","544","0.586448202312605","0.554202349123404","0.618694055501806"
"Ledig","1989","17-34","(Fach-)Abitur","361","0.773792344695531","0.737446475157729","0.810138214233332"
"Ledig","1989","17-34","AkademikerIn","99","0.537727143229993","0.469310276064175","0.606144010395812"
"Ledig","1989","35-65","(noch) kein Abschluss","7","0.0420488724565603","0.0247820165064292","0.0593157284066913"
"Ledig","1989","35-65","Hauptschule","102","","",""
"Ledig","1989","35-65","Realschule","39","0.0911336731224853","0.0679502969728194","0.114317049272151"
"Ledig","1989","35-65","(Fach-)Abitur","16","","",""
"Ledig","1989","35-65","AkademikerIn","32","0.0975069519419915","0.0696621220344477","0.125351781849535"
"Ledig","1989","66 +","(noch) kein Abschluss","2","","",""
"Ledig","1989","66 +","Hauptschule","29","","",""
"Ledig","1989","66 +","Realschule","10","","",""
"Ledig","1989","66 +","(Fach-)Abitur","4","0.0941366336711158","0.0106513662921748","0.177621901050057"
"Ledig","1989","66 +","AkademikerIn","8","0.191140358285939","0.0872250506873441","0.295055665884533"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","17-34","(noch) kein Abschluss","5","0.0173875482482971","0.0036544421684276","0.0311206543281666"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","17-34","Hauptschule","46","0.0422689365886525","0.0326363364693582","0.0519015367079469"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","17-34","Realschule","18","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","17-34","(Fach-)Abitur","4","0.00457601016348805","-0.00128721728168506","0.0104392376086612"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","17-34","AkademikerIn","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","35-65","(noch) kein Abschluss","20","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","35-65","Hauptschule","159","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","35-65","Realschule","38","0.0772645264303736","0.055755739388255","0.0987733134724921"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","35-65","(Fach-)Abitur","15","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","35-65","AkademikerIn","35","0.0977844418601622","0.0699043061784695","0.125664577541855"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","66 +","(noch) kein Abschluss","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","66 +","Hauptschule","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","66 +","Realschule","6","0.0511024386452484","0.0162098770676131","0.0859950002228837"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","66 +","(Fach-)Abitur","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","66 +","AkademikerIn","1","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","17-34","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","17-34","Hauptschule","2","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","17-34","Realschule","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","17-34","(Fach-)Abitur","2","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","17-34","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","35-65","(noch) kein Abschluss","12","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","35-65","Hauptschule","156","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","35-65","Realschule","28","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","35-65","(Fach-)Abitur","9","0.0829423993107208","0.0442329146310173","0.121651883990424"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","35-65","AkademikerIn","8","0.0220675471094272","0.00827843486387092","0.0358566593549835"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","66 +","(noch) kein Abschluss","7","0.538014216030077","0.285716311761102","0.790312120299052"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","66 +","Hauptschule","300","0.466002408752303","0.429691023476553","0.502313794028053"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","66 +","Realschule","64","0.482763450113051","0.403583692147532","0.56194320807857"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","66 +","(Fach-)Abitur","7","0.181751744742166","0.0715011349225211","0.292002354561812"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","66 +","AkademikerIn","10","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","17-34","(noch) kein Abschluss","94","0.152014468772539","0.114560536356506","0.189468401188572"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","17-34","Hauptschule","866","0.439537120952372","0.416537846962524","0.462536394942219"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","17-34","Realschule","867","0.409070919610867","0.387164339139437","0.430977500082296"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","17-34","(Fach-)Abitur","159","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","17-34","AkademikerIn","342","0.537639880123198","0.494620993929939","0.580658766316457"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","35-65","(noch) kein Abschluss","442","0.801298792130249","0.766634151879424","0.835963432381073"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","35-65","Hauptschule","3422","0.784777488053893","0.772222175627434","0.797332800480351"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","35-65","Realschule","882","0.75537294490343","0.729568029176143","0.781177860630718"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","35-65","(Fach-)Abitur","181","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","35-65","AkademikerIn","899","0.765646211784156","0.7402177817885","0.791074641779812"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","66 +","(noch) kein Abschluss","9","0.326322913584721","0.134705997615021","0.517939829554421"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","66 +","Hauptschule","537","0.446302152048135","0.416627227808745","0.475977076287524"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","66 +","Realschule","91","0.389250292624418","0.319179387640245","0.459321197608591"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","66 +","(Fach-)Abitur","34","0.691426118731778","0.557944443885744","0.824907793577812"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","66 +","AkademikerIn","69","0.57637539400713","0.482748739100176","0.670002048914085"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","17-34","(noch) kein Abschluss","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","17-34","Hauptschule","40","0.0218217960457558","0.0150516637136047","0.0285919283779069"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","17-34","Realschule","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","17-34","(Fach-)Abitur","6","0.0102015845368738","0.00216114742754483","0.0182420216462027"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","17-34","AkademikerIn","5","0.0100966350683581","0.00147066453594404","0.0187226056007721"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","35-65","(noch) kein Abschluss","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","35-65","Hauptschule","84","0.022407496089551","0.0178859599748301","0.0269290322042719"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","35-65","Realschule","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","35-65","(Fach-)Abitur","5","0.0198422626394571","0.00177992596650128","0.037904599312413"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","35-65","AkademikerIn","16","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","66 +","(noch) kein Abschluss","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","66 +","Hauptschule","8","0.00843833411623513","0.00297790299183451","0.0138987652406358"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","66 +","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","66 +","(Fach-)Abitur","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","66 +","AkademikerIn","3","","",""
"Ledig","1990","17-34","(noch) kein Abschluss","250","","",""
"Ledig","1990","17-34","Hauptschule","821","0.489811640823543","0.466647150744423","0.512976130902662"
"Ledig","1990","17-34","Realschule","986","0.547731619100488","0.52555529165067","0.569907946550305"
"Ledig","1990","17-34","(Fach-)Abitur","430","0.792662457932454","0.760224344844688","0.825100571020219"
"Ledig","1990","17-34","AkademikerIn","146","","",""
"Ledig","1990","35-65","(noch) kein Abschluss","7","0.0375257946658827","0.0210157328879826","0.0540358564437829"
"Ledig","1990","35-65","Hauptschule","148","","",""
"Ledig","1990","35-65","Realschule","58","0.0918967869027918","0.0745552630228356","0.109238310782748"
"Ledig","1990","35-65","(Fach-)Abitur","19","","",""
"Ledig","1990","35-65","AkademikerIn","51","0.0825357944957355","0.0660167386463882","0.0990548503450828"
"Ledig","1990","66 +","(noch) kein Abschluss","2","","",""
"Ledig","1990","66 +","Hauptschule","41","0.0410021266819928","0.0291648792908765","0.0528393740731091"
"Ledig","1990","66 +","Realschule","10","","",""
"Ledig","1990","66 +","(Fach-)Abitur","2","","",""
"Ledig","1990","66 +","AkademikerIn","13","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","17-34","(noch) kein Abschluss","6","0.0238604655140618","0.00793998594488379","0.0397809450832398"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","17-34","Hauptschule","58","0.0478244528342999","0.0379360434572994","0.0577128622113005"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","17-34","Realschule","58","0.0312393017434272","0.0234881449664636","0.0389904585203908"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","17-34","(Fach-)Abitur","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","17-34","AkademikerIn","23","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","35-65","(noch) kein Abschluss","20","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","35-65","Hauptschule","264","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","35-65","Realschule","78","0.093020396324962","0.0755839755123785","0.110456817137546"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","35-65","(Fach-)Abitur","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","35-65","AkademikerIn","80","0.103581037562706","0.0852888715344532","0.121873203590958"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","66 +","(noch) kein Abschluss","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","66 +","Hauptschule","24","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","66 +","Realschule","7","0.0527353264925896","0.0206151362271538","0.0848555167580254"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","66 +","(Fach-)Abitur","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","66 +","AkademikerIn","4","0.0423906293637069","0.00421507713952873","0.0805661815878851"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","17-34","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","17-34","Hauptschule","4","0.00100498934402993","-0.000463278571757941","0.0024732572598178"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","17-34","Realschule","2","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","17-34","(Fach-)Abitur","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","17-34","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","35-65","(noch) kein Abschluss","12","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","35-65","Hauptschule","198","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","35-65","Realschule","35","0.0456751560440347","0.0331420814779086","0.0582082306101607"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","35-65","(Fach-)Abitur","8","0.0589414781120888","0.0284380129786115","0.0894449432455662"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","35-65","AkademikerIn","20","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","66 +","(noch) kein Abschluss","10","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","66 +","Hauptschule","468","0.480104795538184","0.450280881540073","0.509928709536295"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","66 +","Realschule","78","0.48341446840813","0.411598245466801","0.555230691349459"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","66 +","(Fach-)Abitur","7","0.192965380155375","0.0789259712649655","0.307004789045784"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","66 +","AkademikerIn","18","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","17-34","(noch) kein Abschluss","96","0.152816103618588","0.115596283164219","0.190035924072957"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","17-34","Hauptschule","834","0.439118071639557","0.415519931249291","0.462716212029823"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","17-34","Realschule","790","0.382531514344962","0.360367131063931","0.404695897625992"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","17-34","(Fach-)Abitur","168","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","17-34","AkademikerIn","312","0.557768372306834","0.513010507252488","0.602526237361181"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","35-65","(noch) kein Abschluss","429","0.799667268185827","0.764372101832162","0.834962434539493"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","35-65","Hauptschule","3295","0.781008680834493","0.768136033372386","0.793881328296601"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","35-65","Realschule","917","0.747294620769167","0.72168378808422","0.772905453454114"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","35-65","(Fach-)Abitur","190","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","35-65","AkademikerIn","911","0.758007072706993","0.732616296623343","0.783397848790643"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","66 +","(noch) kein Abschluss","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","66 +","Hauptschule","547","0.453330344184828","0.423333529770352","0.483327158599303"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","66 +","Realschule","88","0.379272215289944","0.308585970476707","0.449958460103181"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","66 +","(Fach-)Abitur","34","0.679728328906632","0.5434054396035","0.816051218209764"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","66 +","AkademikerIn","75","0.581270496078784","0.489491664849963","0.673049327307605"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","17-34","(noch) kein Abschluss","4","0.00882516746468496","-0.000849531876075137","0.0184998668054451"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","17-34","Hauptschule","36","0.0201177008812909","0.013441528663949","0.0267938730986328"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","17-34","Realschule","24","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","17-34","(Fach-)Abitur","4","0.00870735035094216","0.00131644402370178","0.0160982566781825"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","17-34","AkademikerIn","6","0.0126283188725389","0.0025652458548398","0.0226913918902381"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","35-65","(noch) kein Abschluss","21","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","35-65","Hauptschule","83","0.0223159625875329","0.0177183373319553","0.0269135878431104"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","35-65","Realschule","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","35-65","(Fach-)Abitur","5","0.0114298220437902","-0.00213192302741717","0.0249915671149975"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","35-65","AkademikerIn","15","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","66 +","(noch) kein Abschluss","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","66 +","Hauptschule","5","0.00535836090987874","0.000959354889813987","0.00975736692994349"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","66 +","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","66 +","(Fach-)Abitur","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","66 +","AkademikerIn","3","","",""
"Ledig","1991","17-34","(noch) kein Abschluss","256","","",""
"Ledig","1991","17-34","Hauptschule","775","0.491028780090846","0.467257559171339","0.514800001010353"
"Ledig","1991","17-34","Realschule","984","0.569690390626237","0.547110355532968","0.592270425719506"
"Ledig","1991","17-34","(Fach-)Abitur","433","0.763703738357793","0.729909346997964","0.797498129717621"
"Ledig","1991","17-34","AkademikerIn","130","","",""
"Ledig","1991","35-65","(noch) kein Abschluss","9","0.0482789052999082","0.0293764521053647","0.0671813584944517"
"Ledig","1991","35-65","Hauptschule","135","","",""
"Ledig","1991","35-65","Realschule","59","0.0941022300036033","0.0768950349988052","0.111309425008401"
"Ledig","1991","35-65","(Fach-)Abitur","18","","",""
"Ledig","1991","35-65","AkademikerIn","57","0.090126507013213","0.0731497478996183","0.107103266126808"
"Ledig","1991","66 +","(noch) kein Abschluss","1","","",""
"Ledig","1991","66 +","Hauptschule","37","0.0394006428349521","0.0276779318801949","0.0511233537897093"
"Ledig","1991","66 +","Realschule","7","0.0614634556245401","0.0264735408817434","0.0964533703673368"
"Ledig","1991","66 +","(Fach-)Abitur","2","","",""
"Ledig","1991","66 +","AkademikerIn","14","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","17-34","(noch) kein Abschluss","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","17-34","Hauptschule","51","0.0467741095592403","0.0367336849223352","0.0568145341961453"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","17-34","Realschule","47","0.0289098491623318","0.0212685477497069","0.0365511505749566"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","17-34","(Fach-)Abitur","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","17-34","AkademikerIn","23","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","35-65","(noch) kein Abschluss","23","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","35-65","Hauptschule","267","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","35-65","Realschule","85","0.101887774001509","0.0840600103112838","0.119715537691734"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","35-65","(Fach-)Abitur","15","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","35-65","AkademikerIn","85","0.105991952227761","0.0877426959602412","0.124241208495282"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","66 +","(noch) kein Abschluss","1","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","66 +","Hauptschule","22","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","66 +","Realschule","7","0.0491373266982332","0.0176472683195651","0.0806273850769012"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","66 +","(Fach-)Abitur","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","66 +","AkademikerIn","4","0.0454064774086229","0.00667583070011898","0.0841371241171267"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","17-34","(noch) kein Abschluss","","","",""
