"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Hauptschule","Laendlicher Raum","252","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Realschule","Staedtischer Raum","78","0.0868528811134549","0.0736129508886678","0.100092811338242"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","Realschule","Laendlicher Raum","29","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(Fach-)Abitur","Staedtischer Raum","10","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","(Fach-)Abitur","Laendlicher Raum","4","0.0540817801136314","0.0228911110571809","0.0852724491700818"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","AkademikerIn","Staedtischer Raum","24","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1993","AkademikerIn","Laendlicher Raum","18","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(noch) kein Abschluss","Staedtischer Raum","395","0.42868815733299","0.391326554526379","0.466049760139601"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(noch) kein Abschluss","Laendlicher Raum","75","0.328597025052178","0.257781548356551","0.399412501747806"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Hauptschule","Staedtischer Raum","2803","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Hauptschule","Laendlicher Raum","1385","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Realschule","Staedtischer Raum","946","0.520225366245868","0.496594624874538","0.543856107617198"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","Realschule","Laendlicher Raum","803","0.591890606290163","0.565356809101134","0.618424403479192"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(Fach-)Abitur","Staedtischer Raum","304","0.386635864371023","0.350586356555804","0.422685372186242"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","(Fach-)Abitur","Laendlicher Raum","84","0.369682643209964","0.305750362584093","0.433614923835834"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","AkademikerIn","Staedtischer Raum","729","0.638547476785504","0.609208044527822","0.667886909043186"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1994","AkademikerIn","Laendlicher Raum","500","0.756520703726069","0.722765267967641","0.790276139484497"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Hauptschule","Staedtischer Raum","113","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Hauptschule","Laendlicher Raum","32","0.0116145650639406","0.00693872351227768","0.0162904066156035"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Realschule","Staedtischer Raum","25","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","Realschule","Laendlicher Raum","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(Fach-)Abitur","Staedtischer Raum","17","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","AkademikerIn","Staedtischer Raum","21","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1994","AkademikerIn","Laendlicher Raum","9","0.0165286214679625","0.00650091828484566","0.0265563246510793"
"Ledig","1994","(noch) kein Abschluss","Staedtischer Raum","218","","",""
"Ledig","1994","(noch) kein Abschluss","Laendlicher Raum","85","0.591479025709092","0.517368210132985","0.665589841285199"
"Ledig","1994","Hauptschule","Staedtischer Raum","571","0.125663174051912","0.115453365452955","0.135872982650868"
"Ledig","1994","Hauptschule","Laendlicher Raum","261","","",""
"Ledig","1994","Realschule","Staedtischer Raum","578","0.315881511235117","0.293893258971761","0.337869763498472"
"Ledig","1994","Realschule","Laendlicher Raum","394","0.271151348091487","0.247151143312371","0.295151552870603"
"Ledig","1994","(Fach-)Abitur","Staedtischer Raum","352","0.521351537704259","0.484371892040777","0.558331183367741"
"Ledig","1994","(Fach-)Abitur","Laendlicher Raum","121","","",""
"Ledig","1994","AkademikerIn","Staedtischer Raum","177","","",""
"Ledig","1994","AkademikerIn","Laendlicher Raum","65","0.132500378667412","0.105835138624729","0.159165618710094"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(noch) kein Abschluss","Laendlicher Raum","4","0.0393864213593516","0.0100604530649576","0.0687123896537456"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Hauptschule","Staedtischer Raum","193","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Hauptschule","Laendlicher Raum","100","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Realschule","Staedtischer Raum","93","0.064715257484514","0.0530783331623742","0.0763521818066538"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","Realschule","Laendlicher Raum","66","0.0692341312306845","0.0555293933358829","0.0829388691254861"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(Fach-)Abitur","Staedtischer Raum","19","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","(Fach-)Abitur","Laendlicher Raum","8","0.0469171994874751","0.0189107928517711","0.0749236061231791"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","AkademikerIn","Staedtischer Raum","77","0.0917248803436134","0.0740977439697681","0.109352016717459"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1994","AkademikerIn","Laendlicher Raum","28","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Hauptschule","Staedtischer Raum","369","0.14772382381418","0.13679459175507","0.15865305587329"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Hauptschule","Laendlicher Raum","239","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Realschule","Staedtischer Raum","75","0.0826962644405041","0.069668722784805","0.0957238060962031"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","Realschule","Laendlicher Raum","26","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(Fach-)Abitur","Staedtischer Raum","9","0.0252650351956843","0.0136480801623347","0.036881990229034"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","(Fach-)Abitur","Laendlicher Raum","4","0.0539888374869889","0.024057498047567","0.0839201769264107"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","AkademikerIn","Staedtischer Raum","26","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1994","AkademikerIn","Laendlicher Raum","19","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(noch) kein Abschluss","Staedtischer Raum","401","0.403039617343712","0.366519841964867","0.439559392722556"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(noch) kein Abschluss","Laendlicher Raum","71","0.29351538146537","0.227538872153934","0.359491890776806"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Hauptschule","Staedtischer Raum","2830","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Hauptschule","Laendlicher Raum","1377","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Realschule","Staedtischer Raum","971","0.532920848647805","0.509478557066297","0.556363140229314"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","Realschule","Laendlicher Raum","834","0.605336382531594","0.579387892087458","0.631284872975729"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(Fach-)Abitur","Staedtischer Raum","387","0.425953704407357","0.391858203925139","0.460049204889575"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","(Fach-)Abitur","Laendlicher Raum","103","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","AkademikerIn","Staedtischer Raum","743","0.61691271493425","0.588144990711597","0.645680439156904"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1995","AkademikerIn","Laendlicher Raum","533","0.76013449739123","0.727383795050571","0.792885199731889"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Hauptschule","Staedtischer Raum","96","0.0220571032843883","0.0175388606213024","0.0265753459474741"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Hauptschule","Laendlicher Raum","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Realschule","Staedtischer Raum","34","0.0133182623881438","0.00793202121626602","0.0187045035600215"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","Realschule","Laendlicher Raum","20","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(Fach-)Abitur","Staedtischer Raum","13","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","AkademikerIn","Staedtischer Raum","23","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1995","AkademikerIn","Laendlicher Raum","4","0.00832773518298358","0.00135763473145602","0.0152978356345111"
"Ledig","1995","(noch) kein Abschluss","Staedtischer Raum","236","","",""
"Ledig","1995","(noch) kein Abschluss","Laendlicher Raum","104","","",""
"Ledig","1995","Hauptschule","Staedtischer Raum","564","0.124261084621977","0.114112780820209","0.134409388423745"
"Ledig","1995","Hauptschule","Laendlicher Raum","267","","",""
"Ledig","1995","Realschule","Staedtischer Raum","569","0.301112606448265","0.27955792845143","0.322667284445101"
"Ledig","1995","Realschule","Laendlicher Raum","397","0.257417894883616","0.234207006136073","0.280628783631158"
"Ledig","1995","(Fach-)Abitur","Staedtischer Raum","371","0.483511047875237","0.449054153652464","0.51796794209801"
"Ledig","1995","(Fach-)Abitur","Laendlicher Raum","136","","",""
"Ledig","1995","AkademikerIn","Staedtischer Raum","213","","",""
"Ledig","1995","AkademikerIn","Laendlicher Raum","62","0.126587370973336","0.101084068356198","0.152090673590475"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","(noch) kein Abschluss","Laendlicher Raum","4","0.0466155431034619","0.0160718214007328","0.077159264806191"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","Hauptschule","Staedtischer Raum","199","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","Hauptschule","Laendlicher Raum","115","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","Realschule","Staedtischer Raum","98","0.0718127230087132","0.0596818524187727","0.0839435935986537"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","Realschule","Laendlicher Raum","80","0.0765402244056336","0.0624260974291254","0.0906543513821418"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","(Fach-)Abitur","Staedtischer Raum","25","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","(Fach-)Abitur","Laendlicher Raum","7","0.0247988051590702","0.00559840362112075","0.0439992066970196"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","AkademikerIn","Staedtischer Raum","89","0.0952098813254709","0.0778414852798901","0.112578277371052"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1995","AkademikerIn","Laendlicher Raum","38","0.0688889867273371","0.0494637137469209","0.0883142597077533"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","(noch) kein Abschluss","Staedtischer Raum","21","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","Hauptschule","Staedtischer Raum","370","0.152421802064981","0.141364428050896","0.163479176079065"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","Hauptschule","Laendlicher Raum","238","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","Realschule","Staedtischer Raum","68","0.0808355595070725","0.0680278550212826","0.0936432639928624"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","Realschule","Laendlicher Raum","32","0.0426486151951193","0.0319213673426153","0.0533758630476233"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","(Fach-)Abitur","Staedtischer Raum","12","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","(Fach-)Abitur","Laendlicher Raum","4","0.0435796270482617","0.0183730435980439","0.0687862104984794"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","AkademikerIn","Staedtischer Raum","29","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1995","AkademikerIn","Laendlicher Raum","16","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","(noch) kein Abschluss","Staedtischer Raum","355","0.382163080663538","0.344778971567899","0.419547189759177"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","(noch) kein Abschluss","Laendlicher Raum","71","0.275656113676211","0.212118996723086","0.339193230629336"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","Hauptschule","Staedtischer Raum","2719","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","Hauptschule","Laendlicher Raum","1329","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","Realschule","Staedtischer Raum","970","0.534133387973283","0.510681443290698","0.557585332655869"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","Realschule","Laendlicher Raum","829","0.603530437889736","0.577542396912323","0.629518478867149"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","(Fach-)Abitur","Staedtischer Raum","376","0.429062082418146","0.394526713402132","0.463597451434161"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","(Fach-)Abitur","Laendlicher Raum","95","0.385570994591896","0.323992296508699","0.447149692675093"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","AkademikerIn","Staedtischer Raum","761","0.625035057790506","0.596555442224182","0.65351467335683"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1996","AkademikerIn","Laendlicher Raum","510","0.726835316521871","0.69263307425785","0.761037558785892"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","Hauptschule","Staedtischer Raum","105","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","Hauptschule","Laendlicher Raum","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","Realschule","Staedtischer Raum","51","0.0286707547832916","0.0208251577053534","0.0365163518612298"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","Realschule","Laendlicher Raum","27","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","(Fach-)Abitur","Staedtischer Raum","11","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","AkademikerIn","Staedtischer Raum","25","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1996","AkademikerIn","Laendlicher Raum","6","0.0135909728165955","0.00470350411914009","0.0224784415140509"
"Ledig","1996","(noch) kein Abschluss","Staedtischer Raum","233","","",""
"Ledig","1996","(noch) kein Abschluss","Laendlicher Raum","109","","",""
"Ledig","1996","Hauptschule","Staedtischer Raum","551","0.12664797929087","0.116246108913186","0.137049849668553"
"Ledig","1996","Hauptschule","Laendlicher Raum","275","","",""
"Ledig","1996","Realschule","Staedtischer Raum","562","0.292923889798718","0.271527835897348","0.314319943700088"
"Ledig","1996","Realschule","Laendlicher Raum","396","0.257227356932779","0.234005039566145","0.280449674299413"
"Ledig","1996","(Fach-)Abitur","Staedtischer Raum","367","0.4809799909262","0.446116959708109","0.515843022144291"
"Ledig","1996","(Fach-)Abitur","Laendlicher Raum","133","","",""
"Ledig","1996","AkademikerIn","Staedtischer Raum","220","","",""
"Ledig","1996","AkademikerIn","Laendlicher Raum","80","0.152888463617316","0.125264757214959","0.180512170019674"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","(noch) kein Abschluss","Laendlicher Raum","6","0.0438038356739316","0.0147033082900453","0.072904363057818"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","Hauptschule","Staedtischer Raum","200","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","Hauptschule","Laendlicher Raum","122","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","Realschule","Staedtischer Raum","93","0.0721744978528093","0.0600084857789619","0.0843405099266566"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","Realschule","Laendlicher Raum","77","0.0725859876019442","0.0588017658795671","0.0863702093243212"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","(Fach-)Abitur","Staedtischer Raum","22","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","(Fach-)Abitur","Laendlicher Raum","7","0.0339155351509153","0.0110148035667632","0.0568162667350674"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","AkademikerIn","Staedtischer Raum","77","0.0863130281399573","0.0697925164539033","0.102833539826011"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1996","AkademikerIn","Laendlicher Raum","37","0.0678698710052704","0.0485634808722307","0.08717626113831"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","Hauptschule","Staedtischer Raum","352","0.147669478270914","0.136573463377946","0.158765493163882"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","Hauptschule","Laendlicher Raum","239","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","Realschule","Staedtischer Raum","62","0.0720974695918974","0.0599374466093488","0.0842574925744459"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","Realschule","Laendlicher Raum","32","0.0461216780384889","0.0349782691162154","0.0572650869607625"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","(Fach-)Abitur","Staedtischer Raum","13","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","(Fach-)Abitur","Laendlicher Raum","4","0.0480850745941022","0.0210176655932776","0.0751524835949268"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","AkademikerIn","Staedtischer Raum","27","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1996","AkademikerIn","Laendlicher Raum","19","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","(noch) kein Abschluss","Staedtischer Raum","337","0.384187022279077","0.346265539050876","0.422108505507278"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","(noch) kein Abschluss","Laendlicher Raum","66","0.2871924260384","0.22417101251021","0.35021383956659"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","Hauptschule","Staedtischer Raum","2617","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","Hauptschule","Laendlicher Raum","1281","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","Realschule","Staedtischer Raum","956","0.528799676543807","0.505202581974778","0.552396771112836"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","Realschule","Laendlicher Raum","824","0.616406863916826","0.590400524195649","0.642413203638003"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","(Fach-)Abitur","Staedtischer Raum","379","0.431453811594772","0.396916814301656","0.465990808887888"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","(Fach-)Abitur","Laendlicher Raum","92","0.380087283871766","0.316941827696916","0.443232740046615"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","AkademikerIn","Staedtischer Raum","732","0.607743375747899","0.578863708755984","0.636623042739813"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1997","AkademikerIn","Laendlicher Raum","512","0.713861210572548","0.679510752872795","0.748211668272302"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","Hauptschule","Staedtischer Raum","103","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","Hauptschule","Laendlicher Raum","27","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","Realschule","Staedtischer Raum","50","0.0301025645651103","0.0220251047435943","0.0381800243866263"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","Realschule","Laendlicher Raum","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","(Fach-)Abitur","Staedtischer Raum","14","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","AkademikerIn","Staedtischer Raum","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1997","AkademikerIn","Laendlicher Raum","12","","",""
"Ledig","1997","(noch) kein Abschluss","Staedtischer Raum","235","","",""
"Ledig","1997","(noch) kein Abschluss","Laendlicher Raum","122","","",""
"Ledig","1997","Hauptschule","Staedtischer Raum","537","0.126370640216748","0.115827074163844","0.136914206269652"
"Ledig","1997","Hauptschule","Laendlicher Raum","262","","",""
"Ledig","1997","Realschule","Staedtischer Raum","558","0.300339236244638","0.278669184487437","0.322009288001839"
"Ledig","1997","Realschule","Laendlicher Raum","381","0.251783243762141","0.228569926244882","0.274996561279401"
"Ledig","1997","(Fach-)Abitur","Staedtischer Raum","362","0.468875263850139","0.43407668802062","0.503673839679659"
"Ledig","1997","(Fach-)Abitur","Laendlicher Raum","120","","",""
"Ledig","1997","AkademikerIn","Staedtischer Raum","233","","",""
"Ledig","1997","AkademikerIn","Laendlicher Raum","83","0.159803489694367","0.13195376960532","0.187653209783414"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","(noch) kein Abschluss","Staedtischer Raum","18","","",""
