year,migback,pgisced97,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,No migration background,Lower Secondary Level,Seldom,0.24991,357,1574,0.22851,0.27131
2019,No migration background,Lower Secondary Level,Never,0.08361,118,1574,0.06993,0.09729
2019,No migration background,Upper Secondary Level,Daily,0.03488,328,9163,0.03112,0.03864
2019,No migration background,Upper Secondary Level,At least once per week,0.34428,3184,9163,0.33455,0.35401
2019,No migration background,Upper Secondary Level,At least once per month,0.32320,3002,9163,0.31362,0.33277
2019,No migration background,Upper Secondary Level,Seldom,0.24081,2185,9163,0.23206,0.24957
2019,No migration background,Upper Secondary Level,Never,0.05683,464,9163,0.05209,0.06157
2019,No migration background,Post-secondary Non-tertiary Level,Daily,0.02613,45,1480,0.01800,0.03426
2019,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.40399,595,1480,0.37898,0.42900
2019,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.37854,575,1480,0.35382,0.40326
2019,No migration background,Post-secondary Non-tertiary Level,Seldom,0.17317,265,1480,0.15388,0.19245
2019,No migration background,First Stage of Tertiary Education,Daily,0.02075,32,1503,0.01354,0.02796
2019,No migration background,First Stage of Tertiary Education,At least once per week,0.36094,517,1503,0.33665,0.38523
2019,No migration background,First Stage of Tertiary Education,At least once per month,0.32057,548,1503,0.29697,0.34417
2019,No migration background,First Stage of Tertiary Education,Seldom,0.25299,357,1503,0.23101,0.27498
2019,No migration background,First Stage of Tertiary Education,Never,0.04475,49,1503,0.03430,0.05521
2019,No migration background,Second Stage of Tertiary Education,Daily,0.02116,113,5600,0.01739,0.02493
2019,No migration background,Second Stage of Tertiary Education,At least once per week,0.36581,2032,5600,0.35319,0.37843
2019,No migration background,Second Stage of Tertiary Education,At least once per month,0.39921,2294,5600,0.38639,0.41204
2019,No migration background,Second Stage of Tertiary Education,Seldom,0.18936,1065,5600,0.17910,0.19962
2019,No migration background,Second Stage of Tertiary Education,Never,0.02446,96,5600,0.02041,0.02851
2019,Direct migration background,No answer / don't know,At least once per week,0.42527,43,43,0.27575,0.57478
2019,Direct migration background,Primary Level,At least once per week,0.47069,76,171,0.39565,0.54572
2019,Direct migration background,Primary Level,At least once per month,0.22796,55,171,0.16490,0.29103
2019,Direct migration background,Primary Level,Seldom,0.18562,40,171,0.12717,0.24407
2019,Direct migration background,Lower Secondary Level,Daily,0.05525,32,613,0.03715,0.07335
2019,Direct migration background,Lower Secondary Level,At least once per week,0.34353,211,613,0.30591,0.38116
2019,Direct migration background,Lower Secondary Level,At least once per month,0.28794,166,613,0.25206,0.32381
2019,Direct migration background,Lower Secondary Level,Seldom,0.24872,152,613,0.21447,0.28297
2019,Direct migration background,Lower Secondary Level,Never,0.06456,52,613,0.04509,0.08403
2019,Direct migration background,Upper Secondary Level,Daily,0.03273,60,1316,0.02312,0.04235
2019,Direct migration background,Upper Secondary Level,At least once per week,0.36561,467,1316,0.33958,0.39164
2019,Direct migration background,Upper Secondary Level,At least once per month,0.33173,435,1316,0.30629,0.35718
2019,Direct migration background,Upper Secondary Level,Seldom,0.22086,277,1316,0.19844,0.24328
2019,Direct migration background,Upper Secondary Level,Never,0.04906,77,1316,0.03739,0.06074
2019,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.32403,193,492,0.28264,0.36543
2019,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.34922,168,492,0.30705,0.39139
2019,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.22656,131,492,0.18953,0.26359
2019,Direct migration background,First Stage of Tertiary Education,At least once per week,0.47624,33,33,0.30319,0.64928
2019,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.38243,401,1087,0.35353,0.41133
2019,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.36475,410,1087,0.33612,0.39338
2019,Direct migration background,Second Stage of Tertiary Education,Seldom,0.20488,234,1087,0.18087,0.22889
2019,Direct migration background,Second Stage of Tertiary Education,Never,0.02583,42,1087,0.01639,0.03526
2019,Indirect migration background,No answer / don't know,At least once per week,0.60937,62,62,0.48693,0.73181
2019,Indirect migration background,Pre-primary Level,At least once per week,0.43796,44,44,0.28966,0.58625
2019,Indirect migration background,Lower Secondary Level,At least once per week,0.38583,97,201,0.31836,0.45329
2019,Indirect migration background,Lower Secondary Level,At least once per month,0.33661,61,201,0.27112,0.40211
2019,Indirect migration background,Lower Secondary Level,Seldom,0.15108,43,201,0.10144,0.20071
2019,Indirect migration background,Upper Secondary Level,Daily,0.07414,53,610,0.05333,0.09495
2019,Indirect migration background,Upper Secondary Level,At least once per week,0.44651,289,610,0.40702,0.48599
2019,Indirect migration background,Upper Secondary Level,At least once per month,0.27021,163,610,0.23494,0.30548
2019,Indirect migration background,Upper Secondary Level,Seldom,0.18354,105,610,0.15279,0.21428
2019,Indirect migration background,Post-secondary Non-tertiary Level,At least once per week,0.52060,61,100,0.42219,0.61901
2019,Indirect migration background,Post-secondary Non-tertiary Level,At least once per month,0.32267,39,100,0.23058,0.41476
2019,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.53597,141,282,0.47766,0.59428
2019,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.35830,106,282,0.30223,0.41436
2019,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.09997,35,282,0.06490,0.13505
2021,No migration background,No answer / don't know,At least once per week,0.44476,153,281,0.38656,0.50297
2021,No migration background,No answer / don't know,At least once per month,0.34016,83,281,0.28467,0.39565
2021,No migration background,No answer / don't know,Seldom,0.12599,45,281,0.08712,0.16486
2021,No migration background,Pre-primary Level,At least once per week,0.52424,50,50,0.38441,0.66408
2021,No migration background,Primary Level,At least once per week,0.43261,33,33,0.26095,0.60427
2021,No migration background,Lower Secondary Level,Daily,0.08973,83,886,0.07090,0.10856
2021,No migration background,Lower Secondary Level,At least once per week,0.39719,378,886,0.36495,0.42943
2021,No migration background,Lower Secondary Level,At least once per month,0.22825,192,886,0.20060,0.25591
2021,No migration background,Lower Secondary Level,Seldom,0.21227,181,886,0.18533,0.23922
2021,No migration background,Lower Secondary Level,Never,0.07255,52,886,0.05546,0.08964
2021,No migration background,Upper Secondary Level,Daily,0.06033,348,5718,0.05416,0.06650
2021,No migration background,Upper Secondary Level,At least once per week,0.43726,2521,5718,0.42441,0.45012
2021,No migration background,Upper Secondary Level,At least once per month,0.23668,1424,5718,0.22566,0.24770
2021,No migration background,Upper Secondary Level,Seldom,0.21324,1177,5718,0.20263,0.22386
2021,No migration background,Upper Secondary Level,Never,0.05248,248,5718,0.04670,0.05826
2021,No migration background,Post-secondary Non-tertiary Level,Daily,0.03252,37,1019,0.02163,0.04342
2021,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.50681,514,1019,0.47609,0.53752
2021,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.29806,305,1019,0.26996,0.32616
2021,No migration background,Post-secondary Non-tertiary Level,Seldom,0.13015,163,1019,0.10948,0.15082
2021,No migration background,First Stage of Tertiary Education,Daily,0.05919,39,874,0.04354,0.07485
2021,No migration background,First Stage of Tertiary Education,At least once per week,0.41189,396,874,0.37924,0.44454
2021,No migration background,First Stage of Tertiary Education,At least once per month,0.27572,276,874,0.24608,0.30537
2021,No migration background,First Stage of Tertiary Education,Seldom,0.21566,163,874,0.18838,0.24295
2021,No migration background,Second Stage of Tertiary Education,Daily,0.04043,151,4084,0.03439,0.04648
2021,No migration background,Second Stage of Tertiary Education,At least once per week,0.48019,1918,4084,0.46486,0.49551
2021,No migration background,Second Stage of Tertiary Education,At least once per month,0.29748,1247,4084,0.28345,0.31150
2021,No migration background,Second Stage of Tertiary Education,Seldom,0.15581,663,4084,0.14469,0.16694
2021,No migration background,Second Stage of Tertiary Education,Never,0.02609,105,4084,0.02120,0.03098
2021,Direct migration background,No answer / don't know,At least once per week,0.54952,106,247,0.48734,0.61169
2021,Direct migration background,No answer / don't know,At least once per month,0.16134,77,247,0.11537,0.20731
2021,Direct migration background,No answer / don't know,Seldom,0.18420,64,247,0.13575,0.23264
2021,Direct migration background,Primary Level,At least once per week,0.37051,44,44,0.22616,0.51486
2021,Direct migration background,Lower Secondary Level,At least once per week,0.31659,126,323,0.26578,0.36739
2021,Direct migration background,Lower Secondary Level,At least once per month,0.28353,111,323,0.23430,0.33276
2021,Direct migration background,Lower Secondary Level,Seldom,0.25985,86,323,0.21195,0.30775
2021,Direct migration background,Upper Secondary Level,Daily,0.06148,49,856,0.04538,0.07758
2021,Direct migration background,Upper Secondary Level,At least once per week,0.36928,355,856,0.33693,0.40163
2021,Direct migration background,Upper Secondary Level,At least once per month,0.25705,223,856,0.22775,0.28634
2021,Direct migration background,Upper Secondary Level,Seldom,0.24440,183,856,0.21559,0.27320
2021,Direct migration background,Upper Secondary Level,Never,0.06780,46,856,0.05095,0.08465
2021,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.33160,143,350,0.28220,0.38099
2021,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.30245,118,350,0.25426,0.35064
2021,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.26055,89,350,0.21449,0.30660
2021,Direct migration background,Second Stage of Tertiary Education,Daily,0.04606,40,1015,0.03316,0.05896
2021,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.36591,415,1015,0.33626,0.39556
2021,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.29774,335,1015,0.26959,0.32588
2021,Direct migration background,Second Stage of Tertiary Education,Seldom,0.24487,193,1015,0.21840,0.27133
2021,Direct migration background,Second Stage of Tertiary Education,Never,0.04543,32,1015,0.03261,0.05824
2021,Indirect migration background,Lower Secondary Level,At least once per week,0.42019,52,52,0.28472,0.55566
2021,Indirect migration background,Upper Secondary Level,At least once per week,0.47361,193,346,0.42092,0.52629
2021,Indirect migration background,Upper Secondary Level,At least once per month,0.25946,96,346,0.21320,0.30571
2021,Indirect migration background,Upper Secondary Level,Seldom,0.16643,57,346,0.12712,0.20573
2021,Indirect migration background,Post-secondary Non-tertiary Level,At least once per week,0.39143,40,74,0.27946,0.50339
2021,Indirect migration background,Post-secondary Non-tertiary Level,At least once per month,0.45435,34,74,0.34013,0.56857
2021,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.62062,118,176,0.54872,0.69251
2021,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.23009,58,176,0.16773,0.29245
