"pli0080","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1999","66","2","","","",""
"Täglich","1999","66","3","","","",""
"Täglich","1999","66","4","","","",""
"Täglich","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1999","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1999","17-29","2","","","",""
"Min 1x pro Woche","1999","17-29","3","","","",""
"Min 1x pro Woche","1999","17-29","4","","","",""
"Min 1x pro Woche","1999","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1999","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1999","30-45","2","","","",""
"Min 1x pro Woche","1999","30-45","3","","","",""
"Min 1x pro Woche","1999","30-45","4","","","",""
"Min 1x pro Woche","1999","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1999","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1999","46-65","2","","","",""
"Min 1x pro Woche","1999","46-65","3","","","",""
"Min 1x pro Woche","1999","46-65","4","","","",""
"Min 1x pro Woche","1999","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1999","66","2","","","",""
"Min 1x pro Woche","1999","66","3","","","",""
"Min 1x pro Woche","1999","66","4","","","",""
"Min 1x pro Woche","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1999","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1999","17-29","2","","","",""
"Min 1x pro Monat","1999","17-29","3","","","",""
"Min 1x pro Monat","1999","17-29","4","","","",""
"Min 1x pro Monat","1999","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1999","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1999","30-45","2","","","",""
"Min 1x pro Monat","1999","30-45","3","","","",""
"Min 1x pro Monat","1999","30-45","4","","","",""
"Min 1x pro Monat","1999","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1999","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1999","46-65","2","","","",""
"Min 1x pro Monat","1999","46-65","3","","","",""
"Min 1x pro Monat","1999","46-65","4","","","",""
"Min 1x pro Monat","1999","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1999","66","2","","","",""
"Min 1x pro Monat","1999","66","3","","","",""
"Min 1x pro Monat","1999","66","4","","","",""
"Min 1x pro Monat","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1999","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1999","17-29","2","","","",""
"Seltener","1999","17-29","3","","","",""
"Seltener","1999","17-29","4","","","",""
"Seltener","1999","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1999","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1999","30-45","2","","","",""
"Seltener","1999","30-45","3","","","",""
"Seltener","1999","30-45","4","","","",""
"Seltener","1999","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1999","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1999","46-65","2","","","",""
"Seltener","1999","46-65","3","","","",""
"Seltener","1999","46-65","4","","","",""
"Seltener","1999","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1999","66","2","","","",""
"Seltener","1999","66","3","","","",""
"Seltener","1999","66","4","","","",""
"Seltener","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","1999","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","1999","17-29","2","","","",""
"Nie","1999","17-29","3","","","",""
"Nie","1999","17-29","4","","","",""
"Nie","1999","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","1999","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","1999","30-45","2","","","",""
"Nie","1999","30-45","3","","","",""
"Nie","1999","30-45","4","","","",""
"Nie","1999","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","1999","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","1999","46-65","2","","","",""
"Nie","1999","46-65","3","","","",""
"Nie","1999","46-65","4","","","",""
"Nie","1999","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","1999","66","2","","","",""
"Nie","1999","66","3","","","",""
"Nie","1999","66","4","","","",""
"Nie","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","17-29","2","","","",""
"Täglich","2000","17-29","3","","","",""
"Täglich","2000","17-29","4","","","",""
"Täglich","2000","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","30-45","2","","","",""
"Täglich","2000","30-45","3","","","",""
"Täglich","2000","30-45","4","","","",""
"Täglich","2000","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","46-65","2","","","",""
"Täglich","2000","46-65","3","","","",""
"Täglich","2000","46-65","4","","","",""
"Täglich","2000","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","66","2","","","",""
"Täglich","2000","66","3","","","",""
"Täglich","2000","66","4","","","",""
"Täglich","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","17-29","2","","","",""
"Min 1x pro Woche","2000","17-29","3","","","",""
"Min 1x pro Woche","2000","17-29","4","","","",""
"Min 1x pro Woche","2000","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","30-45","2","","","",""
"Min 1x pro Woche","2000","30-45","3","","","",""
"Min 1x pro Woche","2000","30-45","4","","","",""
"Min 1x pro Woche","2000","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","46-65","2","","","",""
"Min 1x pro Woche","2000","46-65","3","","","",""
"Min 1x pro Woche","2000","46-65","4","","","",""
"Min 1x pro Woche","2000","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","66","2","","","",""
"Min 1x pro Woche","2000","66","3","","","",""
"Min 1x pro Woche","2000","66","4","","","",""
"Min 1x pro Woche","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","17-29","2","","","",""
"Min 1x pro Monat","2000","17-29","3","","","",""
"Min 1x pro Monat","2000","17-29","4","","","",""
"Min 1x pro Monat","2000","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","30-45","2","","","",""
"Min 1x pro Monat","2000","30-45","3","","","",""
"Min 1x pro Monat","2000","30-45","4","","","",""
"Min 1x pro Monat","2000","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","46-65","2","","","",""
"Min 1x pro Monat","2000","46-65","3","","","",""
"Min 1x pro Monat","2000","46-65","4","","","",""
"Min 1x pro Monat","2000","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","66","2","","","",""
"Min 1x pro Monat","2000","66","3","","","",""
"Min 1x pro Monat","2000","66","4","","","",""
"Min 1x pro Monat","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","17-29","2","","","",""
"Seltener","2000","17-29","3","","","",""
"Seltener","2000","17-29","4","","","",""
"Seltener","2000","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","30-45","2","","","",""
"Seltener","2000","30-45","3","","","",""
"Seltener","2000","30-45","4","","","",""
"Seltener","2000","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","46-65","2","","","",""
"Seltener","2000","46-65","3","","","",""
"Seltener","2000","46-65","4","","","",""
"Seltener","2000","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","66","2","","","",""
"Seltener","2000","66","3","","","",""
"Seltener","2000","66","4","","","",""
"Seltener","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","17-29","2","","","",""
"Nie","2000","17-29","3","","","",""
"Nie","2000","17-29","4","","","",""
"Nie","2000","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","30-45","2","","","",""
"Nie","2000","30-45","3","","","",""
"Nie","2000","30-45","4","","","",""
"Nie","2000","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","46-65","2","","","",""
"Nie","2000","46-65","3","","","",""
"Nie","2000","46-65","4","","","",""
"Nie","2000","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","66","2","","","",""
"Nie","2000","66","3","","","",""
"Nie","2000","66","4","","","",""
"Nie","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","17-29","2","","","",""
"Täglich","2001","17-29","3","","","",""
"Täglich","2001","17-29","4","","","",""
"Täglich","2001","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","30-45","2","","","",""
"Täglich","2001","30-45","3","","","",""
"Täglich","2001","30-45","4","","","",""
"Täglich","2001","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","46-65","2","","","",""
"Täglich","2001","46-65","3","","","",""
"Täglich","2001","46-65","4","","","",""
"Täglich","2001","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","66","2","","","",""
"Täglich","2001","66","3","","","",""
"Täglich","2001","66","4","","","",""
"Täglich","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2001","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2001","17-29","2","","","",""
"Min 1x pro Woche","2001","17-29","3","","","",""
"Min 1x pro Woche","2001","17-29","4","","","",""
"Min 1x pro Woche","2001","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2001","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2001","30-45","2","","","",""
"Min 1x pro Woche","2001","30-45","3","","","",""
"Min 1x pro Woche","2001","30-45","4","","","",""
"Min 1x pro Woche","2001","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2001","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2001","46-65","2","","","",""
"Min 1x pro Woche","2001","46-65","3","","","",""
"Min 1x pro Woche","2001","46-65","4","","","",""
"Min 1x pro Woche","2001","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2001","66","2","","","",""
"Min 1x pro Woche","2001","66","3","","","",""
"Min 1x pro Woche","2001","66","4","","","",""
"Min 1x pro Woche","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","17-29","2","","","",""
"Min 1x pro Monat","2001","17-29","3","","","",""
"Min 1x pro Monat","2001","17-29","4","","","",""
"Min 1x pro Monat","2001","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","30-45","2","","","",""
"Min 1x pro Monat","2001","30-45","3","","","",""
"Min 1x pro Monat","2001","30-45","4","","","",""
"Min 1x pro Monat","2001","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","46-65","2","","","",""
"Min 1x pro Monat","2001","46-65","3","","","",""
"Min 1x pro Monat","2001","46-65","4","","","",""
"Min 1x pro Monat","2001","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","66","2","","","",""
"Min 1x pro Monat","2001","66","3","","","",""
"Min 1x pro Monat","2001","66","4","","","",""
"Min 1x pro Monat","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","17-29","2","","","",""
"Seltener","2001","17-29","3","","","",""
"Seltener","2001","17-29","4","","","",""
"Seltener","2001","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","30-45","2","","","",""
"Seltener","2001","30-45","3","","","",""
"Seltener","2001","30-45","4","","","",""
"Seltener","2001","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","46-65","2","","","",""
"Seltener","2001","46-65","3","","","",""
"Seltener","2001","46-65","4","","","",""
"Seltener","2001","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","66","2","","","",""
"Seltener","2001","66","3","","","",""
"Seltener","2001","66","4","","","",""
"Seltener","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","17-29","2","","","",""
"Nie","2001","17-29","3","","","",""
"Nie","2001","17-29","4","","","",""
"Nie","2001","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","30-45","2","","","",""
"Nie","2001","30-45","3","","","",""
"Nie","2001","30-45","4","","","",""
"Nie","2001","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","46-65","2","","","",""
"Nie","2001","46-65","3","","","",""
"Nie","2001","46-65","4","","","",""
"Nie","2001","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","66","2","","","",""
"Nie","2001","66","3","","","",""
"Nie","2001","66","4","","","",""
"Nie","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","17-29","2","","","",""
"Täglich","2002","17-29","3","","","",""
"Täglich","2002","17-29","4","","","",""
"Täglich","2002","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","30-45","2","","","",""
"Täglich","2002","30-45","3","","","",""
"Täglich","2002","30-45","4","","","",""
"Täglich","2002","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","46-65","2","","","",""
"Täglich","2002","46-65","3","","","",""
"Täglich","2002","46-65","4","","","",""
"Täglich","2002","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","66","2","","","",""
"Täglich","2002","66","3","","","",""
"Täglich","2002","66","4","","","",""
"Täglich","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","17-29","2","","","",""
"Min 1x pro Woche","2002","17-29","3","","","",""
"Min 1x pro Woche","2002","17-29","4","","","",""
"Min 1x pro Woche","2002","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","30-45","2","","","",""
"Min 1x pro Woche","2002","30-45","3","","","",""
"Min 1x pro Woche","2002","30-45","4","","","",""
"Min 1x pro Woche","2002","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","46-65","2","","","",""
"Min 1x pro Woche","2002","46-65","3","","","",""
"Min 1x pro Woche","2002","46-65","4","","","",""
"Min 1x pro Woche","2002","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","66","2","","","",""
"Min 1x pro Woche","2002","66","3","","","",""
"Min 1x pro Woche","2002","66","4","","","",""
"Min 1x pro Woche","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","17-29","2","","","",""
"Min 1x pro Monat","2002","17-29","3","","","",""
"Min 1x pro Monat","2002","17-29","4","","","",""
"Min 1x pro Monat","2002","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","30-45","2","","","",""
"Min 1x pro Monat","2002","30-45","3","","","",""
"Min 1x pro Monat","2002","30-45","4","","","",""
"Min 1x pro Monat","2002","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","46-65","2","","","",""
"Min 1x pro Monat","2002","46-65","3","","","",""
"Min 1x pro Monat","2002","46-65","4","","","",""
"Min 1x pro Monat","2002","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","66","2","","","",""
"Min 1x pro Monat","2002","66","3","","","",""
"Min 1x pro Monat","2002","66","4","","","",""
"Min 1x pro Monat","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","17-29","2","","","",""
"Seltener","2002","17-29","3","","","",""
"Seltener","2002","17-29","4","","","",""
"Seltener","2002","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","30-45","2","","","",""
"Seltener","2002","30-45","3","","","",""
"Seltener","2002","30-45","4","","","",""
"Seltener","2002","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","46-65","2","","","",""
"Seltener","2002","46-65","3","","","",""
"Seltener","2002","46-65","4","","","",""
"Seltener","2002","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","66","2","","","",""
"Seltener","2002","66","3","","","",""
"Seltener","2002","66","4","","","",""
"Seltener","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","17-29","2","","","",""
"Nie","2002","17-29","3","","","",""
"Nie","2002","17-29","4","","","",""
"Nie","2002","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","30-45","2","","","",""
"Nie","2002","30-45","3","","","",""
"Nie","2002","30-45","4","","","",""
"Nie","2002","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","46-65","2","","","",""
"Nie","2002","46-65","3","","","",""
"Nie","2002","46-65","4","","","",""
"Nie","2002","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","66","2","","","",""
"Nie","2002","66","3","","","",""
"Nie","2002","66","4","","","",""
"Nie","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2003","17-29","1 Einkommensschwächstes Quintil","212","0.186148205590273","0.163209304051022","0.209087107129524"
"Täglich","2003","17-29","2","124","0.118689601627227","0.0982837268337734","0.13909547642068"
"Täglich","2003","17-29","3","103","0.130563952109524","0.106402765748737","0.154725138470312"
"Täglich","2003","17-29","4","101","0.124596036274525","0.100720079218489","0.14847199333056"
"Täglich","2003","17-29","5 Einkommensstärkstes Quintil","83","0.161436079517561","0.126899984233013","0.195972174802109"
"Täglich","2003","30-45","1 Einkommensschwächstes Quintil","49","0.0392131915171894","0.0287500530076012","0.0496763300267776"
"Täglich","2003","30-45","2","51","0.0305873156500297","0.022328554866607","0.0388460764334525"
"Täglich","2003","30-45","3","37","0.0261874847981959","0.0179019475432004","0.0344730220531915"
"Täglich","2003","30-45","4","34","0.0302471333308813","0.0211581867219065","0.0393360799398561"
"Täglich","2003","30-45","5 Einkommensstärkstes Quintil","28","","",""
"Täglich","2003","46-65","1 Einkommensschwächstes Quintil","37","0.0330555059276563","0.0229903743226984","0.0431206375326142"
"Täglich","2003","46-65","2","20","","",""
"Täglich","2003","46-65","3","25","","",""
"Täglich","2003","46-65","4","21","","",""
"Täglich","2003","46-65","5 Einkommensstärkstes Quintil","30","0.0153249494312548","0.00985159466866421","0.0207983041938453"
"Täglich","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2003","66","2","","","",""
"Täglich","2003","66","3","","","",""
"Täglich","2003","66","4","","","",""
"Täglich","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2003","17-29","1 Einkommensschwächstes Quintil","596","0.542636484050991","0.513276502286585","0.571996465815397"
"Min 1x pro Woche","2003","17-29","2","609","0.62870854987581","0.598224926177558","0.659192173574062"
"Min 1x pro Woche","2003","17-29","3","465","0.630028756781844","0.595406772018098","0.66465074154559"
"Min 1x pro Woche","2003","17-29","4","444","0.610416034799157","0.575161261612918","0.645670807985395"
"Min 1x pro Woche","2003","17-29","5 Einkommensstärkstes Quintil","254","0.607723530396539","0.561893093064144","0.653553967728935"
"Min 1x pro Woche","2003","30-45","1 Einkommensschwächstes Quintil","522","0.406709215276979","0.380229813382582","0.433188617171377"
"Min 1x pro Woche","2003","30-45","2","701","0.41791364842247","0.394258436618238","0.441568860226703"
"Min 1x pro Woche","2003","30-45","3","656","0.44996743110114","0.424155479169218","0.475779383033062"
"Min 1x pro Woche","2003","30-45","4","625","0.470374703523843","0.443886820810697","0.496862586236989"
"Min 1x pro Woche","2003","30-45","5 Einkommensstärkstes Quintil","575","0.492147150569901","0.463049495055538","0.521244806084263"
"Min 1x pro Woche","2003","46-65","1 Einkommensschwächstes Quintil","380","0.332659921915811","0.306133991523721","0.3591858523079"
"Min 1x pro Woche","2003","46-65","2","433","0.305156421574202","0.281568898744455","0.328743944403949"
"Min 1x pro Woche","2003","46-65","3","431","0.339520058935515","0.313964332630216","0.365075785240814"
"Min 1x pro Woche","2003","46-65","4","540","0.358629913083034","0.335239416954668","0.3820204092114"
"Min 1x pro Woche","2003","46-65","5 Einkommensstärkstes Quintil","692","0.368158319508588","0.346668683891796","0.38964795512538"
"Min 1x pro Woche","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2003","66","2","","","",""
"Min 1x pro Woche","2003","66","3","","","",""
"Min 1x pro Woche","2003","66","4","","","",""
"Min 1x pro Woche","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2003","17-29","1 Einkommensschwächstes Quintil","170","0.155679723969081","0.134312890587996","0.177046557350165"
"Min 1x pro Monat","2003","17-29","2","157","0.166909691096415","0.143382436493468","0.190436945699362"
"Min 1x pro Monat","2003","17-29","3","128","0.163394871457966","0.136881359251314","0.189908383664618"
"Min 1x pro Monat","2003","17-29","4","140","0.196097304662032","0.167393334094179","0.224801275229886"
"Min 1x pro Monat","2003","17-29","5 Einkommensstärkstes Quintil","75","0.175471437001447","0.139767926867349","0.211174947135545"
"Min 1x pro Monat","2003","30-45","1 Einkommensschwächstes Quintil","411","0.281903001105595","0.257649537468012","0.306156464743179"
"Min 1x pro Monat","2003","30-45","2","603","0.36336360800469","0.340295801474847","0.386431414534534"
"Min 1x pro Monat","2003","30-45","3","507","0.349376183083753","0.324639143103954","0.374113223063552"
"Min 1x pro Monat","2003","30-45","4","508","0.353913680723014","0.32853699776913","0.379290363676899"
"Min 1x pro Monat","2003","30-45","5 Einkommensstärkstes Quintil","410","0.359300774213672","0.331375481130362","0.387226067296983"
"Min 1x pro Monat","2003","46-65","1 Einkommensschwächstes Quintil","351","0.269047046870647","0.244080665032672","0.294013428708623"
"Min 1x pro Monat","2003","46-65","2","540","0.375572587976331","0.350766088947232","0.40037908700543"
"Min 1x pro Monat","2003","46-65","3","503","0.372797572219862","0.346702043749976","0.398893100689748"
"Min 1x pro Monat","2003","46-65","4","639","0.364985579024684","0.341505936831165","0.388465221218204"
"Min 1x pro Monat","2003","46-65","5 Einkommensstärkstes Quintil","825","0.396238389355571","0.374445308561133","0.418031470150009"
"Min 1x pro Monat","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2003","66","2","","","",""
"Min 1x pro Monat","2003","66","3","","","",""
"Min 1x pro Monat","2003","66","4","","","",""
"Min 1x pro Monat","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2003","17-29","1 Einkommensschwächstes Quintil","112","0.0990949822690799","0.0814859348654572","0.116704029672703"
"Seltener","2003","17-29","2","68","0.0781081802498359","0.0611775675535711","0.0950387929461006"
"Seltener","2003","17-29","3","51","0.0760124196506655","0.0570076269995479","0.0950172123017831"
"Seltener","2003","17-29","4","46","0.0650831275989704","0.0472500981094689","0.082916157088472"
"Seltener","2003","17-29","5 Einkommensstärkstes Quintil","22","","",""
"Seltener","2003","30-45","1 Einkommensschwächstes Quintil","293","0.235489837889006","0.212617525177326","0.258362150600686"
"Seltener","2003","30-45","2","295","0.176141994725831","0.157871618370686","0.194412371080977"
"Seltener","2003","30-45","3","220","0.168540160405025","0.149117512178583","0.187962808631467"
"Seltener","2003","30-45","4","190","0.13876147953929","0.120415661154316","0.157107297924265"
"Seltener","2003","30-45","5 Einkommensstärkstes Quintil","118","0.114898217826559","0.0963374978956131","0.133458937757506"
"Seltener","2003","46-65","1 Einkommensschwächstes Quintil","368","0.302679421002868","0.276814898243246","0.328543943762491"
"Seltener","2003","46-65","2","405","0.263893117064042","0.24131633589763","0.286469898230455"
