,Unnamed: 0,year,bula_h,sex,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
316,316,2003,Saxony-Anhalt,male,At least once per week,0.38465,150,21334,0.34745,0.44155
317,317,2003,Saxony-Anhalt,male,At least once per month,0.34949,135,21334,0.31001,0.38739
318,318,2003,Saxony-Anhalt,male,Seldom,0.26586,116,21334,0.23476,0.2977
319,319,2003,Saxony-Anhalt,female,At least once per week,0.41245,180,21334,0.37145,0.4563
320,320,2003,Saxony-Anhalt,female,At least once per month,0.39229,161,21334,0.3525,0.43617
321,321,2003,Saxony-Anhalt,female,Seldom,0.19527,101,21334,0.17594,0.21375
322,322,2003,Thuringa,male,At least once per week,0.3969,164,21334,0.35494,0.44935
323,323,2003,Thuringa,male,At least once per month,0.30441,143,21334,0.27159,0.34371
324,324,2003,Thuringa,male,Seldom,0.2987,120,21334,0.25371,0.35069
325,325,2003,Thuringa,female,At least once per week,0.37554,183,21334,0.32989,0.41814
326,326,2003,Thuringa,female,At least once per month,0.345,169,21334,0.3059,0.38989
327,327,2003,Thuringa,female,Seldom,0.27946,112,21334,0.24333,0.31603
328,328,2008,Schleswig-Holstein,male,At least once per week,0.3225,85,18450,0.27494,0.36959
329,329,2008,Schleswig-Holstein,male,At least once per month,0.43443,100,18450,0.36477,0.4958
330,330,2008,Schleswig-Holstein,male,Seldom,0.24308,61,18450,0.20533,0.28835
331,331,2008,Schleswig-Holstein,female,At least once per week,0.4212,127,18450,0.37403,0.48595
332,332,2008,Schleswig-Holstein,female,At least once per month,0.39892,102,18450,0.3368,0.45188
333,333,2008,Schleswig-Holstein,female,Seldom,0.17988,46,18450,0.14075,0.21897
334,334,2008,Hamburg,male,At least once per week,0.63075,66,18450,0.48694,0.74394
335,335,2008,Hamburg,male,At least once per month,0.36925,45,18450,0.26996,0.46996
336,336,2008,Hamburg,female,At least once per week,0.58131,68,18450,0.49268,0.67081
337,337,2008,Hamburg,female,At least once per month,0.41869,47,18450,0.31463,0.54099
338,338,2008,Lower Saxony,male,At least once per week,0.43627,329,18450,0.40219,0.47786
339,339,2008,Lower Saxony,male,At least once per month,0.29153,259,18450,0.26697,0.31767
340,340,2008,Lower Saxony,male,Seldom,0.27221,197,18450,0.24438,0.30322
341,341,2008,Lower Saxony,female,Daily,0.05035,38,18450,0.03961,0.06498
342,342,2008,Lower Saxony,female,At least once per week,0.41164,371,18450,0.37391,0.44491
343,343,2008,Lower Saxony,female,At least once per month,0.33961,299,18450,0.3086,0.37255
344,344,2008,Lower Saxony,female,Seldom,0.1984,177,18450,0.17636,0.21873
345,345,2008,Bremen,female,At least once per week,1.0,37,18450,0.72565,1.29673
346,346,2008,North Rhine-Westphalia,male,Daily,0.04478,77,18450,0.0357,0.05441
347,347,2008,North Rhine-Westphalia,male,At least once per week,0.40146,711,18450,0.37326,0.42453
348,348,2008,North Rhine-Westphalia,male,At least once per month,0.31427,634,18450,0.29431,0.33546
349,349,2008,North Rhine-Westphalia,male,Seldom,0.20733,380,18450,0.19292,0.22471
350,350,2008,North Rhine-Westphalia,male,Never,0.03216,57,18450,0.02549,0.03812
351,351,2008,North Rhine-Westphalia,female,Daily,0.0397,85,18450,0.03287,0.04989
352,352,2008,North Rhine-Westphalia,female,At least once per week,0.44951,934,18450,0.42313,0.47494
353,353,2008,North Rhine-Westphalia,female,At least once per month,0.30191,643,18450,0.28488,0.32538
354,354,2008,North Rhine-Westphalia,female,Seldom,0.18247,350,18450,0.16726,0.199
355,355,2008,North Rhine-Westphalia,female,Never,0.02641,47,18450,0.02079,0.03122
356,356,2008,Hesse,male,At least once per week,0.41878,233,18450,0.37246,0.46414
357,357,2008,Hesse,male,At least once per month,0.32206,215,18450,0.28626,0.36283
358,358,2008,Hesse,male,Seldom,0.25916,141,18450,0.22286,0.29737
359,359,2008,Hesse,female,Daily,0.05707,32,18450,0.04184,0.07328
360,360,2008,Hesse,female,At least once per week,0.44215,303,18450,0.40522,0.4878
361,361,2008,Hesse,female,At least once per month,0.28028,198,18450,0.25191,0.31402
362,362,2008,Hesse,female,Seldom,0.2205,130,18450,0.19773,0.24523
363,363,2008,"Rhineland-Palatinate, Saarland",male,At least once per week,0.37944,183,18450,0.34424,0.42513
364,364,2008,"Rhineland-Palatinate, Saarland",male,At least once per month,0.30101,138,18450,0.26567,0.34307
365,365,2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.31955,129,18450,0.27721,0.36204
366,366,2008,"Rhineland-Palatinate, Saarland",female,Daily,0.07126,32,18450,0.05191,0.0949
367,367,2008,"Rhineland-Palatinate, Saarland",female,At least once per week,0.35878,222,18450,0.32759,0.40065
368,368,2008,"Rhineland-Palatinate, Saarland",female,At least once per month,0.28186,177,18450,0.25051,0.31907
369,369,2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.2881,141,18450,0.25799,0.31786
370,370,2008,Baden-Wuerttemberg,male,Daily,0.04426,42,18450,0.03385,0.0559
371,371,2008,Baden-Wuerttemberg,male,At least once per week,0.43383,482,18450,0.39607,0.47364
372,372,2008,Baden-Wuerttemberg,male,At least once per month,0.31769,373,18450,0.29143,0.3457
373,373,2008,Baden-Wuerttemberg,male,Seldom,0.20422,214,18450,0.18781,0.22869
374,374,2008,Baden-Wuerttemberg,female,Daily,0.03857,50,18450,0.03031,0.04726
375,375,2008,Baden-Wuerttemberg,female,At least once per week,0.45191,559,18450,0.42173,0.48559
376,376,2008,Baden-Wuerttemberg,female,At least once per month,0.32999,386,18450,0.30201,0.36
377,377,2008,Baden-Wuerttemberg,female,Seldom,0.17952,198,18450,0.15998,0.2014
378,378,2008,Bavaria,male,Daily,0.02722,35,18450,0.01826,0.03775
379,379,2008,Bavaria,male,At least once per week,0.37264,475,18450,0.33702,0.40352
380,380,2008,Bavaria,male,At least once per month,0.31451,435,18450,0.28601,0.3401
381,381,2008,Bavaria,male,Seldom,0.24416,313,18450,0.22587,0.26997
382,382,2008,Bavaria,male,Never,0.04146,45,18450,0.03181,0.05128
383,383,2008,Bavaria,female,Daily,0.04424,54,18450,0.03539,0.05363
384,384,2008,Bavaria,female,At least once per week,0.40885,575,18450,0.38075,0.43686
385,385,2008,Bavaria,female,At least once per month,0.28493,450,18450,0.26123,0.31222
386,386,2008,Bavaria,female,Seldom,0.21926,309,18450,0.19951,0.23599
387,387,2008,Bavaria,female,Never,0.04272,47,18450,0.03499,0.05081
388,388,2008,Berlin,male,At least once per week,0.44026,123,18450,0.38135,0.49437
389,389,2008,Berlin,male,At least once per month,0.32273,112,18450,0.27649,0.3815
390,390,2008,Berlin,male,Seldom,0.23702,67,18450,0.20112,0.27464
391,391,2008,Berlin,female,At least once per week,0.39664,142,18450,0.34529,0.44252
392,392,2008,Berlin,female,At least once per month,0.39706,145,18450,0.3486,0.45714
393,393,2008,Berlin,female,Seldom,0.2063,70,18450,0.16183,0.24902
394,394,2008,Brandenburg,male,At least once per week,0.35599,120,18450,0.29813,0.43121
395,395,2008,Brandenburg,male,At least once per month,0.36001,140,18450,0.29796,0.41641
396,396,2008,Brandenburg,male,Seldom,0.284,94,18450,0.23633,0.33391
397,397,2008,Brandenburg,female,At least once per week,0.39543,149,18450,0.34685,0.43838
398,398,2008,Brandenburg,female,At least once per month,0.36598,160,18450,0.31616,0.41956
399,399,2008,Brandenburg,female,Seldom,0.23859,91,18450,0.20053,0.29045
400,400,2008,Mecklenburg-Western Pomerania,male,At least once per week,0.36109,79,18450,0.30732,0.42281
401,401,2008,Mecklenburg-Western Pomerania,male,At least once per month,0.30133,72,18450,0.24071,0.37467
402,402,2008,Mecklenburg-Western Pomerania,male,Seldom,0.33759,64,18450,0.26869,0.40593
403,403,2008,Mecklenburg-Western Pomerania,female,At least once per week,0.39427,91,18450,0.33669,0.45768
404,404,2008,Mecklenburg-Western Pomerania,female,At least once per month,0.38485,100,18450,0.33127,0.44028
405,405,2008,Mecklenburg-Western Pomerania,female,Seldom,0.22088,45,18450,0.17188,0.27583
406,406,2008,Saxony,male,At least once per week,0.35,224,18450,0.31131,0.38991
407,407,2008,Saxony,male,At least once per month,0.37598,251,18450,0.33236,0.42095
408,408,2008,Saxony,male,Seldom,0.27402,177,18450,0.23374,0.31308
409,409,2008,Saxony,female,At least once per week,0.35592,231,18450,0.32157,0.39527
410,410,2008,Saxony,female,At least once per month,0.36226,267,18450,0.33026,0.40061
411,411,2008,Saxony,female,Seldom,0.28181,180,18450,0.25051,0.32146
412,412,2008,Saxony-Anhalt,male,At least once per week,0.34776,125,18450,0.28293,0.40781
413,413,2008,Saxony-Anhalt,male,At least once per month,0.37907,133,18450,0.31966,0.43847
414,414,2008,Saxony-Anhalt,male,Seldom,0.27317,112,18450,0.22708,0.3145
415,415,2008,Saxony-Anhalt,female,At least once per week,0.36477,131,18450,0.29864,0.42413
416,416,2008,Saxony-Anhalt,female,At least once per month,0.37689,154,18450,0.33025,0.41923
417,417,2008,Saxony-Anhalt,female,Seldom,0.25833,104,18450,0.22063,0.30294
418,418,2008,Thuringa,male,At least once per week,0.34582,126,18450,0.28301,0.40071
419,419,2008,Thuringa,male,At least once per month,0.36934,139,18450,0.31547,0.44248
420,420,2008,Thuringa,male,Seldom,0.28483,122,18450,0.23692,0.33404
421,421,2008,Thuringa,female,At least once per week,0.36236,140,18450,0.30373,0.41979
422,422,2008,Thuringa,female,At least once per month,0.35287,156,18450,0.31272,0.4017
423,423,2008,Thuringa,female,Seldom,0.28477,126,18450,0.24326,0.32374
424,424,2013,Schleswig-Holstein,male,At least once per week,0.37536,140,24700,0.32024,0.44456
425,425,2013,Schleswig-Holstein,male,At least once per month,0.3643,120,24700,0.28687,0.43676
426,426,2013,Schleswig-Holstein,male,Seldom,0.26034,102,24700,0.21304,0.32358
427,427,2013,Schleswig-Holstein,female,At least once per week,0.45864,219,24700,0.39725,0.53958
428,428,2013,Schleswig-Holstein,female,At least once per month,0.32118,162,24700,0.26961,0.38635
429,429,2013,Schleswig-Holstein,female,Seldom,0.22018,87,24700,0.15996,0.27692
430,430,2013,Hamburg,male,At least once per week,0.63991,82,24700,0.47804,0.86461
431,431,2013,Hamburg,male,At least once per month,0.36009,59,24700,0.264,0.47702
432,432,2013,Hamburg,female,At least once per week,0.50949,121,24700,0.41968,0.61029
433,433,2013,Hamburg,female,At least once per month,0.35864,61,24700,0.27578,0.44863
434,434,2013,Hamburg,female,Seldom,0.13187,31,24700,0.09395,0.17401
435,435,2013,Lower Saxony,male,Daily,0.02905,48,24700,0.02176,0.03608
436,436,2013,Lower Saxony,male,At least once per week,0.37137,414,24700,0.33003,0.41103
437,437,2013,Lower Saxony,male,At least once per month,0.32916,375,24700,0.29811,0.35931
438,438,2013,Lower Saxony,male,Seldom,0.23731,229,24700,0.20154,0.273
439,439,2013,Lower Saxony,male,Never,0.03311,32,24700,0.021,0.0458
440,440,2013,Lower Saxony,female,Daily,0.04182,67,24700,0.03101,0.05488
441,441,2013,Lower Saxony,female,At least once per week,0.42484,583,24700,0.38897,0.46377
442,442,2013,Lower Saxony,female,At least once per month,0.31502,423,24700,0.28312,0.34684
443,443,2013,Lower Saxony,female,Seldom,0.21833,239,24700,0.18864,0.24309
444,444,2013,Bremen,female,At least once per week,0.37533,44,24700,0.25668,0.51222
445,445,2013,Bremen,female,At least once per month,0.62467,35,24700,0.38844,0.87108
446,446,2013,North Rhine-Westphalia,male,Daily,0.03976,83,24700,0.02847,0.05084
447,447,2013,North Rhine-Westphalia,male,At least once per week,0.38121,901,24700,0.35072,0.40709
448,448,2013,North Rhine-Westphalia,male,At least once per month,0.32324,748,24700,0.29728,0.35181
449,449,2013,North Rhine-Westphalia,male,Seldom,0.22898,516,24700,0.21232,0.24525
450,450,2013,North Rhine-Westphalia,male,Never,0.02683,64,24700,0.02145,0.03227
451,451,2013,North Rhine-Westphalia,female,Daily,0.04376,143,24700,0.03284,0.05525
452,452,2013,North Rhine-Westphalia,female,At least once per week,0.41633,1237,24700,0.38939,0.4407
453,453,2013,North Rhine-Westphalia,female,At least once per month,0.32236,859,24700,0.30058,0.3421
454,454,2013,North Rhine-Westphalia,female,Seldom,0.18633,472,24700,0.16581,0.20421
455,455,2013,North Rhine-Westphalia,female,Never,0.03122,68,24700,0.02608,0.03603
456,456,2013,Hesse,male,Daily,0.03229,34,24700,0.0219,0.04282
457,457,2013,Hesse,male,At least once per week,0.3644,301,24700,0.31916,0.40877
458,458,2013,Hesse,male,At least once per month,0.33896,261,24700,0.28847,0.39521
459,459,2013,Hesse,male,Seldom,0.26435,177,24700,0.22612,0.30366
460,460,2013,Hesse,female,Daily,0.04001,44,24700,0.03109,0.05179
461,461,2013,Hesse,female,At least once per week,0.40996,416,24700,0.36531,0.4519
462,462,2013,Hesse,female,At least once per month,0.28274,289,24700,0.24712,0.3265
463,463,2013,Hesse,female,Seldom,0.21057,162,24700,0.18104,0.2383
464,464,2013,Hesse,female,Never,0.05672,34,24700,0.04053,0.07685
465,465,2013,"Rhineland-Palatinate, Saarland",male,At least once per week,0.4651,255,24700,0.41054,0.53033
466,466,2013,"Rhineland-Palatinate, Saarland",male,At least once per month,0.31527,185,24700,0.26863,0.36596
467,467,2013,"Rhineland-Palatinate, Saarland",male,Seldom,0.21963,135,24700,0.18746,0.26016
468,468,2013,"Rhineland-Palatinate, Saarland",female,Daily,0.04132,39,24700,0.02916,0.05611
469,469,2013,"Rhineland-Palatinate, Saarland",female,At least once per week,0.44213,339,24700,0.39636,0.48871
470,470,2013,"Rhineland-Palatinate, Saarland",female,At least once per month,0.33168,244,24700,0.29082,0.38821
471,471,2013,"Rhineland-Palatinate, Saarland",female,Seldom,0.18486,142,24700,0.15626,0.21992
472,472,2013,Baden-Wuerttemberg,male,Daily,0.0513,59,24700,0.0413,0.06431
473,473,2013,Baden-Wuerttemberg,male,At least once per week,0.36032,490,24700,0.32769,0.39497
474,474,2013,Baden-Wuerttemberg,male,At least once per month,0.32522,483,24700,0.2897,0.36222
475,475,2013,Baden-Wuerttemberg,male,Seldom,0.23426,297,24700,0.20685,0.26556
476,476,2013,Baden-Wuerttemberg,male,Never,0.02891,37,24700,0.02253,0.03696
477,477,2013,Baden-Wuerttemberg,female,Daily,0.03366,74,24700,0.02676,0.04254
478,478,2013,Baden-Wuerttemberg,female,At least once per week,0.37916,704,24700,0.34234,0.40487
479,479,2013,Baden-Wuerttemberg,female,At least once per month,0.32781,533,24700,0.29594,0.35536
480,480,2013,Baden-Wuerttemberg,female,Seldom,0.23363,276,24700,0.20838,0.25664
481,481,2013,Baden-Wuerttemberg,female,Never,0.02574,43,24700,0.01859,0.03319
482,482,2013,Bavaria,male,Daily,0.03079,68,24700,0.02405,0.03853
483,483,2013,Bavaria,male,At least once per week,0.35497,645,24700,0.32557,0.38726
484,484,2013,Bavaria,male,At least once per month,0.33696,597,24700,0.30571,0.37156
485,485,2013,Bavaria,male,Seldom,0.23244,425,24700,0.20934,0.25617
486,486,2013,Bavaria,male,Never,0.04485,66,24700,0.03625,0.05372
487,487,2013,Bavaria,female,Daily,0.03704,90,24700,0.02882,0.04785
488,488,2013,Bavaria,female,At least once per week,0.3911,930,24700,0.36311,0.42225
489,489,2013,Bavaria,female,At least once per month,0.31054,701,24700,0.2833,0.3393
490,490,2013,Bavaria,female,Seldom,0.20996,415,24700,0.18676,0.22925
491,491,2013,Bavaria,female,Never,0.05136,71,24700,0.03955,0.06395
492,492,2013,Berlin,male,At least once per week,0.36704,155,24700,0.3063,0.42393
493,493,2013,Berlin,male,At least once per month,0.35688,146,24700,0.2995,0.41566
494,494,2013,Berlin,male,Seldom,0.27608,100,24700,0.22023,0.34561
495,495,2013,Berlin,female,At least once per week,0.35578,206,24700,0.31324,0.40792
496,496,2013,Berlin,female,At least once per month,0.4279,193,24700,0.37587,0.49134
497,497,2013,Berlin,female,Seldom,0.21632,106,24700,0.17317,0.26655
498,498,2013,Brandenburg,male,At least once per week,0.29518,128,24700,0.2404,0.3484
499,499,2013,Brandenburg,male,At least once per month,0.33959,170,24700,0.29696,0.38678
500,500,2013,Brandenburg,male,Seldom,0.36523,129,24700,0.29601,0.45267
501,501,2013,Brandenburg,female,At least once per week,0.26455,162,24700,0.21783,0.30889
502,502,2013,Brandenburg,female,At least once per month,0.38975,206,24700,0.34008,0.44827
503,503,2013,Brandenburg,female,Seldom,0.28083,137,24700,0.22629,0.33605
504,504,2013,Brandenburg,female,Never,0.06488,32,24700,0.05191,0.07777
505,505,2013,Mecklenburg-Western Pomerania,male,At least once per week,0.26441,72,24700,0.20409,0.33807
506,506,2013,Mecklenburg-Western Pomerania,male,At least once per month,0.44894,99,24700,0.36574,0.56808
507,507,2013,Mecklenburg-Western Pomerania,male,Seldom,0.28666,69,24700,0.21747,0.3515
508,508,2013,Mecklenburg-Western Pomerania,female,At least once per week,0.31468,116,24700,0.25705,0.36905
509,509,2013,Mecklenburg-Western Pomerania,female,At least once per month,0.4232,122,24700,0.35082,0.52459
510,510,2013,Mecklenburg-Western Pomerania,female,Seldom,0.26212,62,24700,0.19502,0.32584
511,511,2013,Saxony,male,At least once per week,0.33183,254,24700,0.28857,0.37903
512,512,2013,Saxony,male,At least once per month,0.33918,286,24700,0.29331,0.38133
513,513,2013,Saxony,male,Seldom,0.27218,214,24700,0.2366,0.31118
514,514,2013,Saxony,male,Never,0.05681,37,24700,0.04026,0.07869
515,515,2013,Saxony,female,At least once per week,0.2771,261,24700,0.2443,0.31647
516,516,2013,Saxony,female,At least once per month,0.4366,364,24700,0.39105,0.48776
517,517,2013,Saxony,female,Seldom,0.24995,205,24700,0.21341,0.29299
518,518,2013,Saxony,female,Never,0.03635,36,24700,0.02589,0.05059
519,519,2013,Saxony-Anhalt,male,At least once per week,0.31364,118,24700,0.25757,0.37975
520,520,2013,Saxony-Anhalt,male,At least once per month,0.38706,143,24700,0.32084,0.4651
521,521,2013,Saxony-Anhalt,male,Seldom,0.2993,125,24700,0.24725,0.35228
522,522,2013,Saxony-Anhalt,female,At least once per week,0.32388,176,24700,0.27702,0.37484
523,523,2013,Saxony-Anhalt,female,At least once per month,0.40743,180,24700,0.35123,0.46476
524,524,2013,Saxony-Anhalt,female,Seldom,0.26869,120,24700,0.22779,0.31976
525,525,2013,Thuringa,male,At least once per week,0.30212,133,24700,0.2452,0.37009
526,526,2013,Thuringa,male,At least once per month,0.30804,123,24700,0.25107,0.37505
527,527,2013,Thuringa,male,Seldom,0.28428,132,24700,0.24609,0.32092
528,528,2013,Thuringa,male,Never,0.10555,38,24700,0.0857,0.12467
529,529,2013,Thuringa,female,At least once per week,0.36349,180,24700,0.30997,0.42976
530,530,2013,Thuringa,female,At least once per month,0.28369,165,24700,0.23479,0.33313
531,531,2013,Thuringa,female,Seldom,0.2506,127,24700,0.21445,0.29938
532,532,2013,Thuringa,female,Never,0.10222,48,24700,0.0906,0.11757
533,533,2019,Schleswig-Holstein,male,At least once per week,0.41033,167,24922,0.32741,0.49935
534,534,2019,Schleswig-Holstein,male,At least once per month,0.34262,159,24922,0.28766,0.39376
535,535,2019,Schleswig-Holstein,male,Seldom,0.24706,106,24922,0.18161,0.31333
536,536,2019,Schleswig-Holstein,female,At least once per week,0.44043,200,24922,0.37843,0.50942
537,537,2019,Schleswig-Holstein,female,At least once per month,0.36335,173,24922,0.28848,0.43615
538,538,2019,Schleswig-Holstein,female,Seldom,0.19621,91,24922,0.15133,0.24268
539,539,2019,Hamburg,male,At least once per week,0.45228,90,24922,0.34179,0.56355
540,540,2019,Hamburg,male,At least once per month,0.35439,85,24922,0.25001,0.4596
541,541,2019,Hamburg,male,Seldom,0.19333,44,24922,0.13521,0.26345
542,542,2019,Hamburg,female,At least once per week,0.44567,104,24922,0.35809,0.56417
543,543,2019,Hamburg,female,At least once per month,0.37983,105,24922,0.28987,0.4732
544,544,2019,Hamburg,female,Seldom,0.17451,45,24922,0.12066,0.22228
545,545,2019,Lower Saxony,male,Daily,0.03249,52,24922,0.02276,0.04709
546,546,2019,Lower Saxony,male,At least once per week,0.40896,455,24922,0.3633,0.46226
547,547,2019,Lower Saxony,male,At least once per month,0.26986,378,24922,0.24084,0.30311
548,548,2019,Lower Saxony,male,Seldom,0.24962,254,24922,0.21597,0.28256
549,549,2019,Lower Saxony,male,Never,0.03908,38,24922,0.02615,0.05378
550,550,2019,Lower Saxony,female,Daily,0.03197,62,24922,0.02531,0.041
551,551,2019,Lower Saxony,female,At least once per week,0.44799,570,24922,0.40816,0.49179
552,552,2019,Lower Saxony,female,At least once per month,0.30768,430,24922,0.27667,0.34672
553,553,2019,Lower Saxony,female,Seldom,0.18122,210,24922,0.1549,0.20598
554,554,2019,Lower Saxony,female,Never,0.03114,36,24922,0.02029,0.04326
555,555,2019,Bremen,male,At least once per week,1.0,39,24922,0.6076,1.34365
556,556,2019,Bremen,female,At least once per week,0.51659,48,24922,0.34082,0.74209
557,557,2019,Bremen,female,At least once per month,0.48341,43,24922,0.29172,0.69262
558,558,2019,North Rhine-Westphalia,male,Daily,0.03789,117,24922,0.02859,0.04755
559,559,2019,North Rhine-Westphalia,male,At least once per week,0.37611,986,24922,0.34813,0.40872
560,560,2019,North Rhine-Westphalia,male,At least once per month,0.34091,821,24922,0.31325,0.37878
561,561,2019,North Rhine-Westphalia,male,Seldom,0.21287,549,24922,0.19517,0.23532
562,562,2019,North Rhine-Westphalia,male,Never,0.03222,87,24922,0.02542,0.0384
563,563,2019,North Rhine-Westphalia,female,Daily,0.04069,130,24922,0.03276,0.0498
564,564,2019,North Rhine-Westphalia,female,At least once per week,0.39091,1157,24922,0.3672,0.42701
565,565,2019,North Rhine-Westphalia,female,At least once per month,0.33417,920,24922,0.30607,0.36227
566,566,2019,North Rhine-Westphalia,female,Seldom,0.19233,516,24922,0.17014,0.21413
567,567,2019,North Rhine-Westphalia,female,Never,0.04189,102,24922,0.03439,0.05112
568,568,2019,Hesse,male,Daily,0.03646,37,24922,0.02799,0.04899
569,569,2019,Hesse,male,At least once per week,0.37886,327,24922,0.32913,0.43276
570,570,2019,Hesse,male,At least once per month,0.35092,285,24922,0.29871,0.41537
571,571,2019,Hesse,male,Seldom,0.23376,170,24922,0.20053,0.2771
572,572,2019,Hesse,female,Daily,0.05436,36,24922,0.03847,0.07212
573,573,2019,Hesse,female,At least once per week,0.44599,362,24922,0.37997,0.51548
574,574,2019,Hesse,female,At least once per month,0.30612,267,24922,0.26066,0.35127
575,575,2019,Hesse,female,Seldom,0.19354,162,24922,0.15096,0.22963
576,576,2019,"Rhineland-Palatinate, Saarland",male,At least once per week,0.32448,229,24922,0.27832,0.36797
577,577,2019,"Rhineland-Palatinate, Saarland",male,At least once per month,0.38598,241,24922,0.32073,0.46197
578,578,2019,"Rhineland-Palatinate, Saarland",male,Seldom,0.21513,148,24922,0.17809,0.25539
579,579,2019,"Rhineland-Palatinate, Saarland",male,Never,0.07442,47,24922,0.05325,0.09638
580,580,2019,"Rhineland-Palatinate, Saarland",female,Daily,0.03194,33,24922,0.02488,0.04149
581,581,2019,"Rhineland-Palatinate, Saarland",female,At least once per week,0.40393,319,24922,0.35377,0.45815
582,582,2019,"Rhineland-Palatinate, Saarland",female,At least once per month,0.31833,243,24922,0.27353,0.3634
583,583,2019,"Rhineland-Palatinate, Saarland",female,Seldom,0.20206,146,24922,0.16312,0.24341
584,584,2019,"Rhineland-Palatinate, Saarland",female,Never,0.04374,39,24922,0.03242,0.0546
585,585,2019,Baden-Wuerttemberg,male,Daily,0.03067,34,24922,0.02025,0.04304
586,586,2019,Baden-Wuerttemberg,male,At least once per week,0.32056,406,24922,0.28901,0.36488
587,587,2019,Baden-Wuerttemberg,male,At least once per month,0.37482,507,24922,0.33452,0.41217
588,588,2019,Baden-Wuerttemberg,male,Seldom,0.21184,309,24922,0.17927,0.2422
589,589,2019,Baden-Wuerttemberg,male,Never,0.06211,61,24922,0.04739,0.07773
590,590,2019,Baden-Wuerttemberg,female,Daily,0.04797,54,24922,0.03506,0.0636
591,591,2019,Baden-Wuerttemberg,female,At least once per week,0.35376,539,24922,0.3209,0.39773
592,592,2019,Baden-Wuerttemberg,female,At least once per month,0.36708,547,24922,0.33154,0.40378
593,593,2019,Baden-Wuerttemberg,female,Seldom,0.18262,271,24922,0.15459,0.20845
594,594,2019,Baden-Wuerttemberg,female,Never,0.04857,59,24922,0.03591,0.06246
595,595,2019,Bavaria,male,Daily,0.02969,55,24922,0.02213,0.03808
596,596,2019,Bavaria,male,At least once per week,0.3563,661,24922,0.31854,0.39271
597,597,2019,Bavaria,male,At least once per month,0.31005,635,24922,0.27656,0.34583
598,598,2019,Bavaria,male,Seldom,0.2514,448,24922,0.2275,0.28232
599,599,2019,Bavaria,male,Never,0.05255,85,24922,0.04237,0.06292
600,600,2019,Bavaria,female,Daily,0.02659,67,24922,0.02126,0.03243
601,601,2019,Bavaria,female,At least once per week,0.38172,781,24922,0.34676,0.42036
602,602,2019,Bavaria,female,At least once per month,0.33429,709,24922,0.30449,0.36963
603,603,2019,Bavaria,female,Seldom,0.20191,405,24922,0.18151,0.22476
604,604,2019,Bavaria,female,Never,0.05549,95,24922,0.04328,0.07123
605,605,2019,Berlin,male,At least once per week,0.36672,183,24922,0.31225,0.42119
606,606,2019,Berlin,male,At least once per month,0.37523,174,24922,0.30697,0.46199
607,607,2019,Berlin,male,Seldom,0.25805,121,24922,0.20436,0.31008
608,608,2019,Berlin,female,At least once per week,0.39717,194,24922,0.33599,0.46748
609,609,2019,Berlin,female,At least once per month,0.35477,162,24922,0.29128,0.42029
610,610,2019,Berlin,female,Seldom,0.24807,105,24922,0.20317,0.29457
611,611,2019,Brandenburg,male,At least once per week,0.31254,152,24922,0.24888,0.37668
612,612,2019,Brandenburg,male,At least once per month,0.39633,196,24922,0.32157,0.47205
613,613,2019,Brandenburg,male,Seldom,0.29113,141,24922,0.23493,0.35122
614,614,2019,Brandenburg,female,At least once per week,0.32706,173,24922,0.27274,0.39331
615,615,2019,Brandenburg,female,At least once per month,0.41403,221,24922,0.3301,0.49493
616,616,2019,Brandenburg,female,Seldom,0.25891,143,24922,0.21696,0.31155
617,617,2019,Mecklenburg-Western Pomerania,male,At least once per week,0.26558,80,24922,0.20227,0.34031
618,618,2019,Mecklenburg-Western Pomerania,male,At least once per month,0.29624,106,24922,0.2295,0.37208
619,619,2019,Mecklenburg-Western Pomerania,male,Seldom,0.43818,84,24922,0.30579,0.57629
620,620,2019,Mecklenburg-Western Pomerania,female,At least once per week,0.37207,127,24922,0.31996,0.42847
621,621,2019,Mecklenburg-Western Pomerania,female,At least once per month,0.39671,108,24922,0.31705,0.48648
622,622,2019,Mecklenburg-Western Pomerania,female,Seldom,0.23122,57,24922,0.17821,0.30113
623,623,2019,Saxony,male,At least once per week,0.30028,229,24922,0.25431,0.34794
624,624,2019,Saxony,male,At least once per month,0.34451,278,24922,0.29722,0.4108
625,625,2019,Saxony,male,Seldom,0.30179,229,24922,0.26636,0.36188
626,626,2019,Saxony,male,Never,0.05342,32,24922,0.03433,0.07411
627,627,2019,Saxony,female,At least once per week,0.31572,247,24922,0.27024,0.36006
628,628,2019,Saxony,female,At least once per month,0.40355,316,24922,0.35089,0.46785
629,629,2019,Saxony,female,Seldom,0.20852,203,24922,0.18346,0.23854
630,630,2019,Saxony,female,Never,0.0722,41,24922,0.04133,0.09864
631,631,2019,Saxony-Anhalt,male,At least once per week,0.36232,115,24922,0.2859,0.47746
632,632,2019,Saxony-Anhalt,male,At least once per month,0.27265,127,24922,0.22769,0.31524
633,633,2019,Saxony-Anhalt,male,Seldom,0.36503,112,24922,0.26806,0.45581
634,634,2019,Saxony-Anhalt,female,At least once per week,0.36099,159,24922,0.30212,0.43767
635,635,2019,Saxony-Anhalt,female,At least once per month,0.34946,143,24922,0.28688,0.43451
