"pli0080","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","35","0.457563820173178","0.339152343350235","0.575975296996121"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","Hauptschule","kein Migrationshintergrund","1540","0.346407370513538","0.332484871645778","0.360329869381299"
"Min 1x pro Woche","1995","Hauptschule","direkter Migrationshintergrund","734","0.436088351831766","0.410313803184311","0.46186290047922"
"Min 1x pro Woche","1995","Hauptschule","indirekter Migrationshintergrund","97","0.451253216199376","0.381048613558912","0.521457818839839"
"Min 1x pro Woche","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","Realschule","kein Migrationshintergrund","1129","0.413233879778239","0.395069393189095","0.431398366367384"
"Min 1x pro Woche","1995","Realschule","direkter Migrationshintergrund","66","0.381778872204059","0.306264886089261","0.457292858318857"
"Min 1x pro Woche","1995","Realschule","indirekter Migrationshintergrund","69","0.575547951417969","0.484817987413293","0.666277915422644"
"Min 1x pro Woche","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","kein Migrationshintergrund","364","0.523744162121152","0.486478975596979","0.561009348645326"
"Min 1x pro Woche","1995","(Fach-)Abitur","direkter Migrationshintergrund","157","0.525428531218528","0.470019771071621","0.580837291365435"
"Min 1x pro Woche","1995","(Fach-)Abitur","indirekter Migrationshintergrund","36","0.660012141479537","0.535943580819405","0.784080702139669"
"Min 1x pro Woche","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","AkademikerIn","kein Migrationshintergrund","526","0.383424988863816","0.359180277638328","0.407669700089305"
"Min 1x pro Woche","1995","AkademikerIn","direkter Migrationshintergrund","86","0.428591852188526","0.358592721541287","0.498590982835765"
"Min 1x pro Woche","1995","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Min 1x pro Woche","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","kein Migrationshintergrund","36","0.149827363829214","0.105849213359886","0.193805514298542"
"Min 1x pro Monat","1995","(noch) kein Abschluss","direkter Migrationshintergrund","121","0.217560708978195","0.183142036924363","0.251979381032027"
"Min 1x pro Monat","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","Hauptschule","kein Migrationshintergrund","1416","0.309099896155877","0.295578326342378","0.322621465969377"
"Min 1x pro Monat","1995","Hauptschule","direkter Migrationshintergrund","349","0.290480203440676","0.266884179858381","0.314076227022971"
"Min 1x pro Monat","1995","Hauptschule","indirekter Migrationshintergrund","29","","",""
"Min 1x pro Monat","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","Realschule","kein Migrationshintergrund","902","0.315887315936976","0.298738956925736","0.333035674948215"
"Min 1x pro Monat","1995","Realschule","direkter Migrationshintergrund","38","0.223791885147288","0.159008925434802","0.288574844859774"
"Min 1x pro Monat","1995","Realschule","indirekter Migrationshintergrund","15","","",""
"Min 1x pro Monat","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","kein Migrationshintergrund","178","0.249897602457024","0.217592965318961","0.282202239595087"
"Min 1x pro Monat","1995","(Fach-)Abitur","direkter Migrationshintergrund","87","0.272772258157696","0.223351874519643","0.322192641795749"
"Min 1x pro Monat","1995","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","AkademikerIn","kein Migrationshintergrund","563","0.347060826335362","0.323323980453919","0.370797672216805"
"Min 1x pro Monat","1995","AkademikerIn","direkter Migrationshintergrund","64","0.370705058058185","0.302386474581068","0.439023641535302"
"Min 1x pro Monat","1995","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","(noch) kein Abschluss","kein Migrationshintergrund","27","","",""
"Seltener","1995","(noch) kein Abschluss","direkter Migrationshintergrund","56","0.114907744794835","0.0883037120913294","0.141511777498341"
"Seltener","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Seltener","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","Hauptschule","kein Migrationshintergrund","1129","0.247308629174703","0.234684595047929","0.259932663301477"
"Seltener","1995","Hauptschule","direkter Migrationshintergrund","171","0.151460046392591","0.132827016377437","0.170093076407745"
"Seltener","1995","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Seltener","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","Realschule","kein Migrationshintergrund","608","0.205899436451364","0.190983243829445","0.220815629073283"
"Seltener","1995","Realschule","direkter Migrationshintergrund","37","0.268782706717629","0.199874108174922","0.337691305260335"
"Seltener","1995","Realschule","indirekter Migrationshintergrund","6","","",""
"Seltener","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","(Fach-)Abitur","kein Migrationshintergrund","81","0.112113741381822","0.0885723766567146","0.135655106106929"
"Seltener","1995","(Fach-)Abitur","direkter Migrationshintergrund","39","0.107169256941271","0.0728458434873404","0.141492670395202"
"Seltener","1995","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Seltener","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","AkademikerIn","kein Migrationshintergrund","395","0.223842173526763","0.203058140358863","0.244626206694663"
"Seltener","1995","AkademikerIn","direkter Migrationshintergrund","31","0.166988443398034","0.114233131118709","0.219743755677359"
"Seltener","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","(noch) kein Abschluss","kein Migrationshintergrund","5","","",""
"Nie","1995","(noch) kein Abschluss","direkter Migrationshintergrund","17","","",""
"Nie","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Nie","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","Hauptschule","kein Migrationshintergrund","202","0.0479735167327856","0.0417204170922919","0.0542266163732794"
"Nie","1995","Hauptschule","direkter Migrationshintergrund","43","0.0477197556043567","0.0366400100853293","0.0587995011233842"
"Nie","1995","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Nie","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","Realschule","kein Migrationshintergrund","48","0.0176764137252013","0.0128155100303759","0.0225373174200267"
"Nie","1995","Realschule","direkter Migrationshintergrund","5","","",""
"Nie","1995","Realschule","indirekter Migrationshintergrund","1","","",""
"Nie","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","(Fach-)Abitur","kein Migrationshintergrund","6","","",""
"Nie","1995","(Fach-)Abitur","direkter Migrationshintergrund","7","","",""
"Nie","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","AkademikerIn","kein Migrationshintergrund","25","","",""
"Nie","1995","AkademikerIn","direkter Migrationshintergrund","4","","",""
"Nie","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1996","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","Realschule","kein Migrationshintergrund","","","",""
"Nie","1996","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1996","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1997","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1997","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","Realschule","kein Migrationshintergrund","","","",""
"Nie","1997","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","(noch) kein Abschluss","kein Migrationshintergrund","69","0.197104467249642","0.152749056455944","0.24145987804334"
"Taeglich","1998","(noch) kein Abschluss","direkter Migrationshintergrund","66","0.140915830254738","0.108029787783932","0.173801872725544"
"Taeglich","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","25","","",""
"Taeglich","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","Hauptschule","kein Migrationshintergrund","228","0.04965526436258","0.0434612754951568","0.0558492532300033"
"Taeglich","1998","Hauptschule","direkter Migrationshintergrund","114","0.0798754345942411","0.0646754755436539","0.0950753936448283"
"Taeglich","1998","Hauptschule","indirekter Migrationshintergrund","60","0.270425757629","0.211731512084709","0.329120003173292"
"Taeglich","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","Realschule","kein Migrationshintergrund","155","0.0472712090408312","0.0398006991683967","0.0547417189132657"
"Taeglich","1998","Realschule","direkter Migrationshintergrund","9","","",""
"Taeglich","1998","Realschule","indirekter Migrationshintergrund","30","0.206606005057097","0.138810057965304","0.274401952148889"
"Taeglich","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","(Fach-)Abitur","kein Migrationshintergrund","63","0.0659374235284743","0.0488887787750488","0.0829860682818997"
"Taeglich","1998","(Fach-)Abitur","direkter Migrationshintergrund","14","","",""
"Taeglich","1998","(Fach-)Abitur","indirekter Migrationshintergrund","17","","",""
"Taeglich","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","AkademikerIn","kein Migrationshintergrund","37","0.025094763260919","0.0177643925316793","0.0324251339901587"
"Taeglich","1998","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Taeglich","1998","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Taeglich","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","kein Migrationshintergrund","161","0.506567239609621","0.45082282086643","0.562311658352812"
"Min 1x pro Woche","1998","(noch) kein Abschluss","direkter Migrationshintergrund","229","0.53338249314603","0.486229012458251","0.58053597383381"
"Min 1x pro Woche","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","46","0.516146459199469","0.407981995129898","0.624310923269041"
"Min 1x pro Woche","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","Hauptschule","kein Migrationshintergrund","1769","0.374461974959654","0.360662012542327","0.38826193737698"
"Min 1x pro Woche","1998","Hauptschule","direkter Migrationshintergrund","614","0.444103362369663","0.41624525920699","0.471961465532336"
"Min 1x pro Woche","1998","Hauptschule","indirekter Migrationshintergrund","108","0.446339296144434","0.380650521146152","0.512028071142715"
"Min 1x pro Woche","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","Realschule","kein Migrationshintergrund","1239","0.41429700441772","0.396956494538736","0.431637514296703"
"Min 1x pro Woche","1998","Realschule","direkter Migrationshintergrund","69","0.454009111540414","0.372119483048814","0.535898740032014"
"Min 1x pro Woche","1998","Realschule","indirekter Migrationshintergrund","77","0.547945636210875","0.46460594697003","0.631285325451721"
"Min 1x pro Woche","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","kein Migrationshintergrund","417","0.546458050796059","0.512258292713421","0.580657808878696"
"Min 1x pro Woche","1998","(Fach-)Abitur","direkter Migrationshintergrund","134","0.523276993044378","0.462566984615856","0.5839870014729"
"Min 1x pro Woche","1998","(Fach-)Abitur","indirekter Migrationshintergrund","43","0.647324635753136","0.533760221752425","0.760889049753848"
"Min 1x pro Woche","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","AkademikerIn","kein Migrationshintergrund","624","0.383392830053114","0.360606233403353","0.406179426702875"
