year,pgisced97,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Pre-primary Level,Rural regions,Not Working,0.96696,86,86,0.92896,1.00496
1995,Primary Level,Urban regions,Full Time,0.29171,144,448,0.24957,0.33385
1995,Primary Level,Urban regions,Part Time,0.20580,83,448,0.16832,0.24328
1995,Primary Level,Urban regions,Not Working,0.50249,221,448,0.45613,0.54884
1995,Primary Level,Rural regions,Full Time,0.35116,31,68,0.23686,0.46546
1995,Primary Level,Rural regions,Not Working,0.45754,37,68,0.33825,0.57684
1995,Lower Secondary Level,Urban regions,Full Time,0.23535,544,1729,0.21535,0.25535
1995,Lower Secondary Level,Urban regions,Part Time,0.17550,363,1729,0.15756,0.19344
1995,Lower Secondary Level,Urban regions,Not Working,0.58915,822,1729,0.56595,0.61235
1995,Lower Secondary Level,Rural regions,Full Time,0.19716,209,763,0.16891,0.22541
1995,Lower Secondary Level,Rural regions,Part Time,0.16477,145,763,0.13843,0.19111
1995,Lower Secondary Level,Rural regions,Not Working,0.63808,409,763,0.60396,0.67220
1995,Upper Secondary Level,Urban regions,Full Time,0.41081,1916,4238,0.39600,0.42563
1995,Upper Secondary Level,Urban regions,Part Time,0.18647,871,4238,0.17474,0.19820
1995,Upper Secondary Level,Urban regions,Not Working,0.40272,1451,4238,0.38795,0.41749
1995,Upper Secondary Level,Rural regions,Full Time,0.42836,1201,2489,0.40891,0.44780
1995,Upper Secondary Level,Rural regions,Part Time,0.19378,495,2489,0.17825,0.20931
1995,Upper Secondary Level,Rural regions,Not Working,0.37786,793,2489,0.35881,0.39691
1995,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.48020,176,357,0.42830,0.53210
1995,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.25028,81,357,0.20528,0.29528
1995,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.26951,100,357,0.22342,0.31561
1995,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.47110,60,60,0.34373,0.59847
1995,First Stage of Tertiary Education,Urban regions,Full Time,0.53801,267,456,0.49220,0.58382
1995,First Stage of Tertiary Education,Urban regions,Part Time,0.16814,83,456,0.13377,0.20250
1995,First Stage of Tertiary Education,Urban regions,Not Working,0.29386,106,456,0.25200,0.33571
1995,First Stage of Tertiary Education,Rural regions,Full Time,0.47349,173,299,0.41680,0.53018
1995,First Stage of Tertiary Education,Rural regions,Part Time,0.19555,46,299,0.15052,0.24058
1995,First Stage of Tertiary Education,Rural regions,Not Working,0.33096,80,299,0.27753,0.38439
1995,Second Stage of Tertiary Education,Urban regions,Full Time,0.54802,656,1106,0.51868,0.57737
1995,Second Stage of Tertiary Education,Urban regions,Part Time,0.22654,230,1106,0.20186,0.25123
1995,Second Stage of Tertiary Education,Urban regions,Not Working,0.22543,220,1106,0.20079,0.25007
1995,Second Stage of Tertiary Education,Rural regions,Full Time,0.58658,410,647,0.54861,0.62456
1995,Second Stage of Tertiary Education,Rural regions,Part Time,0.14173,94,647,0.11483,0.16862
1995,Second Stage of Tertiary Education,Rural regions,Not Working,0.27169,143,647,0.23739,0.30599
1996,Pre-primary Level,Urban regions,Not Working,0.93993,189,189,0.90596,0.97389
1996,Pre-primary Level,Rural regions,Not Working,0.95618,88,88,0.91317,0.99919
1996,Primary Level,Urban regions,Full Time,0.28136,105,406,0.23757,0.32516
1996,Primary Level,Urban regions,Part Time,0.19775,97,406,0.15896,0.23654
1996,Primary Level,Urban regions,Not Working,0.52089,204,406,0.47223,0.56954
1996,Primary Level,Rural regions,Full Time,0.38228,31,71,0.26844,0.49612
1996,Primary Level,Rural regions,Not Working,0.45732,40,71,0.34062,0.57403
1996,Lower Secondary Level,Urban regions,Full Time,0.22128,481,1646,0.20122,0.24134
1996,Lower Secondary Level,Urban regions,Part Time,0.18289,373,1646,0.16421,0.20157
1996,Lower Secondary Level,Urban regions,Not Working,0.59584,792,1646,0.57212,0.61955
1996,Lower Secondary Level,Rural regions,Full Time,0.20366,201,739,0.17460,0.23271
1996,Lower Secondary Level,Rural regions,Part Time,0.15761,148,739,0.13132,0.18390
1996,Lower Secondary Level,Rural regions,Not Working,0.63874,390,739,0.60408,0.67339
1996,Upper Secondary Level,Urban regions,Full Time,0.40870,1850,4147,0.39373,0.42366
1996,Upper Secondary Level,Urban regions,Part Time,0.19294,892,4147,0.18093,0.20495
1996,Upper Secondary Level,Urban regions,Not Working,0.39836,1405,4147,0.38346,0.41326
1996,Upper Secondary Level,Rural regions,Full Time,0.43194,1200,2472,0.41240,0.45147
1996,Upper Secondary Level,Rural regions,Part Time,0.19430,501,2472,0.17870,0.20990
1996,Upper Secondary Level,Rural regions,Not Working,0.37376,771,2472,0.35469,0.39284
1996,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.48705,176,355,0.43498,0.53912
1996,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.25484,85,355,0.20944,0.30023
1996,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25811,94,355,0.21252,0.30370
1996,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.60510,69,69,0.48891,0.72128
1996,First Stage of Tertiary Education,Urban regions,Full Time,0.52825,276,470,0.48307,0.57343
1996,First Stage of Tertiary Education,Urban regions,Part Time,0.17888,91,470,0.14419,0.21356
1996,First Stage of Tertiary Education,Urban regions,Not Working,0.29288,103,470,0.25169,0.33406
1996,First Stage of Tertiary Education,Rural regions,Full Time,0.44479,168,292,0.38769,0.50188
1996,First Stage of Tertiary Education,Rural regions,Part Time,0.21013,50,292,0.16332,0.25694
1996,First Stage of Tertiary Education,Rural regions,Not Working,0.34509,74,292,0.29047,0.39971
1996,Second Stage of Tertiary Education,Urban regions,Full Time,0.57384,689,1119,0.54485,0.60282
1996,Second Stage of Tertiary Education,Urban regions,Part Time,0.20295,220,1119,0.17937,0.22652
1996,Second Stage of Tertiary Education,Urban regions,Not Working,0.22322,210,1119,0.19881,0.24763
1996,Second Stage of Tertiary Education,Rural regions,Full Time,0.54381,392,645,0.50534,0.58228
1996,Second Stage of Tertiary Education,Rural regions,Part Time,0.18416,112,645,0.15422,0.21410
1996,Second Stage of Tertiary Education,Rural regions,Not Working,0.27203,141,645,0.23766,0.30640
1997,Pre-primary Level,Urban regions,Not Working,0.95007,197,197,0.91957,0.98056
1997,Pre-primary Level,Rural regions,Not Working,0.95257,104,104,0.91151,0.99362
1997,Primary Level,Urban regions,Full Time,0.27159,99,388,0.22727,0.31590
1997,Primary Level,Urban regions,Part Time,0.21124,82,388,0.17057,0.25191
1997,Primary Level,Urban regions,Not Working,0.51717,207,388,0.46738,0.56696
1997,Primary Level,Rural regions,Not Working,0.48671,38,38,0.32566,0.64777
1997,Lower Secondary Level,Urban regions,Full Time,0.22664,484,1617,0.20623,0.24705
1997,Lower Secondary Level,Urban regions,Part Time,0.15118,320,1617,0.13371,0.16864
1997,Lower Secondary Level,Urban regions,Not Working,0.62218,813,1617,0.59854,0.64582
1997,Lower Secondary Level,Rural regions,Full Time,0.21138,198,712,0.18137,0.24139
1997,Lower Secondary Level,Rural regions,Part Time,0.15883,133,712,0.13196,0.18570
1997,Lower Secondary Level,Rural regions,Not Working,0.62979,381,712,0.59429,0.66528
1997,Upper Secondary Level,Urban regions,Full Time,0.40249,1792,4066,0.38742,0.41757
1997,Upper Secondary Level,Urban regions,Part Time,0.19321,868,4066,0.18107,0.20535
1997,Upper Secondary Level,Urban regions,Not Working,0.40430,1406,4066,0.38921,0.41939
1997,Upper Secondary Level,Rural regions,Full Time,0.39943,1108,2414,0.37989,0.41898
1997,Upper Secondary Level,Rural regions,Part Time,0.20152,503,2414,0.18552,0.21753
1997,Upper Secondary Level,Rural regions,Not Working,0.39904,803,2414,0.37950,0.41858
1997,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.49155,164,334,0.43785,0.54524
1997,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.26443,82,334,0.21706,0.31180
1997,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.24402,88,334,0.19789,0.29015
1997,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.60536,78,78,0.49618,0.71453
1997,First Stage of Tertiary Education,Urban regions,Full Time,0.51537,274,469,0.47009,0.56065
1997,First Stage of Tertiary Education,Urban regions,Part Time,0.17851,88,469,0.14382,0.21321
1997,First Stage of Tertiary Education,Urban regions,Not Working,0.30612,107,469,0.26436,0.34787
1997,First Stage of Tertiary Education,Rural regions,Full Time,0.48688,167,285,0.42875,0.54502
1997,First Stage of Tertiary Education,Rural regions,Part Time,0.20310,48,285,0.15631,0.24989
1997,First Stage of Tertiary Education,Rural regions,Not Working,0.31001,70,285,0.25622,0.36380
1997,Second Stage of Tertiary Education,Urban regions,Full Time,0.59954,695,1108,0.57068,0.62841
1997,Second Stage of Tertiary Education,Urban regions,Part Time,0.18399,199,1108,0.16117,0.20682
1997,Second Stage of Tertiary Education,Urban regions,Not Working,0.21647,214,1108,0.19220,0.24073
1997,Second Stage of Tertiary Education,Rural regions,Full Time,0.53920,403,659,0.50111,0.57729
1997,Second Stage of Tertiary Education,Rural regions,Part Time,0.18944,110,659,0.15950,0.21938
1997,Second Stage of Tertiary Education,Rural regions,Not Working,0.27136,146,659,0.23738,0.30534
1998,Pre-primary Level,Urban regions,Not Working,0.95744,211,211,0.93014,0.98475
1998,Pre-primary Level,Rural regions,Not Working,0.90049,104,104,0.84268,0.95830
1998,Primary Level,Urban regions,Full Time,0.30697,96,368,0.25978,0.35416
1998,Primary Level,Urban regions,Part Time,0.19218,78,368,0.15187,0.23249
1998,Primary Level,Urban regions,Not Working,0.50085,194,368,0.44969,0.55200
1998,Primary Level,Rural regions,Not Working,0.52599,42,42,0.37315,0.67884
1998,Lower Secondary Level,Urban regions,Full Time,0.23608,504,1762,0.21625,0.25592
1998,Lower Secondary Level,Urban regions,Part Time,0.16077,344,1762,0.14361,0.17792
1998,Lower Secondary Level,Urban regions,Not Working,0.60315,914,1762,0.58030,0.62600
1998,Lower Secondary Level,Rural regions,Full Time,0.19558,198,777,0.16767,0.22348
1998,Lower Secondary Level,Rural regions,Part Time,0.15455,149,777,0.12912,0.17999
1998,Lower Secondary Level,Rural regions,Not Working,0.64987,430,777,0.61631,0.68343
1998,Upper Secondary Level,Urban regions,Full Time,0.38505,1846,4382,0.37064,0.39946
1998,Upper Secondary Level,Urban regions,Part Time,0.20265,962,4382,0.19074,0.21455
1998,Upper Secondary Level,Urban regions,Not Working,0.41230,1574,4382,0.39772,0.42688
1998,Upper Secondary Level,Rural regions,Full Time,0.39950,1198,2641,0.38081,0.41818
1998,Upper Secondary Level,Rural regions,Part Time,0.18353,525,2641,0.16877,0.19830
1998,Upper Secondary Level,Rural regions,Not Working,0.41697,918,2641,0.39816,0.43578
1998,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.48617,189,384,0.43611,0.53623
1998,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.26888,100,384,0.22447,0.31328
1998,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.24495,95,384,0.20188,0.28802
1998,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.54024,71,71,0.42349,0.65700
1998,First Stage of Tertiary Education,Urban regions,Full Time,0.54419,307,514,0.50109,0.58729
1998,First Stage of Tertiary Education,Urban regions,Part Time,0.15683,84,514,0.12536,0.18830
1998,First Stage of Tertiary Education,Urban regions,Not Working,0.29898,123,514,0.25937,0.33860
1998,First Stage of Tertiary Education,Rural regions,Full Time,0.51438,174,305,0.45820,0.57056
1998,First Stage of Tertiary Education,Rural regions,Part Time,0.16081,53,305,0.11951,0.20210
1998,First Stage of Tertiary Education,Rural regions,Not Working,0.32481,78,305,0.27217,0.37746
1998,Second Stage of Tertiary Education,Urban regions,Full Time,0.56280,737,1247,0.53526,0.59035
1998,Second Stage of Tertiary Education,Urban regions,Part Time,0.19810,247,1247,0.17597,0.22023
1998,Second Stage of Tertiary Education,Urban regions,Not Working,0.23910,263,1247,0.21542,0.26278
1998,Second Stage of Tertiary Education,Rural regions,Full Time,0.50645,404,722,0.46995,0.54294
1998,Second Stage of Tertiary Education,Rural regions,Part Time,0.21205,155,722,0.18221,0.24188
1998,Second Stage of Tertiary Education,Rural regions,Not Working,0.28151,163,722,0.24868,0.31433
1999,Pre-primary Level,Urban regions,Not Working,0.82506,177,177,0.76893,0.88119
1999,Pre-primary Level,Rural regions,Not Working,0.84440,95,95,0.77112,0.91768
1999,Primary Level,Urban regions,Full Time,0.32516,92,356,0.27643,0.37389
1999,Primary Level,Urban regions,Part Time,0.19672,73,356,0.15537,0.23807
1999,Primary Level,Urban regions,Not Working,0.47812,191,356,0.42615,0.53008
1999,Primary Level,Rural regions,Not Working,0.45609,35,35,0.28867,0.62351
1999,Lower Secondary Level,Urban regions,Full Time,0.23050,483,1687,0.21039,0.25060
1999,Lower Secondary Level,Urban regions,Part Time,0.17233,338,1687,0.15430,0.19035
1999,Lower Secondary Level,Urban regions,Not Working,0.59718,866,1687,0.57376,0.62059
1999,Lower Secondary Level,Rural regions,Full Time,0.19981,196,752,0.17121,0.22841
1999,Lower Secondary Level,Rural regions,Part Time,0.18454,161,752,0.15680,0.21229
1999,Lower Secondary Level,Rural regions,Not Working,0.61564,395,752,0.58085,0.65044
1999,Upper Secondary Level,Urban regions,Full Time,0.39559,1868,4301,0.38098,0.41021
1999,Upper Secondary Level,Urban regions,Part Time,0.21858,992,4301,0.20622,0.23093
1999,Upper Secondary Level,Urban regions,Not Working,0.38583,1441,4301,0.37128,0.40038
1999,Upper Secondary Level,Rural regions,Full Time,0.38729,1160,2630,0.36867,0.40591
1999,Upper Secondary Level,Rural regions,Part Time,0.21360,585,2630,0.19793,0.22926
1999,Upper Secondary Level,Rural regions,Not Working,0.39911,885,2630,0.38039,0.41783
1999,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.49494,195,384,0.44487,0.54501
1999,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.28733,106,384,0.24201,0.33265
1999,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.21773,83,384,0.17639,0.25906
1999,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.57969,77,77,0.46872,0.69067
1999,First Stage of Tertiary Education,Urban regions,Full Time,0.53763,290,503,0.49401,0.58124
1999,First Stage of Tertiary Education,Urban regions,Part Time,0.18482,99,503,0.15087,0.21878
1999,First Stage of Tertiary Education,Urban regions,Not Working,0.27755,114,503,0.23838,0.31672
1999,First Stage of Tertiary Education,Rural regions,Full Time,0.51132,181,310,0.45559,0.56706
1999,First Stage of Tertiary Education,Rural regions,Part Time,0.16512,54,310,0.12372,0.20652
1999,First Stage of Tertiary Education,Rural regions,Not Working,0.32356,75,310,0.27139,0.37572
1999,Second Stage of Tertiary Education,Urban regions,Full Time,0.58042,754,1246,0.55301,0.60783
1999,Second Stage of Tertiary Education,Urban regions,Part Time,0.19364,246,1246,0.17169,0.21559
1999,Second Stage of Tertiary Education,Urban regions,Not Working,0.22594,246,1246,0.20271,0.24917
1999,Second Stage of Tertiary Education,Rural regions,Full Time,0.53900,413,713,0.50238,0.57561
1999,Second Stage of Tertiary Education,Rural regions,Part Time,0.16041,126,713,0.13345,0.18736
1999,Second Stage of Tertiary Education,Rural regions,Not Working,0.30060,174,713,0.26692,0.33428
2000,Pre-primary Level,Urban regions,Part Time,0.17211,55,322,0.13082,0.21341
2000,Pre-primary Level,Urban regions,Not Working,0.81876,267,322,0.77662,0.86090
2000,Pre-primary Level,Rural regions,Not Working,0.86714,143,143,0.81131,0.92297
2000,Primary Level,Urban regions,Full Time,0.26611,76,326,0.21807,0.31416
2000,Primary Level,Urban regions,Part Time,0.16142,59,326,0.12142,0.20143
2000,Primary Level,Urban regions,Not Working,0.57246,191,326,0.51868,0.62625
2000,Primary Level,Rural regions,Not Working,0.58143,48,48,0.44039,0.72247
2000,Lower Secondary Level,Urban regions,Full Time,0.21586,575,2397,0.19938,0.23233
2000,Lower Secondary Level,Urban regions,Part Time,0.18464,489,2397,0.16910,0.20017
2000,Lower Secondary Level,Urban regions,Not Working,0.59886,1333,2397,0.57924,0.61849
2000,Lower Secondary Level,Rural regions,Full Time,0.21591,274,1156,0.19218,0.23964
2000,Lower Secondary Level,Rural regions,Part Time,0.18417,233,1156,0.16181,0.20652
2000,Lower Secondary Level,Rural regions,Not Working,0.59784,649,1156,0.56956,0.62611
2000,Upper Secondary Level,Urban regions,Full Time,0.39278,3253,7992,0.38207,0.40349
2000,Upper Secondary Level,Urban regions,Part Time,0.21076,1789,7992,0.20181,0.21970
2000,Upper Secondary Level,Urban regions,Not Working,0.39646,2950,7992,0.38574,0.40719
2000,Upper Secondary Level,Rural regions,Full Time,0.40999,2067,4807,0.39609,0.42390
2000,Upper Secondary Level,Rural regions,Part Time,0.19923,1010,4807,0.18794,0.21052
2000,Upper Secondary Level,Rural regions,Not Working,0.39078,1730,4807,0.37699,0.40458
2000,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.49172,422,865,0.45839,0.52506
2000,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.24350,216,865,0.21488,0.27211
2000,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.26478,227,865,0.23536,0.29420
2000,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.52617,140,253,0.46452,0.58782
2000,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.21362,52,253,0.16301,0.26422
2000,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.26021,61,253,0.20604,0.31439
2000,First Stage of Tertiary Education,Urban regions,Full Time,0.51656,637,1188,0.48813,0.54499
2000,First Stage of Tertiary Education,Urban regions,Part Time,0.17679,225,1188,0.15509,0.19849
2000,First Stage of Tertiary Education,Urban regions,Not Working,0.30665,326,1188,0.28042,0.33288
2000,First Stage of Tertiary Education,Rural regions,Full Time,0.49315,370,694,0.45592,0.53037
2000,First Stage of Tertiary Education,Rural regions,Part Time,0.19583,138,694,0.16629,0.22538
2000,First Stage of Tertiary Education,Rural regions,Not Working,0.31102,186,694,0.27656,0.34549
2000,Second Stage of Tertiary Education,Urban regions,Full Time,0.56605,1529,2621,0.54707,0.58503
2000,Second Stage of Tertiary Education,Urban regions,Part Time,0.19810,519,2621,0.18284,0.21336
2000,Second Stage of Tertiary Education,Urban regions,Not Working,0.23585,573,2621,0.21960,0.25211
2000,Second Stage of Tertiary Education,Rural regions,Full Time,0.54029,703,1195,0.51202,0.56856
2000,Second Stage of Tertiary Education,Rural regions,Part Time,0.17539,210,1195,0.15382,0.19696
2000,Second Stage of Tertiary Education,Rural regions,Not Working,0.28231,282,1195,0.25678,0.30784
2001,Pre-primary Level,Urban regions,Part Time,0.24022,79,347,0.19520,0.28523
2001,Pre-primary Level,Urban regions,Not Working,0.74410,268,347,0.69812,0.79008
2001,Pre-primary Level,Rural regions,Part Time,0.18254,36,188,0.12718,0.23791
2001,Pre-primary Level,Rural regions,Not Working,0.81020,152,188,0.75400,0.86641
2001,Primary Level,Urban regions,Full Time,0.25056,59,246,0.19630,0.30483
2001,Primary Level,Urban regions,Part Time,0.17162,42,246,0.12441,0.21883
2001,Primary Level,Urban regions,Not Working,0.57782,145,246,0.51597,0.63966
2001,Primary Level,Rural regions,Not Working,0.55080,35,35,0.38360,0.71800
2001,Lower Secondary Level,Urban regions,Full Time,0.24197,544,2090,0.22361,0.26034
2001,Lower Secondary Level,Urban regions,Part Time,0.18736,457,2090,0.17063,0.20409
2001,Lower Secondary Level,Urban regions,Not Working,0.57067,1089,2090,0.54944,0.59189
2001,Lower Secondary Level,Rural regions,Full Time,0.21512,249,992,0.18954,0.24070
2001,Lower Secondary Level,Rural regions,Part Time,0.17930,196,992,0.15541,0.20318
2001,Lower Secondary Level,Rural regions,Not Working,0.60558,547,992,0.57516,0.63601
2001,Upper Secondary Level,Urban regions,Full Time,0.39016,2901,7231,0.37891,0.40140
2001,Upper Secondary Level,Urban regions,Part Time,0.21873,1677,7231,0.20920,0.22826
2001,Upper Secondary Level,Urban regions,Not Working,0.39111,2653,7231,0.37986,0.40236
2001,Upper Secondary Level,Rural regions,Full Time,0.41325,1857,4345,0.39860,0.42789
2001,Upper Secondary Level,Rural regions,Part Time,0.19797,916,4345,0.18612,0.20982
2001,Upper Secondary Level,Rural regions,Not Working,0.38878,1572,4345,0.37429,0.40328
2001,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.46168,395,829,0.42772,0.49564
2001,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.25716,214,829,0.22739,0.28693
2001,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.28117,220,829,0.25054,0.31179
2001,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.44637,112,237,0.38295,0.50980
2001,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.29476,68,237,0.23659,0.35293
2001,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.25887,57,237,0.20299,0.31476
2001,First Stage of Tertiary Education,Urban regions,Full Time,0.49762,551,1068,0.46762,0.52762
2001,First Stage of Tertiary Education,Urban regions,Part Time,0.20556,229,1068,0.18132,0.22981
2001,First Stage of Tertiary Education,Urban regions,Not Working,0.29682,288,1068,0.26940,0.32423
2001,First Stage of Tertiary Education,Rural regions,Full Time,0.49095,310,607,0.45115,0.53075
2001,First Stage of Tertiary Education,Rural regions,Part Time,0.18292,120,607,0.15214,0.21370
2001,First Stage of Tertiary Education,Rural regions,Not Working,0.32613,177,607,0.28881,0.36346
2001,Second Stage of Tertiary Education,Urban regions,Full Time,0.55883,1418,2443,0.53914,0.57853
2001,Second Stage of Tertiary Education,Urban regions,Part Time,0.20983,496,2443,0.19368,0.22598
2001,Second Stage of Tertiary Education,Urban regions,Not Working,0.23133,529,2443,0.21461,0.24806
2001,Second Stage of Tertiary Education,Rural regions,Full Time,0.51707,625,1107,0.48762,0.54652
2001,Second Stage of Tertiary Education,Rural regions,Part Time,0.19080,203,1107,0.16764,0.21396
2001,Second Stage of Tertiary Education,Rural regions,Not Working,0.29213,279,1107,0.26533,0.31893
2002,Pre-primary Level,Urban regions,Part Time,0.18431,85,424,0.14736,0.22126
2002,Pre-primary Level,Urban regions,Not Working,0.79951,339,424,0.76136,0.83767
2002,Pre-primary Level,Rural regions,Part Time,0.17409,38,184,0.11915,0.22903
2002,Pre-primary Level,Rural regions,Not Working,0.82085,146,184,0.76529,0.87641
2002,Primary Level,Urban regions,Full Time,0.25373,52,223,0.19649,0.31097
2002,Primary Level,Urban regions,Part Time,0.17401,40,223,0.12414,0.22388
2002,Primary Level,Urban regions,Not Working,0.57226,131,223,0.50718,0.63734
2002,Primary Level,Rural regions,Not Working,0.55005,34,34,0.38031,0.71979
2002,Lower Secondary Level,Urban regions,Full Time,0.23126,481,1950,0.21255,0.24998
2002,Lower Secondary Level,Urban regions,Part Time,0.20500,444,1950,0.18708,0.22292
2002,Lower Secondary Level,Urban regions,Not Working,0.56374,1025,1950,0.54172,0.58575
2002,Lower Secondary Level,Rural regions,Full Time,0.21163,211,941,0.18552,0.23774
2002,Lower Secondary Level,Rural regions,Part Time,0.19545,197,941,0.17010,0.22080
2002,Lower Secondary Level,Rural regions,Not Working,0.59292,533,941,0.56151,0.62433
2002,Upper Secondary Level,Urban regions,Full Time,0.36718,2836,7339,0.35615,0.37821
2002,Upper Secondary Level,Urban regions,Part Time,0.23139,1806,7339,0.22174,0.24104
2002,Upper Secondary Level,Urban regions,Not Working,0.40142,2697,7339,0.39021,0.41264
2002,Upper Secondary Level,Rural regions,Full Time,0.40039,1758,4245,0.38565,0.41514
2002,Upper Secondary Level,Rural regions,Part Time,0.21127,949,4245,0.19899,0.22355
2002,Upper Secondary Level,Rural regions,Not Working,0.38834,1538,4245,0.37367,0.40300
2002,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.46917,434,895,0.43645,0.50188
2002,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.23604,229,895,0.20820,0.26388
2002,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.29479,232,895,0.26490,0.32468
2002,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.45187,124,270,0.39240,0.51135
2002,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.27148,72,270,0.21833,0.32462
2002,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.27665,74,270,0.22319,0.33011
2002,First Stage of Tertiary Education,Urban regions,Full Time,0.50230,580,1115,0.47294,0.53167
2002,First Stage of Tertiary Education,Urban regions,Part Time,0.17388,235,1115,0.15163,0.19614
2002,First Stage of Tertiary Education,Urban regions,Not Working,0.32381,300,1115,0.29633,0.35129
2002,First Stage of Tertiary Education,Rural regions,Full Time,0.46278,312,627,0.42372,0.50184
2002,First Stage of Tertiary Education,Rural regions,Part Time,0.19492,136,627,0.16389,0.22596
2002,First Stage of Tertiary Education,Rural regions,Not Working,0.34229,179,627,0.30513,0.37946
2002,Second Stage of Tertiary Education,Urban regions,Full Time,0.55577,1945,3241,0.53866,0.57288
2002,Second Stage of Tertiary Education,Urban regions,Part Time,0.19845,658,3241,0.18471,0.21218
2002,Second Stage of Tertiary Education,Urban regions,Not Working,0.24578,638,3241,0.23096,0.26061
2002,Second Stage of Tertiary Education,Rural regions,Full Time,0.51166,767,1318,0.48466,0.53865
2002,Second Stage of Tertiary Education,Rural regions,Part Time,0.18643,245,1318,0.16540,0.20747
2002,Second Stage of Tertiary Education,Rural regions,Not Working,0.30191,306,1318,0.27711,0.32670
2003,Pre-primary Level,Urban regions,Part Time,0.17895,89,422,0.14234,0.21557
2003,Pre-primary Level,Urban regions,Not Working,0.81494,333,422,0.77784,0.85203
2003,Pre-primary Level,Rural regions,Not Working,0.87000,168,168,0.81900,0.92101
2003,Primary Level,Urban regions,Full Time,0.26643,55,181,0.20184,0.33101
2003,Primary Level,Urban regions,Not Working,0.59498,126,181,0.52326,0.66669
2003,Primary Level,Rural regions,Not Working,0.62944,37,37,0.47167,0.78720
2003,Lower Secondary Level,Urban regions,Full Time,0.21626,434,1849,0.19749,0.23503
2003,Lower Secondary Level,Urban regions,Part Time,0.21705,438,1849,0.19826,0.23585
2003,Lower Secondary Level,Urban regions,Not Working,0.56669,977,1849,0.54409,0.58928
2003,Lower Secondary Level,Rural regions,Full Time,0.19807,207,885,0.17180,0.22435
2003,Lower Secondary Level,Rural regions,Part Time,0.18334,171,885,0.15783,0.20885
2003,Lower Secondary Level,Rural regions,Not Working,0.61858,507,885,0.58656,0.65060
2003,Upper Secondary Level,Urban regions,Full Time,0.36126,2643,7076,0.35007,0.37246
2003,Upper Secondary Level,Urban regions,Part Time,0.22742,1756,7076,0.21766,0.23719
2003,Upper Secondary Level,Urban regions,Not Working,0.41131,2677,7076,0.39985,0.42278
2003,Upper Secondary Level,Rural regions,Full Time,0.38507,1615,4030,0.37005,0.40010
2003,Upper Secondary Level,Rural regions,Part Time,0.22080,933,4030,0.20799,0.23361
2003,Upper Secondary Level,Rural regions,Not Working,0.39413,1482,4030,0.37904,0.40922
2003,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.45801,416,883,0.42513,0.49089
2003,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.27147,248,883,0.24212,0.30082
2003,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.27052,219,883,0.24120,0.29984
2003,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.47248,130,269,0.41271,0.53225
2003,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.23798,71,269,0.18699,0.28896
2003,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.28954,68,269,0.23524,0.34384
2003,First Stage of Tertiary Education,Urban regions,Full Time,0.46785,525,1071,0.43795,0.49774
2003,First Stage of Tertiary Education,Urban regions,Part Time,0.18696,243,1071,0.16360,0.21033
