year,regtyp,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Rural regions,male,Part Time,0.12479,612,4592,0.11523,0.13435
2016,Rural regions,male,Not Working,0.27273,1864,4592,0.25984,0.28561
2016,Rural regions,female,Full Time,0.21793,1120,5043,0.20653,0.22932
2016,Rural regions,female,Part Time,0.28717,1763,5043,0.27468,0.29966
2016,Rural regions,female,Not Working,0.35744,2160,5043,0.34421,0.37067
2017,Urban regions,male,Full Time,0.42612,4286,9683,0.41627,0.43597
2017,Urban regions,male,Part Time,0.14357,1465,9683,0.13658,0.15055
2017,Urban regions,male,Not Working,0.27310,3932,9683,0.26423,0.28198
2017,Urban regions,female,Full Time,0.22766,2408,10751,0.21973,0.23558
2017,Urban regions,female,Part Time,0.27716,3677,10751,0.26869,0.28562
2017,Urban regions,female,Not Working,0.34933,4666,10751,0.34032,0.35835
2017,Rural regions,male,Full Time,0.45030,2423,5203,0.43678,0.46382
2017,Rural regions,male,Part Time,0.12322,696,5203,0.11428,0.13215
2017,Rural regions,male,Not Working,0.26940,2084,5203,0.25734,0.28146
2017,Rural regions,female,Full Time,0.22547,1322,5622,0.21455,0.23640
2017,Rural regions,female,Part Time,0.28466,1934,5622,0.27286,0.29646
2017,Rural regions,female,Not Working,0.35069,2366,5622,0.33821,0.36316
2018,Urban regions,male,Full Time,0.42892,4121,9380,0.41890,0.43894
2018,Urban regions,male,Part Time,0.15135,1594,9380,0.14410,0.15861
2018,Urban regions,male,Not Working,0.26471,3665,9380,0.25578,0.27364
2018,Urban regions,female,Full Time,0.23695,2379,10309,0.22875,0.24516
2018,Urban regions,female,Part Time,0.27926,3558,10309,0.27059,0.28792
2018,Urban regions,female,Not Working,0.34135,4372,10309,0.33220,0.35051
2018,Rural regions,male,Full Time,0.44920,2308,4876,0.43523,0.46316
2018,Rural regions,male,Part Time,0.13341,701,4876,0.12387,0.14296
2018,Rural regions,male,Not Working,0.26445,1867,4876,0.25207,0.27683
2018,Rural regions,female,Full Time,0.21716,1240,5324,0.20609,0.22824
2018,Rural regions,female,Part Time,0.30759,1943,5324,0.29519,0.31998
2018,Rural regions,female,Not Working,0.33748,2141,5324,0.32478,0.35019
2019,Urban regions,male,Full Time,0.43089,4494,9459,0.42091,0.44087
2019,Urban regions,male,Part Time,0.14427,1600,9459,0.13719,0.15135
2019,Urban regions,male,Not Working,0.26479,3365,9459,0.25590,0.27368
2019,Urban regions,female,Full Time,0.23000,2380,9859,0.22169,0.23831
2019,Urban regions,female,Part Time,0.28501,3409,9859,0.27610,0.29392
2019,Urban regions,female,Not Working,0.33848,4070,9859,0.32914,0.34782
2019,Rural regions,male,Full Time,0.44758,2456,4872,0.43362,0.46154
2019,Rural regions,male,Part Time,0.11675,714,4872,0.10773,0.12577
2019,Rural regions,male,Not Working,0.28239,1702,4872,0.26975,0.29503
2019,Rural regions,female,Full Time,0.22534,1256,5083,0.21385,0.23682
2019,Rural regions,female,Part Time,0.28569,1761,5083,0.27327,0.29811
2019,Rural regions,female,Not Working,0.34721,2066,5083,0.33412,0.36030
2020,Urban regions,male,Full Time,0.42829,4753,10158,0.41867,0.43792
2020,Urban regions,male,Part Time,0.14809,1874,10158,0.14119,0.15500
2020,Urban regions,male,Not Working,0.26083,3531,10158,0.25229,0.26937
2020,Urban regions,female,Full Time,0.23141,2610,10191,0.22323,0.23960
2020,Urban regions,female,Part Time,0.27777,3450,10191,0.26907,0.28646
2020,Urban regions,female,Not Working,0.34461,4131,10191,0.33539,0.35384
2020,Rural regions,male,Full Time,0.43505,2448,4764,0.42097,0.44913
2020,Rural regions,male,Part Time,0.13006,730,4764,0.12051,0.13962
2020,Rural regions,male,Not Working,0.28040,1586,4764,0.26764,0.29316
2020,Rural regions,female,Full Time,0.22158,1227,4892,0.20994,0.23322
2020,Rural regions,female,Part Time,0.27965,1748,4892,0.26708,0.29223
2020,Rural regions,female,Not Working,0.34713,1917,4892,0.33379,0.36048
2021,Urban regions,male,Full Time,0.38870,2865,6604,0.37694,0.40045
2021,Urban regions,male,Part Time,0.14371,1170,6604,0.13525,0.15217
2021,Urban regions,male,Not Working,0.29768,2569,6604,0.28665,0.30871
2021,Urban regions,female,Full Time,0.22074,1672,6948,0.21099,0.23049
2021,Urban regions,female,Part Time,0.25624,2193,6948,0.24597,0.26650
2021,Urban regions,female,Not Working,0.37068,3083,6948,0.35933,0.38204
2021,Rural regions,male,Full Time,0.40379,1426,3073,0.38644,0.42114
2021,Rural regions,male,Part Time,0.12260,444,3073,0.11100,0.13419
2021,Rural regions,male,Not Working,0.31912,1203,3073,0.30264,0.33561
2021,Rural regions,female,Full Time,0.20222,777,3299,0.18852,0.21593
2021,Rural regions,female,Part Time,0.26658,1109,3299,0.25149,0.28168
2021,Rural regions,female,Not Working,0.37855,1413,3299,0.36200,0.39511
2022,Urban regions,male,Full Time,0.34261,3747,9547,0.33309,0.35213
2022,Urban regions,male,Part Time,0.12214,1684,9547,0.11557,0.12871
2022,Urban regions,male,Not Working,0.36379,4116,9547,0.35414,0.37344
2022,Urban regions,female,Full Time,0.19598,2435,9820,0.18813,0.20383
2022,Urban regions,female,Part Time,0.23438,3092,9820,0.22600,0.24276
2022,Urban regions,female,Not Working,0.40951,4293,9820,0.39978,0.41924
2022,Rural regions,male,Full Time,0.35545,1798,4248,0.34105,0.36984
2022,Rural regions,male,Part Time,0.09983,533,4248,0.09081,0.10884
2022,Rural regions,male,Not Working,0.37922,1917,4248,0.36463,0.39381
2022,Rural regions,female,Full Time,0.17734,1095,4648,0.16635,0.18832
2022,Rural regions,female,Part Time,0.23893,1457,4648,0.22667,0.25119
2022,Rural regions,female,Not Working,0.43236,2096,4648,0.41811,0.44660
