year,migback,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Direct migration background,East,Full Time,0.24517,102,374,0.20151,0.28882
2014,Direct migration background,East,Part Time,0.27043,102,374,0.22535,0.31551
2014,Direct migration background,East,Not Working,0.43605,170,374,0.38572,0.48638
2014,Indirect migration background,West,Full Time,0.21259,631,1731,0.19331,0.23187
2014,Indirect migration background,West,Part Time,0.14820,500,1731,0.13146,0.16494
2014,Indirect migration background,West,Not Working,0.15775,600,1731,0.14057,0.17492
2014,Indirect migration background,East,Full Time,0.18746,41,82,0.10247,0.27246
2014,Indirect migration background,East,Not Working,0.18325,41,82,0.09900,0.26750
2015,No migration background,West,Full Time,0.33109,5333,14573,0.32345,0.33873
2015,No migration background,West,Part Time,0.20589,4063,14573,0.19933,0.21246
2015,No migration background,West,Not Working,0.33605,5177,14573,0.32838,0.34372
2015,No migration background,East,Full Time,0.34610,1870,4939,0.33284,0.35937
2015,No migration background,East,Part Time,0.17574,1125,4939,0.16513,0.18636
2015,No migration background,East,Not Working,0.34568,1944,4939,0.33242,0.35895
2015,Direct migration background,West,Full Time,0.30729,1603,5661,0.29527,0.31931
2015,Direct migration background,West,Part Time,0.25087,1336,5661,0.23957,0.26216
2015,Direct migration background,West,Not Working,0.40760,2722,5661,0.39480,0.42040
2015,Direct migration background,East,Full Time,0.19335,90,449,0.15678,0.22992
2015,Direct migration background,East,Part Time,0.19834,90,449,0.16141,0.23526
2015,Direct migration background,East,Not Working,0.56679,269,449,0.52091,0.61268
2015,Indirect migration background,West,Full Time,0.22426,582,1612,0.20389,0.24463
2015,Indirect migration background,West,Part Time,0.14298,467,1612,0.12589,0.16007
2015,Indirect migration background,West,Not Working,0.14572,563,1612,0.12850,0.16295
2015,Indirect migration background,East,Full Time,0.19290,37,79,0.10534,0.28047
2015,Indirect migration background,East,Not Working,0.15756,42,79,0.07671,0.23842
2016,No migration background,West,Full Time,0.33189,4898,13502,0.32395,0.33984
2016,No migration background,West,Part Time,0.20675,3818,13502,0.19992,0.21358
2016,No migration background,West,Not Working,0.33212,4786,13502,0.32418,0.34006
2016,No migration background,East,Full Time,0.35311,1793,4641,0.33935,0.36686
2016,No migration background,East,Part Time,0.18776,1050,4641,0.17652,0.19900
2016,No migration background,East,Not Working,0.32319,1798,4641,0.30974,0.33665
2016,Direct migration background,West,Full Time,0.34633,1778,7301,0.33541,0.35724
2016,Direct migration background,West,Part Time,0.27020,1471,7301,0.26001,0.28039
2016,Direct migration background,West,Not Working,0.34153,4052,7301,0.33066,0.35241
2016,Direct migration background,East,Full Time,0.28052,115,924,0.25154,0.30951
2016,Direct migration background,East,Part Time,0.25750,118,924,0.22929,0.28571
2016,Direct migration background,East,Not Working,0.37709,691,924,0.34582,0.40836
2016,Indirect migration background,West,Full Time,0.23139,547,1496,0.21001,0.25276
2016,Indirect migration background,West,Part Time,0.14862,454,1496,0.13058,0.16665
2016,Indirect migration background,West,Not Working,0.15504,495,1496,0.13670,0.17339
2016,Indirect migration background,East,Full Time,0.25165,39,108,0.16942,0.33387
2016,Indirect migration background,East,Part Time,0.16441,34,108,0.09418,0.23464
2016,Indirect migration background,East,Not Working,0.14884,35,108,0.08140,0.21628
2017,No migration background,West,Full Time,0.33862,5853,15294,0.33112,0.34612
2017,No migration background,West,Part Time,0.20951,4375,15294,0.20306,0.21596
2017,No migration background,West,Not Working,0.32311,5066,15294,0.31570,0.33053
2017,No migration background,East,Full Time,0.35111,2094,5173,0.33810,0.36411
2017,No migration background,East,Part Time,0.18153,1169,5173,0.17103,0.19204
2017,No migration background,East,Not Working,0.32907,1910,5173,0.31627,0.34188
2017,Direct migration background,West,Full Time,0.33536,1739,8050,0.32505,0.34567
2017,Direct migration background,West,Part Time,0.27833,1517,8050,0.26854,0.28813
2017,Direct migration background,West,Not Working,0.34153,4794,8050,0.33117,0.35189
2017,Direct migration background,East,Full Time,0.28696,145,996,0.25885,0.31507
2017,Direct migration background,East,Part Time,0.27412,142,996,0.24641,0.30184
2017,Direct migration background,East,Not Working,0.33126,709,996,0.30201,0.36050
2017,Indirect migration background,West,Full Time,0.22714,572,1637,0.20684,0.24745
2017,Indirect migration background,West,Part Time,0.14888,535,1637,0.13163,0.16613
2017,Indirect migration background,West,Not Working,0.15357,530,1637,0.13610,0.17104
2017,Indirect migration background,East,Full Time,0.20061,36,109,0.12508,0.27613
2017,Indirect migration background,East,Part Time,0.12450,34,109,0.06223,0.18677
2017,Indirect migration background,East,Not Working,0.17226,39,109,0.10104,0.24348
2018,No migration background,West,Full Time,0.33936,5529,14649,0.33169,0.34703
2018,No migration background,West,Part Time,0.21825,4270,14649,0.21156,0.22493
2018,No migration background,West,Not Working,0.31716,4850,14649,0.30962,0.32469
2018,No migration background,East,Full Time,0.34480,1997,5088,0.33174,0.35786
2018,No migration background,East,Part Time,0.19861,1195,5088,0.18765,0.20957
2018,No migration background,East,Not Working,0.32097,1896,5088,0.30814,0.33380
2018,Direct migration background,West,Full Time,0.34799,1738,7502,0.33721,0.35877
2018,Direct migration background,West,Part Time,0.27179,1596,7502,0.26172,0.28186
2018,Direct migration background,West,Not Working,0.33273,4168,7502,0.32207,0.34340
2018,Direct migration background,East,Full Time,0.32704,146,924,0.29677,0.35730
2018,Direct migration background,East,Part Time,0.27553,155,924,0.24671,0.30436
2018,Direct migration background,East,Not Working,0.30130,623,924,0.27170,0.33090
2018,Indirect migration background,West,Full Time,0.24257,598,1604,0.22159,0.26356
2018,Indirect migration background,West,Part Time,0.16171,536,1604,0.14369,0.17973
2018,Indirect migration background,West,Not Working,0.13392,470,1604,0.11725,0.15059
2018,Indirect migration background,East,Full Time,0.19589,40,122,0.12517,0.26661
2018,Indirect migration background,East,Part Time,0.17710,44,122,0.10908,0.24513
2018,Indirect migration background,East,Not Working,0.15504,38,122,0.09055,0.21954
2019,No migration background,West,Full Time,0.33537,6036,15255,0.32788,0.34286
2019,No migration background,West,Part Time,0.21273,4244,15255,0.20624,0.21923
2019,No migration background,West,Not Working,0.32090,4975,15255,0.31349,0.32831
2019,No migration background,East,Full Time,0.34273,2184,5218,0.32985,0.35561
2019,No migration background,East,Part Time,0.17963,1133,5218,0.16922,0.19005
2019,No migration background,East,Not Working,0.34478,1901,5218,0.33189,0.35768
2019,Direct migration background,West,Full Time,0.36292,1744,6801,0.35149,0.37435
2019,Direct migration background,West,Part Time,0.27044,1559,6801,0.25989,0.28100
2019,Direct migration background,West,Not Working,0.32525,3498,6801,0.31412,0.33639
2019,Direct migration background,East,Full Time,0.30811,162,796,0.27602,0.34021
2019,Direct migration background,East,Part Time,0.25548,143,796,0.22516,0.28580
2019,Direct migration background,East,Not Working,0.32930,491,796,0.29664,0.36197
2019,Indirect migration background,West,Full Time,0.24056,601,1557,0.21932,0.26180
2019,Indirect migration background,West,Part Time,0.17671,506,1557,0.15775,0.19566
2019,Indirect migration background,West,Not Working,0.11856,450,1557,0.10250,0.13463
2019,Indirect migration background,East,Full Time,0.19967,49,127,0.12987,0.26947
2019,Indirect migration background,East,Part Time,0.14163,34,127,0.08075,0.20251
2019,Indirect migration background,East,Not Working,0.14761,44,127,0.08567,0.20955
2020,No migration background,West,Full Time,0.33641,5488,14059,0.32860,0.34422
2020,No migration background,West,Part Time,0.21160,3929,14059,0.20485,0.21836
2020,No migration background,West,Not Working,0.31817,4642,14059,0.31047,0.32587
2020,No migration background,East,Full Time,0.34055,1947,4787,0.32712,0.35398
2020,No migration background,East,Part Time,0.18636,1051,4787,0.17533,0.19739
2020,No migration background,East,Not Working,0.33904,1789,4787,0.32563,0.35245
2020,Direct migration background,West,Full Time,0.34405,2713,8506,0.33395,0.35415
2020,Direct migration background,West,Part Time,0.27559,2061,8506,0.26610,0.28509
2020,Direct migration background,West,Not Working,0.33579,3732,8506,0.32575,0.34582
2020,Direct migration background,East,Full Time,0.38598,266,1038,0.35635,0.41561
2020,Direct migration background,East,Part Time,0.20435,219,1038,0.17981,0.22889
2020,Direct migration background,East,Not Working,0.31537,553,1038,0.28709,0.34365
2020,Indirect migration background,West,Full Time,0.22570,579,1500,0.20454,0.24687
2020,Indirect migration background,West,Part Time,0.16191,502,1500,0.14326,0.18056
2020,Indirect migration background,West,Not Working,0.13017,419,1500,0.11313,0.14720
2020,Indirect migration background,East,Full Time,0.20091,46,122,0.12952,0.27231
2020,Indirect migration background,East,Part Time,0.17493,42,122,0.10724,0.24262
2020,Indirect migration background,East,Not Working,0.16312,34,122,0.09729,0.22896
2021,No migration background,West,Full Time,0.30851,3674,10061,0.29948,0.31754
2021,No migration background,West,Part Time,0.20231,2651,10061,0.19446,0.21016
2021,No migration background,West,Not Working,0.35782,3736,10061,0.34846,0.36719
2021,No migration background,East,Full Time,0.32717,1249,3326,0.31122,0.34312
2021,No migration background,East,Part Time,0.16781,719,3326,0.15511,0.18051
2021,No migration background,East,Not Working,0.36460,1358,3326,0.34824,0.38096
2021,Direct migration background,West,Full Time,0.31649,1313,5001,0.30360,0.32938
2021,Direct migration background,West,Part Time,0.26187,1124,5001,0.24968,0.27406
2021,Direct migration background,West,Not Working,0.36976,2564,5001,0.35638,0.38314
2021,Direct migration background,East,Full Time,0.34916,144,568,0.30993,0.38840
2021,Direct migration background,East,Part Time,0.27879,129,568,0.24188,0.31570
2021,Direct migration background,East,Not Working,0.27070,295,568,0.23412,0.30727
2021,Indirect migration background,West,Full Time,0.20926,329,892,0.18255,0.23597
2021,Indirect migration background,West,Part Time,0.13764,272,892,0.11502,0.16026
2021,Indirect migration background,West,Not Working,0.14025,291,892,0.11745,0.16305
2021,Indirect migration background,East,Full Time,0.19089,32,32,0.05254,0.32924
2022,No migration background,West,Full Time,0.27115,4679,13798,0.26373,0.27857
2022,No migration background,West,Part Time,0.18078,3386,13798,0.17436,0.18720
2022,No migration background,West,Not Working,0.40231,5733,13798,0.39412,0.41049
2022,No migration background,East,Full Time,0.27448,1625,4726,0.26176,0.28721
2022,No migration background,East,Part Time,0.16299,995,4726,0.15246,0.17352
2022,No migration background,East,Not Working,0.41747,2106,4726,0.40341,0.43153
2022,Direct migration background,West,Full Time,0.29529,1984,7208,0.28476,0.30582
2022,Direct migration background,West,Part Time,0.19778,1721,7208,0.18859,0.20698
2022,Direct migration background,West,Not Working,0.44175,3503,7208,0.43028,0.45321
2022,Direct migration background,East,Full Time,0.21887,283,1036,0.19368,0.24406
2022,Direct migration background,East,Part Time,0.24313,248,1036,0.21700,0.26926
2022,Direct migration background,East,Not Working,0.46292,505,1036,0.43254,0.49330
2022,Indirect migration background,West,Full Time,0.20692,445,1341,0.18523,0.22861
2022,Indirect migration background,West,Part Time,0.12578,384,1341,0.10803,0.14354
2022,Indirect migration background,West,Not Working,0.22114,512,1341,0.19892,0.24336
2022,Indirect migration background,East,Full Time,0.21538,62,164,0.15227,0.27849
2022,Indirect migration background,East,Part Time,0.12340,40,164,0.07291,0.17389
2022,Indirect migration background,East,Not Working,0.21640,62,164,0.15318,0.27961
