year,bula_h,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Berlin,Upper Secondary Level,Not Working,0.40366,78,227,0.33969,0.46763
1997,Berlin,Second Stage of Tertiary Education,Full Time,0.55606,81,116,0.46525,0.64686
1997,Berlin,Second Stage of Tertiary Education,Not Working,0.27189,35,116,0.19057,0.35321
1997,Brandenburg,Lower Secondary Level,Not Working,0.71591,36,36,0.56650,0.86532
1997,Brandenburg,Upper Secondary Level,Full Time,0.39249,129,302,0.33733,0.44766
1997,Brandenburg,Upper Secondary Level,Part Time,0.16345,57,302,0.12168,0.20522
1997,Brandenburg,Upper Secondary Level,Not Working,0.44405,116,302,0.38792,0.50019
1997,Brandenburg,Second Stage of Tertiary Education,Full Time,0.50592,88,129,0.41931,0.59254
1997,Brandenburg,Second Stage of Tertiary Education,Not Working,0.32045,41,129,0.23961,0.40129
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Full Time,0.42097,99,217,0.35513,0.48682
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Part Time,0.16331,42,217,0.11402,0.21261
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Working,0.41571,76,217,0.34999,0.48144
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full Time,0.51196,55,55,0.37863,0.64528
1997,Saxony,Lower Secondary Level,Not Working,0.69532,70,70,0.58672,0.80393
1997,Saxony,Upper Secondary Level,Full Time,0.39327,276,604,0.35428,0.43226
1997,Saxony,Upper Secondary Level,Part Time,0.15784,105,604,0.12874,0.18694
1997,Saxony,Upper Secondary Level,Not Working,0.44888,223,604,0.40918,0.48858
1997,Saxony,First Stage of Tertiary Education,Full Time,0.45016,35,35,0.28293,0.61739
1997,Saxony,Second Stage of Tertiary Education,Full Time,0.57646,157,242,0.51408,0.63885
1997,Saxony,Second Stage of Tertiary Education,Part Time,0.14506,34,242,0.10060,0.18952
1997,Saxony,Second Stage of Tertiary Education,Not Working,0.27848,51,242,0.22188,0.33507
1997,Saxony-Anhalt,Lower Secondary Level,Not Working,0.57811,38,38,0.41898,0.73725
1997,Saxony-Anhalt,Upper Secondary Level,Full Time,0.37907,159,353,0.32839,0.42976
1997,Saxony-Anhalt,Upper Secondary Level,Part Time,0.16822,68,353,0.12914,0.20730
1997,Saxony-Anhalt,Upper Secondary Level,Not Working,0.45271,126,353,0.40071,0.50471
1997,Saxony-Anhalt,First Stage of Tertiary Education,Full Time,0.53978,32,32,0.36433,0.71524
1997,Saxony-Anhalt,Second Stage of Tertiary Education,Full Time,0.51251,86,86,0.40625,0.61878
1997,Thuringa,Lower Secondary Level,Not Working,0.75326,38,38,0.61435,0.89218
1997,Thuringa,Upper Secondary Level,Full Time,0.37456,185,407,0.32748,0.42164
1997,Thuringa,Upper Secondary Level,Part Time,0.20202,76,407,0.16296,0.24108
1997,Thuringa,Upper Secondary Level,Not Working,0.42342,146,407,0.37536,0.47148
1997,Thuringa,Second Stage of Tertiary Education,Full Time,0.58656,73,73,0.47281,0.70031
1998,Schleswig-Holstein,Upper Secondary Level,Full Time,0.40420,81,182,0.33270,0.47569
1998,Schleswig-Holstein,Upper Secondary Level,Part Time,0.17765,37,182,0.12197,0.23334
1998,Schleswig-Holstein,Upper Secondary Level,Not Working,0.41815,64,182,0.34629,0.49001
1998,Hamburg,Upper Secondary Level,Not Working,0.43176,33,33,0.26014,0.60338
1998,Lower Saxony,Lower Secondary Level,Full Time,0.18503,54,228,0.13452,0.23555
1998,Lower Saxony,Lower Secondary Level,Part Time,0.10203,34,228,0.06266,0.14141
1998,Lower Saxony,Lower Secondary Level,Not Working,0.71293,140,228,0.65408,0.77179
1998,Lower Saxony,Upper Secondary Level,Full Time,0.38551,241,576,0.34572,0.42529
1998,Lower Saxony,Upper Secondary Level,Part Time,0.21543,135,576,0.18183,0.24904
1998,Lower Saxony,Upper Secondary Level,Not Working,0.39906,200,576,0.35903,0.43909
1998,Lower Saxony,First Stage of Tertiary Education,Full Time,0.56766,49,49,0.42751,0.70781
1998,Lower Saxony,Second Stage of Tertiary Education,Full Time,0.64268,82,115,0.55471,0.73065
1998,Lower Saxony,Second Stage of Tertiary Education,Part Time,0.20865,33,115,0.13405,0.28324
1998,North Rhine-Westphalia,Pre-primary Level,Not Working,0.98535,67,67,0.95637,1.01434
1998,North Rhine-Westphalia,Primary Level,Full Time,0.28495,34,101,0.19648,0.37342
1998,North Rhine-Westphalia,Primary Level,Not Working,0.55364,67,101,0.45621,0.65107
1998,North Rhine-Westphalia,Lower Secondary Level,Full Time,0.24741,149,536,0.21084,0.28397
1998,North Rhine-Westphalia,Lower Secondary Level,Part Time,0.12742,91,536,0.09916,0.15567
1998,North Rhine-Westphalia,Lower Secondary Level,Not Working,0.62517,296,536,0.58415,0.66619
1998,North Rhine-Westphalia,Upper Secondary Level,Full Time,0.39282,563,1355,0.36680,0.41883
1998,North Rhine-Westphalia,Upper Secondary Level,Part Time,0.20019,300,1355,0.17888,0.22150
1998,North Rhine-Westphalia,Upper Secondary Level,Not Working,0.40699,492,1355,0.38082,0.43316
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full Time,0.47375,66,106,0.37824,0.56926
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Part Time,0.33494,40,106,0.24466,0.42522
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Full Time,0.60111,105,139,0.51941,0.68281
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Not Working,0.24381,34,139,0.17217,0.31545
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Full Time,0.59664,192,313,0.54220,0.65107
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Part Time,0.20089,68,313,0.15643,0.24535
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Working,0.20247,53,313,0.15788,0.24706
1998,Hesse,Lower Secondary Level,Full Time,0.16571,50,201,0.11418,0.21724
1998,Hesse,Lower Secondary Level,Part Time,0.22584,50,201,0.16789,0.28379
1998,Hesse,Lower Secondary Level,Not Working,0.60845,101,201,0.54080,0.67610
1998,Hesse,Upper Secondary Level,Full Time,0.36727,186,437,0.32202,0.41252
1998,Hesse,Upper Secondary Level,Part Time,0.23062,102,437,0.19108,0.27016
1998,Hesse,Upper Secondary Level,Not Working,0.40211,149,437,0.35608,0.44813
1998,Hesse,Second Stage of Tertiary Education,Full Time,0.57472,72,72,0.45972,0.68972
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full Time,0.20682,55,216,0.15268,0.26096
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Part Time,0.14687,41,216,0.09955,0.19418
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Working,0.64631,120,216,0.58240,0.71022
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full Time,0.40559,170,392,0.35692,0.45426
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part Time,0.20170,84,392,0.16193,0.24148
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Working,0.39271,138,392,0.34430,0.44112
1998,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full Time,0.64833,32,32,0.48024,0.81642
1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full Time,0.51846,37,37,0.35524,0.68168
1998,Baden-Wuerttemberg,Pre-primary Level,Not Working,0.89825,33,33,0.79350,1.00300
1998,Baden-Wuerttemberg,Primary Level,Part Time,0.21898,35,97,0.13626,0.30171
1998,Baden-Wuerttemberg,Primary Level,Not Working,0.41596,62,97,0.31736,0.51456
1998,Baden-Wuerttemberg,Lower Secondary Level,Full Time,0.23472,135,448,0.19543,0.27401
1998,Baden-Wuerttemberg,Lower Secondary Level,Part Time,0.19806,103,448,0.16111,0.23500
1998,Baden-Wuerttemberg,Lower Secondary Level,Not Working,0.56722,210,448,0.52129,0.61315
1998,Baden-Wuerttemberg,Upper Secondary Level,Full Time,0.37879,334,803,0.34521,0.41236
1998,Baden-Wuerttemberg,Upper Secondary Level,Part Time,0.22155,201,803,0.19281,0.25030
1998,Baden-Wuerttemberg,Upper Secondary Level,Not Working,0.39966,268,803,0.36576,0.43356
1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full Time,0.59730,40,40,0.44338,0.75123
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,Full Time,0.55150,58,58,0.42239,0.68062
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full Time,0.54692,88,123,0.45859,0.63526
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Part Time,0.29227,35,123,0.21157,0.37298
1998,Bavaria,Pre-primary Level,Not Working,0.96981,34,34,0.91144,1.02819
1998,Bavaria,Lower Secondary Level,Full Time,0.24734,113,387,0.20430,0.29039
1998,Bavaria,Lower Secondary Level,Part Time,0.18271,82,387,0.14416,0.22126
1998,Bavaria,Lower Secondary Level,Not Working,0.56995,192,387,0.52056,0.61934
1998,Bavaria,Upper Secondary Level,Full Time,0.40067,424,922,0.36902,0.43231
1998,Bavaria,Upper Secondary Level,Part Time,0.19671,196,922,0.17104,0.22239
1998,Bavaria,Upper Secondary Level,Not Working,0.40262,302,922,0.37095,0.43429
1998,Bavaria,Post-secondary Non-tertiary Level,Full Time,0.55659,35,35,0.38960,0.72358
1998,Bavaria,First Stage of Tertiary Education,Full Time,0.43431,57,98,0.33567,0.53296
1998,Bavaria,First Stage of Tertiary Education,Not Working,0.41077,41,98,0.31287,0.50868
1998,Bavaria,Second Stage of Tertiary Education,Full Time,0.54984,110,198,0.48036,0.61931
1998,Bavaria,Second Stage of Tertiary Education,Part Time,0.17219,39,198,0.11946,0.22491
1998,Bavaria,Second Stage of Tertiary Education,Not Working,0.27798,49,198,0.21541,0.34054
1998,Berlin,Upper Secondary Level,Full Time,0.42904,104,223,0.36393,0.49415
1998,Berlin,Upper Secondary Level,Part Time,0.15972,41,223,0.11153,0.20792
1998,Berlin,Upper Secondary Level,Not Working,0.41123,78,223,0.34651,0.47596
1998,Berlin,Second Stage of Tertiary Education,Full Time,0.45745,85,162,0.38049,0.53440
1998,Berlin,Second Stage of Tertiary Education,Part Time,0.24077,33,162,0.17473,0.30682
1998,Berlin,Second Stage of Tertiary Education,Not Working,0.30178,44,162,0.23087,0.37269
1998,Brandenburg,Lower Secondary Level,Not Working,0.67951,32,32,0.51523,0.84378
1998,Brandenburg,Upper Secondary Level,Full Time,0.39535,143,319,0.34161,0.44909
1998,Brandenburg,Upper Secondary Level,Part Time,0.19791,60,319,0.15411,0.24170
1998,Brandenburg,Upper Secondary Level,Not Working,0.40674,116,319,0.35275,0.46073
1998,Brandenburg,Second Stage of Tertiary Education,Full Time,0.50845,85,127,0.42115,0.59574
1998,Brandenburg,Second Stage of Tertiary Education,Not Working,0.31046,42,127,0.22967,0.39125
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Full Time,0.41059,103,224,0.34602,0.47516
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Part Time,0.17664,43,224,0.12658,0.22669
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Working,0.41277,78,224,0.34816,0.47739
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full Time,0.47059,52,52,0.33360,0.60758
1998,Saxony,Lower Secondary Level,Full Time,0.20206,33,97,0.12174,0.28239
1998,Saxony,Lower Secondary Level,Not Working,0.66065,64,97,0.56593,0.75536
1998,Saxony,Upper Secondary Level,Full Time,0.41491,307,655,0.37715,0.45268
1998,Saxony,Upper Secondary Level,Part Time,0.15223,115,655,0.12470,0.17976
1998,Saxony,Upper Secondary Level,Not Working,0.43286,233,655,0.39488,0.47083
1998,Saxony,First Stage of Tertiary Education,Full Time,0.44407,37,37,0.28176,0.60638
1998,Saxony,Second Stage of Tertiary Education,Full Time,0.50885,144,245,0.44612,0.57157
1998,Saxony,Second Stage of Tertiary Education,Part Time,0.20004,47,245,0.14985,0.25024
1998,Saxony,Second Stage of Tertiary Education,Not Working,0.29111,54,245,0.23411,0.34811
1998,Saxony-Anhalt,Lower Secondary Level,Not Working,0.59261,45,45,0.44742,0.73779
1998,Saxony-Anhalt,Upper Secondary Level,Full Time,0.34988,148,356,0.30027,0.39949
1998,Saxony-Anhalt,Upper Secondary Level,Part Time,0.13943,63,356,0.10340,0.17547
1998,Saxony-Anhalt,Upper Secondary Level,Not Working,0.51069,145,356,0.45869,0.56269
1998,Saxony-Anhalt,First Stage of Tertiary Education,Full Time,0.50886,32,32,0.33287,0.68484
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Full Time,0.46777,87,123,0.37923,0.55631
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Not Working,0.34303,36,123,0.25879,0.42727
1998,Thuringa,Lower Secondary Level,Not Working,0.71477,38,38,0.56928,0.86026
1998,Thuringa,Upper Secondary Level,Full Time,0.36872,192,444,0.32379,0.41365
1998,Thuringa,Upper Secondary Level,Part Time,0.17626,82,444,0.14077,0.21174
1998,Thuringa,Upper Secondary Level,Not Working,0.45502,170,444,0.40865,0.50140
1998,Thuringa,Second Stage of Tertiary Education,Full Time,0.50649,71,104,0.40994,0.60305
1998,Thuringa,Second Stage of Tertiary Education,Not Working,0.29686,33,104,0.20863,0.38510
1999,Schleswig-Holstein,Upper Secondary Level,Full Time,0.45033,91,188,0.37902,0.52164
1999,Schleswig-Holstein,Upper Secondary Level,Part Time,0.18925,41,188,0.13310,0.24539
1999,Schleswig-Holstein,Upper Secondary Level,Not Working,0.36043,56,188,0.29161,0.42924
1999,Hamburg,Upper Secondary Level,Full Time,0.43275,31,31,0.25545,0.61005
1999,Lower Saxony,Lower Secondary Level,Full Time,0.17456,51,240,0.12643,0.22268
1999,Lower Saxony,Lower Secondary Level,Part Time,0.17061,54,240,0.12292,0.21830
1999,Lower Saxony,Lower Secondary Level,Not Working,0.65483,135,240,0.59456,0.71511
1999,Lower Saxony,Upper Secondary Level,Full Time,0.39752,258,586,0.35786,0.43717
1999,Lower Saxony,Upper Secondary Level,Part Time,0.24489,146,586,0.21004,0.27974
1999,Lower Saxony,Upper Secondary Level,Not Working,0.35760,182,586,0.31876,0.39644
1999,Lower Saxony,First Stage of Tertiary Education,Full Time,0.56163,43,43,0.41156,0.71169
1999,Lower Saxony,Second Stage of Tertiary Education,Full Time,0.64446,84,115,0.55659,0.73233
1999,Lower Saxony,Second Stage of Tertiary Education,Part Time,0.23210,31,115,0.15460,0.30960
1999,North Rhine-Westphalia,Pre-primary Level,Not Working,0.80769,63,63,0.70959,0.90579
1999,North Rhine-Westphalia,Primary Level,Not Working,0.55628,68,68,0.43731,0.67524
1999,North Rhine-Westphalia,Lower Secondary Level,Full Time,0.21028,126,500,0.17453,0.24604
1999,North Rhine-Westphalia,Lower Secondary Level,Part Time,0.16939,98,500,0.13647,0.20230
1999,North Rhine-Westphalia,Lower Secondary Level,Not Working,0.62033,276,500,0.57775,0.66291
1999,North Rhine-Westphalia,Upper Secondary Level,Full Time,0.39861,577,1323,0.37221,0.42500
1999,North Rhine-Westphalia,Upper Secondary Level,Part Time,0.21610,305,1323,0.19391,0.23829
1999,North Rhine-Westphalia,Upper Secondary Level,Not Working,0.38529,441,1323,0.35906,0.41153
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full Time,0.55648,73,112,0.46406,0.64890
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Part Time,0.28941,39,112,0.20505,0.37378
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Full Time,0.63707,106,106,0.54510,0.72905
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Full Time,0.60755,196,309,0.55301,0.66208
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Part Time,0.21779,70,309,0.17170,0.26389
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Working,0.17466,43,309,0.13226,0.21707
1999,Hesse,Lower Secondary Level,Full Time,0.19949,56,191,0.14267,0.25632
1999,Hesse,Lower Secondary Level,Part Time,0.18446,38,191,0.12931,0.23961
1999,Hesse,Lower Secondary Level,Not Working,0.61605,97,191,0.54690,0.68521
1999,Hesse,Upper Secondary Level,Full Time,0.37302,182,424,0.32693,0.41910
1999,Hesse,Upper Secondary Level,Part Time,0.22786,102,424,0.18789,0.26784
1999,Hesse,Upper Secondary Level,Not Working,0.39912,140,424,0.35245,0.44579
1999,Hesse,Second Stage of Tertiary Education,Full Time,0.61574,81,81,0.50914,0.72233
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full Time,0.19754,50,199,0.14208,0.25300
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Part Time,0.15022,37,199,0.10045,0.19999
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Working,0.65224,112,199,0.58590,0.71858
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full Time,0.39877,169,385,0.34980,0.44775
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part Time,0.24113,90,385,0.19834,0.28392
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Working,0.36010,126,385,0.31208,0.40811
1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full Time,0.53080,31,31,0.35222,0.70938
1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full Time,0.52182,36,36,0.35632,0.68731
1999,Baden-Wuerttemberg,Primary Level,Full Time,0.45687,36,98,0.35774,0.55600
1999,Baden-Wuerttemberg,Primary Level,Not Working,0.37203,62,98,0.27584,0.46822
1999,Baden-Wuerttemberg,Lower Secondary Level,Full Time,0.24997,134,430,0.20899,0.29094
1999,Baden-Wuerttemberg,Lower Secondary Level,Part Time,0.19776,100,430,0.16007,0.23546
1999,Baden-Wuerttemberg,Lower Secondary Level,Not Working,0.55227,196,430,0.50521,0.59933
1999,Baden-Wuerttemberg,Upper Secondary Level,Full Time,0.38215,331,775,0.34792,0.41638
1999,Baden-Wuerttemberg,Upper Secondary Level,Part Time,0.23002,192,775,0.20037,0.25967
1999,Baden-Wuerttemberg,Upper Secondary Level,Not Working,0.38783,252,775,0.35350,0.42216
1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full Time,0.55966,35,35,0.39279,0.72652
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,Full Time,0.60097,61,61,0.47706,0.72488
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full Time,0.57218,85,126,0.48544,0.65891
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Part Time,0.23957,41,126,0.16474,0.31439
1999,Bavaria,Lower Secondary Level,Full Time,0.25424,114,375,0.21011,0.29837
1999,Bavaria,Lower Secondary Level,Part Time,0.20377,85,375,0.16295,0.24460
1999,Bavaria,Lower Secondary Level,Not Working,0.54198,176,375,0.49149,0.59248
1999,Bavaria,Upper Secondary Level,Full Time,0.39060,427,927,0.35917,0.42202
1999,Bavaria,Upper Secondary Level,Part Time,0.23196,216,927,0.20477,0.25915
1999,Bavaria,Upper Secondary Level,Not Working,0.37744,284,927,0.34622,0.40867
1999,Bavaria,Post-secondary Non-tertiary Level,Full Time,0.54600,34,34,0.37612,0.71587
1999,Bavaria,First Stage of Tertiary Education,Full Time,0.41928,56,97,0.32057,0.51798
1999,Bavaria,First Stage of Tertiary Education,Not Working,0.39157,41,97,0.29393,0.48921
1999,Bavaria,Second Stage of Tertiary Education,Full Time,0.58479,124,205,0.51717,0.65241
1999,Bavaria,Second Stage of Tertiary Education,Part Time,0.17749,36,205,0.12506,0.22992
1999,Bavaria,Second Stage of Tertiary Education,Not Working,0.23771,45,205,0.17930,0.29613
1999,Berlin,Upper Secondary Level,Full Time,0.42502,99,217,0.35910,0.49095
1999,Berlin,Upper Secondary Level,Part Time,0.15999,41,217,0.11110,0.20888
1999,Berlin,Upper Secondary Level,Not Working,0.41498,77,217,0.34927,0.48069
1999,Berlin,Second Stage of Tertiary Education,Full Time,0.49818,84,127,0.41088,0.58549
1999,Berlin,Second Stage of Tertiary Education,Not Working,0.32056,43,127,0.23907,0.40205
1999,Brandenburg,Lower Secondary Level,Not Working,0.66872,31,31,0.50030,0.83715
1999,Brandenburg,Upper Secondary Level,Full Time,0.36764,128,314,0.31422,0.42105
1999,Brandenburg,Upper Secondary Level,Part Time,0.21883,69,314,0.17302,0.26463
1999,Brandenburg,Upper Secondary Level,Not Working,0.41353,117,314,0.35898,0.46809
1999,Brandenburg,Second Stage of Tertiary Education,Full Time,0.42857,70,119,0.33928,0.51786
1999,Brandenburg,Second Stage of Tertiary Education,Not Working,0.37242,49,119,0.28519,0.45965
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Full Time,0.34506,90,223,0.28253,0.40760
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Part Time,0.25054,59,223,0.19354,0.30754
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Working,0.40439,74,223,0.33983,0.46895
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full Time,0.50340,54,54,0.36879,0.63801
1999,Saxony,Lower Secondary Level,Full Time,0.21958,34,98,0.13719,0.30196
1999,Saxony,Lower Secondary Level,Not Working,0.62747,64,98,0.53125,0.72368
1999,Saxony,Upper Secondary Level,Full Time,0.39733,283,641,0.35941,0.43524
1999,Saxony,Upper Secondary Level,Part Time,0.19913,139,641,0.16819,0.23007
1999,Saxony,Upper Secondary Level,Not Working,0.40354,219,641,0.36553,0.44155
1999,Saxony,First Stage of Tertiary Education,Full Time,0.47016,39,39,0.31146,0.62885
1999,Saxony,Second Stage of Tertiary Education,Full Time,0.51717,145,243,0.45421,0.58012
1999,Saxony,Second Stage of Tertiary Education,Part Time,0.15653,40,243,0.11075,0.20231
1999,Saxony,Second Stage of Tertiary Education,Not Working,0.32630,58,243,0.26723,0.38538
1999,Saxony-Anhalt,Lower Secondary Level,Not Working,0.61971,46,46,0.47787,0.76155
1999,Saxony-Anhalt,Upper Secondary Level,Full Time,0.36171,154,362,0.31215,0.41128
1999,Saxony-Anhalt,Upper Secondary Level,Part Time,0.15906,66,362,0.12133,0.19679
1999,Saxony-Anhalt,Upper Secondary Level,Not Working,0.47923,142,362,0.42769,0.53076
1999,Saxony-Anhalt,First Stage of Tertiary Education,Full Time,0.49636,31,31,0.31744,0.67528
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Full Time,0.53988,92,129,0.45353,0.62622
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Not Working,0.36434,37,129,0.28096,0.44771
1999,Thuringa,Lower Secondary Level,Not Working,0.65607,34,34,0.49400,0.81814
1999,Thuringa,Upper Secondary Level,Full Time,0.37450,190,441,0.32927,0.41972
1999,Thuringa,Upper Secondary Level,Part Time,0.17180,85,441,0.13655,0.20704
1999,Thuringa,Upper Secondary Level,Not Working,0.45371,166,441,0.40719,0.50022
1999,Thuringa,Second Stage of Tertiary Education,Full Time,0.49162,76,107,0.39645,0.58679
1999,Thuringa,Second Stage of Tertiary Education,Not Working,0.29804,31,107,0.21096,0.38511
2000,Schleswig-Holstein,Lower Secondary Level,Not Working,0.59046,60,60,0.46498,0.71594
2000,Schleswig-Holstein,Upper Secondary Level,Full Time,0.44731,172,390,0.39790,0.49672
2000,Schleswig-Holstein,Upper Secondary Level,Part Time,0.16175,74,390,0.12516,0.19835
2000,Schleswig-Holstein,Upper Secondary Level,Not Working,0.39093,144,390,0.34244,0.43943
2000,Schleswig-Holstein,Second Stage of Tertiary Education,Full Time,0.65816,62,62,0.53912,0.77719
2000,Hamburg,Upper Secondary Level,Full Time,0.36787,58,152,0.29095,0.44478
2000,Hamburg,Upper Secondary Level,Part Time,0.21341,31,152,0.14806,0.27876
2000,Hamburg,Upper Secondary Level,Not Working,0.41872,63,152,0.34003,0.49741
2000,Hamburg,Second Stage of Tertiary Education,Full Time,0.62420,42,42,0.47595,0.77245
2000,Lower Saxony,Pre-primary Level,Not Working,0.91858,34,34,0.82526,1.01189
2000,Lower Saxony,Lower Secondary Level,Full Time,0.16476,66,323,0.12424,0.20527
2000,Lower Saxony,Lower Secondary Level,Part Time,0.19780,64,323,0.15429,0.24131
2000,Lower Saxony,Lower Secondary Level,Not Working,0.63744,193,323,0.58493,0.68995
2000,Lower Saxony,Upper Secondary Level,Full Time,0.41990,484,1147,0.39133,0.44848
2000,Lower Saxony,Upper Secondary Level,Part Time,0.20925,257,1147,0.18570,0.23280
2000,Lower Saxony,Upper Secondary Level,Not Working,0.37085,406,1147,0.34288,0.39882
2000,Lower Saxony,Post-secondary Non-tertiary Level,Full Time,0.46574,55,92,0.36325,0.56823
2000,Lower Saxony,Post-secondary Non-tertiary Level,Part Time,0.28715,37,92,0.19419,0.38010
2000,Lower Saxony,First Stage of Tertiary Education,Full Time,0.52872,74,107,0.43370,0.62375
2000,Lower Saxony,First Stage of Tertiary Education,Not Working,0.30711,33,107,0.21929,0.39492
2000,Lower Saxony,Second Stage of Tertiary Education,Full Time,0.58563,143,237,0.52278,0.64848
2000,Lower Saxony,Second Stage of Tertiary Education,Part Time,0.21826,49,237,0.16556,0.27096
2000,Lower Saxony,Second Stage of Tertiary Education,Not Working,0.19611,45,237,0.14545,0.24677
2000,Bremen,Upper Secondary Level,Not Working,0.50680,40,40,0.34989,0.66371
2000,North Rhine-Westphalia,Pre-primary Level,Not Working,0.87554,99,99,0.81019,0.94090
2000,North Rhine-Westphalia,Primary Level,Full Time,0.22360,34,127,0.15085,0.29636
2000,North Rhine-Westphalia,Primary Level,Not Working,0.60871,93,127,0.52349,0.69392
2000,North Rhine-Westphalia,Lower Secondary Level,Full Time,0.20959,178,796,0.18130,0.23789
2000,North Rhine-Westphalia,Lower Secondary Level,Part Time,0.20055,171,796,0.17272,0.22839
2000,North Rhine-Westphalia,Lower Secondary Level,Not Working,0.58986,447,796,0.55567,0.62405
2000,North Rhine-Westphalia,Upper Secondary Level,Full Time,0.38026,1025,2632,0.36171,0.39881
2000,North Rhine-Westphalia,Upper Secondary Level,Part Time,0.20863,593,2632,0.19310,0.22415
2000,North Rhine-Westphalia,Upper Secondary Level,Not Working,0.41112,1014,2632,0.39232,0.42992
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full Time,0.53555,173,340,0.48246,0.58864
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Part Time,0.26117,95,340,0.21440,0.30793
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Working,0.20329,72,340,0.16045,0.24613
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Full Time,0.54578,222,402,0.49704,0.59451
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Part Time,0.17295,77,402,0.13593,0.20996
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Not Working,0.28128,103,402,0.23727,0.32529
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Full Time,0.57456,410,690,0.53764,0.61148
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Part Time,0.22467,152,690,0.19351,0.25583
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Working,0.20077,128,690,0.17086,0.23068
2000,Hesse,Lower Secondary Level,Full Time,0.17526,62,283,0.13088,0.21963
2000,Hesse,Lower Secondary Level,Part Time,0.19525,58,283,0.14898,0.24151
2000,Hesse,Lower Secondary Level,Not Working,0.62179,163,283,0.56519,0.67839
2000,Hesse,Upper Secondary Level,Full Time,0.38537,347,838,0.35240,0.41834
2000,Hesse,Upper Secondary Level,Part Time,0.22764,203,838,0.19924,0.25605
2000,Hesse,Upper Secondary Level,Not Working,0.38698,288,838,0.35399,0.41998
2000,Hesse,Post-secondary Non-tertiary Level,Full Time,0.48312,54,85,0.37625,0.58998
2000,Hesse,Post-secondary Non-tertiary Level,Not Working,0.28782,31,85,0.19100,0.38464
