year,migback,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,Primary Level,Not Working,0.56307,33,33,0.39121,0.73493
1994,No migration background,Lower Secondary Level,Full Time,0.20819,394,1603,0.18831,0.22807
1994,No migration background,Lower Secondary Level,Part Time,0.17144,316,1603,0.15298,0.18989
1994,No migration background,Lower Secondary Level,Not Working,0.62037,893,1603,0.59661,0.64414
1994,No migration background,Upper Secondary Level,Full Time,0.44569,2689,5596,0.43267,0.45872
1994,No migration background,Upper Secondary Level,Part Time,0.16974,1040,5596,0.15990,0.17957
1994,No migration background,Upper Secondary Level,Not Working,0.38457,1867,5596,0.37182,0.39732
1994,No migration background,Post-secondary Non-tertiary Level,Full Time,0.48598,149,291,0.42845,0.54350
1994,No migration background,Post-secondary Non-tertiary Level,Part Time,0.23397,64,291,0.18524,0.28270
1994,No migration background,Post-secondary Non-tertiary Level,Not Working,0.28005,78,291,0.22837,0.33173
1994,No migration background,First Stage of Tertiary Education,Full Time,0.51279,391,682,0.47524,0.55033
1994,No migration background,First Stage of Tertiary Education,Part Time,0.16969,112,682,0.14150,0.19789
1994,No migration background,First Stage of Tertiary Education,Not Working,0.31752,179,682,0.28256,0.35248
1994,No migration background,Second Stage of Tertiary Education,Full Time,0.58551,953,1520,0.56074,0.61029
1994,No migration background,Second Stage of Tertiary Education,Part Time,0.18548,258,1520,0.16593,0.20502
1994,No migration background,Second Stage of Tertiary Education,Not Working,0.22901,309,1520,0.20788,0.25014
1994,Direct migration background,Primary Level,Full Time,0.35659,170,467,0.31310,0.40008
1994,Direct migration background,Primary Level,Part Time,0.17000,82,467,0.13589,0.20410
1994,Direct migration background,Primary Level,Not Working,0.47341,215,467,0.42808,0.51874
1994,Direct migration background,Lower Secondary Level,Full Time,0.37149,330,708,0.33587,0.40711
1994,Direct migration background,Lower Secondary Level,Part Time,0.17775,132,708,0.14957,0.20593
1994,Direct migration background,Lower Secondary Level,Not Working,0.45076,246,708,0.41408,0.48744
1994,Direct migration background,Upper Secondary Level,Full Time,0.46157,432,818,0.42738,0.49575
1994,Direct migration background,Upper Secondary Level,Part Time,0.16913,127,818,0.14342,0.19483
1994,Direct migration background,Upper Secondary Level,Not Working,0.36931,259,818,0.33621,0.40240
1994,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.48895,43,43,0.33777,0.64013
1994,Direct migration background,Second Stage of Tertiary Education,Full Time,0.46258,69,100,0.36436,0.56080
1994,Direct migration background,Second Stage of Tertiary Education,Not Working,0.29909,31,100,0.20890,0.38928
1994,Indirect migration background,Pre-primary Level,Not Working,0.98272,59,59,0.94919,1.01626
1994,Indirect migration background,Lower Secondary Level,Full Time,0.43935,80,181,0.36684,0.51186
1994,Indirect migration background,Lower Secondary Level,Part Time,0.24330,47,181,0.18062,0.30599
1994,Indirect migration background,Lower Secondary Level,Not Working,0.31735,54,181,0.24935,0.38535
1994,Indirect migration background,Upper Secondary Level,Full Time,0.46738,88,154,0.38832,0.54644
1994,Indirect migration background,Upper Secondary Level,Part Time,0.31469,35,154,0.24110,0.38827
1994,Indirect migration background,Upper Secondary Level,Not Working,0.21793,31,154,0.15252,0.28335
1995,No migration background,Pre-primary Level,Not Working,0.97012,188,188,0.94571,0.99452
1995,No migration background,Lower Secondary Level,Full Time,0.20065,365,1545,0.18067,0.22062
1995,No migration background,Lower Secondary Level,Part Time,0.16594,314,1545,0.14739,0.18450
1995,No migration background,Lower Secondary Level,Not Working,0.63341,866,1545,0.60938,0.65745
1995,No migration background,Upper Secondary Level,Full Time,0.42025,2577,5560,0.40727,0.43323
1995,No migration background,Upper Secondary Level,Part Time,0.18385,1119,5560,0.17367,0.19403
1995,No migration background,Upper Secondary Level,Not Working,0.39590,1864,5560,0.38305,0.40876
1995,No migration background,Post-secondary Non-tertiary Level,Full Time,0.48599,156,305,0.42981,0.54218
1995,No migration background,Post-secondary Non-tertiary Level,Part Time,0.25102,70,305,0.20228,0.29977
1995,No migration background,Post-secondary Non-tertiary Level,Not Working,0.26298,79,305,0.21349,0.31248
1995,No migration background,First Stage of Tertiary Education,Full Time,0.52806,411,689,0.49076,0.56537
1995,No migration background,First Stage of Tertiary Education,Part Time,0.16921,111,689,0.14119,0.19723
1995,No migration background,First Stage of Tertiary Education,Not Working,0.30273,167,689,0.26840,0.33706
1995,No migration background,Second Stage of Tertiary Education,Full Time,0.57416,963,1549,0.54953,0.59880
1995,No migration background,Second Stage of Tertiary Education,Part Time,0.20130,281,1549,0.18133,0.22128
1995,No migration background,Second Stage of Tertiary Education,Not Working,0.22453,305,1549,0.20375,0.24532
1995,Direct migration background,Pre-primary Level,Not Working,0.93486,36,36,0.85310,1.01662
1995,Direct migration background,Primary Level,Full Time,0.29937,149,459,0.25743,0.34132
1995,Direct migration background,Primary Level,Part Time,0.21554,84,459,0.17788,0.25320
1995,Direct migration background,Primary Level,Not Working,0.48509,226,459,0.43932,0.53086
1995,Direct migration background,Lower Secondary Level,Full Time,0.30419,327,780,0.27188,0.33650
1995,Direct migration background,Lower Secondary Level,Part Time,0.16361,141,780,0.13763,0.18959
1995,Direct migration background,Lower Secondary Level,Not Working,0.53220,312,780,0.49716,0.56724
1995,Direct migration background,Upper Secondary Level,Full Time,0.38443,446,987,0.35406,0.41479
1995,Direct migration background,Upper Secondary Level,Part Time,0.21842,198,987,0.19263,0.24421
1995,Direct migration background,Upper Secondary Level,Not Working,0.39715,343,987,0.36661,0.42769
1995,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.46169,72,153,0.38243,0.54094
1995,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.19432,32,153,0.13142,0.25722
1995,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.34399,49,153,0.26847,0.41951
1995,Direct migration background,Second Stage of Tertiary Education,Full Time,0.46030,96,192,0.38961,0.53098
1995,Direct migration background,Second Stage of Tertiary Education,Part Time,0.19674,39,192,0.14036,0.25312
1995,Direct migration background,Second Stage of Tertiary Education,Not Working,0.34297,57,192,0.27564,0.41029
1995,Indirect migration background,Pre-primary Level,Not Working,0.98775,53,53,0.95784,1.01765
1995,Indirect migration background,Lower Secondary Level,Full Time,0.33079,61,167,0.25922,0.40236
1995,Indirect migration background,Lower Secondary Level,Part Time,0.38344,53,167,0.30948,0.45741
1995,Indirect migration background,Lower Secondary Level,Not Working,0.28577,53,167,0.21704,0.35449
1995,Indirect migration background,Upper Secondary Level,Full Time,0.42101,94,180,0.34868,0.49334
1995,Indirect migration background,Upper Secondary Level,Part Time,0.30382,49,180,0.23645,0.37120
1995,Indirect migration background,Upper Secondary Level,Not Working,0.27517,37,180,0.20974,0.34060
1996,No migration background,Pre-primary Level,Not Working,0.94471,197,197,0.91271,0.97671
1996,No migration background,Lower Secondary Level,Full Time,0.19601,361,1488,0.17583,0.21619
1996,No migration background,Lower Secondary Level,Part Time,0.16458,298,1488,0.14574,0.18343
1996,No migration background,Lower Secondary Level,Not Working,0.63941,829,1488,0.61500,0.66381
1996,No migration background,Upper Secondary Level,Full Time,0.42074,2548,5481,0.40767,0.43381
1996,No migration background,Upper Secondary Level,Part Time,0.18745,1118,5481,0.17712,0.19778
1996,No migration background,Upper Secondary Level,Not Working,0.39181,1815,5481,0.37889,0.40474
1996,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51532,172,319,0.46039,0.57025
1996,No migration background,Post-secondary Non-tertiary Level,Part Time,0.25185,74,319,0.20414,0.29956
1996,No migration background,Post-secondary Non-tertiary Level,Not Working,0.23282,73,319,0.18637,0.27928
1996,No migration background,First Stage of Tertiary Education,Full Time,0.50261,404,686,0.46517,0.54005
1996,No migration background,First Stage of Tertiary Education,Part Time,0.19061,124,686,0.16120,0.22003
1996,No migration background,First Stage of Tertiary Education,Not Working,0.30678,158,686,0.27224,0.34131
1996,No migration background,Second Stage of Tertiary Education,Full Time,0.58008,977,1563,0.55561,0.60456
1996,No migration background,Second Stage of Tertiary Education,Part Time,0.20219,291,1563,0.18227,0.22211
1996,No migration background,Second Stage of Tertiary Education,Not Working,0.21773,295,1563,0.19726,0.23819
1996,Direct migration background,Primary Level,Full Time,0.28673,111,422,0.24353,0.32993
1996,Direct migration background,Primary Level,Part Time,0.19947,96,422,0.16130,0.23764
1996,Direct migration background,Primary Level,Not Working,0.51380,215,422,0.46605,0.56154
1996,Direct migration background,Lower Secondary Level,Full Time,0.27117,262,725,0.23879,0.30355
1996,Direct migration background,Lower Secondary Level,Part Time,0.19223,168,725,0.16352,0.22093
1996,Direct migration background,Lower Secondary Level,Not Working,0.53660,295,725,0.50028,0.57293
1996,Direct migration background,Upper Secondary Level,Full Time,0.37558,397,933,0.34449,0.40667
1996,Direct migration background,Upper Secondary Level,Part Time,0.23236,217,933,0.20525,0.25948
1996,Direct migration background,Upper Secondary Level,Not Working,0.39205,319,933,0.36071,0.42340
1996,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.49852,66,142,0.41599,0.58105
1996,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.18498,32,142,0.12089,0.24907
1996,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.31651,44,142,0.23974,0.39328
1996,Direct migration background,First Stage of Tertiary Education,Full Time,0.47402,31,31,0.29533,0.65270
1996,Direct migration background,Second Stage of Tertiary Education,Full Time,0.47933,95,185,0.40715,0.55152
1996,Direct migration background,Second Stage of Tertiary Education,Part Time,0.15357,36,185,0.10148,0.20567
1996,Direct migration background,Second Stage of Tertiary Education,Not Working,0.36709,54,185,0.29745,0.43674
1996,Indirect migration background,Pre-primary Level,Not Working,0.97400,52,52,0.93033,1.01768
1996,Indirect migration background,Lower Secondary Level,Full Time,0.36717,59,172,0.29492,0.43942
1996,Indirect migration background,Lower Secondary Level,Part Time,0.31752,55,172,0.24775,0.38729
1996,Indirect migration background,Lower Secondary Level,Not Working,0.31531,58,172,0.24567,0.38495
1996,Indirect migration background,Upper Secondary Level,Full Time,0.42575,105,205,0.35789,0.49360
1996,Indirect migration background,Upper Secondary Level,Part Time,0.28799,58,205,0.22585,0.35013
1996,Indirect migration background,Upper Secondary Level,Not Working,0.28626,42,205,0.22423,0.34829
1997,No migration background,Pre-primary Level,Not Working,0.95250,213,213,0.92387,0.98113
1997,No migration background,Lower Secondary Level,Full Time,0.20409,372,1441,0.18327,0.22490
1997,No migration background,Lower Secondary Level,Part Time,0.13738,240,1441,0.11960,0.15516
1997,No migration background,Lower Secondary Level,Not Working,0.65853,829,1441,0.63404,0.68302
1997,No migration background,Upper Secondary Level,Full Time,0.40448,2412,5389,0.39138,0.41759
1997,No migration background,Upper Secondary Level,Part Time,0.19245,1132,5389,0.18192,0.20297
1997,No migration background,Upper Secondary Level,Not Working,0.40307,1845,5389,0.38998,0.41617
1997,No migration background,Post-secondary Non-tertiary Level,Full Time,0.52426,173,308,0.46839,0.58012
1997,No migration background,Post-secondary Non-tertiary Level,Part Time,0.26482,67,308,0.21546,0.31417
1997,No migration background,Post-secondary Non-tertiary Level,Not Working,0.21093,68,308,0.16529,0.25656
1997,No migration background,First Stage of Tertiary Education,Full Time,0.51532,404,688,0.47795,0.55269
1997,No migration background,First Stage of Tertiary Education,Part Time,0.18361,124,688,0.15465,0.21256
1997,No migration background,First Stage of Tertiary Education,Not Working,0.30107,160,688,0.26677,0.33538
1997,No migration background,Second Stage of Tertiary Education,Full Time,0.59739,994,1568,0.57310,0.62167
1997,No migration background,Second Stage of Tertiary Education,Part Time,0.18409,266,1568,0.16490,0.20328
1997,No migration background,Second Stage of Tertiary Education,Not Working,0.21852,308,1568,0.19806,0.23899
1997,Direct migration background,Primary Level,Full Time,0.29170,105,395,0.24682,0.33659
1997,Direct migration background,Primary Level,Part Time,0.20032,79,395,0.16080,0.23984
1997,Direct migration background,Primary Level,Not Working,0.50798,211,395,0.45861,0.55734
1997,Direct migration background,Lower Secondary Level,Full Time,0.27375,241,691,0.24048,0.30702
1997,Direct migration background,Lower Secondary Level,Part Time,0.16723,147,691,0.13938,0.19508
1997,Direct migration background,Lower Secondary Level,Not Working,0.55902,303,691,0.52198,0.59607
1997,Direct migration background,Upper Secondary Level,Full Time,0.36909,387,897,0.33750,0.40069
1997,Direct migration background,Upper Secondary Level,Part Time,0.21819,190,897,0.19114,0.24523
1997,Direct migration background,Upper Secondary Level,Not Working,0.41272,320,897,0.38048,0.44496
1997,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.48720,60,101,0.38923,0.58516
1997,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.31018,41,101,0.21951,0.40084
1997,Direct migration background,Second Stage of Tertiary Education,Full Time,0.46521,89,181,0.39234,0.53808
1997,Direct migration background,Second Stage of Tertiary Education,Part Time,0.19471,42,181,0.13686,0.25256
1997,Direct migration background,Second Stage of Tertiary Education,Not Working,0.34008,50,181,0.27087,0.40929
1997,Indirect migration background,Pre-primary Level,Not Working,0.98887,62,62,0.96255,1.01520
1997,Indirect migration background,Lower Secondary Level,Full Time,0.31840,69,197,0.25318,0.38362
1997,Indirect migration background,Lower Secondary Level,Part Time,0.38427,66,197,0.31617,0.45237
1997,Indirect migration background,Lower Secondary Level,Not Working,0.29733,62,197,0.23334,0.36132
1997,Indirect migration background,Upper Secondary Level,Full Time,0.44158,101,195,0.37170,0.51146
1997,Indirect migration background,Upper Secondary Level,Part Time,0.23939,49,195,0.17935,0.29944
1997,Indirect migration background,Upper Secondary Level,Not Working,0.31903,45,195,0.25344,0.38462
1998,No migration background,Pre-primary Level,Not Working,0.93481,221,221,0.90220,0.96743
1998,No migration background,Primary Level,Not Working,0.49615,32,32,0.32014,0.67216
1998,No migration background,Lower Secondary Level,Full Time,0.20157,407,1686,0.18242,0.22073
1998,No migration background,Lower Secondary Level,Part Time,0.14474,301,1686,0.12794,0.16154
1998,No migration background,Lower Secondary Level,Not Working,0.65369,978,1686,0.63097,0.67641
1998,No migration background,Upper Secondary Level,Full Time,0.39135,2605,5973,0.37897,0.40372
1998,No migration background,Upper Secondary Level,Part Time,0.19031,1228,5973,0.18035,0.20027
1998,No migration background,Upper Secondary Level,Not Working,0.41834,2140,5973,0.40583,0.43085
1998,No migration background,Post-secondary Non-tertiary Level,Full Time,0.49976,188,354,0.44760,0.55192
1998,No migration background,Post-secondary Non-tertiary Level,Part Time,0.24664,86,354,0.20168,0.29161
1998,No migration background,Post-secondary Non-tertiary Level,Not Working,0.25359,80,354,0.20821,0.29898
1998,No migration background,First Stage of Tertiary Education,Full Time,0.52963,439,751,0.49391,0.56535
1998,No migration background,First Stage of Tertiary Education,Part Time,0.16306,126,751,0.13662,0.18950
1998,No migration background,First Stage of Tertiary Education,Not Working,0.30731,186,751,0.27429,0.34033
1998,No migration background,Second Stage of Tertiary Education,Full Time,0.55798,1034,1755,0.53474,0.58122
1998,No migration background,Second Stage of Tertiary Education,Part Time,0.20408,351,1755,0.18522,0.22295
1998,No migration background,Second Stage of Tertiary Education,Not Working,0.23794,370,1755,0.21801,0.25787
1998,Direct migration background,Primary Level,Full Time,0.29775,94,363,0.25064,0.34485
1998,Direct migration background,Primary Level,Part Time,0.19347,72,363,0.15278,0.23417
1998,Direct migration background,Primary Level,Not Working,0.50878,197,363,0.45728,0.56028
1998,Direct migration background,Lower Secondary Level,Full Time,0.28358,225,658,0.24911,0.31805
1998,Direct migration background,Lower Secondary Level,Part Time,0.17649,128,658,0.14734,0.20565
1998,Direct migration background,Lower Secondary Level,Not Working,0.53993,305,658,0.50181,0.57804
1998,Direct migration background,Upper Secondary Level,Full Time,0.36478,333,844,0.33228,0.39727
1998,Direct migration background,Upper Secondary Level,Part Time,0.24221,207,844,0.21329,0.27113
1998,Direct migration background,Upper Secondary Level,Not Working,0.39302,304,844,0.36004,0.42599
1998,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.48005,61,133,0.39482,0.56528
1998,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.24013,32,133,0.16725,0.31300
1998,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.27982,40,133,0.20324,0.35640
1998,Direct migration background,Second Stage of Tertiary Education,Full Time,0.44512,91,190,0.37427,0.51598
1998,Direct migration background,Second Stage of Tertiary Education,Part Time,0.18599,45,190,0.13052,0.24147
1998,Direct migration background,Second Stage of Tertiary Education,Not Working,0.36888,54,190,0.30009,0.43767
1998,Indirect migration background,Pre-primary Level,Not Working,0.98579,67,67,0.95723,1.01434
1998,Indirect migration background,Lower Secondary Level,Full Time,0.36637,70,195,0.29857,0.43417
1998,Indirect migration background,Lower Secondary Level,Part Time,0.32721,64,195,0.26118,0.39323
1998,Indirect migration background,Lower Secondary Level,Not Working,0.30642,61,195,0.24155,0.37130
1998,Indirect migration background,Upper Secondary Level,Full Time,0.44616,106,206,0.37811,0.51421
1998,Indirect migration background,Upper Secondary Level,Part Time,0.23985,52,206,0.18140,0.29831
1998,Indirect migration background,Upper Secondary Level,Not Working,0.31399,48,206,0.25045,0.37752
1999,No migration background,Pre-primary Level,Part Time,0.17620,35,230,0.12686,0.22555
1999,No migration background,Pre-primary Level,Not Working,0.82128,195,230,0.77166,0.87090
1999,No migration background,Primary Level,Not Working,0.41000,32,32,0.23686,0.58314
1999,No migration background,Lower Secondary Level,Full Time,0.19481,389,1636,0.17561,0.21401
1999,No migration background,Lower Secondary Level,Part Time,0.16534,320,1636,0.14733,0.18335
1999,No migration background,Lower Secondary Level,Not Working,0.63985,927,1636,0.61658,0.66312
1999,No migration background,Upper Secondary Level,Full Time,0.39353,2587,5926,0.38109,0.40597
1999,No migration background,Upper Secondary Level,Part Time,0.21191,1331,5926,0.20151,0.22232
1999,No migration background,Upper Secondary Level,Not Working,0.39455,2008,5926,0.38211,0.40700
1999,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51538,202,357,0.46346,0.56729
1999,No migration background,Post-secondary Non-tertiary Level,Part Time,0.25896,87,357,0.21345,0.30446
1999,No migration background,Post-secondary Non-tertiary Level,Not Working,0.22566,68,357,0.18224,0.26909
1999,No migration background,First Stage of Tertiary Education,Full Time,0.52993,433,746,0.49409,0.56577
1999,No migration background,First Stage of Tertiary Education,Part Time,0.18138,141,746,0.15371,0.20905
1999,No migration background,First Stage of Tertiary Education,Not Working,0.28870,172,746,0.25616,0.32124
1999,No migration background,Second Stage of Tertiary Education,Full Time,0.57541,1054,1754,0.55227,0.59854
1999,No migration background,Second Stage of Tertiary Education,Part Time,0.18224,331,1754,0.16417,0.20031
1999,No migration background,Second Stage of Tertiary Education,Not Working,0.24236,369,1754,0.22230,0.26242
1999,Direct migration background,Primary Level,Full Time,0.29986,84,340,0.25109,0.34864
1999,Direct migration background,Primary Level,Part Time,0.19846,67,340,0.15600,0.24091
1999,Direct migration background,Primary Level,Not Working,0.50168,189,340,0.44845,0.55491
1999,Direct migration background,Lower Secondary Level,Full Time,0.30187,217,611,0.26544,0.33830
1999,Direct migration background,Lower Secondary Level,Part Time,0.18075,116,611,0.15021,0.21129
1999,Direct migration background,Lower Secondary Level,Not Working,0.51738,278,611,0.47773,0.55704
1999,Direct migration background,Upper Secondary Level,Full Time,0.38021,334,789,0.34632,0.41411
1999,Direct migration background,Upper Secondary Level,Part Time,0.23997,178,789,0.21015,0.26979
1999,Direct migration background,Upper Secondary Level,Not Working,0.37982,277,789,0.34593,0.41370
1999,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.50333,59,95,0.40225,0.60441
1999,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.28929,36,95,0.19763,0.38096
1999,Direct migration background,Second Stage of Tertiary Education,Full Time,0.50872,95,179,0.43527,0.58216
1999,Direct migration background,Second Stage of Tertiary Education,Part Time,0.18280,36,179,0.12602,0.23958
1999,Direct migration background,Second Stage of Tertiary Education,Not Working,0.30848,48,179,0.24063,0.37633
1999,Indirect migration background,Pre-primary Level,Not Working,0.88757,58,58,0.80556,0.96958
1999,Indirect migration background,Lower Secondary Level,Full Time,0.34578,73,192,0.27833,0.41323
1999,Indirect migration background,Lower Secondary Level,Part Time,0.32651,63,192,0.26000,0.39301
1999,Indirect migration background,Lower Secondary Level,Not Working,0.32771,56,192,0.26114,0.39428
1999,Indirect migration background,Upper Secondary Level,Full Time,0.42073,107,216,0.35474,0.48672
1999,Indirect migration background,Upper Secondary Level,Part Time,0.32730,68,216,0.26457,0.39002
1999,Indirect migration background,Upper Secondary Level,Not Working,0.25198,41,216,0.19394,0.31001
2000,No migration background,Pre-primary Level,Part Time,0.15714,61,367,0.11986,0.19443
2000,No migration background,Pre-primary Level,Not Working,0.83052,306,367,0.79209,0.86896
2000,No migration background,Primary Level,Not Working,0.46268,50,50,0.32307,0.60229
2000,No migration background,Lower Secondary Level,Full Time,0.18948,512,2443,0.17394,0.20503
2000,No migration background,Lower Secondary Level,Part Time,0.16505,452,2443,0.15033,0.17977
2000,No migration background,Lower Secondary Level,Not Working,0.64399,1479,2443,0.62500,0.66298
2000,No migration background,Upper Secondary Level,Full Time,0.39440,4610,11228,0.38536,0.40344
2000,No migration background,Upper Secondary Level,Part Time,0.20434,2435,11228,0.19688,0.21180
2000,No migration background,Upper Secondary Level,Not Working,0.40126,4183,11228,0.39219,0.41033
2000,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51864,425,805,0.48410,0.55318
2000,No migration background,Post-secondary Non-tertiary Level,Part Time,0.23140,188,805,0.20225,0.26055
2000,No migration background,Post-secondary Non-tertiary Level,Not Working,0.24996,192,805,0.22003,0.27989
2000,No migration background,First Stage of Tertiary Education,Full Time,0.50931,892,1650,0.48519,0.53344
2000,No migration background,First Stage of Tertiary Education,Part Time,0.17894,310,1650,0.16044,0.19744
2000,No migration background,First Stage of Tertiary Education,Not Working,0.31175,448,1650,0.28939,0.33411
2000,No migration background,Second Stage of Tertiary Education,Full Time,0.56956,2008,3365,0.55283,0.58629
2000,No migration background,Second Stage of Tertiary Education,Part Time,0.18550,623,3365,0.17236,0.19863
2000,No migration background,Second Stage of Tertiary Education,Not Working,0.24431,734,3365,0.22979,0.25883
2000,Direct migration background,Pre-primary Level,Not Working,0.90659,52,52,0.82672,0.98646
2000,Direct migration background,Primary Level,Full Time,0.23520,59,285,0.18587,0.28453
2000,Direct migration background,Primary Level,Part Time,0.15228,46,285,0.11049,0.19407
2000,Direct migration background,Primary Level,Not Working,0.61252,180,285,0.55586,0.66918
2000,Direct migration background,Lower Secondary Level,Full Time,0.28093,248,851,0.25071,0.31114
2000,Direct migration background,Lower Secondary Level,Part Time,0.22498,192,851,0.19690,0.25305
2000,Direct migration background,Lower Secondary Level,Not Working,0.49410,411,851,0.46049,0.52771
2000,Direct migration background,Upper Secondary Level,Full Time,0.42403,538,1228,0.39638,0.45169
2000,Direct migration background,Upper Secondary Level,Part Time,0.20607,260,1228,0.18344,0.22871
2000,Direct migration background,Upper Secondary Level,Not Working,0.36989,430,1228,0.34288,0.39691
2000,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.44085,120,272,0.38174,0.49996
2000,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.25562,65,272,0.20368,0.30755
2000,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.30354,87,272,0.24879,0.35828
2000,Direct migration background,First Stage of Tertiary Education,Full Time,0.47412,90,192,0.40330,0.54493
2000,Direct migration background,First Stage of Tertiary Education,Part Time,0.21986,45,192,0.16112,0.27859
2000,Direct migration background,First Stage of Tertiary Education,Not Working,0.30602,57,192,0.24067,0.37138
2000,Direct migration background,Second Stage of Tertiary Education,Full Time,0.47597,189,398,0.42684,0.52510
2000,Direct migration background,Second Stage of Tertiary Education,Part Time,0.23085,95,398,0.18940,0.27230
2000,Direct migration background,Second Stage of Tertiary Education,Not Working,0.29318,114,398,0.24840,0.33796
2000,Indirect migration background,Pre-primary Level,Not Working,0.78957,52,52,0.67770,0.90144
2000,Indirect migration background,Lower Secondary Level,Full Time,0.33598,89,259,0.27834,0.39362
2000,Indirect migration background,Lower Secondary Level,Part Time,0.30070,78,259,0.24474,0.35665
2000,Indirect migration background,Lower Secondary Level,Not Working,0.36332,92,259,0.30464,0.42201
2000,Indirect migration background,Upper Secondary Level,Full Time,0.47234,172,343,0.41943,0.52525
2000,Indirect migration background,Upper Secondary Level,Part Time,0.31255,104,343,0.26342,0.36168
2000,Indirect migration background,Upper Secondary Level,Not Working,0.21511,67,343,0.17156,0.25866
2000,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.64005,35,35,0.47871,0.80139
2001,No migration background,Pre-primary Level,Part Time,0.24158,98,425,0.20084,0.28233
2001,No migration background,Pre-primary Level,Not Working,0.74608,327,425,0.70465,0.78751
2001,No migration background,Primary Level,Not Working,0.46441,40,40,0.30788,0.62094
2001,No migration background,Lower Secondary Level,Full Time,0.19528,461,2077,0.17823,0.21233
2001,No migration background,Lower Secondary Level,Part Time,0.17148,403,2077,0.15526,0.18769
2001,No migration background,Lower Secondary Level,Not Working,0.63325,1213,2077,0.61251,0.65398
2001,No migration background,Upper Secondary Level,Full Time,0.39505,4137,10179,0.38555,0.40455
2001,No migration background,Upper Secondary Level,Part Time,0.20724,2255,10179,0.19936,0.21511
2001,No migration background,Upper Secondary Level,Not Working,0.39771,3787,10179,0.38820,0.40722
2001,No migration background,Post-secondary Non-tertiary Level,Full Time,0.47094,380,776,0.43580,0.50608
2001,No migration background,Post-secondary Non-tertiary Level,Part Time,0.25826,204,776,0.22745,0.28908
2001,No migration background,Post-secondary Non-tertiary Level,Not Working,0.27080,192,776,0.23951,0.30208
2001,No migration background,First Stage of Tertiary Education,Full Time,0.49665,766,1475,0.47112,0.52217
2001,No migration background,First Stage of Tertiary Education,Part Time,0.19007,295,1475,0.17004,0.21010
2001,No migration background,First Stage of Tertiary Education,Not Working,0.31328,414,1475,0.28960,0.33696
2001,No migration background,Second Stage of Tertiary Education,Full Time,0.56703,1850,3133,0.54967,0.58438
2001,No migration background,Second Stage of Tertiary Education,Part Time,0.19062,585,3133,0.17687,0.20438
2001,No migration background,Second Stage of Tertiary Education,Not Working,0.24235,698,3133,0.22734,0.25736
2001,Direct migration background,Pre-primary Level,Not Working,0.87145,38,38,0.76360,0.97930
2001,Direct migration background,Primary Level,Full Time,0.20979,44,209,0.15445,0.26512
2001,Direct migration background,Primary Level,Part Time,0.14860,31,209,0.10026,0.19694
2001,Direct migration background,Primary Level,Not Working,0.64161,134,209,0.57644,0.70678
2001,Direct migration background,Lower Secondary Level,Full Time,0.32004,241,772,0.28711,0.35297
2001,Direct migration background,Lower Secondary Level,Part Time,0.20577,178,772,0.17723,0.23431
2001,Direct migration background,Lower Secondary Level,Not Working,0.47419,353,772,0.43895,0.50944
2001,Direct migration background,Upper Secondary Level,Full Time,0.41157,469,1087,0.38230,0.44084
2001,Direct migration background,Upper Secondary Level,Part Time,0.23886,250,1087,0.21350,0.26422
2001,Direct migration background,Upper Secondary Level,Not Working,0.34957,368,1087,0.32121,0.37793
2001,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.42646,112,252,0.36528,0.48764
2001,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.28249,66,252,0.22679,0.33819
2001,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.29105,74,252,0.23485,0.34725
2001,Direct migration background,First Stage of Tertiary Education,Full Time,0.45819,75,163,0.38146,0.53492
2001,Direct migration background,First Stage of Tertiary Education,Part Time,0.25636,43,163,0.18913,0.32360
2001,Direct migration background,First Stage of Tertiary Education,Not Working,0.28545,45,163,0.21590,0.35500
2001,Direct migration background,Second Stage of Tertiary Education,Full Time,0.40199,158,361,0.35134,0.45264
2001,Direct migration background,Second Stage of Tertiary Education,Part Time,0.29435,100,361,0.24727,0.34143
2001,Direct migration background,Second Stage of Tertiary Education,Not Working,0.30366,103,361,0.25616,0.35116
