"e11103","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"nicht erwerbstätig","1993","Realschule","Westdeutschland","481","0.332159543590936","0.309770612484348","0.354548474697524"
"nicht erwerbstätig","1993","Realschule","Ostdeutschland","253","0.204429881063076","0.183274697339696","0.225585064786456"
"nicht erwerbstätig","1993","(Fach-)Abitur","Westdeutschland","240","0.29619092449309","0.264271862297393","0.328109986688788"
"nicht erwerbstätig","1993","(Fach-)Abitur","Ostdeutschland","39","0.318621109801053","0.236610723288301","0.400631496313806"
"nicht erwerbstätig","1993","AkademikerIn","Westdeutschland","147","0.222084349640039","0.192591885920102","0.251576813359976"
"nicht erwerbstätig","1993","AkademikerIn","Ostdeutschland","176","0.246687612593839","0.218091816300172","0.275283408887507"
"Vollzeit","1994","(noch) kein Abschluss","Westdeutschland","231","0.242503550198274","0.211788824337993","0.273218276058555"
"Vollzeit","1994","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Vollzeit","1994","Hauptschule","Westdeutschland","2103","0.375374257161126","0.361711397277968","0.389037117044283"
"Vollzeit","1994","Hauptschule","Ostdeutschland","369","0.238798773749497","0.215423944348876","0.262173603150117"
"Vollzeit","1994","Realschule","Westdeutschland","861","0.479355524696088","0.455416876561127","0.503294172831048"
"Vollzeit","1994","Realschule","Ostdeutschland","856","0.594313551770502","0.568359820182804","0.6202672833582"
"Vollzeit","1994","(Fach-)Abitur","Westdeutschland","317","0.417293394030873","0.382754141427455","0.451832646634292"
"Vollzeit","1994","(Fach-)Abitur","Ostdeutschland","59","0.408213880270283","0.326209921429708","0.490217839110858"
"Vollzeit","1994","AkademikerIn","Westdeutschland","470","0.559506383691409","0.52499702734045","0.594015740042368"
"Vollzeit","1994","AkademikerIn","Ostdeutschland","555","0.597225951114117","0.564408524491727","0.630043377736507"
"Teilzeit","1994","(noch) kein Abschluss","Westdeutschland","102","0.106583769489116","0.0844696450612213","0.12869789391701"
"Teilzeit","1994","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Teilzeit","1994","Hauptschule","Westdeutschland","884","0.167356241461983","0.156823291899702","0.177889191024263"
"Teilzeit","1994","Hauptschule","Ostdeutschland","169","0.106113013342898","0.0892277322315784","0.122998294454218"
"Teilzeit","1994","Realschule","Westdeutschland","362","0.199300765638135","0.180158677538232","0.218442853738039"
"Teilzeit","1994","Realschule","Ostdeutschland","260","0.188740773713999","0.168057968973305","0.209423578454693"
"Teilzeit","1994","(Fach-)Abitur","Westdeutschland","180","0.222161473113784","0.19304449444062","0.251278451786947"
"Teilzeit","1994","(Fach-)Abitur","Ostdeutschland","30","0.186139106734489","0.1212005771013","0.251077636367677"
"Teilzeit","1994","AkademikerIn","Westdeutschland","170","0.221991514700042","0.19310302211475","0.250880007285335"
"Teilzeit","1994","AkademikerIn","Ostdeutschland","115","0.135985548550613","0.113049883948866","0.15892121315236"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Westdeutschland","415","0.65091268031261","0.616752064196687","0.685073296428534"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Ostdeutschland","79","0.749054509509404","0.664078858515027","0.834030160503781"
"nicht erwerbstätig","1994","Hauptschule","Westdeutschland","1838","0.457269501376892","0.443212986262879","0.471326016490905"
"nicht erwerbstätig","1994","Hauptschule","Ostdeutschland","740","0.655088212907605","0.629027483023772","0.681148942791439"
"nicht erwerbstätig","1994","Realschule","Westdeutschland","450","0.321343709665777","0.298966292331788","0.343721126999766"
"nicht erwerbstätig","1994","Realschule","Ostdeutschland","259","0.216945674515499","0.195160141696115","0.238731207334883"
"nicht erwerbstätig","1994","(Fach-)Abitur","Westdeutschland","286","0.360545132855343","0.326913188387578","0.394177077323108"
"nicht erwerbstätig","1994","(Fach-)Abitur","Ostdeutschland","49","0.405647012995228","0.323724189150639","0.487569836839817"
"nicht erwerbstätig","1994","AkademikerIn","Westdeutschland","155","0.218502101608549","0.189777352562718","0.24722685065438"
"nicht erwerbstätig","1994","AkademikerIn","Ostdeutschland","188","0.26678850033527","0.237194570902","0.29638242976854"
"Vollzeit","1995","(noch) kein Abschluss","Westdeutschland","196","0.194634554062675","0.166615280113781","0.222653828011569"
"Vollzeit","1995","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Vollzeit","1995","Hauptschule","Westdeutschland","1996","0.342133355779419","0.328855146714767","0.35541156484407"
"Vollzeit","1995","Hauptschule","Ostdeutschland","366","0.239810854792309","0.215861958154954","0.263759751429665"
"Vollzeit","1995","Realschule","Westdeutschland","887","0.463334205167168","0.440136338305518","0.486532072028818"
"Vollzeit","1995","Realschule","Ostdeutschland","801","0.580643501092274","0.554232785057002","0.607054217127546"
"Vollzeit","1995","(Fach-)Abitur","Westdeutschland","357","0.394482650185827","0.36269324396057","0.426272056411085"
"Vollzeit","1995","(Fach-)Abitur","Ostdeutschland","67","0.409805044759115","0.331877898521789","0.487732190996442"
"Vollzeit","1995","AkademikerIn","Westdeutschland","537","0.54969491612415","0.517528355968279","0.581861476280021"
"Vollzeit","1995","AkademikerIn","Ostdeutschland","529","0.580189038875918","0.546694291053367","0.613683786698469"
"Teilzeit","1995","(noch) kein Abschluss","Westdeutschland","111","0.124078307427856","0.100747434928517","0.147409179927195"
"Teilzeit","1995","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Teilzeit","1995","Hauptschule","Westdeutschland","955","0.175771599176614","0.165118621920354","0.186424576432874"
"Teilzeit","1995","Hauptschule","Ostdeutschland","164","0.111388838275736","0.0937419970455043","0.129035679505968"
"Teilzeit","1995","Realschule","Westdeutschland","425","0.215848190157072","0.196709016072655","0.234987364241489"
"Teilzeit","1995","Realschule","Ostdeutschland","268","0.186110524579023","0.165279919516484","0.206941129641563"
"Teilzeit","1995","(Fach-)Abitur","Westdeutschland","230","0.258699776418478","0.230215823516046","0.287183729320909"
"Teilzeit","1995","(Fach-)Abitur","Ostdeutschland","32","0.220245795000645","0.154580628305438","0.285910961695853"
"Teilzeit","1995","AkademikerIn","Westdeutschland","198","0.225619577239813","0.198595186703551","0.252643967776074"
"Teilzeit","1995","AkademikerIn","Ostdeutschland","126","0.149399578038594","0.125205863726199","0.17359329235099"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Westdeutschland","460","0.681287138509469","0.648309823029985","0.714264453988954"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Ostdeutschland","96","0.823047790590907","0.752993266537083","0.89310231464473"
"nicht erwerbstätig","1995","Hauptschule","Westdeutschland","1953","0.482095045043967","0.468109988481265","0.49608010160667"
"nicht erwerbstätig","1995","Hauptschule","Ostdeutschland","691","0.648800306931955","0.622025715882343","0.675574897981567"
"nicht erwerbstätig","1995","Realschule","Westdeutschland","463","0.32081760467576","0.299102035424361","0.342533173927158"
"nicht erwerbstätig","1995","Realschule","Ostdeutschland","272","0.233245974328702","0.21061158337807","0.255880365279335"
"nicht erwerbstätig","1995","(Fach-)Abitur","Westdeutschland","321","0.346817573395695","0.315859568804887","0.377775577986503"
"nicht erwerbstätig","1995","(Fach-)Abitur","Ostdeutschland","54","0.369949160240239","0.293449202383207","0.446449118097271"
"nicht erwerbstätig","1995","AkademikerIn","Westdeutschland","184","0.224685506636037","0.197700854979533","0.251670158292542"
"nicht erwerbstätig","1995","AkademikerIn","Ostdeutschland","179","0.270411383085488","0.240266293754409","0.300556472416567"
"Vollzeit","1996","(noch) kein Abschluss","Westdeutschland","153","0.175535053839698","0.147843513509825","0.20322659416957"
"Vollzeit","1996","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Vollzeit","1996","Hauptschule","Westdeutschland","1882","0.33620511879363","0.322777718362799","0.349632519224461"
"Vollzeit","1996","Hauptschule","Ostdeutschland","342","0.240010484067353","0.215754934596972","0.264266033537734"
"Vollzeit","1996","Realschule","Westdeutschland","869","0.458206027938857","0.435059514983189","0.481352540894524"
"Vollzeit","1996","Realschule","Ostdeutschland","825","0.583591151290528","0.557157376478476","0.610024926102579"
"Vollzeit","1996","(Fach-)Abitur","Westdeutschland","351","0.422521186468984","0.38962228337292","0.455420089565049"
"Vollzeit","1996","(Fach-)Abitur","Ostdeutschland","74","0.466485880836626","0.389900390160297","0.543071371512954"
"Vollzeit","1996","AkademikerIn","Westdeutschland","555","0.563249757623921","0.531286995052601","0.595212520195241"
"Vollzeit","1996","AkademikerIn","Ostdeutschland","526","0.569688198900299","0.536185688517465","0.603190709283133"
"Teilzeit","1996","(noch) kein Abschluss","Westdeutschland","130","0.133398258827175","0.108648900308865","0.158147617345485"
"Teilzeit","1996","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Teilzeit","1996","Hauptschule","Westdeutschland","977","0.179249196130154","0.168347173050221","0.190151219210088"
"Teilzeit","1996","Hauptschule","Ostdeutschland","160","0.100478892694368","0.083404891410749","0.117552893977987"
"Teilzeit","1996","Realschule","Westdeutschland","446","0.223305528571828","0.203958559629483","0.242652497514173"
"Teilzeit","1996","Realschule","Ostdeutschland","273","0.204889832948381","0.183246770152064","0.226532895744697"
"Teilzeit","1996","(Fach-)Abitur","Westdeutschland","242","0.265957683783577","0.236530007871543","0.295385359695612"
"Teilzeit","1996","(Fach-)Abitur","Ostdeutschland","30","0.171739739904063","0.113840468129072","0.229639011679054"
"Teilzeit","1996","AkademikerIn","Westdeutschland","207","0.221814885180755","0.195040837796249","0.248588932565262"
"Teilzeit","1996","AkademikerIn","Ostdeutschland","125","0.14363473354926","0.119903169085163","0.167366298013357"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Westdeutschland","442","0.691066687333128","0.657433235812275","0.72470013885398"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Ostdeutschland","96","0.798981687442368","0.726051837390029","0.871911537494708"
"nicht erwerbstätig","1996","Hauptschule","Westdeutschland","1896","0.484545685076216","0.470340879776424","0.498750490376008"
"nicht erwerbstätig","1996","Hauptschule","Ostdeutschland","689","0.659510623238279","0.6325980706626","0.686423175813959"
"nicht erwerbstätig","1996","Realschule","Westdeutschland","465","0.318488443489315","0.296845240066255","0.340131646912376"
"nicht erwerbstätig","1996","Realschule","Ostdeutschland","238","0.211519015761092","0.189620474677847","0.233417556844336"
"nicht erwerbstätig","1996","(Fach-)Abitur","Westdeutschland","273","0.311521129747439","0.280676596149102","0.342365663345775"
"nicht erwerbstätig","1996","(Fach-)Abitur","Ostdeutschland","59","0.361774379259311","0.288007687060133","0.435541071458489"
"nicht erwerbstätig","1996","AkademikerIn","Westdeutschland","163","0.214935357195324","0.188463533265939","0.241407181124708"
"nicht erwerbstätig","1996","AkademikerIn","Ostdeutschland","188","0.286677067550441","0.256078106526254","0.317276028574628"
"Vollzeit","1997","(noch) kein Abschluss","Westdeutschland","140","0.168445121817325","0.140759504479579","0.196130739155071"
"Vollzeit","1997","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Vollzeit","1997","Hauptschule","Westdeutschland","1790","0.326529408462989","0.313008664911019","0.340050152014959"
"Vollzeit","1997","Hauptschule","Ostdeutschland","315","0.220142874089761","0.196205843890711","0.244079904288811"
"Vollzeit","1997","Realschule","Westdeutschland","877","0.457589297416396","0.434451703984653","0.480726890848139"
"Vollzeit","1997","Realschule","Ostdeutschland","778","0.566303994508626","0.539353853673156","0.593254135344096"
"Vollzeit","1997","(Fach-)Abitur","Westdeutschland","352","0.430238948709171","0.396935018592967","0.463542878825374"
"Vollzeit","1997","(Fach-)Abitur","Ostdeutschland","76","0.417721909939444","0.343585341108716","0.491858478770172"
"Vollzeit","1997","AkademikerIn","Westdeutschland","585","0.599989233179266","0.568503472810473","0.631474993548058"
"Vollzeit","1997","AkademikerIn","Ostdeutschland","513","0.541203633084468","0.507445711597009","0.574961554571927"
"Teilzeit","1997","(noch) kein Abschluss","Westdeutschland","114","0.145731671004859","0.119630880542303","0.171832461467415"
"Teilzeit","1997","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Teilzeit","1997","Hauptschule","Westdeutschland","935","0.175995593945059","0.165015760016217","0.186975427873902"
"Teilzeit","1997","Hauptschule","Ostdeutschland","152","0.105391372945741","0.0876523579339374","0.123130387957544"
"Teilzeit","1997","Realschule","Westdeutschland","405","0.206261363212756","0.187469760001808","0.225052966423704"
"Teilzeit","1997","Realschule","Ostdeutschland","276","0.213874675955634","0.191576512683674","0.236172839227594"
"Teilzeit","1997","(Fach-)Abitur","Westdeutschland","224","0.265655154139136","0.235945103325305","0.295365204952967"
"Teilzeit","1997","(Fach-)Abitur","Ostdeutschland","30","0.208154779385722","0.147125678218324","0.269183880553121"
"Teilzeit","1997","AkademikerIn","Westdeutschland","185","0.197101148638185","0.171534040245597","0.222668257030774"
"Teilzeit","1997","AkademikerIn","Ostdeutschland","124","0.160444851164208","0.135580743991102","0.185308958337314"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Westdeutschland","448","0.685823207177816","0.651485390760314","0.720161023595318"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Ostdeutschland","113","0.863901496610536","0.804958093978368","0.922844899242703"
"nicht erwerbstätig","1997","Hauptschule","Westdeutschland","1896","0.497474997591952","0.483059004244601","0.511890990939302"
"nicht erwerbstätig","1997","Hauptschule","Ostdeutschland","684","0.674465752964499","0.647395723866346","0.701535782062651"
"nicht erwerbstätig","1997","Realschule","Westdeutschland","499","0.336149339370848","0.314210307541764","0.358088371199931"
"nicht erwerbstätig","1997","Realschule","Ostdeutschland","245","0.21982132953574","0.197300962360703","0.242341696710778"
"nicht erwerbstätig","1997","(Fach-)Abitur","Westdeutschland","273","0.304105897151694","0.273161769427833","0.335050024875554"
"nicht erwerbstätig","1997","(Fach-)Abitur","Ostdeutschland","64","0.374123310674833","0.301382957882888","0.446863663466779"
"nicht erwerbstätig","1997","AkademikerIn","Westdeutschland","160","0.202909618182549","0.177062524440869","0.228756711924228"
"nicht erwerbstätig","1997","AkademikerIn","Ostdeutschland","200","0.298351515751324","0.267355256690092","0.329347774812556"
"Vollzeit","1998","(noch) kein Abschluss","Westdeutschland","133","0.188014885436311","0.158924356034256","0.217105414838367"
"Vollzeit","1998","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Vollzeit","1998","Hauptschule","Westdeutschland","1843","0.320370804560472","0.307455090976189","0.333286518144754"
"Vollzeit","1998","Hauptschule","Ostdeutschland","308","0.21005358938369","0.186831396855055","0.233275781912326"
"Vollzeit","1998","Realschule","Westdeutschland","955","0.454074301005548","0.432215583742455","0.47593301826864"
"Vollzeit","1998","Realschule","Ostdeutschland","834","0.565814619144385","0.539869912493588","0.591759325795181"
"Vollzeit","1998","(Fach-)Abitur","Westdeutschland","400","0.39324973060893","0.362620223021382","0.423879238196478"
"Vollzeit","1998","(Fach-)Abitur","Ostdeutschland","73","0.394400452986575","0.320934671337873","0.467866234635277"
"Vollzeit","1998","AkademikerIn","Westdeutschland","655","0.568759022029282","0.539505470978894","0.59801257307967"
"Vollzeit","1998","AkademikerIn","Ostdeutschland","486","0.493577281019866","0.460317269188599","0.526837292851134"
"Teilzeit","1998","(noch) kein Abschluss","Westdeutschland","107","0.132327411916958","0.107099324823244","0.157555499010671"
"Teilzeit","1998","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Teilzeit","1998","Hauptschule","Westdeutschland","976","0.169849002245256","0.159455402857127","0.180242601633385"
"Teilzeit","1998","Hauptschule","Ostdeutschland","151","0.102407443816605","0.0851234247456938","0.119691462887516"
"Teilzeit","1998","Realschule","Westdeutschland","479","0.21584800019298","0.197785886006188","0.233910114379772"
"Teilzeit","1998","Realschule","Ostdeutschland","305","0.216519726866255","0.194960317817097","0.238079135915412"
"Teilzeit","1998","(Fach-)Abitur","Westdeutschland","250","0.262575713852989","0.234983483643328","0.290167944062651"
"Teilzeit","1998","(Fach-)Abitur","Ostdeutschland","37","0.192056607990939","0.132842018325429","0.251271197656449"
"Teilzeit","1998","AkademikerIn","Westdeutschland","236","0.205916248827804","0.182030828113049","0.229801669542559"
"Teilzeit","1998","AkademikerIn","Ostdeutschland","166","0.194251933514325","0.167932863487585","0.220571003541065"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Westdeutschland","453","0.679657702646731","0.644917388749305","0.714398016544157"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Ostdeutschland","109","0.795385313758049","0.726302562047972","0.864468065468125"
"nicht erwerbstätig","1998","Hauptschule","Westdeutschland","2195","0.509780193194272","0.495943164797257","0.523617221591288"
"nicht erwerbstätig","1998","Hauptschule","Ostdeutschland","723","0.687538966799705","0.66111573445737","0.71396219914204"
"nicht erwerbstätig","1998","Realschule","Westdeutschland","559","0.330077698801473","0.309432705286597","0.350722692316348"
"nicht erwerbstätig","1998","Realschule","Ostdeutschland","263","0.217665653989361","0.196065082786093","0.239266225192628"
"nicht erwerbstätig","1998","(Fach-)Abitur","Westdeutschland","327","0.34417455553808","0.314383607746322","0.373965503329839"
"nicht erwerbstätig","1998","(Fach-)Abitur","Ostdeutschland","60","0.413542939022486","0.339513911372442","0.48757196667253"
"nicht erwerbstätig","1998","AkademikerIn","Westdeutschland","210","0.225324729142914","0.200646232115935","0.250003226169893"
"nicht erwerbstätig","1998","AkademikerIn","Ostdeutschland","216","0.312170785465809","0.281344253691793","0.342997317239824"
"Vollzeit","1999","(noch) kein Abschluss","Westdeutschland","131","0.21024418078327","0.179273861852576","0.241214499713963"
"Vollzeit","1999","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Vollzeit","1999","Hauptschule","Westdeutschland","1848","0.329222582445231","0.316025648241089","0.342419516649373"
"Vollzeit","1999","Hauptschule","Ostdeutschland","275","0.189613510721908","0.166996983363607","0.21223003808021"
"Vollzeit","1999","Realschule","Westdeutschland","962","0.44529759850421","0.423433929948508","0.467161267059913"
"Vollzeit","1999","Realschule","Ostdeutschland","817","0.563730096676643","0.537715408803072","0.589744784550214"
"Vollzeit","1999","(Fach-)Abitur","Westdeutschland","380","0.395400409193693","0.364226973574896","0.426573844812489"
"Vollzeit","1999","(Fach-)Abitur","Ostdeutschland","94","0.469889676010867","0.39910936116624","0.540669990855494"
"Vollzeit","1999","AkademikerIn","Westdeutschland","687","0.601950361391202","0.573049801894694","0.630850920887709"
"Vollzeit","1999","AkademikerIn","Ostdeutschland","480","0.487545209902074","0.454080049921391","0.521010369882757"
"Teilzeit","1999","(noch) kein Abschluss","Westdeutschland","125","0.179721932398634","0.150539710332082","0.208904154465186"
"Teilzeit","1999","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Teilzeit","1999","Hauptschule","Westdeutschland","958","0.179313774370049","0.168540829820951","0.190086718919147"
"Teilzeit","1999","Hauptschule","Ostdeutschland","171","0.118114399266414","0.099493410627565","0.136735387905264"
"Teilzeit","1999","Realschule","Westdeutschland","526","0.250778583520561","0.231710012460861","0.26984715458026"
"Teilzeit","1999","Realschule","Ostdeutschland","326","0.237511083117224","0.2151874904396","0.259834675794847"
"Teilzeit","1999","(Fach-)Abitur","Westdeutschland","297","0.31507294496817","0.285454660250664","0.344691229685675"
"Teilzeit","1999","(Fach-)Abitur","Ostdeutschland","36","0.166015423444949","0.113245722174968","0.21878512471493"
"Teilzeit","1999","AkademikerIn","Westdeutschland","224","0.191726745467092","0.168484517954233","0.214968972979952"
"Teilzeit","1999","AkademikerIn","Ostdeutschland","148","0.164584943230861","0.139759107337957","0.189410779123764"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Westdeutschland","409","0.610033886818096","0.572963451714696","0.647104321921497"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Ostdeutschland","105","0.801944754277476","0.732357737462283","0.87153177109267"
"nicht erwerbstätig","1999","Hauptschule","Westdeutschland","2065","0.49146364318472","0.477424334346505","0.505502952022935"
"nicht erwerbstätig","1999","Hauptschule","Ostdeutschland","708","0.692272090011677","0.665642342937384","0.71890183708597"
"nicht erwerbstätig","1999","Realschule","Westdeutschland","497","0.303923817975229","0.283689964979751","0.324157670970706"
"nicht erwerbstätig","1999","Realschule","Ostdeutschland","253","0.198758820206133","0.17782491670587","0.219692723706396"
"nicht erwerbstätig","1999","(Fach-)Abitur","Westdeutschland","268","0.289526645838138","0.260609837690108","0.318443453986167"
"nicht erwerbstätig","1999","(Fach-)Abitur","Ostdeutschland","61","0.364094900544184","0.295855553999932","0.432334247088435"
"nicht erwerbstätig","1999","AkademikerIn","Westdeutschland","191","0.206322893141706","0.182430869818267","0.230214916465145"
"nicht erwerbstätig","1999","AkademikerIn","Ostdeutschland","229","0.347869846867065","0.315981411272799","0.379758282461331"
"Vollzeit","2000","(noch) kein Abschluss","Westdeutschland","101","0.157359117288898","0.131402122394178","0.183316112183618"
"Vollzeit","2000","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Vollzeit","2000","Hauptschule","Westdeutschland","3164","0.336563223241745","0.326746607514267","0.346379838969222"
"Vollzeit","2000","Hauptschule","Ostdeutschland","325","0.153493513400231","0.136738592904432","0.17024843389603"
"Vollzeit","2000","Realschule","Westdeutschland","1921","0.465360654371261","0.449956826779939","0.480764481962583"
"Vollzeit","2000","Realschule","Ostdeutschland","1346","0.590130969419954","0.56985906427614","0.610402874563769"
"Vollzeit","2000","(Fach-)Abitur","Westdeutschland","817","0.417286345857882","0.395653557223449","0.438919134492316"
"Vollzeit","2000","(Fach-)Abitur","Ostdeutschland","147","0.424537576470479","0.373193582895833","0.475881570045125"
"Vollzeit","2000","AkademikerIn","Westdeutschland","1493","0.578103612131177","0.558852079877945","0.59735514438441"
"Vollzeit","2000","AkademikerIn","Ostdeutschland","739","0.505619234800143","0.478314828630009","0.532923640970277"
"Teilzeit","2000","(noch) kein Abschluss","Westdeutschland","129","0.162745992713989","0.136432956552287","0.189059028875691"
"Teilzeit","2000","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Teilzeit","2000","Hauptschule","Westdeutschland","1721","0.180114722766011","0.172131470712299","0.188097974819723"
"Teilzeit","2000","Hauptschule","Ostdeutschland","243","0.120390241564971","0.105264284091705","0.135516199038237"
"Teilzeit","2000","Realschule","Westdeutschland","1031","0.239118522333597","0.225946014204759","0.252291030462435"
"Teilzeit","2000","Realschule","Ostdeutschland","503","0.218703899465265","0.201665299701103","0.235742499229428"
"Teilzeit","2000","(Fach-)Abitur","Westdeutschland","577","0.27846458246413","0.258800140238199","0.298129024690061"
"Teilzeit","2000","(Fach-)Abitur","Ostdeutschland","81","0.217766585109745","0.174893286933945","0.260639883285545"
"Teilzeit","2000","AkademikerIn","Westdeutschland","515","0.199146536663245","0.183578907982179","0.21471416534431"
"Teilzeit","2000","AkademikerIn","Ostdeutschland","214","0.171423850848218","0.150841641234672","0.192006060461763"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Westdeutschland","526","0.679894889997113","0.646640086544672","0.713149693449555"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Ostdeutschland","134","0.828986115931297","0.771005890763429","0.886966341099166"
"nicht erwerbstätig","2000","Hauptschule","Westdeutschland","4016","0.483322053992244","0.472940629275083","0.493703478709405"
"nicht erwerbstätig","2000","Hauptschule","Ostdeutschland","1210","0.726116245034798","0.705387718779067","0.74684477129053"
"nicht erwerbstätig","2000","Realschule","Westdeutschland","1076","0.295520823295142","0.28143015847285","0.309611488117434"
"nicht erwerbstätig","2000","Realschule","Ostdeutschland","412","0.19116513111478","0.174957032064313","0.207373230165248"
"nicht erwerbstätig","2000","(Fach-)Abitur","Westdeutschland","602","0.304249071677988","0.284064973467545","0.32443316988843"
"nicht erwerbstätig","2000","(Fach-)Abitur","Ostdeutschland","128","0.357695838419776","0.307904889441537","0.407486787398016"
"nicht erwerbstätig","2000","AkademikerIn","Westdeutschland","520","0.222749851205578","0.206529932453181","0.238969769957974"
"nicht erwerbstätig","2000","AkademikerIn","Ostdeutschland","335","0.322956914351639","0.297419871419518","0.34849395728376"
"Vollzeit","2001","(noch) kein Abschluss","Westdeutschland","75","0.11558459805234","0.0918484723054446","0.139320723799235"
"Vollzeit","2001","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Vollzeit","2001","Hauptschule","Westdeutschland","2749","0.33408140626505","0.323610009546839","0.34455280298326"
"Vollzeit","2001","Hauptschule","Ostdeutschland","290","0.153799760789129","0.136117480884532","0.171482040693727"
"Vollzeit","2001","Realschule","Westdeutschland","1785","0.482789396683387","0.466707685956877","0.498871107409897"
"Vollzeit","2001","Realschule","Ostdeutschland","1212","0.580779614995477","0.559512934701066","0.602046295289888"
"Vollzeit","2001","(Fach-)Abitur","Westdeutschland","747","0.397147666075525","0.374988129027489","0.419307203123562"
"Vollzeit","2001","(Fach-)Abitur","Ostdeutschland","131","0.381646508647796","0.330680052944245","0.432612964351347"
"Vollzeit","2001","AkademikerIn","Westdeutschland","1357","0.564901219643006","0.544762271102733","0.585040168183278"
"Vollzeit","2001","AkademikerIn","Ostdeutschland","686","0.498166108940807","0.470132463826674","0.52619975405494"
"Teilzeit","2001","(noch) kein Abschluss","Westdeutschland","151","0.224710724382927","0.193724012781999","0.255697435983855"
"Teilzeit","2001","(noch) kein Abschluss","Ostdeutschland","26","","",""
"Teilzeit","2001","Hauptschule","Westdeutschland","1589","0.189560705457108","0.180859041785428","0.198262369128787"
"Teilzeit","2001","Hauptschule","Ostdeutschland","206","0.118267827151805","0.102439846454416","0.134095807849194"
"Teilzeit","2001","Realschule","Westdeutschland","969","0.22979785880318","0.216258595816993","0.243337121789368"
"Teilzeit","2001","Realschule","Ostdeutschland","444","0.20967550231003","0.192130663125007","0.227220341495052"
"Teilzeit","2001","(Fach-)Abitur","Westdeutschland","563","0.300636476699666","0.27987053992447","0.321402413474863"
"Teilzeit","2001","(Fach-)Abitur","Ostdeutschland","111","0.31376134499455","0.26507886597075","0.362443824018351"
"Teilzeit","2001","AkademikerIn","Westdeutschland","494","0.214791406558254","0.198109043212633","0.231473769903876"
"Teilzeit","2001","AkademikerIn","Ostdeutschland","205","0.175899663489888","0.154552752554087","0.197246574425689"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Westdeutschland","471","0.659704677564734","0.624529647814415","0.694879707315053"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Ostdeutschland","141","0.804456600805804","0.745525255308219","0.863387946303388"
"nicht erwerbstätig","2001","Hauptschule","Westdeutschland","3456","0.476357888277843","0.465269923089594","0.487445853466091"
"nicht erwerbstätig","2001","Hauptschule","Ostdeutschland","1103","0.727932412059066","0.706119794197818","0.749745029920314"
"nicht erwerbstätig","2001","Realschule","Westdeutschland","955","0.287412744513433","0.272848374270907","0.301977114755959"
"nicht erwerbstätig","2001","Realschule","Ostdeutschland","412","0.209544882694493","0.192004059898186","0.227085705490801"
"nicht erwerbstätig","2001","(Fach-)Abitur","Westdeutschland","563","0.302215857224808","0.281418968206277","0.323012746243339"
"nicht erwerbstätig","2001","(Fach-)Abitur","Ostdeutschland","107","0.304592146357654","0.256306891979055","0.352877400736252"
"nicht erwerbstätig","2001","AkademikerIn","Westdeutschland","477","0.22030737379874","0.203471609644807","0.237143137952673"
"nicht erwerbstätig","2001","AkademikerIn","Ostdeutschland","331","0.325934227569305","0.299654030926337","0.352214424212274"
"Vollzeit","2002","(noch) kein Abschluss","Westdeutschland","67","0.115075741152876","0.0920369712228188","0.138114511082933"
"Vollzeit","2002","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Vollzeit","2002","Hauptschule","Westdeutschland","2547","0.320553324921512","0.309930981326956","0.331175668516068"
"Vollzeit","2002","Hauptschule","Ostdeutschland","259","0.147406917356374","0.129490382973887","0.165323451738862"
"Vollzeit","2002","Realschule","Westdeutschland","1833","0.458985457240254","0.443472835583815","0.474498078896693"
"Vollzeit","2002","Realschule","Ostdeutschland","1129","0.546424553450607","0.524746601869835","0.568102505031379"
