year,migback,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Indirect migration background,Urban regions,Part Time,0.13527,184,726,0.11038,0.16017
2006,Indirect migration background,Urban regions,Not Working,0.16727,252,726,0.14010,0.19443
2006,Indirect migration background,Rural regions,Full Time,0.16910,40,128,0.10390,0.23429
2006,Indirect migration background,Rural regions,Part Time,0.13862,44,128,0.07852,0.19872
2006,Indirect migration background,Rural regions,Not Working,0.10765,44,128,0.05374,0.16155
2007,No migration background,Urban regions,Full Time,0.32503,4303,11255,0.31637,0.33368
2007,No migration background,Urban regions,Part Time,0.18126,2530,11255,0.17414,0.18838
2007,No migration background,Urban regions,Not Working,0.35411,4422,11255,0.34527,0.36295
2007,No migration background,Rural regions,Full Time,0.32874,2538,6627,0.31743,0.34005
2007,No migration background,Rural regions,Part Time,0.17493,1417,6627,0.16578,0.18408
2007,No migration background,Rural regions,Not Working,0.36219,2672,6627,0.35061,0.37376
2007,Direct migration background,Urban regions,Full Time,0.31029,581,1736,0.28852,0.33206
2007,Direct migration background,Urban regions,Part Time,0.25020,439,1736,0.22982,0.27058
2007,Direct migration background,Urban regions,Not Working,0.41381,716,1736,0.39064,0.43699
2007,Direct migration background,Rural regions,Full Time,0.29774,121,397,0.25270,0.34278
2007,Direct migration background,Rural regions,Part Time,0.23914,101,397,0.19713,0.28116
2007,Direct migration background,Rural regions,Not Working,0.42899,175,397,0.38024,0.47774
2007,Indirect migration background,Urban regions,Full Time,0.19939,277,714,0.17006,0.22871
2007,Indirect migration background,Urban regions,Part Time,0.15411,189,714,0.12760,0.18061
2007,Indirect migration background,Urban regions,Not Working,0.16853,248,714,0.14105,0.19600
2007,Indirect migration background,Rural regions,Full Time,0.15092,47,121,0.08687,0.21497
2007,Indirect migration background,Rural regions,Part Time,0.14493,35,121,0.08195,0.20792
2007,Indirect migration background,Rural regions,Not Working,0.13293,39,121,0.07219,0.19367
2008,No migration background,Urban regions,Full Time,0.33579,4094,10613,0.32680,0.34477
2008,No migration background,Urban regions,Part Time,0.17983,2385,10613,0.17252,0.18713
2008,No migration background,Urban regions,Not Working,0.34826,4134,10613,0.33919,0.35732
2008,No migration background,Rural regions,Full Time,0.33359,2425,6226,0.32188,0.34530
2008,No migration background,Rural regions,Part Time,0.18006,1322,6226,0.17051,0.18960
2008,No migration background,Rural regions,Not Working,0.35013,2479,6226,0.33828,0.36198
2008,Direct migration background,Urban regions,Full Time,0.32502,528,1561,0.30178,0.34827
2008,Direct migration background,Urban regions,Part Time,0.25139,390,1561,0.22987,0.27292
2008,Direct migration background,Urban regions,Not Working,0.40110,643,1561,0.37678,0.42542
2008,Direct migration background,Rural regions,Full Time,0.28526,103,349,0.23782,0.33271
2008,Direct migration background,Rural regions,Part Time,0.24820,87,349,0.20281,0.29358
2008,Direct migration background,Rural regions,Not Working,0.44542,159,349,0.39321,0.49764
2008,Indirect migration background,Urban regions,Full Time,0.23110,295,699,0.19982,0.26237
2008,Indirect migration background,Urban regions,Part Time,0.14309,182,699,0.11712,0.16907
2008,Indirect migration background,Urban regions,Not Working,0.16429,222,699,0.13680,0.19178
2008,Indirect migration background,Rural regions,Full Time,0.19187,43,123,0.12199,0.26174
2008,Indirect migration background,Rural regions,Part Time,0.17263,40,123,0.10556,0.23969
2008,Indirect migration background,Rural regions,Not Working,0.18683,40,123,0.11767,0.25600
2009,No migration background,Urban regions,Full Time,0.33535,3817,9915,0.32605,0.34464
2009,No migration background,Urban regions,Part Time,0.19088,2274,9915,0.18314,0.19862
2009,No migration background,Urban regions,Not Working,0.33971,3824,9915,0.33038,0.34903
2009,No migration background,Rural regions,Full Time,0.33948,2349,5921,0.32742,0.35154
2009,No migration background,Rural regions,Part Time,0.18659,1283,5921,0.17667,0.19651
2009,No migration background,Rural regions,Not Working,0.33545,2289,5921,0.32342,0.34748
2009,Direct migration background,Urban regions,Full Time,0.32159,445,1348,0.29664,0.34653
2009,Direct migration background,Urban regions,Part Time,0.27404,357,1348,0.25022,0.29786
2009,Direct migration background,Urban regions,Not Working,0.38781,546,1348,0.36179,0.41383
2009,Direct migration background,Rural regions,Full Time,0.25558,85,319,0.20763,0.30352
2009,Direct migration background,Rural regions,Part Time,0.28710,92,319,0.23737,0.33682
2009,Direct migration background,Rural regions,Not Working,0.43484,142,319,0.38036,0.48933
2009,Indirect migration background,Urban regions,Full Time,0.24532,265,625,0.21155,0.27908
2009,Indirect migration background,Urban regions,Part Time,0.16446,168,625,0.13538,0.19355
2009,Indirect migration background,Urban regions,Not Working,0.15779,192,625,0.12919,0.18639
2009,Indirect migration background,Rural regions,Full Time,0.22574,42,126,0.15245,0.29903
2009,Indirect migration background,Rural regions,Part Time,0.16061,41,126,0.09624,0.22497
2009,Indirect migration background,Rural regions,Not Working,0.18455,43,126,0.11654,0.25256
2010,No migration background,Urban regions,Full Time,0.34495,4880,12582,0.33665,0.35326
2010,No migration background,Urban regions,Part Time,0.18724,3279,12582,0.18042,0.19405
2010,No migration background,Urban regions,Not Working,0.33975,4423,12582,0.33147,0.34802
2010,No migration background,Rural regions,Full Time,0.34680,2962,7582,0.33608,0.35751
2010,No migration background,Rural regions,Part Time,0.18571,1939,7582,0.17695,0.19446
2010,No migration background,Rural regions,Not Working,0.33543,2681,7582,0.32480,0.34606
2010,Direct migration background,Urban regions,Full Time,0.31089,783,2360,0.29221,0.32957
2010,Direct migration background,Urban regions,Part Time,0.25980,615,2360,0.24210,0.27750
2010,Direct migration background,Urban regions,Not Working,0.40328,962,2360,0.38348,0.42308
2010,Direct migration background,Rural regions,Full Time,0.23606,182,637,0.20305,0.26906
2010,Direct migration background,Rural regions,Part Time,0.34834,187,637,0.31131,0.38537
2010,Direct migration background,Rural regions,Not Working,0.38729,268,637,0.34943,0.42515
2010,Indirect migration background,Urban regions,Full Time,0.21221,366,960,0.18633,0.23808
2010,Indirect migration background,Urban regions,Part Time,0.14995,264,960,0.12735,0.17255
2010,Indirect migration background,Urban regions,Not Working,0.13229,330,960,0.11084,0.15373
2010,Indirect migration background,Rural regions,Full Time,0.20775,72,207,0.15235,0.26315
2010,Indirect migration background,Rural regions,Part Time,0.10597,53,207,0.06394,0.14801
2010,Indirect migration background,Rural regions,Not Working,0.13283,82,207,0.08649,0.17918
2011,No migration background,Urban regions,Full Time,0.34232,5566,14888,0.33469,0.34994
2011,No migration background,Urban regions,Part Time,0.18756,3926,14888,0.18129,0.19383
2011,No migration background,Urban regions,Not Working,0.33780,5396,14888,0.33020,0.34540
2011,No migration background,Rural regions,Full Time,0.34726,3520,9296,0.33758,0.35694
2011,No migration background,Rural regions,Part Time,0.18533,2406,9296,0.17743,0.19323
2011,No migration background,Rural regions,Not Working,0.33011,3370,9296,0.32055,0.33967
2011,Direct migration background,Urban regions,Full Time,0.33596,853,2568,0.31769,0.35424
2011,Direct migration background,Urban regions,Part Time,0.26052,682,2568,0.24354,0.27750
2011,Direct migration background,Urban regions,Not Working,0.37672,1033,2568,0.35797,0.39546
2011,Direct migration background,Rural regions,Full Time,0.29507,239,805,0.26354,0.32659
2011,Direct migration background,Rural regions,Part Time,0.29614,239,805,0.26458,0.32770
2011,Direct migration background,Rural regions,Not Working,0.38315,327,805,0.34955,0.41675
2011,Indirect migration background,Urban regions,Full Time,0.19924,370,1085,0.17547,0.22302
2011,Indirect migration background,Urban regions,Part Time,0.14506,329,1085,0.12409,0.16602
2011,Indirect migration background,Urban regions,Not Working,0.14519,386,1085,0.12421,0.16616
2011,Indirect migration background,Rural regions,Full Time,0.19543,82,258,0.14695,0.24391
2011,Indirect migration background,Rural regions,Part Time,0.12836,78,258,0.08747,0.16926
2011,Indirect migration background,Rural regions,Not Working,0.12859,98,258,0.08766,0.16951
2012,No migration background,Urban regions,Full Time,0.33788,5328,14455,0.33017,0.34560
2012,No migration background,Urban regions,Part Time,0.19388,3854,14455,0.18744,0.20033
2012,No migration background,Urban regions,Not Working,0.33685,5273,14455,0.32914,0.34455
2012,No migration background,Rural regions,Full Time,0.34763,3503,9200,0.33790,0.35737
2012,No migration background,Rural regions,Part Time,0.17992,2326,9200,0.17207,0.18777
2012,No migration background,Rural regions,Not Working,0.33644,3371,9200,0.32679,0.34610
2012,Direct migration background,Urban regions,Full Time,0.35176,850,2391,0.33261,0.37090
2012,Direct migration background,Urban regions,Part Time,0.25848,659,2391,0.24093,0.27604
2012,Direct migration background,Urban regions,Not Working,0.35940,882,2391,0.34016,0.37864
2012,Direct migration background,Rural regions,Full Time,0.33386,276,822,0.30160,0.36612
2012,Direct migration background,Rural regions,Part Time,0.25426,211,822,0.22448,0.28405
2012,Direct migration background,Rural regions,Not Working,0.38754,335,822,0.35422,0.42087
2012,Indirect migration background,Urban regions,Full Time,0.20572,384,1039,0.18113,0.23031
2012,Indirect migration background,Urban regions,Part Time,0.15148,320,1039,0.12967,0.17329
2012,Indirect migration background,Urban regions,Not Working,0.13455,335,1039,0.11379,0.15531
2012,Indirect migration background,Rural regions,Full Time,0.19370,86,259,0.14547,0.24192
2012,Indirect migration background,Rural regions,Part Time,0.13177,84,259,0.09050,0.17304
2012,Indirect migration background,Rural regions,Not Working,0.14919,89,259,0.10571,0.19266
2013,No migration background,Urban regions,Full Time,0.33584,5022,13766,0.32795,0.34373
2013,No migration background,Urban regions,Part Time,0.18825,3669,13766,0.18172,0.19479
2013,No migration background,Urban regions,Not Working,0.34645,5075,13766,0.33850,0.35440
2013,No migration background,Rural regions,Full Time,0.32914,3225,8693,0.31926,0.33902
2013,No migration background,Rural regions,Part Time,0.19570,2279,8693,0.18736,0.20404
2013,No migration background,Rural regions,Not Working,0.34359,3189,8693,0.33360,0.35357
2013,Direct migration background,Urban regions,Full Time,0.18774,776,4965,0.17688,0.19861
2013,Direct migration background,Urban regions,Part Time,0.14246,628,4965,0.13274,0.15218
2013,Direct migration background,Urban regions,Not Working,0.63754,3561,4965,0.62417,0.65091
2013,Direct migration background,Rural regions,Full Time,0.18065,242,1612,0.16186,0.19944
2013,Direct migration background,Rural regions,Part Time,0.17602,212,1612,0.15742,0.19461
2013,Direct migration background,Rural regions,Not Working,0.61528,1158,1612,0.59152,0.63904
2013,Indirect migration background,Urban regions,Full Time,0.12142,364,1777,0.10623,0.13661
2013,Indirect migration background,Urban regions,Part Time,0.08055,296,1777,0.06789,0.09320
2013,Indirect migration background,Urban regions,Not Working,0.29234,1117,1777,0.27118,0.31349
2013,Indirect migration background,Rural regions,Full Time,0.15186,87,370,0.11524,0.18848
2013,Indirect migration background,Rural regions,Part Time,0.08229,74,370,0.05425,0.11033
2013,Indirect migration background,Rural regions,Not Working,0.28300,209,370,0.23703,0.32896
2014,No migration background,Urban regions,Full Time,0.33792,4696,12560,0.32964,0.34619
2014,No migration background,Urban regions,Part Time,0.19460,3334,12560,0.18768,0.20153
2014,No migration background,Urban regions,Not Working,0.33774,4530,12560,0.32947,0.34601
2014,No migration background,Rural regions,Full Time,0.33125,2945,7925,0.32088,0.34161
2014,No migration background,Rural regions,Part Time,0.19231,2057,7925,0.18363,0.20098
2014,No migration background,Rural regions,Not Working,0.34606,2923,7925,0.33558,0.35653
2014,Direct migration background,Urban regions,Full Time,0.32338,1430,3988,0.30886,0.33790
2014,Direct migration background,Urban regions,Part Time,0.29668,1233,3988,0.28250,0.31086
2014,Direct migration background,Urban regions,Not Working,0.34820,1325,3988,0.33342,0.36299
2014,Direct migration background,Rural regions,Full Time,0.33533,480,1344,0.31008,0.36058
2014,Direct migration background,Rural regions,Part Time,0.29011,396,1344,0.26583,0.31438
2014,Direct migration background,Rural regions,Not Working,0.34259,468,1344,0.31721,0.36797
2014,Indirect migration background,Urban regions,Full Time,0.20788,536,1494,0.18730,0.22847
2014,Indirect migration background,Urban regions,Part Time,0.15113,440,1494,0.13296,0.16930
2014,Indirect migration background,Urban regions,Not Working,0.16182,518,1494,0.14314,0.18050
2014,Indirect migration background,Rural regions,Full Time,0.22953,136,343,0.18496,0.27410
2014,Indirect migration background,Rural regions,Part Time,0.13851,84,343,0.10190,0.17512
2014,Indirect migration background,Rural regions,Not Working,0.14391,123,343,0.10671,0.18111
2015,No migration background,Urban regions,Full Time,0.33554,4423,11927,0.32707,0.34402
2015,No migration background,Urban regions,Part Time,0.19994,3151,11927,0.19276,0.20711
2015,No migration background,Urban regions,Not Working,0.33936,4353,11927,0.33086,0.34786
2015,No migration background,Rural regions,Full Time,0.33183,2780,7585,0.32123,0.34243
2015,No migration background,Rural regions,Part Time,0.19893,2037,7585,0.18994,0.20791
2015,No migration background,Rural regions,Not Working,0.33570,2768,7585,0.32507,0.34633
2015,Direct migration background,Urban regions,Full Time,0.29612,1257,4555,0.28286,0.30938
2015,Direct migration background,Urban regions,Part Time,0.24581,1088,4555,0.23330,0.25831
2015,Direct migration background,Urban regions,Not Working,0.42261,2210,4555,0.40827,0.43696
2015,Direct migration background,Rural regions,Full Time,0.31958,436,1555,0.29639,0.34276
2015,Direct migration background,Rural regions,Part Time,0.25620,338,1555,0.23449,0.27790
2015,Direct migration background,Rural regions,Not Working,0.39262,781,1555,0.36834,0.41690
2015,Indirect migration background,Urban regions,Full Time,0.22353,496,1385,0.20158,0.24548
2015,Indirect migration background,Urban regions,Part Time,0.14130,404,1385,0.12295,0.15966
2015,Indirect migration background,Urban regions,Not Working,0.15192,485,1385,0.13301,0.17083
2015,Indirect migration background,Rural regions,Full Time,0.22079,123,335,0.17631,0.26528
2015,Indirect migration background,Rural regions,Part Time,0.15114,92,335,0.11273,0.18956
2015,Indirect migration background,Rural regions,Not Working,0.11991,120,335,0.08507,0.15476
2016,No migration background,Urban regions,Full Time,0.33571,4065,11087,0.32692,0.34451
2016,No migration background,Urban regions,Part Time,0.20347,3004,11087,0.19598,0.21097
2016,No migration background,Urban regions,Not Working,0.33350,4018,11087,0.32472,0.34227
2016,No migration background,Rural regions,Full Time,0.33743,2626,7056,0.32640,0.34847
2016,No migration background,Rural regions,Part Time,0.20152,1864,7056,0.19216,0.21088
2016,No migration background,Rural regions,Not Working,0.32433,2566,7056,0.31341,0.33526
2016,Direct migration background,Urban regions,Full Time,0.34246,1401,5972,0.33043,0.35450
2016,Direct migration background,Urban regions,Part Time,0.26574,1182,5972,0.25453,0.27694
2016,Direct migration background,Urban regions,Not Working,0.34802,3389,5972,0.33594,0.36011
2016,Direct migration background,Rural regions,Full Time,0.34185,492,2253,0.32226,0.36144
2016,Direct migration background,Rural regions,Part Time,0.28281,407,2253,0.26421,0.30141
2016,Direct migration background,Rural regions,Not Working,0.32800,1354,2253,0.30861,0.34739
2016,Indirect migration background,Urban regions,Full Time,0.23014,468,1278,0.20706,0.25323
2016,Indirect migration background,Urban regions,Part Time,0.14929,384,1278,0.12975,0.16884
2016,Indirect migration background,Urban regions,Not Working,0.15975,426,1278,0.13966,0.17985
2016,Indirect migration background,Rural regions,Full Time,0.24238,118,326,0.19579,0.28897
2016,Indirect migration background,Rural regions,Part Time,0.14948,104,326,0.11071,0.18824
2016,Indirect migration background,Rural regions,Not Working,0.13143,104,326,0.09470,0.16816
2017,No migration background,Urban regions,Full Time,0.33998,4824,12512,0.33168,0.34828
2017,No migration background,Urban regions,Part Time,0.20453,3421,12512,0.19746,0.21160
2017,No migration background,Urban regions,Not Working,0.32925,4267,12512,0.32102,0.33749
2017,No migration background,Rural regions,Full Time,0.34345,3123,7955,0.33301,0.35388
2017,No migration background,Rural regions,Part Time,0.20233,2123,7955,0.19350,0.21116
2017,No migration background,Rural regions,Not Working,0.31513,2709,7955,0.30492,0.32534
2017,Direct migration background,Urban regions,Full Time,0.33345,1381,6492,0.32198,0.34492
2017,Direct migration background,Urban regions,Part Time,0.28275,1250,6492,0.27179,0.29370
2017,Direct migration background,Urban regions,Not Working,0.33701,3861,6492,0.32551,0.34851
2017,Direct migration background,Rural regions,Full Time,0.32873,503,2554,0.31051,0.34695
2017,Direct migration background,Rural regions,Part Time,0.26112,409,2554,0.24408,0.27816
2017,Direct migration background,Rural regions,Not Working,0.35508,1642,2554,0.33652,0.37364
2017,Indirect migration background,Urban regions,Full Time,0.21936,489,1430,0.19790,0.24081
2017,Indirect migration background,Urban regions,Part Time,0.15498,471,1430,0.13622,0.17375
2017,Indirect migration background,Urban regions,Not Working,0.16156,470,1430,0.14248,0.18064
2017,Indirect migration background,Rural regions,Full Time,0.26088,119,316,0.21239,0.30938
2017,Indirect migration background,Rural regions,Part Time,0.10815,98,316,0.07386,0.14245
2017,Indirect migration background,Rural regions,Not Working,0.11624,99,316,0.08085,0.15164
2018,No migration background,Urban regions,Full Time,0.34304,4599,12139,0.33460,0.35149
2018,No migration background,Urban regions,Part Time,0.21246,3369,12139,0.20519,0.21974
2018,No migration background,Urban regions,Not Working,0.32215,4171,12139,0.31383,0.33046
2018,No migration background,Rural regions,Full Time,0.33572,2927,7598,0.32510,0.34633
2018,No migration background,Rural regions,Part Time,0.21738,2096,7598,0.20810,0.22665
2018,No migration background,Rural regions,Not Working,0.31011,2575,7598,0.29971,0.32051
2018,Direct migration background,Urban regions,Full Time,0.35017,1389,6151,0.33825,0.36209
2018,Direct migration background,Urban regions,Part Time,0.26404,1310,6151,0.25303,0.27506
2018,Direct migration background,Urban regions,Not Working,0.33509,3452,6151,0.32329,0.34689
2018,Direct migration background,Rural regions,Full Time,0.33352,495,2275,0.31414,0.35289
2018,Direct migration background,Rural regions,Part Time,0.30308,441,2275,0.28419,0.32197
2018,Direct migration background,Rural regions,Not Working,0.31455,1339,2275,0.29547,0.33364
2018,Indirect migration background,Urban regions,Full Time,0.23333,512,1399,0.21116,0.25551
2018,Indirect migration background,Urban regions,Part Time,0.16988,473,1399,0.15019,0.18956
2018,Indirect migration background,Urban regions,Not Working,0.13933,414,1399,0.12118,0.15748
2018,Indirect migration background,Rural regions,Full Time,0.27595,126,327,0.22743,0.32447
2018,Indirect migration background,Rural regions,Part Time,0.12345,107,327,0.08774,0.15916
2018,Indirect migration background,Rural regions,Not Working,0.11231,94,327,0.07803,0.14658
2019,No migration background,Urban regions,Full Time,0.33812,4979,12437,0.32981,0.34644
2019,No migration background,Urban regions,Part Time,0.20853,3314,12437,0.20139,0.21567
2019,No migration background,Urban regions,Not Working,0.32634,4144,12437,0.31810,0.33458
2019,No migration background,Rural regions,Full Time,0.33679,3080,7616,0.32618,0.34741
2019,No migration background,Rural regions,Part Time,0.19898,1946,7616,0.19001,0.20795
2019,No migration background,Rural regions,Not Working,0.32550,2590,7616,0.31498,0.33603
2019,Direct migration background,Urban regions,Full Time,0.35645,1383,5549,0.34385,0.36905
2019,Direct migration background,Urban regions,Part Time,0.27223,1266,5549,0.26052,0.28395
2019,Direct migration background,Urban regions,Not Working,0.32797,2900,5549,0.31562,0.34032
2019,Direct migration background,Rural regions,Full Time,0.36788,508,2019,0.34684,0.38892
2019,Direct migration background,Rural regions,Part Time,0.25866,428,2019,0.23956,0.27777
2019,Direct migration background,Rural regions,Not Working,0.31975,1083,2019,0.29941,0.34010
2019,Indirect migration background,Urban regions,Full Time,0.23202,512,1332,0.20934,0.25469
2019,Indirect migration background,Urban regions,Part Time,0.18212,429,1332,0.16139,0.20285
2019,Indirect migration background,Urban regions,Not Working,0.12000,391,1332,0.10254,0.13746
2019,Indirect migration background,Rural regions,Full Time,0.26616,124,320,0.21766,0.31466
2019,Indirect migration background,Rural regions,Part Time,0.12970,101,320,0.09283,0.16657
2019,Indirect migration background,Rural regions,Not Working,0.11688,95,320,0.08162,0.15213
2020,No migration background,Urban regions,Full Time,0.33860,4666,11777,0.33005,0.34715
2020,No migration background,Urban regions,Part Time,0.21031,3152,11777,0.20295,0.21767
2020,No migration background,Urban regions,Not Working,0.32126,3959,11777,0.31282,0.32969
2020,No migration background,Rural regions,Full Time,0.33476,2769,7069,0.32376,0.34576
2020,No migration background,Rural regions,Part Time,0.19929,1828,7069,0.18997,0.20860
2020,No migration background,Rural regions,Not Working,0.32461,2472,7069,0.31369,0.33552
2020,Direct migration background,Urban regions,Full Time,0.34986,2195,7262,0.33889,0.36083
2020,Direct migration background,Urban regions,Part Time,0.26959,1741,7262,0.25938,0.27980
2020,Direct migration background,Urban regions,Not Working,0.33554,3326,7262,0.32468,0.34640
2020,Direct migration background,Rural regions,Full Time,0.33446,784,2282,0.31509,0.35382
2020,Direct migration background,Rural regions,Part Time,0.27789,539,2282,0.25951,0.29628
2020,Direct migration background,Rural regions,Not Working,0.33112,959,2282,0.31181,0.35043
2020,Indirect migration background,Urban regions,Full Time,0.22572,503,1317,0.20313,0.24830
2020,Indirect migration background,Urban regions,Part Time,0.16350,433,1317,0.14352,0.18349
2020,Indirect migration background,Urban regions,Not Working,0.14092,381,1317,0.12212,0.15972
2020,Indirect migration background,Rural regions,Full Time,0.21711,122,305,0.17076,0.26345
2020,Indirect migration background,Rural regions,Part Time,0.15891,111,305,0.11781,0.20001
2020,Indirect migration background,Rural regions,Not Working,0.09110,72,305,0.05876,0.12345
2021,No migration background,Urban regions,Full Time,0.31559,3142,8439,0.30567,0.32550
2021,No migration background,Urban regions,Part Time,0.19476,2130,8439,0.18631,0.20321
2021,No migration background,Urban regions,Not Working,0.35878,3167,8439,0.34855,0.36902
2021,No migration background,Rural regions,Full Time,0.30638,1781,4947,0.29353,0.31923
2021,No migration background,Rural regions,Part Time,0.19587,1239,4947,0.18481,0.20693
2021,No migration background,Rural regions,Not Working,0.36021,1927,4947,0.34683,0.37359
2021,Direct migration background,Urban regions,Full Time,0.31770,1123,4345,0.30386,0.33155
2021,Direct migration background,Urban regions,Part Time,0.27281,986,4345,0.25956,0.28605
2021,Direct migration background,Urban regions,Not Working,0.35965,2236,4345,0.34538,0.37392
2021,Direct migration background,Rural regions,Full Time,0.32207,334,1224,0.29588,0.34825
2021,Direct migration background,Rural regions,Part Time,0.22894,267,1224,0.20539,0.25249
2021,Direct migration background,Rural regions,Not Working,0.37521,623,1224,0.34807,0.40235
2021,Indirect migration background,Urban regions,Full Time,0.20473,273,775,0.17630,0.23316
2021,Indirect migration background,Urban regions,Part Time,0.14098,249,775,0.11646,0.16550
2021,Indirect migration background,Urban regions,Not Working,0.14900,253,775,0.12391,0.17409
2021,Indirect migration background,Rural regions,Full Time,0.22428,88,201,0.16647,0.28208
2021,Indirect migration background,Rural regions,Part Time,0.09961,47,201,0.05811,0.14112
2021,Indirect migration background,Rural regions,Not Working,0.10785,66,201,0.06486,0.15084
2022,No migration background,Urban regions,Full Time,0.27413,3893,11433,0.26595,0.28230
2022,No migration background,Urban regions,Part Time,0.18141,2779,11433,0.17434,0.18847
2022,No migration background,Urban regions,Not Working,0.39745,4761,11433,0.38848,0.40642
2022,No migration background,Rural regions,Full Time,0.26749,2411,7091,0.25718,0.27779
2022,No migration background,Rural regions,Part Time,0.16977,1602,7091,0.16103,0.17851
2022,No migration background,Rural regions,Not Working,0.41969,3078,7091,0.40820,0.43117
2022,Direct migration background,Urban regions,Full Time,0.29125,1912,6792,0.28044,0.30205
2022,Direct migration background,Urban regions,Part Time,0.19911,1675,6792,0.18961,0.20861
2022,Direct migration background,Urban regions,Not Working,0.44608,3205,6792,0.43425,0.45790
2022,Direct migration background,Rural regions,Full Time,0.28162,355,1452,0.25848,0.30476
2022,Direct migration background,Rural regions,Part Time,0.21001,294,1452,0.18905,0.23097
2022,Direct migration background,Rural regions,Not Working,0.43324,803,1452,0.40775,0.45874
2022,Indirect migration background,Urban regions,Full Time,0.20933,380,1151,0.18581,0.23284
2022,Indirect migration background,Urban regions,Part Time,0.12699,329,1151,0.10774,0.14623
2022,Indirect migration background,Urban regions,Not Working,0.22883,442,1151,0.20455,0.25311
2022,Indirect migration background,Rural regions,Full Time,0.20034,127,354,0.15859,0.24210
2022,Indirect migration background,Rural regions,Part Time,0.12003,95,354,0.08613,0.15394
2022,Indirect migration background,Rural regions,Not Working,0.18836,132,354,0.14757,0.22915
