"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"nicht erwerbstätig","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","Hauptschule","kein Migrationshintergrund","1533","0.457401872978338","0.441431444912832","0.473372301043844"
"nicht erwerbstätig","1991","Hauptschule","direkter Migrationshintergrund","339","0.340903116529417","0.315617629587054","0.36618860347178"
"nicht erwerbstätig","1991","Hauptschule","indirekter Migrationshintergrund","42","0.284610199019776","0.215760393069507","0.353460004970045"
"nicht erwerbstätig","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","Realschule","kein Migrationshintergrund","384","0.313235692259929","0.289128991761788","0.33734239275807"
"nicht erwerbstätig","1991","Realschule","direkter Migrationshintergrund","49","0.370370152952438","0.292306284722789","0.448434021182088"
"nicht erwerbstätig","1991","Realschule","indirekter Migrationshintergrund","25","","",""
"nicht erwerbstätig","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","kein Migrationshintergrund","169","0.32191368039294","0.28213756524804","0.36168979553784"
"nicht erwerbstätig","1991","(Fach-)Abitur","direkter Migrationshintergrund","69","0.370908846177086","0.30379502944789","0.438022662906283"
"nicht erwerbstätig","1991","(Fach-)Abitur","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","AkademikerIn","kein Migrationshintergrund","124","0.217490877815806","0.18522574205898","0.249756013572631"
"nicht erwerbstätig","1991","AkademikerIn","direkter Migrationshintergrund","17","","",""
"nicht erwerbstätig","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1992","(noch) kein Abschluss","kein Migrationshintergrund","37","0.150531641900736","0.102621362132196","0.198441921669276"
"Vollzeit","1992","(noch) kein Abschluss","direkter Migrationshintergrund","252","0.424982389424395","0.384957944023582","0.465006834825208"
"Vollzeit","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Vollzeit","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1992","Hauptschule","kein Migrationshintergrund","2054","0.378247385351816","0.364762288346997","0.391732482356635"
"Vollzeit","1992","Hauptschule","direkter Migrationshintergrund","788","0.479366616654028","0.453056480024497","0.505676753283558"
"Vollzeit","1992","Hauptschule","indirekter Migrationshintergrund","100","0.484558588921678","0.412737097298114","0.556380080545242"
"Vollzeit","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1992","Realschule","kein Migrationshintergrund","1666","0.52571321053815","0.507428809544479","0.54399761153182"
"Vollzeit","1992","Realschule","direkter Migrationshintergrund","74","0.484529465454552","0.406355834592568","0.562703096316537"
"Vollzeit","1992","Realschule","indirekter Migrationshintergrund","34","0.333252998450296","0.231227498098717","0.435278498801875"
"Vollzeit","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1992","(Fach-)Abitur","kein Migrationshintergrund","277","0.42710463511023","0.389106490318141","0.46510277990232"
"Vollzeit","1992","(Fach-)Abitur","direkter Migrationshintergrund","97","0.466814499210152","0.398851231454606","0.534777766965699"
"Vollzeit","1992","(Fach-)Abitur","indirekter Migrationshintergrund","9","","",""
"Vollzeit","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1992","AkademikerIn","kein Migrationshintergrund","974","0.601904383279483","0.577304053170839","0.626504713388127"
"Vollzeit","1992","AkademikerIn","direkter Migrationshintergrund","78","0.520877754911534","0.435331004708683","0.606424505114386"
"Vollzeit","1992","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Vollzeit","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1992","(noch) kein Abschluss","kein Migrationshintergrund","31","0.146919330140548","0.0994868618802263","0.194351798400869"
"Teilzeit","1992","(noch) kein Abschluss","direkter Migrationshintergrund","90","0.155997261985065","0.126618756522174","0.185375767447955"
"Teilzeit","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Teilzeit","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1992","Hauptschule","kein Migrationshintergrund","859","0.152857382559048","0.142850961535442","0.162863803582655"
"Teilzeit","1992","Hauptschule","direkter Migrationshintergrund","228","0.167942594000843","0.148255560603292","0.187629627398395"
"Teilzeit","1992","Hauptschule","indirekter Migrationshintergrund","45","0.276601315440947","0.212316619091541","0.340886011790354"
"Teilzeit","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1992","Realschule","kein Migrationshintergrund","613","0.203377312955345","0.188638470873","0.21811615503769"
"Teilzeit","1992","Realschule","direkter Migrationshintergrund","29","","",""
"Teilzeit","1992","Realschule","indirekter Migrationshintergrund","21","","",""
"Teilzeit","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1992","(Fach-)Abitur","kein Migrationshintergrund","166","0.247574643694289","0.214420150821402","0.280729136567176"
"Teilzeit","1992","(Fach-)Abitur","direkter Migrationshintergrund","33","0.171969895112333","0.120564086510851","0.223375703713815"
"Teilzeit","1992","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Teilzeit","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1992","AkademikerIn","kein Migrationshintergrund","305","0.206933779710593","0.186574898649695","0.22729266077149"
"Teilzeit","1992","AkademikerIn","direkter Migrationshintergrund","24","","",""
"Teilzeit","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","(noch) kein Abschluss","kein Migrationshintergrund","146","0.702549027958716","0.64130168973979","0.763796366177642"
"nicht erwerbstätig","1992","(noch) kein Abschluss","direkter Migrationshintergrund","244","0.41902034859054","0.379072140748861","0.458968556432219"
"nicht erwerbstätig","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","59","0.882167675748624","0.807696255714763","0.956639095782485"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","Hauptschule","kein Migrationshintergrund","2055","0.468895232089136","0.455018560638103","0.482771903540169"
"nicht erwerbstätig","1992","Hauptschule","direkter Migrationshintergrund","369","0.352690789345129","0.327526993290516","0.377854585399742"
"nicht erwerbstätig","1992","Hauptschule","indirekter Migrationshintergrund","41","0.238840095637375","0.177565114172251","0.300115077102499"
"nicht erwerbstätig","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","Realschule","kein Migrationshintergrund","586","0.270909476506505","0.25463569041695","0.28718326259606"
"nicht erwerbstätig","1992","Realschule","direkter Migrationshintergrund","54","0.380874150932847","0.304915283153909","0.456833018711786"
"nicht erwerbstätig","1992","Realschule","indirekter Migrationshintergrund","27","","",""
"nicht erwerbstätig","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","kein Migrationshintergrund","208","0.325320721195481","0.289332353756473","0.361309088634488"
"nicht erwerbstätig","1992","(Fach-)Abitur","direkter Migrationshintergrund","77","0.361215605677515","0.295778614870456","0.426652596484573"
"nicht erwerbstätig","1992","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","AkademikerIn","kein Migrationshintergrund","242","0.191161837009925","0.171400564883955","0.210923109135894"
"nicht erwerbstätig","1992","AkademikerIn","direkter Migrationshintergrund","29","","",""
"nicht erwerbstätig","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1993","(noch) kein Abschluss","kein Migrationshintergrund","37","0.175552849001221","0.124341582991318","0.226764115011124"
"Vollzeit","1993","(noch) kein Abschluss","direkter Migrationshintergrund","231","0.397753305651853","0.357538491212595","0.437968120091112"
"Vollzeit","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Vollzeit","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1993","Hauptschule","kein Migrationshintergrund","1886","0.361622388306559","0.348025807420059","0.375218969193059"
"Vollzeit","1993","Hauptschule","direkter Migrationshintergrund","741","0.46853122478614","0.441892631229441","0.49516981834284"
"Vollzeit","1993","Hauptschule","indirekter Migrationshintergrund","99","0.438197294086435","0.369774758311448","0.506619829861422"
"Vollzeit","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1993","Realschule","kein Migrationshintergrund","1622","0.526855328613679","0.508489604342102","0.545221052885255"
"Vollzeit","1993","Realschule","direkter Migrationshintergrund","67","0.418436263001023","0.338961260544109","0.497911265457938"
"Vollzeit","1993","Realschule","indirekter Migrationshintergrund","45","0.386122124757456","0.294723812468307","0.477520437046605"
"Vollzeit","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1993","(Fach-)Abitur","kein Migrationshintergrund","269","0.419275082687088","0.381715039421719","0.456835125952457"
"Vollzeit","1993","(Fach-)Abitur","direkter Migrationshintergrund","93","0.460919490642196","0.392008353903733","0.529830627380658"
"Vollzeit","1993","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Vollzeit","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1993","AkademikerIn","kein Migrationshintergrund","941","0.581921533020259","0.556960441343422","0.606882624697096"
"Vollzeit","1993","AkademikerIn","direkter Migrationshintergrund","74","0.473377479917785","0.387877511689059","0.558877448146512"
"Vollzeit","1993","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Vollzeit","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"Teilzeit","1993","(noch) kein Abschluss","direkter Migrationshintergrund","80","0.138740918907006","0.110338119398927","0.167143718415085"
"Teilzeit","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Teilzeit","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","Hauptschule","kein Migrationshintergrund","818","0.155277830817571","0.145028986277448","0.165526675357693"
"Teilzeit","1993","Hauptschule","direkter Migrationshintergrund","222","0.16977385578034","0.149732054406788","0.189815657153892"
"Teilzeit","1993","Hauptschule","indirekter Migrationshintergrund","63","0.310118561524369","0.246332833487197","0.373904289561542"
"Teilzeit","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","Realschule","kein Migrationshintergrund","570","0.184765765525652","0.170489410086501","0.199042120964802"
"Teilzeit","1993","Realschule","direkter Migrationshintergrund","29","","",""
"Teilzeit","1993","Realschule","indirekter Migrationshintergrund","29","","",""
"Teilzeit","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","(Fach-)Abitur","kein Migrationshintergrund","197","0.281450612961403","0.247219522211035","0.315681703711771"
"Teilzeit","1993","(Fach-)Abitur","direkter Migrationshintergrund","47","0.271514945228075","0.210031633046094","0.332998257410057"
"Teilzeit","1993","(Fach-)Abitur","indirekter Migrationshintergrund","14","","",""
"Teilzeit","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","AkademikerIn","kein Migrationshintergrund","269","0.19634061275527","0.176238414887898","0.216442810622641"
"Teilzeit","1993","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Teilzeit","1993","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","(noch) kein Abschluss","kein Migrationshintergrund","156","0.740468580465439","0.681458195306057","0.79947896562482"
"nicht erwerbstätig","1993","(noch) kein Abschluss","direkter Migrationshintergrund","258","0.463505775441141","0.422532370265753","0.504479180616529"
"nicht erwerbstätig","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","56","0.875908368886821","0.798118304644726","0.953698433128916"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","Hauptschule","kein Migrationshintergrund","2093","0.48309978087587","0.468958621720655","0.497240940031085"
"nicht erwerbstätig","1993","Hauptschule","direkter Migrationshintergrund","385","0.36169491943352","0.336044852676297","0.387344986190742"
"nicht erwerbstätig","1993","Hauptschule","indirekter Migrationshintergrund","40","0.251684144389196","0.191837086062706","0.311531202715685"
"nicht erwerbstätig","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","Realschule","kein Migrationshintergrund","647","0.28837890586067","0.27171520172173","0.305042609999609"
"nicht erwerbstätig","1993","Realschule","direkter Migrationshintergrund","52","0.401822955535145","0.322837072735531","0.48080883833476"
"nicht erwerbstätig","1993","Realschule","indirekter Migrationshintergrund","35","0.329382533363846","0.241151258356943","0.417613808370749"
"nicht erwerbstätig","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","kein Migrationshintergrund","197","0.299274304351509","0.264416497149109","0.334132111553909"
"nicht erwerbstätig","1993","(Fach-)Abitur","direkter Migrationshintergrund","61","0.267565564129729","0.206365828085446","0.328765300174011"
"nicht erwerbstätig","1993","(Fach-)Abitur","indirekter Migrationshintergrund","21","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","AkademikerIn","kein Migrationshintergrund","290","0.221737854224471","0.200715307069187","0.242760401379756"
"nicht erwerbstätig","1993","AkademikerIn","direkter Migrationshintergrund","31","0.321143011500165","0.241187054158399","0.401098968841932"
"nicht erwerbstätig","1993","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1994","(noch) kein Abschluss","kein Migrationshintergrund","30","0.131714514147355","0.0888401957918897","0.174588832502821"
"Vollzeit","1994","(noch) kein Abschluss","direkter Migrationshintergrund","205","0.380835725276973","0.3396111421778","0.422060308376146"
"Vollzeit","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Vollzeit","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1994","Hauptschule","kein Migrationshintergrund","1725","0.344285417644909","0.33061718827654","0.357953647013277"
"Vollzeit","1994","Hauptschule","direkter Migrationshintergrund","642","0.416981439776084","0.389810642581917","0.444152236970252"
"Vollzeit","1994","Hauptschule","indirekter Migrationshintergrund","105","0.457234321227835","0.387492119245004","0.526976523210666"
"Vollzeit","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1994","Realschule","kein Migrationshintergrund","1601","0.519360880907353","0.500851545868911","0.537870215945795"
"Vollzeit","1994","Realschule","direkter Migrationshintergrund","58","0.39285508281543","0.311371349661798","0.474338815969062"
"Vollzeit","1994","Realschule","indirekter Migrationshintergrund","58","0.510138310699036","0.417141659615874","0.603134961782197"
"Vollzeit","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1994","(Fach-)Abitur","kein Migrationshintergrund","271","0.39585039937706","0.359121126976292","0.432579671777827"
"Vollzeit","1994","(Fach-)Abitur","direkter Migrationshintergrund","89","0.539559112559586","0.469056707295255","0.610061517823917"
"Vollzeit","1994","(Fach-)Abitur","indirekter Migrationshintergrund","16","","",""
"Vollzeit","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1994","AkademikerIn","kein Migrationshintergrund","953","0.585561086589736","0.560795839566862","0.61032633361261"
"Vollzeit","1994","AkademikerIn","direkter Migrationshintergrund","69","0.46244524294567","0.374688850559893","0.550201635331447"
"Vollzeit","1994","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Vollzeit","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","(noch) kein Abschluss","kein Migrationshintergrund","23","","",""
"Teilzeit","1994","(noch) kein Abschluss","direkter Migrationshintergrund","84","0.144340391739539","0.114505192525135","0.174175590953943"
"Teilzeit","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","Hauptschule","kein Migrationshintergrund","783","0.152566974554886","0.142223213430985","0.162910735678786"
"Teilzeit","1994","Hauptschule","direkter Migrationshintergrund","215","0.179545346104221","0.158395013764609","0.200695678443832"
"Teilzeit","1994","Hauptschule","indirekter Migrationshintergrund","55","0.317740553102636","0.252558031408112","0.382923074797159"
"Teilzeit","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","Realschule","kein Migrationshintergrund","571","0.196120255678963","0.181410569413026","0.2108299419449"
"Teilzeit","1994","Realschule","direkter Migrationshintergrund","31","0.204017434542102","0.136782657879036","0.271252211205167"
"Teilzeit","1994","Realschule","indirekter Migrationshintergrund","20","","",""
"Teilzeit","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","(Fach-)Abitur","kein Migrationshintergrund","165","0.235719716115841","0.203841147130112","0.26759828510157"
"Teilzeit","1994","(Fach-)Abitur","direkter Migrationshintergrund","34","0.12763005908021","0.0804319816745079","0.174828136485912"
"Teilzeit","1994","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Teilzeit","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","AkademikerIn","kein Migrationshintergrund","258","0.18537234311708","0.165836671699032","0.204908014535129"
"Teilzeit","1994","AkademikerIn","direkter Migrationshintergrund","24","","",""
"Teilzeit","1994","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Teilzeit","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","kein Migrationshintergrund","186","0.787615603300017","0.735763354076852","0.839467852523182"
"nicht erwerbstätig","1994","(noch) kein Abschluss","direkter Migrationshintergrund","244","0.474823882983488","0.432429994991106","0.51721777097587"
"nicht erwerbstätig","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","64","0.898012212770826","0.829973435384827","0.966050990156824"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","Hauptschule","kein Migrationshintergrund","2134","0.503147607800206","0.488764361360351","0.517530854240061"
"nicht erwerbstätig","1994","Hauptschule","direkter Migrationshintergrund","408","0.403473214119695","0.376438289870002","0.430508138369388"
"nicht erwerbstätig","1994","Hauptschule","indirekter Migrationshintergrund","36","0.225025125669529","0.166562357777237","0.283487893561821"
"nicht erwerbstätig","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","Realschule","kein Migrationshintergrund","627","0.284518863413684","0.267804060179717","0.301233666647651"
"nicht erwerbstätig","1994","Realschule","direkter Migrationshintergrund","49","0.403127482642468","0.321286555182005","0.484968410102932"
"nicht erwerbstätig","1994","Realschule","indirekter Migrationshintergrund","33","0.307438003659838","0.221597016065759","0.393278991253916"
"nicht erwerbstätig","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","kein Migrationshintergrund","245","0.3684298845071","0.33220035067126","0.404659418342939"
"nicht erwerbstätig","1994","(Fach-)Abitur","direkter Migrationshintergrund","69","0.332810828360204","0.26615767583014","0.399463980890267"
"nicht erwerbstätig","1994","(Fach-)Abitur","indirekter Migrationshintergrund","21","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","AkademikerIn","kein Migrationshintergrund","309","0.229066570293184","0.207940652141932","0.250192488444436"
"nicht erwerbstätig","1994","AkademikerIn","direkter Migrationshintergrund","31","0.2992190854429","0.218621315258778","0.379816855627023"
"nicht erwerbstätig","1994","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1995","(noch) kein Abschluss","kein Migrationshintergrund","30","0.119541576318978","0.0799546161955852","0.159128536442371"
"Vollzeit","1995","(noch) kein Abschluss","direkter Migrationshintergrund","176","0.284719974649793","0.247175276569285","0.322264672730302"
"Vollzeit","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Vollzeit","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1995","Hauptschule","kein Migrationshintergrund","1626","0.321687011555922","0.308050980961537","0.335323042150307"
"Vollzeit","1995","Hauptschule","direkter Migrationshintergrund","645","0.353069139122942","0.328237553359663","0.377900724886222"
"Vollzeit","1995","Hauptschule","indirekter Migrationshintergrund","91","0.382703310150092","0.314308159664776","0.451098460635409"
"Vollzeit","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1995","Realschule","kein Migrationshintergrund","1569","0.508658127430519","0.490271850233402","0.527044404627636"
"Vollzeit","1995","Realschule","direkter Migrationshintergrund","64","0.326169778788755","0.253528212168324","0.398811345409186"
"Vollzeit","1995","Realschule","indirekter Migrationshintergrund","55","0.420428788212329","0.330599342057373","0.510258234367285"
"Vollzeit","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1995","(Fach-)Abitur","kein Migrationshintergrund","281","0.395395134763584","0.358966195709359","0.431824073817808"
"Vollzeit","1995","(Fach-)Abitur","direkter Migrationshintergrund","125","0.424113454980445","0.369363292358299","0.478863617602591"
"Vollzeit","1995","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Vollzeit","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1995","AkademikerIn","kein Migrationshintergrund","963","0.574125198464719","0.549500741693155","0.598749655236282"
"Vollzeit","1995","AkademikerIn","direkter Migrationshintergrund","96","0.460198659286318","0.389698981731917","0.530698336840718"
"Vollzeit","1995","AkademikerIn","indirekter Migrationshintergrund","7","","",""
"Vollzeit","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","(noch) kein Abschluss","kein Migrationshintergrund","18","","",""
"Teilzeit","1995","(noch) kein Abschluss","direkter Migrationshintergrund","92","0.172949935564462","0.141484938059831","0.204414933069093"
"Teilzeit","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","Hauptschule","kein Migrationshintergrund","795","0.158287379208904","0.147632189140165","0.168942569277644"
"Teilzeit","1995","Hauptschule","direkter Migrationshintergrund","261","0.193447556832173","0.17292442801521","0.213970685649136"
"Teilzeit","1995","Hauptschule","indirekter Migrationshintergrund","63","0.397122503116195","0.328269321778766","0.465975684453624"
"Teilzeit","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","Realschule","kein Migrationshintergrund","627","0.20498886123083","0.19014179454511","0.219835927916549"
"Teilzeit","1995","Realschule","direkter Migrationshintergrund","36","0.216381734021831","0.152577327494474","0.280186140549187"
"Teilzeit","1995","Realschule","indirekter Migrationshintergrund","30","0.294261444061391","0.211332201338287","0.377190686784494"
"Teilzeit","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","(Fach-)Abitur","kein Migrationshintergrund","172","0.260280799210096","0.227588192085473","0.292973406334719"
"Teilzeit","1995","(Fach-)Abitur","direkter Migrationshintergrund","74","0.227428417802973","0.180991043890871","0.273865791715076"
"Teilzeit","1995","(Fach-)Abitur","indirekter Migrationshintergrund","16","","",""
"Teilzeit","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","AkademikerIn","kein Migrationshintergrund","281","0.201299191977501","0.18133115097219","0.221267232982811"
"Teilzeit","1995","AkademikerIn","direkter Migrationshintergrund","39","0.196659578988086","0.140437766936393","0.252881391039779"
"Teilzeit","1995","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Teilzeit","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","(noch) kein Abschluss","kein Migrationshintergrund","210","0.807280756106495","0.759151064429926","0.855410447783064"
"nicht erwerbstätig","1995","(noch) kein Abschluss","direkter Migrationshintergrund","287","0.542330089785744","0.500881512308975","0.583778667262513"
"nicht erwerbstätig","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","59","0.943529431379541","0.888666066419169","0.998392796339913"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","Hauptschule","kein Migrationshintergrund","2087","0.520025609235174","0.505441579669272","0.534609638801076"
"nicht erwerbstätig","1995","Hauptschule","direkter Migrationshintergrund","517","0.453483304044884","0.427617379333622","0.479349228756146"
"nicht erwerbstätig","1995","Hauptschule","indirekter Migrationshintergrund","40","0.220174186733713","0.161866041092726","0.278482332374699"
"nicht erwerbstätig","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","Realschule","kein Migrationshintergrund","644","0.286353011338652","0.26972725095239","0.302978771724914"
"nicht erwerbstätig","1995","Realschule","direkter Migrationshintergrund","60","0.457448487189414","0.380255173043364","0.534641801335464"
"nicht erwerbstätig","1995","Realschule","indirekter Migrationshintergrund","31","0.28530976772628","0.203135405934623","0.367484129517938"
"nicht erwerbstätig","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","kein Migrationshintergrund","239","0.34432406602632","0.308922428209225","0.379725703843416"
"nicht erwerbstätig","1995","(Fach-)Abitur","direkter Migrationshintergrund","114","0.348458127216582","0.295671685542866","0.401244568890298"
"nicht erwerbstätig","1995","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","AkademikerIn","kein Migrationshintergrund","305","0.224575609557781","0.203794276422448","0.245356942693114"
"nicht erwerbstätig","1995","AkademikerIn","direkter Migrationshintergrund","57","0.343141761725596","0.275988039400054","0.410295484051139"
"nicht erwerbstätig","1995","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"nicht erwerbstätig","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1996","(noch) kein Abschluss","kein Migrationshintergrund","28","","",""
"Vollzeit","1996","(noch) kein Abschluss","direkter Migrationshintergrund","134","0.269769527982648","0.230943527609975","0.308595528355321"
"Vollzeit","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
