year,regtyp,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Urban regions,West,Not Working,0.30417,6773,18120,0.29747,0.31087
2020,Urban regions,East,Full Time,0.36333,842,2236,0.34339,0.38327
2020,Urban regions,East,Part Time,0.20218,501,2236,0.18552,0.21883
2020,Urban regions,East,Not Working,0.29739,893,2236,0.27844,0.31634
2020,Rural regions,West,Full Time,0.33124,2258,5945,0.31928,0.34321
2020,Rural regions,West,Part Time,0.21824,1667,5945,0.20774,0.22874
2020,Rural regions,West,Not Working,0.29274,2020,5945,0.28117,0.30431
2020,Rural regions,East,Full Time,0.32419,1417,3711,0.30913,0.33925
2020,Rural regions,East,Part Time,0.17831,811,3711,0.16600,0.19063
2020,Rural regions,East,Not Working,0.35163,1483,3711,0.33627,0.36700
2021,Urban regions,West,Full Time,0.30100,3987,12001,0.29279,0.30920
2021,Urban regions,West,Part Time,0.20223,2996,12001,0.19505,0.20942
2021,Urban regions,West,Not Working,0.33543,5018,12001,0.32699,0.34388
2021,Urban regions,East,Full Time,0.32661,551,1558,0.30331,0.34990
2021,Urban regions,East,Part Time,0.18657,369,1558,0.16722,0.20592
2021,Urban regions,East,Not Working,0.32997,638,1558,0.30661,0.35332
2021,Rural regions,West,Full Time,0.29399,1329,3952,0.27979,0.30820
2021,Rural regions,West,Part Time,0.21099,1050,3952,0.19827,0.22371
2021,Rural regions,West,Not Working,0.33994,1573,3952,0.32517,0.35471
2021,Rural regions,East,Full Time,0.32207,874,2420,0.30345,0.34069
2021,Rural regions,East,Part Time,0.16192,503,2420,0.14724,0.17660
2021,Rural regions,East,Not Working,0.36514,1043,2420,0.34596,0.38433
2022,Urban regions,West,Full Time,0.26970,5450,17051,0.26304,0.27636
2022,Urban regions,West,Part Time,0.17725,4209,17051,0.17152,0.18298
2022,Urban regions,West,Not Working,0.38563,7392,17051,0.37833,0.39294
2022,Urban regions,East,Full Time,0.26196,735,2336,0.24413,0.27980
2022,Urban regions,East,Part Time,0.19054,576,2336,0.17461,0.20647
2022,Urban regions,East,Not Working,0.39652,1025,2336,0.37668,0.41636
2022,Rural regions,West,Full Time,0.26253,1658,5304,0.25069,0.27438
2022,Rural regions,West,Part Time,0.17781,1282,5304,0.16752,0.18810
2022,Rural regions,West,Not Working,0.39885,2364,5304,0.38567,0.41203
2022,Rural regions,East,Full Time,0.26868,1235,3596,0.25419,0.28318
2022,Rural regions,East,Part Time,0.15567,709,3596,0.14381,0.16752
2022,Rural regions,East,Not Working,0.42190,1652,3596,0.40576,0.43804
