year,pgisced97,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,3rd Quintile,Not Working,0.94933,64,64,0.89517,1.00349
1994,Pre-primary Level,4th Quintile,Not Working,0.92820,33,33,0.83875,1.01765
1994,Primary Level,1st Quintile,Full Time,0.16365,35,208,0.11325,0.21404
1994,Primary Level,1st Quintile,Part Time,0.13109,33,208,0.08511,0.17707
1994,Primary Level,1st Quintile,Not Working,0.70527,140,208,0.64316,0.76738
1994,Primary Level,2nd Quintile,Full Time,0.30126,46,110,0.21513,0.38740
1994,Primary Level,2nd Quintile,Not Working,0.54940,64,110,0.45599,0.64281
1994,Primary Level,3rd Quintile,Full Time,0.50102,57,57,0.37006,0.63198
1994,Primary Level,4th Quintile,Full Time,0.69619,43,43,0.55710,0.83528
1994,Lower Secondary Level,1st Quintile,Full Time,0.11907,134,724,0.09546,0.14268
1994,Lower Secondary Level,1st Quintile,Part Time,0.14224,126,724,0.11678,0.16770
1994,Lower Secondary Level,1st Quintile,Not Working,0.73869,464,724,0.70667,0.77072
1994,Lower Secondary Level,2nd Quintile,Full Time,0.20453,164,574,0.17150,0.23755
1994,Lower Secondary Level,2nd Quintile,Part Time,0.15496,116,574,0.12533,0.18459
1994,Lower Secondary Level,2nd Quintile,Not Working,0.64051,294,574,0.60122,0.67980
1994,Lower Secondary Level,3rd Quintile,Full Time,0.31789,219,530,0.27821,0.35757
1994,Lower Secondary Level,3rd Quintile,Part Time,0.18448,103,530,0.15143,0.21753
1994,Lower Secondary Level,3rd Quintile,Not Working,0.49763,208,530,0.45502,0.54024
1994,Lower Secondary Level,4th Quintile,Full Time,0.33625,172,408,0.29035,0.38215
1994,Lower Secondary Level,4th Quintile,Part Time,0.21739,89,408,0.17732,0.25746
1994,Lower Secondary Level,4th Quintile,Not Working,0.44636,147,408,0.39807,0.49466
1994,Lower Secondary Level,5th Quintile,Full Time,0.40017,115,255,0.33992,0.46043
1994,Lower Secondary Level,5th Quintile,Part Time,0.23342,61,255,0.18140,0.28545
1994,Lower Secondary Level,5th Quintile,Not Working,0.36640,79,255,0.30715,0.42566
1994,Upper Secondary Level,1st Quintile,Full Time,0.23034,329,1201,0.20652,0.25416
1994,Upper Secondary Level,1st Quintile,Part Time,0.17682,242,1201,0.15524,0.19841
1994,Upper Secondary Level,1st Quintile,Not Working,0.59284,630,1201,0.56504,0.62063
1994,Upper Secondary Level,2nd Quintile,Full Time,0.36042,612,1409,0.33534,0.38550
1994,Upper Secondary Level,2nd Quintile,Part Time,0.16743,245,1409,0.14793,0.18693
1994,Upper Secondary Level,2nd Quintile,Not Working,0.47215,552,1409,0.44607,0.49822
1994,Upper Secondary Level,3rd Quintile,Full Time,0.44062,713,1375,0.41437,0.46688
1994,Upper Secondary Level,3rd Quintile,Part Time,0.17435,258,1375,0.15429,0.19441
1994,Upper Secondary Level,3rd Quintile,Not Working,0.38502,404,1375,0.35929,0.41075
1994,Upper Secondary Level,4th Quintile,Full Time,0.54443,789,1374,0.51809,0.57078
1994,Upper Secondary Level,4th Quintile,Part Time,0.16526,241,1374,0.14562,0.18491
1994,Upper Secondary Level,4th Quintile,Not Working,0.29030,344,1374,0.26629,0.31431
1994,Upper Secondary Level,5th Quintile,Full Time,0.60885,766,1206,0.58130,0.63641
1994,Upper Secondary Level,5th Quintile,Part Time,0.17356,216,1206,0.15218,0.19494
1994,Upper Secondary Level,5th Quintile,Not Working,0.21759,224,1206,0.19429,0.24088
1994,Post-secondary Non-tertiary Level,1st Quintile,Not Working,0.58311,37,37,0.42205,0.74417
1994,Post-secondary Non-tertiary Level,3rd Quintile,Full Time,0.41789,38,38,0.25897,0.57682
1994,Post-secondary Non-tertiary Level,4th Quintile,Full Time,0.71958,69,69,0.61282,0.82635
1994,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.50507,51,51,0.36649,0.64366
1994,First Stage of Tertiary Education,1st Quintile,Not Working,0.68612,50,50,0.55618,0.81606
1994,First Stage of Tertiary Education,2nd Quintile,Full Time,0.41468,71,109,0.32176,0.50760
1994,First Stage of Tertiary Education,2nd Quintile,Not Working,0.36750,38,109,0.27657,0.45843
1994,First Stage of Tertiary Education,3rd Quintile,Full Time,0.49331,95,143,0.41108,0.57554
1994,First Stage of Tertiary Education,3rd Quintile,Not Working,0.38024,48,143,0.30040,0.46009
1994,First Stage of Tertiary Education,4th Quintile,Full Time,0.59672,99,130,0.51206,0.68137
1994,First Stage of Tertiary Education,4th Quintile,Not Working,0.22908,31,130,0.15656,0.30160
1994,First Stage of Tertiary Education,5th Quintile,Full Time,0.64315,135,203,0.57708,0.70921
1994,First Stage of Tertiary Education,5th Quintile,Part Time,0.19707,37,203,0.14221,0.25193
1994,First Stage of Tertiary Education,5th Quintile,Not Working,0.15978,31,203,0.10925,0.21031
1994,Second Stage of Tertiary Education,1st Quintile,Full Time,0.20961,34,96,0.12776,0.29146
1994,Second Stage of Tertiary Education,1st Quintile,Not Working,0.52957,62,96,0.42920,0.62994
1994,Second Stage of Tertiary Education,2nd Quintile,Full Time,0.36323,117,251,0.30361,0.42285
1994,Second Stage of Tertiary Education,2nd Quintile,Part Time,0.26593,50,251,0.21116,0.32070
1994,Second Stage of Tertiary Education,2nd Quintile,Not Working,0.37084,84,251,0.31096,0.43072
1994,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.53750,221,349,0.48511,0.58988
1994,Second Stage of Tertiary Education,3rd Quintile,Part Time,0.21202,62,349,0.16907,0.25496
1994,Second Stage of Tertiary Education,3rd Quintile,Not Working,0.25048,66,349,0.20496,0.29601
1994,Second Stage of Tertiary Education,4th Quintile,Full Time,0.62400,246,362,0.57403,0.67397
1994,Second Stage of Tertiary Education,4th Quintile,Part Time,0.16333,54,362,0.12519,0.20146
1994,Second Stage of Tertiary Education,4th Quintile,Not Working,0.21268,62,362,0.17046,0.25489
1994,Second Stage of Tertiary Education,5th Quintile,Full Time,0.67906,407,572,0.64077,0.71736
1994,Second Stage of Tertiary Education,5th Quintile,Part Time,0.16901,96,572,0.13827,0.19974
1994,Second Stage of Tertiary Education,5th Quintile,Not Working,0.15193,69,572,0.12249,0.18137
1995,No answer / don't know,1st Quintile,Not Working,0.70474,57,57,0.58527,0.82422
1995,Pre-primary Level,1st Quintile,Not Working,0.99597,62,62,0.98007,1.01187
1995,Pre-primary Level,2nd Quintile,Not Working,0.98884,61,61,0.96226,1.01542
1995,Pre-primary Level,3rd Quintile,Not Working,0.95594,69,69,0.90716,1.00472
1995,Pre-primary Level,4th Quintile,Not Working,0.93071,38,38,0.84888,1.01254
1995,Pre-primary Level,5th Quintile,Not Working,0.97343,47,47,0.92695,1.01991
1995,Primary Level,1st Quintile,Part Time,0.15930,31,171,0.10429,0.21431
1995,Primary Level,1st Quintile,Not Working,0.72345,140,171,0.65621,0.79069
1995,Primary Level,2nd Quintile,Full Time,0.32138,53,160,0.24879,0.39397
1995,Primary Level,2nd Quintile,Part Time,0.23039,34,160,0.16493,0.29584
1995,Primary Level,2nd Quintile,Not Working,0.44824,73,160,0.37094,0.52554
1995,Primary Level,3rd Quintile,Full Time,0.51017,41,41,0.35525,0.66509
1995,Primary Level,4th Quintile,Full Time,0.64011,40,40,0.48947,0.79075
1995,Lower Secondary Level,1st Quintile,Full Time,0.13610,146,716,0.11097,0.16123
1995,Lower Secondary Level,1st Quintile,Part Time,0.14069,126,716,0.11520,0.16618
1995,Lower Secondary Level,1st Quintile,Not Working,0.72321,444,716,0.69042,0.75601
1995,Lower Secondary Level,2nd Quintile,Full Time,0.15554,144,595,0.12639,0.18468
1995,Lower Secondary Level,2nd Quintile,Part Time,0.14517,120,595,0.11684,0.17350
1995,Lower Secondary Level,2nd Quintile,Not Working,0.69930,331,595,0.66242,0.73617
1995,Lower Secondary Level,3rd Quintile,Full Time,0.27653,196,515,0.23786,0.31520
1995,Lower Secondary Level,3rd Quintile,Part Time,0.18450,117,515,0.15096,0.21803
1995,Lower Secondary Level,3rd Quintile,Not Working,0.53897,202,515,0.49588,0.58207
1995,Lower Secondary Level,4th Quintile,Full Time,0.28688,158,411,0.24310,0.33067
1995,Lower Secondary Level,4th Quintile,Part Time,0.24307,96,411,0.20155,0.28460
1995,Lower Secondary Level,4th Quintile,Not Working,0.47004,157,411,0.42173,0.51835
1995,Lower Secondary Level,5th Quintile,Full Time,0.39535,109,255,0.33522,0.45548
1995,Lower Secondary Level,5th Quintile,Part Time,0.17758,49,255,0.13058,0.22458
1995,Lower Secondary Level,5th Quintile,Not Working,0.42707,97,255,0.36624,0.48790
1995,Upper Secondary Level,1st Quintile,Full Time,0.21452,312,1177,0.19106,0.23798
1995,Upper Secondary Level,1st Quintile,Part Time,0.21409,262,1177,0.19065,0.23754
1995,Upper Secondary Level,1st Quintile,Not Working,0.57139,603,1177,0.54310,0.59967
1995,Upper Secondary Level,2nd Quintile,Full Time,0.33064,606,1519,0.30697,0.35431
1995,Upper Secondary Level,2nd Quintile,Part Time,0.16753,296,1519,0.14875,0.18632
1995,Upper Secondary Level,2nd Quintile,Not Working,0.50183,617,1519,0.47667,0.52698
1995,Upper Secondary Level,3rd Quintile,Full Time,0.40523,694,1427,0.37975,0.43071
1995,Upper Secondary Level,3rd Quintile,Part Time,0.19578,300,1427,0.17518,0.21637
1995,Upper Secondary Level,3rd Quintile,Not Working,0.39899,433,1427,0.37357,0.42441
1995,Upper Secondary Level,4th Quintile,Full Time,0.51955,802,1426,0.49361,0.54549
1995,Upper Secondary Level,4th Quintile,Part Time,0.19649,291,1426,0.17586,0.21712
1995,Upper Secondary Level,4th Quintile,Not Working,0.28396,333,1426,0.26055,0.30738
1995,Upper Secondary Level,5th Quintile,Full Time,0.56706,703,1174,0.53870,0.59541
1995,Upper Secondary Level,5th Quintile,Part Time,0.17509,217,1174,0.15334,0.19684
1995,Upper Secondary Level,5th Quintile,Not Working,0.25785,254,1174,0.23281,0.28288
1995,Post-secondary Non-tertiary Level,1st Quintile,Not Working,0.53827,49,49,0.39723,0.67930
1995,Post-secondary Non-tertiary Level,2nd Quintile,Full Time,0.45882,44,75,0.34528,0.57235
1995,Post-secondary Non-tertiary Level,2nd Quintile,Not Working,0.31480,31,75,0.20898,0.42062
1995,Post-secondary Non-tertiary Level,3rd Quintile,Full Time,0.55484,51,51,0.41708,0.69260
1995,Post-secondary Non-tertiary Level,4th Quintile,Full Time,0.55201,62,62,0.42721,0.67680
1995,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.56475,53,53,0.42999,0.69950
1995,First Stage of Tertiary Education,2nd Quintile,Full Time,0.37325,62,112,0.28327,0.46323
1995,First Stage of Tertiary Education,2nd Quintile,Not Working,0.44131,50,112,0.34894,0.53368
1995,First Stage of Tertiary Education,3rd Quintile,Full Time,0.50185,106,148,0.42102,0.58268
1995,First Stage of Tertiary Education,3rd Quintile,Not Working,0.33159,42,148,0.25548,0.40769
1995,First Stage of Tertiary Education,4th Quintile,Full Time,0.49156,106,176,0.41749,0.56563
1995,First Stage of Tertiary Education,4th Quintile,Part Time,0.18433,31,176,0.12688,0.24178
1995,First Stage of Tertiary Education,4th Quintile,Not Working,0.32412,39,176,0.25477,0.39346
1995,First Stage of Tertiary Education,5th Quintile,Full Time,0.69490,143,176,0.62668,0.76312
1995,First Stage of Tertiary Education,5th Quintile,Part Time,0.18448,33,176,0.12701,0.24194
1995,Second Stage of Tertiary Education,1st Quintile,Part Time,0.31570,42,112,0.22923,0.40216
1995,Second Stage of Tertiary Education,1st Quintile,Not Working,0.47520,70,112,0.38230,0.56811
1995,Second Stage of Tertiary Education,2nd Quintile,Full Time,0.33027,107,260,0.27300,0.38755
1995,Second Stage of Tertiary Education,2nd Quintile,Part Time,0.25289,60,260,0.19995,0.30582
1995,Second Stage of Tertiary Education,2nd Quintile,Not Working,0.41684,93,260,0.35679,0.47689
1995,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.55612,193,316,0.50125,0.61099
1995,Second Stage of Tertiary Education,3rd Quintile,Part Time,0.19852,56,316,0.15447,0.24257
1995,Second Stage of Tertiary Education,3rd Quintile,Not Working,0.24536,67,316,0.19784,0.29288
1995,Second Stage of Tertiary Education,4th Quintile,Full Time,0.59328,279,401,0.54514,0.64142
1995,Second Stage of Tertiary Education,4th Quintile,Part Time,0.21707,67,401,0.17667,0.25747
1995,Second Stage of Tertiary Education,4th Quintile,Not Working,0.18966,55,401,0.15124,0.22807
1995,Second Stage of Tertiary Education,5th Quintile,Full Time,0.67911,458,635,0.64277,0.71545
1995,Second Stage of Tertiary Education,5th Quintile,Part Time,0.15766,99,635,0.12929,0.18603
1995,Second Stage of Tertiary Education,5th Quintile,Not Working,0.16323,78,635,0.13446,0.19200
1996,No answer / don't know,1st Quintile,Not Working,0.63915,48,48,0.50185,0.77645
1996,Pre-primary Level,1st Quintile,Not Working,0.96890,62,62,0.92533,1.01246
1996,Pre-primary Level,2nd Quintile,Not Working,0.96087,59,59,0.91096,1.01077
1996,Pre-primary Level,3rd Quintile,Not Working,0.95985,59,59,0.90933,1.01037
1996,Pre-primary Level,4th Quintile,Not Working,0.88410,51,51,0.79537,0.97283
1996,Pre-primary Level,5th Quintile,Not Working,0.95387,46,46,0.89257,1.01516
1996,Primary Level,1st Quintile,Full Time,0.14498,31,192,0.09505,0.19491
1996,Primary Level,1st Quintile,Part Time,0.15874,35,192,0.10691,0.21056
1996,Primary Level,1st Quintile,Not Working,0.69628,126,192,0.63106,0.76150
1996,Primary Level,2nd Quintile,Full Time,0.30829,31,127,0.22766,0.38893
1996,Primary Level,2nd Quintile,Part Time,0.23086,36,127,0.15729,0.30444
1996,Primary Level,2nd Quintile,Not Working,0.46084,60,127,0.37381,0.54788
1996,Primary Level,3rd Quintile,Full Time,0.59828,38,38,0.44031,0.75625
1996,Lower Secondary Level,1st Quintile,Full Time,0.12845,143,755,0.10456,0.15233
1996,Lower Secondary Level,1st Quintile,Part Time,0.15712,159,755,0.13114,0.18309
1996,Lower Secondary Level,1st Quintile,Not Working,0.71443,453,755,0.68219,0.74667
1996,Lower Secondary Level,2nd Quintile,Full Time,0.20064,149,525,0.16635,0.23493
1996,Lower Secondary Level,2nd Quintile,Part Time,0.12913,101,525,0.10042,0.15784
1996,Lower Secondary Level,2nd Quintile,Not Working,0.67023,275,525,0.62997,0.71048
1996,Lower Secondary Level,3rd Quintile,Full Time,0.23057,152,480,0.19285,0.26829
1996,Lower Secondary Level,3rd Quintile,Part Time,0.20722,121,480,0.17093,0.24352
1996,Lower Secondary Level,3rd Quintile,Not Working,0.56221,207,480,0.51778,0.60664
1996,Lower Secondary Level,4th Quintile,Full Time,0.28466,141,398,0.24027,0.32905
1996,Lower Secondary Level,4th Quintile,Part Time,0.21713,91,398,0.17657,0.25768
1996,Lower Secondary Level,4th Quintile,Not Working,0.49822,166,398,0.44903,0.54740
1996,Lower Secondary Level,5th Quintile,Full Time,0.37152,97,226,0.30838,0.43466
1996,Lower Secondary Level,5th Quintile,Part Time,0.19505,49,226,0.14328,0.24683
1996,Lower Secondary Level,5th Quintile,Not Working,0.43343,80,226,0.36868,0.49818
1996,Upper Secondary Level,1st Quintile,Full Time,0.22739,334,1190,0.20356,0.25121
1996,Upper Secondary Level,1st Quintile,Part Time,0.21602,287,1190,0.19262,0.23941
1996,Upper Secondary Level,1st Quintile,Not Working,0.55660,569,1190,0.52836,0.58483
1996,Upper Secondary Level,2nd Quintile,Full Time,0.34775,586,1426,0.32302,0.37248
1996,Upper Secondary Level,2nd Quintile,Part Time,0.17216,285,1426,0.15256,0.19176
1996,Upper Secondary Level,2nd Quintile,Not Working,0.48009,555,1426,0.45415,0.50603
1996,Upper Secondary Level,3rd Quintile,Full Time,0.40065,685,1430,0.37524,0.42605
1996,Upper Secondary Level,3rd Quintile,Part Time,0.21167,306,1430,0.19049,0.23285
1996,Upper Secondary Level,3rd Quintile,Not Working,0.38769,439,1430,0.36242,0.41295
1996,Upper Secondary Level,4th Quintile,Full Time,0.51070,782,1426,0.48474,0.53665
1996,Upper Secondary Level,4th Quintile,Part Time,0.19254,290,1426,0.17207,0.21301
1996,Upper Secondary Level,4th Quintile,Not Working,0.29676,354,1426,0.27304,0.32048
1996,Upper Secondary Level,5th Quintile,Full Time,0.55687,663,1144,0.52807,0.58566
1996,Upper Secondary Level,5th Quintile,Part Time,0.17938,225,1144,0.15714,0.20162
1996,Upper Secondary Level,5th Quintile,Not Working,0.26375,256,1144,0.23821,0.28930
1996,Post-secondary Non-tertiary Level,1st Quintile,Not Working,0.41838,47,47,0.27582,0.56093
1996,Post-secondary Non-tertiary Level,2nd Quintile,Full Time,0.38048,39,39,0.22611,0.53484
1996,Post-secondary Non-tertiary Level,3rd Quintile,Full Time,0.56864,47,47,0.42551,0.71176
1996,Post-secondary Non-tertiary Level,4th Quintile,Full Time,0.65649,72,72,0.54603,0.76695
1996,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.62105,59,59,0.49619,0.74590
1996,First Stage of Tertiary Education,2nd Quintile,Full Time,0.30523,51,98,0.21359,0.39688
1996,First Stage of Tertiary Education,2nd Quintile,Not Working,0.44121,47,98,0.34239,0.54002
1996,First Stage of Tertiary Education,3rd Quintile,Full Time,0.52840,107,181,0.45547,0.60132
1996,First Stage of Tertiary Education,3rd Quintile,Part Time,0.14933,34,181,0.09726,0.20140
1996,First Stage of Tertiary Education,3rd Quintile,Not Working,0.32227,40,181,0.25400,0.39054
1996,First Stage of Tertiary Education,4th Quintile,Full Time,0.52074,116,191,0.44970,0.59177
1996,First Stage of Tertiary Education,4th Quintile,Part Time,0.19272,35,191,0.13664,0.24881
1996,First Stage of Tertiary Education,4th Quintile,Not Working,0.28654,40,191,0.22225,0.35083
1996,First Stage of Tertiary Education,5th Quintile,Full Time,0.64771,143,143,0.56914,0.72628
1996,Second Stage of Tertiary Education,1st Quintile,Full Time,0.20344,33,126,0.13287,0.27401
1996,Second Stage of Tertiary Education,1st Quintile,Part Time,0.35578,37,126,0.27185,0.43971
1996,Second Stage of Tertiary Education,1st Quintile,Not Working,0.44078,56,126,0.35374,0.52781
1996,Second Stage of Tertiary Education,2nd Quintile,Full Time,0.40568,99,219,0.34049,0.47086
1996,Second Stage of Tertiary Education,2nd Quintile,Part Time,0.21232,54,219,0.15804,0.26661
1996,Second Stage of Tertiary Education,2nd Quintile,Not Working,0.38200,66,219,0.31750,0.44650
1996,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.48042,181,322,0.42576,0.53508
1996,Second Stage of Tertiary Education,3rd Quintile,Part Time,0.23238,60,322,0.18618,0.27859
1996,Second Stage of Tertiary Education,3rd Quintile,Not Working,0.28720,81,322,0.23770,0.33669
1996,Second Stage of Tertiary Education,4th Quintile,Full Time,0.62175,289,428,0.57575,0.66775
1996,Second Stage of Tertiary Education,4th Quintile,Part Time,0.16016,70,428,0.12538,0.19495
1996,Second Stage of Tertiary Education,4th Quintile,Not Working,0.21809,69,428,0.17892,0.25725
1996,Second Stage of Tertiary Education,5th Quintile,Full Time,0.66373,479,669,0.62790,0.69956
1996,Second Stage of Tertiary Education,5th Quintile,Part Time,0.17454,111,669,0.14576,0.20333
1996,Second Stage of Tertiary Education,5th Quintile,Not Working,0.16173,79,669,0.13380,0.18965
1997,No answer / don't know,1st Quintile,Not Working,0.53358,44,44,0.38447,0.68269
1997,Pre-primary Level,1st Quintile,Not Working,0.98620,66,66,0.95784,1.01456
1997,Pre-primary Level,2nd Quintile,Not Working,0.89973,72,72,0.82986,0.96960
1997,Pre-primary Level,3rd Quintile,Not Working,0.93920,71,71,0.88322,0.99518
1997,Pre-primary Level,4th Quintile,Not Working,0.97633,44,44,0.93090,1.02177
1997,Pre-primary Level,5th Quintile,Not Working,0.96371,48,48,0.91024,1.01717
1997,Primary Level,1st Quintile,Not Working,0.71143,130,130,0.63324,0.78962
1997,Primary Level,2nd Quintile,Full Time,0.28534,34,133,0.20830,0.36238
1997,Primary Level,2nd Quintile,Part Time,0.28317,31,133,0.20631,0.36003
1997,Primary Level,2nd Quintile,Not Working,0.43149,68,133,0.34700,0.51598
1997,Lower Secondary Level,1st Quintile,Full Time,0.11721,143,712,0.09357,0.14085
1997,Lower Secondary Level,1st Quintile,Part Time,0.12413,118,712,0.09990,0.14837
1997,Lower Secondary Level,1st Quintile,Not Working,0.75866,451,712,0.72720,0.79011
1997,Lower Secondary Level,2nd Quintile,Full Time,0.21216,155,576,0.17875,0.24558
1997,Lower Secondary Level,2nd Quintile,Part Time,0.12594,109,576,0.09882,0.15306
1997,Lower Secondary Level,2nd Quintile,Not Working,0.66190,312,576,0.62323,0.70056
1997,Lower Secondary Level,3rd Quintile,Full Time,0.26486,155,441,0.22363,0.30609
1997,Lower Secondary Level,3rd Quintile,Part Time,0.14342,87,441,0.11067,0.17617
1997,Lower Secondary Level,3rd Quintile,Not Working,0.59173,199,441,0.54580,0.63765
1997,Lower Secondary Level,4th Quintile,Full Time,0.29094,143,377,0.24503,0.33685
1997,Lower Secondary Level,4th Quintile,Part Time,0.24162,90,377,0.19835,0.28489
1997,Lower Secondary Level,4th Quintile,Not Working,0.46744,144,377,0.41701,0.51787
1997,Lower Secondary Level,5th Quintile,Full Time,0.37434,86,223,0.31068,0.43800
1997,Lower Secondary Level,5th Quintile,Part Time,0.18296,49,223,0.13210,0.23382
1997,Lower Secondary Level,5th Quintile,Not Working,0.44270,88,223,0.37736,0.50804
1997,Upper Secondary Level,1st Quintile,Full Time,0.20170,272,1090,0.17787,0.22553
1997,Upper Secondary Level,1st Quintile,Part Time,0.21178,249,1090,0.18751,0.23604
1997,Upper Secondary Level,1st Quintile,Not Working,0.58652,569,1090,0.55727,0.61577
1997,Upper Secondary Level,2nd Quintile,Full Time,0.33282,569,1437,0.30845,0.35719
1997,Upper Secondary Level,2nd Quintile,Part Time,0.19695,303,1437,0.17638,0.21752
1997,Upper Secondary Level,2nd Quintile,Not Working,0.47023,565,1437,0.44442,0.49605
1997,Upper Secondary Level,3rd Quintile,Full Time,0.37660,650,1432,0.35150,0.40171
1997,Upper Secondary Level,3rd Quintile,Part Time,0.20864,310,1432,0.18758,0.22969
1997,Upper Secondary Level,3rd Quintile,Not Working,0.41476,472,1432,0.38923,0.44029
1997,Upper Secondary Level,4th Quintile,Full Time,0.51869,780,1403,0.49253,0.54484
1997,Upper Secondary Level,4th Quintile,Part Time,0.17913,286,1403,0.15905,0.19920
1997,Upper Secondary Level,4th Quintile,Not Working,0.30219,337,1403,0.27815,0.32622
1997,Upper Secondary Level,5th Quintile,Full Time,0.53300,629,1119,0.50375,0.56224
1997,Upper Secondary Level,5th Quintile,Part Time,0.18621,223,1119,0.16339,0.20902
1997,Upper Secondary Level,5th Quintile,Not Working,0.28080,267,1119,0.25446,0.30714
1997,Post-secondary Non-tertiary Level,1st Quintile,Not Working,0.43081,42,42,0.27923,0.58239
1997,Post-secondary Non-tertiary Level,2nd Quintile,Full Time,0.55072,43,43,0.40028,0.70115
1997,Post-secondary Non-tertiary Level,3rd Quintile,Full Time,0.47090,42,42,0.31811,0.62369
1997,Post-secondary Non-tertiary Level,4th Quintile,Full Time,0.58508,72,72,0.47047,0.69969
1997,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.66797,61,61,0.54881,0.78714
1997,First Stage of Tertiary Education,2nd Quintile,Full Time,0.39321,65,112,0.30234,0.48409
1997,First Stage of Tertiary Education,2nd Quintile,Not Working,0.46474,47,112,0.37195,0.55753
1997,First Stage of Tertiary Education,3rd Quintile,Full Time,0.46389,100,177,0.39022,0.53757
1997,First Stage of Tertiary Education,3rd Quintile,Part Time,0.21399,36,177,0.15340,0.27458
1997,First Stage of Tertiary Education,3rd Quintile,Not Working,0.32212,41,177,0.25308,0.39116
1997,First Stage of Tertiary Education,4th Quintile,Full Time,0.65350,126,159,0.57931,0.72770
1997,First Stage of Tertiary Education,4th Quintile,Part Time,0.16063,33,159,0.10338,0.21789
1997,First Stage of Tertiary Education,5th Quintile,Full Time,0.60394,135,168,0.52976,0.67812
1997,First Stage of Tertiary Education,5th Quintile,Part Time,0.19235,33,168,0.13257,0.25213
1997,Second Stage of Tertiary Education,1st Quintile,Full Time,0.27418,36,116,0.19264,0.35571
1997,Second Stage of Tertiary Education,1st Quintile,Part Time,0.35562,32,116,0.26813,0.44311
1997,Second Stage of Tertiary Education,1st Quintile,Not Working,0.37020,48,116,0.28195,0.45845
1997,Second Stage of Tertiary Education,2nd Quintile,Full Time,0.47601,116,230,0.41132,0.54069
1997,Second Stage of Tertiary Education,2nd Quintile,Part Time,0.16165,40,230,0.11397,0.20933
1997,Second Stage of Tertiary Education,2nd Quintile,Not Working,0.36234,74,230,0.30008,0.42460
1997,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.47314,174,304,0.41692,0.52936
1997,Second Stage of Tertiary Education,3rd Quintile,Part Time,0.25414,62,304,0.20511,0.30316
1997,Second Stage of Tertiary Education,3rd Quintile,Not Working,0.27272,68,304,0.22258,0.32287
1997,Second Stage of Tertiary Education,4th Quintile,Full Time,0.61136,284,440,0.56576,0.65696
1997,Second Stage of Tertiary Education,4th Quintile,Part Time,0.16872,71,440,0.13369,0.20376
1997,Second Stage of Tertiary Education,4th Quintile,Not Working,0.21991,85,440,0.18117,0.25866
1997,Second Stage of Tertiary Education,5th Quintile,Full Time,0.67779,488,677,0.64256,0.71302
1997,Second Stage of Tertiary Education,5th Quintile,Part Time,0.14833,104,677,0.12153,0.17512
1997,Second Stage of Tertiary Education,5th Quintile,Not Working,0.17388,85,677,0.14531,0.20245
1998,No answer / don't know,1st Quintile,Not Working,0.56538,47,47,0.42213,0.70864
1998,Pre-primary Level,1st Quintile,Not Working,0.96545,68,68,0.92172,1.00918
1998,Pre-primary Level,2nd Quintile,Not Working,0.95777,74,74,0.91164,1.00391
1998,Pre-primary Level,3rd Quintile,Not Working,0.94000,69,69,0.88355,0.99645
1998,Pre-primary Level,4th Quintile,Not Working,0.94705,44,44,0.88011,1.01398
1998,Pre-primary Level,5th Quintile,Not Working,0.95249,38,38,0.88394,1.02103
1998,Primary Level,1st Quintile,Full Time,0.22364,33,159,0.15867,0.28862
1998,Primary Level,1st Quintile,Not Working,0.64992,126,159,0.57555,0.72430
1998,Primary Level,2nd Quintile,Not Working,0.45180,49,49,0.31101,0.59259
1998,Lower Secondary Level,1st Quintile,Full Time,0.15379,136,656,0.12616,0.18142
1998,Lower Secondary Level,1st Quintile,Part Time,0.13134,123,656,0.10547,0.15721
1998,Lower Secondary Level,1st Quintile,Not Working,0.71487,397,656,0.68030,0.74945
1998,Lower Secondary Level,2nd Quintile,Full Time,0.20648,149,545,0.17246,0.24050
1998,Lower Secondary Level,2nd Quintile,Part Time,0.17314,115,545,0.14134,0.20493
1998,Lower Secondary Level,2nd Quintile,Not Working,0.62038,281,545,0.57960,0.66116
1998,Lower Secondary Level,3rd Quintile,Full Time,0.22103,136,458,0.18299,0.25908
1998,Lower Secondary Level,3rd Quintile,Part Time,0.17538,103,458,0.14051,0.21025
1998,Lower Secondary Level,3rd Quintile,Not Working,0.60359,219,458,0.55874,0.64843
1998,Lower Secondary Level,4th Quintile,Full Time,0.29516,127,365,0.24830,0.34201
1998,Lower Secondary Level,4th Quintile,Part Time,0.17720,72,365,0.13797,0.21643
1998,Lower Secondary Level,4th Quintile,Not Working,0.52765,166,365,0.47636,0.57893
1998,Lower Secondary Level,5th Quintile,Full Time,0.36759,78,193,0.29939,0.43579
1998,Lower Secondary Level,5th Quintile,Part Time,0.22307,43,193,0.16419,0.28196
1998,Lower Secondary Level,5th Quintile,Not Working,0.40933,72,193,0.33978,0.47889
1998,Upper Secondary Level,1st Quintile,Full Time,0.19797,263,1090,0.17430,0.22164
