year,pgisced97,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,First Stage of Tertiary Education,male,Full Time,0.68938,348,473,0.64763,0.73113
1993,First Stage of Tertiary Education,male,Part Time,0.09912,41,473,0.07216,0.12608
1993,First Stage of Tertiary Education,male,Not Working,0.21150,84,473,0.17466,0.24834
1993,First Stage of Tertiary Education,female,Full Time,0.35698,103,269,0.29962,0.41434
1993,First Stage of Tertiary Education,female,Part Time,0.24911,78,269,0.19733,0.30089
1993,First Stage of Tertiary Education,female,Not Working,0.39391,88,269,0.33541,0.45241
1993,Second Stage of Tertiary Education,male,Full Time,0.67181,637,909,0.64127,0.70235
1993,Second Stage of Tertiary Education,male,Part Time,0.12270,106,909,0.10136,0.14404
1993,Second Stage of Tertiary Education,male,Not Working,0.20549,166,909,0.17921,0.23177
1993,Second Stage of Tertiary Education,female,Full Time,0.41969,380,727,0.38379,0.45559
1993,Second Stage of Tertiary Education,female,Part Time,0.31074,190,727,0.27707,0.34440
1993,Second Stage of Tertiary Education,female,Not Working,0.26958,157,727,0.23730,0.30185
1994,Pre-primary Level,male,Not Working,0.93437,99,99,0.88534,0.98340
1994,Pre-primary Level,female,Not Working,0.92298,123,123,0.87567,0.97029
1994,Primary Level,male,Full Time,0.52586,134,226,0.46061,0.59110
1994,Primary Level,male,Part Time,0.13377,33,226,0.08929,0.17825
1994,Primary Level,male,Not Working,0.34037,59,226,0.27846,0.40229
1994,Primary Level,female,Full Time,0.21363,70,330,0.16934,0.25792
1994,Primary Level,female,Part Time,0.17867,65,330,0.13728,0.22007
1994,Primary Level,female,Not Working,0.60769,195,330,0.55493,0.66045
1994,Lower Secondary Level,male,Full Time,0.50864,491,855,0.47511,0.54217
1994,Lower Secondary Level,male,Part Time,0.15758,135,855,0.13315,0.18202
1994,Lower Secondary Level,male,Not Working,0.33378,229,855,0.30215,0.36540
1994,Lower Secondary Level,female,Full Time,0.13836,313,1637,0.12163,0.15509
1994,Lower Secondary Level,female,Part Time,0.18179,360,1637,0.16310,0.20048
1994,Lower Secondary Level,female,Not Working,0.67985,964,1637,0.65725,0.70246
1994,Upper Secondary Level,male,Full Time,0.61554,2188,3321,0.59899,0.63209
1994,Upper Secondary Level,male,Part Time,0.10119,359,3321,0.09094,0.11145
1994,Upper Secondary Level,male,Not Working,0.28327,774,3321,0.26794,0.29859
1994,Upper Secondary Level,female,Full Time,0.27381,1021,3247,0.25847,0.28915
1994,Upper Secondary Level,female,Part Time,0.24333,843,3247,0.22857,0.25809
1994,Upper Secondary Level,female,Not Working,0.48286,1383,3247,0.46567,0.50005
1994,Post-secondary Non-tertiary Level,male,Full Time,0.56394,128,187,0.49267,0.63521
1994,Post-secondary Non-tertiary Level,male,Not Working,0.30057,59,187,0.23467,0.36646
1994,Post-secondary Non-tertiary Level,female,Full Time,0.39566,73,175,0.32300,0.46832
1994,Post-secondary Non-tertiary Level,female,Part Time,0.33309,53,175,0.26306,0.40312
1994,Post-secondary Non-tertiary Level,female,Not Working,0.27125,49,175,0.20519,0.33731
1994,First Stage of Tertiary Education,male,Full Time,0.61123,319,475,0.56734,0.65511
1994,First Stage of Tertiary Education,male,Part Time,0.10739,45,475,0.07951,0.13526
1994,First Stage of Tertiary Education,male,Not Working,0.28139,111,475,0.24090,0.32187
1994,First Stage of Tertiary Education,female,Full Time,0.36438,106,275,0.30740,0.42137
1994,First Stage of Tertiary Education,female,Part Time,0.26848,82,275,0.21601,0.32096
1994,First Stage of Tertiary Education,female,Not Working,0.36713,87,275,0.31006,0.42421
1994,Second Stage of Tertiary Education,male,Full Time,0.66319,636,913,0.63252,0.69386
1994,Second Stage of Tertiary Education,male,Part Time,0.12014,97,913,0.09904,0.14125
1994,Second Stage of Tertiary Education,male,Not Working,0.21667,180,913,0.18993,0.24340
1994,Second Stage of Tertiary Education,female,Full Time,0.43778,389,740,0.40201,0.47354
1994,Second Stage of Tertiary Education,female,Part Time,0.30051,188,740,0.26745,0.33356
1994,Second Stage of Tertiary Education,female,Not Working,0.26172,163,740,0.23003,0.29341
1995,Pre-primary Level,male,Not Working,0.96224,138,138,0.93032,0.99416
1995,Pre-primary Level,female,Not Working,0.97400,139,139,0.94744,1.00055
1995,Primary Level,male,Full Time,0.46183,109,212,0.39456,0.52910
1995,Primary Level,male,Part Time,0.18536,35,212,0.13292,0.23779
1995,Primary Level,male,Not Working,0.35281,68,212,0.28833,0.41729
1995,Primary Level,female,Full Time,0.19354,66,322,0.15032,0.23676
1995,Primary Level,female,Part Time,0.21521,66,322,0.17025,0.26017
1995,Primary Level,female,Not Working,0.59125,190,322,0.53748,0.64503
1995,Lower Secondary Level,male,Full Time,0.47631,471,869,0.44309,0.50954
1995,Lower Secondary Level,male,Part Time,0.16573,156,869,0.14099,0.19046
1995,Lower Secondary Level,male,Not Working,0.35796,242,869,0.32607,0.38986
1995,Lower Secondary Level,female,Full Time,0.12553,282,1623,0.10941,0.14165
1995,Lower Secondary Level,female,Part Time,0.17456,352,1623,0.15609,0.19304
1995,Lower Secondary Level,female,Not Working,0.69991,989,1623,0.67760,0.72221
1995,Upper Secondary Level,male,Full Time,0.57023,2128,3391,0.55356,0.58689
1995,Upper Secondary Level,male,Part Time,0.13251,455,3391,0.12110,0.14392
1995,Upper Secondary Level,male,Not Working,0.29726,808,3391,0.28187,0.31265
1995,Upper Secondary Level,female,Full Time,0.25702,989,3336,0.24219,0.27185
1995,Upper Secondary Level,female,Part Time,0.24736,911,3336,0.23272,0.26201
1995,Upper Secondary Level,female,Not Working,0.49562,1436,3336,0.47865,0.51259
1995,Post-secondary Non-tertiary Level,male,Full Time,0.57159,154,249,0.51000,0.63318
1995,Post-secondary Non-tertiary Level,male,Part Time,0.16853,35,249,0.12194,0.21512
1995,Post-secondary Non-tertiary Level,male,Not Working,0.25988,60,249,0.20529,0.31446
1995,Post-secondary Non-tertiary Level,female,Full Time,0.37528,82,221,0.31129,0.43926
1995,Post-secondary Non-tertiary Level,female,Part Time,0.32266,70,221,0.26088,0.38443
1995,Post-secondary Non-tertiary Level,female,Not Working,0.30207,69,221,0.24139,0.36274
1995,First Stage of Tertiary Education,male,Full Time,0.61648,326,474,0.57265,0.66030
1995,First Stage of Tertiary Education,male,Part Time,0.09469,41,474,0.06830,0.12108
1995,First Stage of Tertiary Education,male,Not Working,0.28883,107,474,0.24799,0.32968
1995,First Stage of Tertiary Education,female,Full Time,0.35992,114,281,0.30369,0.41614
1995,First Stage of Tertiary Education,female,Part Time,0.30514,88,281,0.25120,0.35907
1995,First Stage of Tertiary Education,female,Not Working,0.33495,79,281,0.27966,0.39023
1995,Second Stage of Tertiary Education,male,Full Time,0.66392,674,955,0.63394,0.69389
1995,Second Stage of Tertiary Education,male,Part Time,0.13284,104,955,0.11130,0.15438
1995,Second Stage of Tertiary Education,male,Not Working,0.20324,177,955,0.17770,0.22878
1995,Second Stage of Tertiary Education,female,Full Time,0.40861,392,798,0.37448,0.44274
1995,Second Stage of Tertiary Education,female,Part Time,0.30083,220,798,0.26899,0.33267
1995,Second Stage of Tertiary Education,female,Not Working,0.29056,186,798,0.25904,0.32208
1996,Pre-primary Level,male,Not Working,0.94290,130,130,0.90286,0.98294
1996,Pre-primary Level,female,Not Working,0.94614,147,147,0.90952,0.98276
1996,Primary Level,male,Full Time,0.49468,90,201,0.42539,0.56397
1996,Primary Level,male,Part Time,0.14267,41,201,0.09420,0.19114
1996,Primary Level,male,Not Working,0.36265,70,201,0.29602,0.42928
1996,Primary Level,female,Full Time,0.15659,46,291,0.11477,0.19842
1996,Primary Level,female,Part Time,0.22586,71,291,0.17774,0.27399
1996,Primary Level,female,Not Working,0.61754,174,291,0.56161,0.67348
1996,Lower Secondary Level,male,Full Time,0.44192,418,822,0.40795,0.47589
1996,Lower Secondary Level,male,Part Time,0.20243,183,822,0.17495,0.22992
1996,Lower Secondary Level,male,Not Working,0.35565,221,822,0.32290,0.38840
1996,Lower Secondary Level,female,Full Time,0.12794,264,1563,0.11137,0.14450
1996,Lower Secondary Level,female,Part Time,0.16432,338,1563,0.14594,0.18270
1996,Lower Secondary Level,female,Not Working,0.70774,961,1563,0.68519,0.73030
1996,Upper Secondary Level,male,Full Time,0.57243,2097,3335,0.55564,0.58922
1996,Upper Secondary Level,male,Part Time,0.12681,434,3335,0.11552,0.13811
1996,Upper Secondary Level,male,Not Working,0.30076,804,3335,0.28519,0.31632
1996,Upper Secondary Level,female,Full Time,0.25515,953,3284,0.24024,0.27006
1996,Upper Secondary Level,female,Part Time,0.26199,959,3284,0.24695,0.27704
1996,Upper Secondary Level,female,Not Working,0.48285,1372,3284,0.46576,0.49995
1996,Post-secondary Non-tertiary Level,male,Full Time,0.60388,152,239,0.54175,0.66602
1996,Post-secondary Non-tertiary Level,male,Part Time,0.18319,35,239,0.13405,0.23234
1996,Post-secondary Non-tertiary Level,male,Not Working,0.21292,52,239,0.16091,0.26493
1996,Post-secondary Non-tertiary Level,female,Full Time,0.41817,93,232,0.35456,0.48178
1996,Post-secondary Non-tertiary Level,female,Part Time,0.29333,73,232,0.23462,0.35204
1996,Post-secondary Non-tertiary Level,female,Not Working,0.28850,66,232,0.23007,0.34693
1996,First Stage of Tertiary Education,male,Full Time,0.61674,331,473,0.57288,0.66060
1996,First Stage of Tertiary Education,male,Part Time,0.10353,43,473,0.07605,0.13102
1996,First Stage of Tertiary Education,male,Not Working,0.27973,99,473,0.23923,0.32022
1996,First Stage of Tertiary Education,female,Full Time,0.32301,113,289,0.26900,0.37702
1996,First Stage of Tertiary Education,female,Part Time,0.31903,98,289,0.26520,0.37286
1996,First Stage of Tertiary Education,female,Not Working,0.35796,78,289,0.30259,0.41333
1996,Second Stage of Tertiary Education,male,Full Time,0.67348,682,966,0.64390,0.70307
1996,Second Stage of Tertiary Education,male,Part Time,0.12786,109,966,0.10679,0.14893
1996,Second Stage of Tertiary Education,male,Not Working,0.19866,175,966,0.17348,0.22383
1996,Second Stage of Tertiary Education,female,Full Time,0.40626,399,798,0.37216,0.44036
1996,Second Stage of Tertiary Education,female,Part Time,0.29992,223,798,0.26811,0.33173
1996,Second Stage of Tertiary Education,female,Not Working,0.29382,176,798,0.26219,0.32544
1997,Pre-primary Level,male,Not Working,0.94248,147,147,0.90471,0.98025
1997,Pre-primary Level,female,Not Working,0.95893,154,154,0.92748,0.99037
1997,Primary Level,male,Full Time,0.41084,79,192,0.34106,0.48061
1997,Primary Level,male,Part Time,0.22341,41,192,0.16433,0.28248
1997,Primary Level,male,Not Working,0.36576,72,192,0.29745,0.43407
1997,Primary Level,female,Full Time,0.18332,42,272,0.13725,0.22939
1997,Primary Level,female,Part Time,0.19653,57,272,0.14922,0.24385
1997,Primary Level,female,Not Working,0.62015,173,272,0.56236,0.67793
1997,Lower Secondary Level,male,Full Time,0.43141,420,828,0.39765,0.46516
1997,Lower Secondary Level,male,Part Time,0.16640,151,828,0.14102,0.19179
1997,Lower Secondary Level,male,Not Working,0.40219,257,828,0.36877,0.43561
1997,Lower Secondary Level,female,Full Time,0.13797,262,1501,0.12052,0.15543
1997,Lower Secondary Level,female,Part Time,0.14833,302,1501,0.13034,0.16631
1997,Lower Secondary Level,female,Not Working,0.71370,937,1501,0.69082,0.73658
1997,Upper Secondary Level,male,Full Time,0.55208,1975,3239,0.53495,0.56921
1997,Upper Secondary Level,male,Part Time,0.13388,446,3239,0.12215,0.14561
1997,Upper Secondary Level,male,Not Working,0.31404,818,3239,0.29805,0.33003
1997,Upper Secondary Level,female,Full Time,0.24705,925,3242,0.23220,0.26190
1997,Upper Secondary Level,female,Part Time,0.25930,925,3242,0.24421,0.27439
1997,Upper Secondary Level,female,Not Working,0.49365,1392,3242,0.47644,0.51087
1997,Post-secondary Non-tertiary Level,male,Full Time,0.60602,145,232,0.54300,0.66903
1997,Post-secondary Non-tertiary Level,male,Part Time,0.20884,39,232,0.15642,0.26126
1997,Post-secondary Non-tertiary Level,male,Not Working,0.18514,48,232,0.13505,0.23523
1997,Post-secondary Non-tertiary Level,female,Full Time,0.42168,97,219,0.35612,0.48723
1997,Post-secondary Non-tertiary Level,female,Part Time,0.29618,58,219,0.23557,0.35679
1997,Post-secondary Non-tertiary Level,female,Not Working,0.28214,64,219,0.22240,0.34189
1997,First Stage of Tertiary Education,male,Full Time,0.61808,324,473,0.57425,0.66191
1997,First Stage of Tertiary Education,male,Part Time,0.11238,50,473,0.08388,0.14087
1997,First Stage of Tertiary Education,male,Not Working,0.26954,99,473,0.22951,0.30957
1997,First Stage of Tertiary Education,female,Full Time,0.33511,117,281,0.27982,0.39040
1997,First Stage of Tertiary Education,female,Part Time,0.29971,86,281,0.24605,0.35337
1997,First Stage of Tertiary Education,female,Not Working,0.36518,78,281,0.30878,0.42158
1997,Second Stage of Tertiary Education,male,Full Time,0.68641,685,968,0.65716,0.71565
1997,Second Stage of Tertiary Education,male,Part Time,0.12551,113,968,0.10462,0.14639
1997,Second Stage of Tertiary Education,male,Not Working,0.18809,170,968,0.16346,0.21272
1997,Second Stage of Tertiary Education,female,Full Time,0.42773,413,799,0.39340,0.46206
1997,Second Stage of Tertiary Education,female,Part Time,0.27381,196,799,0.24287,0.30475
1997,Second Stage of Tertiary Education,female,Not Working,0.29846,190,799,0.26671,0.33021
1998,Pre-primary Level,male,Not Working,0.92824,153,153,0.88720,0.96927
1998,Pre-primary Level,female,Not Working,0.95232,162,162,0.91941,0.98524
1998,Primary Level,male,Full Time,0.42751,73,186,0.35622,0.49880
1998,Primary Level,male,Part Time,0.19748,42,186,0.14011,0.25485
1998,Primary Level,male,Not Working,0.37501,71,186,0.30525,0.44477
1998,Primary Level,female,Full Time,0.20651,44,260,0.15721,0.25581
1998,Primary Level,female,Part Time,0.19168,51,260,0.14374,0.23961
1998,Primary Level,female,Not Working,0.60181,165,260,0.54220,0.66143
1998,Lower Secondary Level,male,Full Time,0.43344,433,920,0.40140,0.46548
1998,Lower Secondary Level,male,Part Time,0.18557,181,920,0.16044,0.21071
1998,Lower Secondary Level,male,Not Working,0.38099,306,920,0.34959,0.41239
1998,Lower Secondary Level,female,Full Time,0.12955,269,1619,0.11319,0.14591
1998,Lower Secondary Level,female,Part Time,0.14690,312,1619,0.12965,0.16415
1998,Lower Secondary Level,female,Not Working,0.72355,1038,1619,0.70176,0.74534
1998,Upper Secondary Level,male,Full Time,0.54116,2067,3515,0.52468,0.55763
1998,Upper Secondary Level,male,Part Time,0.12680,495,3515,0.11580,0.13781
1998,Upper Secondary Level,male,Not Working,0.33204,953,3515,0.31647,0.34761
1998,Upper Secondary Level,female,Full Time,0.23468,977,3508,0.22066,0.24871
1998,Upper Secondary Level,female,Part Time,0.26758,992,3508,0.25293,0.28223
1998,Upper Secondary Level,female,Not Working,0.49774,1539,3508,0.48119,0.51429
1998,Post-secondary Non-tertiary Level,male,Full Time,0.62804,152,240,0.56676,0.68931
1998,Post-secondary Non-tertiary Level,male,Part Time,0.17329,44,240,0.12530,0.22127
1998,Post-secondary Non-tertiary Level,male,Not Working,0.19868,44,240,0.14809,0.24926
1998,Post-secondary Non-tertiary Level,female,Full Time,0.37262,108,265,0.31429,0.43094
1998,Post-secondary Non-tertiary Level,female,Part Time,0.31598,78,265,0.25990,0.37206
1998,Post-secondary Non-tertiary Level,female,Not Working,0.31140,79,265,0.25554,0.36726
1998,First Stage of Tertiary Education,male,Full Time,0.65693,355,497,0.61515,0.69871
1998,First Stage of Tertiary Education,male,Part Time,0.07795,40,497,0.05435,0.10154
1998,First Stage of Tertiary Education,male,Not Working,0.26513,102,497,0.22628,0.30397
1998,First Stage of Tertiary Education,female,Full Time,0.35707,126,322,0.30466,0.40949
1998,First Stage of Tertiary Education,female,Part Time,0.27423,97,322,0.22543,0.32304
1998,First Stage of Tertiary Education,female,Not Working,0.36870,99,322,0.31592,0.42147
1998,Second Stage of Tertiary Education,male,Full Time,0.64572,723,1079,0.61717,0.67427
1998,Second Stage of Tertiary Education,male,Part Time,0.13960,147,1079,0.11891,0.16029
1998,Second Stage of Tertiary Education,male,Not Working,0.21468,209,1079,0.19017,0.23919
1998,Second Stage of Tertiary Education,female,Full Time,0.40282,418,890,0.37057,0.43506
1998,Second Stage of Tertiary Education,female,Part Time,0.29182,255,890,0.26194,0.32171
1998,Second Stage of Tertiary Education,female,Not Working,0.30536,217,890,0.27509,0.33564
1999,Pre-primary Level,male,Not Working,0.81802,133,133,0.75220,0.88384
1999,Pre-primary Level,female,Not Working,0.84231,139,139,0.78150,0.90311
1999,Primary Level,male,Full Time,0.50270,74,176,0.42862,0.57678
1999,Primary Level,male,Part Time,0.15208,31,176,0.09887,0.20528
1999,Primary Level,male,Not Working,0.34522,71,176,0.27478,0.41566
1999,Primary Level,female,Full Time,0.21398,42,251,0.16315,0.26482
1999,Primary Level,female,Part Time,0.21953,54,251,0.16822,0.27084
1999,Primary Level,female,Not Working,0.56648,155,251,0.50505,0.62791
1999,Lower Secondary Level,male,Full Time,0.44963,442,879,0.41673,0.48254
1999,Lower Secondary Level,male,Part Time,0.17951,163,879,0.15413,0.20490
1999,Lower Secondary Level,male,Not Working,0.37086,274,879,0.33890,0.40281
1999,Lower Secondary Level,female,Full Time,0.11809,237,1560,0.10207,0.13411
1999,Lower Secondary Level,female,Part Time,0.17425,336,1560,0.15542,0.19308
1999,Lower Secondary Level,female,Not Working,0.70767,987,1560,0.68509,0.73025
1999,Upper Secondary Level,male,Full Time,0.53977,2066,3465,0.52317,0.55636
1999,Upper Secondary Level,male,Part Time,0.14764,510,3465,0.13582,0.15945
1999,Upper Secondary Level,male,Not Working,0.31260,889,3465,0.29716,0.32804
1999,Upper Secondary Level,female,Full Time,0.23995,962,3466,0.22573,0.25417
1999,Upper Secondary Level,female,Part Time,0.28898,1067,3466,0.27388,0.30407
1999,Upper Secondary Level,female,Not Working,0.47108,1437,3466,0.45445,0.48770
1999,Post-secondary Non-tertiary Level,male,Full Time,0.64913,160,236,0.58812,0.71015
1999,Post-secondary Non-tertiary Level,male,Part Time,0.16192,38,236,0.11482,0.20902
1999,Post-secondary Non-tertiary Level,male,Not Working,0.18894,38,236,0.13889,0.23899
1999,Post-secondary Non-tertiary Level,female,Full Time,0.38888,112,267,0.33030,0.44747
1999,Post-secondary Non-tertiary Level,female,Part Time,0.35579,89,267,0.29826,0.41333
1999,Post-secondary Non-tertiary Level,female,Not Working,0.25532,66,267,0.20292,0.30773
1999,First Stage of Tertiary Education,male,Full Time,0.65327,338,486,0.61091,0.69563
1999,First Stage of Tertiary Education,male,Part Time,0.10400,51,486,0.07684,0.13117
1999,First Stage of Tertiary Education,male,Not Working,0.24273,97,486,0.20457,0.28088
1999,First Stage of Tertiary Education,female,Full Time,0.35571,133,327,0.30374,0.40768
1999,First Stage of Tertiary Education,female,Part Time,0.28292,102,327,0.23403,0.33182
1999,First Stage of Tertiary Education,female,Not Working,0.36137,92,327,0.30922,0.41352
1999,Second Stage of Tertiary Education,male,Full Time,0.66925,736,1078,0.64115,0.69735
1999,Second Stage of Tertiary Education,male,Part Time,0.12397,137,1078,0.10429,0.14365
1999,Second Stage of Tertiary Education,male,Not Working,0.20678,205,1078,0.18259,0.23097
1999,Second Stage of Tertiary Education,female,Full Time,0.42575,431,881,0.39308,0.45842
1999,Second Stage of Tertiary Education,female,Part Time,0.26797,235,881,0.23871,0.29724
1999,Second Stage of Tertiary Education,female,Not Working,0.30627,215,881,0.27582,0.33673
2000,Pre-primary Level,male,Part Time,0.12835,34,235,0.08549,0.17120
2000,Pre-primary Level,male,Not Working,0.86275,201,235,0.81866,0.90684
2000,Pre-primary Level,female,Part Time,0.18492,47,256,0.13727,0.23257
2000,Pre-primary Level,female,Not Working,0.80546,209,256,0.75687,0.85404
2000,Primary Level,male,Full Time,0.38269,56,169,0.30919,0.45619
2000,Primary Level,male,Part Time,0.21708,41,169,0.15474,0.27942
2000,Primary Level,male,Not Working,0.40023,72,169,0.32614,0.47432
2000,Primary Level,female,Full Time,0.14782,32,235,0.10234,0.19330
2000,Primary Level,female,Part Time,0.13874,36,235,0.09445,0.18304
2000,Primary Level,female,Not Working,0.71344,167,235,0.65550,0.77137
2000,Lower Secondary Level,male,Full Time,0.46362,537,1155,0.43485,0.49239
2000,Lower Secondary Level,male,Part Time,0.19021,232,1155,0.16756,0.21285
2000,Lower Secondary Level,male,Not Working,0.34254,386,1155,0.31515,0.36992
2000,Lower Secondary Level,female,Full Time,0.10907,312,2398,0.09659,0.12155
2000,Lower Secondary Level,female,Part Time,0.18202,490,2398,0.16658,0.19747
2000,Lower Secondary Level,female,Not Working,0.70891,1596,2398,0.69072,0.72709
2000,Upper Secondary Level,male,Full Time,0.55696,3634,6268,0.54466,0.56926
2000,Upper Secondary Level,male,Part Time,0.13091,828,6268,0.12256,0.13926
2000,Upper Secondary Level,male,Not Working,0.31213,1806,6268,0.30066,0.32360
2000,Upper Secondary Level,female,Full Time,0.24427,1686,6531,0.23385,0.25469
2000,Upper Secondary Level,female,Part Time,0.28084,1971,6531,0.26994,0.29174
2000,Upper Secondary Level,female,Not Working,0.47489,2874,6531,0.46278,0.48700
2000,Post-secondary Non-tertiary Level,male,Full Time,0.63797,329,506,0.59605,0.67989
2000,Post-secondary Non-tertiary Level,male,Part Time,0.17258,82,506,0.13962,0.20554
2000,Post-secondary Non-tertiary Level,male,Not Working,0.18945,95,506,0.15527,0.22363
2000,Post-secondary Non-tertiary Level,female,Full Time,0.37260,233,612,0.33426,0.41093
2000,Post-secondary Non-tertiary Level,female,Part Time,0.29604,186,612,0.25984,0.33224
2000,Post-secondary Non-tertiary Level,female,Not Working,0.33136,193,612,0.29404,0.36869
2000,First Stage of Tertiary Education,male,Full Time,0.62967,714,1074,0.60077,0.65856
2000,First Stage of Tertiary Education,male,Part Time,0.08824,91,1074,0.07127,0.10521
2000,First Stage of Tertiary Education,male,Not Working,0.28209,269,1074,0.25516,0.30902
2000,First Stage of Tertiary Education,female,Full Time,0.34680,293,808,0.31396,0.37964
2000,First Stage of Tertiary Education,female,Part Time,0.31024,272,808,0.27832,0.34216
2000,First Stage of Tertiary Education,female,Not Working,0.34296,243,808,0.31021,0.37571
2000,Second Stage of Tertiary Education,male,Full Time,0.66647,1486,2159,0.64658,0.68637
2000,Second Stage of Tertiary Education,male,Part Time,0.11716,240,2159,0.10359,0.13073
2000,Second Stage of Tertiary Education,male,Not Working,0.21591,433,2159,0.19855,0.23327
2000,Second Stage of Tertiary Education,female,Full Time,0.40791,746,1657,0.38424,0.43158
2000,Second Stage of Tertiary Education,female,Part Time,0.29693,489,1657,0.27493,0.31894
2000,Second Stage of Tertiary Education,female,Not Working,0.29448,422,1657,0.27252,0.31643
2001,Pre-primary Level,male,Part Time,0.19481,50,255,0.14610,0.24351
2001,Pre-primary Level,male,Not Working,0.79248,205,255,0.74260,0.84235
2001,Pre-primary Level,female,Part Time,0.25463,65,280,0.20351,0.30575
2001,Pre-primary Level,female,Not Working,0.73174,215,280,0.67975,0.78373
2001,Primary Level,male,Full Time,0.35004,47,133,0.26867,0.43142
2001,Primary Level,male,Part Time,0.25366,31,133,0.17943,0.32788
2001,Primary Level,male,Not Working,0.39630,55,133,0.31286,0.47974
2001,Primary Level,female,Part Time,0.15445,32,157,0.09774,0.21116
2001,Primary Level,female,Not Working,0.72172,125,157,0.65139,0.79204
2001,Lower Secondary Level,male,Full Time,0.46638,473,999,0.43543,0.49733
2001,Lower Secondary Level,male,Part Time,0.18940,202,999,0.16509,0.21371
2001,Lower Secondary Level,male,Not Working,0.34422,324,999,0.31474,0.37369
2001,Lower Secondary Level,female,Full Time,0.13424,320,2083,0.11960,0.14889
2001,Lower Secondary Level,female,Part Time,0.18286,451,2083,0.16626,0.19947
2001,Lower Secondary Level,female,Not Working,0.68290,1312,2083,0.66291,0.70289
2001,Upper Secondary Level,male,Full Time,0.55749,3261,5641,0.54453,0.57045
2001,Upper Secondary Level,male,Part Time,0.12916,716,5641,0.12041,0.13792
2001,Upper Secondary Level,male,Not Working,0.31335,1664,5641,0.30124,0.32545
2001,Upper Secondary Level,female,Full Time,0.24337,1497,5935,0.23245,0.25429
2001,Upper Secondary Level,female,Part Time,0.29161,1877,5935,0.28005,0.30318
2001,Upper Secondary Level,female,Not Working,0.46501,2561,5935,0.45232,0.47770
2001,Post-secondary Non-tertiary Level,male,Full Time,0.59783,301,478,0.55383,0.64184
2001,Post-secondary Non-tertiary Level,male,Part Time,0.17395,78,478,0.13993,0.20796
2001,Post-secondary Non-tertiary Level,male,Not Working,0.22822,99,478,0.19056,0.26588
2001,Post-secondary Non-tertiary Level,female,Full Time,0.33495,206,588,0.29677,0.37313
2001,Post-secondary Non-tertiary Level,female,Part Time,0.34561,204,588,0.30714,0.38409
2001,Post-secondary Non-tertiary Level,female,Not Working,0.31943,178,588,0.28172,0.35715
2001,First Stage of Tertiary Education,male,Full Time,0.63171,635,963,0.60123,0.66219
2001,First Stage of Tertiary Education,male,Part Time,0.08985,88,963,0.07178,0.10792
2001,First Stage of Tertiary Education,male,Not Working,0.27844,240,963,0.25011,0.30676
2001,First Stage of Tertiary Education,female,Full Time,0.30473,226,712,0.27090,0.33857
2001,First Stage of Tertiary Education,female,Part Time,0.34974,261,712,0.31469,0.38480
2001,First Stage of Tertiary Education,female,Not Working,0.34552,225,712,0.31057,0.38048
2001,Second Stage of Tertiary Education,male,Full Time,0.64810,1341,1994,0.62713,0.66907
2001,Second Stage of Tertiary Education,male,Part Time,0.13055,232,1994,0.11576,0.14534
2001,Second Stage of Tertiary Education,male,Not Working,0.22135,421,1994,0.20312,0.23958
2001,Second Stage of Tertiary Education,female,Full Time,0.40896,702,1556,0.38452,0.43340
2001,Second Stage of Tertiary Education,female,Part Time,0.30719,467,1556,0.28426,0.33012
2001,Second Stage of Tertiary Education,female,Not Working,0.28385,387,1556,0.26144,0.30626
2002,Pre-primary Level,male,Part Time,0.19888,58,294,0.15317,0.24458
2002,Pre-primary Level,male,Not Working,0.79737,236,294,0.75134,0.84339
2002,Pre-primary Level,female,Part Time,0.16194,65,314,0.12112,0.20275
2002,Pre-primary Level,female,Not Working,0.81516,249,314,0.77215,0.85816
2002,Primary Level,male,Full Time,0.33665,37,91,0.23902,0.43429
2002,Primary Level,male,Not Working,0.45585,54,91,0.35296,0.55875
2002,Primary Level,female,Part Time,0.19426,32,143,0.12919,0.25933
2002,Primary Level,female,Not Working,0.65758,111,143,0.57953,0.73563
2002,Lower Secondary Level,male,Full Time,0.47426,435,946,0.44242,0.50610
2002,Lower Secondary Level,male,Part Time,0.18770,195,946,0.16281,0.21260
2002,Lower Secondary Level,male,Not Working,0.33804,316,946,0.30788,0.36820
2002,Lower Secondary Level,female,Full Time,0.11724,257,1945,0.10294,0.13155
2002,Lower Secondary Level,female,Part Time,0.20806,446,1945,0.19002,0.22611
2002,Lower Secondary Level,female,Not Working,0.67469,1242,1945,0.65387,0.69552
2002,Upper Secondary Level,male,Full Time,0.53727,3125,5563,0.52417,0.55038
2002,Upper Secondary Level,male,Part Time,0.13628,760,5563,0.12726,0.14530
2002,Upper Secondary Level,male,Not Working,0.32645,1678,5563,0.31412,0.33877
2002,Upper Secondary Level,female,Full Time,0.22420,1469,6021,0.21366,0.23473
2002,Upper Secondary Level,female,Part Time,0.31031,1995,6021,0.29862,0.32199
2002,Upper Secondary Level,female,Not Working,0.46550,2557,6021,0.45290,0.47810
2002,Post-secondary Non-tertiary Level,male,Full Time,0.62238,315,493,0.57954,0.66522
2002,Post-secondary Non-tertiary Level,male,Part Time,0.13908,74,493,0.10850,0.16966
2002,Post-secondary Non-tertiary Level,male,Not Working,0.23854,104,493,0.20088,0.27620
2002,Post-secondary Non-tertiary Level,female,Full Time,0.33992,243,672,0.30407,0.37576
