year,bula_h,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Thuringa,East,Full Time,0.32587,314,665,0.29022,0.36153
1994,Thuringa,East,Part Time,0.12507,113,665,0.09991,0.15023
1994,Thuringa,East,Not Working,0.35438,238,665,0.31800,0.39077
1995,Schleswig-Holstein,West,Full Time,0.29424,113,284,0.24115,0.34734
1995,Schleswig-Holstein,West,Part Time,0.17808,69,284,0.13351,0.22266
1995,Schleswig-Holstein,West,Not Working,0.32138,102,284,0.26697,0.37579
1995,Hamburg,West,Full Time,0.36690,57,109,0.27600,0.45780
1995,Hamburg,West,Not Working,0.35819,52,109,0.26776,0.44862
1995,Lower Saxony,West,Full Time,0.32432,443,1043,0.29589,0.35274
1995,Lower Saxony,West,Part Time,0.14004,205,1043,0.11897,0.16111
1995,Lower Saxony,West,Not Working,0.34572,395,1043,0.31684,0.37460
1995,Bremen,West,Not Working,0.57525,48,48,0.43393,0.71657
1995,North Rhine-Westphalia,West,Full Time,0.32500,1077,2583,0.30693,0.34306
1995,North Rhine-Westphalia,West,Part Time,0.16090,557,2583,0.14673,0.17507
1995,North Rhine-Westphalia,West,Not Working,0.33306,949,2583,0.31488,0.35124
1995,Hesse,West,Full Time,0.30807,400,944,0.27860,0.33754
1995,Hesse,West,Part Time,0.16086,200,944,0.13741,0.18431
1995,Hesse,West,Not Working,0.37623,344,944,0.34531,0.40715
1995,"Rhineland-Palatinate, Saarland",West,Full Time,0.30634,285,712,0.27246,0.34023
1995,"Rhineland-Palatinate, Saarland",West,Part Time,0.13606,130,712,0.11086,0.16126
1995,"Rhineland-Palatinate, Saarland",West,Not Working,0.36292,297,712,0.32757,0.39826
1995,Baden-Wuerttemberg,West,Full Time,0.32786,810,1791,0.30612,0.34961
1995,Baden-Wuerttemberg,West,Part Time,0.16507,363,1791,0.14787,0.18226
1995,Baden-Wuerttemberg,West,Not Working,0.31690,618,1791,0.29534,0.33845
1995,Bavaria,West,Full Time,0.32366,763,1689,0.30134,0.34598
1995,Bavaria,West,Part Time,0.17426,364,1689,0.15616,0.19235
1995,Bavaria,West,Not Working,0.32557,562,1689,0.30322,0.34792
1995,Berlin,West,Full Time,0.33205,130,321,0.28045,0.38365
1995,Berlin,West,Part Time,0.15661,68,321,0.11679,0.19643
1995,Berlin,West,Not Working,0.36378,123,321,0.31107,0.41649
1995,Berlin,East,Full Time,0.38456,130,248,0.32389,0.44523
1995,Berlin,East,Part Time,0.13617,42,248,0.09340,0.17894
1995,Berlin,East,Not Working,0.28052,76,248,0.22449,0.33654
1995,Brandenburg,East,Full Time,0.38754,295,588,0.34813,0.42695
1995,Brandenburg,East,Part Time,0.09678,79,588,0.07286,0.12070
1995,Brandenburg,East,Not Working,0.34537,214,588,0.30691,0.38384
1995,Mecklenburg-Western Pomerania,East,Full Time,0.33708,198,417,0.29165,0.38251
1995,Mecklenburg-Western Pomerania,East,Part Time,0.14678,76,417,0.11277,0.18079
1995,Mecklenburg-Western Pomerania,East,Not Working,0.33204,143,417,0.28679,0.37730
1995,Saxony,East,Full Time,0.35024,512,1099,0.32202,0.37845
1995,Saxony,East,Part Time,0.10740,175,1099,0.08908,0.12571
1995,Saxony,East,Not Working,0.36829,412,1099,0.33976,0.39682
1995,Saxony-Anhalt,East,Full Time,0.35676,340,689,0.32096,0.39256
1995,Saxony-Anhalt,East,Part Time,0.12613,116,689,0.10132,0.15094
1995,Saxony-Anhalt,East,Not Working,0.36634,233,689,0.33034,0.40234
1995,Thuringa,East,Full Time,0.31976,313,652,0.28393,0.35559
1995,Thuringa,East,Part Time,0.14469,116,652,0.11766,0.17171
1995,Thuringa,East,Not Working,0.34463,223,652,0.30812,0.38114
1996,Schleswig-Holstein,West,Full Time,0.28686,118,284,0.23416,0.33956
1996,Schleswig-Holstein,West,Part Time,0.18197,63,284,0.13702,0.22692
1996,Schleswig-Holstein,West,Not Working,0.32598,103,284,0.27136,0.38059
1996,Hamburg,West,Full Time,0.32910,51,99,0.23607,0.42214
1996,Hamburg,West,Not Working,0.35600,48,99,0.26120,0.45080
1996,Lower Saxony,West,Full Time,0.31598,421,1042,0.28774,0.34422
1996,Lower Saxony,West,Part Time,0.16717,251,1042,0.14450,0.18984
1996,Lower Saxony,West,Not Working,0.33182,370,1042,0.30322,0.36042
1996,Bremen,West,Full Time,0.26205,32,81,0.16569,0.35841
1996,Bremen,West,Not Working,0.53988,49,81,0.43066,0.64910
1996,North Rhine-Westphalia,West,Full Time,0.32347,1050,2554,0.30533,0.34162
1996,North Rhine-Westphalia,West,Part Time,0.17112,582,2554,0.15651,0.18573
1996,North Rhine-Westphalia,West,Not Working,0.32833,922,2554,0.31011,0.34655
1996,Hesse,West,Full Time,0.32265,389,908,0.29223,0.35308
1996,Hesse,West,Part Time,0.15916,200,908,0.13536,0.18297
1996,Hesse,West,Not Working,0.36082,319,908,0.32956,0.39207
1996,"Rhineland-Palatinate, Saarland",West,Full Time,0.30556,283,692,0.27121,0.33990
1996,"Rhineland-Palatinate, Saarland",West,Part Time,0.13826,139,692,0.11253,0.16400
1996,"Rhineland-Palatinate, Saarland",West,Not Working,0.36108,270,692,0.32527,0.39690
1996,Baden-Wuerttemberg,West,Full Time,0.32154,717,1704,0.29936,0.34372
1996,Baden-Wuerttemberg,West,Part Time,0.15813,399,1704,0.14080,0.17546
1996,Baden-Wuerttemberg,West,Not Working,0.32642,588,1704,0.30415,0.34869
1996,Bavaria,West,Full Time,0.32881,754,1660,0.30620,0.35141
1996,Bavaria,West,Part Time,0.17019,353,1660,0.15211,0.18828
1996,Bavaria,West,Not Working,0.32642,553,1660,0.30386,0.34899
1996,Berlin,West,Full Time,0.33904,128,299,0.28530,0.39279
1996,Berlin,West,Part Time,0.14249,53,299,0.10280,0.18217
1996,Berlin,West,Not Working,0.35619,118,299,0.30182,0.41056
1996,Berlin,East,Full Time,0.39016,126,243,0.32870,0.45162
1996,Berlin,East,Part Time,0.13246,41,243,0.08975,0.17517
1996,Berlin,East,Not Working,0.29321,76,243,0.23585,0.35056
1996,Brandenburg,East,Full Time,0.37361,292,598,0.33480,0.41242
1996,Brandenburg,East,Part Time,0.13403,105,598,0.10670,0.16136
1996,Brandenburg,East,Not Working,0.32364,201,598,0.28611,0.36117
1996,Mecklenburg-Western Pomerania,East,Full Time,0.34203,191,400,0.29548,0.38858
1996,Mecklenburg-Western Pomerania,East,Part Time,0.13890,72,400,0.10497,0.17284
1996,Mecklenburg-Western Pomerania,East,Not Working,0.34587,137,400,0.29920,0.39254
1996,Saxony,East,Full Time,0.34880,531,1109,0.32074,0.37686
1996,Saxony,East,Part Time,0.11879,184,1109,0.09974,0.13784
1996,Saxony,East,Not Working,0.36101,394,1109,0.33273,0.38929
1996,Saxony-Anhalt,East,Full Time,0.36366,326,674,0.32731,0.40000
1996,Saxony-Anhalt,East,Part Time,0.10956,102,674,0.08596,0.13315
1996,Saxony-Anhalt,East,Not Working,0.37538,246,674,0.33879,0.41196
1996,Thuringa,East,Full Time,0.34146,324,660,0.30525,0.37766
1996,Thuringa,East,Part Time,0.12015,105,660,0.09533,0.14498
1996,Thuringa,East,Not Working,0.35227,231,660,0.31580,0.38874
1997,Schleswig-Holstein,West,Full Time,0.30551,115,269,0.25036,0.36066
1997,Schleswig-Holstein,West,Part Time,0.18074,55,269,0.13467,0.22681
1997,Schleswig-Holstein,West,Not Working,0.30746,99,269,0.25221,0.36270
1997,Hamburg,West,Full Time,0.34671,55,106,0.25568,0.43774
1997,Hamburg,West,Not Working,0.40494,51,106,0.31105,0.49883
1997,Lower Saxony,West,Full Time,0.31172,431,1037,0.28351,0.33992
1997,Lower Saxony,West,Part Time,0.15554,218,1037,0.13347,0.17760
1997,Lower Saxony,West,Not Working,0.34904,388,1037,0.32001,0.37807
1997,Bremen,West,Full Time,0.30710,37,83,0.20726,0.40695
1997,Bremen,West,Not Working,0.53153,46,83,0.42352,0.63954
1997,North Rhine-Westphalia,West,Full Time,0.33168,1053,2507,0.31324,0.35011
1997,North Rhine-Westphalia,West,Part Time,0.15564,527,2507,0.14145,0.16984
1997,North Rhine-Westphalia,West,Not Working,0.33731,927,2507,0.31879,0.35582
1997,Hesse,West,Full Time,0.31522,349,847,0.28391,0.34652
1997,Hesse,West,Part Time,0.15251,182,847,0.12828,0.17673
1997,Hesse,West,Not Working,0.37211,316,847,0.33953,0.40468
1997,"Rhineland-Palatinate, Saarland",West,Full Time,0.29710,285,712,0.26351,0.33069
1997,"Rhineland-Palatinate, Saarland",West,Part Time,0.13796,134,712,0.11261,0.16331
1997,"Rhineland-Palatinate, Saarland",West,Not Working,0.38341,293,712,0.34767,0.41915
1997,Baden-Wuerttemberg,West,Full Time,0.30905,700,1706,0.28711,0.33098
1997,Baden-Wuerttemberg,West,Part Time,0.16770,391,1706,0.14997,0.18544
1997,Baden-Wuerttemberg,West,Not Working,0.32633,615,1706,0.30408,0.34859
1997,Bavaria,West,Full Time,0.32330,728,1623,0.30054,0.34606
1997,Bavaria,West,Part Time,0.17462,352,1623,0.15614,0.19309
1997,Bavaria,West,Not Working,0.32291,543,1623,0.30015,0.34566
1997,Berlin,West,Full Time,0.35093,121,275,0.29442,0.40744
1997,Berlin,West,Part Time,0.14493,53,275,0.10325,0.18661
1997,Berlin,West,Not Working,0.32772,101,275,0.27214,0.38330
1997,Berlin,East,Full Time,0.34620,111,235,0.28524,0.40716
1997,Berlin,East,Part Time,0.16121,47,235,0.11410,0.20833
1997,Berlin,East,Not Working,0.32159,77,235,0.26174,0.38144
1997,Brandenburg,East,Full Time,0.34995,272,596,0.31162,0.38827
1997,Brandenburg,East,Part Time,0.12982,95,596,0.10281,0.15682
1997,Brandenburg,East,Not Working,0.36674,229,596,0.32802,0.40547
1997,Mecklenburg-Western Pomerania,East,Full Time,0.35282,183,390,0.30533,0.40031
1997,Mecklenburg-Western Pomerania,East,Part Time,0.12580,64,390,0.09285,0.15876
1997,Mecklenburg-Western Pomerania,East,Not Working,0.36538,143,390,0.31752,0.41323
1997,Saxony,East,Full Time,0.34807,523,1087,0.31973,0.37640
1997,Saxony,East,Part Time,0.12169,167,1087,0.10224,0.14113
1997,Saxony,East,Not Working,0.36537,397,1087,0.33673,0.39401
1997,Saxony-Anhalt,East,Full Time,0.34755,312,666,0.31136,0.38375
1997,Saxony-Anhalt,East,Part Time,0.13987,119,666,0.11351,0.16624
1997,Saxony-Anhalt,East,Not Working,0.37744,235,666,0.34060,0.41429
1997,Thuringa,East,Full Time,0.31763,309,661,0.28211,0.35315
1997,Thuringa,East,Part Time,0.13630,110,661,0.11013,0.16248
1997,Thuringa,East,Not Working,0.34817,242,661,0.31182,0.38451
1998,Schleswig-Holstein,West,Full Time,0.32438,151,348,0.27513,0.37364
1998,Schleswig-Holstein,West,Part Time,0.13737,63,348,0.10115,0.17358
1998,Schleswig-Holstein,West,Not Working,0.34793,134,348,0.29781,0.39804
1998,Hamburg,West,Full Time,0.31769,60,154,0.24392,0.39147
1998,Hamburg,West,Part Time,0.19561,33,154,0.13276,0.25847
1998,Hamburg,West,Not Working,0.36811,61,154,0.29168,0.44453
1998,Lower Saxony,West,Full Time,0.30878,487,1197,0.28260,0.33497
1998,Lower Saxony,West,Part Time,0.15213,255,1197,0.13178,0.17249
1998,Lower Saxony,West,Not Working,0.35041,455,1197,0.32337,0.37745
1998,Bremen,West,Full Time,0.29781,38,86,0.20059,0.39503
1998,Bremen,West,Not Working,0.53859,48,86,0.43261,0.64457
1998,North Rhine-Westphalia,West,Full Time,0.32323,1158,2841,0.30602,0.34043
1998,North Rhine-Westphalia,West,Part Time,0.15494,581,2841,0.14163,0.16825
1998,North Rhine-Westphalia,West,Not Working,0.34479,1102,2841,0.32731,0.36227
1998,Hesse,West,Full Time,0.28854,367,947,0.25967,0.31741
1998,Hesse,West,Part Time,0.18248,218,947,0.15786,0.20709
1998,Hesse,West,Not Working,0.35925,362,947,0.32867,0.38982
1998,"Rhineland-Palatinate, Saarland",West,Full Time,0.29845,320,805,0.26682,0.33008
1998,"Rhineland-Palatinate, Saarland",West,Part Time,0.13764,150,805,0.11383,0.16146
1998,"Rhineland-Palatinate, Saarland",West,Not Working,0.38751,335,805,0.35384,0.42119
1998,Baden-Wuerttemberg,West,Full Time,0.30981,722,1816,0.28853,0.33108
1998,Baden-Wuerttemberg,West,Part Time,0.17246,423,1816,0.15508,0.18984
1998,Baden-Wuerttemberg,West,Not Working,0.33262,671,1816,0.31094,0.35429
1998,Bavaria,West,Full Time,0.32074,792,1871,0.29959,0.34190
1998,Bavaria,West,Part Time,0.15433,385,1871,0.13795,0.17070
1998,Bavaria,West,Not Working,0.35191,694,1871,0.33026,0.37355
1998,Berlin,West,Full Time,0.32414,129,296,0.27073,0.37756
1998,Berlin,West,Part Time,0.17175,59,296,0.12871,0.21479
1998,Berlin,West,Not Working,0.33480,108,296,0.28094,0.38865
1998,Berlin,East,Full Time,0.37471,112,234,0.31255,0.43686
1998,Berlin,East,Part Time,0.11597,38,234,0.07486,0.15709
1998,Berlin,East,Not Working,0.34573,84,234,0.28466,0.40680
1998,Brandenburg,East,Full Time,0.34241,277,620,0.30503,0.37979
1998,Brandenburg,East,Part Time,0.15717,114,620,0.12850,0.18585
1998,Brandenburg,East,Not Working,0.34666,229,620,0.30917,0.38415
1998,Mecklenburg-Western Pomerania,East,Full Time,0.33690,187,409,0.29103,0.38276
1998,Mecklenburg-Western Pomerania,East,Part Time,0.15463,82,409,0.11955,0.18972
1998,Mecklenburg-Western Pomerania,East,Not Working,0.33535,140,409,0.28954,0.38116
1998,Saxony,East,Full Time,0.35007,561,1180,0.32285,0.37730
1998,Saxony,East,Part Time,0.13002,200,1180,0.11082,0.14922
1998,Saxony,East,Not Working,0.35421,419,1180,0.32691,0.38151
1998,Saxony-Anhalt,East,Full Time,0.31932,303,691,0.28453,0.35410
1998,Saxony-Anhalt,East,Part Time,0.13582,121,691,0.11025,0.16138
1998,Saxony-Anhalt,East,Not Working,0.41364,267,691,0.37689,0.45039
1998,Thuringa,East,Full Time,0.30635,320,731,0.27291,0.33979
1998,Thuringa,East,Part Time,0.13896,135,731,0.11387,0.16406
1998,Thuringa,East,Not Working,0.36734,276,731,0.33237,0.40232
1999,Schleswig-Holstein,West,Full Time,0.34499,147,323,0.29307,0.39692
1999,Schleswig-Holstein,West,Part Time,0.15538,69,323,0.11581,0.19495
1999,Schleswig-Holstein,West,Not Working,0.30016,107,323,0.25010,0.35022
1999,Hamburg,West,Full Time,0.40778,62,139,0.32579,0.48977
1999,Hamburg,West,Part Time,0.18280,32,139,0.11831,0.24729
1999,Hamburg,West,Not Working,0.28311,45,139,0.20794,0.35827
1999,Lower Saxony,West,Full Time,0.31057,481,1166,0.28400,0.33714
1999,Lower Saxony,West,Part Time,0.18111,280,1166,0.15900,0.20323
1999,Lower Saxony,West,Not Working,0.32649,405,1166,0.29956,0.35342
1999,Bremen,West,Not Working,0.52846,45,45,0.38096,0.67596
1999,North Rhine-Westphalia,West,Full Time,0.32970,1132,2697,0.31196,0.34745
1999,North Rhine-Westphalia,West,Part Time,0.17095,591,2697,0.15674,0.18516
1999,North Rhine-Westphalia,West,Not Working,0.32323,974,2697,0.30558,0.34089
1999,Hesse,West,Full Time,0.30308,369,895,0.27295,0.33321
1999,Hesse,West,Part Time,0.17153,194,895,0.14682,0.19624
1999,Hesse,West,Not Working,0.35810,332,895,0.32667,0.38953
1999,"Rhineland-Palatinate, Saarland",West,Full Time,0.28959,308,771,0.25755,0.32163
1999,"Rhineland-Palatinate, Saarland",West,Part Time,0.16968,162,771,0.14317,0.19619
1999,"Rhineland-Palatinate, Saarland",West,Not Working,0.36752,301,771,0.33346,0.40157
1999,Baden-Wuerttemberg,West,Full Time,0.31682,698,1728,0.29487,0.33876
1999,Baden-Wuerttemberg,West,Part Time,0.17239,414,1728,0.15457,0.19020
1999,Baden-Wuerttemberg,West,Not Working,0.32225,616,1728,0.30021,0.34429
1999,Bavaria,West,Full Time,0.32493,781,1793,0.30325,0.34662
1999,Bavaria,West,Part Time,0.18295,404,1793,0.16505,0.20085
1999,Bavaria,West,Not Working,0.32259,608,1793,0.30095,0.34423
1999,Berlin,West,Full Time,0.32372,122,290,0.26977,0.37766
1999,Berlin,West,Part Time,0.15182,60,290,0.11045,0.19320
1999,Berlin,West,Not Working,0.33535,108,290,0.28091,0.38978
1999,Berlin,East,Full Time,0.37309,107,225,0.30976,0.43643
1999,Berlin,East,Part Time,0.12074,36,225,0.07807,0.16341
1999,Berlin,East,Not Working,0.35457,82,225,0.29193,0.41722
1999,Brandenburg,East,Full Time,0.30830,243,596,0.27119,0.34541
1999,Brandenburg,East,Part Time,0.17719,127,596,0.14651,0.20787
1999,Brandenburg,East,Not Working,0.35510,226,596,0.31664,0.39355
1999,Mecklenburg-Western Pomerania,East,Full Time,0.31901,174,400,0.27327,0.36474
1999,Mecklenburg-Western Pomerania,East,Part Time,0.18014,94,400,0.14243,0.21785
1999,Mecklenburg-Western Pomerania,East,Not Working,0.33780,132,400,0.29139,0.38421
1999,Saxony,East,Full Time,0.35079,535,1151,0.32321,0.37837
1999,Saxony,East,Part Time,0.14453,214,1151,0.12421,0.16485
1999,Saxony,East,Not Working,0.35092,402,1151,0.32334,0.37851
1999,Saxony-Anhalt,East,Full Time,0.34783,316,692,0.31232,0.38334
1999,Saxony-Anhalt,East,Part Time,0.12211,110,692,0.09769,0.14652
1999,Saxony-Anhalt,East,Not Working,0.41146,266,692,0.37477,0.44815
1999,Thuringa,East,Full Time,0.32305,330,719,0.28885,0.35726
1999,Thuringa,East,Part Time,0.13386,129,719,0.10895,0.15876
1999,Thuringa,East,Not Working,0.36235,260,719,0.32719,0.39751
2000,Schleswig-Holstein,West,Full Time,0.36473,311,708,0.32925,0.40022
2000,Schleswig-Holstein,West,Part Time,0.14877,136,708,0.12254,0.17500
2000,Schleswig-Holstein,West,Not Working,0.31491,261,708,0.28067,0.34915
2000,Hamburg,West,Full Time,0.36202,129,299,0.30745,0.41658
2000,Hamburg,West,Part Time,0.17320,58,299,0.13024,0.21617
2000,Hamburg,West,Not Working,0.32859,112,299,0.27526,0.38192
2000,Lower Saxony,West,Full Time,0.32287,827,2026,0.30251,0.34324
2000,Lower Saxony,West,Part Time,0.16843,440,2026,0.15213,0.18473
2000,Lower Saxony,West,Not Working,0.31909,759,2026,0.29879,0.33939
2000,Bremen,West,Full Time,0.27730,63,188,0.21314,0.34147
2000,Bremen,West,Part Time,0.16953,43,188,0.11575,0.22331
2000,Bremen,West,Not Working,0.41442,82,188,0.34381,0.48503
2000,North Rhine-Westphalia,West,Full Time,0.32660,2046,5141,0.31378,0.33943
2000,North Rhine-Westphalia,West,Part Time,0.17254,1129,5141,0.16221,0.18287
2000,North Rhine-Westphalia,West,Not Working,0.33206,1966,5141,0.31918,0.34493
2000,Hesse,West,Full Time,0.31674,689,1671,0.29442,0.33905
2000,Hesse,West,Part Time,0.16916,363,1671,0.15118,0.18715
2000,Hesse,West,Not Working,0.33553,619,1671,0.31289,0.35818
2000,"Rhineland-Palatinate, Saarland",West,Full Time,0.30623,577,1462,0.28259,0.32986
2000,"Rhineland-Palatinate, Saarland",West,Part Time,0.15068,293,1462,0.13234,0.16902
2000,"Rhineland-Palatinate, Saarland",West,Not Working,0.34725,592,1462,0.32284,0.37166
2000,Baden-Wuerttemberg,West,Full Time,0.33350,1243,2957,0.31650,0.35049
2000,Baden-Wuerttemberg,West,Part Time,0.17214,667,2957,0.15853,0.18575
2000,Baden-Wuerttemberg,West,Not Working,0.29844,1047,2957,0.28194,0.31494
2000,Bavaria,West,Full Time,0.34365,1446,3373,0.32762,0.35968
2000,Bavaria,West,Part Time,0.17221,747,3373,0.15946,0.18495
2000,Bavaria,West,Not Working,0.32129,1180,3373,0.30553,0.33705
2000,Berlin,West,Full Time,0.34342,180,435,0.29874,0.38809
2000,Berlin,West,Part Time,0.17749,99,435,0.14154,0.21344
2000,Berlin,West,Not Working,0.29725,156,435,0.25425,0.34025
2000,Berlin,East,Full Time,0.32648,164,377,0.27908,0.37388
2000,Berlin,East,Part Time,0.16646,78,377,0.12881,0.20411
2000,Berlin,East,Not Working,0.31585,135,377,0.26887,0.36284
2000,Brandenburg,East,Full Time,0.34645,443,1018,0.31720,0.37569
2000,Brandenburg,East,Part Time,0.15811,188,1018,0.13568,0.18053
2000,Brandenburg,East,Not Working,0.35662,387,1018,0.32718,0.38606
2000,Mecklenburg-Western Pomerania,East,Full Time,0.35808,260,567,0.31858,0.39758
2000,Mecklenburg-Western Pomerania,East,Part Time,0.15836,115,567,0.12828,0.18844
2000,Mecklenburg-Western Pomerania,East,Not Working,0.33335,192,567,0.29451,0.37218
2000,Saxony,East,Full Time,0.34237,791,1776,0.32030,0.36445
2000,Saxony,East,Part Time,0.13653,303,1776,0.12056,0.15251
2000,Saxony,East,Not Working,0.35926,682,1776,0.33694,0.38158
2000,Saxony-Anhalt,East,Full Time,0.33652,452,1061,0.30807,0.36496
2000,Saxony-Anhalt,East,Part Time,0.13027,180,1061,0.11001,0.15053
2000,Saxony-Anhalt,East,Not Working,0.41030,429,1061,0.38069,0.43991
2000,Thuringa,East,Full Time,0.32096,451,1053,0.29275,0.34917
2000,Thuringa,East,Part Time,0.15565,203,1053,0.13375,0.17756
2000,Thuringa,East,Not Working,0.37256,399,1053,0.34335,0.40178
2001,Schleswig-Holstein,West,Full Time,0.33331,266,647,0.29696,0.36966
2001,Schleswig-Holstein,West,Part Time,0.18804,151,647,0.15791,0.21817
2001,Schleswig-Holstein,West,Not Working,0.30597,230,647,0.27043,0.34150
2001,Hamburg,West,Full Time,0.35365,117,274,0.29693,0.41036
2001,Hamburg,West,Part Time,0.17531,53,274,0.13020,0.22041
2001,Hamburg,West,Not Working,0.33807,104,274,0.28195,0.39419
2001,Lower Saxony,West,Full Time,0.32303,758,1853,0.30173,0.34433
2001,Lower Saxony,West,Part Time,0.16922,408,1853,0.15214,0.18630
2001,Lower Saxony,West,Not Working,0.31997,687,1853,0.29872,0.34121
2001,Bremen,West,Full Time,0.28314,55,157,0.21244,0.35383
2001,Bremen,West,Part Time,0.22402,45,157,0.15859,0.28944
2001,Bremen,West,Not Working,0.35718,57,157,0.28198,0.43237
2001,North Rhine-Westphalia,West,Full Time,0.32125,1835,4647,0.30783,0.33468
2001,North Rhine-Westphalia,West,Part Time,0.17544,1046,4647,0.16450,0.18638
2001,North Rhine-Westphalia,West,Not Working,0.33305,1766,4647,0.31950,0.34661
2001,Hesse,West,Full Time,0.32191,604,1482,0.29811,0.34570
2001,Hesse,West,Part Time,0.18492,361,1482,0.16514,0.20469
2001,Hesse,West,Not Working,0.31433,517,1482,0.29068,0.33797
2001,"Rhineland-Palatinate, Saarland",West,Full Time,0.29615,505,1353,0.27182,0.32049
2001,"Rhineland-Palatinate, Saarland",West,Part Time,0.16387,301,1353,0.14414,0.18360
2001,"Rhineland-Palatinate, Saarland",West,Not Working,0.33645,547,1353,0.31126,0.36163
2001,Baden-Wuerttemberg,West,Full Time,0.33776,1095,2600,0.31957,0.35594
2001,Baden-Wuerttemberg,West,Part Time,0.17758,623,2600,0.16289,0.19227
2001,Baden-Wuerttemberg,West,Not Working,0.28825,882,2600,0.27083,0.30566
2001,Bavaria,West,Full Time,0.35042,1312,3039,0.33346,0.36739
2001,Bavaria,West,Part Time,0.18403,706,3039,0.17025,0.19781
2001,Bavaria,West,Not Working,0.30765,1021,3039,0.29124,0.32406
2001,Berlin,West,Full Time,0.33202,181,434,0.28766,0.37638
2001,Berlin,West,Part Time,0.18889,100,434,0.15202,0.22575
2001,Berlin,West,Not Working,0.29005,153,434,0.24731,0.33279
2001,Berlin,East,Full Time,0.34188,150,356,0.29253,0.39122
2001,Berlin,East,Part Time,0.19192,83,356,0.15096,0.23289
2001,Berlin,East,Not Working,0.28829,123,356,0.24117,0.33541
2001,Brandenburg,East,Full Time,0.34497,403,956,0.31482,0.37512
2001,Brandenburg,East,Part Time,0.14195,165,956,0.11981,0.16408
2001,Brandenburg,East,Not Working,0.37732,388,956,0.34658,0.40806
2001,Mecklenburg-Western Pomerania,East,Full Time,0.35296,227,512,0.31152,0.39440
2001,Mecklenburg-Western Pomerania,East,Part Time,0.17494,117,512,0.14200,0.20788
2001,Mecklenburg-Western Pomerania,East,Not Working,0.32477,168,512,0.28417,0.36537
2001,Saxony,East,Full Time,0.34837,729,1642,0.32532,0.37142
2001,Saxony,East,Part Time,0.13422,277,1642,0.11773,0.15072
2001,Saxony,East,Not Working,0.36822,636,1642,0.34488,0.39156
2001,Saxony-Anhalt,East,Full Time,0.32304,417,1002,0.29407,0.35201
2001,Saxony-Anhalt,East,Part Time,0.14480,174,1002,0.12300,0.16660
2001,Saxony-Anhalt,East,Not Working,0.40866,411,1002,0.37821,0.43911
2001,Thuringa,East,Full Time,0.31628,406,967,0.28695,0.34561
2001,Thuringa,East,Part Time,0.16406,185,967,0.14070,0.18741
2001,Thuringa,East,Not Working,0.38629,376,967,0.35558,0.41699
2002,Schleswig-Holstein,West,Full Time,0.31740,290,719,0.28336,0.35145
2002,Schleswig-Holstein,West,Part Time,0.21042,180,719,0.18061,0.24024
2002,Schleswig-Holstein,West,Not Working,0.30534,249,719,0.27165,0.33903
2002,Hamburg,West,Full Time,0.32451,134,325,0.27353,0.37549
2002,Hamburg,West,Part Time,0.21719,80,325,0.17229,0.26209
2002,Hamburg,West,Not Working,0.33552,111,325,0.28410,0.38693
2002,Lower Saxony,West,Full Time,0.29791,783,1978,0.27775,0.31807
2002,Lower Saxony,West,Part Time,0.17755,453,1978,0.16071,0.19440
2002,Lower Saxony,West,Not Working,0.34019,742,1978,0.31931,0.36108
2002,Bremen,West,Full Time,0.27849,71,172,0.21131,0.34568
2002,Bremen,West,Part Time,0.19573,40,172,0.13626,0.25520
2002,Bremen,West,Not Working,0.39283,61,172,0.31963,0.46603
2002,North Rhine-Westphalia,West,Full Time,0.31636,1954,4870,0.30330,0.32943
2002,North Rhine-Westphalia,West,Part Time,0.18099,1131,4870,0.17018,0.19181
2002,North Rhine-Westphalia,West,Not Working,0.33792,1785,4870,0.32464,0.35121
2002,Hesse,West,Full Time,0.31546,703,1639,0.29296,0.33796
2002,Hesse,West,Part Time,0.18907,406,1639,0.17011,0.20803
2002,Hesse,West,Not Working,0.30740,530,1639,0.28505,0.32974
2002,"Rhineland-Palatinate, Saarland",West,Full Time,0.28709,513,1376,0.26318,0.31100
2002,"Rhineland-Palatinate, Saarland",West,Part Time,0.17457,328,1376,0.15451,0.19463
2002,"Rhineland-Palatinate, Saarland",West,Not Working,0.33795,535,1376,0.31295,0.36295
2002,Baden-Wuerttemberg,West,Full Time,0.33105,1184,2800,0.31361,0.34848
2002,Baden-Wuerttemberg,West,Part Time,0.18382,695,2800,0.16947,0.19817
2002,Baden-Wuerttemberg,West,Not Working,0.29314,921,2800,0.27627,0.31000
2002,Bavaria,West,Full Time,0.33994,1417,3256,0.32367,0.35622
2002,Bavaria,West,Part Time,0.17706,788,3256,0.16394,0.19017
2002,Bavaria,West,Not Working,0.31687,1051,3256,0.30088,0.33285
2002,Berlin,West,Full Time,0.34478,211,463,0.30144,0.38812
2002,Berlin,West,Part Time,0.16871,94,463,0.13456,0.20285
2002,Berlin,West,Not Working,0.30185,158,463,0.25999,0.34371
2002,Berlin,East,Full Time,0.33009,150,365,0.28179,0.37840
2002,Berlin,East,Part Time,0.19217,85,365,0.15169,0.23265
2002,Berlin,East,Not Working,0.33116,130,365,0.28281,0.37950
2002,Brandenburg,East,Full Time,0.31975,400,961,0.29025,0.34925
2002,Brandenburg,East,Part Time,0.15846,168,961,0.13536,0.18156
2002,Brandenburg,East,Not Working,0.39446,393,961,0.36354,0.42537
