year,quintil_oecd,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,2nd Quintile,Urban regions,Not Working,0.40761,727,1690,0.38417,0.43104
1996,2nd Quintile,Rural regions,Full Time,0.26137,382,938,0.23324,0.28951
1996,2nd Quintile,Rural regions,Part Time,0.11177,169,938,0.09160,0.13195
1996,2nd Quintile,Rural regions,Not Working,0.38194,387,938,0.35083,0.41305
1996,3rd Quintile,Urban regions,Full Time,0.30518,680,1576,0.28243,0.32792
1996,3rd Quintile,Urban regions,Part Time,0.17926,371,1576,0.16031,0.19820
1996,3rd Quintile,Urban regions,Not Working,0.33176,525,1576,0.30850,0.35501
1996,3rd Quintile,Rural regions,Full Time,0.33995,547,1109,0.31206,0.36784
1996,3rd Quintile,Rural regions,Part Time,0.15774,208,1109,0.13627,0.17920
1996,3rd Quintile,Rural regions,Not Working,0.32901,354,1109,0.30134,0.35668
1996,4th Quintile,Urban regions,Full Time,0.42435,945,1794,0.40148,0.44723
1996,4th Quintile,Urban regions,Part Time,0.15233,359,1794,0.13569,0.16896
1996,4th Quintile,Urban regions,Not Working,0.28090,490,1794,0.26010,0.30171
1996,4th Quintile,Rural regions,Full Time,0.40991,501,918,0.37808,0.44174
1996,4th Quintile,Rural regions,Part Time,0.18707,183,918,0.16183,0.21231
1996,4th Quintile,Rural regions,Not Working,0.26170,234,918,0.23325,0.29015
1996,5th Quintile,Urban regions,Full Time,0.50866,1059,1804,0.48558,0.53173
1996,5th Quintile,Urban regions,Part Time,0.16209,347,1804,0.14508,0.17910
1996,5th Quintile,Urban regions,Not Working,0.23232,398,1804,0.21283,0.25182
1996,5th Quintile,Rural regions,Full Time,0.53062,417,638,0.49186,0.56938
1996,5th Quintile,Rural regions,Part Time,0.15848,101,638,0.13012,0.18684
1996,5th Quintile,Rural regions,Not Working,0.21671,120,638,0.18472,0.24871
1997,1st Quintile,Urban regions,Full Time,0.12505,327,1573,0.10870,0.14141
1997,1st Quintile,Urban regions,Part Time,0.14159,314,1573,0.12435,0.15882
1997,1st Quintile,Urban regions,Not Working,0.49657,932,1573,0.47185,0.52128
1997,1st Quintile,Rural regions,Full Time,0.14197,199,818,0.11804,0.16591
1997,1st Quintile,Rural regions,Part Time,0.15390,170,818,0.12916,0.17865
1997,1st Quintile,Rural regions,Not Working,0.45279,449,818,0.41865,0.48692
1997,2nd Quintile,Urban regions,Full Time,0.24022,598,1669,0.21972,0.26073
1997,2nd Quintile,Urban regions,Part Time,0.14687,346,1669,0.12988,0.16386
1997,2nd Quintile,Urban regions,Not Working,0.39731,725,1669,0.37383,0.42080
1997,2nd Quintile,Rural regions,Full Time,0.26719,413,1071,0.24067,0.29370
1997,2nd Quintile,Rural regions,Part Time,0.12605,195,1071,0.10616,0.14594
1997,2nd Quintile,Rural regions,Not Working,0.39545,463,1071,0.36615,0.42474
1997,3rd Quintile,Urban regions,Full Time,0.29642,685,1615,0.27414,0.31870
1997,3rd Quintile,Urban regions,Part Time,0.16723,352,1615,0.14902,0.18543
1997,3rd Quintile,Urban regions,Not Working,0.36112,578,1615,0.33768,0.38455
1997,3rd Quintile,Rural regions,Full Time,0.30514,488,1011,0.27674,0.33354
1997,3rd Quintile,Rural regions,Part Time,0.16900,201,1011,0.14589,0.19212
1997,3rd Quintile,Rural regions,Not Working,0.32181,322,1011,0.29300,0.35062
1997,4th Quintile,Urban regions,Full Time,0.43148,948,1773,0.40842,0.45454
1997,4th Quintile,Urban regions,Part Time,0.15177,355,1773,0.13506,0.16847
1997,4th Quintile,Urban regions,Not Working,0.26874,470,1773,0.24809,0.28938
1997,4th Quintile,Rural regions,Full Time,0.44238,498,885,0.40964,0.47512
1997,4th Quintile,Rural regions,Part Time,0.17557,169,885,0.15049,0.20065
1997,4th Quintile,Rural regions,Not Working,0.26822,218,885,0.23902,0.29743
1997,5th Quintile,Urban regions,Full Time,0.50432,1025,1759,0.48095,0.52769
1997,5th Quintile,Urban regions,Part Time,0.15757,332,1759,0.14054,0.17460
1997,5th Quintile,Urban regions,Not Working,0.23836,402,1759,0.21844,0.25828
1997,5th Quintile,Rural regions,Full Time,0.50757,403,654,0.46923,0.54592
1997,5th Quintile,Rural regions,Part Time,0.15763,109,654,0.12968,0.18558
1997,5th Quintile,Rural regions,Not Working,0.23806,142,654,0.20539,0.27072
1998,1st Quintile,Urban regions,Full Time,0.14419,352,1565,0.12678,0.16160
1998,1st Quintile,Urban regions,Part Time,0.14655,327,1565,0.12903,0.16408
1998,1st Quintile,Urban regions,Not Working,0.46011,886,1565,0.43541,0.48481
1998,1st Quintile,Rural regions,Full Time,0.13242,173,775,0.10854,0.15630
1998,1st Quintile,Rural regions,Part Time,0.14436,165,775,0.11960,0.16912
1998,1st Quintile,Rural regions,Not Working,0.47504,437,775,0.43986,0.51022
1998,2nd Quintile,Urban regions,Full Time,0.22983,522,1546,0.20885,0.25081
1998,2nd Quintile,Urban regions,Part Time,0.16869,367,1546,0.15002,0.18736
1998,2nd Quintile,Urban regions,Not Working,0.38551,657,1546,0.36124,0.40978
1998,2nd Quintile,Rural regions,Full Time,0.25578,370,958,0.22813,0.28342
1998,2nd Quintile,Rural regions,Part Time,0.13388,186,958,0.11230,0.15545
1998,2nd Quintile,Rural regions,Not Working,0.37339,402,958,0.34275,0.40404
1998,3rd Quintile,Urban regions,Full Time,0.29200,635,1542,0.26930,0.31471
1998,3rd Quintile,Urban regions,Part Time,0.16203,336,1542,0.14363,0.18042
1998,3rd Quintile,Urban regions,Not Working,0.37338,571,1542,0.34923,0.39753
1998,3rd Quintile,Rural regions,Full Time,0.31716,475,1039,0.28885,0.34547
1998,3rd Quintile,Rural regions,Part Time,0.14520,201,1039,0.12376,0.16663
1998,3rd Quintile,Rural regions,Not Working,0.37362,363,1039,0.34419,0.40305
1998,4th Quintile,Urban regions,Full Time,0.40789,862,1696,0.38449,0.43129
1998,4th Quintile,Urban regions,Part Time,0.16400,344,1696,0.14638,0.18163
1998,4th Quintile,Urban regions,Not Working,0.29802,490,1696,0.27625,0.31980
1998,4th Quintile,Rural regions,Full Time,0.43162,490,909,0.39940,0.46383
1998,4th Quintile,Rural regions,Part Time,0.16817,192,909,0.14384,0.19250
1998,4th Quintile,Rural regions,Not Working,0.27241,227,909,0.24345,0.30137
1998,5th Quintile,Urban regions,Full Time,0.48342,954,1659,0.45937,0.50748
1998,5th Quintile,Urban regions,Part Time,0.16637,318,1659,0.14844,0.18430
1998,5th Quintile,Urban regions,Not Working,0.24463,387,1659,0.22394,0.26532
1998,5th Quintile,Rural regions,Full Time,0.48522,389,640,0.44647,0.52397
1998,5th Quintile,Rural regions,Part Time,0.14426,112,640,0.11702,0.17151
1998,5th Quintile,Rural regions,Not Working,0.26373,139,640,0.22956,0.29790
1999,1st Quintile,Urban regions,Full Time,0.14739,383,1666,0.13036,0.16442
1999,1st Quintile,Urban regions,Part Time,0.17167,369,1666,0.15355,0.18978
1999,1st Quintile,Urban regions,Not Working,0.43499,914,1666,0.41117,0.45880
1999,1st Quintile,Rural regions,Full Time,0.15299,238,933,0.12988,0.17611
1999,1st Quintile,Rural regions,Part Time,0.14202,199,933,0.11961,0.16443
1999,1st Quintile,Rural regions,Not Working,0.45590,496,933,0.42393,0.48788
1999,2nd Quintile,Urban regions,Full Time,0.24232,613,1735,0.22215,0.26249
1999,2nd Quintile,Urban regions,Part Time,0.18030,405,1735,0.16221,0.19840
1999,2nd Quintile,Urban regions,Not Working,0.38469,717,1735,0.36179,0.40759
1999,2nd Quintile,Rural regions,Full Time,0.25589,430,1137,0.23051,0.28126
1999,2nd Quintile,Rural regions,Part Time,0.14361,238,1137,0.12321,0.16400
1999,2nd Quintile,Rural regions,Not Working,0.39982,469,1137,0.37133,0.42831
1999,3rd Quintile,Urban regions,Full Time,0.30901,708,1717,0.28715,0.33088
1999,3rd Quintile,Urban regions,Part Time,0.17760,398,1717,0.15952,0.19568
1999,3rd Quintile,Urban regions,Not Working,0.34699,611,1717,0.32447,0.36952
1999,3rd Quintile,Rural regions,Full Time,0.32989,512,1109,0.30221,0.35758
1999,3rd Quintile,Rural regions,Part Time,0.16276,229,1109,0.14102,0.18449
1999,3rd Quintile,Rural regions,Not Working,0.31204,368,1109,0.28476,0.33932
1999,4th Quintile,Urban regions,Full Time,0.42445,959,1876,0.40208,0.44682
1999,4th Quintile,Urban regions,Part Time,0.16046,402,1876,0.14384,0.17707
1999,4th Quintile,Urban regions,Not Working,0.27316,515,1876,0.25300,0.29333
1999,4th Quintile,Rural regions,Full Time,0.44021,498,890,0.40758,0.47284
1999,4th Quintile,Rural regions,Part Time,0.15898,167,890,0.13494,0.18301
1999,4th Quintile,Rural regions,Not Working,0.26782,225,890,0.23871,0.29693
1999,5th Quintile,Urban regions,Full Time,0.47969,1091,1900,0.45722,0.50217
1999,5th Quintile,Urban regions,Part Time,0.16924,364,1900,0.15238,0.18611
1999,5th Quintile,Urban regions,Not Working,0.24534,445,1900,0.22599,0.26469
1999,5th Quintile,Rural regions,Full Time,0.46188,402,711,0.42521,0.49856
1999,5th Quintile,Rural regions,Part Time,0.21497,160,711,0.18475,0.24519
1999,5th Quintile,Rural regions,Not Working,0.23696,149,711,0.20568,0.26823
2000,1st Quintile,Urban regions,Full Time,0.13920,338,1605,0.12226,0.15614
2000,1st Quintile,Urban regions,Part Time,0.17481,389,1605,0.15622,0.19339
2000,1st Quintile,Urban regions,Not Working,0.44432,878,1605,0.42000,0.46864
2000,1st Quintile,Rural regions,Full Time,0.15668,237,976,0.13386,0.17950
2000,1st Quintile,Rural regions,Part Time,0.17998,231,976,0.15587,0.20410
2000,1st Quintile,Rural regions,Not Working,0.44277,508,976,0.41159,0.47395
2000,2nd Quintile,Urban regions,Full Time,0.22967,578,1715,0.20975,0.24958
2000,2nd Quintile,Urban regions,Part Time,0.18844,439,1715,0.16992,0.20695
2000,2nd Quintile,Urban regions,Not Working,0.36961,698,1715,0.34675,0.39246
2000,2nd Quintile,Rural regions,Full Time,0.27011,406,1026,0.24293,0.29729
2000,2nd Quintile,Rural regions,Part Time,0.13543,203,1026,0.11448,0.15638
2000,2nd Quintile,Rural regions,Not Working,0.38050,417,1026,0.35078,0.41022
2000,3rd Quintile,Urban regions,Full Time,0.33436,723,1623,0.31140,0.35732
2000,3rd Quintile,Urban regions,Part Time,0.16220,346,1623,0.14426,0.18014
2000,3rd Quintile,Urban regions,Not Working,0.33221,554,1623,0.30929,0.35513
2000,3rd Quintile,Rural regions,Full Time,0.34864,520,1109,0.32058,0.37670
2000,3rd Quintile,Rural regions,Part Time,0.15283,225,1109,0.13164,0.17402
2000,3rd Quintile,Rural regions,Not Working,0.31825,364,1109,0.29083,0.34568
2000,4th Quintile,Urban regions,Full Time,0.42209,955,1811,0.39934,0.44484
2000,4th Quintile,Urban regions,Part Time,0.15690,364,1811,0.14015,0.17366
2000,4th Quintile,Urban regions,Not Working,0.27416,492,1811,0.25361,0.29472
2000,4th Quintile,Rural regions,Full Time,0.42453,494,881,0.39188,0.45719
2000,4th Quintile,Rural regions,Part Time,0.16468,180,881,0.14017,0.18918
2000,4th Quintile,Rural regions,Not Working,0.26590,207,881,0.23671,0.29509
2000,5th Quintile,Urban regions,Full Time,0.48508,1085,1872,0.46243,0.50772
2000,5th Quintile,Urban regions,Part Time,0.17498,384,1872,0.15776,0.19219
2000,5th Quintile,Urban regions,Not Working,0.22553,403,1872,0.20659,0.24447
2000,5th Quintile,Rural regions,Full Time,0.51503,407,667,0.47708,0.55299
2000,5th Quintile,Rural regions,Part Time,0.18028,126,667,0.15108,0.20948
2000,5th Quintile,Rural regions,Not Working,0.22516,134,667,0.19344,0.25688
2001,1st Quintile,Urban regions,Full Time,0.13147,461,2452,0.11809,0.14484
2001,1st Quintile,Urban regions,Part Time,0.19702,635,2452,0.18127,0.21276
2001,1st Quintile,Urban regions,Not Working,0.43980,1356,2452,0.42015,0.45946
2001,1st Quintile,Rural regions,Full Time,0.14691,311,1428,0.12855,0.16528
2001,1st Quintile,Rural regions,Part Time,0.16773,331,1428,0.14834,0.18712
2001,1st Quintile,Rural regions,Not Working,0.45199,786,1428,0.42617,0.47782
2001,2nd Quintile,Urban regions,Full Time,0.26134,918,2620,0.24451,0.27817
2001,2nd Quintile,Urban regions,Part Time,0.16702,597,2620,0.15273,0.18130
2001,2nd Quintile,Urban regions,Not Working,0.35537,1105,2620,0.33704,0.37370
2001,2nd Quintile,Rural regions,Full Time,0.25422,582,1730,0.23370,0.27475
2001,2nd Quintile,Rural regions,Part Time,0.16185,372,1730,0.14448,0.17921
2001,2nd Quintile,Rural regions,Not Working,0.38526,776,1730,0.36232,0.40819
2001,3rd Quintile,Urban regions,Full Time,0.33814,1173,2845,0.32076,0.35553
2001,3rd Quintile,Urban regions,Part Time,0.17014,640,2845,0.15633,0.18394
2001,3rd Quintile,Urban regions,Not Working,0.32017,1032,2845,0.30303,0.33732
2001,3rd Quintile,Rural regions,Full Time,0.36681,777,1696,0.34387,0.38976
2001,3rd Quintile,Rural regions,Part Time,0.14418,328,1696,0.12746,0.16091
2001,3rd Quintile,Rural regions,Not Working,0.32413,591,1696,0.30185,0.34642
2001,4th Quintile,Urban regions,Full Time,0.40603,1458,2996,0.38845,0.42362
2001,4th Quintile,Urban regions,Part Time,0.17607,639,2996,0.16243,0.18971
2001,4th Quintile,Urban regions,Not Working,0.27041,899,2996,0.25450,0.28632
2001,4th Quintile,Rural regions,Full Time,0.43165,837,1619,0.40752,0.45579
2001,4th Quintile,Rural regions,Part Time,0.18427,343,1619,0.16537,0.20316
2001,4th Quintile,Rural regions,Not Working,0.25164,439,1619,0.23049,0.27278
2001,5th Quintile,Urban regions,Full Time,0.48546,1878,3420,0.46871,0.50222
2001,5th Quintile,Urban regions,Part Time,0.17609,706,3420,0.16332,0.18886
2001,5th Quintile,Urban regions,Not Working,0.23326,836,3420,0.21909,0.24744
2001,5th Quintile,Rural regions,Full Time,0.52683,665,1112,0.49747,0.55619
2001,5th Quintile,Rural regions,Part Time,0.16577,204,1112,0.14390,0.18764
2001,5th Quintile,Rural regions,Not Working,0.22217,243,1112,0.19773,0.24662
2002,1st Quintile,Urban regions,Full Time,0.12969,382,2171,0.11556,0.14383
2002,1st Quintile,Urban regions,Part Time,0.19076,560,2171,0.17423,0.20729
2002,1st Quintile,Urban regions,Not Working,0.45377,1229,2171,0.43282,0.47471
2002,1st Quintile,Rural regions,Full Time,0.14206,261,1298,0.12306,0.16106
2002,1st Quintile,Rural regions,Part Time,0.18642,311,1298,0.16523,0.20762
2002,1st Quintile,Rural regions,Not Working,0.45104,726,1298,0.42396,0.47812
2002,2nd Quintile,Urban regions,Full Time,0.24205,756,2375,0.22482,0.25928
2002,2nd Quintile,Urban regions,Part Time,0.16615,528,2375,0.15117,0.18112
2002,2nd Quintile,Urban regions,Not Working,0.38866,1091,2375,0.36905,0.40827
2002,2nd Quintile,Rural regions,Full Time,0.23818,480,1548,0.21696,0.25941
2002,2nd Quintile,Rural regions,Part Time,0.16355,327,1548,0.14512,0.18198
2002,2nd Quintile,Rural regions,Not Working,0.40703,741,1548,0.38255,0.43151
2002,3rd Quintile,Urban regions,Full Time,0.30571,977,2579,0.28792,0.32349
2002,3rd Quintile,Urban regions,Part Time,0.18835,621,2579,0.17326,0.20345
2002,3rd Quintile,Urban regions,Not Working,0.31699,981,2579,0.29903,0.33495
2002,3rd Quintile,Rural regions,Full Time,0.34687,622,1461,0.32246,0.37129
2002,3rd Quintile,Rural regions,Part Time,0.14858,284,1461,0.13033,0.16682
2002,3rd Quintile,Rural regions,Not Working,0.32861,555,1461,0.30452,0.35271
2002,4th Quintile,Urban regions,Full Time,0.39575,1292,2759,0.37750,0.41400
2002,4th Quintile,Urban regions,Part Time,0.18570,645,2759,0.17119,0.20021
2002,4th Quintile,Urban regions,Not Working,0.27822,822,2759,0.26149,0.29494
2002,4th Quintile,Rural regions,Full Time,0.41191,794,1610,0.38786,0.43596
2002,4th Quintile,Rural regions,Part Time,0.18250,371,1610,0.16362,0.20137
2002,4th Quintile,Rural regions,Not Working,0.26559,445,1610,0.24401,0.28717
2002,5th Quintile,Urban regions,Full Time,0.49655,2047,3688,0.48041,0.51269
2002,5th Quintile,Urban regions,Part Time,0.16730,758,3688,0.15525,0.17934
2002,5th Quintile,Urban regions,Not Working,0.25200,883,3688,0.23799,0.26602
2002,5th Quintile,Rural regions,Full Time,0.53893,782,1311,0.51193,0.56592
2002,5th Quintile,Rural regions,Part Time,0.17984,264,1311,0.15904,0.20064
2002,5th Quintile,Rural regions,Not Working,0.19985,265,1311,0.17820,0.22151
2003,1st Quintile,Urban regions,Full Time,0.11299,339,2190,0.09972,0.12625
2003,1st Quintile,Urban regions,Part Time,0.19605,596,2190,0.17942,0.21268
2003,1st Quintile,Urban regions,Not Working,0.47490,1255,2190,0.45398,0.49582
2003,1st Quintile,Rural regions,Full Time,0.12874,222,1220,0.10994,0.14754
2003,1st Quintile,Rural regions,Part Time,0.18340,300,1220,0.16167,0.20512
2003,1st Quintile,Rural regions,Not Working,0.47212,698,1220,0.44409,0.50014
2003,2nd Quintile,Urban regions,Full Time,0.24280,706,2302,0.22528,0.26032
2003,2nd Quintile,Urban regions,Part Time,0.16820,528,2302,0.15291,0.18348
2003,2nd Quintile,Urban regions,Not Working,0.37894,1068,2302,0.35912,0.39876
2003,2nd Quintile,Rural regions,Full Time,0.24170,507,1559,0.22044,0.26295
2003,2nd Quintile,Rural regions,Part Time,0.15085,307,1559,0.13308,0.16862
2003,2nd Quintile,Rural regions,Not Working,0.42216,745,1559,0.39763,0.44668
2003,3rd Quintile,Urban regions,Full Time,0.30566,978,2576,0.28786,0.32345
2003,3rd Quintile,Urban regions,Part Time,0.18553,624,2576,0.17052,0.20055
2003,3rd Quintile,Urban regions,Not Working,0.32318,974,2576,0.30511,0.34124
2003,3rd Quintile,Rural regions,Full Time,0.32925,614,1493,0.30541,0.35310
2003,3rd Quintile,Rural regions,Part Time,0.17423,324,1493,0.15498,0.19347
2003,3rd Quintile,Rural regions,Not Working,0.32627,555,1493,0.30248,0.35006
2003,4th Quintile,Urban regions,Full Time,0.39641,1342,2908,0.37863,0.41419
2003,4th Quintile,Urban regions,Part Time,0.18732,687,2908,0.17314,0.20151
2003,4th Quintile,Urban regions,Not Working,0.27659,879,2908,0.26033,0.29286
2003,4th Quintile,Rural regions,Full Time,0.41999,785,1557,0.39547,0.44451
2003,4th Quintile,Rural regions,Part Time,0.18406,333,1557,0.16480,0.20331
2003,4th Quintile,Rural regions,Not Working,0.25932,439,1557,0.23754,0.28110
2003,5th Quintile,Urban regions,Full Time,0.47495,2534,4785,0.46080,0.48910
2003,5th Quintile,Urban regions,Part Time,0.17994,1079,4785,0.16905,0.19082
2003,5th Quintile,Urban regions,Not Working,0.24479,1172,4785,0.23261,0.25698
2003,5th Quintile,Rural regions,Full Time,0.49392,887,1572,0.46920,0.51864
2003,5th Quintile,Rural regions,Part Time,0.19201,336,1572,0.17253,0.21149
2003,5th Quintile,Rural regions,Not Working,0.21801,349,1572,0.19759,0.23842
2004,1st Quintile,Urban regions,Full Time,0.12492,341,2072,0.11068,0.13916
2004,1st Quintile,Urban regions,Part Time,0.19692,518,2072,0.17980,0.21405
2004,1st Quintile,Urban regions,Not Working,0.46503,1213,2072,0.44355,0.48651
2004,1st Quintile,Rural regions,Full Time,0.13546,210,1194,0.11604,0.15488
2004,1st Quintile,Rural regions,Part Time,0.18322,308,1194,0.16127,0.20517
2004,1st Quintile,Rural regions,Not Working,0.46754,676,1194,0.43922,0.49585
2004,2nd Quintile,Urban regions,Full Time,0.22286,686,2317,0.20591,0.23981
2004,2nd Quintile,Urban regions,Part Time,0.18247,555,2317,0.16674,0.19820
2004,2nd Quintile,Urban regions,Not Working,0.38631,1076,2317,0.36648,0.40614
2004,2nd Quintile,Rural regions,Full Time,0.23792,436,1469,0.21613,0.25970
2004,2nd Quintile,Rural regions,Part Time,0.16360,294,1469,0.14468,0.18252
2004,2nd Quintile,Rural regions,Not Working,0.43112,739,1469,0.40579,0.45646
2004,3rd Quintile,Urban regions,Full Time,0.29617,900,2520,0.27834,0.31400
2004,3rd Quintile,Urban regions,Part Time,0.18540,619,2520,0.17022,0.20058
2004,3rd Quintile,Urban regions,Not Working,0.34029,1001,2520,0.32179,0.35880
2004,3rd Quintile,Rural regions,Full Time,0.33048,598,1495,0.30663,0.35433
2004,3rd Quintile,Rural regions,Part Time,0.16996,327,1495,0.15091,0.18900
2004,3rd Quintile,Rural regions,Not Working,0.34555,570,1495,0.32144,0.36966
2004,4th Quintile,Urban regions,Full Time,0.38101,1273,2848,0.36317,0.39885
2004,4th Quintile,Urban regions,Part Time,0.18478,675,2848,0.17053,0.19904
2004,4th Quintile,Urban regions,Not Working,0.29163,900,2848,0.27494,0.30833
2004,4th Quintile,Rural regions,Full Time,0.40045,722,1498,0.37563,0.42527
2004,4th Quintile,Rural regions,Part Time,0.18633,342,1498,0.16660,0.20605
2004,4th Quintile,Rural regions,Not Working,0.27128,434,1498,0.24876,0.29380
2004,5th Quintile,Urban regions,Full Time,0.48082,2420,4618,0.46641,0.49524
2004,5th Quintile,Urban regions,Part Time,0.17484,1016,4618,0.16388,0.18580
2004,5th Quintile,Urban regions,Not Working,0.25073,1182,4618,0.23823,0.26324
2004,5th Quintile,Rural regions,Full Time,0.49173,873,1580,0.46707,0.51639
2004,5th Quintile,Rural regions,Part Time,0.19940,354,1580,0.17969,0.21911
2004,5th Quintile,Rural regions,Not Working,0.21202,353,1580,0.19186,0.23218
2005,1st Quintile,Urban regions,Full Time,0.13388,327,2053,0.11915,0.14862
2005,1st Quintile,Urban regions,Part Time,0.20362,539,2053,0.18620,0.22105
2005,1st Quintile,Urban regions,Not Working,0.45048,1187,2053,0.42895,0.47201
2005,1st Quintile,Rural regions,Full Time,0.12177,180,1102,0.10245,0.14108
2005,1st Quintile,Rural regions,Part Time,0.20496,266,1102,0.18111,0.22880
2005,1st Quintile,Rural regions,Not Working,0.46199,656,1102,0.43254,0.49143
2005,2nd Quintile,Urban regions,Full Time,0.22790,609,2201,0.21038,0.24543
2005,2nd Quintile,Urban regions,Part Time,0.18117,533,2201,0.16508,0.19727
2005,2nd Quintile,Urban regions,Not Working,0.40651,1059,2201,0.38598,0.42703
2005,2nd Quintile,Rural regions,Full Time,0.23760,416,1432,0.21555,0.25965
2005,2nd Quintile,Rural regions,Part Time,0.17097,297,1432,0.15146,0.19047
2005,2nd Quintile,Rural regions,Not Working,0.42112,719,1432,0.39553,0.44670
2005,3rd Quintile,Urban regions,Full Time,0.30998,867,2326,0.29118,0.32878
2005,3rd Quintile,Urban regions,Part Time,0.19343,565,2326,0.17737,0.20948
2005,3rd Quintile,Urban regions,Not Working,0.31242,894,2326,0.29358,0.33126
2005,3rd Quintile,Rural regions,Full Time,0.33072,546,1432,0.30634,0.35509
2005,3rd Quintile,Rural regions,Part Time,0.19467,330,1432,0.17416,0.21519
2005,3rd Quintile,Rural regions,Not Working,0.32139,556,1432,0.29719,0.34558
2005,4th Quintile,Urban regions,Full Time,0.39224,1249,2798,0.37414,0.41033
2005,4th Quintile,Urban regions,Part Time,0.19075,646,2798,0.17618,0.20531
2005,4th Quintile,Urban regions,Not Working,0.29174,903,2798,0.27489,0.30858
2005,4th Quintile,Rural regions,Full Time,0.40469,708,1505,0.37989,0.42950
2005,4th Quintile,Rural regions,Part Time,0.17668,346,1505,0.15741,0.19596
2005,4th Quintile,Rural regions,Not Working,0.28313,451,1505,0.26037,0.30590
2005,5th Quintile,Urban regions,Full Time,0.49324,2333,4404,0.47847,0.50801
2005,5th Quintile,Urban regions,Part Time,0.17168,944,4404,0.16055,0.18282
2005,5th Quintile,Urban regions,Not Working,0.23689,1127,4404,0.22433,0.24945
2005,5th Quintile,Rural regions,Full Time,0.49324,798,1443,0.46743,0.51904
2005,5th Quintile,Rural regions,Part Time,0.20822,345,1443,0.18726,0.22917
2005,5th Quintile,Rural regions,Not Working,0.20236,300,1443,0.18163,0.22310
2006,1st Quintile,Urban regions,Full Time,0.12323,287,1948,0.10863,0.13784
2006,1st Quintile,Urban regions,Part Time,0.20351,514,1948,0.18563,0.22140
2006,1st Quintile,Urban regions,Not Working,0.48510,1147,1948,0.46290,0.50730
2006,1st Quintile,Rural regions,Full Time,0.13359,171,1072,0.11321,0.15396
2006,1st Quintile,Rural regions,Part Time,0.22144,290,1072,0.19657,0.24631
2006,1st Quintile,Rural regions,Not Working,0.44485,611,1072,0.41509,0.47461
2006,2nd Quintile,Urban regions,Full Time,0.21352,540,2048,0.19577,0.23127
2006,2nd Quintile,Urban regions,Part Time,0.18803,488,2048,0.17111,0.20496
2006,2nd Quintile,Urban regions,Not Working,0.40609,1020,2048,0.38482,0.42737
2006,2nd Quintile,Rural regions,Full Time,0.24903,395,1336,0.22583,0.27223
2006,2nd Quintile,Rural regions,Part Time,0.16206,274,1336,0.14229,0.18183
2006,2nd Quintile,Rural regions,Not Working,0.41541,667,1336,0.38897,0.44184
2006,3rd Quintile,Urban regions,Full Time,0.32032,847,2219,0.30091,0.33974
2006,3rd Quintile,Urban regions,Part Time,0.19173,527,2219,0.17535,0.20812
2006,3rd Quintile,Urban regions,Not Working,0.30832,845,2219,0.28910,0.32754
2006,3rd Quintile,Rural regions,Full Time,0.31145,516,1420,0.28735,0.33554
2006,3rd Quintile,Rural regions,Part Time,0.18418,314,1420,0.16401,0.20435
2006,3rd Quintile,Rural regions,Not Working,0.35619,590,1420,0.33127,0.38111
2006,4th Quintile,Urban regions,Full Time,0.39396,1211,2680,0.37546,0.41246
2006,4th Quintile,Urban regions,Part Time,0.18329,599,2680,0.16864,0.19795
2006,4th Quintile,Urban regions,Not Working,0.28393,870,2680,0.26685,0.30100
2006,4th Quintile,Rural regions,Full Time,0.37897,607,1352,0.35310,0.40484
2006,4th Quintile,Rural regions,Part Time,0.18967,304,1352,0.16877,0.21058
2006,4th Quintile,Rural regions,Not Working,0.28690,441,1352,0.26278,0.31102
2006,5th Quintile,Urban regions,Full Time,0.50649,2177,4164,0.49131,0.52168
2006,5th Quintile,Urban regions,Part Time,0.16139,860,4164,0.15021,0.17257
2006,5th Quintile,Urban regions,Not Working,0.24169,1127,4164,0.22869,0.25470
2006,5th Quintile,Rural regions,Full Time,0.51316,779,1411,0.48707,0.53924
2006,5th Quintile,Rural regions,Part Time,0.18119,314,1411,0.16109,0.20130
2006,5th Quintile,Rural regions,Not Working,0.21301,318,1411,0.19163,0.23438
2007,1st Quintile,Urban regions,Full Time,0.11675,287,2077,0.10294,0.13057
2007,1st Quintile,Urban regions,Part Time,0.21386,560,2077,0.19622,0.23150
2007,1st Quintile,Urban regions,Not Working,0.48435,1230,2077,0.46285,0.50585
2007,1st Quintile,Rural regions,Full Time,0.14395,203,1206,0.12412,0.16377
2007,1st Quintile,Rural regions,Part Time,0.20261,298,1206,0.17992,0.22531
2007,1st Quintile,Rural regions,Not Working,0.48560,705,1206,0.45738,0.51382
2007,2nd Quintile,Urban regions,Full Time,0.21699,601,2180,0.19968,0.23430
2007,2nd Quintile,Urban regions,Part Time,0.18428,518,2180,0.16800,0.20056
2007,2nd Quintile,Urban regions,Not Working,0.40967,1061,2180,0.38902,0.43032
2007,2nd Quintile,Rural regions,Full Time,0.24596,413,1415,0.22351,0.26841
2007,2nd Quintile,Rural regions,Part Time,0.16525,304,1415,0.14589,0.18461
2007,2nd Quintile,Rural regions,Not Working,0.40498,698,1415,0.37939,0.43056
2007,3rd Quintile,Urban regions,Full Time,0.30902,874,2396,0.29051,0.32753
2007,3rd Quintile,Urban regions,Part Time,0.18405,550,2396,0.16853,0.19957
2007,3rd Quintile,Urban regions,Not Working,0.33655,972,2396,0.31762,0.35547
