year,bula_h,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,North Rhine-Westphalia,1st Quintile,Full Time,0.17604,111,505,0.14279,0.20929
1997,North Rhine-Westphalia,1st Quintile,Part Time,0.16824,102,505,0.13558,0.20090
1997,North Rhine-Westphalia,1st Quintile,Not Working,0.65572,292,505,0.61424,0.69720
1997,North Rhine-Westphalia,2nd Quintile,Full Time,0.32200,194,530,0.28219,0.36182
1997,North Rhine-Westphalia,2nd Quintile,Part Time,0.19886,113,530,0.16485,0.23287
1997,North Rhine-Westphalia,2nd Quintile,Not Working,0.47914,223,530,0.43657,0.52171
1997,North Rhine-Westphalia,3rd Quintile,Full Time,0.32351,176,468,0.28108,0.36594
1997,North Rhine-Westphalia,3rd Quintile,Part Time,0.22423,114,468,0.18640,0.26205
1997,North Rhine-Westphalia,3rd Quintile,Not Working,0.45226,178,468,0.40712,0.49741
1997,North Rhine-Westphalia,4th Quintile,Full Time,0.52255,253,471,0.47740,0.56771
1997,North Rhine-Westphalia,4th Quintile,Part Time,0.17789,95,471,0.14332,0.21247
1997,North Rhine-Westphalia,4th Quintile,Not Working,0.29955,123,471,0.25814,0.34097
1997,North Rhine-Westphalia,5th Quintile,Full Time,0.58974,319,533,0.54794,0.63154
1997,North Rhine-Westphalia,5th Quintile,Part Time,0.17645,103,533,0.14406,0.20884
1997,North Rhine-Westphalia,5th Quintile,Not Working,0.23381,111,533,0.19784,0.26978
1997,Hesse,1st Quintile,Part Time,0.14801,31,133,0.08743,0.20859
1997,Hesse,1st Quintile,Not Working,0.74465,102,133,0.67025,0.81904
1997,Hesse,2nd Quintile,Full Time,0.25088,50,150,0.18127,0.32049
1997,Hesse,2nd Quintile,Part Time,0.17943,34,150,0.11782,0.24105
1997,Hesse,2nd Quintile,Not Working,0.56968,66,150,0.49018,0.64919
1997,Hesse,3rd Quintile,Full Time,0.34732,74,164,0.27423,0.42042
1997,Hesse,3rd Quintile,Part Time,0.18150,35,164,0.12233,0.24067
1997,Hesse,3rd Quintile,Not Working,0.47118,55,164,0.39455,0.54781
1997,Hesse,4th Quintile,Full Time,0.52863,86,164,0.45200,0.60527
1997,Hesse,4th Quintile,Part Time,0.17630,37,164,0.11779,0.23480
1997,Hesse,4th Quintile,Not Working,0.29507,41,164,0.22506,0.36509
1997,Hesse,5th Quintile,Full Time,0.49452,113,210,0.42674,0.56231
1997,Hesse,5th Quintile,Part Time,0.20632,45,210,0.15146,0.26119
1997,Hesse,5th Quintile,Not Working,0.29915,52,210,0.23707,0.36123
1997,"Rhineland-Palatinate, Saarland",1st Quintile,Full Time,0.17830,31,113,0.10741,0.24919
1997,"Rhineland-Palatinate, Saarland",1st Quintile,Not Working,0.62312,82,113,0.53337,0.71287
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,Full Time,0.34527,48,113,0.25721,0.43332
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Working,0.51906,65,113,0.42653,0.61160
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,Full Time,0.38200,61,120,0.29470,0.46930
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Working,0.48237,59,120,0.39259,0.57215
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Full Time,0.42604,71,154,0.34769,0.50440
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Part Time,0.20300,35,154,0.13927,0.26674
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Not Working,0.37095,48,154,0.29441,0.44750
1997,"Rhineland-Palatinate, Saarland",5th Quintile,Full Time,0.48976,74,113,0.39718,0.58234
1997,"Rhineland-Palatinate, Saarland",5th Quintile,Not Working,0.35514,39,113,0.26651,0.44377
1997,Baden-Wuerttemberg,1st Quintile,Full Time,0.18492,76,338,0.14347,0.22637
1997,Baden-Wuerttemberg,1st Quintile,Part Time,0.23805,72,338,0.19258,0.28352
1997,Baden-Wuerttemberg,1st Quintile,Not Working,0.57703,190,338,0.52428,0.62977
1997,Baden-Wuerttemberg,2nd Quintile,Full Time,0.31919,104,321,0.26812,0.37027
1997,Baden-Wuerttemberg,2nd Quintile,Part Time,0.18624,75,321,0.14358,0.22889
1997,Baden-Wuerttemberg,2nd Quintile,Not Working,0.49457,142,321,0.43979,0.54935
1997,Baden-Wuerttemberg,3rd Quintile,Full Time,0.32798,125,337,0.27778,0.37818
1997,Baden-Wuerttemberg,3rd Quintile,Part Time,0.21406,89,337,0.17020,0.25791
1997,Baden-Wuerttemberg,3rd Quintile,Not Working,0.45796,123,337,0.40469,0.51123
1997,Baden-Wuerttemberg,4th Quintile,Full Time,0.50418,208,378,0.45371,0.55465
1997,Baden-Wuerttemberg,4th Quintile,Part Time,0.20375,86,378,0.16309,0.24441
1997,Baden-Wuerttemberg,4th Quintile,Not Working,0.29206,84,378,0.24616,0.33796
1997,Baden-Wuerttemberg,5th Quintile,Full Time,0.51369,187,331,0.45976,0.56762
1997,Baden-Wuerttemberg,5th Quintile,Part Time,0.20301,69,331,0.15961,0.24641
1997,Baden-Wuerttemberg,5th Quintile,Not Working,0.28330,75,331,0.23468,0.33191
1997,Bavaria,1st Quintile,Full Time,0.15523,43,215,0.10671,0.20375
1997,Bavaria,1st Quintile,Part Time,0.19841,38,215,0.14498,0.25185
1997,Bavaria,1st Quintile,Not Working,0.64636,134,215,0.58230,0.71042
1997,Bavaria,2nd Quintile,Full Time,0.26661,106,303,0.21674,0.31648
1997,Bavaria,2nd Quintile,Part Time,0.24241,77,303,0.19408,0.29075
1997,Bavaria,2nd Quintile,Not Working,0.49098,120,303,0.43459,0.54736
1997,Bavaria,3rd Quintile,Full Time,0.33656,143,317,0.28446,0.38867
1997,Bavaria,3rd Quintile,Part Time,0.27192,81,317,0.22286,0.32098
1997,Bavaria,3rd Quintile,Not Working,0.39152,93,317,0.33770,0.44533
1997,Bavaria,4th Quintile,Full Time,0.50368,192,370,0.45266,0.55469
1997,Bavaria,4th Quintile,Part Time,0.18299,77,370,0.14353,0.22244
1997,Bavaria,4th Quintile,Not Working,0.31334,101,370,0.26601,0.36067
1997,Bavaria,5th Quintile,Full Time,0.54428,244,418,0.49647,0.59208
1997,Bavaria,5th Quintile,Part Time,0.18714,79,418,0.14970,0.22457
1997,Bavaria,5th Quintile,Not Working,0.26859,95,418,0.22604,0.31113
1997,Berlin,1st Quintile,Not Working,0.54395,51,51,0.40589,0.68200
1997,Berlin,2nd Quintile,Not Working,0.55271,32,32,0.37768,0.72775
1997,Berlin,3rd Quintile,Full Time,0.36956,48,86,0.26694,0.47217
1997,Berlin,3rd Quintile,Not Working,0.40975,38,86,0.30520,0.51430
1997,Berlin,4th Quintile,Full Time,0.56291,71,71,0.44671,0.67911
1997,Berlin,5th Quintile,Full Time,0.60572,75,75,0.49438,0.71707
1997,Brandenburg,1st Quintile,Not Working,0.54702,53,53,0.41172,0.68232
1997,Brandenburg,2nd Quintile,Full Time,0.37574,73,163,0.30116,0.45032
1997,Brandenburg,2nd Quintile,Not Working,0.53004,90,163,0.45319,0.60690
1997,Brandenburg,3rd Quintile,Full Time,0.46698,69,111,0.37375,0.56022
1997,Brandenburg,3rd Quintile,Not Working,0.38303,42,111,0.29218,0.47387
1997,Brandenburg,4th Quintile,Full Time,0.50644,51,51,0.36786,0.64502
1997,Brandenburg,5th Quintile,Full Time,0.67071,51,51,0.54045,0.80098
1997,Mecklenburg-Western Pomerania,1st Quintile,Not Working,0.66477,43,43,0.52199,0.80754
1997,Mecklenburg-Western Pomerania,2nd Quintile,Full Time,0.37899,44,87,0.27646,0.48153
1997,Mecklenburg-Western Pomerania,2nd Quintile,Not Working,0.47281,43,87,0.36729,0.57833
1997,Mecklenburg-Western Pomerania,3rd Quintile,Full Time,0.59374,42,42,0.44341,0.74408
1997,Mecklenburg-Western Pomerania,4th Quintile,Full Time,0.47975,44,44,0.33042,0.62907
1997,Mecklenburg-Western Pomerania,5th Quintile,Full Time,0.60012,36,36,0.43782,0.76242
1997,Saxony,1st Quintile,Full Time,0.23783,62,221,0.18157,0.29409
1997,Saxony,1st Quintile,Part Time,0.18410,43,221,0.13289,0.23532
1997,Saxony,1st Quintile,Not Working,0.57807,116,221,0.51281,0.64333
1997,Saxony,2nd Quintile,Full Time,0.34373,136,319,0.29153,0.39594
1997,Saxony,2nd Quintile,Part Time,0.13651,47,319,0.09878,0.17425
1997,Saxony,2nd Quintile,Not Working,0.51975,136,319,0.46484,0.57467
1997,Saxony,3rd Quintile,Full Time,0.45993,140,267,0.40003,0.51982
1997,Saxony,3rd Quintile,Part Time,0.12995,38,267,0.08954,0.17036
1997,Saxony,3rd Quintile,Not Working,0.41012,89,267,0.35101,0.46923
1997,Saxony,4th Quintile,Full Time,0.61476,118,159,0.53888,0.69064
1997,Saxony,4th Quintile,Not Working,0.24185,41,159,0.17508,0.30862
1997,Saxony,5th Quintile,Full Time,0.71273,67,67,0.60356,0.82189
1997,Saxony-Anhalt,1st Quintile,Not Working,0.60044,68,68,0.48316,0.71773
1997,Saxony-Anhalt,2nd Quintile,Full Time,0.32174,63,134,0.24235,0.40113
1997,Saxony-Anhalt,2nd Quintile,Not Working,0.54237,71,134,0.45770,0.62704
1997,Saxony-Anhalt,3rd Quintile,Full Time,0.45769,90,135,0.37334,0.54205
1997,Saxony-Anhalt,3rd Quintile,Not Working,0.38475,45,135,0.30237,0.46713
1997,Saxony-Anhalt,4th Quintile,Full Time,0.58812,100,139,0.50600,0.67023
1997,Saxony-Anhalt,4th Quintile,Not Working,0.28077,39,139,0.20579,0.35574
1997,Saxony-Anhalt,5th Quintile,Full Time,0.56293,33,33,0.39107,0.73480
1997,Thuringa,1st Quintile,Full Time,0.16571,36,149,0.10581,0.22562
1997,Thuringa,1st Quintile,Part Time,0.24145,34,149,0.17250,0.31040
1997,Thuringa,1st Quintile,Not Working,0.59284,79,149,0.51368,0.67199
1997,Thuringa,2nd Quintile,Full Time,0.44172,76,140,0.35916,0.52427
1997,Thuringa,2nd Quintile,Not Working,0.40497,64,140,0.32336,0.48657
1997,Thuringa,3rd Quintile,Full Time,0.44037,84,140,0.35784,0.52289
1997,Thuringa,3rd Quintile,Not Working,0.41544,56,140,0.33352,0.49737
1997,Thuringa,4th Quintile,Full Time,0.55316,82,117,0.46268,0.64363
1997,Thuringa,4th Quintile,Not Working,0.31985,35,117,0.23497,0.40473
1997,Thuringa,5th Quintile,Full Time,0.66476,31,31,0.49583,0.83369
1998,Schleswig-Holstein,4th Quintile,Full Time,0.60238,35,35,0.43787,0.76689
1998,Schleswig-Holstein,5th Quintile,Full Time,0.47329,35,35,0.30547,0.64112
1998,Lower Saxony,1st Quintile,Full Time,0.12224,32,192,0.07579,0.16870
1998,Lower Saxony,1st Quintile,Part Time,0.18477,39,192,0.12973,0.23981
1998,Lower Saxony,1st Quintile,Not Working,0.69299,121,192,0.62758,0.75841
1998,Lower Saxony,2nd Quintile,Full Time,0.19284,51,195,0.13732,0.24836
1998,Lower Saxony,2nd Quintile,Part Time,0.19788,46,195,0.14182,0.25395
1998,Lower Saxony,2nd Quintile,Not Working,0.60927,98,195,0.54062,0.67793
1998,Lower Saxony,3rd Quintile,Full Time,0.41436,85,185,0.34318,0.48554
1998,Lower Saxony,3rd Quintile,Part Time,0.22121,50,185,0.16123,0.28118
1998,Lower Saxony,3rd Quintile,Not Working,0.36444,50,185,0.29490,0.43398
1998,Lower Saxony,4th Quintile,Full Time,0.50772,115,215,0.44074,0.57470
1998,Lower Saxony,4th Quintile,Part Time,0.20194,49,215,0.14816,0.25573
1998,Lower Saxony,4th Quintile,Not Working,0.29033,51,215,0.22952,0.35115
1998,Lower Saxony,5th Quintile,Full Time,0.56912,121,206,0.50133,0.63691
1998,Lower Saxony,5th Quintile,Part Time,0.15027,34,206,0.10135,0.19919
1998,Lower Saxony,5th Quintile,Not Working,0.28061,51,206,0.21910,0.34211
1998,North Rhine-Westphalia,1st Quintile,Full Time,0.19065,116,545,0.15764,0.22366
1998,North Rhine-Westphalia,1st Quintile,Part Time,0.18913,120,545,0.15622,0.22204
1998,North Rhine-Westphalia,1st Quintile,Not Working,0.62022,309,545,0.57943,0.66100
1998,North Rhine-Westphalia,2nd Quintile,Full Time,0.31088,139,399,0.26541,0.35636
1998,North Rhine-Westphalia,2nd Quintile,Part Time,0.22145,90,399,0.18066,0.26225
1998,North Rhine-Westphalia,2nd Quintile,Not Working,0.46766,170,399,0.41864,0.51668
1998,North Rhine-Westphalia,3rd Quintile,Full Time,0.34800,174,447,0.30380,0.39221
1998,North Rhine-Westphalia,3rd Quintile,Part Time,0.17954,96,447,0.14392,0.21516
1998,North Rhine-Westphalia,3rd Quintile,Not Working,0.47245,177,447,0.42612,0.51879
1998,North Rhine-Westphalia,4th Quintile,Full Time,0.50552,247,470,0.46027,0.55077
1998,North Rhine-Westphalia,4th Quintile,Part Time,0.17410,94,470,0.13978,0.20842
1998,North Rhine-Westphalia,4th Quintile,Not Working,0.32038,129,470,0.27815,0.36262
1998,North Rhine-Westphalia,5th Quintile,Full Time,0.56220,326,543,0.52043,0.60397
1998,North Rhine-Westphalia,5th Quintile,Part Time,0.19156,103,543,0.15843,0.22469
1998,North Rhine-Westphalia,5th Quintile,Not Working,0.24624,114,543,0.20997,0.28251
1998,Hesse,1st Quintile,Full Time,0.18146,33,158,0.12117,0.24175
1998,Hesse,1st Quintile,Part Time,0.16856,31,158,0.11000,0.22712
1998,Hesse,1st Quintile,Not Working,0.64998,94,158,0.57537,0.72459
1998,Hesse,2nd Quintile,Full Time,0.25500,56,170,0.18928,0.32071
1998,Hesse,2nd Quintile,Part Time,0.21852,46,170,0.15622,0.28083
1998,Hesse,2nd Quintile,Not Working,0.52648,68,170,0.45120,0.60176
1998,Hesse,3rd Quintile,Full Time,0.26152,48,101,0.17539,0.34766
1998,Hesse,3rd Quintile,Not Working,0.51787,53,101,0.41994,0.61581
1998,Hesse,4th Quintile,Full Time,0.46250,85,172,0.38777,0.53723
1998,Hesse,4th Quintile,Part Time,0.28749,46,172,0.21965,0.35532
1998,Hesse,4th Quintile,Not Working,0.25001,41,172,0.18511,0.31492
1998,Hesse,5th Quintile,Full Time,0.48122,101,191,0.41017,0.55226
1998,Hesse,5th Quintile,Part Time,0.20342,41,191,0.14618,0.26066
1998,Hesse,5th Quintile,Not Working,0.31536,49,191,0.24929,0.38143
1998,"Rhineland-Palatinate, Saarland",1st Quintile,Not Working,0.63179,81,81,0.52610,0.73748
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Full Time,0.28111,53,157,0.21056,0.35165
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Part Time,0.25057,38,157,0.18257,0.31857
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Working,0.46832,66,157,0.39002,0.54663
1998,"Rhineland-Palatinate, Saarland",3rd Quintile,Full Time,0.42987,64,117,0.33978,0.51996
1998,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Working,0.43895,53,117,0.34864,0.52926
1998,"Rhineland-Palatinate, Saarland",4th Quintile,Full Time,0.39466,70,160,0.31868,0.47063
1998,"Rhineland-Palatinate, Saarland",4th Quintile,Part Time,0.20365,34,160,0.14105,0.26625
1998,"Rhineland-Palatinate, Saarland",4th Quintile,Not Working,0.40169,56,160,0.32549,0.47789
1998,"Rhineland-Palatinate, Saarland",5th Quintile,Full Time,0.50609,64,64,0.38263,0.62955
1998,Baden-Wuerttemberg,1st Quintile,Full Time,0.18739,79,327,0.14503,0.22975
1998,Baden-Wuerttemberg,1st Quintile,Part Time,0.22822,68,327,0.18266,0.27377
1998,Baden-Wuerttemberg,1st Quintile,Not Working,0.58439,180,327,0.53089,0.63789
1998,Baden-Wuerttemberg,2nd Quintile,Full Time,0.32159,100,317,0.27009,0.37309
1998,Baden-Wuerttemberg,2nd Quintile,Part Time,0.24112,84,317,0.19396,0.28828
1998,Baden-Wuerttemberg,2nd Quintile,Not Working,0.43729,133,317,0.38259,0.49198
1998,Baden-Wuerttemberg,3rd Quintile,Full Time,0.34262,111,299,0.28874,0.39651
1998,Baden-Wuerttemberg,3rd Quintile,Part Time,0.20217,77,299,0.15657,0.24778
1998,Baden-Wuerttemberg,3rd Quintile,Not Working,0.45520,111,299,0.39866,0.51174
1998,Baden-Wuerttemberg,4th Quintile,Full Time,0.42919,167,345,0.37689,0.48150
1998,Baden-Wuerttemberg,4th Quintile,Part Time,0.20913,86,345,0.16616,0.25211
1998,Baden-Wuerttemberg,4th Quintile,Not Working,0.36167,92,345,0.31090,0.41245
1998,Baden-Wuerttemberg,5th Quintile,Full Time,0.50021,168,310,0.44446,0.55596
1998,Baden-Wuerttemberg,5th Quintile,Part Time,0.21160,68,310,0.16606,0.25714
1998,Baden-Wuerttemberg,5th Quintile,Not Working,0.28819,74,310,0.23769,0.33869
1998,Bavaria,1st Quintile,Full Time,0.19559,54,221,0.14317,0.24800
1998,Bavaria,1st Quintile,Part Time,0.23175,52,221,0.17599,0.28750
1998,Bavaria,1st Quintile,Not Working,0.57267,115,221,0.50730,0.63804
1998,Bavaria,2nd Quintile,Full Time,0.32299,102,279,0.26802,0.37796
1998,Bavaria,2nd Quintile,Part Time,0.20579,62,279,0.15827,0.25331
1998,Bavaria,2nd Quintile,Not Working,0.47122,115,279,0.41254,0.52990
1998,Bavaria,3rd Quintile,Full Time,0.33784,141,330,0.28673,0.38895
1998,Bavaria,3rd Quintile,Part Time,0.22476,80,330,0.17965,0.26986
1998,Bavaria,3rd Quintile,Not Working,0.43740,109,330,0.38380,0.49101
1998,Bavaria,4th Quintile,Full Time,0.42391,177,376,0.37389,0.47393
1998,Bavaria,4th Quintile,Part Time,0.17687,77,376,0.13825,0.21549
1998,Bavaria,4th Quintile,Not Working,0.39922,122,376,0.34965,0.44879
1998,Bavaria,5th Quintile,Full Time,0.53118,204,363,0.47977,0.58259
1998,Bavaria,5th Quintile,Part Time,0.16430,70,363,0.12613,0.20247
1998,Bavaria,5th Quintile,Not Working,0.30452,89,363,0.25711,0.35193
1998,Berlin,1st Quintile,Not Working,0.60655,43,43,0.45881,0.75430
1998,Berlin,2nd Quintile,Not Working,0.53472,33,33,0.36190,0.70754
1998,Berlin,3rd Quintile,Full Time,0.45027,47,79,0.33985,0.56068
1998,Berlin,3rd Quintile,Not Working,0.32902,32,79,0.22475,0.43329
1998,Berlin,4th Quintile,Full Time,0.51605,59,90,0.41223,0.61988
1998,Berlin,4th Quintile,Not Working,0.34830,31,90,0.24932,0.44728
1998,Berlin,5th Quintile,Full Time,0.55859,59,59,0.43079,0.68638
1998,Brandenburg,1st Quintile,Not Working,0.44907,45,45,0.30210,0.59604
1998,Brandenburg,2nd Quintile,Full Time,0.37780,60,149,0.29969,0.45592
1998,Brandenburg,2nd Quintile,Part Time,0.21318,31,149,0.14720,0.27917
1998,Brandenburg,2nd Quintile,Not Working,0.40901,58,149,0.32980,0.48822
1998,Brandenburg,3rd Quintile,Full Time,0.36755,66,130,0.28435,0.45075
1998,Brandenburg,3rd Quintile,Not Working,0.51221,64,130,0.42595,0.59847
1998,Brandenburg,4th Quintile,Full Time,0.53588,61,61,0.40969,0.66207
1998,Brandenburg,5th Quintile,Full Time,0.62614,52,52,0.49335,0.75893
1998,Mecklenburg-Western Pomerania,1st Quintile,Not Working,0.68195,38,38,0.53188,0.83201
1998,Mecklenburg-Western Pomerania,2nd Quintile,Full Time,0.38619,40,76,0.27600,0.49638
1998,Mecklenburg-Western Pomerania,2nd Quintile,Not Working,0.48685,36,76,0.37373,0.59998
1998,Mecklenburg-Western Pomerania,3rd Quintile,Full Time,0.46071,41,41,0.30623,0.61518
1998,Mecklenburg-Western Pomerania,4th Quintile,Full Time,0.50955,46,46,0.36349,0.65562
1998,Mecklenburg-Western Pomerania,5th Quintile,Full Time,0.61361,32,32,0.44220,0.78502
1998,Saxony,1st Quintile,Full Time,0.26708,56,153,0.19675,0.33742
1998,Saxony,1st Quintile,Not Working,0.60363,97,153,0.52586,0.68139
1998,Saxony,2nd Quintile,Full Time,0.33746,109,279,0.28187,0.39304
1998,Saxony,2nd Quintile,Part Time,0.19696,60,279,0.15021,0.24371
1998,Saxony,2nd Quintile,Not Working,0.46558,110,279,0.40694,0.52422
1998,Saxony,3rd Quintile,Full Time,0.38483,147,306,0.33022,0.43943
1998,Saxony,3rd Quintile,Part Time,0.13194,47,306,0.09396,0.16992
1998,Saxony,3rd Quintile,Not Working,0.48323,112,306,0.42715,0.53932
1998,Saxony,4th Quintile,Full Time,0.53823,114,196,0.46826,0.60821
1998,Saxony,4th Quintile,Part Time,0.16549,32,196,0.11333,0.21765
1998,Saxony,4th Quintile,Not Working,0.29628,50,196,0.23219,0.36037
1998,Saxony,5th Quintile,Full Time,0.70764,69,69,0.59953,0.81575
1998,Saxony-Anhalt,1st Quintile,Not Working,0.71505,84,84,0.61793,0.81216
1998,Saxony-Anhalt,2nd Quintile,Full Time,0.31818,58,109,0.23033,0.40602
1998,Saxony-Anhalt,2nd Quintile,Not Working,0.54627,51,109,0.45238,0.64017
1998,Saxony-Anhalt,3rd Quintile,Full Time,0.47466,92,180,0.40151,0.54782
1998,Saxony-Anhalt,3rd Quintile,Part Time,0.16219,35,180,0.10818,0.21619
1998,Saxony-Anhalt,3rd Quintile,Not Working,0.36315,53,180,0.29270,0.43360
1998,Saxony-Anhalt,4th Quintile,Full Time,0.52110,71,102,0.42367,0.61853
1998,Saxony-Anhalt,4th Quintile,Not Working,0.33397,31,102,0.24199,0.42595
1998,Saxony-Anhalt,5th Quintile,Full Time,0.52342,41,41,0.36864,0.67820
1998,Thuringa,1st Quintile,Full Time,0.24252,39,111,0.16243,0.32262
1998,Thuringa,1st Quintile,Not Working,0.61229,72,111,0.52124,0.70334
1998,Thuringa,2nd Quintile,Full Time,0.37183,60,122,0.28572,0.45794
1998,Thuringa,2nd Quintile,Not Working,0.45504,62,122,0.36631,0.54377
1998,Thuringa,3rd Quintile,Full Time,0.36996,68,125,0.28498,0.45494
1998,Thuringa,3rd Quintile,Not Working,0.46408,57,125,0.37630,0.55185
1998,Thuringa,4th Quintile,Full Time,0.48913,83,154,0.40992,0.56834
1998,Thuringa,4th Quintile,Part Time,0.17965,31,154,0.11882,0.24048
1998,Thuringa,4th Quintile,Not Working,0.33123,40,154,0.25665,0.40581
1998,Thuringa,5th Quintile,Full Time,0.63231,51,51,0.49866,0.76597
1999,Schleswig-Holstein,4th Quintile,Full Time,0.58516,37,37,0.42422,0.74611
1999,Schleswig-Holstein,5th Quintile,Full Time,0.51252,52,52,0.37533,0.64970
1999,Lower Saxony,1st Quintile,Full Time,0.14408,37,204,0.09577,0.19239
1999,Lower Saxony,1st Quintile,Part Time,0.27020,59,204,0.20911,0.33129
1999,Lower Saxony,1st Quintile,Not Working,0.58572,108,204,0.51795,0.65348
1999,Lower Saxony,2nd Quintile,Full Time,0.24686,69,221,0.18988,0.30384
1999,Lower Saxony,2nd Quintile,Part Time,0.16032,42,221,0.11184,0.20881
1999,Lower Saxony,2nd Quintile,Not Working,0.59282,110,221,0.52790,0.65774
1999,Lower Saxony,3rd Quintile,Full Time,0.40593,101,238,0.34341,0.46845
1999,Lower Saxony,3rd Quintile,Part Time,0.25441,68,238,0.19896,0.30986
1999,Lower Saxony,3rd Quintile,Not Working,0.33966,69,238,0.27937,0.39996
1999,Lower Saxony,4th Quintile,Full Time,0.50392,122,236,0.44000,0.56785
1999,Lower Saxony,4th Quintile,Part Time,0.19178,53,236,0.14145,0.24212
1999,Lower Saxony,4th Quintile,Not Working,0.30429,61,236,0.24546,0.36312
1999,Lower Saxony,5th Quintile,Full Time,0.53947,152,267,0.47957,0.59937
1999,Lower Saxony,5th Quintile,Part Time,0.23082,58,267,0.18018,0.28146
1999,Lower Saxony,5th Quintile,Not Working,0.22971,57,267,0.17916,0.28026
1999,North Rhine-Westphalia,1st Quintile,Full Time,0.21214,130,542,0.17769,0.24659
1999,North Rhine-Westphalia,1st Quintile,Part Time,0.19969,105,542,0.16600,0.23338
1999,North Rhine-Westphalia,1st Quintile,Not Working,0.58817,307,542,0.54670,0.62965
1999,North Rhine-Westphalia,2nd Quintile,Full Time,0.28694,186,550,0.24910,0.32477
1999,North Rhine-Westphalia,2nd Quintile,Part Time,0.23415,138,550,0.19873,0.26957
1999,North Rhine-Westphalia,2nd Quintile,Not Working,0.47892,226,550,0.43713,0.52070
1999,North Rhine-Westphalia,3rd Quintile,Full Time,0.36036,182,451,0.31600,0.40472
1999,North Rhine-Westphalia,3rd Quintile,Part Time,0.24116,118,451,0.20164,0.28069
1999,North Rhine-Westphalia,3rd Quintile,Not Working,0.39848,151,451,0.35324,0.44371
1999,North Rhine-Westphalia,4th Quintile,Full Time,0.49452,278,548,0.45262,0.53642
1999,North Rhine-Westphalia,4th Quintile,Part Time,0.18387,114,548,0.15141,0.21634
1999,North Rhine-Westphalia,4th Quintile,Not Working,0.32160,156,548,0.28246,0.36075
1999,North Rhine-Westphalia,5th Quintile,Full Time,0.56439,356,606,0.52488,0.60391
1999,North Rhine-Westphalia,5th Quintile,Part Time,0.19203,116,606,0.16064,0.22342
1999,North Rhine-Westphalia,5th Quintile,Not Working,0.24358,134,606,0.20937,0.27778
1999,Hesse,1st Quintile,Full Time,0.16349,35,166,0.10706,0.21992
1999,Hesse,1st Quintile,Part Time,0.19606,34,166,0.13548,0.25664
1999,Hesse,1st Quintile,Not Working,0.64045,97,166,0.56723,0.71367
1999,Hesse,2nd Quintile,Full Time,0.27143,55,172,0.20478,0.33808
1999,Hesse,2nd Quintile,Part Time,0.17113,35,172,0.11468,0.22758
1999,Hesse,2nd Quintile,Not Working,0.55743,82,172,0.48299,0.63188
1999,Hesse,3rd Quintile,Full Time,0.35816,71,163,0.28432,0.43199
1999,Hesse,3rd Quintile,Part Time,0.20916,34,163,0.14653,0.27179
1999,Hesse,3rd Quintile,Not Working,0.43268,58,163,0.35639,0.50898
1999,Hesse,4th Quintile,Full Time,0.46947,97,185,0.39736,0.54158
1999,Hesse,4th Quintile,Part Time,0.26553,48,185,0.20172,0.32934
1999,Hesse,4th Quintile,Not Working,0.26500,40,185,0.20123,0.32877
1999,Hesse,5th Quintile,Full Time,0.47157,111,209,0.40373,0.53941
1999,Hesse,5th Quintile,Part Time,0.18533,43,209,0.13253,0.23814
1999,Hesse,5th Quintile,Not Working,0.34310,55,209,0.27858,0.40761
1999,"Rhineland-Palatinate, Saarland",1st Quintile,Full Time,0.22368,34,143,0.15514,0.29222
1999,"Rhineland-Palatinate, Saarland",1st Quintile,Part Time,0.20873,33,143,0.14188,0.27557
1999,"Rhineland-Palatinate, Saarland",1st Quintile,Not Working,0.56760,76,143,0.48611,0.64908
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,Full Time,0.23644,44,151,0.16844,0.30444
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,Part Time,0.27816,40,151,0.20645,0.34987
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Working,0.48540,67,151,0.40541,0.56538
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,Full Time,0.38177,68,128,0.29727,0.46626
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Working,0.41173,60,128,0.32614,0.49733
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Full Time,0.36813,72,172,0.29584,0.44042
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Part Time,0.15821,33,172,0.10351,0.21291
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Not Working,0.47366,67,172,0.39882,0.54850
1999,"Rhineland-Palatinate, Saarland",5th Quintile,Full Time,0.55477,90,121,0.46585,0.64369
1999,"Rhineland-Palatinate, Saarland",5th Quintile,Not Working,0.26716,31,121,0.18799,0.34633
