year,migback,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,No migration background,female,Not Working,0.42014,4396,9914,0.41042,0.42986
2006,Direct migration background,male,Full Time,0.46618,561,1107,0.43678,0.49558
2006,Direct migration background,male,Part Time,0.14736,156,1107,0.12647,0.16825
2006,Direct migration background,male,Not Working,0.35246,390,1107,0.32431,0.38062
2006,Direct migration background,female,Full Time,0.18828,237,1278,0.16684,0.20972
2006,Direct migration background,female,Part Time,0.29147,404,1278,0.26654,0.31639
2006,Direct migration background,female,Not Working,0.48211,637,1278,0.45470,0.50951
2006,Indirect migration background,male,Full Time,0.24064,208,406,0.19901,0.28228
2006,Indirect migration background,male,Part Time,0.11183,80,406,0.08114,0.14252
2006,Indirect migration background,male,Not Working,0.13575,118,406,0.10239,0.16911
2006,Indirect migration background,female,Full Time,0.13973,122,448,0.10759,0.17187
2006,Indirect migration background,female,Part Time,0.16062,148,448,0.12658,0.19466
2006,Indirect migration background,female,Not Working,0.17803,178,448,0.14256,0.21349
2007,No migration background,male,Full Time,0.45205,4540,8570,0.44151,0.46259
2007,No migration background,male,Part Time,0.10877,1055,8570,0.10218,0.11537
2007,No migration background,male,Not Working,0.29301,2975,8570,0.28337,0.30264
2007,No migration background,female,Full Time,0.20429,2301,9312,0.19610,0.21248
2007,No migration background,female,Part Time,0.24727,2892,9312,0.23850,0.25603
2007,No migration background,female,Not Working,0.41896,4119,9312,0.40894,0.42898
2007,Direct migration background,male,Full Time,0.46186,497,985,0.43071,0.49301
2007,Direct migration background,male,Part Time,0.16035,147,985,0.13742,0.18328
2007,Direct migration background,male,Not Working,0.35270,341,985,0.32284,0.38255
2007,Direct migration background,female,Full Time,0.17037,205,1148,0.14861,0.19213
2007,Direct migration background,female,Part Time,0.32619,393,1148,0.29906,0.35332
2007,Direct migration background,female,Not Working,0.47403,550,1148,0.44514,0.50293
2007,Indirect migration background,male,Full Time,0.23915,199,397,0.19714,0.28117
2007,Indirect migration background,male,Part Time,0.13390,86,397,0.10035,0.16744
2007,Indirect migration background,male,Not Working,0.12951,112,397,0.09644,0.16258
2007,Indirect migration background,female,Full Time,0.14178,125,438,0.10907,0.17449
2007,Indirect migration background,female,Part Time,0.17141,138,438,0.13608,0.20675
2007,Indirect migration background,female,Not Working,0.19559,175,438,0.15840,0.23279
2008,No migration background,male,Full Time,0.46001,4293,8059,0.44913,0.47089
2008,No migration background,male,Part Time,0.11168,999,8059,0.10481,0.11856
2008,No migration background,male,Not Working,0.28491,2767,8059,0.27505,0.29476
2008,No migration background,female,Full Time,0.21453,2226,8780,0.20594,0.22312
2008,No migration background,female,Part Time,0.24568,2708,8780,0.23667,0.25468
2008,No migration background,female,Not Working,0.41061,3846,8780,0.40032,0.42090
2008,Direct migration background,male,Full Time,0.47313,444,883,0.44018,0.50608
2008,Direct migration background,male,Part Time,0.15236,129,883,0.12865,0.17608
2008,Direct migration background,male,Not Working,0.35015,310,883,0.31867,0.38163
2008,Direct migration background,female,Full Time,0.17418,187,1027,0.15097,0.19739
2008,Direct migration background,female,Part Time,0.34122,348,1027,0.31221,0.37023
2008,Direct migration background,female,Not Working,0.46435,492,1027,0.43383,0.49487
2008,Indirect migration background,male,Full Time,0.27331,219,394,0.22925,0.31737
2008,Indirect migration background,male,Part Time,0.12195,73,394,0.08959,0.15430
2008,Indirect migration background,male,Not Working,0.13466,102,394,0.10091,0.16841
2008,Indirect migration background,female,Full Time,0.17321,119,428,0.13732,0.20910
2008,Indirect migration background,female,Part Time,0.17558,149,428,0.13949,0.21166
2008,Indirect migration background,female,Not Working,0.20316,160,428,0.16500,0.24132
2009,No migration background,male,Full Time,0.45950,4020,7608,0.44830,0.47070
2009,No migration background,male,Part Time,0.11664,974,7608,0.10943,0.12386
2009,No migration background,male,Not Working,0.28336,2614,7608,0.27323,0.29348
2009,No migration background,female,Full Time,0.21761,2146,8228,0.20869,0.22653
2009,No migration background,female,Part Time,0.26003,2583,8228,0.25055,0.26951
2009,No migration background,female,Not Working,0.39150,3499,8228,0.38096,0.40205
2009,Direct migration background,male,Full Time,0.46766,368,764,0.43225,0.50306
2009,Direct migration background,male,Part Time,0.15339,125,764,0.12782,0.17896
2009,Direct migration background,male,Not Working,0.36040,271,764,0.32634,0.39447
2009,Direct migration background,female,Full Time,0.16613,162,903,0.14184,0.19042
2009,Direct migration background,female,Part Time,0.38660,324,903,0.35482,0.41838
2009,Direct migration background,female,Not Working,0.43022,417,903,0.39791,0.46253
2009,Indirect migration background,male,Full Time,0.30304,193,356,0.25523,0.35084
2009,Indirect migration background,male,Part Time,0.11541,71,356,0.08217,0.14864
2009,Indirect migration background,male,Not Working,0.13189,92,356,0.09669,0.16709
2009,Indirect migration background,female,Full Time,0.17897,114,395,0.14112,0.21682
2009,Indirect migration background,female,Part Time,0.21317,138,395,0.17273,0.25361
2009,Indirect migration background,female,Not Working,0.19430,143,395,0.15523,0.23337
2010,No migration background,male,Full Time,0.46035,5281,9226,0.45018,0.47052
2010,No migration background,male,Part Time,0.11878,1236,9226,0.11218,0.12539
2010,No migration background,male,Not Working,0.28809,2709,9226,0.27885,0.29733
2010,No migration background,female,Full Time,0.23421,2561,10938,0.22627,0.24215
2010,No migration background,female,Part Time,0.25264,3982,10938,0.24449,0.26078
2010,No migration background,female,Not Working,0.38695,4395,10938,0.37782,0.39608
2010,Direct migration background,male,Full Time,0.46704,740,1332,0.44024,0.49385
2010,Direct migration background,male,Part Time,0.15804,229,1332,0.13845,0.17764
2010,Direct migration background,male,Not Working,0.34835,363,1332,0.32276,0.37395
2010,Direct migration background,female,Full Time,0.14687,225,1665,0.12987,0.16388
2010,Direct migration background,female,Part Time,0.38246,573,1665,0.35910,0.40581
2010,Direct migration background,female,Not Working,0.44420,867,1665,0.42033,0.46807
2010,Indirect migration background,male,Full Time,0.25671,300,529,0.21945,0.29397
2010,Indirect migration background,male,Part Time,0.11068,96,529,0.08392,0.13744
2010,Indirect migration background,male,Not Working,0.10458,133,529,0.07848,0.13068
2010,Indirect migration background,female,Full Time,0.16114,138,638,0.13259,0.18969
2010,Indirect migration background,female,Part Time,0.17678,221,638,0.14716,0.20641
2010,Indirect migration background,female,Not Working,0.16323,279,638,0.13453,0.19193
2011,No migration background,male,Full Time,0.45890,6094,11038,0.44961,0.46820
2011,No migration background,male,Part Time,0.12124,1527,11038,0.11515,0.12733
2011,No migration background,male,Not Working,0.28170,3417,11038,0.27331,0.29009
2011,No migration background,female,Full Time,0.23366,2992,13146,0.22642,0.24089
2011,No migration background,female,Part Time,0.24979,4805,13146,0.24239,0.25719
2011,No migration background,female,Not Working,0.38647,5349,13146,0.37815,0.39480
2011,Direct migration background,male,Full Time,0.50381,819,1480,0.47833,0.52930
2011,Direct migration background,male,Part Time,0.15195,242,1480,0.13365,0.17024
2011,Direct migration background,male,Not Working,0.31529,419,1480,0.29161,0.33897
2011,Direct migration background,female,Full Time,0.17557,273,1893,0.15842,0.19271
2011,Direct migration background,female,Part Time,0.36816,679,1893,0.34642,0.38989
2011,Direct migration background,female,Not Working,0.43180,941,1893,0.40948,0.45412
2011,Indirect migration background,male,Full Time,0.24539,318,611,0.21124,0.27953
2011,Indirect migration background,male,Part Time,0.10712,118,611,0.08258,0.13166
2011,Indirect migration background,male,Not Working,0.12282,175,611,0.09678,0.14887
2011,Indirect migration background,female,Full Time,0.14640,134,732,0.12077,0.17202
2011,Indirect migration background,female,Part Time,0.18031,289,732,0.15244,0.20818
2011,Indirect migration background,female,Not Working,0.16317,309,732,0.13638,0.18996
2012,No migration background,male,Full Time,0.45124,5815,10807,0.44186,0.46062
2012,No migration background,male,Part Time,0.12154,1457,10807,0.11538,0.12770
2012,No migration background,male,Not Working,0.28895,3535,10807,0.28041,0.29750
2012,No migration background,female,Full Time,0.23562,3016,12848,0.22828,0.24296
2012,No migration background,female,Part Time,0.25383,4723,12848,0.24631,0.26136
2012,No migration background,female,Not Working,0.38263,5109,12848,0.37422,0.39103
2012,Direct migration background,male,Full Time,0.53784,832,1414,0.51184,0.56383
2012,Direct migration background,male,Part Time,0.12913,186,1414,0.11165,0.14662
2012,Direct migration background,male,Not Working,0.30300,396,1414,0.27904,0.32696
2012,Direct migration background,female,Full Time,0.17983,294,1799,0.16208,0.19759
2012,Direct migration background,female,Part Time,0.37045,684,1799,0.34812,0.39277
2012,Direct migration background,female,Not Working,0.42180,821,1799,0.39897,0.44463
2012,Indirect migration background,male,Full Time,0.25638,322,592,0.22117,0.29158
2012,Indirect migration background,male,Part Time,0.11068,123,592,0.08538,0.13597
2012,Indirect migration background,male,Not Working,0.11663,147,592,0.09075,0.14251
2012,Indirect migration background,female,Full Time,0.14515,148,706,0.11914,0.17115
2012,Indirect migration background,female,Part Time,0.18833,281,706,0.15947,0.21719
2012,Indirect migration background,female,Not Working,0.16020,277,706,0.13312,0.18727
2013,No migration background,male,Full Time,0.44058,5367,10276,0.43098,0.45018
2013,No migration background,male,Part Time,0.11880,1419,10276,0.11254,0.12505
2013,No migration background,male,Not Working,0.30271,3490,10276,0.29383,0.31159
2013,No migration background,female,Full Time,0.23055,2880,12183,0.22307,0.23803
2013,No migration background,female,Part Time,0.26018,4529,12183,0.25239,0.26797
2013,No migration background,female,Not Working,0.38647,4774,12183,0.37782,0.39512
2013,Direct migration background,male,Full Time,0.26958,719,2945,0.25355,0.28561
2013,Direct migration background,male,Part Time,0.07692,186,2945,0.06729,0.08654
2013,Direct migration background,male,Not Working,0.62335,2040,2945,0.60585,0.64086
2013,Direct migration background,female,Full Time,0.10927,299,3632,0.09913,0.11942
2013,Direct migration background,female,Part Time,0.21664,654,3632,0.20324,0.23004
2013,Direct migration background,female,Not Working,0.64158,2679,3632,0.62598,0.65718
2013,Indirect migration background,male,Full Time,0.16212,313,1034,0.13964,0.18459
2013,Indirect migration background,male,Part Time,0.05401,104,1034,0.04023,0.06780
2013,Indirect migration background,male,Not Working,0.28822,617,1034,0.26060,0.31584
2013,Indirect migration background,female,Full Time,0.08954,138,1113,0.07276,0.10632
2013,Indirect migration background,female,Part Time,0.10944,266,1113,0.09109,0.12779
2013,Indirect migration background,female,Not Working,0.29321,709,1113,0.26645,0.31997
2014,No migration background,male,Full Time,0.44757,4948,9443,0.43754,0.45760
2014,No migration background,male,Part Time,0.12165,1330,9443,0.11505,0.12824
2014,No migration background,male,Not Working,0.29680,3165,9443,0.28759,0.30602
2014,No migration background,female,Full Time,0.22887,2693,11042,0.22103,0.23670
2014,No migration background,female,Part Time,0.26254,4061,11042,0.25434,0.27075
2014,No migration background,female,Not Working,0.38251,4288,11042,0.37345,0.39158
2014,Direct migration background,male,Full Time,0.47146,1318,2411,0.45153,0.49139
2014,Direct migration background,male,Part Time,0.19075,436,2411,0.17507,0.20644
2014,Direct migration background,male,Not Working,0.30897,657,2411,0.29052,0.32742
2014,Direct migration background,female,Full Time,0.18878,592,2921,0.17459,0.20298
2014,Direct migration background,female,Part Time,0.39378,1193,2921,0.37606,0.41151
2014,Direct migration background,female,Not Working,0.38283,1136,2921,0.36520,0.40046
2014,Indirect migration background,male,Full Time,0.26167,450,870,0.23244,0.29089
2014,Indirect migration background,male,Part Time,0.11580,164,870,0.09452,0.13707
2014,Indirect migration background,male,Not Working,0.14617,256,870,0.12268,0.16966
2014,Indirect migration background,female,Full Time,0.15435,222,967,0.13157,0.17714
2014,Indirect migration background,female,Part Time,0.18689,360,967,0.16231,0.21147
2014,Indirect migration background,female,Not Working,0.17304,385,967,0.14919,0.19690
2015,No migration background,male,Full Time,0.44883,4667,8991,0.43855,0.45911
2015,No migration background,male,Part Time,0.12209,1277,8991,0.11532,0.12886
2015,No migration background,male,Not Working,0.29487,3047,8991,0.28544,0.30429
2015,No migration background,female,Full Time,0.22433,2536,10521,0.21635,0.23230
2015,No migration background,female,Part Time,0.27392,3911,10521,0.26540,0.28244
2015,No migration background,female,Not Working,0.37952,4074,10521,0.37025,0.38880
2015,Direct migration background,male,Full Time,0.43010,1181,2789,0.41172,0.44847
2015,Direct migration background,male,Part Time,0.14115,362,2789,0.12822,0.15407
2015,Direct migration background,male,Not Working,0.39673,1246,2789,0.37857,0.41489
2015,Direct migration background,female,Full Time,0.17836,512,3321,0.16534,0.19138
2015,Direct migration background,female,Part Time,0.34975,1064,3321,0.33353,0.36597
2015,Direct migration background,female,Not Working,0.43477,1745,3321,0.41791,0.45163
2015,Indirect migration background,male,Full Time,0.29080,410,807,0.25945,0.32215
2015,Indirect migration background,male,Part Time,0.10109,158,807,0.08028,0.12190
2015,Indirect migration background,male,Not Working,0.12569,239,807,0.10280,0.14857
2015,Indirect migration background,female,Full Time,0.14851,209,913,0.12543,0.17159
2015,Indirect migration background,female,Part Time,0.18930,338,913,0.16388,0.21473
2015,Indirect migration background,female,Not Working,0.16878,366,913,0.14447,0.19309
2016,No migration background,male,Full Time,0.44673,4258,8360,0.43607,0.45739
2016,No migration background,male,Part Time,0.12736,1243,8360,0.12021,0.13450
2016,No migration background,male,Not Working,0.28871,2859,8360,0.27900,0.29843
2016,No migration background,female,Full Time,0.22947,2433,9783,0.22114,0.23780
2016,No migration background,female,Part Time,0.27599,3625,9783,0.26713,0.28485
2016,No migration background,female,Not Working,0.37068,3725,9783,0.36111,0.38025
2016,Direct migration background,male,Full Time,0.47475,1306,4126,0.45951,0.48999
2016,Direct migration background,male,Part Time,0.16764,418,4126,0.15624,0.17904
2016,Direct migration background,male,Not Working,0.31368,2402,4126,0.29952,0.32784
2016,Direct migration background,female,Full Time,0.21431,587,4099,0.20174,0.22687
2016,Direct migration background,female,Part Time,0.36785,1171,4099,0.35309,0.38262
2016,Direct migration background,female,Not Working,0.37273,2341,4099,0.35792,0.38753
2016,Indirect migration background,male,Full Time,0.28939,377,745,0.25680,0.32197
2016,Indirect migration background,male,Part Time,0.10266,159,745,0.08085,0.12447
2016,Indirect migration background,male,Not Working,0.13618,209,745,0.11153,0.16082
2016,Indirect migration background,female,Full Time,0.16993,209,859,0.14480,0.19506
2016,Indirect migration background,female,Part Time,0.20030,329,859,0.17352,0.22708
2016,Indirect migration background,female,Not Working,0.17507,321,859,0.14964,0.20050
2017,No migration background,male,Full Time,0.44769,5026,9534,0.43771,0.45767
2017,No migration background,male,Part Time,0.13469,1480,9534,0.12783,0.14154
2017,No migration background,male,Not Working,0.28161,3028,9534,0.27259,0.29064
2017,No migration background,female,Full Time,0.23681,2921,10933,0.22884,0.24478
2017,No migration background,female,Part Time,0.27147,4064,10933,0.26313,0.27981
2017,No migration background,female,Not Working,0.36622,3948,10933,0.35719,0.37525
2017,Direct migration background,male,Full Time,0.46998,1295,4529,0.45544,0.48452
2017,Direct migration background,male,Part Time,0.17625,499,4529,0.16516,0.18735
2017,Direct migration background,male,Not Working,0.30320,2735,4529,0.28982,0.31659
2017,Direct migration background,female,Full Time,0.20646,589,4517,0.19465,0.21826
2017,Direct migration background,female,Part Time,0.37134,1160,4517,0.35725,0.38544
2017,Direct migration background,female,Not Working,0.37545,2768,4517,0.36133,0.38957
2017,Indirect migration background,male,Full Time,0.27374,388,823,0.24326,0.30423
2017,Indirect migration background,male,Part Time,0.10298,182,823,0.08220,0.12375
2017,Indirect migration background,male,Not Working,0.15234,253,823,0.12778,0.17691
2017,Indirect migration background,female,Full Time,0.17212,220,923,0.14776,0.19649
2017,Indirect migration background,female,Part Time,0.19795,387,923,0.17223,0.22367
2017,Indirect migration background,female,Not Working,0.15697,316,923,0.13349,0.18045
2018,No migration background,male,Full Time,0.44502,4730,9183,0.43486,0.45519
2018,No migration background,male,Part Time,0.14531,1484,9183,0.13810,0.15252
2018,No migration background,male,Not Working,0.27764,2969,9183,0.26848,0.28680
2018,No migration background,female,Full Time,0.23843,2796,10554,0.23030,0.24656
2018,No migration background,female,Part Time,0.28153,3981,10554,0.27294,0.29011
2018,No migration background,female,Not Working,0.35742,3777,10554,0.34828,0.36656
2018,Direct migration background,male,Full Time,0.48404,1298,4267,0.46904,0.49903
2018,Direct migration background,male,Part Time,0.16543,618,4267,0.15428,0.17658
2018,Direct migration background,male,Not Working,0.29882,2351,4267,0.28508,0.31255
2018,Direct migration background,female,Full Time,0.21940,586,4159,0.20682,0.23198
2018,Direct migration background,female,Part Time,0.37090,1133,4159,0.35622,0.38559
2018,Direct migration background,female,Not Working,0.36068,2440,4159,0.34608,0.37527
2018,Indirect migration background,male,Full Time,0.29153,401,806,0.26014,0.32293
2018,Indirect migration background,male,Part Time,0.12170,193,806,0.09911,0.14428
2018,Indirect migration background,male,Not Working,0.11620,212,806,0.09406,0.13834
2018,Indirect migration background,female,Full Time,0.18357,237,920,0.15854,0.20860
2018,Indirect migration background,female,Part Time,0.20749,387,920,0.18127,0.23371
2018,Indirect migration background,female,Not Working,0.15582,296,920,0.13237,0.17927
2019,No migration background,male,Full Time,0.44390,5331,9934,0.43413,0.45368
2019,No migration background,male,Part Time,0.13054,1509,9934,0.12392,0.13717
2019,No migration background,male,Not Working,0.28945,3094,9934,0.28053,0.29836
2019,No migration background,female,Full Time,0.23329,2916,10600,0.22523,0.24134
2019,No migration background,female,Part Time,0.27953,3885,10600,0.27098,0.28807
2019,No migration background,female,Not Working,0.36094,3799,10600,0.35179,0.37008
2019,Direct migration background,male,Full Time,0.49148,1343,3885,0.47576,0.50720
2019,Direct migration background,male,Part Time,0.17578,694,3885,0.16381,0.18775
2019,Direct migration background,male,Not Working,0.28643,1848,3885,0.27221,0.30065
2019,Direct migration background,female,Full Time,0.23584,565,3715,0.22219,0.24949
2019,Direct migration background,female,Part Time,0.35795,1009,3715,0.34253,0.37336
2019,Direct migration background,female,Not Working,0.36210,2141,3715,0.34664,0.37755
2019,Indirect migration background,male,Full Time,0.28836,408,811,0.25717,0.31956
2019,Indirect migration background,male,Part Time,0.13085,175,811,0.10763,0.15408
2019,Indirect migration background,male,Not Working,0.11080,228,811,0.08919,0.13242
2019,Indirect migration background,female,Full Time,0.18501,246,879,0.15932,0.21069
2019,Indirect migration background,female,Part Time,0.22299,367,879,0.19546,0.25052
2019,Indirect migration background,female,Not Working,0.12968,266,879,0.10746,0.15191
2020,No migration background,male,Full Time,0.44536,4718,8953,0.43507,0.45566
2020,No migration background,male,Part Time,0.13527,1403,8953,0.12819,0.14236
2020,No migration background,male,Not Working,0.28217,2832,8953,0.27285,0.29150
2020,No migration background,female,Full Time,0.23368,2716,9886,0.22534,0.24202
2020,No migration background,female,Part Time,0.27509,3575,9886,0.26629,0.28390
2020,No migration background,female,Not Working,0.36112,3595,9886,0.35165,0.37059
2020,Direct migration background,male,Full Time,0.46706,2095,5194,0.45349,0.48063
2020,Direct migration background,male,Part Time,0.18656,1009,5194,0.17596,0.19716
2020,Direct migration background,male,Not Working,0.29940,2090,5194,0.28694,0.31185
2020,Direct migration background,female,Full Time,0.23075,884,4350,0.21823,0.24327
2020,Direct migration background,female,Part Time,0.35336,1271,4350,0.33915,0.36756
2020,Direct migration background,female,Not Working,0.36879,2195,4350,0.35445,0.38313
2020,Indirect migration background,male,Full Time,0.26709,388,775,0.23592,0.29826
2020,Indirect migration background,male,Part Time,0.13900,192,775,0.11463,0.16337
2020,Indirect migration background,male,Not Working,0.10825,195,775,0.08636,0.13013
2020,Indirect migration background,female,Full Time,0.17436,237,847,0.14880,0.19993
2020,Indirect migration background,female,Part Time,0.19052,352,847,0.16405,0.21698
2020,Indirect migration background,female,Not Working,0.16021,258,847,0.13549,0.18492
2021,No migration background,male,Full Time,0.41133,3068,6326,0.39921,0.42346
2021,No migration background,male,Part Time,0.13277,949,6326,0.12441,0.14114
2021,No migration background,male,Not Working,0.32195,2309,6326,0.31044,0.33347
2021,No migration background,female,Full Time,0.21668,1854,7054,0.20707,0.22630
2021,No migration background,female,Part Time,0.25596,2419,7054,0.24577,0.26614
2021,No migration background,female,Not Working,0.39491,2781,7054,0.38350,0.40632
2021,Direct migration background,male,Full Time,0.41069,1000,2882,0.39273,0.42866
2021,Direct migration background,male,Part Time,0.19849,569,2882,0.18393,0.21306
2021,Direct migration background,male,Not Working,0.33505,1313,2882,0.31781,0.35228
2021,Direct migration background,female,Full Time,0.23094,457,2687,0.21500,0.24688
2021,Direct migration background,female,Part Time,0.32452,684,2687,0.30681,0.34222
2021,Direct migration background,female,Not Working,0.38990,1546,2687,0.37145,0.40834
2021,Indirect migration background,male,Full Time,0.23869,223,469,0.20006,0.27731
2021,Indirect migration background,male,Part Time,0.08593,96,469,0.06053,0.11132
2021,Indirect migration background,male,Not Working,0.13514,150,469,0.10416,0.16611
2021,Indirect migration background,female,Full Time,0.17262,138,507,0.13969,0.20554
2021,Indirect migration background,female,Part Time,0.18941,200,507,0.15527,0.22355
2021,Indirect migration background,female,Not Working,0.14964,169,507,0.11856,0.18072
2022,No migration background,male,Full Time,0.35156,3842,8893,0.34164,0.36149
2022,No migration background,male,Part Time,0.11496,1256,8893,0.10833,0.12159
2022,No migration background,male,Not Working,0.38237,3795,8893,0.37227,0.39247
2022,No migration background,female,Full Time,0.19361,2459,9618,0.18572,0.20151
2022,No migration background,female,Part Time,0.23835,3121,9618,0.22983,0.24686
2022,No migration background,female,Not Working,0.42779,4038,9618,0.41791,0.43768
2022,Direct migration background,male,Full Time,0.38191,1394,4196,0.36720,0.39661
2022,Direct migration background,male,Part Time,0.13723,825,4196,0.12682,0.14765
2022,Direct migration background,male,Not Working,0.41725,1977,4196,0.40233,0.43217
2022,Direct migration background,female,Full Time,0.19899,873,4040,0.18668,0.21130
2022,Direct migration background,female,Part Time,0.26389,1138,4040,0.25029,0.27748
2022,Direct migration background,female,Not Working,0.46928,2029,4040,0.45389,0.48467
2022,Indirect migration background,male,Full Time,0.26307,309,700,0.23043,0.29571
2022,Indirect migration background,male,Part Time,0.08193,135,700,0.06160,0.10226
2022,Indirect migration background,male,Not Working,0.18943,256,700,0.16038,0.21848
2022,Indirect migration background,female,Full Time,0.15176,198,805,0.12696,0.17657
2022,Indirect migration background,female,Part Time,0.16995,289,805,0.14398,0.19591
2022,Indirect migration background,female,Not Working,0.25285,318,805,0.22280,0.28289
