"plb0218","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2018","Hauptschule","","","",""
"Ja, alle 2 Wochen","2018","Realschule","","","",""
"Ja, alle 2 Wochen","2018","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2018","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2018","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2018","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2018","Realschule","","","",""
"Ja, alle 3-4 Wochen","2018","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2018","AkademikerIn","","","",""
"Seltener","2018","(noch) kein Abschluss","","","",""
"Seltener","2018","Hauptschule","","","",""
"Seltener","2018","Realschule","","","",""
"Seltener","2018","(Fach-)Abitur","","","",""
"Seltener","2018","AkademikerIn","","","",""
"Nein, nie","2019","(noch) kein Abschluss","103","0.408856471151487","0.350107013889296","0.467605928413678"
"Nein, nie","2019","Hauptschule","1211","0.395702154907129","0.378270494852167","0.41313381496209"
"Nein, nie","2019","Realschule","2058","0.437904537163028","0.423844299460273","0.451964774865783"
"Nein, nie","2019","(Fach-)Abitur","1372","0.463855837044242","0.446252555594361","0.481459118494123"
"Nein, nie","2019","AkademikerIn","2018","0.419246452483742","0.405818165911578","0.432674739055906"
"Ja, jede Woche","2019","(noch) kein Abschluss","61","0.179862284021959","0.133965168202238","0.22575939984168"
"Ja, jede Woche","2019","Hauptschule","449","0.136679440763565","0.124434218971429","0.148924662555701"
"Ja, jede Woche","2019","Realschule","641","0.125204141769731","0.11582505383862","0.134583229700842"
"Ja, jede Woche","2019","(Fach-)Abitur","405","0.118138799438904","0.106745284585336","0.129532314292472"
"Ja, jede Woche","2019","AkademikerIn","778","0.12111923678372","0.112240288851966","0.129998184715474"
"Ja, alle 2 Wochen","2019","(noch) kein Abschluss","54","0.184581232773871","0.138219882800883","0.230942582746859"
"Ja, alle 2 Wochen","2019","Hauptschule","521","0.176262392308368","0.16267915479845","0.189845629818287"
"Ja, alle 2 Wochen","2019","Realschule","771","0.152435427882053","0.142248874739892","0.162621981024214"
"Ja, alle 2 Wochen","2019","(Fach-)Abitur","466","0.15189360407661","0.139224198434488","0.164563009718733"
"Ja, alle 2 Wochen","2019","AkademikerIn","588","0.1080068996753","0.0995600169514101","0.116453782399191"
"Ja, alle 3-4 Wochen","2019","(noch) kein Abschluss","13","","",""
"Ja, alle 3-4 Wochen","2019","Hauptschule","251","0.0900119895336649","0.0798097143590201","0.10021426470831"
"Ja, alle 3-4 Wochen","2019","Realschule","421","0.0861009515604997","0.0781512470051814","0.094050656115818"
"Ja, alle 3-4 Wochen","2019","(Fach-)Abitur","278","0.080633342900584","0.0710224655338157","0.0902442202673522"
"Ja, alle 3-4 Wochen","2019","AkademikerIn","504","0.0844081823282728","0.0768427597271368","0.0919736049294089"
"Seltener","2019","(noch) kein Abschluss","38","0.144717595262866","0.102675206043593","0.186759984482139"
"Seltener","2019","Hauptschule","591","0.201344022487273","0.187049216642357","0.215638828332189"
"Seltener","2019","Realschule","892","0.198354941624688","0.18705410821799","0.209655775031386"
"Seltener","2019","(Fach-)Abitur","562","0.18547841653966","0.171758252088629","0.19919858099069"
"Seltener","2019","AkademikerIn","1299","0.267219228728965","0.255176889627136","0.279261567830794"
