year,migback,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,Urban regions,Seldom,0.12030,1603,12255,0.11454,0.12606
2017,No migration background,Urban regions,Never,0.65513,7685,12255,0.64671,0.66354
2017,No migration background,Rural regions,At least once per week,0.12259,996,7789,0.11530,0.12987
2017,No migration background,Rural regions,At least once per month,0.10955,956,7789,0.10261,0.11649
2017,No migration background,Rural regions,Seldom,0.13104,1035,7789,0.12354,0.13853
2017,No migration background,Rural regions,Never,0.63683,4802,7789,0.62615,0.64751
2017,Direct migration background,Urban regions,At least once per week,0.04743,176,3536,0.04042,0.05443
2017,Direct migration background,Urban regions,At least once per month,0.04897,170,3536,0.04186,0.05608
2017,Direct migration background,Urban regions,Seldom,0.07965,283,3536,0.07072,0.08857
2017,Direct migration background,Urban regions,Never,0.82396,2907,3536,0.81140,0.83651
2017,Direct migration background,Rural regions,At least once per week,0.04958,71,1259,0.03758,0.06158
2017,Direct migration background,Rural regions,At least once per month,0.05768,65,1259,0.04480,0.07057
2017,Direct migration background,Rural regions,Seldom,0.11083,98,1259,0.09348,0.12818
2017,Direct migration background,Rural regions,Never,0.78191,1025,1259,0.75909,0.80473
2017,Indirect migration background,Urban regions,At least once per week,0.09288,114,1334,0.07730,0.10846
2017,Indirect migration background,Urban regions,At least once per month,0.06553,95,1334,0.05224,0.07881
2017,Indirect migration background,Urban regions,Seldom,0.09532,149,1334,0.07956,0.11109
2017,Indirect migration background,Urban regions,Never,0.74627,976,1334,0.72291,0.76963
2017,Indirect migration background,Rural regions,Seldom,0.21516,49,238,0.16284,0.26748
2017,Indirect migration background,Rural regions,Never,0.68308,189,238,0.62385,0.74232
2019,No migration background,No answer / don't know,At least once per week,0.19442,89,482,0.15905,0.22978
2019,No migration background,No answer / don't know,At least once per month,0.11325,52,482,0.08493,0.14157
2019,No migration background,No answer / don't know,Seldom,0.09506,51,482,0.06885,0.12128
2019,No migration background,No answer / don't know,Never,0.59727,290,482,0.55344,0.64110
2019,No migration background,Urban regions,At least once per week,0.13522,1735,12124,0.12913,0.14130
2019,No migration background,Urban regions,At least once per month,0.08333,1224,12124,0.07841,0.08825
2019,No migration background,Urban regions,Seldom,0.11635,1416,12124,0.11064,0.12206
2019,No migration background,Urban regions,Never,0.66510,7749,12124,0.65670,0.67350
2019,No migration background,Rural regions,At least once per week,0.12410,1054,7414,0.11660,0.13161
2019,No migration background,Rural regions,At least once per month,0.10032,849,7414,0.09348,0.10715
2019,No migration background,Rural regions,Seldom,0.10198,777,7414,0.09509,0.10886
2019,No migration background,Rural regions,Never,0.67360,4734,7414,0.66293,0.68428
2019,Direct migration background,Urban regions,At least once per week,0.04835,184,2956,0.04062,0.05608
2019,Direct migration background,Urban regions,At least once per month,0.04130,118,2956,0.03413,0.04847
2019,Direct migration background,Urban regions,Seldom,0.06090,229,2956,0.05228,0.06952
2019,Direct migration background,Urban regions,Never,0.84945,2425,2956,0.83656,0.86235
2019,Direct migration background,Rural regions,At least once per week,0.06001,57,1027,0.04548,0.07455
2019,Direct migration background,Rural regions,At least once per month,0.04572,42,1027,0.03293,0.05850
2019,Direct migration background,Rural regions,Seldom,0.07117,66,1027,0.05544,0.08690
2019,Direct migration background,Rural regions,Never,0.82310,862,1027,0.79975,0.84645
2019,Indirect migration background,Urban regions,At least once per week,0.09482,128,1235,0.07847,0.11116
2019,Indirect migration background,Urban regions,At least once per month,0.04991,69,1235,0.03776,0.06206
2019,Indirect migration background,Urban regions,Seldom,0.12488,140,1235,0.10643,0.14332
2019,Indirect migration background,Urban regions,Never,0.73039,898,1235,0.70563,0.75515
2019,Indirect migration background,Rural regions,At least once per week,0.07933,31,248,0.04563,0.11304
2019,Indirect migration background,Rural regions,Never,0.77880,217,248,0.72704,0.83056
2021,No migration background,Urban regions,At least once per week,0.14048,1265,8301,0.13300,0.14795
2021,No migration background,Urban regions,At least once per month,0.09569,927,8301,0.08936,0.10202
2021,No migration background,Urban regions,Seldom,0.13316,1164,8301,0.12585,0.14047
2021,No migration background,Urban regions,Never,0.63067,4945,8301,0.62029,0.64105
2021,No migration background,Rural regions,At least once per week,0.13760,748,4847,0.12790,0.14730
2021,No migration background,Rural regions,At least once per month,0.12061,610,4847,0.11144,0.12977
2021,No migration background,Rural regions,Seldom,0.13037,602,4847,0.12089,0.13985
2021,No migration background,Rural regions,Never,0.61142,2887,4847,0.59770,0.62515
2021,Direct migration background,Urban regions,At least once per week,0.07012,167,2361,0.05982,0.08043
2021,Direct migration background,Urban regions,At least once per month,0.05851,159,2361,0.04904,0.06798
2021,Direct migration background,Urban regions,Seldom,0.10728,307,2361,0.09479,0.11976
2021,Direct migration background,Urban regions,Never,0.76409,1728,2361,0.74696,0.78122
2021,Direct migration background,Rural regions,At least once per week,0.06560,64,745,0.04781,0.08339
2021,Direct migration background,Rural regions,At least once per month,0.02901,40,745,0.01695,0.04107
2021,Direct migration background,Rural regions,Seldom,0.09885,90,745,0.07741,0.12030
2021,Direct migration background,Rural regions,Never,0.80654,551,745,0.77815,0.83492
2021,Indirect migration background,Urban regions,At least once per week,0.12948,97,736,0.10521,0.15375
2021,Indirect migration background,Urban regions,At least once per month,0.08307,59,736,0.06312,0.10302
2021,Indirect migration background,Urban regions,Seldom,0.10797,93,736,0.08554,0.13041
2021,Indirect migration background,Urban regions,Never,0.67948,487,736,0.64574,0.71321
2021,Indirect migration background,Rural regions,Never,0.68185,116,116,0.59672,0.76698
