,Unnamed: 0,year,age_gr,sampreg,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
341,341,2003,66 and older,East,Seldom,0.05338,51,22041,0.04712,0.06014
342,342,2003,66 and older,East,Never,0.8392,755,22041,0.81106,0.87153
343,343,2005,17-29 y.,West,At least once per week,0.08205,256,20562,0.07367,0.09014
344,344,2005,17-29 y.,West,At least once per month,0.07049,195,20562,0.06172,0.08057
345,345,2005,17-29 y.,West,Seldom,0.15532,444,20562,0.14334,0.16999
346,346,2005,17-29 y.,West,Never,0.69214,1901,20562,0.66071,0.72158
347,347,2005,17-29 y.,East,At least once per week,0.0701,65,20562,0.05217,0.08845
348,348,2005,17-29 y.,East,At least once per month,0.07789,58,20562,0.05869,0.10143
349,349,2005,17-29 y.,East,Seldom,0.17737,169,20562,0.14613,0.21022
350,350,2005,17-29 y.,East,Never,0.67463,721,20562,0.63264,0.71541
351,351,2005,30-45 y.,West,At least once per week,0.08752,436,20562,0.08112,0.09414
352,352,2005,30-45 y.,West,At least once per month,0.08118,425,20562,0.07512,0.08762
353,353,2005,30-45 y.,West,Seldom,0.17425,790,20562,0.16506,0.18485
354,354,2005,30-45 y.,West,Never,0.65706,3124,20562,0.63829,0.67227
355,355,2005,30-45 y.,East,At least once per week,0.05033,65,20562,0.04104,0.06063
356,356,2005,30-45 y.,East,At least once per month,0.08556,112,20562,0.07032,0.10107
357,357,2005,30-45 y.,East,Seldom,0.14661,211,20562,0.12628,0.16792
358,358,2005,30-45 y.,East,Never,0.7175,904,20562,0.67962,0.75503
359,359,2005,46-65 y.,West,At least once per week,0.11399,638,20562,0.10588,0.12237
360,360,2005,46-65 y.,West,At least once per month,0.09744,549,20562,0.09144,0.10446
361,361,2005,46-65 y.,West,Seldom,0.13,752,20562,0.12234,0.13778
362,362,2005,46-65 y.,West,Never,0.65857,3274,20562,0.63835,0.67647
363,363,2005,46-65 y.,East,At least once per week,0.05341,114,20562,0.04497,0.06178
364,364,2005,46-65 y.,East,At least once per month,0.08291,193,20562,0.07402,0.09248
365,365,2005,46-65 y.,East,Seldom,0.12913,236,20562,0.11238,0.14983
366,366,2005,46-65 y.,East,Never,0.73454,1213,20562,0.70338,0.76715
367,367,2005,66 and older,West,At least once per week,0.09026,268,20562,0.08376,0.09748
368,368,2005,66 and older,West,At least once per month,0.08337,252,20562,0.07734,0.08982
369,369,2005,66 and older,West,Seldom,0.08702,258,20562,0.08109,0.09425
370,370,2005,66 and older,West,Never,0.73936,1989,20562,0.71587,0.75687
371,371,2005,66 and older,East,At least once per week,0.05357,58,20562,0.04587,0.06177
372,372,2005,66 and older,East,At least once per month,0.06576,67,20562,0.05822,0.07379
373,373,2005,66 and older,East,Seldom,0.08015,79,20562,0.07047,0.08919
374,374,2005,66 and older,East,Never,0.80052,746,20562,0.77158,0.83439
375,375,2007,17-29 y.,West,At least once per week,0.09406,267,20340,0.08336,0.10508
376,376,2007,17-29 y.,West,At least once per month,0.05748,163,20340,0.0491,0.06746
377,377,2007,17-29 y.,West,Seldom,0.141,351,20340,0.12706,0.15327
378,378,2007,17-29 y.,West,Never,0.70747,1697,20340,0.67248,0.73978
379,379,2007,17-29 y.,East,At least once per week,0.04827,49,20340,0.03869,0.06114
380,380,2007,17-29 y.,East,At least once per month,0.05738,50,20340,0.04175,0.07322
381,381,2007,17-29 y.,East,Seldom,0.13724,112,20340,0.11226,0.16631
382,382,2007,17-29 y.,East,Never,0.75711,687,20340,0.7058,0.81453
383,383,2007,30-45 y.,West,At least once per week,0.10049,459,20340,0.09232,0.1094
384,384,2007,30-45 y.,West,At least once per month,0.07526,404,20340,0.06992,0.08145
385,385,2007,30-45 y.,West,Seldom,0.1461,624,20340,0.13642,0.15615
386,386,2007,30-45 y.,West,Never,0.67814,2987,20340,0.65444,0.69751
387,387,2007,30-45 y.,East,At least once per week,0.06611,77,20340,0.05418,0.07984
388,388,2007,30-45 y.,East,At least once per month,0.07533,98,20340,0.06067,0.09312
389,389,2007,30-45 y.,East,Seldom,0.13713,166,20340,0.11738,0.16144
390,390,2007,30-45 y.,East,Never,0.72143,873,20340,0.68017,0.76733
391,391,2007,46-65 y.,West,At least once per week,0.10882,638,20340,0.1016,0.11582
392,392,2007,46-65 y.,West,At least once per month,0.0864,511,20340,0.07973,0.09305
393,393,2007,46-65 y.,West,Seldom,0.12861,713,20340,0.12058,0.13632
394,394,2007,46-65 y.,West,Never,0.67617,3374,20340,0.65857,0.69158
395,395,2007,46-65 y.,East,At least once per week,0.06303,125,20340,0.05472,0.07482
396,396,2007,46-65 y.,East,At least once per month,0.08026,159,20340,0.06679,0.09352
397,397,2007,46-65 y.,East,Seldom,0.12865,248,20340,0.11455,0.14245
398,398,2007,46-65 y.,East,Never,0.72806,1220,20340,0.69522,0.76978
399,399,2007,66 and older,West,At least once per week,0.08575,319,20340,0.08011,0.09303
400,400,2007,66 and older,West,At least once per month,0.08378,279,20340,0.07612,0.09137
401,401,2007,66 and older,West,Seldom,0.08524,266,20340,0.07781,0.09321
402,402,2007,66 and older,West,Never,0.74522,2313,20340,0.72728,0.7659
403,403,2007,66 and older,East,At least once per week,0.05427,75,20340,0.04719,0.06048
404,404,2007,66 and older,East,At least once per month,0.08258,95,20340,0.07307,0.09604
405,405,2007,66 and older,East,Seldom,0.07563,93,20340,0.06574,0.08699
406,406,2007,66 and older,East,Never,0.78752,848,20340,0.7568,0.82245
407,407,2008,17-29 y.,West,At least once per week,0.11309,291,19243,0.09942,0.12575
408,408,2008,17-29 y.,West,At least once per month,0.05188,126,19243,0.04361,0.0595
409,409,2008,17-29 y.,West,Seldom,0.10919,256,19243,0.09599,0.12248
410,410,2008,17-29 y.,West,Never,0.72584,1652,19243,0.69526,0.76019
411,411,2008,17-29 y.,East,At least once per week,0.05859,55,19243,0.04712,0.07032
412,412,2008,17-29 y.,East,At least once per month,0.04772,42,19243,0.03233,0.06477
413,413,2008,17-29 y.,East,Seldom,0.10578,80,19243,0.08371,0.12743
414,414,2008,17-29 y.,East,Never,0.78791,644,19243,0.73804,0.84573
415,415,2008,30-45 y.,West,At least once per week,0.09499,406,19243,0.08728,0.10381
416,416,2008,30-45 y.,West,At least once per month,0.07977,347,19243,0.07251,0.08731
417,417,2008,30-45 y.,West,Seldom,0.11446,505,19243,0.10558,0.12291
418,418,2008,30-45 y.,West,Never,0.71077,2757,19243,0.69005,0.73079
419,419,2008,30-45 y.,East,At least once per week,0.07368,83,19243,0.06054,0.0883
420,420,2008,30-45 y.,East,At least once per month,0.07316,76,19243,0.05705,0.09277
421,421,2008,30-45 y.,East,Seldom,0.09083,115,19243,0.07508,0.10765
422,422,2008,30-45 y.,East,Never,0.76233,871,19243,0.70894,0.80886
423,423,2008,46-65 y.,West,At least once per week,0.10598,607,19243,0.09943,0.11402
424,424,2008,46-65 y.,West,At least once per month,0.07962,467,19243,0.07355,0.08671
425,425,2008,46-65 y.,West,Seldom,0.11151,610,19243,0.10559,0.12078
426,426,2008,46-65 y.,West,Never,0.70288,3311,19243,0.68321,0.7227
427,427,2008,46-65 y.,East,At least once per week,0.0601,119,19243,0.05016,0.0698
428,428,2008,46-65 y.,East,At least once per month,0.07458,147,19243,0.06434,0.08482
429,429,2008,46-65 y.,East,Seldom,0.0966,170,19243,0.08222,0.11252
430,430,2008,46-65 y.,East,Never,0.76872,1241,19243,0.73178,0.8056
431,431,2008,66 and older,West,At least once per week,0.096,327,19243,0.08952,0.10426
432,432,2008,66 and older,West,At least once per month,0.07256,237,19243,0.06648,0.08002
433,433,2008,66 and older,West,Seldom,0.08415,275,19243,0.07773,0.09157
434,434,2008,66 and older,West,Never,0.74729,2316,19243,0.72625,0.76679
435,435,2008,66 and older,East,At least once per week,0.0539,69,19243,0.04626,0.06034
436,436,2008,66 and older,East,At least once per month,0.06691,85,19243,0.05984,0.07431
437,437,2008,66 and older,East,Seldom,0.06241,76,19243,0.05133,0.07366
438,438,2008,66 and older,East,Never,0.81678,880,19243,0.7816,0.85251
439,439,2009,17-29 y.,West,At least once per week,0.0926,223,17881,0.08099,0.10745
440,440,2009,17-29 y.,West,At least once per month,0.0712,162,17881,0.05868,0.08411
441,441,2009,17-29 y.,West,Seldom,0.1513,330,17881,0.13312,0.16988
442,442,2009,17-29 y.,West,Never,0.68489,1405,17881,0.64629,0.72502
443,443,2009,17-29 y.,East,At least once per week,0.09906,66,17881,0.07588,0.12256
444,444,2009,17-29 y.,East,At least once per month,0.08406,45,17881,0.05626,0.11183
445,445,2009,17-29 y.,East,Seldom,0.12772,91,17881,0.09775,0.15808
446,446,2009,17-29 y.,East,Never,0.68916,518,17881,0.63295,0.75213
447,447,2009,30-45 y.,West,At least once per week,0.09475,367,17881,0.08687,0.10434
448,448,2009,30-45 y.,West,At least once per month,0.0835,352,17881,0.07507,0.09291
449,449,2009,30-45 y.,West,Seldom,0.14825,507,17881,0.13479,0.16032
450,450,2009,30-45 y.,West,Never,0.67351,2364,17881,0.64658,0.70379
451,451,2009,30-45 y.,East,At least once per week,0.057,56,17881,0.04219,0.07917
452,452,2009,30-45 y.,East,At least once per month,0.07931,73,17881,0.05856,0.10565
453,453,2009,30-45 y.,East,Seldom,0.13567,143,17881,0.11346,0.16343
454,454,2009,30-45 y.,East,Never,0.72803,788,17881,0.6677,0.79696
455,455,2009,46-65 y.,West,At least once per week,0.1099,603,17881,0.10144,0.11811
456,456,2009,46-65 y.,West,At least once per month,0.08348,441,17881,0.0761,0.09109
457,457,2009,46-65 y.,West,Seldom,0.12322,590,17881,0.11322,0.13355
458,458,2009,46-65 y.,West,Never,0.6834,3012,17881,0.66314,0.70569
459,459,2009,46-65 y.,East,At least once per week,0.06874,115,17881,0.05281,0.08193
460,460,2009,46-65 y.,East,At least once per month,0.07987,170,17881,0.0678,0.09076
461,461,2009,46-65 y.,East,Seldom,0.13496,207,17881,0.11215,0.15957
462,462,2009,46-65 y.,East,Never,0.71643,1132,17881,0.67061,0.75505
463,463,2009,66 and older,West,At least once per week,0.09036,298,17881,0.08181,0.09926
464,464,2009,66 and older,West,At least once per month,0.06957,227,17881,0.06174,0.07695
465,465,2009,66 and older,West,Seldom,0.08806,259,17881,0.08057,0.09592
466,466,2009,66 and older,West,Never,0.75201,2229,17881,0.7335,0.77235
467,467,2009,66 and older,East,At least once per week,0.05353,67,17881,0.04527,0.06426
468,468,2009,66 and older,East,At least once per month,0.06521,79,17881,0.05465,0.0776
469,469,2009,66 and older,East,Seldom,0.08571,99,17881,0.07214,0.10486
470,470,2009,66 and older,East,Never,0.79555,863,17881,0.75265,0.83777
471,471,2011,17-29 y.,West,At least once per week,0.11299,334,28272,0.10076,0.12944
472,472,2011,17-29 y.,West,At least once per month,0.08187,271,28272,0.06998,0.09426
473,473,2011,17-29 y.,West,Seldom,0.16537,479,28272,0.15209,0.18015
474,474,2011,17-29 y.,West,Never,0.63978,2148,28272,0.61185,0.67239
475,475,2011,17-29 y.,East,At least once per week,0.09046,71,28272,0.06763,0.11941
476,476,2011,17-29 y.,East,At least once per month,0.06485,48,28272,0.04011,0.09046
477,477,2011,17-29 y.,East,Seldom,0.11787,109,28272,0.09644,0.14367
478,478,2011,17-29 y.,East,Never,0.72682,702,28272,0.66898,0.78356
479,479,2011,30-45 y.,West,At least once per week,0.09772,900,28272,0.0877,0.10654
480,480,2011,30-45 y.,West,At least once per month,0.0856,803,28272,0.07734,0.09387
481,481,2011,30-45 y.,West,Seldom,0.14955,1061,28272,0.13775,0.16102
482,482,2011,30-45 y.,West,Never,0.66714,5148,28272,0.64105,0.69115
483,483,2011,30-45 y.,East,At least once per week,0.06501,143,28272,0.05292,0.08085
484,484,2011,30-45 y.,East,At least once per month,0.0744,164,28272,0.06098,0.09124
485,485,2011,30-45 y.,East,Seldom,0.13595,249,28272,0.11329,0.16643
486,486,2011,30-45 y.,East,Never,0.72464,1446,28272,0.68077,0.78036
487,487,2011,46-65 y.,West,At least once per week,0.12034,981,28272,0.11288,0.12858
488,488,2011,46-65 y.,West,At least once per month,0.08869,702,28272,0.08193,0.09575
489,489,2011,46-65 y.,West,Seldom,0.14149,979,28272,0.13184,0.15061
490,490,2011,46-65 y.,West,Never,0.64948,4348,28272,0.62833,0.67186
491,491,2011,46-65 y.,East,At least once per week,0.08054,186,28272,0.06871,0.09474
492,492,2011,46-65 y.,East,At least once per month,0.09128,220,28272,0.07765,0.10287
493,493,2011,46-65 y.,East,Seldom,0.13359,260,28272,0.11815,0.15004
494,494,2011,46-65 y.,East,Never,0.69459,1422,28272,0.66225,0.73319
495,495,2011,66 and older,West,At least once per week,0.10294,432,28272,0.09584,0.11124
496,496,2011,66 and older,West,At least once per month,0.08146,325,28272,0.07453,0.08909
497,497,2011,66 and older,West,Seldom,0.09727,382,28272,0.08983,0.10527
498,498,2011,66 and older,West,Never,0.71833,2695,28272,0.69788,0.73829
499,499,2011,66 and older,East,At least once per week,0.06333,86,28272,0.05172,0.07448
500,500,2011,66 and older,East,At least once per month,0.07058,102,28272,0.06144,0.07967
501,501,2011,66 and older,East,Seldom,0.08593,109,28272,0.07474,0.10024
502,502,2011,66 and older,East,Never,0.78016,967,28272,0.74417,0.81343
503,503,2013,17-29 y.,West,At least once per week,0.13669,325,25376,0.11927,0.15599
504,504,2013,17-29 y.,West,At least once per month,0.06996,203,25376,0.0595,0.08368
505,505,2013,17-29 y.,West,Seldom,0.14935,373,25376,0.13324,0.16871
506,506,2013,17-29 y.,West,Never,0.644,1957,25376,0.61281,0.681
507,507,2013,17-29 y.,East,At least once per week,0.09974,55,25376,0.06865,0.13778
508,508,2013,17-29 y.,East,At least once per month,0.05854,38,25376,0.03655,0.0817
509,509,2013,17-29 y.,East,Seldom,0.11722,84,25376,0.09026,0.147
510,510,2013,17-29 y.,East,Never,0.7245,524,25376,0.64965,0.78729
511,511,2013,30-45 y.,West,At least once per week,0.10395,688,25376,0.09449,0.11483
512,512,2013,30-45 y.,West,At least once per month,0.09068,643,25376,0.08077,0.10171
513,513,2013,30-45 y.,West,Seldom,0.0981,675,25376,0.08769,0.10872
514,514,2013,30-45 y.,West,Never,0.70728,4267,25376,0.68008,0.73762
515,515,2013,30-45 y.,East,At least once per week,0.09584,140,25376,0.07667,0.12822
516,516,2013,30-45 y.,East,At least once per month,0.06236,132,25376,0.04757,0.08317
517,517,2013,30-45 y.,East,Seldom,0.11184,158,25376,0.08677,0.14712
518,518,2013,30-45 y.,East,Never,0.72996,1270,25376,0.66524,0.7894
519,519,2013,46-65 y.,West,At least once per week,0.1326,999,25376,0.12287,0.14131
520,520,2013,46-65 y.,West,At least once per month,0.09296,717,25376,0.08499,0.10089
521,521,2013,46-65 y.,West,Seldom,0.11367,778,25376,0.10475,0.12278
522,522,2013,46-65 y.,West,Never,0.66077,4378,25376,0.64143,0.67865
523,523,2013,46-65 y.,East,At least once per week,0.08874,203,25376,0.07714,0.1022
524,524,2013,46-65 y.,East,At least once per month,0.08212,187,25376,0.0707,0.09327
525,525,2013,46-65 y.,East,Seldom,0.0854,192,25376,0.07341,0.10122
526,526,2013,46-65 y.,East,Never,0.74374,1494,25376,0.70984,0.77772
527,527,2013,66 and older,West,At least once per week,0.11919,480,25376,0.10989,0.1273
528,528,2013,66 and older,West,At least once per month,0.07746,311,25376,0.07221,0.08427
529,529,2013,66 and older,West,Seldom,0.08559,313,25376,0.0778,0.09304
530,530,2013,66 and older,West,Never,0.71776,2582,25376,0.69811,0.73951
531,531,2013,66 and older,East,At least once per week,0.05228,84,25376,0.04557,0.05945
532,532,2013,66 and older,East,At least once per month,0.06243,89,25376,0.05423,0.0711
533,533,2013,66 and older,East,Seldom,0.09017,113,25376,0.07669,0.10436
534,534,2013,66 and older,East,Never,0.79513,924,25376,0.76325,0.83686
535,535,2015,17-29 y.,West,At least once per week,0.1136,363,26688,0.09932,0.13144
536,536,2015,17-29 y.,West,At least once per month,0.07579,282,26688,0.06465,0.08951
537,537,2015,17-29 y.,West,Seldom,0.15119,498,26688,0.13651,0.16662
538,538,2015,17-29 y.,West,Never,0.65942,2600,26688,0.6304,0.6932
539,539,2015,17-29 y.,East,At least once per week,0.06817,54,26688,0.05172,0.09193
540,540,2015,17-29 y.,East,At least once per month,0.04682,41,26688,0.03277,0.06304
541,541,2015,17-29 y.,East,Seldom,0.14152,90,26688,0.0985,0.18459
542,542,2015,17-29 y.,East,Never,0.74349,521,26688,0.65682,0.83233
543,543,2015,30-45 y.,West,At least once per week,0.09441,614,26688,0.08435,0.1045
544,544,2015,30-45 y.,West,At least once per month,0.083,559,26688,0.0717,0.09463
545,545,2015,30-45 y.,West,Seldom,0.14746,923,26688,0.13497,0.16561
546,546,2015,30-45 y.,West,Never,0.67512,4639,26688,0.64878,0.70321
547,547,2015,30-45 y.,East,At least once per week,0.06294,106,26688,0.04527,0.08376
548,548,2015,30-45 y.,East,At least once per month,0.08501,143,26688,0.0676,0.10603
549,549,2015,30-45 y.,East,Seldom,0.12064,185,26688,0.09964,0.1476
550,550,2015,30-45 y.,East,Never,0.73141,1094,26688,0.67187,0.79711
551,551,2015,46-65 y.,West,At least once per week,0.12484,954,26688,0.11763,0.13328
552,552,2015,46-65 y.,West,At least once per month,0.09776,740,26688,0.08808,0.10554
553,553,2015,46-65 y.,West,Seldom,0.13653,972,26688,0.1256,0.14949
554,554,2015,46-65 y.,West,Never,0.64087,4504,26688,0.62053,0.66209
555,555,2015,46-65 y.,East,At least once per week,0.07187,164,26688,0.06086,0.08131
556,556,2015,46-65 y.,East,At least once per month,0.09444,217,26688,0.08247,0.10758
557,557,2015,46-65 y.,East,Seldom,0.13824,247,26688,0.11787,0.15526
558,558,2015,46-65 y.,East,Never,0.69545,1313,26688,0.65826,0.7436
559,559,2015,66 and older,West,At least once per week,0.11583,479,26688,0.10768,0.12444
560,560,2015,66 and older,West,At least once per month,0.08294,321,26688,0.0754,0.0907
561,561,2015,66 and older,West,Seldom,0.09399,339,26688,0.08421,0.10234
562,562,2015,66 and older,West,Never,0.70724,2512,26688,0.68659,0.72968
563,563,2015,66 and older,East,At least once per week,0.06089,91,26688,0.05092,0.07132
564,564,2015,66 and older,East,At least once per month,0.08187,114,26688,0.06925,0.09698
565,565,2015,66 and older,East,Seldom,0.0761,102,26688,0.06436,0.09014
566,566,2015,66 and older,East,Never,0.78114,907,26688,0.74173,0.82049
567,567,2017,17-29 y.,West,At least once per week,0.1193,394,26457,0.10543,0.13501
568,568,2017,17-29 y.,West,At least once per month,0.09097,311,26457,0.0806,0.10284
569,569,2017,17-29 y.,West,Seldom,0.1282,501,26457,0.11577,0.14145
570,570,2017,17-29 y.,West,Never,0.66152,2406,26457,0.63678,0.69371
571,571,2017,17-29 y.,East,At least once per week,0.10129,73,26457,0.07817,0.12928
572,572,2017,17-29 y.,East,At least once per month,0.08312,62,26457,0.06294,0.10991
573,573,2017,17-29 y.,East,Seldom,0.11171,79,26457,0.08774,0.13672
574,574,2017,17-29 y.,East,Never,0.70389,524,26457,0.63503,0.763
575,575,2017,30-45 y.,West,At least once per week,0.09558,559,26457,0.08478,0.106
576,576,2017,30-45 y.,West,At least once per month,0.08514,535,26457,0.0753,0.09364
577,577,2017,30-45 y.,West,Seldom,0.12537,735,26457,0.11382,0.1377
578,578,2017,30-45 y.,West,Never,0.6939,3946,26457,0.66387,0.72426
579,579,2017,30-45 y.,East,At least once per week,0.0938,128,26457,0.07633,0.11619
580,580,2017,30-45 y.,East,At least once per month,0.08423,141,26457,0.06629,0.10097
581,581,2017,30-45 y.,East,Seldom,0.10695,155,26457,0.08389,0.12693
582,582,2017,30-45 y.,East,Never,0.71502,1038,26457,0.6577,0.77662
583,583,2017,46-65 y.,West,At least once per week,0.12853,1061,26457,0.11975,0.13612
584,584,2017,46-65 y.,West,At least once per month,0.09673,850,26457,0.09012,0.10335
585,585,2017,46-65 y.,West,Seldom,0.12522,1034,26457,0.11524,0.13544
586,586,2017,46-65 y.,West,Never,0.64952,4833,26457,0.63246,0.67003
587,587,2017,46-65 y.,East,At least once per week,0.07961,208,26457,0.06976,0.08937
588,588,2017,46-65 y.,East,At least once per month,0.09426,229,26457,0.08355,0.10703
589,589,2017,46-65 y.,East,Seldom,0.13206,267,26457,0.11252,0.14868
590,590,2017,46-65 y.,East,Never,0.69407,1461,26457,0.65773,0.72982
591,591,2017,66 and older,West,At least once per week,0.1311,532,26457,0.12354,0.14154
592,592,2017,66 and older,West,At least once per month,0.0857,357,26457,0.07868,0.09327
593,593,2017,66 and older,West,Seldom,0.09716,342,26457,0.08826,0.10642
594,594,2017,66 and older,West,Never,0.68604,2487,26457,0.66556,0.70714
595,595,2017,66 and older,East,At least once per week,0.06401,84,26457,0.0522,0.07735
596,596,2017,66 and older,East,At least once per month,0.08761,132,26457,0.07605,0.09964
597,597,2017,66 and older,East,Seldom,0.08732,104,26457,0.07495,0.1046
598,598,2017,66 and older,East,Never,0.76106,889,26457,0.71934,0.81001
599,599,2019,17-29 y.,West,At least once per week,0.13056,416,25521,0.1148,0.14733
600,600,2019,17-29 y.,West,At least once per month,0.06885,225,25521,0.05764,0.08112
601,601,2019,17-29 y.,West,Seldom,0.13583,381,25521,0.11702,0.15405
602,602,2019,17-29 y.,West,Never,0.66477,2139,25521,0.6316,0.70572
603,603,2019,17-29 y.,East,At least once per week,0.11982,64,25521,0.08643,0.15294
604,604,2019,17-29 y.,East,At least once per month,0.05856,42,25521,0.03926,0.07938
605,605,2019,17-29 y.,East,Seldom,0.11557,56,25521,0.07185,0.15424
606,606,2019,17-29 y.,East,Never,0.70604,471,25521,0.6314,0.78478
607,607,2019,30-45 y.,West,At least once per week,0.09743,501,25521,0.08456,0.10807
608,608,2019,30-45 y.,West,At least once per month,0.0786,445,25521,0.06854,0.08891
609,609,2019,30-45 y.,West,Seldom,0.11124,557,25521,0.10025,0.12375
610,610,2019,30-45 y.,West,Never,0.71273,3410,25521,0.68121,0.73951
611,611,2019,30-45 y.,East,At least once per week,0.11352,139,25521,0.08595,0.14923
612,612,2019,30-45 y.,East,At least once per month,0.08587,127,25521,0.06588,0.10672
613,613,2019,30-45 y.,East,Seldom,0.08039,128,25521,0.06275,0.10043
614,614,2019,30-45 y.,East,Never,0.72022,932,25521,0.66085,0.78291
615,615,2019,46-65 y.,West,At least once per week,0.13247,1235,25521,0.12383,0.14311
616,616,2019,46-65 y.,West,At least once per month,0.08909,850,25521,0.07989,0.09736
617,617,2019,46-65 y.,West,Seldom,0.10262,926,25521,0.09496,0.1106
618,618,2019,46-65 y.,West,Never,0.67582,5076,25521,0.65608,0.69762
619,619,2019,46-65 y.,East,At least once per week,0.08685,259,25521,0.07338,0.1002
620,620,2019,46-65 y.,East,At least once per month,0.08053,228,25521,0.06721,0.0967
621,621,2019,46-65 y.,East,Seldom,0.1052,231,25521,0.08716,0.12164
622,622,2019,46-65 y.,East,Never,0.72742,1551,25521,0.68217,0.77247
623,623,2019,66 and older,West,At least once per week,0.12698,554,25521,0.1175,0.1367
624,624,2019,66 and older,West,At least once per month,0.07983,349,25521,0.0708,0.08845
625,625,2019,66 and older,West,Seldom,0.08712,321,25521,0.07772,0.09609
626,626,2019,66 and older,West,Never,0.70607,2622,25521,0.68381,0.73582
627,627,2019,66 and older,East,At least once per week,0.06795,108,25521,0.05143,0.08379
628,628,2019,66 and older,East,At least once per month,0.06218,106,25521,0.04856,0.07606
629,629,2019,66 and older,East,Seldom,0.08475,107,25521,0.06798,0.10452
630,630,2019,66 and older,East,Never,0.78512,965,25521,0.73047,0.84417
631,631,2021,17-29 y.,West,At least once per week,0.14212,329,17182,0.11997,0.16495
632,632,2021,17-29 y.,West,At least once per month,0.12285,251,17182,0.10178,0.14747
633,633,2021,17-29 y.,West,Seldom,0.17466,398,17182,0.15141,0.19845
634,634,2021,17-29 y.,West,Never,0.56037,1303,17182,0.52154,0.59863
635,635,2021,17-29 y.,East,At least once per week,0.14335,56,17182,0.10509,0.20002
636,636,2021,17-29 y.,East,At least once per month,0.10269,37,17182,0.05178,0.17141
637,637,2021,17-29 y.,East,Seldom,0.13382,74,17182,0.102,0.17049
638,638,2021,17-29 y.,East,Never,0.62013,257,17182,0.51308,0.74107
639,639,2021,30-45 y.,West,At least once per week,0.11934,362,17182,0.10341,0.13683
640,640,2021,30-45 y.,West,At least once per month,0.08517,294,17182,0.07214,0.09749
641,641,2021,30-45 y.,West,Seldom,0.14245,495,17182,0.12564,0.16138
642,642,2021,30-45 y.,West,Never,0.65304,2076,17182,0.61412,0.69328
643,643,2021,30-45 y.,East,At least once per week,0.11759,91,17182,0.0832,0.15778
644,644,2021,30-45 y.,East,At least once per month,0.0992,99,17182,0.07716,0.12601
645,645,2021,30-45 y.,East,Seldom,0.15347,131,17182,0.12066,0.1928
646,646,2021,30-45 y.,East,Never,0.62974,593,17182,0.57065,0.70252
647,647,2021,46-65 y.,West,At least once per week,0.13258,833,17182,0.12155,0.1439
648,648,2021,46-65 y.,West,At least once per month,0.10273,622,17182,0.09241,0.11706
649,649,2021,46-65 y.,West,Seldom,0.12146,653,17182,0.10685,0.13524
650,650,2021,46-65 y.,West,Never,0.64323,3258,17182,0.61644,0.67647
651,651,2021,46-65 y.,East,At least once per week,0.1036,187,17182,0.08207,0.1315
652,652,2021,46-65 y.,East,At least once per month,0.13026,188,17182,0.10548,0.15231
653,653,2021,46-65 y.,East,Seldom,0.12889,171,17182,0.10587,0.15555
654,654,2021,46-65 y.,East,Never,0.63725,882,17182,0.58554,0.69662
655,655,2021,66 and older,West,At least once per week,0.13711,422,17182,0.12509,0.15142
656,656,2021,66 and older,West,At least once per month,0.07018,236,17182,0.06115,0.0789
657,657,2021,66 and older,West,Seldom,0.08946,273,17182,0.07851,0.10133
658,658,2021,66 and older,West,Never,0.70325,1758,17182,0.66762,0.73704
659,659,2021,66 and older,East,At least once per week,0.08778,89,17182,0.06953,0.116
660,660,2021,66 and older,East,At least once per month,0.09133,90,17182,0.07125,0.11932
661,661,2021,66 and older,East,Seldom,0.10491,86,17182,0.08376,0.12629
662,662,2021,66 and older,East,Never,0.71597,588,17182,0.66014,0.79354
