,Unnamed: 0,year,bula_h,migback,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
299,299,1994,Saxony,No migration background,Seldom,0.08685,108,12047,0.08017,0.09531
300,300,1994,Saxony,No migration background,Never,0.81092,850,12047,0.77778,0.84265
301,301,1994,Saxony,Direct migration background,Never,1.0,33,12047,0.85762,1.14038
302,302,1994,Saxony-Anhalt,No migration background,At least once per week,0.05023,35,12047,0.04235,0.05944
303,303,1994,Saxony-Anhalt,No migration background,At least once per month,0.04409,33,12047,0.03506,0.0552
304,304,1994,Saxony-Anhalt,No migration background,Seldom,0.09045,67,12047,0.07848,0.10393
305,305,1994,Saxony-Anhalt,No migration background,Never,0.81524,528,12047,0.76458,0.85398
306,306,1994,Thuringa,No migration background,At least once per week,0.05853,34,12047,0.05082,0.0664
307,307,1994,Thuringa,No migration background,At least once per month,0.04795,43,12047,0.04228,0.05336
308,308,1994,Thuringa,No migration background,Seldom,0.06787,49,12047,0.05722,0.08041
309,309,1994,Thuringa,No migration background,Never,0.82566,509,12047,0.78078,0.86793
310,310,1995,Schleswig-Holstein,No migration background,Never,1.0,188,12434,0.91978,1.07692
311,311,1995,Hamburg,No migration background,Never,1.0,81,12434,0.87794,1.10557
312,312,1995,Lower Saxony,No migration background,At least once per week,0.07796,70,12434,0.06993,0.08636
313,313,1995,Lower Saxony,No migration background,At least once per month,0.0535,45,12434,0.04745,0.06073
314,314,1995,Lower Saxony,No migration background,Seldom,0.09545,72,12434,0.08465,0.10967
315,315,1995,Lower Saxony,No migration background,Never,0.77309,609,12434,0.73861,0.80963
316,316,1995,Lower Saxony,Direct migration background,Never,1.0,181,12434,0.87123,1.13337
317,317,1995,Lower Saxony,Indirect migration background,Never,1.0,31,12434,0.78295,1.21628
318,318,1995,Bremen,No migration background,Never,1.0,58,12434,0.85606,1.13948
319,319,1995,North Rhine-Westphalia,No migration background,At least once per week,0.08927,158,12434,0.08117,0.0975
320,320,1995,North Rhine-Westphalia,No migration background,At least once per month,0.05463,90,12434,0.04852,0.06189
321,321,1995,North Rhine-Westphalia,No migration background,Seldom,0.08322,143,12434,0.07508,0.09264
322,322,1995,North Rhine-Westphalia,No migration background,Never,0.77287,1338,12434,0.74817,0.7977
323,323,1995,North Rhine-Westphalia,Direct migration background,Seldom,0.09472,47,12434,0.06669,0.12643
324,324,1995,North Rhine-Westphalia,Direct migration background,Never,0.90528,598,12434,0.84507,0.99043
325,325,1995,North Rhine-Westphalia,Indirect migration background,Never,1.0,132,12434,0.82896,1.1738
326,326,1995,Hesse,No migration background,At least once per week,0.10486,57,12434,0.09179,0.12219
327,327,1995,Hesse,No migration background,At least once per month,0.06905,42,12434,0.05762,0.08083
328,328,1995,Hesse,No migration background,Seldom,0.11589,70,12434,0.10197,0.12865
329,329,1995,Hesse,No migration background,Never,0.7102,401,12434,0.67245,0.74504
330,330,1995,Hesse,Direct migration background,Never,1.0,297,12434,0.88881,1.11684
331,331,1995,Hesse,Indirect migration background,Never,1.0,47,12434,0.70695,1.385
332,332,1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.11583,54,12434,0.10398,0.12884
333,333,1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.08318,41,12434,0.07438,0.093
334,334,1995,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.09159,50,12434,0.07957,0.10513
335,335,1995,"Rhineland-Palatinate, Saarland",No migration background,Never,0.70941,368,12434,0.66817,0.75588
336,336,1995,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,159,12434,0.89815,1.11217
337,337,1995,Baden-Wuerttemberg,No migration background,At least once per week,0.11187,133,12434,0.10088,0.12366
338,338,1995,Baden-Wuerttemberg,No migration background,At least once per month,0.08691,86,12434,0.07842,0.09679
339,339,1995,Baden-Wuerttemberg,No migration background,Seldom,0.12726,127,12434,0.11525,0.14047
340,340,1995,Baden-Wuerttemberg,No migration background,Never,0.67396,634,12434,0.64269,0.70511
341,341,1995,Baden-Wuerttemberg,Direct migration background,Seldom,0.07654,49,12434,0.05691,0.09542
342,342,1995,Baden-Wuerttemberg,Direct migration background,Never,0.92346,569,12434,0.83663,1.02091
343,343,1995,Baden-Wuerttemberg,Indirect migration background,Never,1.0,106,12434,0.78615,1.27666
344,344,1995,Bavaria,No migration background,At least once per week,0.08246,102,12434,0.07328,0.09213
345,345,1995,Bavaria,No migration background,At least once per month,0.06618,82,12434,0.05705,0.07725
346,346,1995,Bavaria,No migration background,Seldom,0.1081,133,12434,0.09695,0.12167
347,347,1995,Bavaria,No migration background,Never,0.74326,889,12434,0.71916,0.77318
348,348,1995,Bavaria,Direct migration background,Never,1.0,334,12434,0.8816,1.12943
349,349,1995,Bavaria,Indirect migration background,Never,1.0,70,12434,0.80886,1.19814
350,350,1995,Berlin,No migration background,Never,1.0,382,12434,0.93193,1.06826
351,351,1995,Berlin,Direct migration background,Never,1.0,89,12434,0.85986,1.1997
352,352,1995,Brandenburg,No migration background,Seldom,0.08763,40,12434,0.07216,0.1095
353,353,1995,Brandenburg,No migration background,Never,0.91237,474,12434,0.87223,0.95596
354,354,1995,Mecklenburg-Western Pomerania,No migration background,Seldom,0.09783,37,12434,0.07707,0.12294
355,355,1995,Mecklenburg-Western Pomerania,No migration background,Never,0.90217,329,12434,0.84018,0.96178
356,356,1995,Saxony,No migration background,At least once per week,0.04025,50,12434,0.03536,0.04598
357,357,1995,Saxony,No migration background,At least once per month,0.068,75,12434,0.06079,0.07713
358,358,1995,Saxony,No migration background,Seldom,0.05587,67,12434,0.04663,0.06398
359,359,1995,Saxony,No migration background,Never,0.83588,849,12434,0.80474,0.8673
360,360,1995,Saxony,Direct migration background,Never,1.0,33,12434,0.8403,1.14951
361,361,1995,Saxony-Anhalt,No migration background,At least once per week,0.0546,37,12434,0.04609,0.06363
362,362,1995,Saxony-Anhalt,No migration background,At least once per month,0.04689,35,12434,0.03937,0.05666
363,363,1995,Saxony-Anhalt,No migration background,Seldom,0.05214,42,12434,0.04149,0.06397
364,364,1995,Saxony-Anhalt,No migration background,Never,0.84637,533,12434,0.80957,0.88952
365,365,1995,Thuringa,No migration background,At least once per week,0.0555,38,12434,0.04718,0.0641
366,366,1995,Thuringa,No migration background,At least once per month,0.06104,42,12434,0.05337,0.06953
367,367,1995,Thuringa,No migration background,Seldom,0.05971,45,12434,0.05363,0.06718
368,368,1995,Thuringa,No migration background,Never,0.82375,496,12434,0.77884,0.86853
369,369,1996,Schleswig-Holstein,No migration background,Seldom,0.21465,38,12267,0.18018,0.25348
370,370,1996,Schleswig-Holstein,No migration background,Never,0.78535,172,12267,0.72182,0.86442
371,371,1996,Hamburg,No migration background,Never,1.0,75,12267,0.87376,1.11907
372,372,1996,Lower Saxony,No migration background,At least once per week,0.07558,71,12267,0.06663,0.08535
373,373,1996,Lower Saxony,No migration background,At least once per month,0.06169,54,12267,0.05452,0.06914
374,374,1996,Lower Saxony,No migration background,Seldom,0.16738,127,12267,0.15013,0.18675
375,375,1996,Lower Saxony,No migration background,Never,0.69535,558,12267,0.65941,0.72771
376,376,1996,Lower Saxony,Direct migration background,Never,1.0,153,12267,0.84557,1.15119
377,377,1996,Bremen,No migration background,Never,1.0,54,12267,0.85007,1.1465
378,378,1996,North Rhine-Westphalia,No migration background,At least once per week,0.08171,140,12267,0.07315,0.08869
379,379,1996,North Rhine-Westphalia,No migration background,At least once per month,0.07344,121,12267,0.06645,0.08152
380,380,1996,North Rhine-Westphalia,No migration background,Seldom,0.14599,238,12267,0.13656,0.15752
381,381,1996,North Rhine-Westphalia,No migration background,Never,0.69886,1228,12267,0.67874,0.72552
382,382,1996,North Rhine-Westphalia,Direct migration background,Seldom,0.11082,61,12267,0.0922,0.13318
383,383,1996,North Rhine-Westphalia,Direct migration background,Never,0.88918,549,12267,0.81387,0.97937
384,384,1996,North Rhine-Westphalia,Indirect migration background,Never,1.0,130,12267,0.86981,1.17371
385,385,1996,Hesse,No migration background,At least once per week,0.11531,54,12267,0.09745,0.13116
386,386,1996,Hesse,No migration background,At least once per month,0.07188,43,12267,0.06272,0.08138
387,387,1996,Hesse,No migration background,Seldom,0.16264,101,12267,0.14361,0.18309
388,388,1996,Hesse,No migration background,Never,0.65017,362,12267,0.61274,0.68739
389,389,1996,Hesse,Direct migration background,Never,1.0,253,12267,0.88312,1.13981
390,390,1996,Hesse,Indirect migration background,Never,1.0,48,12267,0.71639,1.40284
391,391,1996,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.12488,60,12267,0.1104,0.14092
392,392,1996,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.07985,44,12267,0.07186,0.08909
393,393,1996,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.13598,83,12267,0.11812,0.15337
394,394,1996,"Rhineland-Palatinate, Saarland",No migration background,Never,0.65929,319,12267,0.61093,0.70053
395,395,1996,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,148,12267,0.87008,1.15387
396,396,1996,Baden-Wuerttemberg,No migration background,At least once per week,0.10553,117,12267,0.09666,0.11773
397,397,1996,Baden-Wuerttemberg,No migration background,At least once per month,0.09579,91,12267,0.08415,0.10784
398,398,1996,Baden-Wuerttemberg,No migration background,Seldom,0.20246,197,12267,0.18415,0.22388
399,399,1996,Baden-Wuerttemberg,No migration background,Never,0.59622,542,12267,0.56339,0.63418
400,400,1996,Baden-Wuerttemberg,Direct migration background,At least once per month,0.0835,31,12267,0.05688,0.11041
401,401,1996,Baden-Wuerttemberg,Direct migration background,Seldom,0.1353,85,12267,0.10095,0.16736
402,402,1996,Baden-Wuerttemberg,Direct migration background,Never,0.78119,479,12267,0.69821,0.86795
403,403,1996,Baden-Wuerttemberg,Indirect migration background,Never,1.0,97,12267,0.78837,1.20829
404,404,1996,Bavaria,No migration background,At least once per week,0.07967,107,12267,0.0703,0.09215
405,405,1996,Bavaria,No migration background,At least once per month,0.10089,104,12267,0.08669,0.11753
406,406,1996,Bavaria,No migration background,Seldom,0.16143,192,12267,0.14649,0.17573
407,407,1996,Bavaria,No migration background,Never,0.658,783,12267,0.62689,0.68991
408,408,1996,Bavaria,Direct migration background,Seldom,0.11936,37,12267,0.09273,0.14929
409,409,1996,Bavaria,Direct migration background,Never,0.88064,306,12267,0.7814,0.96765
410,410,1996,Bavaria,Indirect migration background,Never,1.0,67,12267,0.79767,1.26882
411,411,1996,Berlin,No migration background,Seldom,0.08717,37,12267,0.06842,0.10936
412,412,1996,Berlin,No migration background,Never,0.91283,358,12267,0.84971,0.98125
413,413,1996,Berlin,Direct migration background,Never,1.0,72,12267,0.85165,1.16308
414,414,1996,Brandenburg,No migration background,At least once per month,0.0595,36,12267,0.04886,0.07162
415,415,1996,Brandenburg,No migration background,Seldom,0.11632,63,12267,0.10082,0.13039
416,416,1996,Brandenburg,No migration background,Never,0.82418,461,12267,0.77979,0.87056
417,417,1996,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.09125,31,12267,0.07655,0.10708
418,418,1996,Mecklenburg-Western Pomerania,No migration background,Seldom,0.13365,57,12267,0.10948,0.15364
419,419,1996,Mecklenburg-Western Pomerania,No migration background,Never,0.7751,287,12267,0.7138,0.83002
420,420,1996,Saxony,No migration background,At least once per week,0.05558,60,12267,0.0484,0.06408
421,421,1996,Saxony,No migration background,At least once per month,0.06823,78,12267,0.0606,0.07665
422,422,1996,Saxony,No migration background,Seldom,0.09855,111,12267,0.08895,0.10817
423,423,1996,Saxony,No migration background,Never,0.77764,802,12267,0.74662,0.80418
424,424,1996,Saxony,Direct migration background,Never,1.0,31,12267,0.82228,1.1663
425,425,1996,Saxony-Anhalt,No migration background,At least once per week,0.05334,37,12267,0.04468,0.06383
426,426,1996,Saxony-Anhalt,No migration background,At least once per month,0.0528,33,12267,0.04256,0.06728
427,427,1996,Saxony-Anhalt,No migration background,Seldom,0.12125,89,12267,0.10676,0.13519
428,428,1996,Saxony-Anhalt,No migration background,Never,0.77261,474,12267,0.72896,0.81428
429,429,1996,Thuringa,No migration background,At least once per week,0.04953,34,12267,0.04281,0.05736
430,430,1996,Thuringa,No migration background,At least once per month,0.07704,52,12267,0.06788,0.08785
431,431,1996,Thuringa,No migration background,Seldom,0.14653,97,12267,0.12943,0.16409
432,432,1996,Thuringa,No migration background,Never,0.72691,448,12267,0.68269,0.77172
433,433,1997,Schleswig-Holstein,No migration background,Seldom,0.19179,34,11986,0.16157,0.22779
434,434,1997,Schleswig-Holstein,No migration background,Never,0.80821,170,11986,0.74423,0.8716
435,435,1997,Hamburg,No migration background,Never,1.0,71,11986,0.84442,1.14887
436,436,1997,Lower Saxony,No migration background,At least once per week,0.07004,61,11986,0.06226,0.07723
437,437,1997,Lower Saxony,No migration background,At least once per month,0.05889,54,11986,0.05187,0.06855
438,438,1997,Lower Saxony,No migration background,Seldom,0.16599,127,11986,0.15076,0.18616
439,439,1997,Lower Saxony,No migration background,Never,0.70508,549,11986,0.669,0.74319
440,440,1997,Lower Saxony,Direct migration background,Never,1.0,149,11986,0.87047,1.14722
441,441,1997,Lower Saxony,Indirect migration background,Never,1.0,37,11986,0.76546,1.30924
442,442,1997,Bremen,No migration background,Never,1.0,54,11986,0.85837,1.14107
443,443,1997,North Rhine-Westphalia,No migration background,At least once per week,0.08426,143,11986,0.07699,0.09282
444,444,1997,North Rhine-Westphalia,No migration background,At least once per month,0.08026,130,11986,0.07186,0.08992
445,445,1997,North Rhine-Westphalia,No migration background,Seldom,0.12284,219,11986,0.11293,0.13373
446,446,1997,North Rhine-Westphalia,No migration background,Never,0.71263,1228,11986,0.68512,0.74193
447,447,1997,North Rhine-Westphalia,Direct migration background,Seldom,0.06778,38,11986,0.05086,0.08727
448,448,1997,North Rhine-Westphalia,Direct migration background,Never,0.93222,531,11986,0.84448,1.01949
449,449,1997,North Rhine-Westphalia,Indirect migration background,Never,1.0,143,11986,0.80757,1.19026
450,450,1997,Hesse,No migration background,At least once per week,0.13461,65,11986,0.11474,0.15419
451,451,1997,Hesse,No migration background,At least once per month,0.0592,34,11986,0.04972,0.07054
452,452,1997,Hesse,No migration background,Seldom,0.18173,88,11986,0.15879,0.20647
453,453,1997,Hesse,No migration background,Never,0.62445,332,11986,0.58402,0.66573
454,454,1997,Hesse,Direct migration background,Never,1.0,241,11986,0.86499,1.12948
455,455,1997,Hesse,Indirect migration background,Never,1.0,45,11986,0.6614,1.3637
456,456,1997,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.11993,54,11986,0.10575,0.13362
457,457,1997,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.08584,47,11986,0.07433,0.09709
458,458,1997,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.11949,76,11986,0.10917,0.1308
459,459,1997,"Rhineland-Palatinate, Saarland",No migration background,Never,0.67474,344,11986,0.63258,0.71994
460,460,1997,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,151,11986,0.90131,1.09299
461,461,1997,Baden-Wuerttemberg,No migration background,At least once per week,0.09404,112,11986,0.08218,0.10441
462,462,1997,Baden-Wuerttemberg,No migration background,At least once per month,0.11514,98,11986,0.10203,0.13345
463,463,1997,Baden-Wuerttemberg,No migration background,Seldom,0.17704,167,11986,0.16041,0.19772
464,464,1997,Baden-Wuerttemberg,No migration background,Never,0.61378,557,11986,0.57727,0.64899
465,465,1997,Baden-Wuerttemberg,Direct migration background,Seldom,0.13429,91,11986,0.10671,0.16082
466,466,1997,Baden-Wuerttemberg,Direct migration background,Never,0.86571,475,11986,0.79219,0.96046
467,467,1997,Baden-Wuerttemberg,Indirect migration background,Never,1.0,105,11986,0.82487,1.23323
468,468,1997,Bavaria,No migration background,At least once per week,0.08054,112,11986,0.07144,0.09061
469,469,1997,Bavaria,No migration background,At least once per month,0.10451,112,11986,0.08968,0.11934
470,470,1997,Bavaria,No migration background,Seldom,0.12693,170,11986,0.11562,0.14232
471,471,1997,Bavaria,No migration background,Never,0.68802,788,11986,0.6547,0.71779
472,472,1997,Bavaria,Direct migration background,Seldom,0.11778,36,11986,0.08384,0.16234
473,473,1997,Bavaria,Direct migration background,Never,0.88222,282,11986,0.78057,0.99718
474,474,1997,Bavaria,Indirect migration background,Never,1.0,67,11986,0.80215,1.25587
475,475,1997,Berlin,No migration background,Seldom,0.11134,43,11986,0.0966,0.13086
476,476,1997,Berlin,No migration background,Never,0.88866,333,11986,0.82744,0.96759
477,477,1997,Berlin,Direct migration background,Never,1.0,57,11986,0.82756,1.2105
478,478,1997,Brandenburg,No migration background,At least once per month,0.06675,39,11986,0.05596,0.07705
479,479,1997,Brandenburg,No migration background,Seldom,0.1085,58,11986,0.09098,0.12436
480,480,1997,Brandenburg,No migration background,Never,0.82475,459,11986,0.7783,0.87604
481,481,1997,Mecklenburg-Western Pomerania,No migration background,Seldom,0.108,41,11986,0.08817,0.13091
482,482,1997,Mecklenburg-Western Pomerania,No migration background,Never,0.892,287,11986,0.82695,0.96605
483,483,1997,Saxony,No migration background,At least once per week,0.05938,60,11986,0.05048,0.06904
484,484,1997,Saxony,No migration background,At least once per month,0.05557,65,11986,0.04921,0.06444
485,485,1997,Saxony,No migration background,Seldom,0.10128,111,11986,0.09065,0.11183
486,486,1997,Saxony,No migration background,Never,0.78376,793,11986,0.75038,0.81946
487,487,1997,Saxony-Anhalt,No migration background,At least once per week,0.05516,33,11986,0.04535,0.06616
488,488,1997,Saxony-Anhalt,No migration background,At least once per month,0.06066,35,11986,0.0506,0.0741
489,489,1997,Saxony-Anhalt,No migration background,Seldom,0.06813,63,11986,0.05992,0.07684
490,490,1997,Saxony-Anhalt,No migration background,Never,0.81605,494,11986,0.76511,0.86187
491,491,1997,Thuringa,No migration background,At least once per week,0.05437,33,11986,0.0454,0.06272
492,492,1997,Thuringa,No migration background,At least once per month,0.08465,54,11986,0.07311,0.09912
493,493,1997,Thuringa,No migration background,Seldom,0.09941,69,11986,0.08172,0.11855
494,494,1997,Thuringa,No migration background,Never,0.76156,472,11986,0.71918,0.80399
495,495,1998,Schleswig-Holstein,No migration background,Seldom,0.15364,45,13334,0.13139,0.1756
496,496,1998,Schleswig-Holstein,No migration background,Never,0.84636,214,13334,0.78859,0.91243
497,497,1998,Hamburg,No migration background,Never,1.0,103,13334,0.90732,1.10201
498,498,1998,Lower Saxony,No migration background,At least once per week,0.0969,98,13334,0.08574,0.10729
499,499,1998,Lower Saxony,No migration background,At least once per month,0.06482,65,13334,0.05766,0.07143
500,500,1998,Lower Saxony,No migration background,Seldom,0.10984,105,13334,0.09982,0.12037
501,501,1998,Lower Saxony,No migration background,Never,0.72843,689,13334,0.69383,0.76189
502,502,1998,Lower Saxony,Direct migration background,Never,1.0,158,13334,0.88169,1.13727
503,503,1998,Lower Saxony,Indirect migration background,Never,1.0,40,13334,0.77992,1.24534
504,504,1998,Bremen,No migration background,Never,1.0,58,13334,0.83604,1.14297
505,505,1998,North Rhine-Westphalia,No migration background,At least once per week,0.07828,164,13334,0.07221,0.08558
506,506,1998,North Rhine-Westphalia,No migration background,At least once per month,0.075,155,13334,0.0685,0.0815
507,507,1998,North Rhine-Westphalia,No migration background,Seldom,0.11049,218,13334,0.10083,0.1193
508,508,1998,North Rhine-Westphalia,No migration background,Never,0.73623,1506,13334,0.71733,0.75943
509,509,1998,North Rhine-Westphalia,Direct migration background,Never,1.0,540,13334,0.92328,1.07161
510,510,1998,North Rhine-Westphalia,Indirect migration background,Never,1.0,146,13334,0.85674,1.15288
511,511,1998,Hesse,No migration background,At least once per week,0.09328,58,13334,0.0822,0.10479
512,512,1998,Hesse,No migration background,At least once per month,0.10316,65,13334,0.09176,0.11937
513,513,1998,Hesse,No migration background,Seldom,0.13829,81,13334,0.12398,0.15643
514,514,1998,Hesse,No migration background,Never,0.66527,410,13334,0.63206,0.70476
515,515,1998,Hesse,Direct migration background,Never,1.0,234,13334,0.90962,1.10477
516,516,1998,Hesse,Indirect migration background,Never,1.0,52,13334,0.70487,1.39446
517,517,1998,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.11382,69,13334,0.10294,0.12721
518,518,1998,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.08239,45,13334,0.07249,0.09512
519,519,1998,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.09396,63,13334,0.08211,0.10931
520,520,1998,"Rhineland-Palatinate, Saarland",No migration background,Never,0.70983,435,13334,0.67421,0.75312
521,521,1998,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,153,13334,0.89195,1.10348
522,522,1998,Baden-Wuerttemberg,No migration background,At least once per week,0.12116,147,13334,0.11155,0.13287
523,523,1998,Baden-Wuerttemberg,No migration background,At least once per month,0.0896,96,13334,0.07912,0.10173
524,524,1998,Baden-Wuerttemberg,No migration background,Seldom,0.1583,151,13334,0.14243,0.17277
525,525,1998,Baden-Wuerttemberg,No migration background,Never,0.63094,672,13334,0.60109,0.66202
526,526,1998,Baden-Wuerttemberg,Direct migration background,Seldom,0.08767,46,13334,0.06358,0.11286
527,527,1998,Baden-Wuerttemberg,Direct migration background,Never,0.91233,493,13334,0.8367,1.00748
528,528,1998,Baden-Wuerttemberg,Indirect migration background,Never,1.0,121,13334,0.81227,1.23523
529,529,1998,Bavaria,No migration background,At least once per week,0.07825,127,13334,0.06937,0.0871
530,530,1998,Bavaria,No migration background,At least once per month,0.09352,139,13334,0.08405,0.10588
531,531,1998,Bavaria,No migration background,Seldom,0.1255,173,13334,0.11137,0.13887
532,532,1998,Bavaria,No migration background,Never,0.70274,990,13334,0.68005,0.7292
533,533,1998,Bavaria,Direct migration background,Never,1.0,288,13334,0.92616,1.10924
534,534,1998,Bavaria,Indirect migration background,Never,1.0,68,13334,0.79759,1.2217
535,535,1998,Berlin,No migration background,Seldom,0.09443,40,13334,0.08381,0.11001
536,536,1998,Berlin,No migration background,Never,0.90557,370,13334,0.85839,0.96606
537,537,1998,Berlin,Direct migration background,Never,1.0,41,13334,0.79882,1.19528
538,538,1998,Brandenburg,No migration background,At least once per month,0.07388,41,13334,0.0632,0.08633
539,539,1998,Brandenburg,No migration background,Seldom,0.08765,48,13334,0.07099,0.1053
540,540,1998,Brandenburg,No migration background,Never,0.83847,486,13334,0.79501,0.88476
541,541,1998,Mecklenburg-Western Pomerania,No migration background,Seldom,0.10155,36,13334,0.07695,0.12116
542,542,1998,Mecklenburg-Western Pomerania,No migration background,Never,0.89845,311,13334,0.84263,0.95615
543,543,1998,Saxony,No migration background,At least once per week,0.058,69,13334,0.05127,0.06509
544,544,1998,Saxony,No migration background,At least once per month,0.04964,60,13334,0.04306,0.05735
545,545,1998,Saxony,No migration background,Seldom,0.08062,90,13334,0.0709,0.09285
546,546,1998,Saxony,No migration background,Never,0.81175,906,13334,0.78176,0.84443
547,547,1998,Saxony-Anhalt,No migration background,At least once per week,0.04932,32,13334,0.03694,0.06105
548,548,1998,Saxony-Anhalt,No migration background,At least once per month,0.05615,33,13334,0.04617,0.0671
549,549,1998,Saxony-Anhalt,No migration background,Seldom,0.0655,51,13334,0.05632,0.077
550,550,1998,Saxony-Anhalt,No migration background,Never,0.82903,539,13334,0.79023,0.87538
551,551,1998,Thuringa,No migration background,At least once per week,0.0593,44,13334,0.05139,0.07119
552,552,1998,Thuringa,No migration background,At least once per month,0.07472,52,13334,0.06465,0.08573
553,553,1998,Thuringa,No migration background,Seldom,0.07352,66,13334,0.06462,0.08218
554,554,1998,Thuringa,No migration background,Never,0.79247,539,13334,0.74984,0.83823
555,555,1999,Schleswig-Holstein,No migration background,At least once per month,0.11286,33,12865,0.09305,0.13868
556,556,1999,Schleswig-Holstein,No migration background,Seldom,0.2318,63,12865,0.20331,0.27186
557,557,1999,Schleswig-Holstein,No migration background,Never,0.65534,173,12865,0.60393,0.71547
558,558,1999,Hamburg,No migration background,Never,1.0,84,12865,0.89879,1.11708
559,559,1999,Lower Saxony,No migration background,At least once per week,0.11436,104,12865,0.10124,0.12674
560,560,1999,Lower Saxony,No migration background,At least once per month,0.07685,70,12865,0.067,0.08591
561,561,1999,Lower Saxony,No migration background,Seldom,0.14628,136,12865,0.13003,0.16513
562,562,1999,Lower Saxony,No migration background,Never,0.66251,619,12865,0.62998,0.69382
563,563,1999,Lower Saxony,Direct migration background,Never,1.0,145,12865,0.86543,1.18105
564,564,1999,Lower Saxony,Indirect migration background,Never,1.0,39,12865,0.78744,1.27141
565,565,1999,Bremen,No migration background,Never,1.0,56,12865,0.85393,1.15673
566,566,1999,North Rhine-Westphalia,No migration background,At least once per week,0.07565,165,12865,0.06948,0.08169
567,567,1999,North Rhine-Westphalia,No migration background,At least once per month,0.07616,149,12865,0.06934,0.08254
568,568,1999,North Rhine-Westphalia,No migration background,Seldom,0.13552,263,12865,0.12521,0.1462
569,569,1999,North Rhine-Westphalia,No migration background,Never,0.71266,1377,12865,0.68907,0.73758
570,570,1999,North Rhine-Westphalia,Direct migration background,Seldom,0.07218,43,12865,0.05767,0.08508
571,571,1999,North Rhine-Westphalia,Direct migration background,Never,0.92782,485,12865,0.85083,0.99975
572,572,1999,North Rhine-Westphalia,Indirect migration background,Never,1.0,138,12865,0.87334,1.14068
573,573,1999,Hesse,No migration background,At least once per week,0.12812,71,12865,0.11222,0.14461
574,574,1999,Hesse,No migration background,At least once per month,0.09489,64,12865,0.08191,0.10702
575,575,1999,Hesse,No migration background,Seldom,0.16653,95,12865,0.14672,0.18463
576,576,1999,Hesse,No migration background,Never,0.61046,370,12865,0.57439,0.64666
577,577,1999,Hesse,Direct migration background,Never,1.0,203,12865,0.87145,1.12678
578,578,1999,Hesse,Indirect migration background,Never,1.0,46,12865,0.66403,1.32366
579,579,1999,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.13558,74,12865,0.11925,0.15417
580,580,1999,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.06487,40,12865,0.05604,0.07504
581,581,1999,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.15277,102,12865,0.13697,0.17205
582,582,1999,"Rhineland-Palatinate, Saarland",No migration background,Never,0.64678,383,12865,0.60898,0.68681
583,583,1999,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,130,12865,0.89985,1.09267
584,584,1999,Baden-Wuerttemberg,No migration background,At least once per week,0.11452,127,12865,0.10195,0.12833
585,585,1999,Baden-Wuerttemberg,No migration background,At least once per month,0.09416,95,12865,0.08258,0.10735
586,586,1999,Baden-Wuerttemberg,No migration background,Seldom,0.15775,171,12865,0.14067,0.17607
587,587,1999,Baden-Wuerttemberg,No migration background,Never,0.63357,619,12865,0.60185,0.6654
588,588,1999,Baden-Wuerttemberg,Direct migration background,Seldom,0.14831,74,12865,0.12003,0.18321
589,589,1999,Baden-Wuerttemberg,Direct migration background,Never,0.85169,431,12865,0.75772,0.95506
590,590,1999,Baden-Wuerttemberg,Indirect migration background,Never,1.0,123,12865,0.80409,1.19955
591,591,1999,Bavaria,No migration background,At least once per week,0.07087,111,12865,0.06277,0.07863
592,592,1999,Bavaria,No migration background,At least once per month,0.07944,114,12865,0.06942,0.09093
593,593,1999,Bavaria,No migration background,Seldom,0.17559,235,12865,0.16317,0.19248
594,594,1999,Bavaria,No migration background,Never,0.6741,917,12865,0.64395,0.7025
595,595,1999,Bavaria,Direct migration background,Never,1.0,258,12865,0.90767,1.10637
596,596,1999,Bavaria,Indirect migration background,Never,1.0,62,12865,0.795,1.30518
597,597,1999,Berlin,No migration background,At least once per month,0.07285,32,12865,0.06023,0.09006
598,598,1999,Berlin,No migration background,Seldom,0.11797,48,12865,0.10119,0.13428
599,599,1999,Berlin,No migration background,Never,0.80918,343,12865,0.75686,0.86887
600,600,1999,Berlin,Direct migration background,Never,1.0,36,12865,0.81014,1.2385
