,Unnamed: 0,year,pgisced97,sex,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
309,309,1997,Second Stage of Tertiary Education,male,At least once per week,0.0942,100,12223,0.08421,0.1059
310,310,1997,Second Stage of Tertiary Education,male,At least once per month,0.13106,126,12223,0.11252,0.15087
311,311,1997,Second Stage of Tertiary Education,male,Seldom,0.17453,163,12223,0.15317,0.19226
312,312,1997,Second Stage of Tertiary Education,male,Never,0.60021,574,12223,0.56023,0.63049
313,313,1997,Second Stage of Tertiary Education,female,At least once per week,0.09274,57,12223,0.07561,0.11329
314,314,1997,Second Stage of Tertiary Education,female,At least once per month,0.09176,70,12223,0.07661,0.11201
315,315,1997,Second Stage of Tertiary Education,female,Seldom,0.16267,131,12223,0.13927,0.18136
316,316,1997,Second Stage of Tertiary Education,female,Never,0.65283,537,12223,0.61465,0.70725
317,317,1998,Pre-primary Level,male,Never,1.0,122,13317,0.875,1.13343
318,318,1998,Pre-primary Level,female,Never,1.0,138,13317,0.91965,1.09324
319,319,1998,Primary Level,male,Never,1.0,165,13317,0.88008,1.14945
320,320,1998,Primary Level,female,Never,1.0,250,13317,0.90521,1.10697
321,321,1998,Lower Secondary Level,male,At least once per week,0.07236,62,13317,0.06048,0.08638
322,322,1998,Lower Secondary Level,male,At least once per month,0.04685,42,13317,0.03729,0.05717
323,323,1998,Lower Secondary Level,male,Seldom,0.07599,63,13317,0.06346,0.089
324,324,1998,Lower Secondary Level,male,Never,0.8048,750,13317,0.76309,0.8505
325,325,1998,Lower Secondary Level,female,At least once per week,0.03852,55,13317,0.03215,0.04416
326,326,1998,Lower Secondary Level,female,At least once per month,0.04705,71,13317,0.03988,0.05408
327,327,1998,Lower Secondary Level,female,Seldom,0.07529,119,13317,0.06645,0.08569
328,328,1998,Lower Secondary Level,female,Never,0.83914,1349,13317,0.80971,0.87462
329,329,1998,Upper Secondary Level,male,At least once per week,0.10131,338,13317,0.09532,0.10951
330,330,1998,Upper Secondary Level,male,At least once per month,0.08658,282,13317,0.07968,0.09322
331,331,1998,Upper Secondary Level,male,Seldom,0.10384,331,13317,0.09671,0.11195
332,332,1998,Upper Secondary Level,male,Never,0.70827,2544,13317,0.68931,0.73079
333,333,1998,Upper Secondary Level,female,At least once per week,0.05808,191,13317,0.05236,0.06374
334,334,1998,Upper Secondary Level,female,At least once per month,0.05117,171,13317,0.04594,0.05595
335,335,1998,Upper Secondary Level,female,Seldom,0.09676,327,13317,0.08919,0.10329
336,336,1998,Upper Secondary Level,female,Never,0.79399,2794,13317,0.76921,0.81382
337,337,1998,Post-secondary Non-tertiary Level,male,Never,1.0,169,13317,0.89324,1.11312
338,338,1998,Post-secondary Non-tertiary Level,female,Seldom,0.17943,34,13317,0.13549,0.23238
339,339,1998,Post-secondary Non-tertiary Level,female,Never,0.82057,201,13317,0.72692,0.90657
340,340,1998,First Stage of Tertiary Education,male,At least once per week,0.09902,58,13317,0.08286,0.11484
341,341,1998,First Stage of Tertiary Education,male,At least once per month,0.13203,69,13317,0.11604,0.14734
342,342,1998,First Stage of Tertiary Education,male,Seldom,0.11973,60,13317,0.10452,0.13668
343,343,1998,First Stage of Tertiary Education,male,Never,0.64922,308,13317,0.60026,0.69882
344,344,1998,First Stage of Tertiary Education,female,At least once per week,0.07844,31,13317,0.06101,0.10043
345,345,1998,First Stage of Tertiary Education,female,Seldom,0.13293,43,13317,0.10181,0.16594
346,346,1998,First Stage of Tertiary Education,female,Never,0.78862,221,13317,0.71657,0.8698
347,347,1998,Second Stage of Tertiary Education,male,At least once per week,0.0984,107,13317,0.08713,0.11095
348,348,1998,Second Stage of Tertiary Education,male,At least once per month,0.11151,125,13317,0.10028,0.12292
349,349,1998,Second Stage of Tertiary Education,male,Seldom,0.15303,158,13317,0.13417,0.1744
350,350,1998,Second Stage of Tertiary Education,male,Never,0.63707,683,13317,0.60161,0.67174
351,351,1998,Second Stage of Tertiary Education,female,At least once per week,0.09316,72,13317,0.07366,0.11394
352,352,1998,Second Stage of Tertiary Education,female,At least once per month,0.09034,74,13317,0.07679,0.10634
353,353,1998,Second Stage of Tertiary Education,female,Seldom,0.15554,131,13317,0.13828,0.17437
354,354,1998,Second Stage of Tertiary Education,female,Never,0.66095,609,13317,0.62757,0.70564
355,355,1999,Pre-primary Level,male,Never,1.0,104,13081,0.89077,1.13175
356,356,1999,Pre-primary Level,female,Never,1.0,114,13081,0.87434,1.11522
357,357,1999,Primary Level,male,Never,1.0,149,13081,0.87211,1.13332
358,358,1999,Primary Level,female,Never,1.0,229,13081,0.89435,1.11306
359,359,1999,Lower Secondary Level,male,At least once per week,0.06549,47,13081,0.05315,0.07723
360,360,1999,Lower Secondary Level,male,At least once per month,0.03925,33,13081,0.03226,0.04668
361,361,1999,Lower Secondary Level,male,Seldom,0.16215,126,13081,0.1447,0.18355
362,362,1999,Lower Secondary Level,male,Never,0.73311,668,13081,0.68519,0.77781
363,363,1999,Lower Secondary Level,female,At least once per week,0.03626,49,13081,0.03036,0.04367
364,364,1999,Lower Secondary Level,female,At least once per month,0.05596,83,13081,0.04812,0.06346
365,365,1999,Lower Secondary Level,female,Seldom,0.09427,150,13081,0.08456,0.10536
366,366,1999,Lower Secondary Level,female,Never,0.81351,1260,13081,0.77239,0.84394
367,367,1999,Upper Secondary Level,male,At least once per week,0.10696,353,13081,0.10047,0.1151
368,368,1999,Upper Secondary Level,male,At least once per month,0.08127,263,13081,0.07513,0.08847
369,369,1999,Upper Secondary Level,male,Seldom,0.13644,476,13081,0.128,0.14592
370,370,1999,Upper Secondary Level,male,Never,0.67534,2355,13081,0.65262,0.69775
371,371,1999,Upper Secondary Level,female,At least once per week,0.05169,181,13081,0.04681,0.05748
372,372,1999,Upper Secondary Level,female,At least once per month,0.05947,191,13081,0.05456,0.06587
373,373,1999,Upper Secondary Level,female,Seldom,0.12583,436,13081,0.11714,0.13398
374,374,1999,Upper Secondary Level,female,Never,0.763,2629,13081,0.73802,0.78932
375,375,1999,Post-secondary Non-tertiary Level,male,At least once per week,0.17403,32,13081,0.13838,0.21347
376,376,1999,Post-secondary Non-tertiary Level,male,Seldom,0.20811,37,13081,0.16853,0.24514
377,377,1999,Post-secondary Non-tertiary Level,male,Never,0.61786,144,13081,0.55213,0.69308
378,378,1999,Post-secondary Non-tertiary Level,female,Seldom,0.18077,34,13081,0.13769,0.21894
379,379,1999,Post-secondary Non-tertiary Level,female,Never,0.81923,201,13081,0.7256,0.90598
380,380,1999,First Stage of Tertiary Education,male,At least once per week,0.1296,70,13081,0.11016,0.14913
381,381,1999,First Stage of Tertiary Education,male,At least once per month,0.11736,61,13081,0.10299,0.13437
382,382,1999,First Stage of Tertiary Education,male,Seldom,0.14885,68,13081,0.12732,0.17851
383,383,1999,First Stage of Tertiary Education,male,Never,0.60418,283,13081,0.55817,0.64808
384,384,1999,First Stage of Tertiary Education,female,At least once per week,0.11077,37,13081,0.08115,0.14063
385,385,1999,First Stage of Tertiary Education,female,Seldom,0.15174,60,13081,0.13256,0.17269
386,386,1999,First Stage of Tertiary Education,female,Never,0.73749,210,13081,0.67351,0.81497
387,387,1999,Second Stage of Tertiary Education,male,At least once per week,0.10045,107,13081,0.08907,0.11495
388,388,1999,Second Stage of Tertiary Education,male,At least once per month,0.12503,138,13081,0.11178,0.14184
389,389,1999,Second Stage of Tertiary Education,male,Seldom,0.19611,190,13081,0.17559,0.22074
390,390,1999,Second Stage of Tertiary Education,male,Never,0.57842,639,13081,0.54303,0.60445
391,391,1999,Second Stage of Tertiary Education,female,At least once per week,0.10836,72,13081,0.08936,0.13318
392,392,1999,Second Stage of Tertiary Education,female,At least once per month,0.08453,83,13081,0.07241,0.0996
393,393,1999,Second Stage of Tertiary Education,female,Seldom,0.1889,157,13081,0.16522,0.21153
394,394,1999,Second Stage of Tertiary Education,female,Never,0.61821,562,13081,0.57885,0.66028
395,395,2001,Pre-primary Level,male,Seldom,0.14772,32,21470,0.11801,0.17634
396,396,2001,Pre-primary Level,male,Never,0.85228,189,21470,0.78683,0.92164
397,397,2001,Pre-primary Level,female,Seldom,0.16758,46,21470,0.14736,0.18998
398,398,2001,Pre-primary Level,female,Never,0.83242,197,21470,0.75101,0.92043
399,399,2001,Primary Level,male,Never,1.0,119,21470,0.88235,1.1253
400,400,2001,Primary Level,female,Never,1.0,169,21470,0.90688,1.12367
401,401,2001,Lower Secondary Level,male,At least once per week,0.05963,59,21470,0.04994,0.06838
402,402,2001,Lower Secondary Level,male,At least once per month,0.04772,41,21470,0.03987,0.05472
403,403,2001,Lower Secondary Level,male,Seldom,0.08872,81,21470,0.07914,0.10286
404,404,2001,Lower Secondary Level,male,Never,0.80392,807,21470,0.76706,0.83849
405,405,2001,Lower Secondary Level,female,At least once per week,0.03049,63,21470,0.02676,0.03405
406,406,2001,Lower Secondary Level,female,At least once per month,0.05272,100,21470,0.04825,0.0588
407,407,2001,Lower Secondary Level,female,Seldom,0.07399,163,21470,0.06633,0.08166
408,408,2001,Lower Secondary Level,female,Never,0.84279,1729,21470,0.81933,0.86533
409,409,2001,Upper Secondary Level,male,At least once per week,0.10214,572,21470,0.09725,0.10701
410,410,2001,Upper Secondary Level,male,At least once per month,0.0812,440,21470,0.07557,0.08597
411,411,2001,Upper Secondary Level,male,Seldom,0.10995,630,21470,0.10494,0.11427
412,412,2001,Upper Secondary Level,male,Never,0.70671,3938,21470,0.694,0.71843
413,413,2001,Upper Secondary Level,female,At least once per week,0.05874,334,21470,0.05523,0.06295
414,414,2001,Upper Secondary Level,female,At least once per month,0.06385,397,21470,0.06092,0.06733
415,415,2001,Upper Secondary Level,female,Seldom,0.11737,712,21470,0.1114,0.12305
416,416,2001,Upper Secondary Level,female,Never,0.76004,4418,21470,0.7474,0.77378
417,417,2001,Post-secondary Non-tertiary Level,male,At least once per week,0.08078,40,21470,0.07107,0.09426
418,418,2001,Post-secondary Non-tertiary Level,male,At least once per month,0.071,35,21470,0.05612,0.08684
419,419,2001,Post-secondary Non-tertiary Level,male,Seldom,0.14785,61,21470,0.12363,0.1666
420,420,2001,Post-secondary Non-tertiary Level,male,Never,0.70037,342,21470,0.64141,0.75282
421,421,2001,Post-secondary Non-tertiary Level,female,At least once per week,0.07667,42,21470,0.06368,0.09155
422,422,2001,Post-secondary Non-tertiary Level,female,At least once per month,0.0705,41,21470,0.06061,0.08206
423,423,2001,Post-secondary Non-tertiary Level,female,Seldom,0.12665,77,21470,0.10911,0.14427
424,424,2001,Post-secondary Non-tertiary Level,female,Never,0.72617,422,21470,0.67452,0.77671
425,425,2001,First Stage of Tertiary Education,male,At least once per week,0.12891,130,21470,0.11807,0.13994
426,426,2001,First Stage of Tertiary Education,male,At least once per month,0.12278,114,21470,0.11091,0.13626
427,427,2001,First Stage of Tertiary Education,male,Seldom,0.14129,139,21470,0.12767,0.15513
428,428,2001,First Stage of Tertiary Education,male,Never,0.60701,568,21470,0.57875,0.63797
429,429,2001,First Stage of Tertiary Education,female,At least once per week,0.06867,53,21470,0.05898,0.08051
430,430,2001,First Stage of Tertiary Education,female,At least once per month,0.09034,64,21470,0.07775,0.10217
431,431,2001,First Stage of Tertiary Education,female,Seldom,0.14497,103,21470,0.12334,0.1635
432,432,2001,First Stage of Tertiary Education,female,Never,0.69602,485,21470,0.64992,0.74429
433,433,2001,Second Stage of Tertiary Education,male,At least once per week,0.12853,257,21470,0.11966,0.13909
434,434,2001,Second Stage of Tertiary Education,male,At least once per month,0.10104,223,21470,0.09264,0.10875
435,435,2001,Second Stage of Tertiary Education,male,Seldom,0.1738,325,21470,0.16092,0.18627
436,436,2001,Second Stage of Tertiary Education,male,Never,0.59663,1174,21470,0.5744,0.61653
437,437,2001,Second Stage of Tertiary Education,female,At least once per week,0.08899,129,21470,0.08009,0.09936
438,438,2001,Second Stage of Tertiary Education,female,At least once per month,0.1012,154,21470,0.09103,0.11065
439,439,2001,Second Stage of Tertiary Education,female,Seldom,0.15945,249,21470,0.14585,0.17498
440,440,2001,Second Stage of Tertiary Education,female,Never,0.65036,1007,21470,0.62481,0.67637
441,441,2003,Pre-primary Level,male,At least once per week,0.18707,44,21714,0.14279,0.22961
442,442,2003,Pre-primary Level,male,Seldom,0.14493,32,21714,0.11566,0.1846
443,443,2003,Pre-primary Level,male,Never,0.66799,204,21714,0.59148,0.7405
444,444,2003,Pre-primary Level,female,At least once per week,0.14187,43,21714,0.107,0.19098
445,445,2003,Pre-primary Level,female,Seldom,0.10044,33,21714,0.07075,0.13241
446,446,2003,Pre-primary Level,female,Never,0.75769,218,21714,0.66003,0.86904
447,447,2003,Primary Level,male,Never,1.0,96,21714,0.90003,1.14834
448,448,2003,Primary Level,female,Never,1.0,152,21714,0.88141,1.11112
449,449,2003,Lower Secondary Level,male,At least once per week,0.07593,67,21714,0.06476,0.09006
450,450,2003,Lower Secondary Level,male,Seldom,0.0581,55,21714,0.04945,0.06777
451,451,2003,Lower Secondary Level,male,Never,0.86597,750,21714,0.81902,0.91579
452,452,2003,Lower Secondary Level,female,At least once per week,0.04266,80,21714,0.03552,0.04844
453,453,2003,Lower Secondary Level,female,At least once per month,0.03733,67,21714,0.03135,0.04386
454,454,2003,Lower Secondary Level,female,Seldom,0.06024,106,21714,0.05382,0.06903
455,455,2003,Lower Secondary Level,female,Never,0.85977,1557,21714,0.83431,0.89252
456,456,2003,Upper Secondary Level,male,At least once per week,0.10368,565,21714,0.09793,0.10951
457,457,2003,Upper Secondary Level,male,At least once per month,0.06829,372,21714,0.06281,0.07335
458,458,2003,Upper Secondary Level,male,Seldom,0.11107,558,21714,0.10364,0.11758
459,459,2003,Upper Secondary Level,male,Never,0.71696,3800,21714,0.7009,0.73523
460,460,2003,Upper Secondary Level,female,At least once per week,0.05871,367,21714,0.0545,0.06323
461,461,2003,Upper Secondary Level,female,At least once per month,0.06632,404,21714,0.06215,0.0709
462,462,2003,Upper Secondary Level,female,Seldom,0.08958,551,21714,0.08406,0.09511
463,463,2003,Upper Secondary Level,female,Never,0.78539,4440,21714,0.76835,0.80373
464,464,2003,Post-secondary Non-tertiary Level,male,At least once per week,0.08119,42,21714,0.0623,0.1003
465,465,2003,Post-secondary Non-tertiary Level,male,At least once per month,0.07323,33,21714,0.05286,0.09566
466,466,2003,Post-secondary Non-tertiary Level,male,Seldom,0.09516,50,21714,0.0734,0.12399
467,467,2003,Post-secondary Non-tertiary Level,male,Never,0.75043,352,21714,0.68879,0.80937
468,468,2003,Post-secondary Non-tertiary Level,female,At least once per week,0.07095,56,21714,0.05745,0.08678
469,469,2003,Post-secondary Non-tertiary Level,female,At least once per month,0.06452,47,21714,0.04977,0.08025
470,470,2003,Post-secondary Non-tertiary Level,female,Seldom,0.10008,73,21714,0.07822,0.11777
471,471,2003,Post-secondary Non-tertiary Level,female,Never,0.76445,494,21714,0.71078,0.81873
472,472,2003,First Stage of Tertiary Education,male,At least once per week,0.13427,137,21714,0.11415,0.15239
473,473,2003,First Stage of Tertiary Education,male,At least once per month,0.11518,112,21714,0.09911,0.13114
474,474,2003,First Stage of Tertiary Education,male,Seldom,0.11877,122,21714,0.10343,0.13837
475,475,2003,First Stage of Tertiary Education,male,Never,0.63178,598,21714,0.58565,0.67221
476,476,2003,First Stage of Tertiary Education,female,At least once per week,0.10424,66,21714,0.08457,0.12383
477,477,2003,First Stage of Tertiary Education,female,At least once per month,0.06625,49,21714,0.05256,0.08541
478,478,2003,First Stage of Tertiary Education,female,Seldom,0.13205,93,21714,0.10867,0.15513
479,479,2003,First Stage of Tertiary Education,female,Never,0.69746,495,21714,0.65368,0.74501
480,480,2003,Second Stage of Tertiary Education,male,At least once per week,0.11748,321,21714,0.10672,0.13117
481,481,2003,Second Stage of Tertiary Education,male,At least once per month,0.10771,287,21714,0.09569,0.11817
482,482,2003,Second Stage of Tertiary Education,male,Seldom,0.14158,361,21714,0.125,0.15516
483,483,2003,Second Stage of Tertiary Education,male,Never,0.63324,1476,21714,0.60666,0.66154
484,484,2003,Second Stage of Tertiary Education,female,At least once per week,0.10497,203,21714,0.09137,0.11985
485,485,2003,Second Stage of Tertiary Education,female,At least once per month,0.09651,176,21714,0.08447,0.11173
486,486,2003,Second Stage of Tertiary Education,female,Seldom,0.14567,292,21714,0.13029,0.15836
487,487,2003,Second Stage of Tertiary Education,female,Never,0.65285,1218,21714,0.61859,0.68715
488,488,2005,Pre-primary Level,male,At least once per week,0.15048,50,20158,0.11982,0.18728
489,489,2005,Pre-primary Level,male,Seldom,0.1638,50,20158,0.12967,0.20271
490,490,2005,Pre-primary Level,male,Never,0.68572,184,20158,0.6034,0.7855
491,491,2005,Pre-primary Level,female,Seldom,0.21198,64,20158,0.16136,0.26901
492,492,2005,Pre-primary Level,female,Never,0.78802,218,20158,0.69463,0.89144
493,493,2005,Primary Level,male,Never,1.0,90,20158,0.85045,1.16619
494,494,2005,Primary Level,female,Never,1.0,133,20158,0.85562,1.13522
495,495,2005,Lower Secondary Level,male,At least once per week,0.06813,54,20158,0.05611,0.0819
496,496,2005,Lower Secondary Level,male,At least once per month,0.05235,35,20158,0.04275,0.06082
497,497,2005,Lower Secondary Level,male,Seldom,0.11011,81,20158,0.09038,0.13445
498,498,2005,Lower Secondary Level,male,Never,0.76941,600,20158,0.71796,0.82583
499,499,2005,Lower Secondary Level,female,At least once per week,0.04789,75,20158,0.04082,0.05405
500,500,2005,Lower Secondary Level,female,At least once per month,0.04329,74,20158,0.03683,0.05
501,501,2005,Lower Secondary Level,female,Seldom,0.08029,137,20158,0.07031,0.09078
502,502,2005,Lower Secondary Level,female,Never,0.82852,1318,20158,0.80204,0.86321
503,503,2005,Upper Secondary Level,male,At least once per week,0.10203,488,20158,0.09496,0.10886
504,504,2005,Upper Secondary Level,male,At least once per month,0.09267,460,20158,0.08558,0.09942
505,505,2005,Upper Secondary Level,male,Seldom,0.13369,647,20158,0.1247,0.14099
506,506,2005,Upper Secondary Level,male,Never,0.6716,3261,20158,0.65431,0.69025
507,507,2005,Upper Secondary Level,female,At least once per week,0.07189,395,20158,0.06653,0.07772
508,508,2005,Upper Secondary Level,female,At least once per month,0.07789,417,20158,0.07163,0.08334
509,509,2005,Upper Secondary Level,female,Seldom,0.13232,739,20158,0.12309,0.13988
510,510,2005,Upper Secondary Level,female,Never,0.7179,3775,20158,0.69913,0.73572
511,511,2005,Post-secondary Non-tertiary Level,male,At least once per week,0.09681,48,20158,0.07252,0.12628
512,512,2005,Post-secondary Non-tertiary Level,male,At least once per month,0.0801,40,20158,0.05396,0.10868
513,513,2005,Post-secondary Non-tertiary Level,male,Seldom,0.16819,67,20158,0.13147,0.20409
514,514,2005,Post-secondary Non-tertiary Level,male,Never,0.65491,304,20158,0.59373,0.72621
515,515,2005,Post-secondary Non-tertiary Level,female,At least once per week,0.06952,43,20158,0.05287,0.08714
516,516,2005,Post-secondary Non-tertiary Level,female,At least once per month,0.08138,59,20158,0.06724,0.09768
517,517,2005,Post-secondary Non-tertiary Level,female,Seldom,0.13865,92,20158,0.11363,0.16423
518,518,2005,Post-secondary Non-tertiary Level,female,Never,0.71045,467,20158,0.65502,0.76545
519,519,2005,First Stage of Tertiary Education,male,At least once per week,0.11817,123,20158,0.10145,0.13954
520,520,2005,First Stage of Tertiary Education,male,At least once per month,0.1081,107,20158,0.0957,0.12437
521,521,2005,First Stage of Tertiary Education,male,Seldom,0.18635,150,20158,0.16082,0.21356
522,522,2005,First Stage of Tertiary Education,male,Never,0.58738,508,20158,0.54417,0.62852
523,523,2005,First Stage of Tertiary Education,female,At least once per week,0.08299,56,20158,0.0621,0.09967
524,524,2005,First Stage of Tertiary Education,female,At least once per month,0.12578,78,20158,0.10427,0.14795
525,525,2005,First Stage of Tertiary Education,female,Seldom,0.1455,111,20158,0.12422,0.16829
526,526,2005,First Stage of Tertiary Education,female,Never,0.64573,414,20158,0.59595,0.69799
527,527,2005,Second Stage of Tertiary Education,male,At least once per week,0.13266,329,20158,0.11844,0.14578
528,528,2005,Second Stage of Tertiary Education,male,At least once per month,0.11335,292,20158,0.10102,0.1254
529,529,2005,Second Stage of Tertiary Education,male,Seldom,0.1739,410,20158,0.15831,0.19111
530,530,2005,Second Stage of Tertiary Education,male,Never,0.58009,1267,20158,0.54629,0.61319
531,531,2005,Second Stage of Tertiary Education,female,At least once per week,0.10725,189,20158,0.09203,0.12048
532,532,2005,Second Stage of Tertiary Education,female,At least once per month,0.09217,221,20158,0.08139,0.10563
533,533,2005,Second Stage of Tertiary Education,female,Seldom,0.18713,349,20158,0.16791,0.20924
534,534,2005,Second Stage of Tertiary Education,female,Never,0.61345,1089,20158,0.57903,0.65204
535,535,2007,Pre-primary Level,male,Never,1.0,96,19865,0.81911,1.21142
536,536,2007,Pre-primary Level,female,Seldom,0.24316,37,19865,0.16868,0.32975
537,537,2007,Pre-primary Level,female,Never,0.75684,107,19865,0.6168,0.90685
538,538,2007,Primary Level,male,Never,1.0,71,19865,0.84515,1.1724
539,539,2007,Primary Level,female,Never,1.0,130,19865,0.87182,1.1307
540,540,2007,Lower Secondary Level,male,At least once per week,0.06626,54,19865,0.05458,0.07781
541,541,2007,Lower Secondary Level,male,At least once per month,0.04914,33,19865,0.03929,0.05955
542,542,2007,Lower Secondary Level,male,Seldom,0.08746,54,19865,0.06989,0.11277
543,543,2007,Lower Secondary Level,male,Never,0.79714,538,19865,0.74222,0.8523
544,544,2007,Lower Secondary Level,female,At least once per week,0.05116,80,19865,0.04301,0.0582
545,545,2007,Lower Secondary Level,female,At least once per month,0.04046,65,19865,0.03388,0.04781
546,546,2007,Lower Secondary Level,female,Seldom,0.08229,122,19865,0.073,0.09512
547,547,2007,Lower Secondary Level,female,Never,0.82609,1227,19865,0.7952,0.85451
548,548,2007,Upper Secondary Level,male,At least once per week,0.10571,511,19865,0.09802,0.11323
549,549,2007,Upper Secondary Level,male,At least once per month,0.08439,425,19865,0.07809,0.09186
550,550,2007,Upper Secondary Level,male,Seldom,0.11693,548,19865,0.10952,0.12512
551,551,2007,Upper Secondary Level,male,Never,0.69297,3384,19865,0.67697,0.71149
552,552,2007,Upper Secondary Level,female,At least once per week,0.07056,401,19865,0.06438,0.07565
553,553,2007,Upper Secondary Level,female,At least once per month,0.06875,412,19865,0.06277,0.07474
554,554,2007,Upper Secondary Level,female,Seldom,0.12311,642,19865,0.11515,0.13097
555,555,2007,Upper Secondary Level,female,Never,0.73757,3921,19865,0.71991,0.75553
556,556,2007,Post-secondary Non-tertiary Level,male,At least once per week,0.14082,63,19865,0.10973,0.17856
557,557,2007,Post-secondary Non-tertiary Level,male,Seldom,0.13802,60,19865,0.10557,0.18082
558,558,2007,Post-secondary Non-tertiary Level,male,Never,0.72117,307,19865,0.65459,0.79617
559,559,2007,Post-secondary Non-tertiary Level,female,At least once per week,0.09057,66,19865,0.07221,0.10818
560,560,2007,Post-secondary Non-tertiary Level,female,At least once per month,0.07364,58,19865,0.05907,0.09145
561,561,2007,Post-secondary Non-tertiary Level,female,Seldom,0.10802,77,19865,0.0913,0.12775
562,562,2007,Post-secondary Non-tertiary Level,female,Never,0.72777,503,19865,0.681,0.77761
563,563,2007,First Stage of Tertiary Education,male,At least once per week,0.10849,110,19865,0.09088,0.12523
564,564,2007,First Stage of Tertiary Education,male,At least once per month,0.12598,116,19865,0.10901,0.14852
565,565,2007,First Stage of Tertiary Education,male,Seldom,0.15385,142,19865,0.13243,0.17212
566,566,2007,First Stage of Tertiary Education,male,Never,0.61168,518,19865,0.56621,0.65992
567,567,2007,First Stage of Tertiary Education,female,At least once per week,0.10848,65,19865,0.08717,0.13345
568,568,2007,First Stage of Tertiary Education,female,At least once per month,0.10537,71,19865,0.08405,0.12589
569,569,2007,First Stage of Tertiary Education,female,Seldom,0.16597,99,19865,0.13359,0.19868
570,570,2007,First Stage of Tertiary Education,female,Never,0.62017,390,19865,0.56762,0.67353
571,571,2007,Second Stage of Tertiary Education,male,At least once per week,0.12972,369,19865,0.11671,0.14283
572,572,2007,Second Stage of Tertiary Education,male,At least once per month,0.10401,296,19865,0.09205,0.11675
573,573,2007,Second Stage of Tertiary Education,male,Seldom,0.149,366,19865,0.13317,0.16399
574,574,2007,Second Stage of Tertiary Education,male,Never,0.61728,1362,19865,0.5837,0.64721
575,575,2007,Second Stage of Tertiary Education,female,At least once per week,0.10739,227,19865,0.09374,0.11767
576,576,2007,Second Stage of Tertiary Education,female,At least once per month,0.08879,206,19865,0.07809,0.10072
577,577,2007,Second Stage of Tertiary Education,female,Seldom,0.18242,355,19865,0.16529,0.20085
578,578,2007,Second Stage of Tertiary Education,female,Never,0.6214,1181,19865,0.58694,0.65755
579,579,2008,Pre-primary Level,male,At least once per week,0.31303,40,18777,0.22761,0.41084
580,580,2008,Pre-primary Level,male,Never,0.68697,98,18777,0.58182,0.80776
581,581,2008,Pre-primary Level,female,Never,1.0,121,18777,0.84626,1.1826
582,582,2008,Primary Level,male,Never,1.0,63,18777,0.80298,1.16653
583,583,2008,Primary Level,female,Never,1.0,106,18777,0.85674,1.16998
584,584,2008,Lower Secondary Level,male,At least once per week,0.06782,48,18777,0.05176,0.0842
585,585,2008,Lower Secondary Level,male,Seldom,0.06043,38,18777,0.04339,0.07666
586,586,2008,Lower Secondary Level,male,Never,0.87175,516,18777,0.80998,0.92316
587,587,2008,Lower Secondary Level,female,At least once per week,0.05498,74,18777,0.04524,0.06444
588,588,2008,Lower Secondary Level,female,At least once per month,0.04183,57,18777,0.03533,0.04883
589,589,2008,Lower Secondary Level,female,Seldom,0.05874,84,18777,0.04878,0.0697
590,590,2008,Lower Secondary Level,female,Never,0.84445,1162,18777,0.81141,0.87814
591,591,2008,Upper Secondary Level,male,At least once per week,0.11239,522,18777,0.10465,0.11982
592,592,2008,Upper Secondary Level,male,At least once per month,0.06755,338,18777,0.06067,0.07287
593,593,2008,Upper Secondary Level,male,Seldom,0.09278,440,18777,0.08515,0.1009
594,594,2008,Upper Secondary Level,male,Never,0.72728,3290,18777,0.7115,0.74858
595,595,2008,Upper Secondary Level,female,At least once per week,0.07397,380,18777,0.0676,0.08031
596,596,2008,Upper Secondary Level,female,At least once per month,0.06579,365,18777,0.05998,0.07174
597,597,2008,Upper Secondary Level,female,Seldom,0.09941,537,18777,0.09209,0.10659
598,598,2008,Upper Secondary Level,female,Never,0.76084,3816,18777,0.74096,0.78042
599,599,2008,Post-secondary Non-tertiary Level,male,At least once per week,0.11625,51,18777,0.08662,0.1542
600,600,2008,Post-secondary Non-tertiary Level,male,At least once per month,0.10689,42,18777,0.07787,0.13462
601,601,2008,Post-secondary Non-tertiary Level,male,Seldom,0.12275,53,18777,0.094,0.15113
602,602,2008,Post-secondary Non-tertiary Level,male,Never,0.65411,289,18777,0.59418,0.71247
603,603,2008,Post-secondary Non-tertiary Level,female,At least once per week,0.08137,58,18777,0.06231,0.10197
604,604,2008,Post-secondary Non-tertiary Level,female,At least once per month,0.0684,47,18777,0.05335,0.0828
605,605,2008,Post-secondary Non-tertiary Level,female,Seldom,0.11825,74,18777,0.09582,0.14366
606,606,2008,Post-secondary Non-tertiary Level,female,Never,0.73199,474,18777,0.6769,0.78462
607,607,2008,First Stage of Tertiary Education,male,At least once per week,0.12355,110,18777,0.10373,0.14405
608,608,2008,First Stage of Tertiary Education,male,At least once per month,0.12173,99,18777,0.09844,0.14778
609,609,2008,First Stage of Tertiary Education,male,Seldom,0.12689,104,18777,0.10891,0.15012
610,610,2008,First Stage of Tertiary Education,male,Never,0.62783,516,18777,0.58426,0.67663
611,611,2008,First Stage of Tertiary Education,female,At least once per week,0.0754,57,18777,0.05369,0.09436
612,612,2008,First Stage of Tertiary Education,female,At least once per month,0.10619,65,18777,0.08379,0.13183
613,613,2008,First Stage of Tertiary Education,female,Seldom,0.11572,66,18777,0.08343,0.14227
