"plj0589","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2019","66 +","indirekter Migrationshintergrund","","","",""
"Oft","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2019","17-34","kein Migrationshintergrund","","","",""
"Manchmal","2019","17-34","direkter Migrationshintergrund","21","","",""
"Manchmal","2019","17-34","indirekter Migrationshintergrund","","","",""
"Manchmal","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2019","35-65","kein Migrationshintergrund","","","",""
"Manchmal","2019","35-65","direkter Migrationshintergrund","33","0.193683052541155","0.12268060576781","0.264685499314499"
"Manchmal","2019","35-65","indirekter Migrationshintergrund","","","",""
"Manchmal","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2019","66 +","kein Migrationshintergrund","","","",""
"Manchmal","2019","66 +","direkter Migrationshintergrund","","","",""
"Manchmal","2019","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2019","17-34","kein Migrationshintergrund","","","",""
"Selten","2019","17-34","direkter Migrationshintergrund","19","","",""
"Selten","2019","17-34","indirekter Migrationshintergrund","","","",""
"Selten","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2019","35-65","kein Migrationshintergrund","","","",""
"Selten","2019","35-65","direkter Migrationshintergrund","29","","",""
"Selten","2019","35-65","indirekter Migrationshintergrund","","","",""
"Selten","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2019","66 +","kein Migrationshintergrund","","","",""
"Selten","2019","66 +","direkter Migrationshintergrund","2","","",""
"Selten","2019","66 +","indirekter Migrationshintergrund","","","",""
"Selten","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2019","17-34","kein Migrationshintergrund","","","",""
"Nie","2019","17-34","direkter Migrationshintergrund","78","0.601236251107916","0.517066347640816","0.685406154575015"
"Nie","2019","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2019","35-65","kein Migrationshintergrund","","","",""
"Nie","2019","35-65","direkter Migrationshintergrund","44","0.352180339580302","0.266361186104902","0.437999493055702"
"Nie","2019","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2019","66 +","kein Migrationshintergrund","","","",""
"Nie","2019","66 +","direkter Migrationshintergrund","3","","",""
"Nie","2019","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2020","17-34","kein Migrationshintergrund","","","",""
"Sehr oft","2020","17-34","direkter Migrationshintergrund","15","","",""
"Sehr oft","2020","17-34","indirekter Migrationshintergrund","","","",""
"Sehr oft","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2020","35-65","kein Migrationshintergrund","","","",""
"Sehr oft","2020","35-65","direkter Migrationshintergrund","18","","",""
"Sehr oft","2020","35-65","indirekter Migrationshintergrund","","","",""
"Sehr oft","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2020","66 +","kein Migrationshintergrund","","","",""
"Sehr oft","2020","66 +","direkter Migrationshintergrund","1","","",""
"Sehr oft","2020","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2020","17-34","kein Migrationshintergrund","","","",""
"Oft","2020","17-34","direkter Migrationshintergrund","45","0.0752758476920037","0.0536165389967641","0.0969351563872433"
"Oft","2020","17-34","indirekter Migrationshintergrund","","","",""
"Oft","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2020","35-65","kein Migrationshintergrund","","","",""
"Oft","2020","35-65","direkter Migrationshintergrund","45","0.13628836913791","0.102496339349845","0.170080398925976"
"Oft","2020","35-65","indirekter Migrationshintergrund","","","",""
"Oft","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2020","66 +","kein Migrationshintergrund","","","",""
"Oft","2020","66 +","direkter Migrationshintergrund","4","0.225619399051133","0.0140913747715086","0.437147423330758"
"Oft","2020","66 +","indirekter Migrationshintergrund","","","",""
"Oft","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2020","17-34","kein Migrationshintergrund","","","",""
"Manchmal","2020","17-34","direkter Migrationshintergrund","131","","",""
"Manchmal","2020","17-34","indirekter Migrationshintergrund","","","",""
"Manchmal","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2020","35-65","kein Migrationshintergrund","","","",""
"Manchmal","2020","35-65","direkter Migrationshintergrund","110","","",""
"Manchmal","2020","35-65","indirekter Migrationshintergrund","","","",""
"Manchmal","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2020","66 +","kein Migrationshintergrund","","","",""
"Manchmal","2020","66 +","direkter Migrationshintergrund","3","","",""
"Manchmal","2020","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2020","17-34","kein Migrationshintergrund","","","",""
"Selten","2020","17-34","direkter Migrationshintergrund","159","","",""
"Selten","2020","17-34","indirekter Migrationshintergrund","","","",""
"Selten","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2020","35-65","kein Migrationshintergrund","","","",""
"Selten","2020","35-65","direkter Migrationshintergrund","94","0.187440684191717","0.14900275650903","0.225878611874404"
"Selten","2020","35-65","indirekter Migrationshintergrund","","","",""
"Selten","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2020","66 +","kein Migrationshintergrund","","","",""
"Selten","2020","66 +","direkter Migrationshintergrund","2","","",""
"Selten","2020","66 +","indirekter Migrationshintergrund","","","",""
"Selten","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2020","17-34","kein Migrationshintergrund","","","",""
"Nie","2020","17-34","direkter Migrationshintergrund","220","","",""
"Nie","2020","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2020","35-65","kein Migrationshintergrund","","","",""
"Nie","2020","35-65","direkter Migrationshintergrund","129","","",""
"Nie","2020","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2020","66 +","kein Migrationshintergrund","","","",""
"Nie","2020","66 +","direkter Migrationshintergrund","5","0.409784000235743","0.160906606894731","0.658661393576756"
"Nie","2020","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
