year,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Indirect migration background,Divorced,0.02991,60,1588,0.02153,0.03829
2017,No migration background,Married,0.48881,11441,20457,0.48196,0.49566
2017,No migration background,"Married, living apart",0.02248,471,20457,0.02045,0.02451
2017,No migration background,Single,0.29289,5336,20457,0.28665,0.29913
2017,No migration background,Divorced,0.10730,2001,20457,0.10306,0.11154
2017,No migration background,Widowed,0.08851,1208,20457,0.08462,0.09240
2017,Direct migration background,Married,0.61701,5901,9039,0.60699,0.62703
2017,Direct migration background,"Married, living apart",0.04454,443,9039,0.04029,0.04880
2017,Direct migration background,Single,0.19604,2006,9039,0.18785,0.20422
2017,Direct migration background,Divorced,0.09856,477,9039,0.09241,0.10470
2017,Direct migration background,Widowed,0.04385,212,9039,0.03963,0.04807
2017,Indirect migration background,Married,0.26364,571,1731,0.24288,0.28441
2017,Indirect migration background,"Married, living apart",0.02412,43,1731,0.01689,0.03135
2017,Indirect migration background,Single,0.66401,1045,1731,0.64175,0.68627
2017,Indirect migration background,Divorced,0.03943,72,1731,0.03026,0.04860
2018,No migration background,Married,0.48997,10822,19737,0.48299,0.49694
2018,No migration background,"Married, living apart",0.02476,487,19737,0.02259,0.02693
2018,No migration background,Single,0.28946,5261,19737,0.28313,0.29578
2018,No migration background,Divorced,0.10871,1985,19737,0.10436,0.11305
2018,No migration background,Widowed,0.08711,1182,19737,0.08317,0.09104
2018,Direct migration background,Married,0.61309,5473,8420,0.60269,0.62350
2018,Direct migration background,"Married, living apart",0.04127,386,8420,0.03702,0.04552
2018,Direct migration background,Single,0.19818,1834,8420,0.18967,0.20670
2018,Direct migration background,Divorced,0.10087,507,8420,0.09443,0.10730
2018,Direct migration background,Widowed,0.04659,220,8420,0.04208,0.05109
2018,Indirect migration background,Married,0.28972,549,1711,0.26821,0.31122
2018,Indirect migration background,"Married, living apart",0.01638,36,1711,0.01036,0.02239
2018,Indirect migration background,Single,0.63734,1039,1711,0.61455,0.66013
2018,Indirect migration background,Divorced,0.04641,87,1711,0.03644,0.05639
2019,No migration background,Married,0.48462,11421,20409,0.47776,0.49147
2019,No migration background,"Married, living apart",0.02450,510,20409,0.02238,0.02662
2019,No migration background,Single,0.29278,5221,20409,0.28653,0.29902
2019,No migration background,Divorced,0.11251,2102,20409,0.10818,0.11685
2019,No migration background,Widowed,0.08560,1155,20409,0.08176,0.08944
2019,Direct migration background,Married,0.61802,4922,7414,0.60696,0.62908
2019,Direct migration background,"Married, living apart",0.04567,349,7414,0.04091,0.05042
2019,Direct migration background,Single,0.18871,1475,7414,0.17980,0.19762
2019,Direct migration background,Divorced,0.09893,477,7414,0.09214,0.10573
2019,Direct migration background,Widowed,0.04867,191,7414,0.04377,0.05356
2019,Indirect migration background,Married,0.30514,579,1638,0.28283,0.32744
2019,Indirect migration background,"Married, living apart",0.01623,31,1638,0.01011,0.02235
2019,Indirect migration background,Single,0.61686,934,1638,0.59331,0.64041
2019,Indirect migration background,Divorced,0.05002,94,1638,0.03946,0.06058
2020,No migration background,Married,0.48869,10360,18840,0.48155,0.49583
2020,No migration background,"Married, living apart",0.02401,472,18840,0.02183,0.02620
2020,No migration background,Single,0.30089,5031,18840,0.29434,0.30744
2020,No migration background,Divorced,0.10705,1906,18840,0.10264,0.11147
2020,No migration background,Widowed,0.07936,1071,18840,0.07550,0.08322
2020,Direct migration background,Married,0.59638,4988,8411,0.58589,0.60686
2020,Direct migration background,"Married, living apart",0.03979,449,8411,0.03561,0.04397
2020,Direct migration background,Single,0.20956,2224,8411,0.20086,0.21826
2020,Direct migration background,Divorced,0.10538,564,8411,0.09882,0.11194
2020,Direct migration background,Widowed,0.04889,186,8411,0.04429,0.05350
2020,Indirect migration background,Married,0.30166,551,1576,0.27899,0.32433
2020,Indirect migration background,Single,0.61894,941,1576,0.59496,0.64293
2020,Indirect migration background,Divorced,0.05314,84,1576,0.04206,0.06422
2021,No migration background,Married,0.48488,7273,13333,0.47640,0.49336
2021,No migration background,"Married, living apart",0.02225,345,13333,0.01975,0.02475
2021,No migration background,Single,0.30641,3561,13333,0.29858,0.31423
2021,No migration background,Divorced,0.10755,1384,13333,0.10229,0.11281
2021,No migration background,Widowed,0.07891,770,13333,0.07434,0.08349
2021,Direct migration background,Married,0.56763,3013,4900,0.55376,0.58151
2021,Direct migration background,"Married, living apart",0.03812,227,4900,0.03276,0.04348
2021,Direct migration background,Single,0.21634,1177,4900,0.20481,0.22787
2021,Direct migration background,Divorced,0.11942,353,4900,0.11034,0.12850
2021,Direct migration background,Widowed,0.05849,130,4900,0.05192,0.06506
2021,Indirect migration background,Married,0.28012,309,942,0.25143,0.30882
2021,Indirect migration background,Single,0.63923,570,942,0.60855,0.66992
2021,Indirect migration background,Divorced,0.06048,63,942,0.04525,0.07571
2022,No migration background,Married,0.49544,9743,18342,0.48821,0.50268
2022,No migration background,"Married, living apart",0.02089,395,18342,0.01882,0.02296
2022,No migration background,Single,0.29912,5597,18342,0.29250,0.30575
2022,No migration background,Divorced,0.10366,1715,18342,0.09925,0.10807
2022,No migration background,Widowed,0.08088,892,18342,0.07693,0.08482
2022,Direct migration background,Married,0.59120,4296,8075,0.58048,0.60193
2022,Direct migration background,"Married, living apart",0.03196,360,8075,0.02812,0.03579
2022,Direct migration background,Single,0.22096,2781,8075,0.21191,0.23001
2022,Direct migration background,Divorced,0.10841,473,8075,0.10163,0.11519
2022,Direct migration background,Widowed,0.04748,165,8075,0.04284,0.05211
2022,Indirect migration background,Married,0.35333,593,1475,0.32893,0.37773
2022,Indirect migration background,"Married, living apart",0.01126,31,1475,0.00587,0.01664
2022,Indirect migration background,Single,0.54956,747,1475,0.52416,0.57496
2022,Indirect migration background,Divorced,0.07332,104,1475,0.06001,0.08662
