year,migback,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,1st Quintile,Divorced,0.11138,175,1722,0.09652,0.12625
1994,No migration background,1st Quintile,Widowed,0.18266,196,1722,0.16440,0.20091
1994,No migration background,2nd Quintile,Married,0.60452,1354,1990,0.58303,0.62601
1994,No migration background,2nd Quintile,Single,0.18136,380,1990,0.16442,0.19829
1994,No migration background,2nd Quintile,Divorced,0.05841,85,1990,0.04811,0.06872
1994,No migration background,2nd Quintile,Widowed,0.14195,171,1990,0.12661,0.15729
1994,No migration background,3rd Quintile,Married,0.60967,1397,2130,0.58895,0.63039
1994,No migration background,3rd Quintile,"Married, living apart",0.01481,34,2130,0.00968,0.01994
1994,No migration background,3rd Quintile,Single,0.21125,471,2130,0.19391,0.22859
1994,No migration background,3rd Quintile,Divorced,0.05042,86,2130,0.04112,0.05971
1994,No migration background,3rd Quintile,Widowed,0.11385,142,2130,0.10036,0.12734
1994,No migration background,4th Quintile,Married,0.59564,1287,2041,0.57435,0.61694
1994,No migration background,4th Quintile,Single,0.24822,546,2041,0.22948,0.26697
1994,No migration background,4th Quintile,Divorced,0.06288,100,2041,0.05234,0.07341
1994,No migration background,4th Quintile,Widowed,0.07575,108,2041,0.06427,0.08724
1994,No migration background,5th Quintile,Married,0.61484,1331,2084,0.59394,0.63573
1994,No migration background,5th Quintile,"Married, living apart",0.02386,45,2084,0.01730,0.03041
1994,No migration background,5th Quintile,Single,0.23471,494,2084,0.21651,0.25291
1994,No migration background,5th Quintile,Divorced,0.06446,117,2084,0.05392,0.07501
1994,No migration background,5th Quintile,Widowed,0.06214,97,2084,0.05177,0.07250
1994,Direct migration background,1st Quintile,Married,0.69328,527,631,0.65727,0.72929
1994,Direct migration background,1st Quintile,Single,0.11371,71,631,0.08892,0.13850
1994,Direct migration background,1st Quintile,Widowed,0.08509,33,631,0.06330,0.10688
1994,Direct migration background,2nd Quintile,Married,0.71877,428,480,0.67850,0.75903
1994,Direct migration background,2nd Quintile,Single,0.10899,52,480,0.08108,0.13690
1994,Direct migration background,3rd Quintile,Married,0.73423,387,450,0.69337,0.77509
1994,Direct migration background,3rd Quintile,Single,0.14230,63,450,0.10999,0.17462
1994,Direct migration background,4th Quintile,Married,0.67822,275,324,0.62727,0.72917
1994,Direct migration background,4th Quintile,Single,0.13370,49,324,0.09658,0.17082
1994,Direct migration background,5th Quintile,Married,0.72485,206,248,0.66915,0.78054
1994,Direct migration background,5th Quintile,Single,0.11085,42,248,0.07170,0.15000
1994,Indirect migration background,1st Quintile,Single,0.71694,92,92,0.62439,0.80950
1994,Indirect migration background,2nd Quintile,Single,0.72056,81,81,0.62223,0.81889
1994,Indirect migration background,3rd Quintile,Single,0.82756,83,83,0.74580,0.90933
1994,Indirect migration background,4th Quintile,Single,0.80299,77,77,0.71357,0.89241
1994,Indirect migration background,5th Quintile,Single,0.59702,32,32,0.42435,0.76969
1995,No migration background,1st Quintile,Married,0.42801,769,1551,0.40338,0.45264
1995,No migration background,1st Quintile,"Married, living apart",0.02861,52,1551,0.02031,0.03691
1995,No migration background,1st Quintile,Single,0.24460,393,1551,0.22320,0.26600
1995,No migration background,1st Quintile,Divorced,0.13029,182,1551,0.11354,0.14705
1995,No migration background,1st Quintile,Widowed,0.16849,155,1551,0.14986,0.18712
1995,No migration background,2nd Quintile,Married,0.59391,1339,2033,0.57256,0.61526
1995,No migration background,2nd Quintile,"Married, living apart",0.01850,37,2033,0.01264,0.02436
1995,No migration background,2nd Quintile,Single,0.17440,386,2033,0.15790,0.19090
1995,No migration background,2nd Quintile,Divorced,0.06483,94,2033,0.05413,0.07554
1995,No migration background,2nd Quintile,Widowed,0.14836,177,2033,0.13290,0.16381
1995,No migration background,3rd Quintile,Married,0.58902,1356,2069,0.56781,0.61022
1995,No migration background,3rd Quintile,Single,0.22386,482,2069,0.20590,0.24183
1995,No migration background,3rd Quintile,Divorced,0.05112,90,2069,0.04163,0.06061
1995,No migration background,3rd Quintile,Widowed,0.12506,141,2069,0.11081,0.13932
1995,No migration background,4th Quintile,Married,0.61341,1376,2192,0.59301,0.63380
1995,No migration background,4th Quintile,"Married, living apart",0.01564,33,2192,0.01045,0.02084
1995,No migration background,4th Quintile,Single,0.22213,549,2192,0.20472,0.23953
1995,No migration background,4th Quintile,Divorced,0.07703,124,2192,0.06587,0.08820
1995,No migration background,4th Quintile,Widowed,0.07179,110,2192,0.06098,0.08260
1995,No migration background,5th Quintile,Married,0.61516,1360,2098,0.59434,0.63599
1995,No migration background,5th Quintile,Single,0.23623,500,2098,0.21805,0.25441
1995,No migration background,5th Quintile,Divorced,0.05649,123,2098,0.04661,0.06637
1995,No migration background,5th Quintile,Widowed,0.07449,115,2098,0.06325,0.08572
1995,Direct migration background,1st Quintile,Married,0.69572,668,832,0.66443,0.72700
1995,Direct migration background,1st Quintile,Single,0.13967,96,832,0.11610,0.16324
1995,Direct migration background,1st Quintile,Divorced,0.06219,32,832,0.04577,0.07861
1995,Direct migration background,1st Quintile,Widowed,0.06457,36,832,0.04786,0.08128
1995,Direct migration background,2nd Quintile,Married,0.67793,557,687,0.64297,0.71290
1995,Direct migration background,2nd Quintile,Single,0.15684,97,687,0.12963,0.18405
1995,Direct migration background,2nd Quintile,Widowed,0.09228,33,687,0.07062,0.11394
1995,Direct migration background,3rd Quintile,Married,0.71295,406,480,0.67244,0.75347
1995,Direct migration background,3rd Quintile,Single,0.14646,74,480,0.11480,0.17813
1995,Direct migration background,4th Quintile,Married,0.65741,273,335,0.60651,0.70831
1995,Direct migration background,4th Quintile,Single,0.16626,62,335,0.12633,0.20619
1995,Direct migration background,5th Quintile,Married,0.75887,228,260,0.70678,0.81097
1995,Direct migration background,5th Quintile,Single,0.11484,32,260,0.07601,0.15367
1995,Indirect migration background,1st Quintile,Single,0.76248,98,98,0.67779,0.84717
1995,Indirect migration background,2nd Quintile,Single,0.77070,100,100,0.68789,0.85351
1995,Indirect migration background,3rd Quintile,Single,0.66962,72,72,0.56021,0.77902
1995,Indirect migration background,4th Quintile,Single,0.84542,69,69,0.75950,0.93135
1995,Indirect migration background,5th Quintile,Single,0.60490,34,34,0.43811,0.77170
1996,No migration background,1st Quintile,Married,0.40002,753,1560,0.37570,0.42434
1996,No migration background,1st Quintile,"Married, living apart",0.03272,56,1560,0.02388,0.04155
1996,No migration background,1st Quintile,Single,0.26618,426,1560,0.24424,0.28812
1996,No migration background,1st Quintile,Divorced,0.11770,164,1560,0.10170,0.13370
1996,No migration background,1st Quintile,Widowed,0.18339,161,1560,0.16418,0.20260
1996,No migration background,2nd Quintile,Married,0.58218,1215,1854,0.55972,0.60464
1996,No migration background,2nd Quintile,Single,0.18678,366,1854,0.16904,0.20453
1996,No migration background,2nd Quintile,Divorced,0.07110,110,1854,0.05940,0.08280
1996,No migration background,2nd Quintile,Widowed,0.14421,163,1854,0.12821,0.16020
1996,No migration background,3rd Quintile,Married,0.61457,1388,2112,0.59381,0.63533
1996,No migration background,3rd Quintile,"Married, living apart",0.01730,32,2112,0.01174,0.02286
1996,No migration background,3rd Quintile,Single,0.19929,459,2112,0.18225,0.21633
1996,No migration background,3rd Quintile,Divorced,0.06841,108,2112,0.05764,0.07917
1996,No migration background,3rd Quintile,Widowed,0.10044,125,2112,0.08762,0.11326
1996,No migration background,4th Quintile,Married,0.60537,1384,2224,0.58506,0.62569
1996,No migration background,4th Quintile,"Married, living apart",0.01687,32,2224,0.01152,0.02222
1996,No migration background,4th Quintile,Single,0.24138,582,2224,0.22359,0.25917
1996,No migration background,4th Quintile,Divorced,0.06146,106,2224,0.05148,0.07145
1996,No migration background,4th Quintile,Widowed,0.07491,120,2224,0.06396,0.08585
1996,No migration background,5th Quintile,Married,0.60908,1340,2123,0.58832,0.62984
1996,No migration background,5th Quintile,"Married, living apart",0.02157,45,2123,0.01539,0.02775
1996,No migration background,5th Quintile,Single,0.23713,514,2123,0.21903,0.25522
1996,No migration background,5th Quintile,Divorced,0.05825,113,2123,0.04829,0.06822
1996,No migration background,5th Quintile,Widowed,0.07398,111,2123,0.06284,0.08512
1996,Direct migration background,1st Quintile,Married,0.70246,664,851,0.67173,0.73320
1996,Direct migration background,1st Quintile,"Married, living apart",0.05709,35,851,0.04149,0.07269
1996,Direct migration background,1st Quintile,Single,0.11452,80,851,0.09311,0.13592
1996,Direct migration background,1st Quintile,Divorced,0.05627,33,851,0.04078,0.07177
1996,Direct migration background,1st Quintile,Widowed,0.06966,39,851,0.05255,0.08678
1996,Direct migration background,2nd Quintile,Married,0.71454,492,572,0.67750,0.75159
1996,Direct migration background,2nd Quintile,Single,0.14431,80,572,0.11548,0.17313
1996,Direct migration background,3rd Quintile,Married,0.67480,354,413,0.62957,0.72004
1996,Direct migration background,3rd Quintile,Single,0.13144,59,413,0.09881,0.16406
1996,Direct migration background,4th Quintile,Married,0.65764,283,340,0.60712,0.70815
1996,Direct migration background,4th Quintile,Single,0.18598,57,340,0.14456,0.22740
1996,Direct migration background,5th Quintile,Married,0.71213,194,239,0.65461,0.76966
1996,Direct migration background,5th Quintile,Single,0.15912,45,239,0.11264,0.20559
1996,Indirect migration background,1st Quintile,Married,0.19481,40,158,0.13286,0.25676
1996,Indirect migration background,1st Quintile,Single,0.71056,118,158,0.63962,0.78150
1996,Indirect migration background,2nd Quintile,Married,0.22937,31,110,0.15044,0.30830
1996,Indirect migration background,2nd Quintile,Single,0.73551,79,110,0.65271,0.81832
1996,Indirect migration background,3rd Quintile,Single,0.66837,83,83,0.56647,0.77027
1996,Indirect migration background,4th Quintile,Single,0.86051,75,75,0.78157,0.93945
1996,Indirect migration background,5th Quintile,Single,0.66960,39,39,0.52005,0.81916
1997,No migration background,1st Quintile,Married,0.40999,694,1408,0.38429,0.43569
1997,No migration background,1st Quintile,"Married, living apart",0.03730,54,1408,0.02739,0.04720
1997,No migration background,1st Quintile,Single,0.24260,351,1408,0.22020,0.26500
1997,No migration background,1st Quintile,Divorced,0.13516,163,1408,0.11729,0.15302
1997,No migration background,1st Quintile,Widowed,0.17496,146,1408,0.15511,0.19481
1997,No migration background,2nd Quintile,Married,0.55299,1220,1990,0.53114,0.57484
1997,No migration background,2nd Quintile,"Married, living apart",0.02335,44,1990,0.01671,0.02998
1997,No migration background,2nd Quintile,Single,0.19076,425,1990,0.17349,0.20802
1997,No migration background,2nd Quintile,Divorced,0.09165,129,1990,0.07897,0.10433
1997,No migration background,2nd Quintile,Widowed,0.14126,172,1990,0.12595,0.15657
1997,No migration background,3rd Quintile,Married,0.60015,1345,2083,0.57911,0.62119
1997,No migration background,3rd Quintile,"Married, living apart",0.02608,44,2083,0.01923,0.03292
1997,No migration background,3rd Quintile,Single,0.22167,484,2083,0.20382,0.23951
1997,No migration background,3rd Quintile,Divorced,0.05412,95,2083,0.04440,0.06384
1997,No migration background,3rd Quintile,Widowed,0.09799,115,2083,0.08521,0.11076
1997,No migration background,4th Quintile,Married,0.60161,1358,2162,0.58097,0.62225
1997,No migration background,4th Quintile,Single,0.25174,583,2162,0.23344,0.27004
1997,No migration background,4th Quintile,Divorced,0.05850,111,2162,0.04861,0.06840
1997,No migration background,4th Quintile,Widowed,0.07222,110,2162,0.06131,0.08313
1997,No migration background,5th Quintile,Married,0.60523,1334,2118,0.58441,0.62605
1997,No migration background,5th Quintile,"Married, living apart",0.02074,40,2118,0.01467,0.02682
1997,No migration background,5th Quintile,Single,0.23168,505,2118,0.21371,0.24965
1997,No migration background,5th Quintile,Divorced,0.06139,120,2118,0.05116,0.07161
1997,No migration background,5th Quintile,Widowed,0.08096,119,2118,0.06934,0.09258
1997,Direct migration background,1st Quintile,Married,0.67227,627,789,0.63949,0.70504
1997,Direct migration background,1st Quintile,"Married, living apart",0.06854,43,789,0.05090,0.08618
1997,Direct migration background,1st Quintile,Single,0.11439,80,789,0.09216,0.13661
1997,Direct migration background,1st Quintile,Widowed,0.07256,39,789,0.05445,0.09068
1997,Direct migration background,2nd Quintile,Married,0.70276,478,572,0.66527,0.74025
1997,Direct migration background,2nd Quintile,Single,0.12892,63,572,0.10143,0.15640
1997,Direct migration background,2nd Quintile,Widowed,0.10145,31,572,0.07669,0.12622
1997,Direct migration background,3rd Quintile,Married,0.71831,333,390,0.67361,0.76301
1997,Direct migration background,3rd Quintile,Single,0.12083,57,390,0.08844,0.15322
1997,Direct migration background,4th Quintile,Married,0.71345,279,328,0.66444,0.76246
1997,Direct migration background,4th Quintile,Single,0.11813,49,328,0.08314,0.15311
1997,Direct migration background,5th Quintile,Married,0.70464,173,215,0.64352,0.76576
1997,Direct migration background,5th Quintile,Single,0.17509,42,215,0.12417,0.22601
1997,Indirect migration background,1st Quintile,Married,0.18830,38,156,0.12675,0.24985
1997,Indirect migration background,1st Quintile,Single,0.70598,118,156,0.63425,0.77770
1997,Indirect migration background,2nd Quintile,Married,0.24154,32,145,0.17163,0.31144
1997,Indirect migration background,2nd Quintile,Single,0.72492,113,145,0.65198,0.79785
1997,Indirect migration background,3rd Quintile,Single,0.70833,76,76,0.60546,0.81120
1997,Indirect migration background,4th Quintile,Single,0.87362,66,66,0.79284,0.95440
1997,Indirect migration background,5th Quintile,Single,0.50443,36,36,0.33879,0.67008
1998,No migration background,1st Quintile,Married,0.39727,681,1406,0.37168,0.42286
1998,No migration background,1st Quintile,"Married, living apart",0.04835,66,1406,0.03714,0.05957
1998,No migration background,1st Quintile,Single,0.26710,377,1406,0.24396,0.29023
1998,No migration background,1st Quintile,Divorced,0.14585,169,1406,0.12740,0.16431
1998,No migration background,1st Quintile,Widowed,0.14143,113,1406,0.12321,0.15965
1998,No migration background,2nd Quintile,Married,0.55557,1111,1848,0.53290,0.57823
1998,No migration background,2nd Quintile,"Married, living apart",0.01892,36,1848,0.01270,0.02513
1998,No migration background,2nd Quintile,Single,0.20938,427,1848,0.19083,0.22794
1998,No migration background,2nd Quintile,Divorced,0.08060,124,1848,0.06819,0.09302
1998,No migration background,2nd Quintile,Widowed,0.13553,150,1848,0.11992,0.15114
1998,No migration background,3rd Quintile,Married,0.60987,1319,2053,0.58876,0.63097
1998,No migration background,3rd Quintile,Single,0.20601,491,2053,0.18851,0.22351
1998,No migration background,3rd Quintile,Divorced,0.05557,102,2053,0.04566,0.06549
1998,No migration background,3rd Quintile,Widowed,0.11038,141,2053,0.09682,0.12394
1998,No migration background,4th Quintile,Married,0.58487,1333,2136,0.56397,0.60577
1998,No migration background,4th Quintile,Single,0.24617,564,2136,0.22789,0.26444
1998,No migration background,4th Quintile,Divorced,0.06211,114,2136,0.05187,0.07234
1998,No migration background,4th Quintile,Widowed,0.08683,125,2136,0.07489,0.09878
1998,No migration background,5th Quintile,Married,0.62545,1305,2024,0.60436,0.64654
1998,No migration background,5th Quintile,"Married, living apart",0.02399,45,2024,0.01732,0.03065
1998,No migration background,5th Quintile,Single,0.21275,461,2024,0.19492,0.23059
1998,No migration background,5th Quintile,Divorced,0.06401,112,2024,0.05335,0.07468
1998,No migration background,5th Quintile,Widowed,0.07380,101,2024,0.06241,0.08519
1998,Direct migration background,1st Quintile,Married,0.68725,584,727,0.65352,0.72097
1998,Direct migration background,1st Quintile,"Married, living apart",0.05674,34,727,0.03991,0.07357
1998,Direct migration background,1st Quintile,Single,0.12514,77,727,0.10107,0.14921
1998,Direct migration background,1st Quintile,Widowed,0.06483,32,727,0.04692,0.08274
1998,Direct migration background,2nd Quintile,Married,0.70634,404,472,0.66521,0.74747
1998,Direct migration background,2nd Quintile,Single,0.17247,68,472,0.13835,0.20659
1998,Direct migration background,3rd Quintile,Married,0.69306,298,365,0.64568,0.74044
1998,Direct migration background,3rd Quintile,Single,0.06693,36,365,0.04125,0.09260
1998,Direct migration background,3rd Quintile,Widowed,0.13145,31,365,0.09674,0.16616
1998,Direct migration background,4th Quintile,Married,0.70122,245,291,0.64854,0.75390
1998,Direct migration background,4th Quintile,Single,0.12919,46,291,0.09059,0.16780
1998,Direct migration background,5th Quintile,Married,0.75582,172,172,0.69143,0.82021
1998,Indirect migration background,1st Quintile,Married,0.20633,42,167,0.14477,0.26790
1998,Indirect migration background,1st Quintile,Single,0.73193,125,167,0.66454,0.79931
1998,Indirect migration background,2nd Quintile,Married,0.22680,31,127,0.15368,0.29992
1998,Indirect migration background,2nd Quintile,Single,0.69712,96,127,0.61689,0.77735
1998,Indirect migration background,3rd Quintile,Single,0.68866,75,75,0.58316,0.79416
1998,Indirect migration background,4th Quintile,Single,0.86725,80,80,0.79243,0.94207
1998,Indirect migration background,5th Quintile,Single,0.59659,35,35,0.43169,0.76149
1999,No migration background,1st Quintile,Married,0.37809,770,1692,0.35498,0.40120
1999,No migration background,1st Quintile,"Married, living apart",0.04519,76,1692,0.03529,0.05509
1999,No migration background,1st Quintile,Single,0.28122,484,1692,0.25979,0.30265
1999,No migration background,1st Quintile,Divorced,0.15545,220,1692,0.13818,0.17272
1999,No migration background,1st Quintile,Widowed,0.14005,142,1692,0.12351,0.15659
1999,No migration background,2nd Quintile,Married,0.55136,1312,2146,0.53031,0.57241
1999,No migration background,2nd Quintile,"Married, living apart",0.02215,43,2146,0.01592,0.02838
1999,No migration background,2nd Quintile,Single,0.20903,484,2146,0.19182,0.22624
1999,No migration background,2nd Quintile,Divorced,0.07518,134,2146,0.06402,0.08634
1999,No migration background,2nd Quintile,Widowed,0.14228,173,2146,0.12750,0.15707
1999,No migration background,3rd Quintile,Married,0.59023,1455,2293,0.57010,0.61037
1999,No migration background,3rd Quintile,Single,0.23017,547,2293,0.21294,0.24740
1999,No migration background,3rd Quintile,Divorced,0.06621,130,2293,0.05603,0.07639
1999,No migration background,3rd Quintile,Widowed,0.10012,161,2293,0.08783,0.11241
1999,No migration background,4th Quintile,Married,0.59381,1467,2347,0.57393,0.61368
1999,No migration background,4th Quintile,"Married, living apart",0.01482,36,2347,0.00993,0.01970
1999,No migration background,4th Quintile,Single,0.23658,579,2347,0.21938,0.25377
1999,No migration background,4th Quintile,Divorced,0.06687,127,2347,0.05676,0.07697
1999,No migration background,4th Quintile,Widowed,0.08793,138,2347,0.07647,0.09939
1999,No migration background,5th Quintile,Married,0.61216,1477,2364,0.59251,0.63180
1999,No migration background,5th Quintile,"Married, living apart",0.02507,48,2364,0.01876,0.03137
1999,No migration background,5th Quintile,Single,0.22518,584,2364,0.20834,0.24202
1999,No migration background,5th Quintile,Divorced,0.06557,141,2364,0.05559,0.07555
1999,No migration background,5th Quintile,Widowed,0.07202,114,2364,0.06160,0.08245
1999,Direct migration background,1st Quintile,Married,0.69284,553,720,0.65912,0.72656
1999,Direct migration background,1st Quintile,"Married, living apart",0.05222,31,720,0.03596,0.06848
1999,Direct migration background,1st Quintile,Single,0.11344,68,720,0.09026,0.13663
1999,Direct migration background,1st Quintile,Divorced,0.06961,33,720,0.05101,0.08822
1999,Direct migration background,1st Quintile,Widowed,0.07188,35,720,0.05300,0.09076
1999,Direct migration background,2nd Quintile,Married,0.66698,432,542,0.62726,0.70669
1999,Direct migration background,2nd Quintile,Single,0.15280,77,542,0.12248,0.18312
1999,Direct migration background,2nd Quintile,Widowed,0.09081,33,542,0.06660,0.11502
1999,Direct migration background,3rd Quintile,Married,0.70462,302,337,0.65584,0.75341
1999,Direct migration background,3rd Quintile,Single,0.08156,35,337,0.05230,0.11083
1999,Direct migration background,4th Quintile,Married,0.76945,251,251,0.71724,0.82166
1999,Direct migration background,5th Quintile,Married,0.74026,149,149,0.66961,0.81090
1999,Indirect migration background,1st Quintile,Married,0.19556,42,171,0.13594,0.25519
1999,Indirect migration background,1st Quintile,Single,0.66138,129,171,0.59024,0.73252
1999,Indirect migration background,2nd Quintile,Married,0.21764,37,135,0.14777,0.28751
1999,Indirect migration background,2nd Quintile,Single,0.72645,98,135,0.65097,0.80193
1999,Indirect migration background,3rd Quintile,Single,0.76229,90,90,0.67385,0.85073
1999,Indirect migration background,4th Quintile,Married,0.22290,32,101,0.14133,0.30447
1999,Indirect migration background,4th Quintile,Single,0.76446,69,101,0.68129,0.84763
1999,Indirect migration background,5th Quintile,Single,0.62241,31,31,0.44893,0.79589
2000,No migration background,1st Quintile,Married,0.37013,744,1685,0.34707,0.39320
2000,No migration background,1st Quintile,"Married, living apart",0.03615,71,1685,0.02723,0.04506
2000,No migration background,1st Quintile,Single,0.28416,501,1685,0.26261,0.30570
2000,No migration background,1st Quintile,Divorced,0.15250,213,1685,0.13533,0.16967
2000,No migration background,1st Quintile,Widowed,0.15706,156,1685,0.13968,0.17444
2000,No migration background,2nd Quintile,Married,0.55204,1257,2067,0.53060,0.57348
2000,No migration background,2nd Quintile,"Married, living apart",0.01771,31,2067,0.01202,0.02340
2000,No migration background,2nd Quintile,Single,0.22594,486,2067,0.20790,0.24397
2000,No migration background,2nd Quintile,Divorced,0.06470,125,2067,0.05410,0.07531
2000,No migration background,2nd Quintile,Widowed,0.13961,168,2067,0.12466,0.15455
2000,No migration background,3rd Quintile,Married,0.59272,1461,2282,0.57256,0.61289
2000,No migration background,3rd Quintile,"Married, living apart",0.01625,36,2282,0.01106,0.02144
2000,No migration background,3rd Quintile,Single,0.22790,513,2282,0.21069,0.24511
2000,No migration background,3rd Quintile,Divorced,0.06187,119,2282,0.05199,0.07176
2000,No migration background,3rd Quintile,Widowed,0.10126,153,2282,0.08888,0.11363
2000,No migration background,4th Quintile,Married,0.61048,1434,2288,0.59050,0.63047
2000,No migration background,4th Quintile,"Married, living apart",0.01146,33,2288,0.00710,0.01582
2000,No migration background,4th Quintile,Single,0.23267,572,2288,0.21535,0.24998
2000,No migration background,4th Quintile,Divorced,0.06220,122,2288,0.05230,0.07209
2000,No migration background,4th Quintile,Widowed,0.08320,127,2288,0.07188,0.09452
2000,No migration background,5th Quintile,Married,0.60348,1420,2268,0.58334,0.62361
2000,No migration background,5th Quintile,"Married, living apart",0.02273,45,2268,0.01659,0.02886
2000,No migration background,5th Quintile,Single,0.22795,540,2268,0.21068,0.24521
2000,No migration background,5th Quintile,Divorced,0.07220,156,2268,0.06155,0.08286
2000,No migration background,5th Quintile,Widowed,0.07365,107,2268,0.06290,0.08440
2000,Direct migration background,1st Quintile,Married,0.68675,550,692,0.65217,0.72133
2000,Direct migration background,1st Quintile,Single,0.11168,68,692,0.08819,0.13516
2000,Direct migration background,1st Quintile,Divorced,0.08431,38,692,0.06359,0.10503
2000,Direct migration background,1st Quintile,Widowed,0.07216,36,692,0.05287,0.09145
2000,Direct migration background,2nd Quintile,Married,0.71070,405,464,0.66940,0.75201
2000,Direct migration background,2nd Quintile,Single,0.13733,59,464,0.10598,0.16869
2000,Direct migration background,3rd Quintile,Married,0.71311,258,291,0.66105,0.76517
2000,Direct migration background,3rd Quintile,Single,0.09886,33,291,0.06451,0.13322
2000,Direct migration background,4th Quintile,Married,0.77168,234,274,0.72189,0.82147
2000,Direct migration background,4th Quintile,Single,0.11087,40,274,0.07363,0.14812
2000,Direct migration background,5th Quintile,Married,0.74548,157,157,0.67712,0.81383
2000,Indirect migration background,1st Quintile,Married,0.23650,49,162,0.17086,0.30213
2000,Indirect migration background,1st Quintile,Single,0.64876,113,162,0.57503,0.72250
2000,Indirect migration background,2nd Quintile,Married,0.28331,42,147,0.21021,0.35640
2000,Indirect migration background,2nd Quintile,Single,0.65928,105,147,0.58240,0.73616
2000,Indirect migration background,3rd Quintile,Single,0.72426,82,82,0.62694,0.82158
2000,Indirect migration background,4th Quintile,Single,0.78722,67,67,0.68848,0.88596
2000,Indirect migration background,5th Quintile,Single,0.58239,38,38,0.42348,0.74130
2001,No migration background,1st Quintile,Married,0.34556,1101,2728,0.32771,0.36341
2001,No migration background,1st Quintile,"Married, living apart",0.04179,120,2728,0.03428,0.04930
2001,No migration background,1st Quintile,Single,0.30315,847,2728,0.28590,0.32040
2001,No migration background,1st Quintile,Divorced,0.16661,395,2728,0.15262,0.18059
2001,No migration background,1st Quintile,Widowed,0.14289,265,2728,0.12976,0.15603
2001,No migration background,2nd Quintile,Married,0.57212,2165,3427,0.55555,0.58869
2001,No migration background,2nd Quintile,"Married, living apart",0.01694,50,3427,0.01262,0.02126
2001,No migration background,2nd Quintile,Single,0.22362,738,3427,0.20967,0.23757
2001,No migration background,2nd Quintile,Divorced,0.06394,179,3427,0.05575,0.07213
2001,No migration background,2nd Quintile,Widowed,0.12338,295,3427,0.11237,0.13439
2001,No migration background,3rd Quintile,Married,0.60391,2509,3851,0.58846,0.61936
2001,No migration background,3rd Quintile,"Married, living apart",0.02030,68,3851,0.01584,0.02475
2001,No migration background,3rd Quintile,Single,0.22253,832,3851,0.20939,0.23567
2001,No migration background,3rd Quintile,Divorced,0.06213,192,3851,0.05451,0.06976
2001,No migration background,3rd Quintile,Widowed,0.09112,250,3851,0.08203,0.10021
2001,No migration background,4th Quintile,Married,0.59397,2577,4093,0.57892,0.60902
2001,No migration background,4th Quintile,"Married, living apart",0.01333,63,4093,0.00981,0.01684
2001,No migration background,4th Quintile,Single,0.24157,970,4093,0.22846,0.25469
2001,No migration background,4th Quintile,Divorced,0.06065,221,4093,0.05333,0.06796
2001,No migration background,4th Quintile,Widowed,0.09048,262,4093,0.08169,0.09927
2001,No migration background,5th Quintile,Married,0.62625,2715,4139,0.61151,0.64099
2001,No migration background,5th Quintile,"Married, living apart",0.02164,75,4139,0.01721,0.02608
2001,No migration background,5th Quintile,Single,0.21629,882,4139,0.20374,0.22883
2001,No migration background,5th Quintile,Divorced,0.06789,255,4139,0.06023,0.07556
2001,No migration background,5th Quintile,Widowed,0.06793,212,4139,0.06026,0.07559
2001,Direct migration background,1st Quintile,Married,0.66787,713,965,0.63814,0.69760
2001,Direct migration background,1st Quintile,"Married, living apart",0.03794,36,965,0.02588,0.05000
2001,Direct migration background,1st Quintile,Single,0.17244,132,965,0.14860,0.19629
2001,Direct migration background,1st Quintile,Divorced,0.06371,44,965,0.04829,0.07913
2001,Direct migration background,1st Quintile,Widowed,0.05803,40,965,0.04327,0.07279
2001,Direct migration background,2nd Quintile,Married,0.70615,556,680,0.67188,0.74041
2001,Direct migration background,2nd Quintile,Single,0.13381,79,680,0.10820,0.15941
2001,Direct migration background,2nd Quintile,Widowed,0.08047,45,680,0.06001,0.10093
2001,Direct migration background,3rd Quintile,Married,0.68594,405,502,0.64529,0.72658
2001,Direct migration background,3rd Quintile,Single,0.12568,61,502,0.09666,0.15471
2001,Direct migration background,3rd Quintile,Divorced,0.08031,36,502,0.05651,0.10411
2001,Direct migration background,4th Quintile,Married,0.72919,290,346,0.68230,0.77609
2001,Direct migration background,4th Quintile,Single,0.15108,56,346,0.11329,0.18887
2001,Direct migration background,5th Quintile,Married,0.72386,222,257,0.66909,0.77862
2001,Direct migration background,5th Quintile,Single,0.12352,35,257,0.08321,0.16382
2001,Indirect migration background,1st Quintile,Married,0.28319,58,172,0.21566,0.35072
2001,Indirect migration background,1st Quintile,Single,0.59892,114,172,0.52546,0.67238
2001,Indirect migration background,2nd Quintile,Married,0.27357,58,189,0.20984,0.33729
2001,Indirect migration background,2nd Quintile,Single,0.67556,131,189,0.60864,0.74249
2001,Indirect migration background,3rd Quintile,Married,0.32810,46,137,0.24919,0.40701
2001,Indirect migration background,3rd Quintile,Single,0.61978,91,137,0.53819,0.70137
2001,Indirect migration background,4th Quintile,Married,0.18629,37,129,0.11884,0.25374
2001,Indirect migration background,4th Quintile,Single,0.76901,92,129,0.69600,0.84203
2001,Indirect migration background,5th Quintile,Married,0.44919,39,94,0.34809,0.55029
2001,Indirect migration background,5th Quintile,Single,0.45840,55,94,0.35713,0.55967
2002,No migration background,1st Quintile,Married,0.34895,977,2435,0.33001,0.36789
2002,No migration background,1st Quintile,"Married, living apart",0.04109,106,2435,0.03321,0.04898
2002,No migration background,1st Quintile,Single,0.31388,764,2435,0.29544,0.33231
