year,bula_h,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Hesse,No migration background,Widowed,0.10604,34,510,0.07929,0.13279
1997,Hesse,Direct migration background,Married,0.70457,212,243,0.64709,0.76205
1997,Hesse,Direct migration background,Single,0.11265,31,243,0.07282,0.15249
1997,Hesse,Indirect migration background,Single,0.60855,37,37,0.44911,0.76798
1997,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58561,325,505,0.54260,0.62861
1997,"Rhineland-Palatinate, Saarland",No migration background,Single,0.18916,109,505,0.15497,0.22336
1997,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.07811,33,505,0.05468,0.10153
1997,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.10007,38,505,0.07387,0.12627
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.73906,131,131,0.66357,0.81455
1997,Baden-Wuerttemberg,No migration background,Married,0.58145,573,925,0.54964,0.61326
1997,Baden-Wuerttemberg,No migration background,Single,0.23772,241,925,0.21028,0.26517
1997,Baden-Wuerttemberg,No migration background,Divorced,0.05883,44,925,0.04366,0.07400
1997,Baden-Wuerttemberg,No migration background,Widowed,0.10767,67,925,0.08768,0.12765
1997,Baden-Wuerttemberg,Direct migration background,Married,0.70977,477,550,0.67181,0.74774
1997,Baden-Wuerttemberg,Direct migration background,Single,0.13644,73,550,0.10773,0.16516
1997,Baden-Wuerttemberg,Indirect migration background,Married,0.16177,31,141,0.10077,0.22277
1997,Baden-Wuerttemberg,Indirect migration background,Single,0.78132,110,141,0.71285,0.84980
1997,Bavaria,No migration background,Married,0.53359,717,1163,0.50490,0.56227
1997,Bavaria,No migration background,Single,0.23245,292,1163,0.20817,0.25674
1997,Bavaria,No migration background,Divorced,0.08729,69,1163,0.07106,0.10352
1997,Bavaria,No migration background,Widowed,0.12257,85,1163,0.10372,0.14143
1997,Bavaria,Direct migration background,Married,0.70226,270,305,0.65086,0.75366
1997,Bavaria,Direct migration background,Single,0.10195,35,305,0.06794,0.13597
1997,Bavaria,Indirect migration background,Single,0.71753,57,57,0.59961,0.83544
1997,Berlin,No migration background,Married,0.47809,229,390,0.42845,0.52773
1997,Berlin,No migration background,Single,0.28402,114,390,0.23920,0.32883
1997,Berlin,No migration background,Divorced,0.13587,47,390,0.10182,0.16992
1997,Berlin,Direct migration background,Married,0.60543,47,47,0.46418,0.74667
1997,Brandenburg,No migration background,Married,0.54682,332,563,0.50566,0.58797
1997,Brandenburg,No migration background,Single,0.27778,157,563,0.24075,0.31481
1997,Brandenburg,No migration background,Divorced,0.08003,40,563,0.05760,0.10246
1997,Brandenburg,No migration background,Widowed,0.07753,34,563,0.05542,0.09964
1997,Mecklenburg-Western Pomerania,No migration background,Married,0.58550,224,324,0.53177,0.63922
1997,Mecklenburg-Western Pomerania,No migration background,Single,0.23481,100,324,0.18858,0.28104
1997,Saxony,No migration background,Married,0.61549,675,1030,0.58576,0.64521
1997,Saxony,No migration background,Single,0.20487,228,1030,0.18021,0.22953
1997,Saxony,No migration background,Divorced,0.06120,55,1030,0.04656,0.07585
1997,Saxony,No migration background,Widowed,0.10660,72,1030,0.08775,0.12546
1997,Saxony,Direct migration background,Married,0.78906,31,31,0.64306,0.93505
1997,Saxony-Anhalt,No migration background,Married,0.59314,392,582,0.55320,0.63309
1997,Saxony-Anhalt,No migration background,Single,0.20602,152,582,0.17314,0.23891
1997,Saxony-Anhalt,No migration background,Divorced,0.08710,38,582,0.06417,0.11002
1997,Thuringa,No migration background,Married,0.57354,394,624,0.53471,0.61238
1997,Thuringa,No migration background,Single,0.22506,150,624,0.19227,0.25786
1997,Thuringa,No migration background,Divorced,0.09579,47,624,0.07268,0.11890
1997,Thuringa,No migration background,Widowed,0.08732,33,624,0.06515,0.10948
1998,Schleswig-Holstein,No migration background,Married,0.59124,190,267,0.53216,0.65032
1998,Schleswig-Holstein,No migration background,Single,0.22744,77,267,0.17706,0.27781
1998,Hamburg,No migration background,Married,0.30301,49,89,0.20699,0.39903
1998,Hamburg,No migration background,Single,0.33312,40,89,0.23465,0.43160
1998,Lower Saxony,No migration background,Married,0.60222,598,947,0.57103,0.63341
1998,Lower Saxony,No migration background,Single,0.22722,226,947,0.20052,0.25393
1998,Lower Saxony,No migration background,Divorced,0.07457,67,947,0.05783,0.09131
1998,Lower Saxony,No migration background,Widowed,0.07698,56,947,0.06000,0.09397
1998,Lower Saxony,Direct migration background,Married,0.62730,130,162,0.55261,0.70199
1998,Lower Saxony,Direct migration background,Single,0.17631,32,162,0.11744,0.23518
1998,Lower Saxony,Indirect migration background,Single,0.82466,36,36,0.69868,0.95064
1998,Bremen,No migration background,Married,0.37502,34,34,0.20984,0.54020
1998,North Rhine-Westphalia,No migration background,Married,0.56008,1250,2066,0.53867,0.58149
1998,North Rhine-Westphalia,No migration background,"Married, living apart",0.03209,57,2066,0.02449,0.03970
1998,North Rhine-Westphalia,No migration background,Single,0.22035,479,2066,0.20247,0.23822
1998,North Rhine-Westphalia,No migration background,Divorced,0.06921,125,2066,0.05826,0.08016
1998,North Rhine-Westphalia,No migration background,Widowed,0.11827,155,2066,0.10434,0.13220
1998,North Rhine-Westphalia,Direct migration background,Married,0.75396,484,550,0.71793,0.78999
1998,North Rhine-Westphalia,Direct migration background,Single,0.12368,66,550,0.09614,0.15122
1998,North Rhine-Westphalia,Indirect migration background,Married,0.25041,44,158,0.18264,0.31818
1998,North Rhine-Westphalia,Indirect migration background,Single,0.65324,114,158,0.57879,0.72769
1998,Hesse,No migration background,Married,0.61409,389,605,0.57527,0.65292
1998,Hesse,No migration background,Single,0.20840,141,605,0.17601,0.24080
1998,Hesse,No migration background,Divorced,0.05614,35,605,0.03778,0.07450
1998,Hesse,No migration background,Widowed,0.09897,40,605,0.07516,0.12279
1998,Hesse,Direct migration background,Married,0.69665,207,239,0.63825,0.75506
1998,Hesse,Direct migration background,Single,0.13577,32,239,0.09225,0.17929
1998,Hesse,Indirect migration background,Single,0.65907,45,45,0.51900,0.79913
1998,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58940,388,599,0.54997,0.62883
1998,"Rhineland-Palatinate, Saarland",No migration background,Single,0.17974,123,599,0.14897,0.21052
1998,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.08400,39,599,0.06177,0.10623
1998,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.11688,49,599,0.09113,0.14263
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.79215,135,135,0.72344,0.86085
1998,Baden-Wuerttemberg,No migration background,Married,0.57712,658,1054,0.54728,0.60696
1998,Baden-Wuerttemberg,No migration background,Single,0.23484,261,1054,0.20924,0.26045
1998,Baden-Wuerttemberg,No migration background,Divorced,0.06274,55,1054,0.04809,0.07738
1998,Baden-Wuerttemberg,No migration background,Widowed,0.10854,80,1054,0.08975,0.12733
1998,Baden-Wuerttemberg,Direct migration background,Married,0.68755,444,514,0.64744,0.72766
1998,Baden-Wuerttemberg,Direct migration background,Single,0.13550,70,514,0.10588,0.16512
1998,Baden-Wuerttemberg,Indirect migration background,Married,0.17775,34,144,0.11509,0.24041
1998,Baden-Wuerttemberg,Indirect migration background,Single,0.75964,110,144,0.68960,0.82967
1998,Bavaria,No migration background,Married,0.55198,883,1422,0.52612,0.57783
1998,Bavaria,No migration background,Single,0.23317,345,1422,0.21118,0.25515
1998,Bavaria,No migration background,Divorced,0.08008,88,1422,0.06597,0.09419
1998,Bavaria,No migration background,Widowed,0.11917,106,1422,0.10232,0.13601
1998,Bavaria,Direct migration background,Married,0.68946,267,298,0.63684,0.74209
1998,Bavaria,Direct migration background,Single,0.09492,31,298,0.06158,0.12825
1998,Bavaria,Indirect migration background,Single,0.76942,54,54,0.65602,0.88282
1998,Berlin,No migration background,Married,0.42809,223,412,0.38026,0.47593
1998,Berlin,No migration background,Single,0.31384,133,412,0.26898,0.35871
1998,Berlin,No migration background,Divorced,0.14493,56,412,0.11090,0.17897
1998,Brandenburg,No migration background,Married,0.55014,346,588,0.50990,0.59039
1998,Brandenburg,No migration background,Single,0.26809,158,588,0.23225,0.30392
1998,Brandenburg,No migration background,Divorced,0.08675,47,588,0.06398,0.10952
1998,Brandenburg,No migration background,Widowed,0.08050,37,588,0.05849,0.10251
1998,Mecklenburg-Western Pomerania,No migration background,Married,0.55781,233,340,0.50494,0.61068
1998,Mecklenburg-Western Pomerania,No migration background,Single,0.24137,107,340,0.19582,0.28692
1998,Saxony,No migration background,Married,0.62199,727,1127,0.59366,0.65031
1998,Saxony,No migration background,Single,0.21327,269,1127,0.18934,0.23719
1998,Saxony,No migration background,Divorced,0.06303,61,1127,0.04883,0.07722
1998,Saxony,No migration background,Widowed,0.09477,70,1127,0.07767,0.11188
1998,Saxony-Anhalt,No migration background,Married,0.60786,413,637,0.56991,0.64580
1998,Saxony-Anhalt,No migration background,Single,0.19444,149,637,0.16368,0.22519
1998,Saxony-Anhalt,No migration background,Divorced,0.09080,44,637,0.06847,0.11313
1998,Saxony-Anhalt,No migration background,Widowed,0.07341,31,637,0.05314,0.09368
1998,Thuringa,No migration background,Married,0.57269,435,694,0.53586,0.60952
1998,Thuringa,No migration background,Single,0.21919,169,694,0.18839,0.24999
1998,Thuringa,No migration background,Divorced,0.09495,54,694,0.07313,0.11678
1998,Thuringa,No migration background,Widowed,0.08912,36,694,0.06790,0.11033
1999,Schleswig-Holstein,No migration background,Married,0.58269,179,253,0.52180,0.64357
1999,Schleswig-Holstein,No migration background,Single,0.22748,74,253,0.17573,0.27924
1999,Hamburg,No migration background,Married,0.29624,40,81,0.19619,0.39630
1999,Hamburg,No migration background,Single,0.41873,41,81,0.31062,0.52684
1999,Lower Saxony,No migration background,Married,0.59785,568,921,0.56616,0.62953
1999,Lower Saxony,No migration background,Single,0.23136,231,921,0.20411,0.25861
1999,Lower Saxony,No migration background,Divorced,0.07091,62,921,0.05432,0.08749
1999,Lower Saxony,No migration background,Widowed,0.08026,60,921,0.06270,0.09781
1999,Lower Saxony,Direct migration background,Married,0.62017,122,155,0.54351,0.69682
1999,Lower Saxony,Direct migration background,Single,0.17272,33,155,0.11302,0.23242
1999,Lower Saxony,Indirect migration background,Single,0.83034,37,37,0.70773,0.95295
1999,North Rhine-Westphalia,No migration background,Married,0.54474,1182,1968,0.52273,0.56674
1999,North Rhine-Westphalia,No migration background,"Married, living apart",0.02627,49,1968,0.01920,0.03334
1999,North Rhine-Westphalia,No migration background,Single,0.22291,459,1968,0.20452,0.24130
1999,North Rhine-Westphalia,No migration background,Divorced,0.08349,133,1968,0.07126,0.09571
1999,North Rhine-Westphalia,No migration background,Widowed,0.12260,145,1968,0.10810,0.13709
1999,North Rhine-Westphalia,Direct migration background,Married,0.78255,462,516,0.74692,0.81818
1999,North Rhine-Westphalia,Direct migration background,Single,0.10488,54,516,0.07842,0.13134
1999,North Rhine-Westphalia,Indirect migration background,Married,0.28123,49,153,0.20975,0.35270
1999,North Rhine-Westphalia,Indirect migration background,Single,0.61909,104,153,0.54189,0.69629
1999,Hesse,No migration background,Married,0.62730,384,593,0.58835,0.66625
1999,Hesse,No migration background,Single,0.20584,138,593,0.17327,0.23841
1999,Hesse,No migration background,Divorced,0.05412,36,593,0.03589,0.07234
1999,Hesse,No migration background,Widowed,0.08814,35,593,0.06530,0.11098
1999,Hesse,Direct migration background,Married,0.67448,171,171,0.60404,0.74492
1999,Hesse,Indirect migration background,Single,0.64490,40,40,0.49471,0.79509
1999,"Rhineland-Palatinate, Saarland",No migration background,Married,0.56671,367,587,0.52659,0.60683
1999,"Rhineland-Palatinate, Saarland",No migration background,Single,0.19407,124,587,0.16205,0.22609
1999,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.09749,47,587,0.07347,0.12150
1999,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.11626,49,587,0.09031,0.14221
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.76289,116,116,0.68516,0.84063
1999,Baden-Wuerttemberg,No migration background,Married,0.57313,615,1000,0.54245,0.60380
1999,Baden-Wuerttemberg,No migration background,Single,0.24032,251,1000,0.21382,0.26682
1999,Baden-Wuerttemberg,No migration background,Divorced,0.06225,57,1000,0.04726,0.07723
1999,Baden-Wuerttemberg,No migration background,Widowed,0.11352,77,1000,0.09385,0.13319
1999,Baden-Wuerttemberg,Direct migration background,Married,0.70472,420,505,0.66490,0.74455
1999,Baden-Wuerttemberg,Direct migration background,"Married, living apart",0.07100,31,505,0.04857,0.09342
1999,Baden-Wuerttemberg,Direct migration background,Single,0.10198,54,505,0.07556,0.12840
1999,Baden-Wuerttemberg,Indirect migration background,Married,0.17059,37,154,0.11098,0.23019
1999,Baden-Wuerttemberg,Indirect migration background,Single,0.75988,117,154,0.69220,0.82757
1999,Bavaria,No migration background,Married,0.55553,856,1366,0.52917,0.58190
1999,Bavaria,No migration background,Single,0.23674,334,1366,0.21419,0.25929
1999,Bavaria,No migration background,Divorced,0.07957,86,1366,0.06521,0.09393
1999,Bavaria,No migration background,Widowed,0.11056,90,1366,0.09392,0.12719
1999,Bavaria,Direct migration background,Married,0.70680,247,247,0.64991,0.76368
1999,Bavaria,Indirect migration background,Single,0.72058,56,56,0.60199,0.83917
1999,Berlin,No migration background,Married,0.42306,209,398,0.37446,0.47166
1999,Berlin,No migration background,Single,0.30034,135,398,0.25525,0.34543
1999,Berlin,No migration background,Divorced,0.14915,54,398,0.11410,0.18419
1999,Brandenburg,No migration background,Married,0.55244,338,564,0.51137,0.59352
1999,Brandenburg,No migration background,Single,0.24725,147,564,0.21161,0.28288
1999,Brandenburg,No migration background,Divorced,0.09252,45,564,0.06859,0.11646
1999,Brandenburg,No migration background,Widowed,0.08370,34,564,0.06083,0.10658
1999,Mecklenburg-Western Pomerania,No migration background,Married,0.52700,223,333,0.47330,0.58071
1999,Mecklenburg-Western Pomerania,No migration background,Single,0.25975,110,333,0.21259,0.30692
1999,Saxony,No migration background,Married,0.58588,685,1099,0.55674,0.61501
1999,Saxony,No migration background,Single,0.23428,278,1099,0.20923,0.25934
1999,Saxony,No migration background,Divorced,0.07172,65,1099,0.05646,0.08698
1999,Saxony,No migration background,Widowed,0.09839,71,1099,0.08077,0.11600
1999,Saxony-Anhalt,No migration background,Married,0.57262,392,641,0.53429,0.61094
1999,Saxony-Anhalt,No migration background,Single,0.21657,166,641,0.18466,0.24848
1999,Saxony-Anhalt,No migration background,Divorced,0.09954,48,641,0.07634,0.12273
1999,Saxony-Anhalt,No migration background,Widowed,0.08254,35,641,0.06122,0.10386
1999,Thuringa,No migration background,Married,0.55323,417,685,0.51597,0.59049
1999,Thuringa,No migration background,Single,0.22195,169,685,0.19081,0.25310
1999,Thuringa,No migration background,Divorced,0.10893,60,685,0.08558,0.13228
1999,Thuringa,No migration background,Widowed,0.09601,39,685,0.07393,0.11808
2000,Schleswig-Holstein,No migration background,Married,0.58849,401,618,0.54966,0.62732
2000,Schleswig-Holstein,No migration background,Single,0.20964,126,618,0.17752,0.24176
2000,Schleswig-Holstein,No migration background,Divorced,0.06424,35,618,0.04489,0.08358
2000,Schleswig-Holstein,No migration background,Widowed,0.10794,56,618,0.08346,0.13243
2000,Schleswig-Holstein,Direct migration background,Married,0.75205,50,50,0.63114,0.87296
2000,Hamburg,No migration background,Married,0.42212,132,207,0.35468,0.48957
2000,Hamburg,No migration background,Single,0.33592,75,207,0.27142,0.40041
2000,Lower Saxony,No migration background,Married,0.59646,1075,1720,0.57327,0.61965
2000,Lower Saxony,No migration background,"Married, living apart",0.01811,32,1720,0.01180,0.02441
2000,Lower Saxony,No migration background,Single,0.22212,375,1720,0.20247,0.24178
2000,Lower Saxony,No migration background,Divorced,0.06759,107,1720,0.05573,0.07946
2000,Lower Saxony,No migration background,Widowed,0.09572,131,1720,0.08181,0.10962
2000,Lower Saxony,Direct migration background,Married,0.69134,177,217,0.62973,0.75294
2000,Lower Saxony,Direct migration background,Single,0.14684,40,217,0.09964,0.19404
2000,Lower Saxony,Indirect migration background,Single,0.61544,33,33,0.44688,0.78400
2000,Bremen,No migration background,Married,0.48902,79,116,0.39765,0.58038
2000,Bremen,No migration background,Single,0.24391,37,116,0.16542,0.32239
2000,North Rhine-Westphalia,No migration background,Married,0.57589,2528,4018,0.56061,0.59117
2000,North Rhine-Westphalia,No migration background,"Married, living apart",0.02077,79,4018,0.01636,0.02519
2000,North Rhine-Westphalia,No migration background,Single,0.22253,871,4018,0.20966,0.23539
2000,North Rhine-Westphalia,No migration background,Divorced,0.07274,245,4018,0.06471,0.08077
2000,North Rhine-Westphalia,No migration background,Widowed,0.10807,295,4018,0.09847,0.11767
2000,North Rhine-Westphalia,Direct migration background,Married,0.75070,705,842,0.72146,0.77994
2000,North Rhine-Westphalia,Direct migration background,Single,0.13495,103,842,0.11186,0.15804
2000,North Rhine-Westphalia,Direct migration background,Widowed,0.04828,34,842,0.03379,0.06276
2000,North Rhine-Westphalia,Indirect migration background,Married,0.27975,68,212,0.21918,0.34031
2000,North Rhine-Westphalia,Indirect migration background,Single,0.63271,144,212,0.56766,0.69776
2000,Hesse,No migration background,Married,0.59856,780,1230,0.57115,0.62597
2000,Hesse,No migration background,"Married, living apart",0.03150,36,1230,0.02174,0.04127
2000,Hesse,No migration background,Single,0.21848,265,1230,0.19538,0.24159
2000,Hesse,No migration background,Divorced,0.05424,66,1230,0.04158,0.06691
2000,Hesse,No migration background,Widowed,0.09721,83,1230,0.08065,0.11377
2000,Hesse,Direct migration background,Married,0.71086,276,324,0.66142,0.76031
2000,Hesse,Direct migration background,Single,0.14852,48,324,0.10973,0.18730
2000,Hesse,Indirect migration background,Single,0.60444,54,54,0.47279,0.73608
2000,"Rhineland-Palatinate, Saarland",No migration background,Married,0.58995,750,1159,0.56162,0.61827
2000,"Rhineland-Palatinate, Saarland",No migration background,Single,0.18036,209,1159,0.15822,0.20251
2000,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.08075,85,1159,0.06506,0.09644
2000,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.12598,115,1159,0.10687,0.14510
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.75913,186,218,0.70223,0.81602
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.13350,32,218,0.08825,0.17875
2000,Baden-Wuerttemberg,No migration background,Married,0.60004,1251,1963,0.57837,0.62172
2000,Baden-Wuerttemberg,No migration background,"Married, living apart",0.01464,31,1963,0.00933,0.01995
2000,Baden-Wuerttemberg,No migration background,Single,0.23825,449,1963,0.21940,0.25710
2000,Baden-Wuerttemberg,No migration background,Divorced,0.05642,104,1963,0.04621,0.06663
2000,Baden-Wuerttemberg,No migration background,Widowed,0.09065,128,1963,0.07794,0.10335
2000,Baden-Wuerttemberg,Direct migration background,Married,0.71899,586,711,0.68593,0.75206
2000,Baden-Wuerttemberg,Direct migration background,Single,0.13297,86,711,0.10800,0.15795
2000,Baden-Wuerttemberg,Direct migration background,Divorced,0.06542,39,711,0.04723,0.08361
2000,Baden-Wuerttemberg,Indirect migration background,Married,0.26388,61,223,0.20590,0.32186
2000,Baden-Wuerttemberg,Indirect migration background,Single,0.70295,162,223,0.64283,0.76306
2000,Bavaria,No migration background,Married,0.56913,1777,2805,0.55080,0.58746
2000,Bavaria,No migration background,"Married, living apart",0.01779,43,2805,0.01290,0.02268
2000,Bavaria,No migration background,Single,0.25184,659,2805,0.23577,0.26790
2000,Bavaria,No migration background,Divorced,0.06471,149,2805,0.05560,0.07381
2000,Bavaria,No migration background,Widowed,0.09654,177,2805,0.08560,0.10747
2000,Bavaria,Direct migration background,Married,0.65060,328,413,0.60456,0.69664
2000,Bavaria,Direct migration background,Single,0.13102,53,413,0.09844,0.16360
2000,Bavaria,Direct migration background,Divorced,0.10286,32,413,0.07352,0.13219
2000,Bavaria,Indirect migration background,Married,0.25257,36,106,0.16946,0.33567
2000,Bavaria,Indirect migration background,Single,0.67777,70,106,0.58838,0.76716
2000,Berlin,No migration background,Married,0.42619,327,711,0.38981,0.46257
2000,Berlin,No migration background,"Married, living apart",0.04423,32,711,0.02911,0.05935
2000,Berlin,No migration background,Single,0.28159,206,711,0.24851,0.31468
2000,Berlin,No migration background,Divorced,0.15809,99,711,0.13126,0.18493
2000,Berlin,No migration background,Widowed,0.08989,47,711,0.06885,0.11093
2000,Berlin,Direct migration background,Married,0.52207,40,40,0.36530,0.67885
2000,Brandenburg,No migration background,Married,0.52575,571,973,0.49436,0.55714
2000,Brandenburg,No migration background,Single,0.27077,261,973,0.24283,0.29870
2000,Brandenburg,No migration background,Divorced,0.09001,74,973,0.07202,0.10801
2000,Brandenburg,No migration background,Widowed,0.09500,67,973,0.07656,0.11343
2000,Mecklenburg-Western Pomerania,No migration background,Married,0.51511,300,535,0.47273,0.55750
2000,Mecklenburg-Western Pomerania,No migration background,Single,0.23336,141,535,0.19749,0.26924
2000,Mecklenburg-Western Pomerania,No migration background,Divorced,0.10209,45,535,0.07641,0.12777
2000,Mecklenburg-Western Pomerania,No migration background,Widowed,0.13287,49,535,0.10408,0.16166
2000,Saxony,No migration background,Married,0.56677,1035,1701,0.54321,0.59032
2000,Saxony,No migration background,Single,0.23529,427,1701,0.21513,0.25545
2000,Saxony,No migration background,Divorced,0.08487,126,1701,0.07162,0.09812
2000,Saxony,No migration background,Widowed,0.09572,113,1701,0.08173,0.10970
2000,Saxony-Anhalt,No migration background,Married,0.61018,632,1003,0.57998,0.64038
2000,Saxony-Anhalt,No migration background,Single,0.20804,241,1003,0.18291,0.23317
2000,Saxony-Anhalt,No migration background,Divorced,0.08532,69,1003,0.06802,0.10262
2000,Saxony-Anhalt,No migration background,Widowed,0.08572,61,1003,0.06839,0.10305
2000,Thuringa,No migration background,Married,0.55508,610,1007,0.52437,0.58579
2000,Thuringa,No migration background,Single,0.23091,250,1007,0.20487,0.25695
2000,Thuringa,No migration background,Divorced,0.09543,83,1007,0.07727,0.11358
2000,Thuringa,No migration background,Widowed,0.09757,64,1007,0.07923,0.11590
2001,Schleswig-Holstein,No migration background,Married,0.60046,378,535,0.55892,0.64201
2001,Schleswig-Holstein,No migration background,Single,0.20048,108,535,0.16652,0.23443
2001,Schleswig-Holstein,No migration background,Widowed,0.10922,49,535,0.08277,0.13568
2001,Schleswig-Holstein,Direct migration background,Married,0.72089,44,44,0.58682,0.85497
2001,Hamburg,No migration background,Married,0.38251,110,183,0.31190,0.45312
2001,Hamburg,No migration background,Single,0.34149,73,183,0.27260,0.41039
2001,Lower Saxony,No migration background,Married,0.59194,975,1544,0.56742,0.61647
2001,Lower Saxony,No migration background,Single,0.23063,348,1544,0.20961,0.25165
2001,Lower Saxony,No migration background,Divorced,0.07248,105,1544,0.05954,0.08541
2001,Lower Saxony,No migration background,Widowed,0.08955,116,1544,0.07530,0.10380
2001,Lower Saxony,Direct migration background,Married,0.64596,161,201,0.57969,0.71224
2001,Lower Saxony,Direct migration background,Single,0.15014,40,201,0.10063,0.19964
2001,Bremen,No migration background,Married,0.43208,56,91,0.32974,0.53442
2001,Bremen,No migration background,Single,0.25972,35,91,0.16913,0.35032
2001,North Rhine-Westphalia,No migration background,Married,0.56744,2260,3627,0.55132,0.58357
2001,North Rhine-Westphalia,No migration background,"Married, living apart",0.01937,71,3627,0.01488,0.02385
2001,North Rhine-Westphalia,No migration background,Single,0.22689,799,3627,0.21325,0.24052
2001,North Rhine-Westphalia,No migration background,Divorced,0.07926,231,3627,0.07047,0.08805
2001,North Rhine-Westphalia,No migration background,Widowed,0.10704,266,3627,0.09698,0.11711
2001,North Rhine-Westphalia,Direct migration background,Married,0.74021,625,713,0.70800,0.77243
2001,North Rhine-Westphalia,Direct migration background,Single,0.13936,88,713,0.11392,0.16480
2001,North Rhine-Westphalia,Indirect migration background,Married,0.33662,80,211,0.27270,0.40053
2001,North Rhine-Westphalia,Indirect migration background,Single,0.58028,131,211,0.51353,0.64703
2001,Hesse,No migration background,Married,0.60328,704,1074,0.57400,0.63255
2001,Hesse,No migration background,Single,0.21819,238,1074,0.19347,0.24290
2001,Hesse,No migration background,Divorced,0.05544,58,1074,0.04175,0.06914
2001,Hesse,No migration background,Widowed,0.09714,74,1074,0.07942,0.11486
2001,Hesse,Direct migration background,Married,0.69977,229,266,0.64459,0.75496
2001,Hesse,Direct migration background,Single,0.13527,37,266,0.09409,0.17645
2001,Hesse,Indirect migration background,Single,0.57023,47,47,0.42716,0.71329
2001,"Rhineland-Palatinate, Saarland",No migration background,Married,0.57156,682,1074,0.54195,0.60117
2001,"Rhineland-Palatinate, Saarland",No migration background,Single,0.19426,205,1074,0.17058,0.21793
2001,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.08114,81,1074,0.06481,0.09748
2001,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.12797,106,1074,0.10798,0.14796
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.72961,170,201,0.66805,0.79117
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.16105,31,201,0.11011,0.21199
2001,Baden-Wuerttemberg,No migration background,Married,0.58806,1106,1749,0.56498,0.61113
2001,Baden-Wuerttemberg,No migration background,"Married, living apart",0.01774,31,1749,0.01155,0.02393
2001,Baden-Wuerttemberg,No migration background,Single,0.24472,406,1749,0.22456,0.26487
2001,Baden-Wuerttemberg,No migration background,Divorced,0.06327,95,1749,0.05186,0.07468
2001,Baden-Wuerttemberg,No migration background,Widowed,0.08622,111,1749,0.07306,0.09938
2001,Baden-Wuerttemberg,Direct migration background,Married,0.71913,503,609,0.68341,0.75485
2001,Baden-Wuerttemberg,Direct migration background,Single,0.13617,72,609,0.10891,0.16343
2001,Baden-Wuerttemberg,Direct migration background,Divorced,0.06603,34,609,0.04629,0.08577
2001,Baden-Wuerttemberg,Indirect migration background,Married,0.27556,56,187,0.21135,0.33977
2001,Baden-Wuerttemberg,Indirect migration background,Single,0.67879,131,187,0.61169,0.74590
2001,Bavaria,No migration background,Married,0.55368,1563,2512,0.53423,0.57312
2001,Bavaria,No migration background,"Married, living apart",0.01990,42,2512,0.01444,0.02536
2001,Bavaria,No migration background,Single,0.25666,597,2512,0.23957,0.27374
2001,Bavaria,No migration background,Divorced,0.07462,151,2512,0.06434,0.08490
2001,Bavaria,No migration background,Widowed,0.09515,159,2512,0.08367,0.10662
2001,Bavaria,Direct migration background,Married,0.64639,303,350,0.59623,0.69655
2001,Bavaria,Direct migration background,Single,0.14452,47,350,0.10763,0.18141
2001,Bavaria,Indirect migration background,Married,0.25910,34,104,0.17448,0.34371
2001,Bavaria,Indirect migration background,Single,0.66115,70,104,0.56974,0.75256
2001,Berlin,No migration background,Married,0.42205,311,693,0.38525,0.45885
2001,Berlin,No migration background,"Married, living apart",0.04909,31,693,0.03299,0.06519
2001,Berlin,No migration background,Single,0.30350,218,693,0.26924,0.33776
2001,Berlin,No migration background,Divorced,0.15149,94,693,0.12478,0.17821
2001,Berlin,No migration background,Widowed,0.07386,39,693,0.05438,0.09335
2001,Berlin,Direct migration background,Married,0.53667,35,35,0.36905,0.70428
2001,Brandenburg,No migration background,Married,0.52975,545,917,0.49743,0.56207
2001,Brandenburg,No migration background,Single,0.26509,242,917,0.23650,0.29367
2001,Brandenburg,No migration background,Divorced,0.08607,65,917,0.06791,0.10424
2001,Brandenburg,No migration background,Widowed,0.09897,65,917,0.07963,0.11831
2001,Mecklenburg-Western Pomerania,No migration background,Married,0.49701,268,481,0.45228,0.54174
2001,Mecklenburg-Western Pomerania,No migration background,Single,0.21710,123,481,0.18022,0.25398
2001,Mecklenburg-Western Pomerania,No migration background,Divorced,0.11943,42,481,0.09042,0.14845
2001,Mecklenburg-Western Pomerania,No migration background,Widowed,0.14142,48,481,0.11025,0.17260
