year,migback,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,Lower Secondary Level,Single,0.20110,408,1603,0.18147,0.22073
1994,No migration background,Lower Secondary Level,Divorced,0.05722,79,1603,0.04584,0.06859
1994,No migration background,Lower Secondary Level,Widowed,0.24536,284,1603,0.22429,0.26643
1994,No migration background,Upper Secondary Level,Married,0.60763,3623,5596,0.59483,0.62042
1994,No migration background,Upper Secondary Level,"Married, living apart",0.02016,109,5596,0.01648,0.02385
1994,No migration background,Upper Secondary Level,Single,0.20214,1184,5596,0.19161,0.21266
1994,No migration background,Upper Secondary Level,Divorced,0.07472,338,5596,0.06783,0.08161
1994,No migration background,Upper Secondary Level,Widowed,0.09535,342,5596,0.08766,0.10305
1994,No migration background,Post-secondary Non-tertiary Level,Married,0.41996,135,271,0.36109,0.47884
1994,No migration background,Post-secondary Non-tertiary Level,Single,0.49387,136,271,0.43423,0.55350
1994,No migration background,First Stage of Tertiary Education,Married,0.67518,514,644,0.63898,0.71138
1994,No migration background,First Stage of Tertiary Education,Single,0.15734,96,644,0.12919,0.18548
1994,No migration background,First Stage of Tertiary Education,Widowed,0.09735,34,644,0.07444,0.12026
1994,No migration background,Second Stage of Tertiary Education,Married,0.66615,1131,1493,0.64222,0.69008
1994,No migration background,Second Stage of Tertiary Education,Single,0.19422,221,1493,0.17415,0.21430
1994,No migration background,Second Stage of Tertiary Education,Divorced,0.08147,98,1493,0.06759,0.09536
1994,No migration background,Second Stage of Tertiary Education,Widowed,0.03856,43,1493,0.02879,0.04834
1994,Direct migration background,Primary Level,Married,0.76121,388,388,0.71873,0.80368
1994,Direct migration background,Lower Secondary Level,Married,0.67424,545,629,0.63758,0.71089
1994,Direct migration background,Lower Secondary Level,Single,0.12112,84,629,0.09560,0.14664
1994,Direct migration background,Upper Secondary Level,Married,0.69945,616,797,0.66760,0.73130
1994,Direct migration background,Upper Secondary Level,Single,0.14374,113,797,0.11937,0.16811
1994,Direct migration background,Upper Secondary Level,Divorced,0.04921,31,797,0.03418,0.06423
1994,Direct migration background,Upper Secondary Level,Widowed,0.08152,37,797,0.06251,0.10053
1994,Direct migration background,Post-secondary Non-tertiary Level,Married,0.83211,70,70,0.74391,0.92030
1994,Direct migration background,First Stage of Tertiary Education,Married,0.74269,44,44,0.61203,0.87335
1994,Direct migration background,Second Stage of Tertiary Education,Married,0.77238,97,97,0.68851,0.85626
1994,Indirect migration background,Pre-primary Level,Single,0.99071,60,60,0.96624,1.01519
1994,Indirect migration background,Lower Secondary Level,Married,0.14694,32,175,0.09434,0.19955
1994,Indirect migration background,Lower Secondary Level,Single,0.78024,143,175,0.71871,0.84177
1994,Indirect migration background,Upper Secondary Level,Married,0.25686,39,147,0.18599,0.32773
1994,Indirect migration background,Upper Secondary Level,Single,0.65894,108,147,0.58204,0.73584
1995,No migration background,Lower Secondary Level,Married,0.45510,742,1545,0.43026,0.47994
1995,No migration background,Lower Secondary Level,"Married, living apart",0.01811,31,1545,0.01146,0.02476
1995,No migration background,Lower Secondary Level,Single,0.20265,407,1545,0.18260,0.22270
1995,No migration background,Lower Secondary Level,Divorced,0.06397,86,1545,0.05176,0.07617
1995,No migration background,Lower Secondary Level,Widowed,0.26018,279,1545,0.23829,0.28206
1995,No migration background,Upper Secondary Level,Married,0.60424,3586,5560,0.59139,0.61710
1995,No migration background,Upper Secondary Level,"Married, living apart",0.01783,103,5560,0.01435,0.02131
1995,No migration background,Upper Secondary Level,Single,0.19831,1171,5560,0.18783,0.20879
1995,No migration background,Upper Secondary Level,Divorced,0.07952,358,5560,0.07241,0.08663
1995,No migration background,Upper Secondary Level,Widowed,0.10010,342,5560,0.09221,0.10799
1995,No migration background,Post-secondary Non-tertiary Level,Married,0.44786,150,286,0.39013,0.50560
1995,No migration background,Post-secondary Non-tertiary Level,Single,0.48057,136,286,0.42256,0.53857
1995,No migration background,First Stage of Tertiary Education,Married,0.71081,525,652,0.67598,0.74564
1995,No migration background,First Stage of Tertiary Education,Single,0.14621,94,652,0.11907,0.17335
1995,No migration background,First Stage of Tertiary Education,Divorced,0.06155,33,652,0.04309,0.08001
1995,No migration background,Second Stage of Tertiary Education,Married,0.64954,1127,1525,0.62558,0.67349
1995,No migration background,Second Stage of Tertiary Education,Single,0.20154,238,1525,0.18140,0.22169
1995,No migration background,Second Stage of Tertiary Education,Divorced,0.09086,117,1525,0.07643,0.10529
1995,No migration background,Second Stage of Tertiary Education,Widowed,0.03740,43,1525,0.02787,0.04693
1995,Direct migration background,Pre-primary Level,Single,0.95751,37,37,0.89162,1.02340
1995,Direct migration background,Primary Level,Married,0.74682,383,383,0.70322,0.79043
1995,Direct migration background,Lower Secondary Level,Married,0.67086,601,732,0.63679,0.70492
1995,Direct migration background,Lower Secondary Level,Single,0.13070,97,732,0.10627,0.15514
1995,Direct migration background,Lower Secondary Level,Widowed,0.09542,34,732,0.07412,0.11672
1995,Direct migration background,Upper Secondary Level,Married,0.69816,737,962,0.66914,0.72719
1995,Direct migration background,Upper Secondary Level,Single,0.15714,145,962,0.13413,0.18015
1995,Direct migration background,Upper Secondary Level,Divorced,0.04659,36,962,0.03327,0.05992
1995,Direct migration background,Upper Secondary Level,Widowed,0.07524,44,962,0.05856,0.09192
1995,Direct migration background,Post-secondary Non-tertiary Level,Married,0.80738,129,129,0.73906,0.87570
1995,Direct migration background,First Stage of Tertiary Education,Married,0.76227,42,42,0.63196,0.89257
1995,Direct migration background,Second Stage of Tertiary Education,Married,0.72743,146,146,0.65495,0.79991
1995,Indirect migration background,Pre-primary Level,Single,0.98775,53,53,0.95784,1.01765
1995,Indirect migration background,Lower Secondary Level,Married,0.17044,35,162,0.11235,0.22852
1995,Indirect migration background,Lower Secondary Level,Single,0.76745,127,162,0.70219,0.83271
1995,Indirect migration background,Upper Secondary Level,Married,0.20272,40,174,0.14281,0.26263
1995,Indirect migration background,Upper Secondary Level,Single,0.73146,134,174,0.66542,0.79750
1996,No migration background,Pre-primary Level,Single,0.99928,210,210,0.99563,1.00292
1996,No migration background,Lower Secondary Level,Married,0.45804,725,1466,0.43252,0.48355
1996,No migration background,Lower Secondary Level,Single,0.20219,397,1466,0.18162,0.22276
1996,No migration background,Lower Secondary Level,Divorced,0.06044,81,1466,0.04824,0.07264
1996,No migration background,Lower Secondary Level,Widowed,0.26385,263,1466,0.24129,0.28642
1996,No migration background,Upper Secondary Level,Married,0.59887,3493,5481,0.58589,0.61185
1996,No migration background,Upper Secondary Level,"Married, living apart",0.02452,127,5481,0.02042,0.02861
1996,No migration background,Upper Secondary Level,Single,0.19740,1156,5481,0.18686,0.20793
1996,No migration background,Upper Secondary Level,Divorced,0.08065,364,5481,0.07344,0.08786
1996,No migration background,Upper Secondary Level,Widowed,0.09857,341,5481,0.09068,0.10646
1996,No migration background,Post-secondary Non-tertiary Level,Married,0.43004,150,302,0.37411,0.48598
1996,No migration background,Post-secondary Non-tertiary Level,Single,0.50610,152,302,0.44962,0.56258
1996,No migration background,First Stage of Tertiary Education,Married,0.70243,516,613,0.66621,0.73865
1996,No migration background,First Stage of Tertiary Education,Single,0.14648,97,613,0.11847,0.17450
1996,No migration background,Second Stage of Tertiary Education,Married,0.64733,1129,1538,0.62344,0.67122
1996,No migration background,Second Stage of Tertiary Education,Single,0.21516,261,1538,0.19462,0.23571
1996,No migration background,Second Stage of Tertiary Education,Divorced,0.08483,106,1538,0.07090,0.09876
1996,No migration background,Second Stage of Tertiary Education,Widowed,0.03393,42,1538,0.02488,0.04298
1996,Direct migration background,Primary Level,Married,0.72764,344,344,0.68053,0.77475
1996,Direct migration background,Lower Secondary Level,Married,0.69478,568,679,0.66012,0.72944
1996,Direct migration background,Lower Secondary Level,Single,0.11492,76,679,0.09091,0.13892
1996,Direct migration background,Lower Secondary Level,Widowed,0.10381,35,679,0.08085,0.12677
1996,Direct migration background,Upper Secondary Level,Married,0.69409,694,933,0.66451,0.72368
1996,Direct migration background,Upper Secondary Level,"Married, living apart",0.02918,32,933,0.01838,0.03999
1996,Direct migration background,Upper Secondary Level,Single,0.13979,131,933,0.11752,0.16205
1996,Direct migration background,Upper Secondary Level,Divorced,0.04941,33,933,0.03550,0.06333
1996,Direct migration background,Upper Secondary Level,Widowed,0.08752,43,933,0.06938,0.10566
1996,Direct migration background,Post-secondary Non-tertiary Level,Married,0.79573,119,119,0.72299,0.86848
1996,Direct migration background,First Stage of Tertiary Education,Married,0.68450,40,40,0.53864,0.83035
1996,Direct migration background,Second Stage of Tertiary Education,Married,0.71122,139,139,0.63561,0.78684
1996,Indirect migration background,Lower Secondary Level,Married,0.16997,41,167,0.11283,0.22711
1996,Indirect migration background,Lower Secondary Level,Single,0.77758,126,167,0.71432,0.84084
1996,Indirect migration background,Upper Secondary Level,Married,0.24168,49,200,0.18220,0.30116
1996,Indirect migration background,Upper Secondary Level,Single,0.69746,151,200,0.63363,0.76128
1997,No migration background,Pre-primary Level,Single,0.99928,223,223,0.99574,1.00281
1997,No migration background,Lower Secondary Level,Married,0.43822,690,1422,0.41242,0.46402
1997,No migration background,Lower Secondary Level,Single,0.21515,397,1422,0.19379,0.23652
1997,No migration background,Lower Secondary Level,Divorced,0.06928,84,1422,0.05608,0.08249
1997,No migration background,Lower Secondary Level,Widowed,0.26358,251,1422,0.24067,0.28649
1997,No migration background,Upper Secondary Level,Married,0.59668,3426,5389,0.58358,0.60978
1997,No migration background,Upper Secondary Level,"Married, living apart",0.02942,137,5389,0.02491,0.03393
1997,No migration background,Upper Secondary Level,Single,0.19365,1120,5389,0.18310,0.20420
1997,No migration background,Upper Secondary Level,Divorced,0.08319,370,5389,0.07581,0.09056
1997,No migration background,Upper Secondary Level,Widowed,0.09707,336,5389,0.08916,0.10497
1997,No migration background,Post-secondary Non-tertiary Level,Married,0.45105,153,293,0.39398,0.50813
1997,No migration background,Post-secondary Non-tertiary Level,Single,0.48211,140,293,0.42480,0.53942
1997,No migration background,First Stage of Tertiary Education,Married,0.70744,517,648,0.67238,0.74249
1997,No migration background,First Stage of Tertiary Education,Single,0.15055,100,648,0.12300,0.17811
1997,No migration background,First Stage of Tertiary Education,Divorced,0.05769,31,648,0.03972,0.07565
1997,No migration background,Second Stage of Tertiary Education,Married,0.62162,1100,1568,0.59761,0.64564
1997,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02284,35,1568,0.01544,0.03023
1997,No migration background,Second Stage of Tertiary Education,Single,0.23040,282,1568,0.20956,0.25125
1997,No migration background,Second Stage of Tertiary Education,Divorced,0.08849,109,1568,0.07443,0.10256
1997,No migration background,Second Stage of Tertiary Education,Widowed,0.03664,42,1568,0.02734,0.04594
1997,Direct migration background,Primary Level,Married,0.73460,323,323,0.68637,0.78283
1997,Direct migration background,Lower Secondary Level,Married,0.66367,535,646,0.62721,0.70014
1997,Direct migration background,Lower Secondary Level,Single,0.11044,71,646,0.08625,0.13463
1997,Direct migration background,Lower Secondary Level,Widowed,0.12353,40,646,0.09813,0.14892
1997,Direct migration background,Upper Secondary Level,Married,0.70109,671,868,0.67062,0.73156
1997,Direct migration background,Upper Secondary Level,"Married, living apart",0.04706,35,868,0.03297,0.06116
1997,Direct migration background,Upper Secondary Level,Single,0.13920,124,868,0.11615,0.16224
1997,Direct migration background,Upper Secondary Level,Widowed,0.06927,38,868,0.05237,0.08617
1997,Direct migration background,Post-secondary Non-tertiary Level,Married,0.79066,106,106,0.71284,0.86848
1997,Direct migration background,First Stage of Tertiary Education,Married,0.61174,33,33,0.44288,0.78060
1997,Direct migration background,Second Stage of Tertiary Education,Married,0.77855,143,143,0.71026,0.84685
1997,Indirect migration background,Lower Secondary Level,Married,0.16747,42,191,0.11438,0.22056
1997,Indirect migration background,Lower Secondary Level,Single,0.76516,149,191,0.70488,0.82543
1997,Indirect migration background,Upper Secondary Level,Married,0.23929,54,186,0.17781,0.30077
1997,Indirect migration background,Upper Secondary Level,Single,0.68550,132,186,0.61859,0.75240
1998,No migration background,Pre-primary Level,Single,0.98981,233,233,0.97689,1.00273
1998,No migration background,Lower Secondary Level,Married,0.43254,798,1662,0.40872,0.45637
1998,No migration background,Lower Secondary Level,Single,0.22296,466,1662,0.20294,0.24297
1998,No migration background,Lower Secondary Level,Divorced,0.06702,101,1662,0.05499,0.07905
1998,No migration background,Lower Secondary Level,Widowed,0.26040,297,1662,0.23930,0.28151
1998,No migration background,Upper Secondary Level,Married,0.60318,3815,5973,0.59077,0.61559
1998,No migration background,Upper Secondary Level,"Married, living apart",0.02943,150,5973,0.02515,0.03372
1998,No migration background,Upper Secondary Level,Single,0.19742,1248,5973,0.18733,0.20752
1998,No migration background,Upper Secondary Level,Divorced,0.08190,412,5973,0.07495,0.08885
1998,No migration background,Upper Secondary Level,Widowed,0.08806,348,5973,0.08088,0.09525
1998,No migration background,Post-secondary Non-tertiary Level,Married,0.47512,180,335,0.42157,0.52868
1998,No migration background,Post-secondary Non-tertiary Level,Single,0.44954,155,335,0.39620,0.50289
1998,No migration background,First Stage of Tertiary Education,Married,0.70486,566,711,0.67131,0.73841
1998,No migration background,First Stage of Tertiary Education,Single,0.15616,112,711,0.12946,0.18287
1998,No migration background,First Stage of Tertiary Education,Divorced,0.05640,33,711,0.03943,0.07337
1998,No migration background,Second Stage of Tertiary Education,Married,0.62361,1201,1755,0.60093,0.64628
1998,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.01908,31,1755,0.01268,0.02549
1998,No migration background,Second Stage of Tertiary Education,Single,0.22269,334,1755,0.20322,0.24216
1998,No migration background,Second Stage of Tertiary Education,Divorced,0.09592,141,1755,0.08214,0.10970
1998,No migration background,Second Stage of Tertiary Education,Widowed,0.03870,48,1755,0.02967,0.04772
1998,Direct migration background,Primary Level,Married,0.75655,295,295,0.70749,0.80561
1998,Direct migration background,Lower Secondary Level,Married,0.67868,513,617,0.64180,0.71555
1998,Direct migration background,Lower Secondary Level,Single,0.11037,61,617,0.08563,0.13512
1998,Direct migration background,Lower Secondary Level,Widowed,0.12132,43,617,0.09554,0.14710
1998,Direct migration background,Upper Secondary Level,Married,0.69165,622,844,0.66047,0.72282
1998,Direct migration background,Upper Secondary Level,"Married, living apart",0.04712,33,844,0.03281,0.06142
1998,Direct migration background,Upper Secondary Level,Single,0.13825,119,844,0.11495,0.16155
1998,Direct migration background,Upper Secondary Level,Divorced,0.05249,33,844,0.03744,0.06755
1998,Direct migration background,Upper Secondary Level,Widowed,0.07049,37,844,0.05321,0.08777
1998,Direct migration background,Post-secondary Non-tertiary Level,Married,0.80319,112,112,0.72923,0.87716
1998,Direct migration background,First Stage of Tertiary Education,Married,0.70172,35,35,0.54794,0.85551
1998,Direct migration background,Second Stage of Tertiary Education,Married,0.74507,145,145,0.67388,0.81625
1998,Indirect migration background,Pre-primary Level,Single,0.97439,67,67,0.93629,1.01250
1998,Indirect migration background,Lower Secondary Level,Married,0.23365,47,188,0.17300,0.29430
1998,Indirect migration background,Lower Secondary Level,Single,0.70136,141,188,0.63576,0.76695
1998,Indirect migration background,Upper Secondary Level,Married,0.21163,56,193,0.15385,0.26940
1998,Indirect migration background,Upper Secondary Level,Single,0.71404,137,193,0.65012,0.77796
1999,No migration background,Pre-primary Level,Single,0.99171,229,229,0.97995,1.00348
1999,No migration background,Lower Secondary Level,Married,0.41925,757,1608,0.39512,0.44337
1999,No migration background,Lower Secondary Level,Single,0.23432,464,1608,0.21361,0.25503
1999,No migration background,Lower Secondary Level,Divorced,0.07067,104,1608,0.05814,0.08321
1999,No migration background,Lower Secondary Level,Widowed,0.25758,283,1608,0.23620,0.27896
1999,No migration background,Upper Secondary Level,Married,0.59255,3722,5926,0.58004,0.60506
1999,No migration background,Upper Secondary Level,"Married, living apart",0.02574,138,5926,0.02171,0.02977
1999,No migration background,Upper Secondary Level,Single,0.20312,1268,5926,0.19287,0.21336
1999,No migration background,Upper Secondary Level,Divorced,0.08802,442,5926,0.08080,0.09523
1999,No migration background,Upper Secondary Level,Widowed,0.09058,356,5926,0.08327,0.09788
1999,No migration background,Post-secondary Non-tertiary Level,Married,0.47206,177,335,0.41852,0.52559
1999,No migration background,Post-secondary Non-tertiary Level,Single,0.44518,158,335,0.39188,0.49848
1999,No migration background,First Stage of Tertiary Education,Married,0.68294,551,706,0.64859,0.71729
1999,No migration background,First Stage of Tertiary Education,Single,0.16291,117,706,0.13565,0.19016
1999,No migration background,First Stage of Tertiary Education,Divorced,0.06683,38,706,0.04839,0.08526
1999,No migration background,Second Stage of Tertiary Education,Married,0.61658,1193,1754,0.59382,0.63934
1999,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02051,33,1754,0.01388,0.02715
1999,No migration background,Second Stage of Tertiary Education,Single,0.22138,338,1754,0.20194,0.24082
1999,No migration background,Second Stage of Tertiary Education,Divorced,0.10107,141,1754,0.08696,0.11518
1999,No migration background,Second Stage of Tertiary Education,Widowed,0.04046,49,1754,0.03124,0.04968
1999,Direct migration background,Primary Level,Married,0.76317,280,280,0.71328,0.81305
1999,Direct migration background,Lower Secondary Level,Married,0.67462,470,566,0.63599,0.71325
1999,Direct migration background,Lower Secondary Level,Single,0.09293,53,566,0.06899,0.11687
1999,Direct migration background,Lower Secondary Level,Widowed,0.13366,43,566,0.10560,0.16171
1999,Direct migration background,Upper Secondary Level,Married,0.69579,583,761,0.66308,0.72850
1999,Direct migration background,Upper Secondary Level,Single,0.13452,106,761,0.11026,0.15878
1999,Direct migration background,Upper Secondary Level,Divorced,0.06490,39,761,0.04739,0.08241
1999,Direct migration background,Upper Secondary Level,Widowed,0.06187,33,761,0.04474,0.07900
1999,Direct migration background,Post-secondary Non-tertiary Level,Married,0.80659,108,108,0.73175,0.88143
1999,Direct migration background,First Stage of Tertiary Education,Married,0.64530,34,34,0.48206,0.80853
1999,Direct migration background,Second Stage of Tertiary Education,Married,0.76450,139,139,0.69370,0.83529
1999,Indirect migration background,Lower Secondary Level,Married,0.20965,45,183,0.15051,0.26879
1999,Indirect migration background,Lower Secondary Level,Single,0.72169,138,183,0.65658,0.78680
1999,Indirect migration background,Upper Secondary Level,Married,0.23321,63,202,0.17475,0.29168
1999,Indirect migration background,Upper Secondary Level,Single,0.68827,139,202,0.62423,0.75230
2000,No migration background,Pre-primary Level,Single,0.99670,370,370,0.99084,1.00255
2000,No migration background,Primary Level,Married,0.34338,33,87,0.24302,0.44373
2000,No migration background,Primary Level,Single,0.47485,54,87,0.36931,0.58039
2000,No migration background,Lower Secondary Level,Married,0.42676,1092,2443,0.40714,0.44638
2000,No migration background,Lower Secondary Level,"Married, living apart",0.01736,41,2443,0.01218,0.02254
2000,No migration background,Lower Secondary Level,Single,0.24611,731,2443,0.22902,0.26319
2000,No migration background,Lower Secondary Level,Divorced,0.06397,136,2443,0.05427,0.07368
2000,No migration background,Lower Secondary Level,Widowed,0.24433,443,2443,0.22729,0.26137
2000,No migration background,Upper Secondary Level,Married,0.59986,7199,11228,0.59080,0.60892
2000,No migration background,Upper Secondary Level,"Married, living apart",0.02190,236,11228,0.01920,0.02461
2000,No migration background,Upper Secondary Level,Single,0.20347,2233,11228,0.19602,0.21091
2000,No migration background,Upper Secondary Level,Divorced,0.07761,784,11228,0.07266,0.08256
2000,No migration background,Upper Secondary Level,Widowed,0.09717,776,11228,0.09169,0.10264
2000,No migration background,Post-secondary Non-tertiary Level,Married,0.43896,398,765,0.40377,0.47415
2000,No migration background,Post-secondary Non-tertiary Level,Single,0.44069,335,765,0.40549,0.47590
2000,No migration background,Post-secondary Non-tertiary Level,Divorced,0.05199,32,765,0.03624,0.06773
2000,No migration background,First Stage of Tertiary Education,Married,0.66605,1197,1649,0.64328,0.68882
2000,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02375,35,1649,0.01640,0.03110
2000,No migration background,First Stage of Tertiary Education,Single,0.15827,235,1649,0.14065,0.17589
2000,No migration background,First Stage of Tertiary Education,Divorced,0.08552,112,1649,0.07202,0.09902
2000,No migration background,First Stage of Tertiary Education,Widowed,0.06570,70,1649,0.05374,0.07767
2000,No migration background,Second Stage of Tertiary Education,Married,0.62554,2321,3364,0.60919,0.64190
2000,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02147,66,3364,0.01658,0.02637
2000,No migration background,Second Stage of Tertiary Education,Single,0.22300,628,3364,0.20893,0.23707
2000,No migration background,Second Stage of Tertiary Education,Divorced,0.08978,252,3364,0.08012,0.09944
2000,No migration background,Second Stage of Tertiary Education,Widowed,0.03936,97,3364,0.03279,0.04594
2000,Direct migration background,Pre-primary Level,Single,0.89259,48,48,0.80406,0.98111
2000,Direct migration background,Primary Level,Married,0.80103,237,237,0.75009,0.85196
2000,Direct migration background,Lower Secondary Level,Married,0.67225,636,823,0.64016,0.70434
2000,Direct migration background,Lower Secondary Level,Single,0.13646,98,823,0.11299,0.15992
2000,Direct migration background,Lower Secondary Level,Divorced,0.05896,32,823,0.04286,0.07507
2000,Direct migration background,Lower Secondary Level,Widowed,0.10002,57,823,0.07951,0.12053
2000,Direct migration background,Upper Secondary Level,Married,0.70960,920,1228,0.68420,0.73500
2000,Direct migration background,Upper Secondary Level,"Married, living apart",0.03079,38,1228,0.02112,0.04045
2000,Direct migration background,Upper Secondary Level,Single,0.15291,168,1228,0.13278,0.17305
2000,Direct migration background,Upper Secondary Level,Divorced,0.06120,58,1228,0.04779,0.07462
2000,Direct migration background,Upper Secondary Level,Widowed,0.04549,44,1228,0.03383,0.05715
2000,Direct migration background,Post-secondary Non-tertiary Level,Married,0.74075,216,216,0.68217,0.79933
2000,Direct migration background,First Stage of Tertiary Education,Married,0.77522,155,155,0.70928,0.84115
2000,Direct migration background,Second Stage of Tertiary Education,Married,0.71814,300,343,0.67046,0.76582
2000,Direct migration background,Second Stage of Tertiary Education,Single,0.12014,43,343,0.08568,0.15460
2000,Indirect migration background,Pre-primary Level,Single,0.98290,66,66,0.95138,1.01442
2000,Indirect migration background,Lower Secondary Level,Married,0.24159,65,250,0.18842,0.29476
2000,Indirect migration background,Lower Secondary Level,Single,0.70786,185,250,0.65137,0.76434
2000,Indirect migration background,Upper Secondary Level,Married,0.30509,109,322,0.25471,0.35546
2000,Indirect migration background,Upper Secondary Level,Single,0.61817,213,322,0.56502,0.67132
2001,No migration background,Pre-primary Level,Single,0.99898,427,427,0.99596,1.00201
2001,No migration background,Primary Level,Single,0.47985,45,45,0.33222,0.62747
2001,No migration background,Lower Secondary Level,Married,0.41717,897,2077,0.39596,0.43838
2001,No migration background,Lower Secondary Level,"Married, living apart",0.01719,34,2077,0.01160,0.02278
2001,No migration background,Lower Secondary Level,Single,0.25310,651,2077,0.23440,0.27180
2001,No migration background,Lower Secondary Level,Divorced,0.07140,124,2077,0.06032,0.08247
2001,No migration background,Lower Secondary Level,Widowed,0.24114,371,2077,0.22274,0.25955
2001,No migration background,Upper Secondary Level,Married,0.59031,6487,10179,0.58076,0.59987
2001,No migration background,Upper Secondary Level,"Married, living apart",0.02205,216,10179,0.01920,0.02491
2001,No migration background,Upper Secondary Level,Single,0.20643,2007,10179,0.19857,0.21430
2001,No migration background,Upper Secondary Level,Divorced,0.08361,751,10179,0.07823,0.08898
2001,No migration background,Upper Secondary Level,Widowed,0.09759,718,10179,0.09183,0.10336
2001,No migration background,Post-secondary Non-tertiary Level,Married,0.47364,411,712,0.43694,0.51034
2001,No migration background,Post-secondary Non-tertiary Level,Single,0.40987,301,712,0.37372,0.44602
2001,No migration background,First Stage of Tertiary Education,Married,0.65956,1074,1475,0.63537,0.68375
2001,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02343,36,1475,0.01571,0.03115
2001,No migration background,First Stage of Tertiary Education,Single,0.15031,194,1475,0.13207,0.16856
2001,No migration background,First Stage of Tertiary Education,Divorced,0.09654,106,1475,0.08146,0.11161
2001,No migration background,First Stage of Tertiary Education,Widowed,0.07016,65,1475,0.05712,0.08320
2001,No migration background,Second Stage of Tertiary Education,Married,0.61687,2164,3133,0.59984,0.63389
2001,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02703,75,3133,0.02135,0.03271
2001,No migration background,Second Stage of Tertiary Education,Single,0.22827,576,3133,0.21357,0.24297
2001,No migration background,Second Stage of Tertiary Education,Divorced,0.09042,227,3133,0.08037,0.10046
2001,No migration background,Second Stage of Tertiary Education,Widowed,0.03741,91,3133,0.03077,0.04406
2001,Direct migration background,Pre-primary Level,Single,0.98022,45,45,0.93908,1.02136
2001,Direct migration background,Primary Level,Married,0.80372,175,175,0.74471,0.86274
2001,Direct migration background,Lower Secondary Level,Married,0.64683,567,744,0.61247,0.68120
2001,Direct migration background,Lower Secondary Level,Single,0.14275,92,744,0.11759,0.16790
2001,Direct migration background,Lower Secondary Level,Divorced,0.05935,31,744,0.04236,0.07634
2001,Direct migration background,Lower Secondary Level,Widowed,0.11004,54,744,0.08754,0.13254
2001,Direct migration background,Upper Secondary Level,Married,0.70637,819,1087,0.67929,0.73346
2001,Direct migration background,Upper Secondary Level,"Married, living apart",0.03313,35,1087,0.02249,0.04378
2001,Direct migration background,Upper Secondary Level,Single,0.14758,134,1087,0.12649,0.16868
2001,Direct migration background,Upper Secondary Level,Divorced,0.06931,59,1087,0.05421,0.08442
2001,Direct migration background,Upper Secondary Level,Widowed,0.04359,40,1087,0.03145,0.05574
2001,Direct migration background,Post-secondary Non-tertiary Level,Married,0.73564,205,205,0.67513,0.79616
2001,Direct migration background,First Stage of Tertiary Education,Married,0.77701,131,131,0.70546,0.84857
2001,Direct migration background,Second Stage of Tertiary Education,Married,0.71856,271,313,0.66866,0.76846
2001,Direct migration background,Second Stage of Tertiary Education,Single,0.13107,42,313,0.09363,0.16852
2001,Indirect migration background,Lower Secondary Level,Married,0.26691,65,225,0.20898,0.32484
2001,Indirect migration background,Lower Secondary Level,Single,0.68879,160,225,0.62816,0.74942
2001,Indirect migration background,Upper Secondary Level,Married,0.34676,113,290,0.29189,0.40164
2001,Indirect migration background,Upper Secondary Level,Single,0.56638,177,290,0.50925,0.62352
2002,No migration background,Pre-primary Level,Single,0.99943,482,482,0.99729,1.00156
2002,No migration background,Primary Level,Single,0.47286,44,44,0.32363,0.62209
2002,No migration background,Lower Secondary Level,Married,0.40677,825,1983,0.38514,0.42839
2002,No migration background,Lower Secondary Level,"Married, living apart",0.01779,32,1983,0.01197,0.02361
2002,No migration background,Lower Secondary Level,Single,0.26484,648,1983,0.24541,0.28426
2002,No migration background,Lower Secondary Level,Divorced,0.07383,125,1983,0.06231,0.08534
2002,No migration background,Lower Secondary Level,Widowed,0.23678,353,1983,0.21806,0.25549
2002,No migration background,Upper Secondary Level,Married,0.58798,6484,10243,0.57845,0.59752
2002,No migration background,Upper Secondary Level,"Married, living apart",0.02203,222,10243,0.01919,0.02488
2002,No migration background,Upper Secondary Level,Single,0.20608,2089,10243,0.19825,0.21391
2002,No migration background,Upper Secondary Level,Divorced,0.08712,752,10243,0.08166,0.09259
2002,No migration background,Upper Secondary Level,Widowed,0.09678,696,10243,0.09105,0.10250
2002,No migration background,Post-secondary Non-tertiary Level,Married,0.46412,481,844,0.43046,0.49779
2002,No migration background,Post-secondary Non-tertiary Level,Single,0.40568,323,844,0.37253,0.43883
2002,No migration background,Post-secondary Non-tertiary Level,Divorced,0.05512,40,844,0.03971,0.07052
2002,No migration background,First Stage of Tertiary Education,Married,0.66399,1137,1544,0.64042,0.68756
2002,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02417,35,1544,0.01651,0.03184
2002,No migration background,First Stage of Tertiary Education,Single,0.14799,189,1544,0.13027,0.16571
2002,No migration background,First Stage of Tertiary Education,Divorced,0.09334,113,1544,0.07882,0.10786
2002,No migration background,First Stage of Tertiary Education,Widowed,0.07051,70,1544,0.05773,0.08328
