year,bula_h,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Baden-Wuerttemberg,male,Married,0.63927,531,766,0.60524,0.67330
1996,Baden-Wuerttemberg,male,Single,0.25539,235,766,0.22449,0.28629
1996,Baden-Wuerttemberg,female,Married,0.56799,555,853,0.53472,0.60125
1996,Baden-Wuerttemberg,female,Single,0.21033,188,853,0.18297,0.23770
1996,Baden-Wuerttemberg,female,Divorced,0.06165,43,853,0.04550,0.07781
1996,Baden-Wuerttemberg,female,Widowed,0.14462,67,853,0.12100,0.16823
1996,Bavaria,male,Married,0.58418,520,748,0.54884,0.61953
1996,Bavaria,male,Single,0.27774,228,748,0.24563,0.30986
1996,Bavaria,female,Married,0.53402,526,824,0.49993,0.56810
1996,Bavaria,female,Single,0.17771,165,824,0.15159,0.20382
1996,Bavaria,female,Divorced,0.09955,53,824,0.07909,0.12000
1996,Bavaria,female,Widowed,0.17216,80,824,0.14637,0.19795
1996,Berlin,male,Married,0.54460,149,223,0.47908,0.61011
1996,Berlin,male,Single,0.30701,74,223,0.24634,0.36769
1996,Berlin,female,Married,0.47117,155,255,0.40978,0.53256
1996,Berlin,female,Single,0.22685,65,255,0.17534,0.27835
1996,Berlin,female,Divorced,0.13888,35,255,0.09635,0.18141
1996,Brandenburg,male,Married,0.59823,178,262,0.53875,0.65770
1996,Brandenburg,male,Single,0.31026,84,262,0.25413,0.36638
1996,Brandenburg,female,Married,0.54403,179,278,0.48537,0.60268
1996,Brandenburg,female,Single,0.19423,68,278,0.14764,0.24082
1996,Brandenburg,female,Widowed,0.14432,31,278,0.10293,0.18570
1996,Mecklenburg-Western Pomerania,male,Married,0.62556,120,181,0.55485,0.69626
1996,Mecklenburg-Western Pomerania,male,Single,0.25073,61,181,0.18741,0.31405
1996,Mecklenburg-Western Pomerania,female,Married,0.55287,120,163,0.47631,0.62944
1996,Mecklenburg-Western Pomerania,female,Single,0.20857,43,163,0.14601,0.27114
1996,Saxony,male,Married,0.68046,361,486,0.63896,0.72196
1996,Saxony,male,Single,0.22007,125,486,0.18319,0.25694
1996,Saxony,female,Married,0.55907,360,576,0.51849,0.59965
1996,Saxony,female,Single,0.17643,117,576,0.14528,0.20759
1996,Saxony,female,Divorced,0.06666,31,576,0.04627,0.08705
1996,Saxony,female,Widowed,0.18283,68,576,0.15124,0.21443
1996,Saxony-Anhalt,male,Married,0.70351,218,287,0.65058,0.75644
1996,Saxony-Anhalt,male,Single,0.19647,69,287,0.15042,0.24251
1996,Saxony-Anhalt,female,Married,0.56964,222,325,0.51573,0.62355
1996,Saxony-Anhalt,female,Single,0.15229,72,325,0.11317,0.19141
1996,Saxony-Anhalt,female,Widowed,0.15093,31,325,0.11195,0.18991
1996,Thuringa,male,Married,0.61238,207,289,0.55611,0.66865
1996,Thuringa,male,Single,0.26907,82,289,0.21785,0.32029
1996,Thuringa,female,Married,0.52628,212,309,0.47052,0.58204
1996,Thuringa,female,Single,0.18225,65,309,0.13913,0.22536
1996,Thuringa,female,Widowed,0.16516,32,309,0.12369,0.20663
1997,Schleswig-Holstein,male,Married,0.66817,94,94,0.57247,0.76387
1997,Schleswig-Holstein,female,Married,0.63443,93,93,0.53602,0.73284
1997,Hamburg,male,Married,0.40228,31,31,0.22681,0.57775
1997,Hamburg,female,Married,0.32534,31,31,0.15769,0.49299
1997,Lower Saxony,male,Married,0.61091,314,487,0.56757,0.65426
1997,Lower Saxony,male,Single,0.25850,137,487,0.21958,0.29743
1997,Lower Saxony,male,Divorced,0.08929,36,487,0.06394,0.11464
1997,Lower Saxony,female,Married,0.54547,322,521,0.50267,0.58827
1997,Lower Saxony,female,Single,0.17960,107,521,0.14661,0.21260
1997,Lower Saxony,female,Divorced,0.07701,32,521,0.05410,0.09993
1997,Lower Saxony,female,Widowed,0.18065,60,521,0.14758,0.21372
1997,North Rhine-Westphalia,male,Married,0.63292,779,1149,0.60504,0.66081
1997,North Rhine-Westphalia,male,Single,0.25391,322,1149,0.22873,0.27909
1997,North Rhine-Westphalia,male,Divorced,0.05993,48,1149,0.04620,0.07366
1997,North Rhine-Westphalia,female,Married,0.50730,783,1308,0.48020,0.53441
1997,North Rhine-Westphalia,female,"Married, living apart",0.02973,39,1308,0.02053,0.03894
1997,North Rhine-Westphalia,female,Single,0.20617,278,1308,0.18424,0.22810
1997,North Rhine-Westphalia,female,Divorced,0.07218,76,1308,0.05815,0.08621
1997,North Rhine-Westphalia,female,Widowed,0.18461,132,1308,0.16358,0.20565
1997,Hesse,male,Married,0.64184,268,384,0.59382,0.68986
1997,Hesse,male,Single,0.25705,116,384,0.21328,0.30082
1997,Hesse,female,Married,0.55770,272,392,0.50847,0.60693
1997,Hesse,female,Single,0.18060,81,392,0.14247,0.21873
1997,Hesse,female,Widowed,0.16979,39,392,0.13258,0.20701
1997,"Rhineland-Palatinate, Saarland",male,Married,0.63903,226,306,0.58513,0.69293
1997,"Rhineland-Palatinate, Saarland",male,Single,0.23113,80,306,0.18382,0.27844
1997,"Rhineland-Palatinate, Saarland",female,Married,0.57187,234,339,0.51912,0.62462
1997,"Rhineland-Palatinate, Saarland",female,Single,0.15130,65,339,0.11310,0.18950
1997,"Rhineland-Palatinate, Saarland",female,Widowed,0.15248,40,339,0.11416,0.19081
1997,Baden-Wuerttemberg,male,Married,0.64597,535,806,0.61294,0.67901
1997,Baden-Wuerttemberg,male,Single,0.24793,240,806,0.21810,0.27776
1997,Baden-Wuerttemberg,male,Divorced,0.05877,31,806,0.04252,0.07502
1997,Baden-Wuerttemberg,female,Married,0.54634,546,840,0.51265,0.58002
1997,Baden-Wuerttemberg,female,Single,0.22357,184,840,0.19538,0.25176
1997,Baden-Wuerttemberg,female,Divorced,0.05552,38,840,0.04002,0.07101
1997,Baden-Wuerttemberg,female,Widowed,0.14928,72,840,0.12516,0.17339
1997,Bavaria,male,Married,0.58552,502,754,0.55034,0.62071
1997,Bavaria,male,Single,0.26893,220,754,0.23726,0.30060
1997,Bavaria,male,Divorced,0.05850,32,754,0.04173,0.07526
1997,Bavaria,female,Married,0.51663,509,810,0.48219,0.55106
1997,Bavaria,female,Single,0.18480,164,810,0.15806,0.21155
1997,Bavaria,female,Divorced,0.11835,57,810,0.09609,0.14061
1997,Bavaria,female,Widowed,0.16426,80,810,0.13873,0.18979
1997,Berlin,male,Married,0.52319,138,210,0.45547,0.59090
1997,Berlin,male,Single,0.30851,72,210,0.24589,0.37113
1997,Berlin,female,Married,0.46228,141,236,0.39853,0.52603
1997,Berlin,female,Single,0.23315,61,236,0.17909,0.28721
1997,Berlin,female,Divorced,0.14416,34,236,0.09925,0.18907
1997,Brandenburg,male,Married,0.56410,171,267,0.50451,0.62369
1997,Brandenburg,male,Single,0.35008,96,267,0.29276,0.40741
1997,Brandenburg,female,Married,0.51885,170,267,0.45881,0.57890
1997,Brandenburg,female,Single,0.19541,64,267,0.14776,0.24306
1997,Brandenburg,female,Widowed,0.16023,33,267,0.11615,0.20431
1997,Mecklenburg-Western Pomerania,male,Married,0.59585,113,177,0.52335,0.66835
1997,Mecklenburg-Western Pomerania,male,Single,0.29002,64,177,0.22298,0.35706
1997,Mecklenburg-Western Pomerania,female,Married,0.54631,116,157,0.46819,0.62444
1997,Mecklenburg-Western Pomerania,female,Single,0.18806,41,157,0.12674,0.24938
1997,Saxony,male,Married,0.68421,354,477,0.64245,0.72597
1997,Saxony,male,Single,0.22511,123,477,0.18759,0.26263
1997,Saxony,female,Married,0.56153,352,562,0.52047,0.60259
1997,Saxony,female,Single,0.18235,114,562,0.15040,0.21430
1997,Saxony,female,Divorced,0.07689,34,562,0.05485,0.09894
1997,Saxony,female,Widowed,0.16361,62,562,0.13300,0.19422
1997,Saxony-Anhalt,male,Married,0.67074,205,281,0.61569,0.72578
1997,Saxony-Anhalt,male,Single,0.21640,76,281,0.16817,0.26463
1997,Saxony-Anhalt,female,Married,0.53605,211,321,0.48141,0.59069
1997,Saxony-Anhalt,female,Single,0.17294,78,321,0.13150,0.21437
1997,Saxony-Anhalt,female,Widowed,0.15688,32,321,0.11703,0.19672
1997,Thuringa,male,Married,0.62938,205,290,0.57370,0.68507
1997,Thuringa,male,Single,0.25700,85,290,0.20662,0.30738
1997,Thuringa,female,Married,0.50508,205,307,0.44906,0.56110
1997,Thuringa,female,Single,0.19587,71,307,0.15140,0.24034
1997,Thuringa,female,Widowed,0.14955,31,307,0.10959,0.18951
1998,Schleswig-Holstein,male,Married,0.61699,105,146,0.53787,0.69612
1998,Schleswig-Holstein,male,Single,0.29596,41,146,0.22166,0.37026
1998,Schleswig-Holstein,female,Married,0.57910,111,154,0.50087,0.65733
1998,Schleswig-Holstein,female,Single,0.17105,43,154,0.11139,0.23072
1998,Hamburg,male,Married,0.39926,35,35,0.23464,0.56388
1998,Hamburg,female,Married,0.27401,34,34,0.12183,0.42619
1998,Lower Saxony,male,Married,0.61933,365,573,0.57953,0.65912
1998,Lower Saxony,male,Single,0.27219,170,573,0.23571,0.30866
1998,Lower Saxony,male,Divorced,0.06973,38,573,0.04886,0.09060
1998,Lower Saxony,female,Married,0.57344,374,590,0.53350,0.61338
1998,Lower Saxony,female,Single,0.19606,124,590,0.16400,0.22812
1998,Lower Saxony,female,Divorced,0.08087,38,590,0.05885,0.10289
1998,Lower Saxony,female,Widowed,0.13006,54,590,0.10289,0.15722
1998,North Rhine-Westphalia,male,Married,0.63311,890,1343,0.60733,0.65890
1998,North Rhine-Westphalia,male,"Married, living apart",0.03032,37,1343,0.02114,0.03949
1998,North Rhine-Westphalia,male,Single,0.25487,362,1343,0.23155,0.27819
1998,North Rhine-Westphalia,male,Divorced,0.05246,54,1343,0.04053,0.06439
1998,North Rhine-Westphalia,female,Married,0.52909,888,1472,0.50358,0.55460
1998,North Rhine-Westphalia,female,"Married, living apart",0.03244,44,1472,0.02339,0.04150
1998,North Rhine-Westphalia,female,Single,0.18866,297,1472,0.16867,0.20865
1998,North Rhine-Westphalia,female,Divorced,0.07497,92,1472,0.06151,0.08843
1998,North Rhine-Westphalia,female,Widowed,0.17483,151,1472,0.15542,0.19424
1998,Hesse,male,Married,0.64723,301,431,0.60206,0.69239
1998,Hesse,male,Single,0.25088,130,431,0.20990,0.29185
1998,Hesse,female,Married,0.59239,310,442,0.54653,0.63825
1998,Hesse,female,Single,0.16804,88,442,0.13314,0.20293
1998,Hesse,female,Widowed,0.15984,44,442,0.12564,0.19405
1998,"Rhineland-Palatinate, Saarland",male,Married,0.64527,258,347,0.59486,0.69569
1998,"Rhineland-Palatinate, Saarland",male,Single,0.21083,89,347,0.16785,0.25381
1998,"Rhineland-Palatinate, Saarland",female,Married,0.58396,270,383,0.53453,0.63339
1998,"Rhineland-Palatinate, Saarland",female,Single,0.14917,68,383,0.11345,0.18490
1998,"Rhineland-Palatinate, Saarland",female,Widowed,0.15325,45,383,0.11713,0.18938
1998,Baden-Wuerttemberg,male,Married,0.63623,561,845,0.60377,0.66869
1998,Baden-Wuerttemberg,male,Single,0.26433,250,845,0.23458,0.29408
1998,Baden-Wuerttemberg,male,Divorced,0.05754,34,845,0.04182,0.07325
1998,Baden-Wuerttemberg,female,Married,0.53543,575,905,0.50292,0.56795
1998,Baden-Wuerttemberg,female,Single,0.21032,191,905,0.18375,0.23689
1998,Baden-Wuerttemberg,female,Divorced,0.07068,51,905,0.05397,0.08738
1998,Baden-Wuerttemberg,female,Widowed,0.15605,88,905,0.13239,0.17970
1998,Bavaria,male,Married,0.60661,581,864,0.57402,0.63921
1998,Bavaria,male,Single,0.26395,241,864,0.23454,0.29336
1998,Bavaria,male,Divorced,0.05695,42,864,0.04149,0.07241
1998,Bavaria,female,Married,0.52339,593,950,0.49162,0.55517
1998,Bavaria,female,Single,0.19228,189,950,0.16721,0.21735
1998,Bavaria,female,Divorced,0.10290,68,950,0.08357,0.12223
1998,Bavaria,female,Widowed,0.16313,100,950,0.13962,0.18664
1998,Berlin,male,Married,0.46735,128,212,0.40002,0.53467
1998,Berlin,male,Single,0.35382,84,212,0.28930,0.41834
1998,Berlin,female,Married,0.39309,128,242,0.33142,0.45476
1998,Berlin,female,Single,0.28253,75,242,0.22569,0.33937
1998,Berlin,female,Divorced,0.15889,39,242,0.11273,0.20504
1998,Brandenburg,male,Married,0.55991,177,275,0.50113,0.61869
1998,Brandenburg,male,Single,0.34089,98,275,0.28476,0.39701
1998,Brandenburg,female,Married,0.52430,179,311,0.46870,0.57989
1998,Brandenburg,female,Single,0.18644,64,311,0.14309,0.22980
1998,Brandenburg,female,Divorced,0.11478,33,311,0.07930,0.15026
1998,Brandenburg,female,Widowed,0.15608,35,311,0.11567,0.19648
1998,Mecklenburg-Western Pomerania,male,Married,0.58250,118,183,0.51085,0.65414
1998,Mecklenburg-Western Pomerania,male,Single,0.28614,65,183,0.22048,0.35180
1998,Mecklenburg-Western Pomerania,female,Married,0.51827,120,166,0.44202,0.59451
1998,Mecklenburg-Western Pomerania,female,Single,0.20148,46,166,0.14028,0.26268
1998,Saxony,male,Married,0.67587,377,527,0.63587,0.71587
1998,Saxony,male,Single,0.23245,150,527,0.19636,0.26855
1998,Saxony,female,Married,0.57269,376,601,0.53310,0.61227
1998,Saxony,female,Single,0.19440,130,601,0.16273,0.22607
1998,Saxony,female,Divorced,0.07577,37,601,0.05460,0.09695
1998,Saxony,female,Widowed,0.14529,58,601,0.11709,0.17348
1998,Saxony-Anhalt,male,Married,0.67509,221,298,0.62183,0.72836
1998,Saxony-Anhalt,male,Single,0.19933,77,298,0.15389,0.24476
1998,Saxony-Anhalt,female,Married,0.55428,216,292,0.49717,0.61139
1998,Saxony-Anhalt,female,Single,0.17453,76,292,0.13092,0.21814
1998,Thuringa,male,Married,0.60895,222,316,0.55506,0.66284
1998,Thuringa,male,Single,0.24433,94,316,0.19688,0.29179
1998,Thuringa,female,Married,0.52188,227,370,0.47091,0.57285
1998,Thuringa,female,Single,0.18827,79,370,0.14838,0.22816
1998,Thuringa,female,Divorced,0.09943,31,370,0.06890,0.12997
1998,Thuringa,female,Widowed,0.15340,33,370,0.11663,0.19017
1999,Schleswig-Holstein,male,Married,0.63287,100,136,0.55155,0.71418
1999,Schleswig-Holstein,male,Single,0.26877,36,136,0.19399,0.34356
1999,Schleswig-Holstein,female,Married,0.56083,103,144,0.47948,0.64217
1999,Schleswig-Holstein,female,Single,0.17542,41,144,0.11309,0.23776
1999,Lower Saxony,male,Married,0.61365,348,555,0.57310,0.65419
1999,Lower Saxony,male,Single,0.27115,173,555,0.23413,0.30817
1999,Lower Saxony,male,Divorced,0.06302,34,555,0.04279,0.08326
1999,Lower Saxony,female,Married,0.56398,354,575,0.52341,0.60455
1999,Lower Saxony,female,Single,0.21062,128,575,0.17726,0.24398
1999,Lower Saxony,female,Divorced,0.08012,38,575,0.05791,0.10233
1999,Lower Saxony,female,Widowed,0.13018,55,575,0.10265,0.15771
1999,North Rhine-Westphalia,male,Married,0.61946,845,1281,0.59286,0.64606
1999,North Rhine-Westphalia,male,"Married, living apart",0.02732,33,1281,0.01839,0.03625
1999,North Rhine-Westphalia,male,Single,0.25433,338,1281,0.23047,0.27819
1999,North Rhine-Westphalia,male,Divorced,0.07205,65,1281,0.05788,0.08621
1999,North Rhine-Westphalia,female,Married,0.52496,848,1395,0.49874,0.55117
1999,North Rhine-Westphalia,female,"Married, living apart",0.02576,39,1395,0.01744,0.03407
1999,North Rhine-Westphalia,female,Single,0.18686,279,1395,0.16639,0.20732
1999,North Rhine-Westphalia,female,Divorced,0.07798,87,1395,0.06390,0.09206
1999,North Rhine-Westphalia,female,Widowed,0.18445,142,1395,0.16409,0.20481
1999,Hesse,male,Married,0.65518,283,398,0.60842,0.70194
1999,Hesse,male,Single,0.24374,115,398,0.20150,0.28597
1999,Hesse,female,Married,0.59091,287,420,0.54383,0.63799
1999,Hesse,female,Single,0.17620,93,420,0.13972,0.21268
1999,Hesse,female,Widowed,0.14998,40,420,0.11579,0.18417
1999,"Rhineland-Palatinate, Saarland",male,Married,0.62356,238,325,0.57080,0.67631
1999,"Rhineland-Palatinate, Saarland",male,Single,0.22579,87,325,0.18026,0.27131
1999,"Rhineland-Palatinate, Saarland",female,Married,0.55290,249,365,0.50182,0.60398
1999,"Rhineland-Palatinate, Saarland",female,Single,0.16586,71,365,0.12765,0.20407
1999,"Rhineland-Palatinate, Saarland",female,Widowed,0.15577,45,365,0.11852,0.19303
1999,Baden-Wuerttemberg,male,Married,0.62712,529,813,0.59386,0.66038
1999,Baden-Wuerttemberg,male,Single,0.27679,247,813,0.24602,0.30757
1999,Baden-Wuerttemberg,male,Divorced,0.05329,37,813,0.03784,0.06874
1999,Baden-Wuerttemberg,female,Married,0.54153,543,853,0.50807,0.57498
1999,Baden-Wuerttemberg,female,Single,0.19631,175,853,0.16964,0.22299
1999,Baden-Wuerttemberg,female,Divorced,0.07582,52,853,0.05804,0.09359
1999,Baden-Wuerttemberg,female,Widowed,0.15963,83,853,0.13504,0.18423
1999,Bavaria,male,Married,0.61073,561,828,0.57750,0.64396
1999,Bavaria,male,Single,0.26272,226,828,0.23273,0.29272
1999,Bavaria,male,Divorced,0.05542,41,828,0.03983,0.07102
1999,Bavaria,female,Married,0.52384,567,908,0.49133,0.55634
1999,Bavaria,female,Single,0.19606,187,908,0.17022,0.22190
1999,Bavaria,female,Divorced,0.11129,70,908,0.09082,0.13176
1999,Bavaria,female,Widowed,0.14912,84,908,0.12593,0.17230
1999,Berlin,male,Married,0.46347,120,208,0.39554,0.53140
1999,Berlin,male,Single,0.34473,88,208,0.27999,0.40948
1999,Berlin,female,Married,0.39695,121,233,0.33399,0.45991
1999,Berlin,female,Single,0.27906,76,233,0.22134,0.33678
1999,Berlin,female,Divorced,0.14359,36,233,0.09846,0.18871
1999,Brandenburg,male,Married,0.58084,173,256,0.52028,0.64140
1999,Brandenburg,male,Single,0.30874,83,256,0.25203,0.36544
1999,Brandenburg,female,Married,0.51620,174,273,0.45681,0.57559
1999,Brandenburg,female,Single,0.17925,67,273,0.13367,0.22483
1999,Brandenburg,female,Widowed,0.15622,32,273,0.11307,0.19937
1999,Mecklenburg-Western Pomerania,male,Married,0.55118,113,177,0.47770,0.62467
1999,Mecklenburg-Western Pomerania,male,Single,0.29928,64,177,0.23162,0.36694
1999,Mecklenburg-Western Pomerania,female,Married,0.49048,114,163,0.41350,0.56746
1999,Mecklenburg-Western Pomerania,female,Single,0.22200,49,163,0.15801,0.28600
1999,Saxony,male,Married,0.64816,356,501,0.60630,0.69002
1999,Saxony,male,Single,0.25349,145,501,0.21536,0.29162
1999,Saxony,female,Married,0.53678,354,592,0.49658,0.57699
1999,Saxony,female,Single,0.21092,141,592,0.17803,0.24381
1999,Saxony,female,Divorced,0.08278,38,592,0.06056,0.10499
1999,Saxony,female,Widowed,0.15231,59,592,0.12334,0.18128
1999,Saxony-Anhalt,male,Married,0.62628,208,297,0.57116,0.68139
1999,Saxony-Anhalt,male,Single,0.23442,89,297,0.18616,0.28268
1999,Saxony-Anhalt,female,Married,0.52168,205,322,0.46704,0.57633
1999,Saxony-Anhalt,female,Single,0.18795,83,322,0.14521,0.23068
1999,Saxony-Anhalt,female,Widowed,0.15212,34,322,0.11283,0.19140
1999,Thuringa,male,Married,0.58533,213,307,0.53013,0.64053
1999,Thuringa,male,Single,0.24201,94,307,0.19402,0.29000
1999,Thuringa,female,Married,0.50673,217,364,0.45530,0.55816
1999,Thuringa,female,Single,0.19381,79,364,0.15314,0.23447
1999,Thuringa,female,Divorced,0.11934,36,364,0.08599,0.15269
1999,Thuringa,female,Widowed,0.15353,32,364,0.11644,0.19061
2000,Schleswig-Holstein,male,Married,0.64268,226,294,0.58780,0.69755
2000,Schleswig-Holstein,male,Single,0.23376,68,294,0.18530,0.28222
2000,Schleswig-Holstein,female,Married,0.56519,228,344,0.51273,0.61766
2000,Schleswig-Holstein,female,Single,0.17738,71,344,0.13695,0.21781
2000,Schleswig-Holstein,female,Widowed,0.15382,45,344,0.11564,0.19200
2000,Hamburg,male,Married,0.48697,77,120,0.39716,0.57677
2000,Hamburg,male,Single,0.39962,43,120,0.31161,0.48763
2000,Hamburg,female,Married,0.39449,80,123,0.30776,0.48121
2000,Hamburg,female,Single,0.28398,43,123,0.20396,0.36399
2000,Lower Saxony,male,Married,0.61962,637,978,0.58918,0.65006
2000,Lower Saxony,male,Single,0.26512,256,978,0.23744,0.29280
2000,Lower Saxony,male,Divorced,0.05621,52,978,0.04177,0.07066
2000,Lower Saxony,male,Widowed,0.04129,33,978,0.02881,0.05377
2000,Lower Saxony,female,Married,0.58098,639,1009,0.55053,0.61144
2000,Lower Saxony,female,Single,0.18088,192,1009,0.15712,0.20464
2000,Lower Saxony,female,Divorced,0.07936,69,1009,0.06267,0.09605
2000,Lower Saxony,female,Widowed,0.13911,109,1009,0.11775,0.16048
2000,Bremen,male,Married,0.59175,53,53,0.45816,0.72534
2000,Bremen,female,Married,0.49516,53,53,0.35926,0.63105
2000,North Rhine-Westphalia,male,Married,0.63028,1651,2475,0.61126,0.64930
2000,North Rhine-Westphalia,male,"Married, living apart",0.02114,49,2475,0.01547,0.02681
2000,North Rhine-Westphalia,male,Single,0.26028,605,2475,0.24299,0.27757
2000,North Rhine-Westphalia,male,Divorced,0.05880,116,2475,0.04953,0.06807
2000,North Rhine-Westphalia,male,Widowed,0.02950,54,2475,0.02283,0.03617
2000,North Rhine-Westphalia,female,Married,0.55766,1650,2665,0.53880,0.57652
2000,North Rhine-Westphalia,female,"Married, living apart",0.02170,61,2665,0.01617,0.02723
2000,North Rhine-Westphalia,female,Single,0.18763,513,2665,0.17281,0.20246
2000,North Rhine-Westphalia,female,Divorced,0.07428,163,2665,0.06432,0.08423
2000,North Rhine-Westphalia,female,Widowed,0.15873,278,2665,0.14485,0.17261
2000,Hesse,male,Married,0.61791,529,771,0.58359,0.65223
2000,Hesse,male,Single,0.26335,209,771,0.23224,0.29446
2000,Hesse,male,Divorced,0.04835,33,771,0.03320,0.06350
2000,Hesse,female,Married,0.60198,549,839,0.56883,0.63512
2000,Hesse,female,Single,0.17619,158,839,0.15039,0.20198
2000,Hesse,female,Divorced,0.05687,51,839,0.04119,0.07256
2000,Hesse,female,Widowed,0.14393,81,839,0.12016,0.16769
2000,"Rhineland-Palatinate, Saarland",male,Married,0.65531,465,645,0.61861,0.69202
2000,"Rhineland-Palatinate, Saarland",male,Single,0.21234,141,645,0.18076,0.24393
2000,"Rhineland-Palatinate, Saarland",male,Divorced,0.06250,39,645,0.04380,0.08119
2000,"Rhineland-Palatinate, Saarland",female,Married,0.55990,481,765,0.52470,0.59510
2000,"Rhineland-Palatinate, Saarland",female,Single,0.16078,125,765,0.13474,0.18683
2000,"Rhineland-Palatinate, Saarland",female,Divorced,0.08581,56,765,0.06595,0.10568
2000,"Rhineland-Palatinate, Saarland",female,Widowed,0.16968,103,765,0.14306,0.19629
2000,Baden-Wuerttemberg,male,Married,0.63684,941,1387,0.61152,0.66216
2000,Baden-Wuerttemberg,male,Single,0.27477,386,1387,0.25127,0.29827
2000,Baden-Wuerttemberg,male,Divorced,0.04877,60,1387,0.03743,0.06011
2000,Baden-Wuerttemberg,female,Married,0.58007,957,1519,0.55524,0.60490
2000,Baden-Wuerttemberg,female,"Married, living apart",0.02010,33,1519,0.01304,0.02715
2000,Baden-Wuerttemberg,female,Single,0.20773,311,1519,0.18732,0.22813
2000,Baden-Wuerttemberg,female,Divorced,0.06330,87,1519,0.05105,0.07555
2000,Baden-Wuerttemberg,female,Widowed,0.12880,131,1519,0.11195,0.14566
2000,Bavaria,male,Married,0.60860,1068,1597,0.58466,0.63255
2000,Bavaria,male,Single,0.27780,411,1597,0.25582,0.29977
2000,Bavaria,male,Divorced,0.05257,72,1597,0.04163,0.06352
2000,Bavaria,male,Widowed,0.04377,46,1597,0.03373,0.05381
2000,Bavaria,female,Married,0.53593,1073,1753,0.51258,0.55928
2000,Bavaria,female,"Married, living apart",0.02251,36,1753,0.01556,0.02945
2000,Bavaria,female,Single,0.22033,371,1753,0.20092,0.23974
2000,Bavaria,female,Divorced,0.08493,112,1753,0.07188,0.09799
2000,Bavaria,female,Widowed,0.13630,161,1753,0.12023,0.15237
2000,Berlin,male,Married,0.46459,185,356,0.41271,0.51647
2000,Berlin,male,Single,0.30112,125,356,0.25340,0.34884
2000,Berlin,male,Divorced,0.14829,46,356,0.11132,0.18526
2000,Berlin,female,Married,0.40621,189,408,0.35849,0.45392
2000,Berlin,female,Single,0.27334,116,408,0.23004,0.31664
2000,Berlin,female,Divorced,0.15149,62,408,0.11666,0.18632
2000,Berlin,female,Widowed,0.13510,41,408,0.10189,0.16831
2000,Brandenburg,male,Married,0.54939,295,477,0.50469,0.59409
2000,Brandenburg,male,Single,0.33092,151,477,0.28865,0.37320
2000,Brandenburg,male,Divorced,0.06939,31,477,0.04656,0.09221
2000,Brandenburg,female,Married,0.50263,291,507,0.45906,0.54619
2000,Brandenburg,female,Single,0.20132,113,507,0.16638,0.23626
2000,Brandenburg,female,Divorced,0.10673,44,507,0.07982,0.13363
2000,Brandenburg,female,Widowed,0.16357,59,507,0.13134,0.19580
2000,Mecklenburg-Western Pomerania,male,Married,0.54757,151,229,0.48296,0.61218
2000,Mecklenburg-Western Pomerania,male,Single,0.27833,78,229,0.22016,0.33651
2000,Mecklenburg-Western Pomerania,female,Married,0.47606,157,268,0.41615,0.53596
2000,Mecklenburg-Western Pomerania,female,Single,0.19526,69,268,0.14771,0.24281
2000,Mecklenburg-Western Pomerania,female,Widowed,0.19903,42,268,0.15113,0.24692
2000,Saxony,male,Married,0.61075,535,815,0.57726,0.64425
2000,Saxony,male,Single,0.26856,234,815,0.23811,0.29900
2000,Saxony,male,Divorced,0.06442,46,815,0.04756,0.08129
2000,Saxony,female,Married,0.53143,530,907,0.49894,0.56393
2000,Saxony,female,Single,0.20192,201,907,0.17578,0.22806
2000,Saxony,female,Divorced,0.10064,81,907,0.08105,0.12023
2000,Saxony,female,Widowed,0.15153,95,907,0.12818,0.17488
2000,Saxony-Anhalt,male,Married,0.66588,326,451,0.62230,0.70947
2000,Saxony-Anhalt,male,Single,0.23837,125,451,0.19900,0.27774
2000,Saxony-Anhalt,female,Married,0.56315,334,559,0.52200,0.60431
2000,Saxony-Anhalt,female,Single,0.17484,124,559,0.14332,0.20636
2000,Saxony-Anhalt,female,Divorced,0.10602,45,559,0.08047,0.13156
2000,Saxony-Anhalt,female,Widowed,0.14141,56,559,0.11250,0.17032
2000,Thuringa,male,Married,0.57326,308,481,0.52901,0.61751
2000,Thuringa,male,Single,0.25543,137,481,0.21642,0.29445
2000,Thuringa,male,Divorced,0.08778,36,481,0.06246,0.11309
2000,Thuringa,female,Married,0.53154,317,531,0.48905,0.57402
2000,Thuringa,female,Single,0.20641,119,531,0.17195,0.24087
2000,Thuringa,female,Divorced,0.10894,49,531,0.08241,0.13547
2000,Thuringa,female,Widowed,0.13851,46,531,0.10910,0.16791
2001,Schleswig-Holstein,male,Married,0.64264,212,274,0.58579,0.69949
2001,Schleswig-Holstein,male,Single,0.23481,62,274,0.18453,0.28509
2001,Schleswig-Holstein,female,Married,0.57865,214,316,0.52412,0.63318
2001,Schleswig-Holstein,female,Single,0.16608,62,316,0.12498,0.20718
2001,Schleswig-Holstein,female,Widowed,0.15917,40,316,0.11877,0.19958
2001,Hamburg,male,Married,0.43703,64,104,0.34124,0.53282
2001,Hamburg,male,Single,0.40497,40,104,0.31017,0.49977
2001,Hamburg,female,Married,0.36239,66,110,0.27215,0.45264
2001,Hamburg,female,Single,0.28658,44,110,0.20169,0.37146
2001,Lower Saxony,male,Married,0.60820,575,865,0.57565,0.64075
2001,Lower Saxony,male,Single,0.28259,240,865,0.25257,0.31261
