year,bula_h,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Bavaria,Lower Secondary Level,Widowed,0.19147,49,359,0.15071,0.23222
1998,Bavaria,Upper Secondary Level,Married,0.58090,587,906,0.54875,0.61305
1998,Bavaria,Upper Secondary Level,Single,0.21928,211,906,0.19232,0.24624
1998,Bavaria,Upper Secondary Level,Divorced,0.08067,60,906,0.06293,0.09841
1998,Bavaria,Upper Secondary Level,Widowed,0.09738,48,906,0.07806,0.11669
1998,Bavaria,Post-secondary Non-tertiary Level,Married,0.57499,41,41,0.42179,0.72819
1998,Bavaria,First Stage of Tertiary Education,Married,0.72255,94,94,0.63155,0.81355
1998,Bavaria,Second Stage of Tertiary Education,Married,0.60898,135,178,0.53709,0.68087
1998,Bavaria,Second Stage of Tertiary Education,Single,0.21051,43,178,0.15045,0.27057
1998,Berlin,Upper Secondary Level,Married,0.40938,110,173,0.33589,0.48286
1998,Berlin,Upper Secondary Level,Single,0.31882,63,173,0.24917,0.38846
1998,Berlin,Second Stage of Tertiary Education,Married,0.49008,89,126,0.40244,0.57772
1998,Berlin,Second Stage of Tertiary Education,Single,0.29377,37,126,0.21392,0.37362
1998,Brandenburg,Upper Secondary Level,Married,0.52636,181,257,0.46519,0.58752
1998,Brandenburg,Upper Secondary Level,Single,0.24977,76,257,0.19674,0.30279
1998,Brandenburg,First Stage of Tertiary Education,Married,0.77993,32,32,0.63409,0.92577
1998,Brandenburg,Second Stage of Tertiary Education,Married,0.72820,118,118,0.64758,0.80881
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Married,0.54901,130,187,0.47749,0.62052
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Single,0.23185,57,187,0.17120,0.29250
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Married,0.74590,75,75,0.64671,0.84509
1998,Saxony,Lower Secondary Level,Married,0.33696,40,95,0.24140,0.43251
1998,Saxony,Lower Secondary Level,Single,0.34247,55,95,0.24653,0.43840
1998,Saxony,Upper Secondary Level,Married,0.63594,432,646,0.59881,0.67308
1998,Saxony,Upper Secondary Level,Single,0.19129,134,646,0.16093,0.22164
1998,Saxony,Upper Secondary Level,Divorced,0.06684,37,646,0.04756,0.08611
1998,Saxony,Upper Secondary Level,Widowed,0.09623,43,646,0.07347,0.11899
1998,Saxony,First Stage of Tertiary Education,Married,0.83562,57,57,0.73855,0.93269
1998,Saxony,Second Stage of Tertiary Education,Married,0.72882,184,218,0.66967,0.78797
1998,Saxony,Second Stage of Tertiary Education,Single,0.13830,34,218,0.09236,0.18423
1998,Saxony-Anhalt,Lower Secondary Level,Married,0.51417,38,38,0.35312,0.67522
1998,Saxony-Anhalt,Upper Secondary Level,Married,0.60019,226,294,0.54409,0.65628
1998,Saxony-Anhalt,Upper Secondary Level,Single,0.15456,68,294,0.11317,0.19595
1998,Saxony-Anhalt,First Stage of Tertiary Education,Married,0.83225,43,43,0.71924,0.94525
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Married,0.72285,119,119,0.64210,0.80361
1998,Thuringa,Lower Secondary Level,Single,0.37526,39,39,0.22131,0.52921
1998,Thuringa,Upper Secondary Level,Married,0.57472,286,405,0.52651,0.62293
1998,Thuringa,Upper Secondary Level,Single,0.19249,85,405,0.15404,0.23094
1998,Thuringa,Upper Secondary Level,Divorced,0.09637,34,405,0.06760,0.12515
1998,Thuringa,Second Stage of Tertiary Education,Married,0.71754,103,103,0.63017,0.80491
1999,Schleswig-Holstein,Upper Secondary Level,Married,0.61226,122,163,0.53723,0.68729
1999,Schleswig-Holstein,Upper Secondary Level,Single,0.20714,41,163,0.14474,0.26955
1999,Hamburg,Upper Secondary Level,Married,0.31605,31,31,0.14967,0.48242
1999,Lower Saxony,Lower Secondary Level,Married,0.46588,116,192,0.39514,0.53663
1999,Lower Saxony,Lower Secondary Level,Single,0.25708,76,192,0.19510,0.31906
1999,Lower Saxony,Upper Secondary Level,Married,0.64774,385,578,0.60877,0.68672
1999,Lower Saxony,Upper Secondary Level,Single,0.19770,122,578,0.16520,0.23019
1999,Lower Saxony,Upper Secondary Level,Divorced,0.08086,38,578,0.05861,0.10310
1999,Lower Saxony,Upper Secondary Level,Widowed,0.05914,33,578,0.03989,0.07839
1999,Lower Saxony,Post-secondary Non-tertiary Level,Married,0.57928,36,36,0.41572,0.74283
1999,Lower Saxony,First Stage of Tertiary Education,Married,0.66161,49,49,0.52775,0.79547
1999,Lower Saxony,Second Stage of Tertiary Education,Married,0.65510,87,87,0.55463,0.75556
1999,North Rhine-Westphalia,Pre-primary Level,Single,0.98137,74,74,0.95036,1.01239
1999,North Rhine-Westphalia,Primary Level,Married,0.78593,99,99,0.70472,0.86714
1999,North Rhine-Westphalia,Lower Secondary Level,Married,0.47467,293,466,0.42928,0.52005
1999,North Rhine-Westphalia,Lower Secondary Level,Single,0.22053,110,466,0.18285,0.25821
1999,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.23534,63,466,0.19678,0.27390
1999,North Rhine-Westphalia,Upper Secondary Level,Married,0.61993,879,1323,0.59376,0.64609
1999,North Rhine-Westphalia,Upper Secondary Level,"Married, living apart",0.02474,35,1323,0.01636,0.03311
1999,North Rhine-Westphalia,Upper Secondary Level,Single,0.16333,243,1323,0.14340,0.18326
1999,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.08738,87,1323,0.07216,0.10261
1999,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.10462,79,1323,0.08812,0.12112
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.53263,80,124,0.44445,0.62080
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Single,0.35212,44,124,0.26771,0.43653
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.66438,114,146,0.58752,0.74124
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Single,0.20104,32,146,0.13580,0.26627
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.56991,192,265,0.51019,0.62964
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.24608,73,265,0.19412,0.29804
1999,Hesse,Primary Level,Married,0.57671,33,33,0.40552,0.74790
1999,Hesse,Lower Secondary Level,Married,0.49733,111,149,0.41677,0.57788
1999,Hesse,Lower Secondary Level,Single,0.15265,38,149,0.09470,0.21059
1999,Hesse,Upper Secondary Level,Married,0.68621,287,381,0.63956,0.73287
1999,Hesse,Upper Secondary Level,Single,0.18726,94,381,0.14803,0.22648
1999,Hesse,Second Stage of Tertiary Education,Married,0.60085,72,107,0.50762,0.69408
1999,Hesse,Second Stage of Tertiary Education,Single,0.30987,35,107,0.22183,0.39791
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.51239,117,180,0.43916,0.58561
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.13773,31,180,0.08725,0.18822
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.21908,32,180,0.15848,0.27967
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.63518,251,358,0.58524,0.68511
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.17287,73,358,0.13364,0.21210
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Divorced,0.10378,34,358,0.07214,0.13541
1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Married,0.59836,32,32,0.42578,0.77093
1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.72774,45,45,0.59622,0.85927
1999,Baden-Wuerttemberg,Pre-primary Level,Single,0.95006,32,32,0.87337,1.02674
1999,Baden-Wuerttemberg,Primary Level,Married,0.71639,98,98,0.62669,0.80609
1999,Baden-Wuerttemberg,Lower Secondary Level,Married,0.48822,246,406,0.43953,0.53690
1999,Baden-Wuerttemberg,Lower Secondary Level,Single,0.21794,104,406,0.17773,0.25815
1999,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.23392,56,406,0.19269,0.27515
1999,Baden-Wuerttemberg,Upper Secondary Level,Married,0.63779,504,726,0.60280,0.67277
1999,Baden-Wuerttemberg,Upper Secondary Level,Single,0.20274,175,726,0.17348,0.23201
1999,Baden-Wuerttemberg,Upper Secondary Level,Divorced,0.07176,47,726,0.05298,0.09055
1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.50085,40,40,0.34392,0.65777
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.58463,61,61,0.45993,0.70932
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.62179,94,139,0.54088,0.70270
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Single,0.30331,45,139,0.22661,0.38000
1999,Bavaria,Lower Secondary Level,Married,0.48682,220,345,0.43400,0.53964
1999,Bavaria,Lower Secondary Level,Single,0.23772,83,345,0.19273,0.28270
1999,Bavaria,Lower Secondary Level,Widowed,0.17131,42,345,0.13150,0.21113
1999,Bavaria,Upper Secondary Level,Married,0.57943,587,910,0.54734,0.61152
1999,Bavaria,Upper Secondary Level,Single,0.23261,218,910,0.20514,0.26007
1999,Bavaria,Upper Secondary Level,Divorced,0.07648,61,910,0.05920,0.09375
1999,Bavaria,Upper Secondary Level,Widowed,0.09024,44,910,0.07161,0.10886
1999,Bavaria,Post-secondary Non-tertiary Level,Married,0.59103,39,39,0.43471,0.74735
1999,Bavaria,First Stage of Tertiary Education,Married,0.69177,89,89,0.59529,0.78825
1999,Bavaria,Second Stage of Tertiary Education,Married,0.60048,140,184,0.52951,0.67144
1999,Bavaria,Second Stage of Tertiary Education,Single,0.19466,44,184,0.13730,0.25203
1999,Berlin,Upper Secondary Level,Married,0.39534,100,167,0.32096,0.46972
1999,Berlin,Upper Secondary Level,Single,0.32345,67,167,0.25229,0.39461
1999,Berlin,Second Stage of Tertiary Education,Married,0.50215,85,118,0.41155,0.59275
1999,Berlin,Second Stage of Tertiary Education,Single,0.24046,33,118,0.16302,0.31790
1999,Brandenburg,Upper Secondary Level,Married,0.50123,178,255,0.43974,0.56272
1999,Brandenburg,Upper Secondary Level,Single,0.25911,77,255,0.20523,0.31299
1999,Brandenburg,First Stage of Tertiary Education,Married,0.77166,32,32,0.62390,0.91943
1999,Brandenburg,Second Stage of Tertiary Education,Married,0.74720,115,115,0.66742,0.82698
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Married,0.50320,125,184,0.43076,0.57564
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Single,0.25166,59,184,0.18879,0.31454
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Married,0.75255,76,76,0.65488,0.85021
1999,Saxony,Lower Secondary Level,Married,0.32987,40,93,0.23380,0.42595
1999,Saxony,Lower Secondary Level,Single,0.35581,53,93,0.25798,0.45364
1999,Saxony,Upper Secondary Level,Married,0.60144,408,628,0.56312,0.63977
1999,Saxony,Upper Secondary Level,Single,0.21160,137,628,0.17963,0.24358
1999,Saxony,Upper Secondary Level,Divorced,0.07196,39,628,0.05173,0.09219
1999,Saxony,Upper Secondary Level,Widowed,0.09828,44,628,0.07497,0.12158
1999,Saxony,First Stage of Tertiary Education,Married,0.78845,56,56,0.68052,0.89639
1999,Saxony,Second Stage of Tertiary Education,Married,0.71942,180,215,0.65922,0.77961
1999,Saxony,Second Stage of Tertiary Education,Single,0.13208,35,215,0.08672,0.17745
1999,Saxony-Anhalt,Lower Secondary Level,Married,0.45566,34,34,0.28574,0.62559
1999,Saxony-Anhalt,Upper Secondary Level,Married,0.56770,215,295,0.51107,0.62433
1999,Saxony-Anhalt,Upper Secondary Level,Single,0.17713,80,295,0.13349,0.22077
1999,Saxony-Anhalt,First Stage of Tertiary Education,Married,0.82659,43,43,0.71208,0.94109
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Married,0.69088,115,115,0.60604,0.77571
1999,Thuringa,Lower Secondary Level,Single,0.40342,39,39,0.24743,0.55940
1999,Thuringa,Upper Secondary Level,Married,0.53985,273,432,0.49279,0.58690
1999,Thuringa,Upper Secondary Level,Single,0.19896,88,432,0.16127,0.23664
1999,Thuringa,Upper Secondary Level,Divorced,0.12056,39,432,0.08982,0.15130
1999,Thuringa,Upper Secondary Level,Widowed,0.11183,32,432,0.08208,0.14158
1999,Thuringa,Second Stage of Tertiary Education,Married,0.72822,104,104,0.64230,0.81413
2000,Schleswig-Holstein,Lower Secondary Level,Married,0.42950,46,46,0.28487,0.57413
2000,Schleswig-Holstein,Upper Secondary Level,Married,0.59297,252,379,0.54344,0.64249
2000,Schleswig-Holstein,Upper Secondary Level,Single,0.18683,64,379,0.14754,0.22613
2000,Schleswig-Holstein,Upper Secondary Level,Divorced,0.08602,31,379,0.05775,0.11429
2000,Schleswig-Holstein,Upper Secondary Level,Widowed,0.10006,32,379,0.06981,0.13031
2000,Schleswig-Holstein,First Stage of Tertiary Education,Married,0.80451,49,49,0.69231,0.91670
2000,Schleswig-Holstein,Second Stage of Tertiary Education,Married,0.74426,76,76,0.64553,0.84300
2000,Hamburg,Upper Secondary Level,Married,0.41439,78,115,0.32396,0.50482
2000,Hamburg,Upper Secondary Level,Single,0.31101,37,115,0.22603,0.39598
2000,Hamburg,Second Stage of Tertiary Education,Married,0.45331,38,38,0.29290,0.61372
2000,Lower Saxony,Pre-primary Level,Single,0.97060,36,36,0.91463,1.02656
2000,Lower Saxony,Lower Secondary Level,Married,0.46820,156,297,0.41135,0.52504
2000,Lower Saxony,Lower Secondary Level,Single,0.21649,90,297,0.16957,0.26341
2000,Lower Saxony,Lower Secondary Level,Widowed,0.21811,51,297,0.17107,0.26516
2000,Lower Saxony,Upper Secondary Level,Married,0.64718,765,1128,0.61928,0.67508
2000,Lower Saxony,Upper Secondary Level,Single,0.20083,225,1128,0.17744,0.22422
2000,Lower Saxony,Upper Secondary Level,Divorced,0.06870,70,1128,0.05393,0.08346
2000,Lower Saxony,Upper Secondary Level,Widowed,0.06814,68,1128,0.05343,0.08285
2000,Lower Saxony,Post-secondary Non-tertiary Level,Married,0.48271,70,106,0.38713,0.57829
2000,Lower Saxony,Post-secondary Non-tertiary Level,Single,0.36026,36,106,0.26844,0.45209
2000,Lower Saxony,First Stage of Tertiary Education,Married,0.75062,106,106,0.66787,0.83338
2000,Lower Saxony,Second Stage of Tertiary Education,Married,0.63774,166,206,0.57194,0.70354
2000,Lower Saxony,Second Stage of Tertiary Education,Single,0.21513,40,206,0.15888,0.27138
2000,Bremen,Upper Secondary Level,Married,0.56371,53,53,0.42892,0.69851
2000,North Rhine-Westphalia,Pre-primary Level,Single,0.96209,108,108,0.92590,0.99828
2000,North Rhine-Westphalia,Primary Level,Married,0.65699,107,107,0.56662,0.74736
2000,North Rhine-Westphalia,Lower Secondary Level,Married,0.50225,445,783,0.46721,0.53729
2000,North Rhine-Westphalia,Lower Secondary Level,Single,0.23270,199,783,0.20309,0.26232
2000,North Rhine-Westphalia,Lower Secondary Level,Divorced,0.05087,35,783,0.03547,0.06627
2000,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.19649,104,783,0.16864,0.22434
2000,North Rhine-Westphalia,Upper Secondary Level,Married,0.63184,1786,2632,0.61341,0.65027
2000,North Rhine-Westphalia,Upper Secondary Level,"Married, living apart",0.02651,69,2632,0.02037,0.03265
2000,North Rhine-Westphalia,Upper Secondary Level,Single,0.17166,441,2632,0.15726,0.18607
2000,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.06920,157,2632,0.05950,0.07889
2000,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.10079,179,2632,0.08929,0.11230
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.48715,190,316,0.43195,0.54235
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Single,0.40588,126,316,0.35165,0.46011
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.67115,290,381,0.62391,0.71838
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Single,0.14191,56,381,0.10682,0.17700
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Divorced,0.11786,35,381,0.08544,0.15028
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.62060,468,663,0.58363,0.65756
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.25817,159,663,0.22483,0.29150
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Divorced,0.07172,36,663,0.05207,0.09138
2000,Hesse,Lower Secondary Level,Married,0.48660,147,263,0.42608,0.54712
2000,Hesse,Lower Secondary Level,Single,0.21083,74,263,0.16144,0.26022
2000,Hesse,Lower Secondary Level,Widowed,0.23439,42,263,0.18309,0.28568
2000,Hesse,Upper Secondary Level,Married,0.65032,577,816,0.61758,0.68306
2000,Hesse,Upper Secondary Level,Single,0.18210,151,816,0.15561,0.20860
2000,Hesse,Upper Secondary Level,Divorced,0.05839,44,816,0.04229,0.07449
2000,Hesse,Upper Secondary Level,Widowed,0.07929,44,816,0.06074,0.09784
2000,Hesse,Post-secondary Non-tertiary Level,Married,0.51495,60,97,0.41498,0.61493
2000,Hesse,Post-secondary Non-tertiary Level,Single,0.36677,37,97,0.27036,0.46317
2000,Hesse,First Stage of Tertiary Education,Married,0.71070,79,79,0.61007,0.81133
2000,Hesse,Second Stage of Tertiary Education,Married,0.63804,182,241,0.57724,0.69884
2000,Hesse,Second Stage of Tertiary Education,Single,0.26205,59,241,0.20642,0.31769
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.47195,156,276,0.41295,0.53095
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.16113,55,276,0.11767,0.20458
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.26435,65,276,0.21223,0.31647
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.64786,533,772,0.61415,0.68158
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.16836,131,772,0.14195,0.19477
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Divorced,0.08617,66,772,0.06637,0.10598
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Widowed,0.07510,42,772,0.05650,0.09371
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Married,0.58739,38,38,0.42876,0.74602
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Married,0.65430,84,84,0.55198,0.75662
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.72336,112,112,0.64014,0.80658
2000,Baden-Wuerttemberg,Pre-primary Level,Single,0.96605,61,61,0.92022,1.01187
2000,Baden-Wuerttemberg,Primary Level,Married,0.65118,57,57,0.52636,0.77601
2000,Baden-Wuerttemberg,Lower Secondary Level,Married,0.50260,355,577,0.46176,0.54343
2000,Baden-Wuerttemberg,Lower Secondary Level,Single,0.23219,147,577,0.19771,0.26667
2000,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.19778,75,577,0.16525,0.23031
2000,Baden-Wuerttemberg,Upper Secondary Level,Married,0.64754,955,1403,0.62253,0.67255
2000,Baden-Wuerttemberg,Upper Secondary Level,Single,0.23497,324,1403,0.21278,0.25717
2000,Baden-Wuerttemberg,Upper Secondary Level,Divorced,0.05190,72,1403,0.04029,0.06351
2000,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.05277,52,1403,0.04107,0.06447
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.57819,78,78,0.46789,0.68850
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.64161,167,205,0.57581,0.70741
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Single,0.17548,38,205,0.12328,0.22768
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.65968,280,366,0.61107,0.70829
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Single,0.23079,86,366,0.18757,0.27402
2000,Bavaria,Lower Secondary Level,Married,0.48686,284,480,0.44210,0.53162
2000,Bavaria,Lower Secondary Level,Single,0.28639,139,480,0.24591,0.32688
2000,Bavaria,Lower Secondary Level,Widowed,0.14292,57,480,0.11158,0.17426
2000,Bavaria,Upper Secondary Level,Married,0.58210,1222,1902,0.55992,0.60427
2000,Bavaria,Upper Secondary Level,"Married, living apart",0.02217,38,1902,0.01555,0.02879
2000,Bavaria,Upper Secondary Level,Single,0.23117,414,1902,0.21222,0.25012
2000,Bavaria,Upper Secondary Level,Divorced,0.06819,110,1902,0.05686,0.07952
2000,Bavaria,Upper Secondary Level,Widowed,0.09637,118,1902,0.08311,0.10964
2000,Bavaria,Post-secondary Non-tertiary Level,Married,0.49435,84,131,0.40840,0.58029
2000,Bavaria,Post-secondary Non-tertiary Level,Single,0.36992,47,131,0.28693,0.45291
2000,Bavaria,First Stage of Tertiary Education,Married,0.72631,195,228,0.66831,0.78431
2000,Bavaria,First Stage of Tertiary Education,Single,0.14394,33,228,0.09827,0.18960
2000,Bavaria,Second Stage of Tertiary Education,Married,0.60387,326,417,0.55687,0.65087
2000,Bavaria,Second Stage of Tertiary Education,Single,0.22322,91,417,0.18321,0.26324
2000,Berlin,Upper Secondary Level,Married,0.44041,166,313,0.38532,0.49549
2000,Berlin,Upper Secondary Level,Single,0.26361,100,313,0.21472,0.31250
2000,Berlin,Upper Secondary Level,Divorced,0.14155,47,313,0.10287,0.18023
2000,Berlin,First Stage of Tertiary Education,Married,0.51009,41,41,0.35517,0.66501
2000,Berlin,Second Stage of Tertiary Education,Married,0.45500,120,212,0.38781,0.52220
2000,Berlin,Second Stage of Tertiary Education,Single,0.24863,51,212,0.19031,0.30695
2000,Berlin,Second Stage of Tertiary Education,Divorced,0.19601,41,212,0.14244,0.24957
2000,Brandenburg,Lower Secondary Level,Single,0.46235,56,56,0.33059,0.59412
2000,Brandenburg,Upper Secondary Level,Married,0.50339,293,505,0.45974,0.54704
2000,Brandenburg,Upper Secondary Level,Single,0.26335,127,505,0.22490,0.30181
2000,Brandenburg,Upper Secondary Level,Divorced,0.09431,43,505,0.06879,0.11982
2000,Brandenburg,Upper Secondary Level,Widowed,0.12392,42,505,0.09515,0.15269
2000,Brandenburg,First Stage of Tertiary Education,Married,0.59546,57,57,0.46691,0.72401
2000,Brandenburg,Second Stage of Tertiary Education,Married,0.73040,200,231,0.67305,0.78775
2000,Brandenburg,Second Stage of Tertiary Education,Single,0.12535,31,231,0.08256,0.16814
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Married,0.49789,172,318,0.44285,0.55293
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Single,0.22777,81,318,0.18160,0.27394
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Divorced,0.11220,31,318,0.07746,0.14694
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Widowed,0.14502,34,318,0.10626,0.18378
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Married,0.68102,90,90,0.58419,0.77786
2000,Saxony,Lower Secondary Level,Married,0.31488,47,125,0.23312,0.39663
2000,Saxony,Lower Secondary Level,Single,0.38687,78,125,0.30114,0.47259
2000,Saxony,Upper Secondary Level,Married,0.57976,626,992,0.54902,0.61049
2000,Saxony,Upper Secondary Level,Single,0.21546,222,992,0.18986,0.24105
2000,Saxony,Upper Secondary Level,Divorced,0.08645,71,992,0.06895,0.10395
2000,Saxony,Upper Secondary Level,Widowed,0.10109,73,992,0.08232,0.11986
2000,Saxony,First Stage of Tertiary Education,Married,0.70368,107,107,0.61675,0.79061
2000,Saxony,Second Stage of Tertiary Education,Married,0.66809,259,356,0.61910,0.71707
2000,Saxony,Second Stage of Tertiary Education,Single,0.15524,60,356,0.11757,0.19291
2000,Saxony,Second Stage of Tertiary Education,Divorced,0.11354,37,356,0.08053,0.14654
2000,Saxony-Anhalt,Lower Secondary Level,Married,0.46675,40,78,0.35531,0.57818
2000,Saxony-Anhalt,Lower Secondary Level,Single,0.28111,38,78,0.18070,0.38152
2000,Saxony-Anhalt,Upper Secondary Level,Married,0.60463,346,551,0.56377,0.64549
2000,Saxony-Anhalt,Upper Secondary Level,Single,0.20503,130,551,0.17129,0.23877
2000,Saxony-Anhalt,Upper Secondary Level,Divorced,0.08037,37,551,0.05765,0.10309
2000,Saxony-Anhalt,Upper Secondary Level,Widowed,0.09660,38,551,0.07191,0.12129
2000,Saxony-Anhalt,First Stage of Tertiary Education,Married,0.72053,85,85,0.62456,0.81649
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Married,0.71497,178,178,0.64847,0.78148
2000,Thuringa,Lower Secondary Level,Single,0.45193,45,45,0.30488,0.59899
2000,Thuringa,Upper Secondary Level,Married,0.55548,404,651,0.51728,0.59369
2000,Thuringa,Upper Secondary Level,Single,0.22053,150,651,0.18865,0.25240
2000,Thuringa,Upper Secondary Level,Divorced,0.09361,51,651,0.07121,0.11600
2000,Thuringa,Upper Secondary Level,Widowed,0.10161,46,651,0.07838,0.12484
2000,Thuringa,First Stage of Tertiary Education,Married,0.66273,62,62,0.54408,0.78137
2000,Thuringa,Second Stage of Tertiary Education,Married,0.69960,132,132,0.62109,0.77810
2001,Schleswig-Holstein,Lower Secondary Level,Married,0.42460,42,42,0.27330,0.57590
2001,Schleswig-Holstein,Upper Secondary Level,Married,0.59441,242,302,0.53894,0.64988
2001,Schleswig-Holstein,Upper Secondary Level,Single,0.18870,60,302,0.14450,0.23291
2001,Schleswig-Holstein,First Stage of Tertiary Education,Married,0.82948,45,45,0.71836,0.94061
2001,Schleswig-Holstein,Second Stage of Tertiary Education,Married,0.79547,67,67,0.69815,0.89278
2001,Hamburg,Upper Secondary Level,Married,0.38778,63,99,0.29131,0.48424
2001,Hamburg,Upper Secondary Level,Single,0.28413,36,99,0.19483,0.37342
2001,Hamburg,Second Stage of Tertiary Education,Married,0.43022,37,37,0.26848,0.59195
2001,Lower Saxony,Pre-primary Level,Single,0.97994,48,48,0.93985,1.02002
2001,Lower Saxony,Lower Secondary Level,Married,0.46235,135,267,0.40243,0.52227
2001,Lower Saxony,Lower Secondary Level,Single,0.20313,84,267,0.15478,0.25148
2001,Lower Saxony,Lower Secondary Level,Widowed,0.23095,48,267,0.18031,0.28160
2001,Lower Saxony,Upper Secondary Level,Married,0.64038,679,1000,0.61062,0.67014
2001,Lower Saxony,Upper Secondary Level,Single,0.20193,189,1000,0.17704,0.22683
2001,Lower Saxony,Upper Secondary Level,Divorced,0.08008,71,1000,0.06325,0.09691
2001,Lower Saxony,Upper Secondary Level,Widowed,0.06700,61,1000,0.05149,0.08250
2001,Lower Saxony,Post-secondary Non-tertiary Level,Married,0.49662,65,96,0.39608,0.59717
2001,Lower Saxony,Post-secondary Non-tertiary Level,Single,0.35968,31,96,0.26318,0.45619
2001,Lower Saxony,First Stage of Tertiary Education,Married,0.75006,99,99,0.66434,0.83579
2001,Lower Saxony,Second Stage of Tertiary Education,Married,0.64495,163,206,0.57944,0.71045
2001,Lower Saxony,Second Stage of Tertiary Education,Single,0.23151,43,206,0.17377,0.28925
2001,Bremen,Upper Secondary Level,Married,0.47612,40,40,0.31938,0.63287
2001,North Rhine-Westphalia,Primary Level,Married,0.60988,81,81,0.50299,0.71676
2001,North Rhine-Westphalia,Lower Secondary Level,Married,0.50232,391,654,0.46397,0.54067
2001,North Rhine-Westphalia,Lower Secondary Level,Single,0.23294,176,654,0.20051,0.26536
2001,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.18716,87,654,0.15725,0.21708
2001,North Rhine-Westphalia,Upper Secondary Level,Married,0.62294,1602,2372,0.60344,0.64245
2001,North Rhine-Westphalia,Upper Secondary Level,"Married, living apart",0.02391,65,2372,0.01776,0.03006
2001,North Rhine-Westphalia,Upper Secondary Level,Single,0.17276,383,2372,0.15755,0.18798
