"plb0219","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Seltener","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","Realschule","kein Migrationshintergrund","575","0.178600144701697","0.165442116624421","0.191758172778973"
"Seltener","2007","Realschule","direkter Migrationshintergrund","9","","",""
"Seltener","2007","Realschule","indirekter Migrationshintergrund","20","","",""
"Seltener","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","(Fach-)Abitur","kein Migrationshintergrund","210","0.174286951183567","0.152275317375903","0.196298584991231"
"Seltener","2007","(Fach-)Abitur","direkter Migrationshintergrund","21","","",""
"Seltener","2007","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Seltener","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","AkademikerIn","kein Migrationshintergrund","685","0.275806047745897","0.258841301896983","0.29277079359481"
"Seltener","2007","AkademikerIn","direkter Migrationshintergrund","49","0.25752978560685","0.19852868481467","0.316530886399029"
"Seltener","2007","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"Seltener","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein, nie","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","Hauptschule","kein Migrationshintergrund","","","",""
"Nein, nie","2008","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","Realschule","kein Migrationshintergrund","","","",""
"Nein, nie","2008","Realschule","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","Realschule","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein, nie","2008","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein, nie","2008","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","Realschule","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","Realschule","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","Realschule","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","Realschule","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2008","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2008","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2008","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2008","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2008","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2008","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","(noch) kein Abschluss","kein Migrationshintergrund","38","0.610715299516468","0.484135696010843","0.737294903022092"
"Nein, nie","2009","(noch) kein Abschluss","direkter Migrationshintergrund","16","","",""
"Nein, nie","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Nein, nie","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","Hauptschule","kein Migrationshintergrund","1235","0.647634120416942","0.626137201900997","0.669131038932888"
"Nein, nie","2009","Hauptschule","direkter Migrationshintergrund","258","0.659962723361734","0.611562524134676","0.708362922588792"
"Nein, nie","2009","Hauptschule","indirekter Migrationshintergrund","108","0.686724894858809","0.611745183950661","0.761704605766958"
"Nein, nie","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","Realschule","kein Migrationshintergrund","1797","0.585740037810456","0.567961352582973","0.60351872303794"
"Nein, nie","2009","Realschule","direkter Migrationshintergrund","58","0.709232135240447","0.610942308151474","0.80752196232942"
"Nein, nie","2009","Realschule","indirekter Migrationshintergrund","77","0.652549224141753","0.565522536783158","0.739575911500348"
"Nein, nie","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","(Fach-)Abitur","kein Migrationshintergrund","639","0.62033372023509","0.590521940069095","0.650145500401085"
"Nein, nie","2009","(Fach-)Abitur","direkter Migrationshintergrund","114","0.58186995724266","0.509408553415513","0.654331361069808"
"Nein, nie","2009","(Fach-)Abitur","indirekter Migrationshintergrund","39","0.647494469817615","0.527604135122011","0.767384804513218"
"Nein, nie","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","AkademikerIn","kein Migrationshintergrund","1172","0.466104581216599","0.446117631280894","0.486091531152304"
"Nein, nie","2009","AkademikerIn","direkter Migrationshintergrund","110","0.655507321784913","0.587579460995492","0.723435182574333"
"Nein, nie","2009","AkademikerIn","indirekter Migrationshintergrund","35","0.471947856548603","0.358967517620344","0.584928195476862"
"Nein, nie","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","kein Migrationshintergrund","6","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","Hauptschule","kein Migrationshintergrund","98","0.0529291958499013","0.0428540046230563","0.0630043870767463"
"Ja, jede Woche","2009","Hauptschule","direkter Migrationshintergrund","22","","",""
"Ja, jede Woche","2009","Hauptschule","indirekter Migrationshintergrund","9","","",""
"Ja, jede Woche","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","Realschule","kein Migrationshintergrund","157","0.0554758573140091","0.0472141606079968","0.0637375540200215"
"Ja, jede Woche","2009","Realschule","direkter Migrationshintergrund","3","","",""
"Ja, jede Woche","2009","Realschule","indirekter Migrationshintergrund","7","","",""
"Ja, jede Woche","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","(Fach-)Abitur","kein Migrationshintergrund","54","0.0506289338144422","0.0371612910274467","0.0640965766014378"
"Ja, jede Woche","2009","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Ja, jede Woche","2009","(Fach-)Abitur","indirekter Migrationshintergrund","6","","",""
"Ja, jede Woche","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","AkademikerIn","kein Migrationshintergrund","276","0.122564536349942","0.109425402200106","0.135703670499777"
"Ja, jede Woche","2009","AkademikerIn","direkter Migrationshintergrund","19","","",""
"Ja, jede Woche","2009","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Ja, jede Woche","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","kein Migrationshintergrund","4","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","kein Migrationshintergrund","147","0.0754089833514714","0.0635266754138108","0.0872912912891319"
"Ja, alle 2 Wochen","2009","Hauptschule","direkter Migrationshintergrund","32","0.116819549735526","0.0840019609224002","0.149637138548652"
"Ja, alle 2 Wochen","2009","Hauptschule","indirekter Migrationshintergrund","10","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","Realschule","kein Migrationshintergrund","308","0.107996337532563","0.0967942609521932","0.119198414112933"
"Ja, alle 2 Wochen","2009","Realschule","direkter Migrationshintergrund","5","","",""
"Ja, alle 2 Wochen","2009","Realschule","indirekter Migrationshintergrund","13","","",""
"Ja, alle 2 Wochen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","kein Migrationshintergrund","87","0.0829554558901242","0.0660123940911436","0.0998985176891048"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","AkademikerIn","kein Migrationshintergrund","173","0.0743698272869684","0.063857620881811","0.0848820336921257"
"Ja, alle 2 Wochen","2009","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Ja, alle 2 Wochen","2009","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Ja, alle 2 Wochen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","kein Migrationshintergrund","100","0.0474910726597845","0.0379201249738648","0.0570620203457042"
"Ja, alle 3-4 Wochen","2009","Hauptschule","direkter Migrationshintergrund","21","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","Realschule","kein Migrationshintergrund","148","0.0573726507210941","0.0489793423274057","0.0657659591147824"
"Ja, alle 3-4 Wochen","2009","Realschule","direkter Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2009","Realschule","indirekter Migrationshintergrund","6","","",""
"Ja, alle 3-4 Wochen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","kein Migrationshintergrund","55","0.0588413870241779","0.0443854228495269","0.0732973511988289"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","AkademikerIn","kein Migrationshintergrund","162","0.0703687160701543","0.0601211218438869","0.0806163102964217"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Ja, alle 3-4 Wochen","2009","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"Ja, alle 3-4 Wochen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Seltener","2009","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Seltener","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Seltener","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","Hauptschule","kein Migrationshintergrund","317","0.1765366277219","0.159379128734113","0.193694126709688"
"Seltener","2009","Hauptschule","direkter Migrationshintergrund","35","0.0871015794045411","0.0582912366828315","0.115911922126251"
"Seltener","2009","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Seltener","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","Realschule","kein Migrationshintergrund","539","0.193415116621878","0.179159665973793","0.207670567269962"
"Seltener","2009","Realschule","direkter Migrationshintergrund","13","","",""
"Seltener","2009","Realschule","indirekter Migrationshintergrund","12","","",""
"Seltener","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","(Fach-)Abitur","kein Migrationshintergrund","183","0.187240503036165","0.163276733841582","0.211204272230749"
"Seltener","2009","(Fach-)Abitur","direkter Migrationshintergrund","22","","",""
"Seltener","2009","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Seltener","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","AkademikerIn","kein Migrationshintergrund","610","0.266592339076337","0.24887602808093","0.284308650071743"
"Seltener","2009","AkademikerIn","direkter Migrationshintergrund","37","0.156904849058794","0.104914151447704","0.208895546669884"
"Seltener","2009","AkademikerIn","indirekter Migrationshintergrund","22","","",""
"Seltener","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","(noch) kein Abschluss","kein Migrationshintergrund","27","","",""
"Nein, nie","2010","(noch) kein Abschluss","direkter Migrationshintergrund","22","","",""
"Nein, nie","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Nein, nie","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","Hauptschule","kein Migrationshintergrund","460","0.650803493113005","0.616174307010165","0.685432679215845"
"Nein, nie","2010","Hauptschule","direkter Migrationshintergrund","185","0.660208177982871","0.605695690119212","0.714720665846529"
"Nein, nie","2010","Hauptschule","indirekter Migrationshintergrund","41","0.551183985733636","0.433827792524363","0.668540178942908"
"Nein, nie","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","Realschule","kein Migrationshintergrund","813","0.597084886635304","0.571102969983563","0.623066803287044"
"Nein, nie","2010","Realschule","direkter Migrationshintergrund","37","0.599766916497729","0.483316410449572","0.716217422545885"
"Nein, nie","2010","Realschule","indirekter Migrationshintergrund","40","0.565961551451076","0.45735383987657","0.674569263025582"
"Nein, nie","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","(Fach-)Abitur","kein Migrationshintergrund","280","0.586348400887974","0.542473046583904","0.630223755192045"
"Nein, nie","2010","(Fach-)Abitur","direkter Migrationshintergrund","86","0.498185282242208","0.420468166828861","0.575902397655555"
"Nein, nie","2010","(Fach-)Abitur","indirekter Migrationshintergrund","29","","",""
"Nein, nie","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","AkademikerIn","kein Migrationshintergrund","427","0.48993333612074","0.457613265504739","0.522253406736741"
"Nein, nie","2010","AkademikerIn","direkter Migrationshintergrund","55","0.366253845018395","0.288105384298337","0.444402305738454"
"Nein, nie","2010","AkademikerIn","indirekter Migrationshintergrund","25","","",""
"Nein, nie","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","direkter Migrationshintergrund","7","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","Hauptschule","kein Migrationshintergrund","39","0.0422228315314892","0.0276149136558527","0.0568307494071257"
"Ja, jede Woche","2010","Hauptschule","direkter Migrationshintergrund","15","","",""
"Ja, jede Woche","2010","Hauptschule","indirekter Migrationshintergrund","5","","",""
"Ja, jede Woche","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","Realschule","kein Migrationshintergrund","75","0.0564446216186889","0.0442198333139255","0.0686694099234522"
"Ja, jede Woche","2010","Realschule","direkter Migrationshintergrund","5","","",""
"Ja, jede Woche","2010","Realschule","indirekter Migrationshintergrund","9","","",""
"Ja, jede Woche","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","kein Migrationshintergrund","31","0.068833382634688","0.0462785989981154","0.0913881662712605"
"Ja, jede Woche","2010","(Fach-)Abitur","direkter Migrationshintergrund","20","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Ja, jede Woche","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","AkademikerIn","kein Migrationshintergrund","85","0.084096599561181","0.0661532140174152","0.102039985104947"
"Ja, jede Woche","2010","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Ja, jede Woche","2010","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Ja, jede Woche","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","direkter Migrationshintergrund","6","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","kein Migrationshintergrund","70","0.0934638840385036","0.0723194108506842","0.114608357226323"
"Ja, alle 2 Wochen","2010","Hauptschule","direkter Migrationshintergrund","29","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","indirekter Migrationshintergrund","8","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","Realschule","kein Migrationshintergrund","152","0.116203113194634","0.0992272650223983","0.13317896136687"
"Ja, alle 2 Wochen","2010","Realschule","direkter Migrationshintergrund","11","","",""
"Ja, alle 2 Wochen","2010","Realschule","indirekter Migrationshintergrund","13","","",""
"Ja, alle 2 Wochen","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","kein Migrationshintergrund","56","0.111910023849285","0.0838241210524637","0.139995926646106"
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","direkter Migrationshintergrund","17","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","indirekter Migrationshintergrund","8","","",""
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","kein Migrationshintergrund","105","0.111776657902355","0.0914049712974521","0.132148344507257"
"Ja, alle 2 Wochen","2010","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","kein Migrationshintergrund","39","0.0495930381187591","0.0338224618511794","0.0653636143863388"
"Ja, alle 3-4 Wochen","2010","Hauptschule","direkter Migrationshintergrund","28","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","kein Migrationshintergrund","85","0.0596370679632982","0.0470925996351773","0.0721815362914192"
"Ja, alle 3-4 Wochen","2010","Realschule","direkter Migrationshintergrund","5","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","indirekter Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","kein Migrationshintergrund","29","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","direkter Migrationshintergrund","4","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","kein Migrationshintergrund","70","0.0660539337599988","0.0499955964105244","0.0821122711094732"
"Ja, alle 3-4 Wochen","2010","AkademikerIn","direkter Migrationshintergrund","12","","",""
