"plb0219","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2013","kein Migrationshintergrund","Westdeutschland","6004","0.599882856612885","0.590181592187902","0.609584121037868"
"Nein, nie","2013","kein Migrationshintergrund","Ostdeutschland","1814","0.553891559579302","0.536499371824638","0.571283747333966"
"Nein, nie","2013","direkter Migrationshintergrund","Westdeutschland","965","0.640572536537903","0.616314346874501","0.664830726201305"
"Nein, nie","2013","direkter Migrationshintergrund","Ostdeutschland","26","","",""
"Nein, nie","2013","indirekter Migrationshintergrund","Westdeutschland","465","0.651933049269768","0.617588425357319","0.686277673182217"
"Nein, nie","2013","indirekter Migrationshintergrund","Ostdeutschland","27","","",""
"Nein, nie","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2013","kein Migrationshintergrund","Westdeutschland","624","0.0592436165150658","0.0545688394467123","0.0639183935834193"
"Ja, jede Woche","2013","kein Migrationshintergrund","Ostdeutschland","204","0.0588188446292459","0.0505866339264197","0.067051055332072"
"Ja, jede Woche","2013","direkter Migrationshintergrund","Westdeutschland","106","0.0751304705055352","0.0618039463508213","0.0884569946602491"
"Ja, jede Woche","2013","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Ja, jede Woche","2013","indirekter Migrationshintergrund","Westdeutschland","62","0.0643331040593709","0.0466440846994114","0.0820221234193303"
"Ja, jede Woche","2013","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Ja, jede Woche","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","Westdeutschland","871","0.089270632872262","0.0836245075407613","0.0949167582037627"
"Ja, alle 2 Wochen","2013","kein Migrationshintergrund","Ostdeutschland","354","0.11937691426446","0.108032637092584","0.130721191436336"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","Westdeutschland","170","0.108663945455948","0.0929302017085245","0.124397689203372"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","Ostdeutschland","9","","",""
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","Westdeutschland","83","0.10263483299441","0.0807543015781345","0.124515364410686"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Ja, alle 2 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","Westdeutschland","499","0.0533573289102529","0.0489070050605039","0.057807652760002"
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","Ostdeutschland","184","0.0614350773437284","0.053033477639753","0.0698366770477037"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","Westdeutschland","75","0.0480513676464758","0.0372388150158019","0.0588639202771497"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","Westdeutschland","33","0.0496428241834683","0.0339826156370679","0.0653030327298686"
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","Ostdeutschland","7","","",""
"Ja, alle 3-4 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2013","kein Migrationshintergrund","Westdeutschland","1799","0.198245565089534","0.190351077201892","0.206140052977177"
"Seltener","2013","kein Migrationshintergrund","Ostdeutschland","582","0.206477604183264","0.192315176939113","0.220640031427414"
"Seltener","2013","direkter Migrationshintergrund","Westdeutschland","187","0.127581679854138","0.110715172996003","0.144448186712273"
"Seltener","2013","direkter Migrationshintergrund","Ostdeutschland","9","","",""
"Seltener","2013","indirekter Migrationshintergrund","Westdeutschland","96","0.131456189492983","0.107094227780047","0.155818151205918"
"Seltener","2013","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2015","kein Migrationshintergrund","Westdeutschland","5176","0.593950128563944","0.58356610569677","0.604334151431118"
"Nein, nie","2015","kein Migrationshintergrund","Ostdeutschland","1588","0.586835332270973","0.568210358894066","0.60546030564788"
"Nein, nie","2015","direkter Migrationshintergrund","Westdeutschland","1662","0.615055994893304","0.596251194966406","0.633860794820201"
"Nein, nie","2015","direkter Migrationshintergrund","Ostdeutschland","84","0.412657823078896","0.332526054967551","0.492789591190241"
"Nein, nie","2015","indirekter Migrationshintergrund","Westdeutschland","644","0.607788850676272","0.577633131670925","0.637944569681619"
"Nein, nie","2015","indirekter Migrationshintergrund","Ostdeutschland","32","0.403693797437509","0.287078818975442","0.520308775899575"
"Nein, nie","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2015","kein Migrationshintergrund","Westdeutschland","562","0.0612489522644593","0.0561787474163775","0.066319157112541"
"Ja, jede Woche","2015","kein Migrationshintergrund","Ostdeutschland","172","0.0571104121884508","0.0483330501240456","0.065887774252856"
"Ja, jede Woche","2015","direkter Migrationshintergrund","Westdeutschland","196","0.0847655987958656","0.0740012293736156","0.0955299682181157"
"Ja, jede Woche","2015","direkter Migrationshintergrund","Ostdeutschland","9","","",""
"Ja, jede Woche","2015","indirekter Migrationshintergrund","Westdeutschland","69","0.0719753446793727","0.0560126947407368","0.0879379946180085"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Ja, jede Woche","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","Westdeutschland","779","0.0909279348359229","0.084848702005952","0.0970071676658938"
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","Ostdeutschland","304","0.117420375416658","0.105243815032382","0.129596935800934"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","Westdeutschland","279","0.110188521919661","0.0980872842834517","0.122289759555871"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","Ostdeutschland","17","","",""
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","Westdeutschland","116","0.133202649981448","0.112215736329662","0.154189563633235"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"Ja, alle 2 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","Westdeutschland","436","0.0539680404330038","0.0491903040255487","0.0587457768404589"
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","Ostdeutschland","170","0.0674831991087868","0.0579945997451052","0.0769717984724685"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","Westdeutschland","140","0.0664849651406881","0.0568569893395639","0.0761129409418124"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","Westdeutschland","43","0.0457047832865253","0.0328057977361244","0.0586037688369261"
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Ja, alle 3-4 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2015","kein Migrationshintergrund","Westdeutschland","1639","0.19990494390267","0.191448582842347","0.208361304962993"
"Seltener","2015","kein Migrationshintergrund","Ostdeutschland","451","0.171150681015131","0.15690434923705","0.185397012793213"
"Seltener","2015","direkter Migrationshintergrund","Westdeutschland","295","0.123504919250481","0.110789535303811","0.136220303197152"
"Seltener","2015","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"Seltener","2015","indirekter Migrationshintergrund","Westdeutschland","135","0.141328371376382","0.119812368696404","0.16284437405636"
"Seltener","2015","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2017","kein Migrationshintergrund","Westdeutschland","5877","0.618636345621114","0.608853606603345","0.628419084638884"
"Nein, nie","2017","kein Migrationshintergrund","Ostdeutschland","1853","0.61941898105908","0.601963191182645","0.636874770935515"
"Nein, nie","2017","direkter Migrationshintergrund","Westdeutschland","1842","0.650512286971402","0.632586960558898","0.668437613383905"
"Nein, nie","2017","direkter Migrationshintergrund","Ostdeutschland","131","0.611018079751497","0.545080928170608","0.676955231332386"
"Nein, nie","2017","indirekter Migrationshintergrund","Westdeutschland","708","0.659028771389693","0.630848551747196","0.687208991032191"
"Nein, nie","2017","indirekter Migrationshintergrund","Ostdeutschland","32","0.5882384415306","0.466710143165739","0.70976673989546"
"Nein, nie","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2017","kein Migrationshintergrund","Westdeutschland","655","0.0617085913026344","0.056862241166261","0.0665549414390077"
"Ja, jede Woche","2017","kein Migrationshintergrund","Ostdeutschland","185","0.063377540990245","0.054618154995096","0.072136926985394"
"Ja, jede Woche","2017","direkter Migrationshintergrund","Westdeutschland","180","0.0775131992405526","0.0674603012355025","0.0875660972456026"
"Ja, jede Woche","2017","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Ja, jede Woche","2017","indirekter Migrationshintergrund","Westdeutschland","84","0.078196070346069","0.062235622958874","0.094156517733264"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","Ostdeutschland","6","","",""
"Ja, jede Woche","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","Westdeutschland","857","0.0910937869380413","0.0852984723470614","0.0968891015290211"
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","Ostdeutschland","309","0.104477209413086","0.0934802457011293","0.115474173125042"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","Westdeutschland","294","0.100206511015","0.0889178415100361","0.111495180519963"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","Ostdeutschland","30","0.138941704700055","0.0921605397278212","0.185722869672289"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","Westdeutschland","116","0.109264250168061","0.0907183974968464","0.127810102839275"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","Ostdeutschland","7","","",""
"Ja, alle 2 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","Westdeutschland","620","0.0585632284072496","0.0538340991407327","0.0632923576737664"
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","Ostdeutschland","198","0.059111479973007","0.0506327912813649","0.0675901686646492"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","Westdeutschland","129","0.0563871274016622","0.0477153069279169","0.0650589478754075"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","Ostdeutschland","16","","",""
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","Westdeutschland","62","0.0596240316545549","0.0455475295564823","0.0737005337526274"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Ja, alle 3-4 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2017","kein Migrationshintergrund","Westdeutschland","1461","0.16999804773096","0.162432600168595","0.177563495293325"
"Seltener","2017","kein Migrationshintergrund","Ostdeutschland","427","0.153614788564582","0.14065122995717","0.166578347171994"
"Seltener","2017","direkter Migrationshintergrund","Westdeutschland","273","0.115380875371384","0.10337017199018","0.127391578752588"
"Seltener","2017","direkter Migrationshintergrund","Ostdeutschland","26","","",""
"Seltener","2017","indirekter Migrationshintergrund","Westdeutschland","117","0.0938868764416221","0.0765477595454916","0.111225993337753"
"Seltener","2017","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2019","kein Migrationshintergrund","Westdeutschland","5843","0.625368540739769","0.615735691830777","0.635001389648761"
"Nein, nie","2019","kein Migrationshintergrund","Ostdeutschland","1867","0.611156796073567","0.593909809471344","0.62840378267579"
"Nein, nie","2019","direkter Migrationshintergrund","Westdeutschland","1540","0.650346699839276","0.631066770135876","0.669626629542675"
"Nein, nie","2019","direkter Migrationshintergrund","Ostdeutschland","120","0.682184469494474","0.615268451255272","0.749100487733677"
"Nein, nie","2019","indirekter Migrationshintergrund","Westdeutschland","741","0.636479702313252","0.609399407195009","0.663559997431495"
"Nein, nie","2019","indirekter Migrationshintergrund","Ostdeutschland","62","0.560624727092401","0.471075669873798","0.650173784311004"
"Nein, nie","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2019","kein Migrationshintergrund","Westdeutschland","720","0.0632627413259439","0.0584180343771769","0.0681074482747108"
