"plb0219","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","Staedtischer Raum","125","0.102091739771562","0.0848677397499582","0.119315739793167"
"Ja, alle 2 Wochen","2013","direkter Migrationshintergrund","Laendlicher Raum","54","0.140328110192836","0.104696097029885","0.175960123355787"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","Staedtischer Raum","70","0.0925662840967249","0.0701648162932708","0.114967751900179"
"Ja, alle 2 Wochen","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","Staedtischer Raum","388","0.0546252589712685","0.0496179579157968","0.0596325600267402"
"Ja, alle 3-4 Wochen","2013","kein Migrationshintergrund","Laendlicher Raum","295","0.0558012998316044","0.0494535418709888","0.06214905779222"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","Staedtischer Raum","58","0.0519421191675629","0.0393180318427311","0.0645662064923948"
"Ja, alle 3-4 Wochen","2013","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","Staedtischer Raum","35","0.0547348106824455","0.0371535000585078","0.0723161213063832"
"Ja, alle 3-4 Wochen","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2013","kein Migrationshintergrund","Staedtischer Raum","1484","0.206119974020003","0.197206593878933","0.215033354161073"
"Seltener","2013","kein Migrationshintergrund","Laendlicher Raum","897","0.188749900165651","0.177928405520837","0.199571394810464"
"Seltener","2013","direkter Migrationshintergrund","Staedtischer Raum","153","0.119255114564348","0.100818282346575","0.137691946782121"
"Seltener","2013","direkter Migrationshintergrund","Laendlicher Raum","43","0.168911725847868","0.130474225602038","0.207349226093698"
"Seltener","2013","indirekter Migrationshintergrund","Staedtischer Raum","86","0.148353490930669","0.120879536412574","0.175827445448765"
"Seltener","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2015","kein Migrationshintergrund","Staedtischer Raum","4118","0.583606736008277","0.571947326316993","0.595266145699562"
"Nein, nie","2015","kein Migrationshintergrund","Laendlicher Raum","2646","0.609005546266055","0.594603482857637","0.623407609674474"
"Nein, nie","2015","direkter Migrationshintergrund","Staedtischer Raum","1304","0.606974203510314","0.585763834625367","0.628184572395261"
"Nein, nie","2015","direkter Migrationshintergrund","Laendlicher Raum","442","0.610005259028054","0.573345483652026","0.646665034404081"
"Nein, nie","2015","indirekter Migrationshintergrund","Staedtischer Raum","563","0.614549527017633","0.582301228872096","0.64679782516317"
"Nein, nie","2015","indirekter Migrationshintergrund","Laendlicher Raum","113","0.520445240079154","0.451208004964579","0.589682475193728"
"Ja, jede Woche","2015","kein Migrationshintergrund","Staedtischer Raum","459","0.0615044457479164","0.0558220178774513","0.0671868736183814"
"Ja, jede Woche","2015","kein Migrationshintergrund","Laendlicher Raum","275","0.0583788377777026","0.0514590205471517","0.0652986550082534"
"Ja, jede Woche","2015","direkter Migrationshintergrund","Staedtischer Raum","151","0.076059454375989","0.0645474434731753","0.0875714652788027"
"Ja, jede Woche","2015","direkter Migrationshintergrund","Laendlicher Raum","54","0.112728263429103","0.088957760699601","0.136498766158605"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","Staedtischer Raum","63","0.0731867060432081","0.0559300639305243","0.090443348155892"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","Staedtischer Raum","617","0.090617051488604","0.0838274711095704","0.0974066318676376"
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","Laendlicher Raum","466","0.106844982545383","0.0977276187591053","0.11596234633166"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","Staedtischer Raum","214","0.117728113392662","0.1037324370989","0.131723789686425"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","Laendlicher Raum","82","0.10113570934214","0.0784739845639322","0.123797434120347"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","Staedtischer Raum","100","0.144989795050718","0.121660671044095","0.168318919057342"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","Staedtischer Raum","348","0.0558111383252097","0.0503817057531908","0.0612405708972286"
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","Laendlicher Raum","258","0.058377262051935","0.051457532419952","0.065296991683918"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","Staedtischer Raum","107","0.068233297152604","0.057283543496405","0.0791830508088029"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","Laendlicher Raum","45","0.0643626577703159","0.0459182636917884","0.0828070518488435"
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","Staedtischer Raum","38","0.0417591609827777","0.0285048460769233","0.0550134758886322"
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2015","kein Migrationshintergrund","Staedtischer Raum","1325","0.208460628429993","0.198853074089114","0.218068182770872"
"Seltener","2015","kein Migrationshintergrund","Laendlicher Raum","765","0.167393371358924","0.156374988559989","0.17841175415786"
"Seltener","2015","direkter Migrationshintergrund","Staedtischer Raum","261","0.13100493156843","0.116352656782774","0.145657206354087"
"Seltener","2015","direkter Migrationshintergrund","Laendlicher Raum","57","0.111768110430388","0.0880862525944906","0.135449968266285"
"Seltener","2015","indirekter Migrationshintergrund","Staedtischer Raum","111","0.125514810905663","0.103563129965628","0.147466491845698"
"Seltener","2015","indirekter Migrationshintergrund","Laendlicher Raum","35","0.216844545699234","0.159732024397106","0.273957067001361"
"Nein, nie","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2017","kein Migrationshintergrund","Staedtischer Raum","4668","0.612243351126896","0.601261604485411","0.623225097768382"
"Nein, nie","2017","kein Migrationshintergrund","Laendlicher Raum","3062","0.630989697264817","0.617451259277865","0.644528135251768"
"Nein, nie","2017","direkter Migrationshintergrund","Staedtischer Raum","1472","0.647138289012291","0.627046479878119","0.667230098146463"
"Nein, nie","2017","direkter Migrationshintergrund","Laendlicher Raum","501","0.653144389773897","0.619193311075037","0.687095468472757"
"Nein, nie","2017","indirekter Migrationshintergrund","Staedtischer Raum","605","0.655450343799506","0.624957138522557","0.685943549076455"
"Nein, nie","2017","indirekter Migrationshintergrund","Laendlicher Raum","135","0.659307901339726","0.596249436286597","0.722366366392856"
"Ja, jede Woche","2017","kein Migrationshintergrund","Staedtischer Raum","512","0.0608459872148197","0.0554581541068834","0.0662338203227559"
"Ja, jede Woche","2017","kein Migrationshintergrund","Laendlicher Raum","328","0.0642656710572932","0.0573854247692839","0.0711459173453025"
"Ja, jede Woche","2017","direkter Migrationshintergrund","Staedtischer Raum","145","0.0817567870309713","0.0702366140775619","0.0932769599843807"
"Ja, jede Woche","2017","direkter Migrationshintergrund","Laendlicher Raum","42","0.053456055037803","0.0374109169620398","0.0695011931135662"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","Staedtischer Raum","74","0.0805912513532063","0.0631247655698748","0.0980577371365379"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","Staedtischer Raum","672","0.0894497066996102","0.0830173342337452","0.0958820791654753"
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","Laendlicher Raum","494","0.101777247083059","0.0932941281494227","0.110260366016695"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","Staedtischer Raum","221","0.100834578392261","0.0881743141614409","0.113494842623082"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","Laendlicher Raum","103","0.107312568442915","0.0852350823395087","0.129390054546321"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","Staedtischer Raum","100","0.111495047447091","0.0912990650289548","0.131691029865226"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","Staedtischer Raum","503","0.0637462210360024","0.0582399983873033","0.0692524436847016"
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","Laendlicher Raum","315","0.049221515096643","0.043151981193663","0.0552910489996231"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","Staedtischer Raum","106","0.0537140488762355","0.0442348121500562","0.0631932856024149"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","Laendlicher Raum","39","0.0655421031418342","0.047889259642941","0.0831949466407273"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","Staedtischer Raum","57","0.0647456745463669","0.0489558424531324","0.0805355066396015"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2017","kein Migrationshintergrund","Staedtischer Raum","1207","0.173714733922671","0.165175614515295","0.182253853330048"
"Seltener","2017","kein Migrationshintergrund","Laendlicher Raum","681","0.153745869498188","0.143625641210944","0.163866097785433"
"Seltener","2017","direkter Migrationshintergrund","Staedtischer Raum","229","0.116556296688241","0.103064321376308","0.130048272000173"
"Seltener","2017","direkter Migrationshintergrund","Laendlicher Raum","70","0.120544883603551","0.0973198770026667","0.143769890204436"
"Seltener","2017","indirekter Migrationshintergrund","Staedtischer Raum","97","0.0877176828538302","0.0695660594288964","0.105869306278764"
"Seltener","2017","indirekter Migrationshintergrund","Laendlicher Raum","30","0.124819687783568","0.0808444152412419","0.168794960325893"
"Nein, nie","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein, nie","2019","kein Migrationshintergrund","Staedtischer Raum","4693","0.627179679313732","0.61645058495544","0.637908773672024"
"Nein, nie","2019","kein Migrationshintergrund","Laendlicher Raum","2890","0.620258425923839","0.606396800617001","0.634120051230676"
"Nein, nie","2019","direkter Migrationshintergrund","Staedtischer Raum","1219","0.647848802843925","0.626246417343637","0.669451188344213"
"Nein, nie","2019","direkter Migrationshintergrund","Laendlicher Raum","431","0.676278461483064","0.639886136319491","0.712670786646638"
"Nein, nie","2019","indirekter Migrationshintergrund","Staedtischer Raum","620","0.633500810751504","0.603930349302042","0.663071272200966"
"Nein, nie","2019","indirekter Migrationshintergrund","Laendlicher Raum","166","0.636482285451664","0.579631339655535","0.693333231247793"
"Ja, jede Woche","2019","kein Migrationshintergrund","Staedtischer Raum","564","0.0615876532060819","0.0562535554328053","0.0669217509793585"
"Ja, jede Woche","2019","kein Migrationshintergrund","Laendlicher Raum","325","0.0624894155805264","0.055576280115419","0.0694025510456338"
"Ja, jede Woche","2019","direkter Migrationshintergrund","Staedtischer Raum","125","0.0795759986041695","0.0673358888169506","0.0918161083913885"
"Ja, jede Woche","2019","direkter Migrationshintergrund","Laendlicher Raum","44","0.0644972752171765","0.0453919497458228","0.0836026006885302"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","Staedtischer Raum","73","0.0608814624104561","0.0462073868932133","0.0755555379276989"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","Laendlicher Raum","31","0.102086274072767","0.0663027815600273","0.137869766585507"
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","Staedtischer Raum","670","0.0850073903994729","0.0788193317275801","0.0911954490713657"
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","Laendlicher Raum","477","0.100627063958573","0.092034731873172","0.109219396043975"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","Staedtischer Raum","204","0.112179804913665","0.097906644490491","0.126452965336838"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","Laendlicher Raum","80","0.111241712031054","0.0867856294457152","0.135697794616393"
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","Staedtischer Raum","121","0.13354831293666","0.112672692875894","0.154423932997426"
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","Laendlicher Raum","30","0.110139304008242","0.0731382649134041","0.147140343103079"
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","Staedtischer Raum","505","0.0581924230882712","0.0529980684382285","0.0633867777383139"
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","Laendlicher Raum","303","0.0590337983804873","0.052302154668898","0.0657654420920766"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","Staedtischer Raum","90","0.0464825935950505","0.0369609968158907","0.0560041903742103"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","Staedtischer Raum","60","0.045713062920059","0.0328954351504109","0.058530690689707"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2019","kein Migrationshintergrund","Staedtischer Raum","1371","0.168032853992442","0.159736878168862","0.176328829816022"
"Seltener","2019","kein Migrationshintergrund","Laendlicher Raum","714","0.157591296156575","0.147184638158523","0.167997954154626"
"Seltener","2019","direkter Migrationshintergrund","Staedtischer Raum","240","0.11391280004319","0.0995438580306684","0.128281742055711"
"Seltener","2019","direkter Migrationshintergrund","Laendlicher Raum","56","0.0947547322400897","0.0719751993502434","0.117534265129936"
"Seltener","2019","indirekter Migrationshintergrund","Staedtischer Raum","146","0.126356350981321","0.105966516281719","0.146746185680923"
"Seltener","2019","indirekter Migrationshintergrund","Laendlicher Raum","38","0.11850020288096","0.0803011672064103","0.156699238555509"
