"plb0219","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2007","direkter Migrationshintergrund","2","34","0.110300486742554","0.0749695615283225","0.145631411956785"
"Seltener","2007","direkter Migrationshintergrund","3","24","","",""
"Seltener","2007","direkter Migrationshintergrund","4","36","0.179743521990379","0.127934150780763","0.231552893199995"
"Seltener","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","21","","",""
"Seltener","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","11","","",""
"Seltener","2007","indirekter Migrationshintergrund","2","16","","",""
"Seltener","2007","indirekter Migrationshintergrund","3","9","","",""
"Seltener","2007","indirekter Migrationshintergrund","4","12","","",""
"Seltener","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","15","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","kein Migrationshintergrund","2","","","",""
"Nein, nie","2008","kein Migrationshintergrund","3","","","",""
"Nein, nie","2008","kein Migrationshintergrund","4","","","",""
"Nein, nie","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","2","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","3","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","4","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","2","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","3","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","4","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","2","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","3","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","4","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2008","kein Migrationshintergrund","2","","","",""
"Seltener","2008","kein Migrationshintergrund","3","","","",""
"Seltener","2008","kein Migrationshintergrund","4","","","",""
"Seltener","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2008","direkter Migrationshintergrund","2","","","",""
"Seltener","2008","direkter Migrationshintergrund","3","","","",""
"Seltener","2008","direkter Migrationshintergrund","4","","","",""
"Seltener","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2008","indirekter Migrationshintergrund","2","","","",""
"Seltener","2008","indirekter Migrationshintergrund","3","","","",""
"Seltener","2008","indirekter Migrationshintergrund","4","","","",""
"Seltener","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","515","0.637661536414473","0.604497784819012","0.670825288009934"
"Nein, nie","2009","kein Migrationshintergrund","2","880","0.596377842342511","0.570705381207208","0.622050303477813"
"Nein, nie","2009","kein Migrationshintergrund","3","974","0.629579598277862","0.60592447600093","0.653234720554795"
"Nein, nie","2009","kein Migrationshintergrund","4","1325","0.601489416742685","0.580852055270579","0.622126778214791"
"Nein, nie","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1319","0.486306281272232","0.466887978655229","0.505724583889234"
"Nein, nie","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","114","0.665896078763662","0.5947831191236","0.737009038403723"
"Nein, nie","2009","direkter Migrationshintergrund","2","156","0.672447329205335","0.611661820048877","0.733232838361793"
"Nein, nie","2009","direkter Migrationshintergrund","3","126","0.705650889447772","0.638127322297654","0.77317445659789"
"Nein, nie","2009","direkter Migrationshintergrund","4","108","0.598456904642382","0.524329981742836","0.672583827541927"
"Nein, nie","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","60","0.564560988953947","0.472323875844435","0.656798102063459"
"Nein, nie","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","57","0.696148800896189","0.594082516126894","0.798215085665484"
"Nein, nie","2009","indirekter Migrationshintergrund","2","59","0.577671560341703","0.477285762682906","0.6780573580005"
"Nein, nie","2009","indirekter Migrationshintergrund","3","57","0.708395868134071","0.608172408127363","0.80861932814078"
"Nein, nie","2009","indirekter Migrationshintergrund","4","74","0.758795295002014","0.67735293301582","0.840237656988208"
"Nein, nie","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","44","0.413381590021392","0.30869476271078","0.518068417332005"
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","81","0.0969506796580912","0.0765360038439689","0.117365355472214"
"Ja, jede Woche","2009","kein Migrationshintergrund","2","83","0.0698280683512125","0.0564923662688397","0.0831637704335854"
"Ja, jede Woche","2009","kein Migrationshintergrund","3","81","0.0487208958075566","0.0381754720516485","0.0592663195634646"
"Ja, jede Woche","2009","kein Migrationshintergrund","4","115","0.050033294411534","0.0408435382464377","0.0592230505766303"
"Ja, jede Woche","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","240","0.0988103374436089","0.0872168661882528","0.110403808698965"
"Ja, jede Woche","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","11","","",""
"Ja, jede Woche","2009","direkter Migrationshintergrund","2","17","","",""
"Ja, jede Woche","2009","direkter Migrationshintergrund","3","10","","",""
"Ja, jede Woche","2009","direkter Migrationshintergrund","4","7","","",""
"Ja, jede Woche","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","7","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","2","9","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","3","6","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","4","1","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","76","0.0860487973810276","0.0667003896617483","0.105397205100307"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","2","131","0.083759151889808","0.0692634177241776","0.0982548860554384"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","3","146","0.0859618920363263","0.0722313538817739","0.0996924301908787"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","4","191","0.0939905022247986","0.0816898367835086","0.106291167666089"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","195","0.0819674872740068","0.0713100192130734","0.0926249553349402"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","18","","",""
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","2","19","","",""
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","3","13","","",""
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","4","14","","",""
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","6","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","2","4","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","3","5","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","4","12","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","10","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","34","0.0486927065220359","0.0338434847202588","0.0635419283238129"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","2","79","0.0533820938480281","0.0416194644135747","0.0651447232824815"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","3","90","0.0608074442335419","0.0491014549833245","0.0725134334837594"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","4","104","0.0477938329383984","0.0388015146262628","0.0567861512505341"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","169","0.0720178200263495","0.0619741137947474","0.0820615262579516"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","10","","",""
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","2","11","","",""
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","3","10","","",""
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","4","9","","",""
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","3","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","2","6","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","3","4","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","4","4","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","101","0.130646280024373","0.107394398243592","0.153898161805153"
"Seltener","2009","kein Migrationshintergrund","2","230","0.196652843568441","0.175854870993026","0.217450816143856"
"Seltener","2009","kein Migrationshintergrund","3","310","0.174930169644713","0.156320865360339","0.193539473929087"
"Seltener","2009","kein Migrationshintergrund","4","427","0.206692953682584","0.189624124277942","0.223761783087225"
"Seltener","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","622","0.260898073983803","0.2438375721722","0.277958575795406"
"Seltener","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Seltener","2009","direkter Migrationshintergrund","2","26","","",""
"Seltener","2009","direkter Migrationshintergrund","3","16","","",""
"Seltener","2009","direkter Migrationshintergrund","4","30","0.182252878860549","0.123876095558072","0.240629662163026"
"Seltener","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","25","","",""
"Seltener","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","5","","",""
"Seltener","2009","indirekter Migrationshintergrund","2","15","","",""
"Seltener","2009","indirekter Migrationshintergrund","3","7","","",""
"Seltener","2009","indirekter Migrationshintergrund","4","15","","",""
"Seltener","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","17","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2010","kein Migrationshintergrund","2","","","",""
"Nein, nie","2010","kein Migrationshintergrund","3","","","",""
"Nein, nie","2010","kein Migrationshintergrund","4","","","",""
"Nein, nie","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","2","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","3","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","4","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","2","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","3","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","4","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","2","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","3","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","4","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","kein Migrationshintergrund","2","","","",""
"Seltener","2010","kein Migrationshintergrund","3","","","",""
"Seltener","2010","kein Migrationshintergrund","4","","","",""
"Seltener","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","direkter Migrationshintergrund","2","","","",""
"Seltener","2010","direkter Migrationshintergrund","3","","","",""
"Seltener","2010","direkter Migrationshintergrund","4","","","",""
"Seltener","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","indirekter Migrationshintergrund","2","","","",""
"Seltener","2010","indirekter Migrationshintergrund","3","","","",""
"Seltener","2010","indirekter Migrationshintergrund","4","","","",""
"Seltener","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
