"plb0219","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2011","(Fach-)Abitur","Ostdeutschland","16","","",""
"Ja, jede Woche","2011","AkademikerIn","Westdeutschland","399","0.107083281482534","0.096593384146824","0.117573178818245"
"Ja, jede Woche","2011","AkademikerIn","Ostdeutschland","93","0.0867797365700406","0.0692349989129414","0.10432447422714"
"Ja, alle 2 Wochen","2011","(noch) kein Abschluss","Westdeutschland","16","","",""
"Ja, alle 2 Wochen","2011","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja, alle 2 Wochen","2011","Hauptschule","Westdeutschland","308","0.0864747235470047","0.0771910480034934","0.095758399090516"
"Ja, alle 2 Wochen","2011","Hauptschule","Ostdeutschland","47","0.207395531369713","0.162042443762697","0.25274861897673"
"Ja, alle 2 Wochen","2011","Realschule","Westdeutschland","382","0.0992581074154379","0.0895096209542895","0.109006593876586"
"Ja, alle 2 Wochen","2011","Realschule","Ostdeutschland","203","","",""
"Ja, alle 2 Wochen","2011","(Fach-)Abitur","Westdeutschland","193","","",""
"Ja, alle 2 Wochen","2011","(Fach-)Abitur","Ostdeutschland","41","0.134217799028674","0.0975496969114667","0.170885901145881"
"Ja, alle 2 Wochen","2011","AkademikerIn","Westdeutschland","278","","",""
"Ja, alle 2 Wochen","2011","AkademikerIn","Ostdeutschland","85","0.08881798089847","0.0710882165311788","0.106547745265761"
"Ja, alle 3-4 Wochen","2011","(noch) kein Abschluss","Westdeutschland","11","","",""
"Ja, alle 3-4 Wochen","2011","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2011","Hauptschule","Westdeutschland","173","","",""
"Ja, alle 3-4 Wochen","2011","Hauptschule","Ostdeutschland","24","","",""
"Ja, alle 3-4 Wochen","2011","Realschule","Westdeutschland","186","","",""
"Ja, alle 3-4 Wochen","2011","Realschule","Ostdeutschland","115","","",""
"Ja, alle 3-4 Wochen","2011","(Fach-)Abitur","Westdeutschland","93","0.0557945228282206","0.0455572095011105","0.0660318361553307"
"Ja, alle 3-4 Wochen","2011","(Fach-)Abitur","Ostdeutschland","22","","",""
"Ja, alle 3-4 Wochen","2011","AkademikerIn","Westdeutschland","229","","",""
"Ja, alle 3-4 Wochen","2011","AkademikerIn","Ostdeutschland","82","0.0693540661920773","0.0535205215235174","0.0851876108606373"
"Seltener","2011","(noch) kein Abschluss","Westdeutschland","24","","",""
"Seltener","2011","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Seltener","2011","Hauptschule","Westdeutschland","450","0.121315468781635","0.110531225927669","0.1320997116356"
"Seltener","2011","Hauptschule","Ostdeutschland","32","0.143775989170544","0.104528146801494","0.183023831539594"
"Seltener","2011","Realschule","Westdeutschland","565","0.168013457731125","0.155824005142419","0.18020291031983"
"Seltener","2011","Realschule","Ostdeutschland","275","","",""
"Seltener","2011","(Fach-)Abitur","Westdeutschland","333","0.188170653379185","0.170737928597248","0.205603378161122"
"Seltener","2011","(Fach-)Abitur","Ostdeutschland","63","0.195609068563234","0.152940593224242","0.238277543902226"
"Seltener","2011","AkademikerIn","Westdeutschland","756","0.236258047698475","0.221847796422597","0.250668298974354"
"Seltener","2011","AkademikerIn","Ostdeutschland","226","","",""
"Nein, nie","2012","(noch) kein Abschluss","Westdeutschland","46","0.489009795841159","0.386864294538049","0.591155297144269"
"Nein, nie","2012","(noch) kein Abschluss","Ostdeutschland","4","0.516051274521064","0.189558977758239","0.84254357128389"
"Nein, nie","2012","Hauptschule","Westdeutschland","726","0.683949372408086","0.656078565361278","0.711820179454893"
"Nein, nie","2012","Hauptschule","Ostdeutschland","59","0.717543921754652","0.623483599496244","0.81160424401306"
"Nein, nie","2012","Realschule","Westdeutschland","818","0.663179017653686","0.637020430698331","0.68933760460904"
"Nein, nie","2012","Realschule","Ostdeutschland","303","0.641732352093875","0.598657342978034","0.684807361209717"
"Nein, nie","2012","(Fach-)Abitur","Westdeutschland","450","0.652917647738774","0.617777870646222","0.688057424831326"
"Nein, nie","2012","(Fach-)Abitur","Ostdeutschland","70","0.5763543083214","0.484429492021603","0.668279124621196"
"Nein, nie","2012","AkademikerIn","Westdeutschland","514","0.530579275640591","0.500277330861862","0.56088122041932"
"Nein, nie","2012","AkademikerIn","Ostdeutschland","119","","",""
"Ja, jede Woche","2012","(noch) kein Abschluss","Westdeutschland","16","","",""
"Ja, jede Woche","2012","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, jede Woche","2012","Hauptschule","Westdeutschland","65","0.0668934410630007","0.0519167239050679","0.0818701582209335"
"Ja, jede Woche","2012","Hauptschule","Ostdeutschland","9","0.0979374298388664","0.0358363091424606","0.160038550535272"
"Ja, jede Woche","2012","Realschule","Westdeutschland","74","0.0541333118858472","0.0416092101411786","0.0666574136305159"
"Ja, jede Woche","2012","Realschule","Ostdeutschland","23","","",""
"Ja, jede Woche","2012","(Fach-)Abitur","Westdeutschland","45","0.0581707772530377","0.0408928338684882","0.0754487206375871"
"Ja, jede Woche","2012","(Fach-)Abitur","Ostdeutschland","7","0.0505593051823452","0.00980053501764651","0.0913180753470438"
"Ja, jede Woche","2012","AkademikerIn","Westdeutschland","127","","",""
"Ja, jede Woche","2012","AkademikerIn","Ostdeutschland","22","","",""
"Ja, alle 2 Wochen","2012","(noch) kein Abschluss","Westdeutschland","10","","",""
"Ja, alle 2 Wochen","2012","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja, alle 2 Wochen","2012","Hauptschule","Westdeutschland","104","","",""
"Ja, alle 2 Wochen","2012","Hauptschule","Ostdeutschland","9","0.0828885894298294","0.0252829266285221","0.140494252231137"
"Ja, alle 2 Wochen","2012","Realschule","Westdeutschland","128","","",""
"Ja, alle 2 Wochen","2012","Realschule","Ostdeutschland","56","0.108041246706587","0.0801536047462861","0.135928888666888"
"Ja, alle 2 Wochen","2012","(Fach-)Abitur","Westdeutschland","80","0.124313029769323","0.0999581325021136","0.148667927036533"
"Ja, alle 2 Wochen","2012","(Fach-)Abitur","Ostdeutschland","10","","",""
"Ja, alle 2 Wochen","2012","AkademikerIn","Westdeutschland","96","0.0868519599573589","0.0697528053587471","0.103951114555971"
"Ja, alle 2 Wochen","2012","AkademikerIn","Ostdeutschland","21","","",""
"Ja, alle 3-4 Wochen","2012","(noch) kein Abschluss","Westdeutschland","8","0.13001148477929","0.0612885343962022","0.198734435162377"
"Ja, alle 3-4 Wochen","2012","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2012","Hauptschule","Westdeutschland","48","0.0487460827510528","0.0358375367063648","0.0616546287957409"
"Ja, alle 3-4 Wochen","2012","Hauptschule","Ostdeutschland","5","0.0553524635752108","0.00757642568214836","0.103128501468273"
"Ja, alle 3-4 Wochen","2012","Realschule","Westdeutschland","68","0.0538088021924732","0.0413201538495927","0.0662974505353538"
"Ja, alle 3-4 Wochen","2012","Realschule","Ostdeutschland","31","0.0616523667227543","0.0400450233958919","0.0832597100496168"
"Ja, alle 3-4 Wochen","2012","(Fach-)Abitur","Westdeutschland","38","0.039552794837234","0.0251655090862825","0.0539400805881856"
"Ja, alle 3-4 Wochen","2012","(Fach-)Abitur","Ostdeutschland","11","","",""
"Ja, alle 3-4 Wochen","2012","AkademikerIn","Westdeutschland","78","0.0759900425670515","0.0599009740526957","0.0920791110814074"
"Ja, alle 3-4 Wochen","2012","AkademikerIn","Ostdeutschland","13","","",""
"Seltener","2012","(noch) kein Abschluss","Westdeutschland","12","","",""
"Seltener","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2012","Hauptschule","Westdeutschland","126","","",""
"Seltener","2012","Hauptschule","Ostdeutschland","6","0.0462775954014416","0.00238379950375224","0.0901713912991311"
"Seltener","2012","Realschule","Westdeutschland","166","","",""
"Seltener","2012","Realschule","Ostdeutschland","63","0.137904612254788","0.106929586852068","0.168879637657508"
"Seltener","2012","(Fach-)Abitur","Westdeutschland","92","0.125045750401631","0.100629404240954","0.149462096562308"
"Seltener","2012","(Fach-)Abitur","Ostdeutschland","13","","",""
"Seltener","2012","AkademikerIn","Westdeutschland","227","","",""
"Seltener","2012","AkademikerIn","Ostdeutschland","51","0.26496070842081","0.207424679097432","0.322496737744187"
"Nein, nie","2013","(noch) kein Abschluss","Westdeutschland","108","","",""
"Nein, nie","2013","(noch) kein Abschluss","Ostdeutschland","20","","",""
"Nein, nie","2013","Hauptschule","Westdeutschland","2054","","",""
"Nein, nie","2013","Hauptschule","Ostdeutschland","187","","",""
"Nein, nie","2013","Realschule","Westdeutschland","2198","","",""
"Nein, nie","2013","Realschule","Ostdeutschland","929","0.571624150510104","0.547216566105012","0.596031734915196"
"Nein, nie","2013","(Fach-)Abitur","Westdeutschland","1204","","",""
"Nein, nie","2013","(Fach-)Abitur","Ostdeutschland","207","","",""
"Nein, nie","2013","AkademikerIn","Westdeutschland","1646","","",""
"Nein, nie","2013","AkademikerIn","Ostdeutschland","485","0.513481586864557","0.481271692333063","0.54569148139605"
"Ja, jede Woche","2013","(noch) kein Abschluss","Westdeutschland","28","","",""
"Ja, jede Woche","2013","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, jede Woche","2013","Hauptschule","Westdeutschland","172","","",""
"Ja, jede Woche","2013","Hauptschule","Ostdeutschland","29","","",""
"Ja, jede Woche","2013","Realschule","Westdeutschland","125","","",""
"Ja, jede Woche","2013","Realschule","Ostdeutschland","68","0.0419848001070082","0.0320926825062942","0.0518769177077222"
"Ja, jede Woche","2013","(Fach-)Abitur","Westdeutschland","102","","",""
"Ja, jede Woche","2013","(Fach-)Abitur","Ostdeutschland","17","","",""
"Ja, jede Woche","2013","AkademikerIn","Westdeutschland","350","0.100062314421315","0.0895862905872463","0.110538338255384"
"Ja, jede Woche","2013","AkademikerIn","Ostdeutschland","91","0.077278814358935","0.0600703270500191","0.0944873016678509"
"Ja, alle 2 Wochen","2013","(noch) kein Abschluss","Westdeutschland","25","","",""
"Ja, alle 2 Wochen","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Hauptschule","Westdeutschland","310","0.0959468106214262","0.0855958618480565","0.106297759394796"
"Ja, alle 2 Wochen","2013","Hauptschule","Ostdeutschland","49","0.190309513544811","0.146960164332686","0.233658862756937"
"Ja, alle 2 Wochen","2013","Realschule","Westdeutschland","347","0.0937771205001074","0.0839696247188878","0.103584616281327"
"Ja, alle 2 Wochen","2013","Realschule","Ostdeutschland","194","","",""
"Ja, alle 2 Wochen","2013","(Fach-)Abitur","Westdeutschland","169","","",""
"Ja, alle 2 Wochen","2013","(Fach-)Abitur","Ostdeutschland","48","0.15946129677086","0.120315516330149","0.198607077211571"
"Ja, alle 2 Wochen","2013","AkademikerIn","Westdeutschland","240","","",""
"Ja, alle 2 Wochen","2013","AkademikerIn","Ostdeutschland","71","0.0887391972510019","0.0704136768083648","0.107064717693639"
"Ja, alle 3-4 Wochen","2013","(noch) kein Abschluss","Westdeutschland","14","","",""
"Ja, alle 3-4 Wochen","2013","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2013","Hauptschule","Westdeutschland","122","","",""
"Ja, alle 3-4 Wochen","2013","Hauptschule","Ostdeutschland","15","","",""
"Ja, alle 3-4 Wochen","2013","Realschule","Westdeutschland","169","","",""
"Ja, alle 3-4 Wochen","2013","Realschule","Ostdeutschland","99","0.0685693351090807","0.0561041922242251","0.0810344779939364"
"Ja, alle 3-4 Wochen","2013","(Fach-)Abitur","Westdeutschland","93","0.06476940900272","0.0536262682344278","0.0759125497710123"
"Ja, alle 3-4 Wochen","2013","(Fach-)Abitur","Ostdeutschland","16","","",""
"Ja, alle 3-4 Wochen","2013","AkademikerIn","Westdeutschland","197","","",""
"Ja, alle 3-4 Wochen","2013","AkademikerIn","Ostdeutschland","57","0.0653557925991551","0.04942848282066","0.0812831023776503"
"Seltener","2013","(noch) kein Abschluss","Westdeutschland","17","","",""
"Seltener","2013","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Seltener","2013","Hauptschule","Westdeutschland","452","0.154920671286462","0.142204062205698","0.167637280367226"
"Seltener","2013","Hauptschule","Ostdeutschland","35","0.109276852616508","0.0748237551776137","0.143729950055401"
"Seltener","2013","Realschule","Westdeutschland","555","0.185798205618203","0.172713048030809","0.198883363205597"
"Seltener","2013","Realschule","Ostdeutschland","289","","",""
"Seltener","2013","(Fach-)Abitur","Westdeutschland","306","0.181297962805953","0.163854901976691","0.198741023635214"
"Seltener","2013","(Fach-)Abitur","Ostdeutschland","48","0.193929251030443","0.151653951514876","0.23620455054601"
"Seltener","2013","AkademikerIn","Westdeutschland","719","0.240995885710302","0.226065127386984","0.255926644033619"
"Seltener","2013","AkademikerIn","Ostdeutschland","221","","",""
"Nein, nie","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein, nie","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein, nie","2014","Hauptschule","Westdeutschland","","","",""
"Nein, nie","2014","Hauptschule","Ostdeutschland","","","",""
"Nein, nie","2014","Realschule","Westdeutschland","","","",""
"Nein, nie","2014","Realschule","Ostdeutschland","","","",""
"Nein, nie","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nein, nie","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein, nie","2014","AkademikerIn","Westdeutschland","","","",""
"Nein, nie","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja, jede Woche","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, jede Woche","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Hauptschule","Westdeutschland","","","",""
"Ja, jede Woche","2014","Hauptschule","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Realschule","Westdeutschland","","","",""
"Ja, jede Woche","2014","Realschule","Ostdeutschland","","","",""
"Ja, jede Woche","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, jede Woche","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, jede Woche","2014","AkademikerIn","Westdeutschland","","","",""
"Ja, jede Woche","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Hauptschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Realschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Realschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Hauptschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Realschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Realschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2014","Hauptschule","Westdeutschland","","","",""
"Seltener","2014","Hauptschule","Ostdeutschland","","","",""
"Seltener","2014","Realschule","Westdeutschland","","","",""
"Seltener","2014","Realschule","Ostdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2014","AkademikerIn","Westdeutschland","","","",""
"Seltener","2014","AkademikerIn","Ostdeutschland","","","",""
"Nein, nie","2015","(noch) kein Abschluss","Westdeutschland","133","","",""
"Nein, nie","2015","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Nein, nie","2015","Hauptschule","Westdeutschland","2016","","",""
"Nein, nie","2015","Hauptschule","Ostdeutschland","179","","",""
"Nein, nie","2015","Realschule","Westdeutschland","2023","","",""
"Nein, nie","2015","Realschule","Ostdeutschland","819","0.612381978543748","0.586295895479036","0.63846806160846"
"Nein, nie","2015","(Fach-)Abitur","Westdeutschland","1371","","",""
"Nein, nie","2015","(Fach-)Abitur","Ostdeutschland","188","","",""
"Nein, nie","2015","AkademikerIn","Westdeutschland","1656","","",""
"Nein, nie","2015","AkademikerIn","Ostdeutschland","450","0.536937068081111","0.503095789129135","0.570778347033086"
"Ja, jede Woche","2015","(noch) kein Abschluss","Westdeutschland","21","","",""
"Ja, jede Woche","2015","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, jede Woche","2015","Hauptschule","Westdeutschland","181","","",""
"Ja, jede Woche","2015","Hauptschule","Ostdeutschland","24","","",""
"Ja, jede Woche","2015","Realschule","Westdeutschland","131","","",""
"Ja, jede Woche","2015","Realschule","Ostdeutschland","67","0.0482392173133776","0.0367666736023551","0.0597117610244001"
"Ja, jede Woche","2015","(Fach-)Abitur","Westdeutschland","127","","",""
"Ja, jede Woche","2015","(Fach-)Abitur","Ostdeutschland","18","","",""
"Ja, jede Woche","2015","AkademikerIn","Westdeutschland","340","0.107339823071056","0.0966581464151073","0.118021499727005"
"Ja, jede Woche","2015","AkademikerIn","Ostdeutschland","76","0.076193424738188","0.0581875453150812","0.0941993041612948"
"Ja, alle 2 Wochen","2015","(noch) kein Abschluss","Westdeutschland","30","0.134359933628412","0.0884524248746989","0.180267442382124"
"Ja, alle 2 Wochen","2015","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 2 Wochen","2015","Hauptschule","Westdeutschland","316","0.0976755136196753","0.0871344098857178","0.108216617353633"
"Ja, alle 2 Wochen","2015","Hauptschule","Ostdeutschland","50","0.216493137850755","0.169965788347373","0.263020487354137"
"Ja, alle 2 Wochen","2015","Realschule","Westdeutschland","305","0.0930160482814817","0.0827832006346969","0.103248895928267"
"Ja, alle 2 Wochen","2015","Realschule","Ostdeutschland","171","","",""
"Ja, alle 2 Wochen","2015","(Fach-)Abitur","Westdeutschland","214","","",""
"Ja, alle 2 Wochen","2015","(Fach-)Abitur","Ostdeutschland","40","0.116521060750951","0.0813671685054984","0.151674952996403"
"Ja, alle 2 Wochen","2015","AkademikerIn","Westdeutschland","269","","",""
"Ja, alle 2 Wochen","2015","AkademikerIn","Ostdeutschland","58","0.0885927540090884","0.0693077201613151","0.107877787856862"
"Ja, alle 3-4 Wochen","2015","(noch) kein Abschluss","Westdeutschland","7","0.0475596377323011","0.0189100534026912","0.0762092220619111"
"Ja, alle 3-4 Wochen","2015","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, alle 3-4 Wochen","2015","Hauptschule","Westdeutschland","134","","",""
"Ja, alle 3-4 Wochen","2015","Hauptschule","Ostdeutschland","14","","",""
"Ja, alle 3-4 Wochen","2015","Realschule","Westdeutschland","141","","",""
"Ja, alle 3-4 Wochen","2015","Realschule","Ostdeutschland","75","0.059803695339551","0.047107635169801","0.072499755509301"
"Ja, alle 3-4 Wochen","2015","(Fach-)Abitur","Westdeutschland","106","","",""
"Ja, alle 3-4 Wochen","2015","(Fach-)Abitur","Ostdeutschland","17","","",""
"Ja, alle 3-4 Wochen","2015","AkademikerIn","Westdeutschland","217","","",""
"Ja, alle 3-4 Wochen","2015","AkademikerIn","Ostdeutschland","74","0.0988584263460317","0.0786017389887449","0.119115113703318"
"Seltener","2015","(noch) kein Abschluss","Westdeutschland","21","","",""
"Seltener","2015","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Seltener","2015","Hauptschule","Westdeutschland","400","0.141072831056507","0.128713023039827","0.153432639073186"
"Seltener","2015","Hauptschule","Ostdeutschland","34","0.133621258873765","0.0951836364518227","0.172058881295708"
"Seltener","2015","Realschule","Westdeutschland","495","0.184799282585798","0.171125137568024","0.198473427603573"
"Seltener","2015","Realschule","Ostdeutschland","208","","",""
"Seltener","2015","(Fach-)Abitur","Westdeutschland","359","0.186612908357699","0.170247066316723","0.202978750398675"
"Seltener","2015","(Fach-)Abitur","Ostdeutschland","57","0.234839461378651","0.188394894010688","0.281284028746613"
"Seltener","2015","AkademikerIn","Westdeutschland","744","0.233126470404083","0.218535856095754","0.247717084712412"
"Seltener","2015","AkademikerIn","Ostdeutschland","176","","",""
"Nein, nie","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein, nie","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein, nie","2016","Hauptschule","Westdeutschland","","","",""
"Nein, nie","2016","Hauptschule","Ostdeutschland","","","",""
"Nein, nie","2016","Realschule","Westdeutschland","","","",""
"Nein, nie","2016","Realschule","Ostdeutschland","","","",""
"Nein, nie","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Nein, nie","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein, nie","2016","AkademikerIn","Westdeutschland","","","",""
"Nein, nie","2016","AkademikerIn","Ostdeutschland","","","",""
"Ja, jede Woche","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, jede Woche","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Hauptschule","Westdeutschland","","","",""
"Ja, jede Woche","2016","Hauptschule","Ostdeutschland","","","",""
"Ja, jede Woche","2016","Realschule","Westdeutschland","","","",""
"Ja, jede Woche","2016","Realschule","Ostdeutschland","","","",""
"Ja, jede Woche","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, jede Woche","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, jede Woche","2016","AkademikerIn","Westdeutschland","","","",""
"Ja, jede Woche","2016","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Hauptschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Realschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","Realschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2016","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2016","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Hauptschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Realschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","Realschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2016","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2016","Hauptschule","Westdeutschland","","","",""
"Seltener","2016","Hauptschule","Ostdeutschland","","","",""
"Seltener","2016","Realschule","Westdeutschland","","","",""
"Seltener","2016","Realschule","Ostdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2016","AkademikerIn","Westdeutschland","","","",""
"Seltener","2016","AkademikerIn","Ostdeutschland","","","",""
"Nein, nie","2017","(noch) kein Abschluss","Westdeutschland","165","","",""
"Nein, nie","2017","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Nein, nie","2017","Hauptschule","Westdeutschland","2119","","",""
"Nein, nie","2017","Hauptschule","Ostdeutschland","211","","",""
"Nein, nie","2017","Realschule","Westdeutschland","2205","","",""
"Nein, nie","2017","Realschule","Ostdeutschland","928","0.618636982861556","0.593882649740303","0.64339131598281"
"Nein, nie","2017","(Fach-)Abitur","Westdeutschland","1585","","",""
"Nein, nie","2017","(Fach-)Abitur","Ostdeutschland","263","","",""
"Nein, nie","2017","AkademikerIn","Westdeutschland","2071","","",""
"Nein, nie","2017","AkademikerIn","Ostdeutschland","540","0.598304732668401","0.566347184485725","0.630262280851077"
"Ja, jede Woche","2017","(noch) kein Abschluss","Westdeutschland","30","0.110079452489269","0.0724666216918043","0.147692283286733"
"Ja, jede Woche","2017","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, jede Woche","2017","Hauptschule","Westdeutschland","180","","",""
"Ja, jede Woche","2017","Hauptschule","Ostdeutschland","19","","",""
"Ja, jede Woche","2017","Realschule","Westdeutschland","150","","",""
"Ja, jede Woche","2017","Realschule","Ostdeutschland","87","0.0627426978624536","0.0503839345543384","0.0751014611705687"
"Ja, jede Woche","2017","(Fach-)Abitur","Westdeutschland","187","","",""
"Ja, jede Woche","2017","(Fach-)Abitur","Ostdeutschland","22","","",""
"Ja, jede Woche","2017","AkademikerIn","Westdeutschland","345","0.0895588879936637","0.0803318252533688","0.0987859507339586"
"Ja, jede Woche","2017","AkademikerIn","Ostdeutschland","64","0.0728034919333932","0.0558669058216107","0.0897400780451757"
"Ja, alle 2 Wochen","2017","(noch) kein Abschluss","Westdeutschland","35","0.112944422866008","0.0749066497767354","0.150982195955281"
"Ja, alle 2 Wochen","2017","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, alle 2 Wochen","2017","Hauptschule","Westdeutschland","293","","",""
"Ja, alle 2 Wochen","2017","Hauptschule","Ostdeutschland","48","0.150025320052648","0.111956009106721","0.188094630998576"
"Ja, alle 2 Wochen","2017","Realschule","Westdeutschland","334","0.101159413544128","0.0908837510996548","0.111435075988602"
"Ja, alle 2 Wochen","2017","Realschule","Ostdeutschland","166","","",""
"Ja, alle 2 Wochen","2017","(Fach-)Abitur","Westdeutschland","266","","",""
"Ja, alle 2 Wochen","2017","(Fach-)Abitur","Ostdeutschland","46","0.113854121672533","0.0830709455882264","0.144637297756839"
"Ja, alle 2 Wochen","2017","AkademikerIn","Westdeutschland","293","","",""
"Ja, alle 2 Wochen","2017","AkademikerIn","Ostdeutschland","75","0.0862517624061391","0.0679513388725503","0.104552185939728"
"Ja, alle 3-4 Wochen","2017","(noch) kein Abschluss","Westdeutschland","15","","",""
"Ja, alle 3-4 Wochen","2017","(noch) kein Abschluss","Ostdeutschland","5","0.145890183999513","0.0195744772837092","0.272205890715317"
"Ja, alle 3-4 Wochen","2017","Hauptschule","Westdeutschland","163","","",""
