"plb0219","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","66","kein Migrationshintergrund","","","",""
"Nein, nie","2009","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2009","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","17-29","kein Migrationshintergrund","77","0.0585264804927124","0.0459346833913","0.0711182775941248"
"Ja, jede Woche","2009","17-29","direkter Migrationshintergrund","8","","",""
"Ja, jede Woche","2009","17-29","indirekter Migrationshintergrund","12","","",""
"Ja, jede Woche","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","30-45","kein Migrationshintergrund","196","0.0661894624734843","0.0575253853932246","0.0748535395537441"
"Ja, jede Woche","2009","30-45","direkter Migrationshintergrund","27","","",""
"Ja, jede Woche","2009","30-45","indirekter Migrationshintergrund","15","","",""
"Ja, jede Woche","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","46-65","kein Migrationshintergrund","312","0.0812119575554828","0.0725620857373124","0.0898618293736532"
"Ja, jede Woche","2009","46-65","direkter Migrationshintergrund","22","","",""
"Ja, jede Woche","2009","46-65","indirekter Migrationshintergrund","2","","",""
"Ja, jede Woche","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2009","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2009","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","17-29","kein Migrationshintergrund","132","0.0965127577986167","0.0806725515101172","0.112352964087116"
"Ja, alle 2 Wochen","2009","17-29","direkter Migrationshintergrund","6","","",""
"Ja, alle 2 Wochen","2009","17-29","indirekter Migrationshintergrund","13","","",""
"Ja, alle 2 Wochen","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","30-45","kein Migrationshintergrund","277","0.0903004915817772","0.0803121696320423","0.100288813531512"
"Ja, alle 2 Wochen","2009","30-45","direkter Migrationshintergrund","27","","",""
"Ja, alle 2 Wochen","2009","30-45","indirekter Migrationshintergrund","21","","",""
"Ja, alle 2 Wochen","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","46-65","kein Migrationshintergrund","319","0.0806196480206358","0.0719985998249851","0.0892406962162865"
"Ja, alle 2 Wochen","2009","46-65","direkter Migrationshintergrund","35","0.105945560658071","0.0739302825875901","0.137960838728553"
"Ja, alle 2 Wochen","2009","46-65","indirekter Migrationshintergrund","3","","",""
"Ja, alle 2 Wochen","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2009","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2009","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","17-29","kein Migrationshintergrund","72","0.0579566174968201","0.045422480845089","0.0704907541485511"
"Ja, alle 3-4 Wochen","2009","17-29","direkter Migrationshintergrund","4","","",""
"Ja, alle 3-4 Wochen","2009","17-29","indirekter Migrationshintergrund","10","","",""
"Ja, alle 3-4 Wochen","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","30-45","kein Migrationshintergrund","176","0.061343568602758","0.0529810645035702","0.0697060727019458"
"Ja, alle 3-4 Wochen","2009","30-45","direkter Migrationshintergrund","21","","",""
"Ja, alle 3-4 Wochen","2009","30-45","indirekter Migrationshintergrund","14","","",""
"Ja, alle 3-4 Wochen","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","46-65","kein Migrationshintergrund","222","0.0535291312518232","0.046401573608767","0.0606566888948793"
"Ja, alle 3-4 Wochen","2009","46-65","direkter Migrationshintergrund","21","","",""
"Ja, alle 3-4 Wochen","2009","46-65","indirekter Migrationshintergrund","1","","",""
"Ja, alle 3-4 Wochen","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2009","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2009","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","17-29","kein Migrationshintergrund","197","0.146531371759207","0.127561406008178","0.165501337510235"
"Seltener","2009","17-29","direkter Migrationshintergrund","18","","",""
"Seltener","2009","17-29","indirekter Migrationshintergrund","20","","",""
"Seltener","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","30-45","kein Migrationshintergrund","673","0.238271813346558","0.223424945487199","0.253118681205916"
"Seltener","2009","30-45","direkter Migrationshintergrund","49","0.131791613768218","0.0981336293989617","0.165449598137475"
"Seltener","2009","30-45","indirekter Migrationshintergrund","31","0.130465991788018","0.0844714361915842","0.176460547384452"
"Seltener","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","46-65","kein Migrationshintergrund","777","0.199846908457452","0.187184180521924","0.21250963639298"
"Seltener","2009","46-65","direkter Migrationshintergrund","43","0.112157278356361","0.079331452220619","0.144983104492103"
"Seltener","2009","46-65","indirekter Migrationshintergrund","7","","",""
"Seltener","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","66","kein Migrationshintergrund","","","",""
"Seltener","2009","66","direkter Migrationshintergrund","","","",""
"Seltener","2009","66","indirekter Migrationshintergrund","","","",""
"Seltener","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2010","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2010","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2010","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2010","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2010","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2010","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","66","kein Migrationshintergrund","","","",""
"Nein, nie","2010","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2010","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2010","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2010","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2010","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2010","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2010","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2010","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2010","17-29","kein Migrationshintergrund","","","",""
"Seltener","2010","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2010","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2010","30-45","kein Migrationshintergrund","","","",""
"Seltener","2010","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2010","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2010","46-65","kein Migrationshintergrund","","","",""
"Seltener","2010","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2010","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2010","66","kein Migrationshintergrund","","","",""
"Seltener","2010","66","direkter Migrationshintergrund","","","",""
"Seltener","2010","66","indirekter Migrationshintergrund","","","",""
"Seltener","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2011","17-29","kein Migrationshintergrund","1153","0.651246251930371","0.629100410943077","0.673392092917666"
"Nein, nie","2011","17-29","direkter Migrationshintergrund","147","0.724678290125382","0.664550808391346","0.784805771859418"
"Nein, nie","2011","17-29","indirekter Migrationshintergrund","154","0.643003027824837","0.581876339876415","0.704129715773258"
"Nein, nie","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2011","30-45","kein Migrationshintergrund","3633","0.569663725714744","0.55732140431674","0.582006047112747"
"Nein, nie","2011","30-45","direkter Migrationshintergrund","610","0.682505587274453","0.65263605526878","0.712375119280125"
"Nein, nie","2011","30-45","indirekter Migrationshintergrund","275","0.563259375023737","0.519299173814348","0.607219576233127"
"Nein, nie","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2011","46-65","kein Migrationshintergrund","3386","0.596336865022687","0.583635500697709","0.609038229347666"
"Nein, nie","2011","46-65","direkter Migrationshintergrund","381","0.658720183138356","0.620232692048786","0.697207674227927"
"Nein, nie","2011","46-65","indirekter Migrationshintergrund","47","0.547129107807119","0.439390023806414","0.654868191807825"
"Nein, nie","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2011","66","kein Migrationshintergrund","","","",""
"Nein, nie","2011","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2011","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2011","17-29","kein Migrationshintergrund","101","0.057625721445956","0.0467969293250377","0.0684545135668743"
"Ja, jede Woche","2011","17-29","direkter Migrationshintergrund","22","","",""
"Ja, jede Woche","2011","17-29","indirekter Migrationshintergrund","16","","",""
"Ja, jede Woche","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2011","30-45","kein Migrationshintergrund","424","0.073216292512215","0.0667228252898926","0.0797097597345374"
"Ja, jede Woche","2011","30-45","direkter Migrationshintergrund","54","0.0490294128578949","0.0351740100016192","0.0628848157141706"
"Ja, jede Woche","2011","30-45","indirekter Migrationshintergrund","35","0.0464807892859307","0.0278214985262446","0.0651400800456167"
"Ja, jede Woche","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2011","46-65","kein Migrationshintergrund","455","0.0734128944314414","0.0666610208857051","0.0801647679771777"
"Ja, jede Woche","2011","46-65","direkter Migrationshintergrund","50","0.0906860087872035","0.0673760827995031","0.113995934774904"
"Ja, jede Woche","2011","46-65","indirekter Migrationshintergrund","6","","",""
"Ja, jede Woche","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2011","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2011","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2011","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2011","17-29","kein Migrationshintergrund","209","0.111600432063","0.0969686499831522","0.126232214142848"
"Ja, alle 2 Wochen","2011","17-29","direkter Migrationshintergrund","19","","",""
"Ja, alle 2 Wochen","2011","17-29","indirekter Migrationshintergrund","29","","",""
"Ja, alle 2 Wochen","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2011","30-45","kein Migrationshintergrund","589","0.0879688471015419","0.0809080638925196","0.0950296303105642"
"Ja, alle 2 Wochen","2011","30-45","direkter Migrationshintergrund","88","0.0878323391456638","0.0696699979842375","0.10599468030709"
"Ja, alle 2 Wochen","2011","30-45","indirekter Migrationshintergrund","50","0.134998389565906","0.104710681310654","0.165286097821158"
"Ja, alle 2 Wochen","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2011","46-65","kein Migrationshintergrund","531","0.0913618781036942","0.0839030089899267","0.0988207472174616"
"Ja, alle 2 Wochen","2011","46-65","direkter Migrationshintergrund","64","0.105096015227315","0.0802019880410233","0.129990042413606"
"Ja, alle 2 Wochen","2011","46-65","indirekter Migrationshintergrund","10","","",""
"Ja, alle 2 Wochen","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2011","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2011","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2011","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2011","17-29","kein Migrationshintergrund","85","0.0437385398887648","0.0342351054295036","0.053241974348026"
"Ja, alle 3-4 Wochen","2011","17-29","direkter Migrationshintergrund","7","","",""
"Ja, alle 3-4 Wochen","2011","17-29","indirekter Migrationshintergrund","18","","",""
"Ja, alle 3-4 Wochen","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2011","30-45","kein Migrationshintergrund","375","0.0562360626993418","0.0504932753764227","0.0619788500222608"
"Ja, alle 3-4 Wochen","2011","30-45","direkter Migrationshintergrund","58","0.0452034516618756","0.0318728887642936","0.0585340145594576"
"Ja, alle 3-4 Wochen","2011","30-45","indirekter Migrationshintergrund","38","0.0944962152714543","0.0685695892218587","0.12042284132105"
"Ja, alle 3-4 Wochen","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2011","46-65","kein Migrationshintergrund","343","0.0533523296342023","0.047534434630281","0.0591702246381236"
"Ja, alle 3-4 Wochen","2011","46-65","direkter Migrationshintergrund","26","","",""
"Ja, alle 3-4 Wochen","2011","46-65","indirekter Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2011","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2011","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2011","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","17-29","kein Migrationshintergrund","231","0.135789054671908","0.119870545917101","0.151707563426714"
"Seltener","2011","17-29","direkter Migrationshintergrund","17","","",""
"Seltener","2011","17-29","indirekter Migrationshintergrund","19","","",""
"Seltener","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","30-45","kein Migrationshintergrund","1161","0.212915071972157","0.202710434244495","0.22311970969982"
"Seltener","2011","30-45","direkter Migrationshintergrund","123","0.135429209060113","0.113472678341669","0.157385739778557"
"Seltener","2011","30-45","indirekter Migrationshintergrund","91","0.160765230852972","0.128209199369298","0.193321262336645"
"Seltener","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","46-65","kein Migrationshintergrund","1017","0.185536032807975","0.175472625032647","0.195599440583302"
"Seltener","2011","46-65","direkter Migrationshintergrund","62","0.0873082882807786","0.0643941460833496","0.110222430478208"
"Seltener","2011","46-65","indirekter Migrationshintergrund","16","","",""
"Seltener","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","66","kein Migrationshintergrund","","","",""
"Seltener","2011","66","direkter Migrationshintergrund","","","",""
"Seltener","2011","66","indirekter Migrationshintergrund","","","",""
"Seltener","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2012","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2012","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2012","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2012","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2012","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2012","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2012","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2012","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2012","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2012","66","kein Migrationshintergrund","","","",""
"Nein, nie","2012","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2012","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2012","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2012","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2012","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2012","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2012","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2012","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2012","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2012","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2012","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2012","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2012","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2012","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2012","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2012","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2012","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2012","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","17-29","kein Migrationshintergrund","","","",""
"Seltener","2012","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2012","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","30-45","kein Migrationshintergrund","","","",""
"Seltener","2012","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2012","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","46-65","kein Migrationshintergrund","","","",""
"Seltener","2012","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2012","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","66","kein Migrationshintergrund","","","",""
"Seltener","2012","66","direkter Migrationshintergrund","","","",""
"Seltener","2012","66","indirekter Migrationshintergrund","","","",""
"Seltener","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2013","17-29","kein Migrationshintergrund","1106","0.661099231806383","0.638281037861786","0.68391742575098"
"Nein, nie","2013","17-29","direkter Migrationshintergrund","105","0.727670726029268","0.655708591037112","0.799632861021424"
"Nein, nie","2013","17-29","indirekter Migrationshintergrund","176","0.729504831812116","0.67376739152141","0.785242272102822"
"Nein, nie","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2013","30-45","kein Migrationshintergrund","3082","0.559630526120953","0.546088040222688","0.573173012019218"
"Nein, nie","2013","30-45","direkter Migrationshintergrund","508","0.629541706718104","0.596568104115682","0.662515309320527"
"Nein, nie","2013","30-45","indirekter Migrationshintergrund","243","0.584553253363446","0.537866257597971","0.631240249128921"
"Nein, nie","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2013","46-65","kein Migrationshintergrund","3467","0.583639309886729","0.571019019212737","0.596259600560721"
"Nein, nie","2013","46-65","direkter Migrationshintergrund","367","0.617955839372325","0.577926780572514","0.657984898172135"
"Nein, nie","2013","46-65","indirekter Migrationshintergrund","73","0.626850799785902","0.541379780138508","0.712321819433296"
"Nein, nie","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2013","66","kein Migrationshintergrund","","","",""
"Nein, nie","2013","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2013","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2013","17-29","kein Migrationshintergrund","105","0.0521120207451523","0.0413978360369275","0.0628262054533771"
"Ja, jede Woche","2013","17-29","direkter Migrationshintergrund","7","","",""
"Ja, jede Woche","2013","17-29","indirekter Migrationshintergrund","22","","",""
"Ja, jede Woche","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2013","30-45","kein Migrationshintergrund","310","0.0539556786023876","0.0477923771204869","0.0601189800842883"
"Ja, jede Woche","2013","30-45","direkter Migrationshintergrund","54","0.0607666870580621","0.0444548073933559","0.0770785667227682"
