"plb0219","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Ja, jede Woche","2014","direkter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2014","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2014","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2014","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2014","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2015","kein Migrationshintergrund","maennlich","3063","0.56183392354782","0.548635820201384","0.575032026894256"
"Nein, nie","2015","kein Migrationshintergrund","weiblich","3701","0.626897346381913","0.61450205347731","0.639292639286516"
"Nein, nie","2015","direkter Migrationshintergrund","maennlich","864","0.597770997486376","0.572002527249886","0.623539467722867"
"Nein, nie","2015","direkter Migrationshintergrund","weiblich","882","0.618406266900533","0.59225974733938","0.644552786461686"
"Nein, nie","2015","indirekter Migrationshintergrund","maennlich","333","0.576587267866744","0.535331300747558","0.61784323498593"
"Nein, nie","2015","indirekter Migrationshintergrund","weiblich","343","0.627122326010187","0.585718376620157","0.668526275400216"
"Ja, jede Woche","2015","kein Migrationshintergrund","maennlich","338","0.0576816539815453","0.0514800240669812","0.0638832838961094"
"Ja, jede Woche","2015","kein Migrationshintergrund","weiblich","396","0.0634674499249057","0.0572188693885257","0.0697160304612856"
"Ja, jede Woche","2015","direkter Migrationshintergrund","maennlich","119","0.0885624762328977","0.0736320277342759","0.103492924731519"
"Ja, jede Woche","2015","direkter Migrationshintergrund","weiblich","86","0.0798821877067306","0.0652899121156693","0.0944744632977919"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","maennlich","48","0.098612849379727","0.0737188469901672","0.123506851769287"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","maennlich","462","0.0841993769138698","0.076812802516823","0.0915859513109167"
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","weiblich","621","0.109874590072084","0.101859311104764","0.117889869039403"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","maennlich","130","0.0899096917095419","0.0748772328123227","0.104942150606761"
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","weiblich","166","0.140062922962809","0.121383164390563","0.158742681535055"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","maennlich","56","0.115078821062566","0.088433418362326","0.141724223762807"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","weiblich","72","0.179208746081758","0.1463706168149","0.212046875348617"
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","maennlich","336","0.0640383194000665","0.0575259778845958","0.0705506609155373"
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","weiblich","270","0.0484939752406564","0.0429885093854941","0.0539994410958186"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","maennlich","97","0.084381002510125","0.0697738937161878","0.0989881113040622"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","weiblich","55","0.0488617874082459","0.0372584527291401","0.0604651220873517"
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2015","kein Migrationshintergrund","maennlich","1230","0.232246726156699","0.221014293872993","0.243479158440405"
"Seltener","2015","kein Migrationshintergrund","weiblich","860","0.151266638380442","0.14208327808317","0.160449998677713"
"Seltener","2015","direkter Migrationshintergrund","maennlich","181","0.139375832061059","0.121175260295415","0.157576403826703"
"Seltener","2015","direkter Migrationshintergrund","weiblich","137","0.112786835021682","0.0957605647643003","0.129813105279063"
"Seltener","2015","indirekter Migrationshintergrund","maennlich","88","0.169253205202936","0.137943781079837","0.200562629326036"
"Seltener","2015","indirekter Migrationshintergrund","weiblich","58","0.104356429590816","0.0781800451840349","0.130532813997597"
"Nein, nie","2016","kein Migrationshintergrund","maennlich","","","",""
"Nein, nie","2016","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2016","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2016","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2016","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2016","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2017","kein Migrationshintergrund","maennlich","3525","0.59013136935326","0.577705731550108","0.602557007156412"
"Nein, nie","2017","kein Migrationshintergrund","weiblich","4205","0.651634235825878","0.639983187448601","0.663285284203154"
"Nein, nie","2017","direkter Migrationshintergrund","maennlich","945","0.608765375356849","0.58368926297058","0.633841487743117"
"Nein, nie","2017","direkter Migrationshintergrund","weiblich","1028","0.689112352890993","0.665475292317915","0.712749413464071"
"Nein, nie","2017","indirekter Migrationshintergrund","maennlich","337","0.609920203320024","0.569521510209358","0.650318896430689"
"Nein, nie","2017","indirekter Migrationshintergrund","weiblich","403","0.710164587833091","0.673556477242027","0.746772698424156"
"Ja, jede Woche","2017","kein Migrationshintergrund","maennlich","395","0.0607842938148491","0.0547475831585483","0.0668210044711499"
"Ja, jede Woche","2017","kein Migrationshintergrund","weiblich","445","0.0634801755187277","0.0575177513058681","0.0694425997315874"
"Ja, jede Woche","2017","direkter Migrationshintergrund","maennlich","104","0.0872160861801433","0.0727183938080911","0.101713778552195"
"Ja, jede Woche","2017","direkter Migrationshintergrund","weiblich","83","0.0637368534656362","0.0512618408971265","0.0762118660341459"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","maennlich","51","0.105438601090108","0.0800020062683538","0.130875195911862"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","weiblich","39","0.0451900498538651","0.0284289712218784","0.0619511284858519"
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","maennlich","505","0.0858210540927521","0.0787442930862669","0.0928978150992373"
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","weiblich","661","0.102848854305885","0.0954207522487865","0.110276956362984"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","maennlich","146","0.092579104261828","0.0776862661207376","0.107471942402918"
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","weiblich","178","0.112141271045278","0.0960273441470129","0.128255197943544"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","maennlich","56","0.101026551192684","0.0760665113785789","0.125986591006788"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","weiblich","67","0.119010749267129","0.0928830911500303","0.145138407384228"
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","maennlich","440","0.0652430855040852","0.0590037464223077","0.0714824245858628"
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","weiblich","378","0.0511428268649304","0.0457559368050324","0.0565297169248283"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","maennlich","93","0.0759446655015017","0.0623329074658464","0.0895564235371571"
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","weiblich","52","0.0361168638584759","0.0265885967207784","0.0456451309961734"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","maennlich","39","0.0703869604818626","0.049200847367386","0.0915730735963392"
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","weiblich","31","0.0553398355544951","0.0368905812046243","0.0737890899043659"
"Seltener","2017","kein Migrationshintergrund","maennlich","1153","0.198020197235054","0.187951843642516","0.208088550827591"
"Seltener","2017","kein Migrationshintergrund","weiblich","735","0.130893907484579","0.122646044487933","0.139141770481224"
"Seltener","2017","direkter Migrationshintergrund","maennlich","167","0.135494768699678","0.117908987268563","0.153080550130794"
"Seltener","2017","direkter Migrationshintergrund","weiblich","132","0.0988926587396164","0.0836480245291662","0.114137292950067"
"Seltener","2017","indirekter Migrationshintergrund","maennlich","77","0.113227683915323","0.0869832957387941","0.139472072091851"
"Seltener","2017","indirekter Migrationshintergrund","weiblich","50","0.0702947774914193","0.0496668189079465","0.0909227360748921"
"Nein, nie","2018","kein Migrationshintergrund","maennlich","","","",""
"Nein, nie","2018","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2018","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2018","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2018","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2018","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2019","kein Migrationshintergrund","maennlich","3588","0.588234566828813","0.576236876980328","0.600232256677298"
"Nein, nie","2019","kein Migrationshintergrund","weiblich","4146","0.661936951587573","0.650299148455115","0.67357475472003"
"Nein, nie","2019","direkter Migrationshintergrund","maennlich","804","0.646004368767896","0.619578793577003","0.672429943958788"
"Nein, nie","2019","direkter Migrationshintergrund","weiblich","858","0.65848351683896","0.63250457874245","0.684462454935469"
"Nein, nie","2019","indirekter Migrationshintergrund","maennlich","381","0.578803798527226","0.541472648956927","0.616134948097525"
"Nein, nie","2019","indirekter Migrationshintergrund","weiblich","426","0.693770037561604","0.658684919910095","0.728855155213113"
"Ja, jede Woche","2019","kein Migrationshintergrund","maennlich","505","0.063409576161389","0.0574687109533326","0.0693504413694453"
"Ja, jede Woche","2019","kein Migrationshintergrund","weiblich","416","0.0624852807764032","0.0565308294138271","0.0684397321389793"
"Ja, jede Woche","2019","direkter Migrationshintergrund","maennlich","101","0.0810914802327871","0.0660069592467331","0.0961760012188412"
"Ja, jede Woche","2019","direkter Migrationshintergrund","weiblich","70","0.07128139322479","0.0571861274450003","0.0853766590045797"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","maennlich","66","0.0866255360633283","0.0653583096420267","0.10789276248463"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","weiblich","44","0.0497804007517579","0.0332252738916055","0.0663355276119103"
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","maennlich","571","0.0853613435866415","0.0785496859040756","0.0921730012692073"
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","weiblich","609","0.0969532798517146","0.0896738024120889","0.10423275729134"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","maennlich","120","0.0998920794887335","0.0833221527157971","0.11646200626167"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","weiblich","168","0.126470468886953","0.10826187262838","0.144679065145527"
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","maennlich","66","0.122108328073637","0.0973536911174186","0.146862965029856"
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","weiblich","89","0.134670733634905","0.10868597806262","0.160655489207191"
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","maennlich","463","0.0675536676908295","0.0614353248888561","0.0736720104928028"
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","weiblich","372","0.0491315353714229","0.0438140753658799","0.0544489953769658"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","maennlich","63","0.0476665384970414","0.0358929432915778","0.0594401337025049"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","weiblich","54","0.0492190578544975","0.0373681945616399","0.0610699211473551"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","maennlich","44","0.0605074489136372","0.0424808188478505","0.0785340789794238"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2019","kein Migrationshintergrund","maennlich","1337","0.195440845732327","0.185774015890626","0.205107675574028"
"Seltener","2019","kein Migrationshintergrund","weiblich","804","0.129492952412887","0.121233085419954","0.137752819405819"
"Seltener","2019","direkter Migrationshintergrund","maennlich","170","0.125345533013542","0.107048508899866","0.143642557127219"
"Seltener","2019","direkter Migrationshintergrund","weiblich","130","0.0945455631947996","0.0785169118075338","0.110574214582065"
"Seltener","2019","indirekter Migrationshintergrund","maennlich","115","0.151954888422172","0.124813611883505","0.179096164960838"
"Seltener","2019","indirekter Migrationshintergrund","weiblich","75","0.097033803761012","0.0745023817966495","0.119565225725374"
