"plh0036","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1996","kein Migrationshintergrund","Laendlicher Raum","2346","","",""
"Einige Sorgen","1996","direkter Migrationshintergrund","Staedtischer Raum","1213","","",""
"Einige Sorgen","1996","direkter Migrationshintergrund","Laendlicher Raum","277","","",""
"Einige Sorgen","1996","indirekter Migrationshintergrund","Staedtischer Raum","226","","",""
"Einige Sorgen","1996","indirekter Migrationshintergrund","Laendlicher Raum","47","0.52805838337546","0.424344189400691","0.631772577350229"
"Einige Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","1996","kein Migrationshintergrund","Staedtischer Raum","341","0.0605747226130068","0.0544867520365831","0.0666626931894304"
"Keine Sorgen","1996","kein Migrationshintergrund","Laendlicher Raum","252","","",""
"Keine Sorgen","1996","direkter Migrationshintergrund","Staedtischer Raum","285","","",""
"Keine Sorgen","1996","direkter Migrationshintergrund","Laendlicher Raum","47","0.0727915688258674","0.0489728050787766","0.0966103325729581"
"Keine Sorgen","1996","indirekter Migrationshintergrund","Staedtischer Raum","50","0.059923651799184","0.0381152875784922","0.0817320160198758"
"Keine Sorgen","1996","indirekter Migrationshintergrund","Laendlicher Raum","12","","",""
"Keine Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","1997","kein Migrationshintergrund","Staedtischer Raum","2156","","",""
"Grosse Sorgen","1997","kein Migrationshintergrund","Laendlicher Raum","1270","","",""
"Grosse Sorgen","1997","direkter Migrationshintergrund","Staedtischer Raum","583","0.315391830543614","0.295178106585664","0.335605554501564"
"Grosse Sorgen","1997","direkter Migrationshintergrund","Laendlicher Raum","117","","",""
"Grosse Sorgen","1997","indirekter Migrationshintergrund","Staedtischer Raum","175","","",""
"Grosse Sorgen","1997","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"Grosse Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","1997","kein Migrationshintergrund","Staedtischer Raum","3250","0.553199012009815","0.540424068368339","0.565973955651291"
"Einige Sorgen","1997","kein Migrationshintergrund","Laendlicher Raum","2359","","",""
"Einige Sorgen","1997","direkter Migrationshintergrund","Staedtischer Raum","1140","","",""
"Einige Sorgen","1997","direkter Migrationshintergrund","Laendlicher Raum","258","","",""
"Einige Sorgen","1997","indirekter Migrationshintergrund","Staedtischer Raum","255","","",""
"Einige Sorgen","1997","indirekter Migrationshintergrund","Laendlicher Raum","48","0.516800243920446","0.411185737541901","0.622414750298991"
"Einige Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","1997","kein Migrationshintergrund","Staedtischer Raum","412","0.0766004269751517","0.0697664790919464","0.0834343748583571"
"Keine Sorgen","1997","kein Migrationshintergrund","Laendlicher Raum","307","0.0792216092380821","0.0707839897628025","0.0876592287133616"
"Keine Sorgen","1997","direkter Migrationshintergrund","Staedtischer Raum","307","0.121190407306228","0.106993897425995","0.13538691718646"
"Keine Sorgen","1997","direkter Migrationshintergrund","Laendlicher Raum","51","0.117754334015916","0.0871469291330049","0.148361738898827"
"Keine Sorgen","1997","indirekter Migrationshintergrund","Staedtischer Raum","49","0.0692639924051797","0.046526249444663","0.0920017353656963"
"Keine Sorgen","1997","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Keine Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","1998","kein Migrationshintergrund","Staedtischer Raum","2343","","",""
"Grosse Sorgen","1998","kein Migrationshintergrund","Laendlicher Raum","1365","","",""
"Grosse Sorgen","1998","direkter Migrationshintergrund","Staedtischer Raum","537","0.292042724042062","0.271968835937232","0.312116612146891"
"Grosse Sorgen","1998","direkter Migrationshintergrund","Laendlicher Raum","120","","",""
"Grosse Sorgen","1998","indirekter Migrationshintergrund","Staedtischer Raum","159","","",""
"Grosse Sorgen","1998","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"Grosse Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","1998","kein Migrationshintergrund","Staedtischer Raum","3949","0.576180512915488","0.564381319197179","0.587979706633798"
"Einige Sorgen","1998","kein Migrationshintergrund","Laendlicher Raum","2765","","",""
"Einige Sorgen","1998","direkter Migrationshintergrund","Staedtischer Raum","1171","","",""
"Einige Sorgen","1998","direkter Migrationshintergrund","Laendlicher Raum","241","","",""
"Einige Sorgen","1998","indirekter Migrationshintergrund","Staedtischer Raum","298","","",""
"Einige Sorgen","1998","indirekter Migrationshintergrund","Laendlicher Raum","57","0.594855753555181","0.49508177556691","0.694629731543452"
"Einige Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","1998","kein Migrationshintergrund","Staedtischer Raum","446","0.0703807615343003","0.0642732805992096","0.0764882424693911"
"Keine Sorgen","1998","kein Migrationshintergrund","Laendlicher Raum","322","0.0767229449045222","0.068904881887395","0.0845410079216494"
"Keine Sorgen","1998","direkter Migrationshintergrund","Staedtischer Raum","263","","",""
"Keine Sorgen","1998","direkter Migrationshintergrund","Laendlicher Raum","51","0.107892748174374","0.0779353462963264","0.137850150052422"
"Keine Sorgen","1998","indirekter Migrationshintergrund","Staedtischer Raum","47","0.0744234999993207","0.0515098630520902","0.0973371369465512"
"Keine Sorgen","1998","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Keine Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","1999","kein Migrationshintergrund","Staedtischer Raum","1533","","",""
"Grosse Sorgen","1999","kein Migrationshintergrund","Laendlicher Raum","921","0.222373769702823","0.210021945311744","0.234725594093902"
"Grosse Sorgen","1999","direkter Migrationshintergrund","Staedtischer Raum","376","0.215307913465737","0.196480808174277","0.234135018757197"
"Grosse Sorgen","1999","direkter Migrationshintergrund","Laendlicher Raum","72","0.241671235799043","0.197449265674541","0.285893205923545"
"Grosse Sorgen","1999","indirekter Migrationshintergrund","Staedtischer Raum","125","","",""
"Grosse Sorgen","1999","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Grosse Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","1999","kein Migrationshintergrund","Staedtischer Raum","4222","0.648464378485393","0.636837708354496","0.66009104861629"
"Einige Sorgen","1999","kein Migrationshintergrund","Laendlicher Raum","2866","","",""
"Einige Sorgen","1999","direkter Migrationshintergrund","Staedtischer Raum","1123","","",""
"Einige Sorgen","1999","direkter Migrationshintergrund","Laendlicher Raum","222","","",""
"Einige Sorgen","1999","indirekter Migrationshintergrund","Staedtischer Raum","297","","",""
"Einige Sorgen","1999","indirekter Migrationshintergrund","Laendlicher Raum","48","0.549947671919917","0.444185388571586","0.655709955268249"
"Einige Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","1999","kein Migrationshintergrund","Staedtischer Raum","723","0.110298372767957","0.102669956839715","0.1179267886962"
"Keine Sorgen","1999","kein Migrationshintergrund","Laendlicher Raum","567","0.133089757713178","0.12300040597272","0.143179109453636"
"Keine Sorgen","1999","direkter Migrationshintergrund","Staedtischer Raum","332","0.159833468784919","0.143048502632809","0.176618434937029"
"Keine Sorgen","1999","direkter Migrationshintergrund","Laendlicher Raum","66","0.174658158463956","0.13543810238001","0.213878214547903"
"Keine Sorgen","1999","indirekter Migrationshintergrund","Staedtischer Raum","92","0.136128202523366","0.106482261895317","0.165774143151415"
"Keine Sorgen","1999","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"Keine Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2000","kein Migrationshintergrund","Staedtischer Raum","3427","0.285729911013265","0.277699715738584","0.293760106287946"
"Grosse Sorgen","2000","kein Migrationshintergrund","Laendlicher Raum","1931","","",""
"Grosse Sorgen","2000","direkter Migrationshintergrund","Staedtischer Raum","561","0.219888033775014","0.204225055173483","0.235551012376545"
"Grosse Sorgen","2000","direkter Migrationshintergrund","Laendlicher Raum","139","","",""
"Grosse Sorgen","2000","indirekter Migrationshintergrund","Staedtischer Raum","188","","",""
"Grosse Sorgen","2000","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"Grosse Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2000","kein Migrationshintergrund","Staedtischer Raum","7122","0.579850193659097","0.57107661026193","0.588623777056264"
"Einige Sorgen","2000","kein Migrationshintergrund","Laendlicher Raum","4762","0.613519709871297","0.60261435026227","0.624425069480325"
"Einige Sorgen","2000","direkter Migrationshintergrund","Staedtischer Raum","1505","","",""
"Einige Sorgen","2000","direkter Migrationshintergrund","Laendlicher Raum","333","0.572644583230641","0.532625583858306","0.612663582602975"
"Einige Sorgen","2000","indirekter Migrationshintergrund","Staedtischer Raum","361","0.533748072440898","0.496686661318624","0.570809483563171"
"Einige Sorgen","2000","indirekter Migrationshintergrund","Laendlicher Raum","57","0.47923052243903","0.389093733241864","0.569367311636196"
"Einige Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2000","kein Migrationshintergrund","Staedtischer Raum","1609","","",""
"Keine Sorgen","2000","kein Migrationshintergrund","Laendlicher Raum","966","0.132190026083428","0.124604709366241","0.139775342800616"
"Keine Sorgen","2000","direkter Migrationshintergrund","Staedtischer Raum","620","0.223224116162194","0.207476547530257","0.238971684794131"
"Keine Sorgen","2000","direkter Migrationshintergrund","Laendlicher Raum","115","","",""
"Keine Sorgen","2000","indirekter Migrationshintergrund","Staedtischer Raum","147","","",""
"Keine Sorgen","2000","indirekter Migrationshintergrund","Laendlicher Raum","35","0.304176155109371","0.221168274770092","0.387184035448651"
"Keine Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2001","kein Migrationshintergrund","Staedtischer Raum","2982","","",""
"Grosse Sorgen","2001","kein Migrationshintergrund","Laendlicher Raum","1647","","",""
"Grosse Sorgen","2001","direkter Migrationshintergrund","Staedtischer Raum","460","0.199719746978878","0.183624209932902","0.215815284024853"
"Grosse Sorgen","2001","direkter Migrationshintergrund","Laendlicher Raum","133","","",""
"Grosse Sorgen","2001","indirekter Migrationshintergrund","Staedtischer Raum","173","","",""
"Grosse Sorgen","2001","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Grosse Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2001","kein Migrationshintergrund","Staedtischer Raum","6663","0.59872872774966","0.589622582116677","0.607834873382643"
"Einige Sorgen","2001","kein Migrationshintergrund","Laendlicher Raum","4371","0.618463874836013","0.607058251611159","0.629869498060867"
"Einige Sorgen","2001","direkter Migrationshintergrund","Staedtischer Raum","1371","","",""
"Einige Sorgen","2001","direkter Migrationshintergrund","Laendlicher Raum","277","","",""
"Einige Sorgen","2001","indirekter Migrationshintergrund","Staedtischer Raum","356","0.569715002879069","0.531855724112453","0.607574281645684"
"Einige Sorgen","2001","indirekter Migrationshintergrund","Laendlicher Raum","52","0.494716432629273","0.397689174144472","0.591743691114074"
"Einige Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2001","kein Migrationshintergrund","Staedtischer Raum","1485","","",""
"Keine Sorgen","2001","kein Migrationshintergrund","Laendlicher Raum","950","0.142209876340569","0.134009204749958","0.150410547931179"
"Keine Sorgen","2001","direkter Migrationshintergrund","Staedtischer Raum","539","0.222784636963752","0.206031843829465","0.23953743009804"
"Keine Sorgen","2001","direkter Migrationshintergrund","Laendlicher Raum","111","","",""
"Keine Sorgen","2001","indirekter Migrationshintergrund","Staedtischer Raum","128","","",""
"Keine Sorgen","2001","indirekter Migrationshintergrund","Laendlicher Raum","33","0.332882199735003","0.241429915835197","0.424334483634809"
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2002","kein Migrationshintergrund","Staedtischer Raum","2867","","",""
"Grosse Sorgen","2002","kein Migrationshintergrund","Laendlicher Raum","1549","","",""
"Grosse Sorgen","2002","direkter Migrationshintergrund","Staedtischer Raum","453","0.213517969492107","0.196689956110455","0.230345982873759"
"Grosse Sorgen","2002","direkter Migrationshintergrund","Laendlicher Raum","104","","",""
"Grosse Sorgen","2002","indirekter Migrationshintergrund","Staedtischer Raum","153","","",""
"Grosse Sorgen","2002","indirekter Migrationshintergrund","Laendlicher Raum","16","","",""
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2002","kein Migrationshintergrund","Staedtischer Raum","7513","0.612405725602261","0.60376226818328","0.621049183021242"
"Einige Sorgen","2002","kein Migrationshintergrund","Laendlicher Raum","4521","0.620893965841874","0.609653827654309","0.632134104029438"
"Einige Sorgen","2002","direkter Migrationshintergrund","Staedtischer Raum","1352","","",""
"Einige Sorgen","2002","direkter Migrationshintergrund","Laendlicher Raum","283","","",""
"Einige Sorgen","2002","indirekter Migrationshintergrund","Staedtischer Raum","373","0.566660943104919","0.528969774028184","0.604352112181655"
"Einige Sorgen","2002","indirekter Migrationshintergrund","Laendlicher Raum","60","0.574946341138371","0.478536150667344","0.671356531609397"
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2002","kein Migrationshintergrund","Staedtischer Raum","1825","","",""
"Keine Sorgen","2002","kein Migrationshintergrund","Laendlicher Raum","1087","","",""
"Keine Sorgen","2002","direkter Migrationshintergrund","Staedtischer Raum","473","0.206138996307023","0.189526934274833","0.222751058339212"
"Keine Sorgen","2002","direkter Migrationshintergrund","Laendlicher Raum","104","","",""
"Keine Sorgen","2002","indirekter Migrationshintergrund","Staedtischer Raum","138","","",""
"Keine Sorgen","2002","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2003","kein Migrationshintergrund","Staedtischer Raum","2788","","",""
"Grosse Sorgen","2003","kein Migrationshintergrund","Laendlicher Raum","1624","","",""
"Grosse Sorgen","2003","direkter Migrationshintergrund","Staedtischer Raum","428","0.21392976645921","0.196469579219677","0.231389953698742"
"Grosse Sorgen","2003","direkter Migrationshintergrund","Laendlicher Raum","124","","",""
"Grosse Sorgen","2003","indirekter Migrationshintergrund","Staedtischer Raum","150","","",""
"Grosse Sorgen","2003","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2003","kein Migrationshintergrund","Staedtischer Raum","7361","0.615296001616869","0.606526202554037","0.624065800679702"
"Einige Sorgen","2003","kein Migrationshintergrund","Laendlicher Raum","4320","0.617309559859075","0.6058003259844","0.628818793733749"
"Einige Sorgen","2003","direkter Migrationshintergrund","Staedtischer Raum","1294","","",""
"Einige Sorgen","2003","direkter Migrationshintergrund","Laendlicher Raum","271","","",""
"Einige Sorgen","2003","indirekter Migrationshintergrund","Staedtischer Raum","390","0.591824912904411","0.554553167724503","0.62909665808432"
"Einige Sorgen","2003","indirekter Migrationshintergrund","Laendlicher Raum","68","0.595848705462299","0.501535738250617","0.690161672673981"
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2003","kein Migrationshintergrund","Staedtischer Raum","1674","","",""
"Keine Sorgen","2003","kein Migrationshintergrund","Laendlicher Raum","907","0.139317392182967","0.131117742673382","0.147517041692552"
"Keine Sorgen","2003","direkter Migrationshintergrund","Staedtischer Raum","397","0.185680756912372","0.169124452215673","0.202237061609071"
"Keine Sorgen","2003","direkter Migrationshintergrund","Laendlicher Raum","75","0.203700389383097","0.167289327621894","0.2401114511443"
"Keine Sorgen","2003","indirekter Migrationshintergrund","Staedtischer Raum","128","","",""
"Keine Sorgen","2003","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2004","kein Migrationshintergrund","Staedtischer Raum","2659","","",""
"Grosse Sorgen","2004","kein Migrationshintergrund","Laendlicher Raum","1483","","",""
"Grosse Sorgen","2004","direkter Migrationshintergrund","Staedtischer Raum","421","0.210468999486016","0.192840045947691","0.228097953024341"
"Grosse Sorgen","2004","direkter Migrationshintergrund","Laendlicher Raum","111","","",""
"Grosse Sorgen","2004","indirekter Migrationshintergrund","Staedtischer Raum","156","","",""
"Grosse Sorgen","2004","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2004","kein Migrationshintergrund","Staedtischer Raum","7023","0.612885293838509","0.603972782331075","0.621797805345944"
"Einige Sorgen","2004","kein Migrationshintergrund","Laendlicher Raum","4183","0.610752878074426","0.599070921405148","0.622434834743703"
"Einige Sorgen","2004","direkter Migrationshintergrund","Staedtischer Raum","1236","","",""
"Einige Sorgen","2004","direkter Migrationshintergrund","Laendlicher Raum","246","","",""
"Einige Sorgen","2004","indirekter Migrationshintergrund","Staedtischer Raum","384","0.579953573688998","0.542719421791041","0.617187725586955"
"Einige Sorgen","2004","indirekter Migrationshintergrund","Laendlicher Raum","72","0.538148521601271","0.446632336047469","0.629664707155072"
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2004","kein Migrationshintergrund","Staedtischer Raum","1792","","",""
"Keine Sorgen","2004","kein Migrationshintergrund","Laendlicher Raum","1026","","",""
"Keine Sorgen","2004","direkter Migrationshintergrund","Staedtischer Raum","397","0.20135665543634","0.184014331095067","0.218698979777613"
"Keine Sorgen","2004","direkter Migrationshintergrund","Laendlicher Raum","90","0.216483821151215","0.178304250844376","0.254663391458054"
"Keine Sorgen","2004","indirekter Migrationshintergrund","Staedtischer Raum","135","","",""
"Keine Sorgen","2004","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2005","kein Migrationshintergrund","Staedtischer Raum","3098","0.292617326014803","0.284112078454931","0.301122573574675"
"Grosse Sorgen","2005","kein Migrationshintergrund","Laendlicher Raum","1725","","",""
"Grosse Sorgen","2005","direkter Migrationshintergrund","Staedtischer Raum","469","0.257131031805979","0.237647597174342","0.276614466437615"
"Grosse Sorgen","2005","direkter Migrationshintergrund","Laendlicher Raum","113","","",""
"Grosse Sorgen","2005","indirekter Migrationshintergrund","Staedtischer Raum","181","","",""
"Grosse Sorgen","2005","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2005","kein Migrationshintergrund","Staedtischer Raum","6408","0.579328082059308","0.570099312915244","0.588556851203372"
"Einige Sorgen","2005","kein Migrationshintergrund","Laendlicher Raum","3782","0.574477570368383","0.562381452735011","0.586573688001755"
"Einige Sorgen","2005","direkter Migrationshintergrund","Staedtischer Raum","1120","","",""
"Einige Sorgen","2005","direkter Migrationshintergrund","Laendlicher Raum","238","","",""
"Einige Sorgen","2005","indirekter Migrationshintergrund","Staedtischer Raum","380","0.577840824340418","0.541408408716411","0.614273239964425"
"Einige Sorgen","2005","indirekter Migrationshintergrund","Laendlicher Raum","59","0.551057971986793","0.45681478175824","0.645301162215347"
"Einige Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2005","kein Migrationshintergrund","Staedtischer Raum","1486","","",""
"Keine Sorgen","2005","kein Migrationshintergrund","Laendlicher Raum","911","0.143766744653017","0.135183065026066","0.152350424279967"
"Keine Sorgen","2005","direkter Migrationshintergrund","Staedtischer Raum","344","0.172971609992469","0.156110747483562","0.189832472501375"
"Keine Sorgen","2005","direkter Migrationshintergrund","Laendlicher Raum","63","0.186523120855544","0.149001044400202","0.224045197310886"
"Keine Sorgen","2005","indirekter Migrationshintergrund","Staedtischer Raum","145","","",""
"Keine Sorgen","2005","indirekter Migrationshintergrund","Laendlicher Raum","30","0.277174830697064","0.192364309734381","0.361985351659747"
"Keine Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2006","kein Migrationshintergrund","Staedtischer Raum","3145","0.275927069133609","0.267826805459117","0.2840273328081"
"Grosse Sorgen","2006","kein Migrationshintergrund","Laendlicher Raum","1764","","",""
"Grosse Sorgen","2006","direkter Migrationshintergrund","Staedtischer Raum","504","0.267508502608236","0.247698073684769","0.287318931531703"
"Grosse Sorgen","2006","direkter Migrationshintergrund","Laendlicher Raum","117","","",""
"Grosse Sorgen","2006","indirekter Migrationshintergrund","Staedtischer Raum","189","","",""
"Grosse Sorgen","2006","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Grosse Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2006","kein Migrationshintergrund","Staedtischer Raum","7033","0.59376802033292","0.584867686379114","0.602668354286726"
"Einige Sorgen","2006","kein Migrationshintergrund","Laendlicher Raum","4234","0.604571856729894","0.593073429194302","0.616070284265486"
"Einige Sorgen","2006","direkter Migrationshintergrund","Staedtischer Raum","1113","","",""
"Einige Sorgen","2006","direkter Migrationshintergrund","Laendlicher Raum","252","","",""
"Einige Sorgen","2006","indirekter Migrationshintergrund","Staedtischer Raum","375","0.539759280642261","0.502297690007868","0.577220871276654"
"Einige Sorgen","2006","indirekter Migrationshintergrund","Laendlicher Raum","70","0.552780434465409","0.463069823068949","0.642491045861868"
"Einige Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2006","kein Migrationshintergrund","Staedtischer Raum","1519","","",""
"Keine Sorgen","2006","kein Migrationshintergrund","Laendlicher Raum","948","0.141053673686893","0.132867971959915","0.149239375413871"
"Keine Sorgen","2006","direkter Migrationshintergrund","Staedtischer Raum","301","0.167054763940558","0.150360724068517","0.183748803812598"
"Keine Sorgen","2006","direkter Migrationshintergrund","Laendlicher Raum","65","0.145913544909243","0.112701015820111","0.179126073998375"
"Keine Sorgen","2006","indirekter Migrationshintergrund","Staedtischer Raum","116","","",""
"Keine Sorgen","2006","indirekter Migrationshintergrund","Laendlicher Raum","30","0.308240572630738","0.224924357632819","0.391556787628657"
"Keine Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2007","kein Migrationshintergrund","Staedtischer Raum","4152","0.390348008238914","0.381212584320387","0.399483432157441"
"Grosse Sorgen","2007","kein Migrationshintergrund","Laendlicher Raum","2255","","",""
"Grosse Sorgen","2007","direkter Migrationshintergrund","Staedtischer Raum","553","0.331133972335879","0.308755891400617","0.353512053271141"
"Grosse Sorgen","2007","direkter Migrationshintergrund","Laendlicher Raum","130","","",""
"Grosse Sorgen","2007","indirekter Migrationshintergrund","Staedtischer Raum","253","","",""
"Grosse Sorgen","2007","indirekter Migrationshintergrund","Laendlicher Raum","33","0.273828571846369","0.191971797908686","0.355685345784051"
"Grosse Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2007","kein Migrationshintergrund","Staedtischer Raum","5710","0.506308191074292","0.496945576178279","0.515670805970305"
"Einige Sorgen","2007","kein Migrationshintergrund","Laendlicher Raum","3539","0.534688213458481","0.522607768583348","0.546768658333613"
"Einige Sorgen","2007","direkter Migrationshintergrund","Staedtischer Raum","929","0.543640856248114","0.519956541506372","0.567325170989855"
"Einige Sorgen","2007","direkter Migrationshintergrund","Laendlicher Raum","223","","",""
"Einige Sorgen","2007","indirekter Migrationshintergrund","Staedtischer Raum","313","0.463508461525515","0.425579205598837","0.501437717452193"
"Einige Sorgen","2007","indirekter Migrationshintergrund","Laendlicher Raum","53","0.471878295514007","0.380239858236326","0.563516732791689"
