"plh0036","year","migback","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1995","direkter Migrationshintergrund","Westdeutschland","946","0.411350308452752","0.392457554902735","0.430243062002769"
"Grosse Sorgen","1995","direkter Migrationshintergrund","Ostdeutschland","54","0.395948124620064","0.314937806644642","0.476958442595487"
"Grosse Sorgen","1995","indirekter Migrationshintergrund","Westdeutschland","218","0.442089328357674","0.39802617945331","0.486152477262038"
"Grosse Sorgen","1995","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Grosse Sorgen","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1995","kein Migrationshintergrund","Westdeutschland","3163","0.496287925363173","0.484051863937195","0.50852398678915"
"Einige Sorgen","1995","kein Migrationshintergrund","Ostdeutschland","1914","0.535678370397487","0.519177079524255","0.552179661270718"
"Einige Sorgen","1995","direkter Migrationshintergrund","Westdeutschland","1386","0.49336248852759","0.474167289511186","0.512557687543995"
"Einige Sorgen","1995","direkter Migrationshintergrund","Ostdeutschland","83","0.582924919405977","0.501248346822455","0.664601491989499"
"Einige Sorgen","1995","indirekter Migrationshintergrund","Westdeutschland","234","0.496865779332663","0.452504950512085","0.541226608153242"
"Einige Sorgen","1995","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Einige Sorgen","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1995","kein Migrationshintergrund","Westdeutschland","323","0.0526103339543375","0.0471466764897482","0.0580739914189267"
"Keine Sorgen","1995","kein Migrationshintergrund","Ostdeutschland","136","0.0389568112613212","0.0325547539139823","0.0453588686086602"
"Keine Sorgen","1995","direkter Migrationshintergrund","Westdeutschland","274","0.0952872030196577","0.0840143578620908","0.106560048177225"
"Keine Sorgen","1995","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Keine Sorgen","1995","indirekter Migrationshintergrund","Westdeutschland","36","0.061044892309663","0.0398033884696163","0.0822863961497096"
"Keine Sorgen","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1996","kein Migrationshintergrund","Westdeutschland","2446","0.383010526767863","0.371062452570033","0.394958600965693"
"Grosse Sorgen","1996","kein Migrationshintergrund","Ostdeutschland","1269","0.370727285954635","0.354753143111894","0.386701428797377"
"Grosse Sorgen","1996","direkter Migrationshintergrund","Westdeutschland","697","0.314492245577781","0.296057740466343","0.33292675068922"
"Grosse Sorgen","1996","direkter Migrationshintergrund","Ostdeutschland","58","0.378305432128573","0.297972448325986","0.45863841593116"
"Grosse Sorgen","1996","indirekter Migrationshintergrund","Westdeutschland","199","0.438986831698714","0.39653653662304","0.481437126774387"
"Grosse Sorgen","1996","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Grosse Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1996","kein Migrationshintergrund","Westdeutschland","3532","0.554563493569696","0.542347684934822","0.566779302204571"
"Einige Sorgen","1996","kein Migrationshintergrund","Ostdeutschland","2031","0.567079133784882","0.550692228994438","0.583466038575325"
"Einige Sorgen","1996","direkter Migrationshintergrund","Westdeutschland","1415","0.57467392833655","0.555045203985322","0.594302652687778"
"Einige Sorgen","1996","direkter Migrationshintergrund","Ostdeutschland","75","0.571784767108082","0.489819205302936","0.653750328913227"
"Einige Sorgen","1996","indirekter Migrationshintergrund","Westdeutschland","264","0.491473630727792","0.448709929274059","0.534237332181524"
"Einige Sorgen","1996","indirekter Migrationshintergrund","Ostdeutschland","9","","",""
"Einige Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1996","kein Migrationshintergrund","Westdeutschland","381","0.0624259796624405","0.0564797847062946","0.0683721746185865"
"Keine Sorgen","1996","kein Migrationshintergrund","Ostdeutschland","212","0.062193580260483","0.0542062762040292","0.0701808843169368"
"Keine Sorgen","1996","direkter Migrationshintergrund","Westdeutschland","325","0.110833826085669","0.0983700982875199","0.123297553883818"
"Keine Sorgen","1996","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Keine Sorgen","1996","indirekter Migrationshintergrund","Westdeutschland","62","0.0695395375734945","0.0477808197395741","0.0912982554074149"
"Keine Sorgen","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1997","kein Migrationshintergrund","Westdeutschland","2211","0.353034117523075","0.341219764844771","0.364848470201378"
"Grosse Sorgen","1997","kein Migrationshintergrund","Ostdeutschland","1216","0.368900614145032","0.352844164967512","0.384957063322552"
"Grosse Sorgen","1997","direkter Migrationshintergrund","Westdeutschland","642","0.308745399205885","0.289971153360456","0.327519645051314"
"Grosse Sorgen","1997","direkter Migrationshintergrund","Ostdeutschland","58","0.388340355265777","0.304560888719057","0.472119821812497"
"Grosse Sorgen","1997","indirekter Migrationshintergrund","Westdeutschland","191","0.377466926715863","0.33673177779861","0.418202075633116"
"Grosse Sorgen","1997","indirekter Migrationshintergrund","Ostdeutschland","9","","",""
"Grosse Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1997","kein Migrationshintergrund","Westdeutschland","3593","0.566400157068125","0.55414928108885","0.5786510330474"
"Einige Sorgen","1997","kein Migrationshintergrund","Ostdeutschland","2016","0.5649319405881","0.548434270809967","0.581429610366234"
"Einige Sorgen","1997","direkter Migrationshintergrund","Westdeutschland","1334","0.567786063392336","0.547654153252573","0.587917973532098"
"Einige Sorgen","1997","direkter Migrationshintergrund","Ostdeutschland","64","0.531273153814958","0.445491332203927","0.617054975425989"
"Einige Sorgen","1997","indirekter Migrationshintergrund","Westdeutschland","291","0.545144670385416","0.503299901807729","0.586989438963104"
"Einige Sorgen","1997","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"Einige Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1997","kein Migrationshintergrund","Westdeutschland","482","0.0805657254088003","0.0738375638979806","0.08729388691962"
"Keine Sorgen","1997","kein Migrationshintergrund","Ostdeutschland","237","0.0661674452668674","0.0578955956653814","0.0744392948683534"
"Keine Sorgen","1997","direkter Migrationshintergrund","Westdeutschland","350","0.123468537401779","0.110099345957897","0.136837728845661"
"Keine Sorgen","1997","direkter Migrationshintergrund","Ostdeutschland","8","","",""
"Keine Sorgen","1997","indirekter Migrationshintergrund","Westdeutschland","62","0.0773884028987203","0.0549342829734493","0.0998425228239913"
"Keine Sorgen","1997","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Keine Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1998","kein Migrationshintergrund","Westdeutschland","2579","0.347244216951984","0.336458598231972","0.358029835671995"
"Grosse Sorgen","1998","kein Migrationshintergrund","Ostdeutschland","1129","0.319679079598369","0.304662604302097","0.334695554894642"
"Grosse Sorgen","1998","direkter Migrationshintergrund","Westdeutschland","608","0.299077378786924","0.280221759147821","0.317932998426027"
"Grosse Sorgen","1998","direkter Migrationshintergrund","Ostdeutschland","49","0.360993412098539","0.274335266093585","0.447651558103493"
"Grosse Sorgen","1998","indirekter Migrationshintergrund","Westdeutschland","174","0.340744722246186","0.301903628298982","0.37958581619339"
"Grosse Sorgen","1998","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Grosse Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1998","kein Migrationshintergrund","Westdeutschland","4369","0.576340258360457","0.565145872678993","0.587534644041921"
"Einige Sorgen","1998","kein Migrationshintergrund","Ostdeutschland","2345","0.621682652942319","0.606066772070429","0.63729853381421"
"Einige Sorgen","1998","direkter Migrationshintergrund","Westdeutschland","1350","0.574225108775484","0.553861952205015","0.594588265345954"
"Einige Sorgen","1998","direkter Migrationshintergrund","Ostdeutschland","62","0.566403135203333","0.476987600425045","0.655818669981621"
"Einige Sorgen","1998","indirekter Migrationshintergrund","Westdeutschland","340","0.585122375732431","0.544745432612249","0.625499318852612"
"Einige Sorgen","1998","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"Einige Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1998","kein Migrationshintergrund","Westdeutschland","537","0.0764155246875595","0.0703971211999097","0.0824339281752092"
"Keine Sorgen","1998","kein Migrationshintergrund","Ostdeutschland","231","0.0586382674593115","0.0510730255499862","0.0662035093686368"
"Keine Sorgen","1998","direkter Migrationshintergrund","Westdeutschland","307","0.126697512437592","0.112998780083635","0.140396244791548"
"Keine Sorgen","1998","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Keine Sorgen","1998","indirekter Migrationshintergrund","Westdeutschland","58","0.0741329020213835","0.0526630078918852","0.0956027961508817"
"Keine Sorgen","1998","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Keine Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","1999","kein Migrationshintergrund","Westdeutschland","1672","0.23729391917543","0.227455687011541","0.247132151339319"
"Grosse Sorgen","1999","kein Migrationshintergrund","Ostdeutschland","782","0.225834449320868","0.21226778199024","0.239401116651495"
"Grosse Sorgen","1999","direkter Migrationshintergrund","Westdeutschland","421","0.219175439296596","0.201409992610614","0.236940885982578"
"Grosse Sorgen","1999","direkter Migrationshintergrund","Ostdeutschland","27","","",""
"Grosse Sorgen","1999","indirekter Migrationshintergrund","Westdeutschland","131","0.252427526017169","0.217013183912655","0.287841868121682"
"Grosse Sorgen","1999","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Grosse Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","1999","kein Migrationshintergrund","Westdeutschland","4655","0.643462889420327","0.632386217807289","0.654539561033365"
"Einige Sorgen","1999","kein Migrationshintergrund","Ostdeutschland","2433","0.660398684036109","0.645033104634742","0.675764263437476"
"Einige Sorgen","1999","direkter Migrationshintergrund","Westdeutschland","1275","0.615080773154266","0.594185197780186","0.635976348528346"
"Einige Sorgen","1999","direkter Migrationshintergrund","Ostdeutschland","70","0.661198155912577","0.571934450079393","0.750461861745761"
"Einige Sorgen","1999","indirekter Migrationshintergrund","Westdeutschland","332","0.590761403523836","0.550676714205768","0.630846092841904"
"Einige Sorgen","1999","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Einige Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","1999","kein Migrationshintergrund","Westdeutschland","856","0.119243191404243","0.111748738102831","0.126737644705655"
"Keine Sorgen","1999","kein Migrationshintergrund","Ostdeutschland","434","0.113766866643023","0.103464356536311","0.124069376749736"
"Keine Sorgen","1999","direkter Migrationshintergrund","Westdeutschland","387","0.165743787549138","0.149775004881226","0.181712570217051"
"Keine Sorgen","1999","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Keine Sorgen","1999","indirekter Migrationshintergrund","Westdeutschland","115","0.156811070458995","0.127167195033685","0.186454945884306"
"Keine Sorgen","1999","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Keine Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","2000","kein Migrationshintergrund","Westdeutschland","3848","0.273469310234152","0.266135614785633","0.280803005682671"
"Grosse Sorgen","2000","kein Migrationshintergrund","Ostdeutschland","1510","0.279655246353702","0.267927085563021","0.291383407144383"
"Grosse Sorgen","2000","direkter Migrationshintergrund","Westdeutschland","657","0.219623544604288","0.205106302967611","0.234140786240965"
"Grosse Sorgen","2000","direkter Migrationshintergrund","Ostdeutschland","43","0.317285354478305","0.242554563411594","0.392016145545015"
"Grosse Sorgen","2000","indirekter Migrationshintergrund","Westdeutschland","204","0.275627894502764","0.244449623174757","0.306806165830771"
"Grosse Sorgen","2000","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Grosse Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","2000","kein Migrationshintergrund","Westdeutschland","8410","0.587062820522479","0.578962058520421","0.595163582524536"
"Einige Sorgen","2000","kein Migrationshintergrund","Ostdeutschland","3474","0.607490378582667","0.5947306016367","0.620250155528634"
"Einige Sorgen","2000","direkter Migrationshintergrund","Westdeutschland","1746","0.557475617914568","0.540058587133455","0.574892648695681"
"Einige Sorgen","2000","direkter Migrationshintergrund","Ostdeutschland","92","0.606350567027325","0.52790441126479","0.68479672278986"
"Einige Sorgen","2000","indirekter Migrationshintergrund","Westdeutschland","404","0.524446531508015","0.489599974452248","0.559293088563783"
"Einige Sorgen","2000","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Einige Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","2000","kein Migrationshintergrund","Westdeutschland","1933","0.139467869243369","0.133768035089639","0.1451677033971"
"Keine Sorgen","2000","kein Migrationshintergrund","Ostdeutschland","642","0.112854375063631","0.10458629097721","0.121122459150052"
"Keine Sorgen","2000","direkter Migrationshintergrund","Westdeutschland","721","0.222900837481144","0.20830642390952","0.237495251052767"
"Keine Sorgen","2000","direkter Migrationshintergrund","Ostdeutschland","14","","",""
"Keine Sorgen","2000","indirekter Migrationshintergrund","Westdeutschland","181","0.199925573989221","0.172018843414772","0.227832304563669"
"Keine Sorgen","2000","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Keine Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","2001","kein Migrationshintergrund","Westdeutschland","3293","0.257373332603469","0.249813169319766","0.264933495887172"
"Grosse Sorgen","2001","kein Migrationshintergrund","Ostdeutschland","1336","0.258859593158561","0.247013691846251","0.270705494470871"
"Grosse Sorgen","2001","direkter Migrationshintergrund","Westdeutschland","553","0.213057903683847","0.197809358175151","0.228306449192542"
"Grosse Sorgen","2001","direkter Migrationshintergrund","Ostdeutschland","40","0.335224530768634","0.251111981779168","0.419337079758099"
"Grosse Sorgen","2001","indirekter Migrationshintergrund","Westdeutschland","183","0.255763151900136","0.224221895161799","0.287304408638473"
"Grosse Sorgen","2001","indirekter Migrationshintergrund","Ostdeutschland","7","","",""
"Grosse Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","2001","kein Migrationshintergrund","Westdeutschland","7753","0.60132212888189","0.592855143877358","0.609789113886422"
"Einige Sorgen","2001","kein Migrationshintergrund","Ostdeutschland","3281","0.620815168797931","0.607693400341899","0.633936937253964"
"Einige Sorgen","2001","direkter Migrationshintergrund","Westdeutschland","1583","0.561814100190294","0.543337003855905","0.580291196524683"
"Einige Sorgen","2001","direkter Migrationshintergrund","Ostdeutschland","65","0.527909934702001","0.438959565714868","0.616860303689133"
"Einige Sorgen","2001","indirekter Migrationshintergrund","Westdeutschland","393","0.557446786165138","0.521538979437607","0.593354592892669"
"Einige Sorgen","2001","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"Einige Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","2001","kein Migrationshintergrund","Westdeutschland","1800","0.141304538514641","0.135280860193437","0.147328216835845"
"Keine Sorgen","2001","kein Migrationshintergrund","Ostdeutschland","635","0.120325238043508","0.11152640325671","0.129124072830306"
"Keine Sorgen","2001","direkter Migrationshintergrund","Westdeutschland","634","0.22512799612586","0.209574144763048","0.240681847488672"
"Keine Sorgen","2001","direkter Migrationshintergrund","Ostdeutschland","16","","",""
"Keine Sorgen","2001","indirekter Migrationshintergrund","Westdeutschland","159","0.186790061934727","0.158613847538243","0.21496627633121"
"Keine Sorgen","2001","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","2002","kein Migrationshintergrund","Westdeutschland","3235","0.234707580822114","0.227712624611967","0.24170253703226"
"Grosse Sorgen","2002","kein Migrationshintergrund","Ostdeutschland","1181","0.238564896365352","0.227046953067156","0.250082839663549"
"Grosse Sorgen","2002","direkter Migrationshintergrund","Westdeutschland","527","0.213316512118502","0.197734336934234","0.228898687302771"
"Grosse Sorgen","2002","direkter Migrationshintergrund","Ostdeutschland","30","0.281962953245235","0.199365792904488","0.364560113585982"
"Grosse Sorgen","2002","indirekter Migrationshintergrund","Westdeutschland","164","0.228558896693628","0.198345706034823","0.258772087352433"
"Grosse Sorgen","2002","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","2002","kein Migrationshintergrund","Westdeutschland","8695","0.614718575195728","0.606686367316678","0.622750783074778"
"Einige Sorgen","2002","kein Migrationshintergrund","Ostdeutschland","3339","0.61767395301528","0.604541320067277","0.630806585963283"
"Einige Sorgen","2002","direkter Migrationshintergrund","Westdeutschland","1569","0.571156929004042","0.552331592329654","0.589982265678431"
"Einige Sorgen","2002","direkter Migrationshintergrund","Ostdeutschland","66","0.560178667366343","0.469062153871199","0.651295180861487"
"Einige Sorgen","2002","indirekter Migrationshintergrund","Westdeutschland","417","0.563912521125349","0.52823137337028","0.599593668880417"
"Einige Sorgen","2002","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","2002","kein Migrationshintergrund","Westdeutschland","2172","0.150573843982158","0.144671217260274","0.156476470704042"
"Keine Sorgen","2002","kein Migrationshintergrund","Ostdeutschland","740","0.143761150619367","0.134279729126739","0.153242572111996"
"Keine Sorgen","2002","direkter Migrationshintergrund","Westdeutschland","559","0.215526558877455","0.199885889050083","0.231167228704828"
"Keine Sorgen","2002","direkter Migrationshintergrund","Ostdeutschland","18","","",""
"Keine Sorgen","2002","indirekter Migrationshintergrund","Westdeutschland","161","0.207528582181023","0.178349145623669","0.236708018738377"
"Keine Sorgen","2002","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","2003","kein Migrationshintergrund","Westdeutschland","3117","0.245029824970864","0.237771832911834","0.252287817029894"
"Grosse Sorgen","2003","kein Migrationshintergrund","Ostdeutschland","1295","0.265608959132887","0.253586297080568","0.277631621185206"
"Grosse Sorgen","2003","direkter Migrationshintergrund","Westdeutschland","516","0.221979781776182","0.205643632981644","0.238315930570719"
"Grosse Sorgen","2003","direkter Migrationshintergrund","Ostdeutschland","36","0.350106867749502","0.257987538412974","0.442226197086029"
"Grosse Sorgen","2003","indirekter Migrationshintergrund","Westdeutschland","160","0.226080389903514","0.195962928711451","0.256197851095578"
"Grosse Sorgen","2003","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","2003","kein Migrationshintergrund","Westdeutschland","8380","0.614828388933471","0.606616440616972","0.62304033724997"
"Einige Sorgen","2003","kein Migrationshintergrund","Ostdeutschland","3301","0.62016320588082","0.606951250189945","0.633375161571695"
"Einige Sorgen","2003","direkter Migrationshintergrund","Westdeutschland","1510","0.586879806604546","0.567524042343381","0.606235570865711"
"Einige Sorgen","2003","direkter Migrationshintergrund","Ostdeutschland","55","0.515013835820893","0.418496883151748","0.611530788490038"
"Einige Sorgen","2003","indirekter Migrationshintergrund","Westdeutschland","440","0.591221151086979","0.555824825881176","0.626617476292783"
"Einige Sorgen","2003","indirekter Migrationshintergrund","Ostdeutschland","18","","",""
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","2003","kein Migrationshintergrund","Westdeutschland","1993","0.140141786095665","0.134283921045707","0.145999651145623"
"Keine Sorgen","2003","kein Migrationshintergrund","Ostdeutschland","588","0.114227834986293","0.105568937825985","0.122886732146602"
"Keine Sorgen","2003","direkter Migrationshintergrund","Westdeutschland","460","0.191140411619272","0.175683940157392","0.206596883081152"
"Keine Sorgen","2003","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"Keine Sorgen","2003","indirekter Migrationshintergrund","Westdeutschland","141","0.182698459009506","0.154875866952431","0.210521051066581"
"Keine Sorgen","2003","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","2004","kein Migrationshintergrund","Westdeutschland","2993","0.235152994839656","0.227889849753063","0.24241613992625"
"Grosse Sorgen","2004","kein Migrationshintergrund","Ostdeutschland","1149","0.242450814336508","0.23065292856882","0.254248700104195"
"Grosse Sorgen","2004","direkter Migrationshintergrund","Westdeutschland","501","0.215512729291438","0.199069352692608","0.231956105890268"
"Grosse Sorgen","2004","direkter Migrationshintergrund","Ostdeutschland","31","0.300893368762212","0.210547455393938","0.391239282130486"
"Grosse Sorgen","2004","indirekter Migrationshintergrund","Westdeutschland","169","0.217871637451322","0.188426473184148","0.247316801718496"
"Grosse Sorgen","2004","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","2004","kein Migrationshintergrund","Westdeutschland","8006","0.611860962607108","0.603514888967277","0.62020703624694"
"Einige Sorgen","2004","kein Migrationshintergrund","Ostdeutschland","3200","0.61318499481501","0.599777909865761","0.62659207976426"
"Einige Sorgen","2004","direkter Migrationshintergrund","Westdeutschland","1424","0.57591914772211","0.55615551928415","0.59568277616007"
"Einige Sorgen","2004","direkter Migrationshintergrund","Ostdeutschland","58","0.624139056606115","0.528731060659246","0.719547052552983"
"Einige Sorgen","2004","indirekter Migrationshintergrund","Westdeutschland","434","0.572604077652437","0.5373168921431","0.607891263161775"
"Einige Sorgen","2004","indirekter Migrationshintergrund","Ostdeutschland","22","","",""
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Keine Sorgen","2004","kein Migrationshintergrund","Westdeutschland","2098","0.152986042553235","0.14682103850774","0.15915104659873"
"Keine Sorgen","2004","kein Migrationshintergrund","Ostdeutschland","720","0.144364190848482","0.13468896387866","0.154039417818304"
"Keine Sorgen","2004","direkter Migrationshintergrund","Westdeutschland","477","0.208568122986452","0.192320406765714","0.22481583920719"
"Keine Sorgen","2004","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Keine Sorgen","2004","indirekter Migrationshintergrund","Westdeutschland","152","0.20952428489624","0.180495018234051","0.23855355155843"
"Keine Sorgen","2004","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grosse Sorgen","2005","kein Migrationshintergrund","Westdeutschland","3446","0.28605867099272","0.278143638160185","0.293973703825254"
"Grosse Sorgen","2005","kein Migrationshintergrund","Ostdeutschland","1377","0.298769726070781","0.285936804363329","0.311602647778233"
"Grosse Sorgen","2005","direkter Migrationshintergrund","Westdeutschland","545","0.25329163356743","0.235325845399659","0.2712574217352"
"Grosse Sorgen","2005","direkter Migrationshintergrund","Ostdeutschland","37","0.339377536305015","0.244659935370076","0.434095137239955"
"Grosse Sorgen","2005","indirekter Migrationshintergrund","Westdeutschland","193","0.225099028324156","0.195770567261185","0.254427489387127"
"Grosse Sorgen","2005","indirekter Migrationshintergrund","Ostdeutschland","6","","",""
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Einige Sorgen","2005","kein Migrationshintergrund","Westdeutschland","7283","0.576970904886906","0.56831811861445","0.585623691159361"
"Einige Sorgen","2005","kein Migrationshintergrund","Ostdeutschland","2907","0.580027130724701","0.566189501384129","0.593864760065273"
"Einige Sorgen","2005","direkter Migrationshintergrund","Westdeutschland","1306","0.567703609599608","0.547238598904509","0.588168620294707"
"Einige Sorgen","2005","direkter Migrationshintergrund","Ostdeutschland","52","0.577738908857844","0.478936208189547","0.67654160952614"
"Einige Sorgen","2005","indirekter Migrationshintergrund","Westdeutschland","419","0.573854189941808","0.539127830832146","0.608580549051469"
"Einige Sorgen","2005","indirekter Migrationshintergrund","Ostdeutschland","20","","",""
"Einige Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
