year,age_gr,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,30-45 y.,Urban regions,Yes,0.06637,330,5657,0.05988,0.07285
2014,30-45 y.,Urban regions,No,0.93363,5327,5657,0.92715,0.94012
2014,30-45 y.,Rural regions,Yes,0.05978,126,2862,0.05109,0.06847
2014,30-45 y.,Rural regions,No,0.94022,2736,2862,0.93153,0.94891
2014,46-65 y.,Urban regions,Yes,0.01011,82,5894,0.00755,0.01266
2014,46-65 y.,Urban regions,No,0.98989,5812,5894,0.98734,0.99245
2014,46-65 y.,Rural regions,Yes,0.00932,43,3419,0.00610,0.01255
2014,46-65 y.,Rural regions,No,0.99068,3376,3419,0.98745,0.99390
2014,66 and older,Urban regions,No,0.99851,3153,3153,0.99717,0.99986
2014,66 and older,Rural regions,No,0.99774,1792,1792,0.99554,0.99994
2015,17-29 y.,Urban regions,Yes,0.47036,1546,3042,0.45262,0.48810
2015,17-29 y.,Urban regions,No,0.46509,1496,3042,0.44736,0.48281
2015,17-29 y.,Rural regions,Yes,0.42193,676,1420,0.39623,0.44763
2015,17-29 y.,Rural regions,No,0.50668,744,1420,0.48066,0.53269
2015,30-45 y.,Urban regions,Yes,0.07001,303,5519,0.06328,0.07674
2015,30-45 y.,Urban regions,No,0.92999,5216,5519,0.92326,0.93672
2015,30-45 y.,Rural regions,Yes,0.04774,120,2767,0.03979,0.05568
2015,30-45 y.,Rural regions,No,0.95208,2647,2767,0.94411,0.96004
2015,46-65 y.,Urban regions,Yes,0.00934,67,5811,0.00687,0.01181
2015,46-65 y.,Urban regions,No,0.99066,5744,5811,0.98819,0.99313
2015,46-65 y.,Rural regions,No,0.99271,3306,3306,0.98981,0.99561
2015,66 and older,Urban regions,No,0.99724,3094,3094,0.99539,0.99909
2015,66 and older,Rural regions,No,0.99849,1802,1802,0.99670,1.00028
2016,17-29 y.,Urban regions,Yes,0.47122,1458,3325,0.45425,0.48819
2016,17-29 y.,Urban regions,No,0.45924,1867,3325,0.44230,0.47618
2016,17-29 y.,Rural regions,Yes,0.40567,599,1539,0.38113,0.43021
2016,17-29 y.,Rural regions,No,0.51764,940,1539,0.49266,0.54261
2016,30-45 y.,Urban regions,Yes,0.07548,324,5787,0.06867,0.08229
2016,30-45 y.,Urban regions,No,0.92446,5463,5787,0.91765,0.93127
2016,30-45 y.,Rural regions,Yes,0.03720,92,2834,0.03024,0.04417
2016,30-45 y.,Rural regions,No,0.96267,2742,2834,0.95569,0.96965
2016,46-65 y.,Urban regions,Yes,0.00812,79,5754,0.00580,0.01043
2016,46-65 y.,Urban regions,No,0.99187,5675,5754,0.98954,0.99419
2016,46-65 y.,Rural regions,No,0.99337,3253,3253,0.99058,0.99616
2016,66 and older,Urban regions,No,0.99804,2979,2979,0.99645,0.99963
2017,17-29 y.,Urban regions,Yes,0.49387,1752,3937,0.47825,0.50949
2017,17-29 y.,Urban regions,No,0.43406,2185,3937,0.41858,0.44954
2017,17-29 y.,Rural regions,Yes,0.39524,740,1879,0.37312,0.41735
2017,17-29 y.,Rural regions,No,0.54431,1139,1879,0.52178,0.56683
2017,30-45 y.,Urban regions,Yes,0.07096,358,6132,0.06453,0.07739
2017,30-45 y.,Urban regions,No,0.92903,5774,6132,0.92260,0.93545
2017,30-45 y.,Rural regions,Yes,0.04503,121,2996,0.03761,0.05246
2017,30-45 y.,Rural regions,No,0.95496,2875,2996,0.94753,0.96239
2017,46-65 y.,Urban regions,Yes,0.00909,93,6700,0.00682,0.01136
2017,46-65 y.,Urban regions,No,0.99091,6607,6700,0.98864,0.99318
2017,46-65 y.,Rural regions,Yes,0.00984,44,3878,0.00673,0.01295
2017,46-65 y.,Rural regions,No,0.99014,3834,3878,0.98703,0.99325
2017,66 and older,Urban regions,No,0.99943,3128,3128,0.99860,1.00027
2017,66 and older,Rural regions,No,0.99934,1861,1861,0.99817,1.00051
2018,17-29 y.,Urban regions,Yes,0.47148,1721,3778,0.45556,0.48740
2018,17-29 y.,Urban regions,No,0.47119,2057,3778,0.45527,0.48711
2018,17-29 y.,Rural regions,Yes,0.36153,685,1711,0.33875,0.38430
2018,17-29 y.,Rural regions,No,0.56268,1026,1711,0.53917,0.58620
2018,30-45 y.,Urban regions,Yes,0.07190,364,5739,0.06521,0.07858
2018,30-45 y.,Urban regions,No,0.92806,5375,5739,0.92138,0.93475
2018,30-45 y.,Rural regions,Yes,0.03787,116,2701,0.03067,0.04507
2018,30-45 y.,Rural regions,No,0.96140,2585,2701,0.95413,0.96866
2018,46-65 y.,Urban regions,Yes,0.00706,72,6530,0.00503,0.00909
2018,46-65 y.,Urban regions,No,0.99294,6458,6530,0.99091,0.99497
2018,46-65 y.,Rural regions,Yes,0.00412,38,3730,0.00206,0.00617
2018,46-65 y.,Rural regions,No,0.99588,3692,3730,0.99383,0.99794
2018,66 and older,Urban regions,No,0.99661,3166,3166,0.99459,0.99864
2018,66 and older,Rural regions,No,0.99862,1841,1841,0.99693,1.00032
2019,17-29 y.,Urban regions,Yes,0.44238,1539,3298,0.42543,0.45934
2019,17-29 y.,Urban regions,No,0.49103,1759,3298,0.47397,0.50810
2019,17-29 y.,Rural regions,Yes,0.37990,603,1429,0.35472,0.40507
2019,17-29 y.,Rural regions,No,0.51993,826,1429,0.49402,0.54584
2019,30-45 y.,Urban regions,Yes,0.06931,309,5257,0.06244,0.07617
2019,30-45 y.,Urban regions,No,0.93069,4948,5257,0.92383,0.93756
2019,30-45 y.,Rural regions,Yes,0.04613,114,2550,0.03799,0.05427
2019,30-45 y.,Rural regions,No,0.95387,2436,2550,0.94573,0.96201
2019,46-65 y.,Urban regions,Yes,0.01085,97,6989,0.00842,0.01328
2019,46-65 y.,Urban regions,No,0.98914,6892,6989,0.98671,0.99157
2019,46-65 y.,Rural regions,Yes,0.00405,36,3872,0.00205,0.00605
2019,46-65 y.,Rural regions,No,0.99595,3836,3872,0.99395,0.99795
2019,66 and older,Urban regions,No,0.99753,3236,3236,0.99582,0.99924
2019,66 and older,Rural regions,No,0.99935,1878,1878,0.99820,1.00050
2020,17-29 y.,Urban regions,Yes,0.45863,1718,3973,0.44314,0.47413
2020,17-29 y.,Urban regions,No,0.47916,2255,3973,0.46362,0.49469
2020,17-29 y.,Rural regions,Yes,0.40505,613,1492,0.38013,0.42997
2020,17-29 y.,Rural regions,No,0.49346,879,1492,0.46808,0.51884
2020,30-45 y.,Urban regions,Yes,0.07301,391,5954,0.06640,0.07962
2020,30-45 y.,Urban regions,No,0.92677,5563,5954,0.92015,0.93339
2020,30-45 y.,Rural regions,Yes,0.03860,106,2537,0.03110,0.04609
2020,30-45 y.,Rural regions,No,0.96139,2431,2537,0.95389,0.96889
2020,46-65 y.,Urban regions,Yes,0.01041,94,6875,0.00801,0.01281
2020,46-65 y.,Urban regions,No,0.98959,6781,6875,0.98719,0.99199
2020,46-65 y.,Rural regions,Yes,0.00583,40,3647,0.00336,0.00830
2020,46-65 y.,Rural regions,No,0.99417,3607,3647,0.99170,0.99664
2020,66 and older,Urban regions,No,0.99765,3109,3109,0.99594,0.99935
2020,66 and older,Rural regions,No,0.99878,1808,1808,0.99717,1.00039
2021,17-29 y.,Urban regions,Yes,0.46871,1158,2396,0.44873,0.48870
2021,17-29 y.,Urban regions,No,0.46759,1238,2396,0.44761,0.48757
2021,17-29 y.,Rural regions,Yes,0.37243,396,882,0.34050,0.40435
2021,17-29 y.,Rural regions,No,0.55941,486,882,0.52663,0.59219
2021,30-45 y.,Urban regions,Yes,0.08276,284,3769,0.07397,0.09156
2021,30-45 y.,Urban regions,No,0.91606,3485,3769,0.90720,0.92491
2021,30-45 y.,Rural regions,Yes,0.04059,88,1575,0.03084,0.05034
2021,30-45 y.,Rural regions,No,0.95891,1487,1575,0.94911,0.96872
2021,46-65 y.,Urban regions,Yes,0.00777,87,4854,0.00530,0.01024
2021,46-65 y.,Urban regions,No,0.99111,4767,4854,0.98847,0.99375
2021,46-65 y.,Rural regions,Yes,0.00752,36,2464,0.00411,0.01094
2021,46-65 y.,Rural regions,No,0.98976,2428,2464,0.98578,0.99374
2021,66 and older,Urban regions,No,0.98888,2240,2240,0.98453,0.99322
2021,66 and older,Rural regions,No,0.98599,1323,1323,0.97966,0.99233
