syear,migback,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2017,No migration background,3. Quintil,6.748257646085113,6.72686708780202,6.769648204368206,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,3434.0
2017,No migration background,4. Quintil,6.861256301539321,6.8456045154332585,6.876908087645383,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5856.0
2017,No migration background,5. Quintil,6.897450279064267,6.886508279756486,6.908392278372048,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,9267.0
2017,Direct migration background,2. Quintil,6.638725516770268,6.593767860638209,6.683683172902327,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1012.0
2017,Direct migration background,3. Quintil,6.791416928066498,6.756820238532825,6.826013617600172,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1274.0
2017,Direct migration background,4. Quintil,6.743142448066294,6.7079417080033,6.778343188129288,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1298.0
2017,Direct migration background,5. Quintil,6.78800565980622,6.7579033116814555,6.818108007930985,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1156.0
2017,Indirect migration background,2. Quintil,6.882069853612721,6.79953133952387,6.964608367701572,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,313.0
2017,Indirect migration background,3. Quintil,7.056107356952812,6.99046947122444,7.121745242681184,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,361.0
2017,Indirect migration background,4. Quintil,6.801790057152216,6.751347523765765,6.852232590538667,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,435.0
2017,Indirect migration background,5. Quintil,6.767832114284279,6.727386023674112,6.808278204894447,6.0,7.0,7.0,4.5,8.5,7.0,7.0,7.0,527.0
2018,No migration background,2. Quintil,,,,,,,,,,,,
2018,No migration background,3. Quintil,,,,,,,,,,,,
2018,No migration background,4. Quintil,,,,,,,,,,,,
2018,No migration background,5. Quintil,,,,,,,,,,,,
2018,Direct migration background,2. Quintil,,,,,,,,,,,,
2018,Direct migration background,3. Quintil,,,,,,,,,,,,
2018,Direct migration background,4. Quintil,,,,,,,,,,,,
2018,Direct migration background,5. Quintil,,,,,,,,,,,,
2018,Indirect migration background,2. Quintil,,,,,,,,,,,,
2018,Indirect migration background,3. Quintil,,,,,,,,,,,,
2018,Indirect migration background,4. Quintil,,,,,,,,,,,,
2018,Indirect migration background,5. Quintil,,,,,,,,,,,,
2019,No migration background,1. Quintil,,,,,,,,,,,,
2019,No migration background,2. Quintil,6.692214797325954,6.649745191879569,6.734684402772338,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1199.0
2019,No migration background,3. Quintil,6.751277447461328,6.72518050919552,6.7773743857271365,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2606.0
2019,No migration background,4. Quintil,6.79054782474135,6.773345086861894,6.807750562620806,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,5160.0
2019,No migration background,5. Quintil,6.856863583900477,6.846765958999945,6.866961208801009,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,11174.0
2019,Direct migration background,2. Quintil,6.529853900998577,6.47143967447785,6.588268127519305,6.0,7.0,8.0,3.0,11.0,7.0,7.0,8.0,684.0
2019,Direct migration background,3. Quintil,6.549956854373608,6.506467143959448,6.593446564787769,6.0,7.0,7.0,4.5,8.5,7.0,7.0,8.0,909.0
2019,Direct migration background,4. Quintil,6.772801634539746,6.7304348913718455,6.815168377707647,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1017.0
2019,Direct migration background,5. Quintil,6.771459004000315,6.743651524701595,6.799266483299035,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1346.0
2019,Indirect migration background,2. Quintil,6.713242499485374,6.634218386682279,6.792266612288469,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,211.0
2019,Indirect migration background,3. Quintil,6.797763851919416,6.7317643237005305,6.863763380138301,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,319.0
2019,Indirect migration background,4. Quintil,6.865073730391366,6.809134862430641,6.921012598352091,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,392.0
2019,Indirect migration background,5. Quintil,6.601356778952504,6.560356765589277,6.642356792315732,6.0,7.0,7.0,4.5,8.5,7.0,7.0,8.0,651.0
2020,No migration background,2. Quintil,6.929906429899883,6.881643527101807,6.978169332697958,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,998.0
2020,No migration background,3. Quintil,6.833136522329078,6.803990725391651,6.862282319266505,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2164.0
2020,No migration background,4. Quintil,6.8919385726191,6.87389377137982,6.90998337385838,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,4635.0
2020,No migration background,5. Quintil,6.939905175524003,6.929929093769609,6.949881257278396,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,10715.0
2020,Direct migration background,2. Quintil,6.909252357333887,6.877265663872883,6.941239050794891,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2336.0
2020,Direct migration background,3. Quintil,6.762311301630154,6.737435013111713,6.787187590148595,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2176.0
2020,Direct migration background,4. Quintil,6.711635243393446,6.684949233169763,6.738321253617129,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1696.0
2020,Direct migration background,5. Quintil,6.839769528283322,6.814458805564414,6.86508025100223,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2057.0
2020,Indirect migration background,2. Quintil,7.050631959722551,6.958169730365698,7.143094189079404,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,179.0
2020,Indirect migration background,3. Quintil,6.975040149652074,6.902802772244703,7.047277527059444,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,297.0
2020,Indirect migration background,4. Quintil,6.849307694098321,6.788048413633345,6.910566974563296,6.0,7.0,8.0,4.0,11.0,7.0,7.0,7.0,390.0
2020,Indirect migration background,5. Quintil,6.859703686531846,6.823440566017818,6.895966807045874,6.0,7.0,7.0,4.5,8.5,7.0,7.0,7.0,665.0
2021,No migration background,2. Quintil,6.6649726077794975,6.608878187795315,6.72106702776368,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,657.0
2021,No migration background,3. Quintil,6.770871415306735,6.736144831442644,6.805597999170827,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1355.0
2021,No migration background,4. Quintil,6.906452796904304,6.884113382343797,6.9287922114648115,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,2877.0
2021,No migration background,5. Quintil,6.90961489337558,6.898309054047464,6.920920732703697,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,8294.0
2021,Direct migration background,2. Quintil,6.628772811108092,6.596055283264872,6.661490338951313,6.0,7.0,7.0,4.5,8.5,7.0,7.0,7.0249999999999995,1444.0
2021,Direct migration background,3. Quintil,6.71214908748027,6.678964903107049,6.745333271853491,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1287.0
2021,Direct migration background,4. Quintil,6.812990693065517,6.77845425164543,6.847527134485604,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1048.0
2021,Direct migration background,5. Quintil,6.825183258647782,6.795615121643371,6.854751395652194,6.0,7.0,8.0,3.0,11.0,7.0,7.0,7.0,1348.0
2021,Indirect migration background,2. Quintil,6.588202643739342,6.422871433276886,6.753533854201797,6.0,7.0,8.0,3.0,10.0,7.0,7.0,8.0,84.0
2021,Indirect migration background,3. Quintil,7.024238638399162,6.939654386323415,7.10882289047491,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,163.0
2021,Indirect migration background,4. Quintil,6.9422984941773,6.844760544452403,7.039836443902197,6.0,7.0,8.0,3.0,11.0,7.0,6.0,7.0,213.0
2021,Indirect migration background,5. Quintil,6.765317393449648,6.711495896995806,6.819138889903491,6.0,7.0,7.0,4.5,8.5,7.0,7.0,7.0,473.0
