year,age_gr,sampreg,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,17-29 y.,East,No,0.50362,451,777,0.46844,0.53880
2019,30-45 y.,West,Yes,0.06335,355,6362,0.05737,0.06934
2019,30-45 y.,West,No,0.93665,6007,6362,0.93066,0.94263
2019,30-45 y.,East,Yes,0.07150,88,1576,0.05877,0.08422
2019,30-45 y.,East,No,0.92850,1488,1576,0.91578,0.94123
2019,46-65 y.,West,Yes,0.00919,109,8680,0.00718,0.01120
2019,46-65 y.,West,No,0.99080,8571,8680,0.98880,0.99281
2019,46-65 y.,East,No,0.99383,2322,2322,0.99064,0.99701
2019,66 and older,West,No,0.99777,3892,3892,0.99629,0.99926
2019,66 and older,East,No,0.99956,1295,1295,0.99842,1.00070
2020,17-29 y.,West,Yes,0.45016,1998,4665,0.43588,0.46444
2020,17-29 y.,West,No,0.48221,2667,4665,0.46787,0.49655
2020,17-29 y.,East,Yes,0.41325,333,798,0.37907,0.44744
2020,17-29 y.,East,No,0.47607,465,798,0.44139,0.51074
2020,30-45 y.,West,Yes,0.06581,415,6901,0.05996,0.07166
2020,30-45 y.,West,No,0.93399,6486,6901,0.92813,0.93985
2020,30-45 y.,East,Yes,0.05214,82,1592,0.04122,0.06306
2020,30-45 y.,East,No,0.94786,1510,1592,0.93694,0.95878
2020,46-65 y.,West,Yes,0.00975,109,8326,0.00764,0.01186
2020,46-65 y.,West,No,0.99025,8217,8326,0.98814,0.99236
2020,46-65 y.,East,No,0.99292,2170,2170,0.98939,0.99645
2020,66 and older,West,No,0.99776,3678,3678,0.99623,0.99929
2020,66 and older,East,No,0.99918,1240,1240,0.99759,1.00077
2021,17-29 y.,West,Yes,0.44312,1309,2792,0.42469,0.46155
2021,17-29 y.,West,No,0.49373,1483,2792,0.47518,0.51228
2021,17-29 y.,East,Yes,0.44453,246,487,0.40035,0.48870
2021,17-29 y.,East,No,0.47980,241,487,0.43538,0.52422
2021,30-45 y.,West,Yes,0.07519,308,4279,0.06729,0.08309
2021,30-45 y.,West,No,0.92370,3971,4279,0.91575,0.93166
2021,30-45 y.,East,Yes,0.05420,63,1064,0.04059,0.06781
2021,30-45 y.,East,No,0.94553,1001,1064,0.93189,0.95917
2021,46-65 y.,West,Yes,0.00789,98,5832,0.00562,0.01016
2021,46-65 y.,West,No,0.99087,5734,5832,0.98843,0.99331
2021,46-65 y.,East,No,0.98904,1461,1461,0.98370,0.99438
2021,66 and older,West,No,0.98923,2713,2713,0.98534,0.99311
2021,66 and older,East,No,0.98198,851,851,0.97304,0.99093
2022,17-29 y.,West,Yes,0.45699,2002,4656,0.44268,0.47130
2022,17-29 y.,West,No,0.49395,2654,4656,0.47959,0.50831
2022,17-29 y.,East,Yes,0.41456,438,985,0.38377,0.44534
2022,17-29 y.,East,No,0.51669,547,985,0.48547,0.54792
2022,30-45 y.,West,Yes,0.08314,620,7027,0.07668,0.08959
2022,30-45 y.,West,No,0.91342,6407,7027,0.90685,0.92000
2022,30-45 y.,East,Yes,0.06666,136,1913,0.05548,0.07785
2022,30-45 y.,East,No,0.93119,1777,1913,0.91984,0.94254
2022,46-65 y.,West,Yes,0.01696,143,7251,0.01398,0.01993
2022,46-65 y.,West,No,0.97666,7108,7251,0.97318,0.98013
2022,46-65 y.,East,Yes,0.00859,36,1908,0.00445,0.01273
2022,46-65 y.,East,No,0.98640,1872,1908,0.98120,0.99160
2022,66 and older,West,No,0.97864,3052,3052,0.97351,0.98377
2022,66 and older,East,No,0.98518,1035,1035,0.97781,0.99254
