year,pgisced97,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Upper Secondary Level,female,Yes,0.06297,429,5935,0.05679,0.06915
2001,Upper Secondary Level,female,No,0.93703,5506,5935,0.93085,0.94321
2001,Post-secondary Non-tertiary Level,male,Yes,0.16496,69,478,0.13165,0.19826
2001,Post-secondary Non-tertiary Level,male,No,0.83504,409,478,0.80174,0.86835
2001,Post-secondary Non-tertiary Level,female,Yes,0.12569,72,588,0.09887,0.15251
2001,Post-secondary Non-tertiary Level,female,No,0.87431,516,588,0.84749,0.90113
2001,First Stage of Tertiary Education,male,No,0.97332,940,940,0.96301,0.98362
2001,First Stage of Tertiary Education,female,Yes,0.05607,37,712,0.03916,0.07299
2001,First Stage of Tertiary Education,female,No,0.94393,675,712,0.92701,0.96084
2001,Second Stage of Tertiary Education,male,Yes,0.04925,88,1994,0.03975,0.05876
2001,Second Stage of Tertiary Education,male,No,0.95075,1906,1994,0.94124,0.96025
2001,Second Stage of Tertiary Education,female,Yes,0.08139,123,1556,0.06780,0.09498
2001,Second Stage of Tertiary Education,female,No,0.91861,1433,1556,0.90502,0.93220
2002,Pre-primary Level,male,Yes,0.99069,292,292,0.97966,1.00173
2002,Pre-primary Level,female,Yes,0.98753,312,312,0.97520,0.99986
2002,Primary Level,male,No,0.90938,111,111,0.85574,0.96303
2002,Primary Level,female,No,0.96250,162,162,0.93315,0.99185
2002,Lower Secondary Level,male,Yes,0.29077,318,946,0.26182,0.31973
2002,Lower Secondary Level,male,No,0.70923,628,946,0.68027,0.73818
2002,Lower Secondary Level,female,Yes,0.11611,288,1945,0.10187,0.13035
2002,Lower Secondary Level,female,No,0.88389,1657,1945,0.86965,0.89813
2002,Upper Secondary Level,male,Yes,0.06153,411,5563,0.05522,0.06785
2002,Upper Secondary Level,male,No,0.93847,5152,5563,0.93215,0.94478
2002,Upper Secondary Level,female,Yes,0.06180,454,6021,0.05572,0.06788
2002,Upper Secondary Level,female,No,0.93820,5567,6021,0.93212,0.94428
2002,Post-secondary Non-tertiary Level,male,Yes,0.18006,82,493,0.14610,0.21401
2002,Post-secondary Non-tertiary Level,male,No,0.81994,411,493,0.78599,0.85390
2002,Post-secondary Non-tertiary Level,female,Yes,0.11178,82,672,0.08794,0.13562
2002,Post-secondary Non-tertiary Level,female,No,0.88822,590,672,0.86438,0.91206
2002,First Stage of Tertiary Education,male,No,0.96755,980,980,0.95646,0.97865
2002,First Stage of Tertiary Education,female,Yes,0.04225,33,733,0.02768,0.05682
2002,First Stage of Tertiary Education,female,No,0.95775,700,733,0.94318,0.97232
2002,Second Stage of Tertiary Education,male,Yes,0.04285,91,2602,0.03506,0.05063
2002,Second Stage of Tertiary Education,male,No,0.95715,2511,2602,0.94937,0.96494
2002,Second Stage of Tertiary Education,female,Yes,0.05563,111,1957,0.04547,0.06579
2002,Second Stage of Tertiary Education,female,No,0.94437,1846,1957,0.93421,0.95453
2003,Pre-primary Level,male,Yes,0.97470,294,294,0.95672,0.99268
2003,Pre-primary Level,female,Yes,0.99296,315,315,0.98371,1.00221
2003,Primary Level,male,No,0.91789,102,102,0.86434,0.97143
2003,Primary Level,female,No,0.96948,158,158,0.94257,0.99638
2003,Lower Secondary Level,male,Yes,0.26923,294,909,0.24038,0.29808
2003,Lower Secondary Level,male,No,0.73077,615,909,0.70192,0.75962
2003,Lower Secondary Level,female,Yes,0.09772,246,1825,0.08410,0.11135
2003,Lower Secondary Level,female,No,0.90228,1579,1825,0.88865,0.91590
2003,Upper Secondary Level,male,Yes,0.06493,399,5321,0.05830,0.07155
2003,Upper Secondary Level,male,No,0.93507,4922,5321,0.92845,0.94170
2003,Upper Secondary Level,female,Yes,0.05403,398,5785,0.04821,0.05986
2003,Upper Secondary Level,female,No,0.94597,5387,5785,0.94014,0.95179
2003,Post-secondary Non-tertiary Level,male,Yes,0.15885,69,480,0.12611,0.19158
2003,Post-secondary Non-tertiary Level,male,No,0.84115,411,480,0.80842,0.87389
2003,Post-secondary Non-tertiary Level,female,Yes,0.12923,86,672,0.10385,0.15462
2003,Post-secondary Non-tertiary Level,female,No,0.87077,586,672,0.84538,0.89615
2003,First Stage of Tertiary Education,male,No,0.96583,946,946,0.95424,0.97741
2003,First Stage of Tertiary Education,female,No,0.96761,686,686,0.95435,0.98086
2003,Second Stage of Tertiary Education,male,Yes,0.04889,80,2457,0.04036,0.05742
2003,Second Stage of Tertiary Education,male,No,0.95102,2377,2457,0.94249,0.95956
2003,Second Stage of Tertiary Education,female,Yes,0.05975,109,1896,0.04908,0.07042
2003,Second Stage of Tertiary Education,female,No,0.94025,1787,1896,0.92958,0.95092
2004,Pre-primary Level,male,Yes,0.98752,306,306,0.97506,0.99998
2004,Pre-primary Level,female,Yes,0.98511,325,325,0.97193,0.99830
2004,Primary Level,male,No,0.94129,95,95,0.89377,0.98881
2004,Primary Level,female,No,0.97966,150,150,0.95699,1.00232
2004,Lower Secondary Level,male,Yes,0.26572,259,836,0.23576,0.29568
2004,Lower Secondary Level,male,No,0.73428,577,836,0.70432,0.76424
2004,Lower Secondary Level,female,Yes,0.11054,247,1738,0.09579,0.12528
2004,Lower Secondary Level,female,No,0.88946,1491,1738,0.87472,0.90421
2004,Upper Secondary Level,male,Yes,0.06308,393,5158,0.05644,0.06971
2004,Upper Secondary Level,male,No,0.93692,4765,5158,0.93029,0.94356
2004,Upper Secondary Level,female,Yes,0.05530,409,5623,0.04932,0.06127
2004,Upper Secondary Level,female,No,0.94470,5214,5623,0.93873,0.95068
2004,Post-secondary Non-tertiary Level,male,Yes,0.14832,70,481,0.11653,0.18012
2004,Post-secondary Non-tertiary Level,male,No,0.85168,411,481,0.81988,0.88347
2004,Post-secondary Non-tertiary Level,female,Yes,0.09144,78,676,0.06969,0.11318
2004,Post-secondary Non-tertiary Level,female,No,0.90856,598,676,0.88682,0.93031
2004,First Stage of Tertiary Education,male,No,0.96739,907,907,0.95582,0.97896
2004,First Stage of Tertiary Education,female,No,0.96279,681,681,0.94856,0.97702
2004,Second Stage of Tertiary Education,male,Yes,0.03781,81,2418,0.03021,0.04542
2004,Second Stage of Tertiary Education,male,No,0.96219,2337,2418,0.95458,0.96979
2004,Second Stage of Tertiary Education,female,Yes,0.06120,101,1877,0.05035,0.07204
2004,Second Stage of Tertiary Education,female,No,0.93880,1776,1877,0.92796,0.94965
2005,Pre-primary Level,male,Yes,0.99382,308,308,0.98505,1.00259
2005,Pre-primary Level,female,Yes,0.98469,335,335,0.97152,0.99786
2005,Primary Level,male,No,0.92413,95,95,0.87060,0.97766
2005,Primary Level,female,No,0.97437,138,138,0.94791,1.00083
2005,Lower Secondary Level,male,Yes,0.28173,242,774,0.25002,0.31345
2005,Lower Secondary Level,male,No,0.71827,532,774,0.68655,0.74998
2005,Lower Secondary Level,female,Yes,0.10710,215,1617,0.09202,0.12218
2005,Lower Secondary Level,female,No,0.89290,1402,1617,0.87782,0.90798
2005,Upper Secondary Level,male,Yes,0.06071,337,4887,0.05401,0.06740
2005,Upper Secondary Level,male,No,0.93929,4550,4887,0.93260,0.94599
2005,Upper Secondary Level,female,Yes,0.05772,373,5360,0.05148,0.06397
2005,Upper Secondary Level,female,No,0.94228,4987,5360,0.93603,0.94852
2005,Post-secondary Non-tertiary Level,male,Yes,0.18030,71,463,0.14525,0.21536
2005,Post-secondary Non-tertiary Level,male,No,0.81970,392,463,0.78464,0.85475
2005,Post-secondary Non-tertiary Level,female,Yes,0.09138,75,665,0.06947,0.11330
2005,Post-secondary Non-tertiary Level,female,No,0.90862,590,665,0.88670,0.93053
2005,First Stage of Tertiary Education,male,No,0.97047,871,871,0.95922,0.98172
2005,First Stage of Tertiary Education,female,No,0.94889,639,639,0.93180,0.96598
2005,Second Stage of Tertiary Education,male,Yes,0.03652,74,2309,0.02887,0.04418
2005,Second Stage of Tertiary Education,male,No,0.96348,2235,2309,0.95582,0.97113
2005,Second Stage of Tertiary Education,female,Yes,0.07107,102,1856,0.05937,0.08276
2005,Second Stage of Tertiary Education,female,No,0.92878,1754,1856,0.91707,0.94048
2006,Pre-primary Level,male,Yes,0.59555,194,194,0.52631,0.66480
2006,Pre-primary Level,female,Yes,0.62726,192,192,0.55868,0.69583
2006,Primary Level,male,No,0.93908,90,90,0.88938,0.98877
2006,Primary Level,female,No,0.95112,135,135,0.91461,0.98763
2006,Lower Secondary Level,male,Yes,0.24221,215,769,0.21191,0.27251
2006,Lower Secondary Level,male,No,0.72617,554,769,0.69464,0.75771
2006,Lower Secondary Level,female,Yes,0.09659,206,1711,0.08259,0.11059
2006,Lower Secondary Level,female,No,0.89302,1505,1711,0.87837,0.90767
2006,Upper Secondary Level,male,Yes,0.05989,325,5267,0.05348,0.06629
2006,Upper Secondary Level,male,No,0.93989,4942,5267,0.93347,0.94631
2006,Upper Secondary Level,female,Yes,0.05735,380,5815,0.05138,0.06333
2006,Upper Secondary Level,female,No,0.94214,5435,5815,0.93614,0.94815
2006,Post-secondary Non-tertiary Level,male,Yes,0.14418,62,478,0.11266,0.17570
2006,Post-secondary Non-tertiary Level,male,No,0.85582,416,478,0.82430,0.88734
2006,Post-secondary Non-tertiary Level,female,Yes,0.10171,78,734,0.07983,0.12359
2006,Post-secondary Non-tertiary Level,female,No,0.89829,656,734,0.87641,0.92017
2006,First Stage of Tertiary Education,male,No,0.97273,919,919,0.96220,0.98327
2006,First Stage of Tertiary Education,female,No,0.96485,685,685,0.95105,0.97865
2006,Second Stage of Tertiary Education,male,Yes,0.03534,66,2551,0.02818,0.04251
2006,Second Stage of Tertiary Education,male,No,0.96466,2485,2551,0.95749,0.97182
2006,Second Stage of Tertiary Education,female,Yes,0.04179,86,2026,0.03308,0.05051
2006,Second Stage of Tertiary Education,female,No,0.95821,1940,2026,0.94949,0.96692
2007,Pre-primary Level,male,Yes,0.48823,161,161,0.41078,0.56569
2007,Pre-primary Level,female,Yes,0.55726,180,180,0.48450,0.63003
2007,Primary Level,male,No,0.95150,73,73,0.90188,1.00112
2007,Primary Level,female,No,0.95303,131,131,0.91666,0.98940
2007,Lower Secondary Level,male,Yes,0.22709,189,690,0.19581,0.25837
2007,Lower Secondary Level,male,No,0.75053,501,690,0.71822,0.78284
2007,Lower Secondary Level,female,Yes,0.08637,164,1515,0.07222,0.10052
2007,Lower Secondary Level,female,No,0.89545,1351,1515,0.88004,0.91087
2007,Upper Secondary Level,male,Yes,0.06598,345,4902,0.05903,0.07293
2007,Upper Secondary Level,male,No,0.93350,4557,4902,0.92653,0.94048
2007,Upper Secondary Level,female,Yes,0.06322,382,5419,0.05674,0.06970
2007,Upper Secondary Level,female,No,0.93674,5037,5419,0.93026,0.94322
2007,Post-secondary Non-tertiary Level,male,Yes,0.11275,59,462,0.08388,0.14162
2007,Post-secondary Non-tertiary Level,male,No,0.88725,403,462,0.85838,0.91612
2007,Post-secondary Non-tertiary Level,female,Yes,0.10080,75,705,0.07856,0.12304
2007,Post-secondary Non-tertiary Level,female,No,0.89920,630,705,0.87696,0.92144
2007,First Stage of Tertiary Education,male,No,0.96074,878,878,0.94788,0.97359
2007,First Stage of Tertiary Education,female,No,0.96954,612,612,0.95592,0.98317
2007,Second Stage of Tertiary Education,male,Yes,0.03203,53,2409,0.02500,0.03906
2007,Second Stage of Tertiary Education,male,No,0.96797,2356,2409,0.96094,0.97500
2007,Second Stage of Tertiary Education,female,Yes,0.05143,99,1980,0.04170,0.06116
2007,Second Stage of Tertiary Education,female,No,0.94857,1881,1980,0.93884,0.95830
2008,Pre-primary Level,male,Yes,0.57268,171,171,0.49831,0.64704
2008,Pre-primary Level,female,Yes,0.62058,184,184,0.55028,0.69089
2008,Primary Level,male,No,0.98850,69,69,0.96316,1.01384
2008,Primary Level,female,No,0.94641,108,108,0.90373,0.98908
2008,Lower Secondary Level,male,Yes,0.24636,185,631,0.21271,0.28001
2008,Lower Secondary Level,male,No,0.72812,446,631,0.69337,0.76286
2008,Lower Secondary Level,female,Yes,0.08673,146,1381,0.07188,0.10158
2008,Lower Secondary Level,female,No,0.89126,1235,1381,0.87483,0.90768
2008,Upper Secondary Level,male,Yes,0.06590,307,4609,0.05874,0.07306
2008,Upper Secondary Level,male,No,0.93410,4302,4609,0.92694,0.94126
2008,Upper Secondary Level,female,Yes,0.06148,351,5122,0.05491,0.06806
2008,Upper Secondary Level,female,No,0.93760,4771,5122,0.93097,0.94422
2008,Post-secondary Non-tertiary Level,male,Yes,0.10978,58,435,0.08037,0.13919
2008,Post-secondary Non-tertiary Level,male,No,0.89022,377,435,0.86081,0.91963
2008,Post-secondary Non-tertiary Level,female,Yes,0.09502,72,656,0.07256,0.11747
2008,Post-secondary Non-tertiary Level,female,No,0.90498,584,656,0.88253,0.92744
2008,First Stage of Tertiary Education,male,No,0.97367,818,818,0.96269,0.98465
2008,First Stage of Tertiary Education,female,No,0.96907,564,564,0.95477,0.98337
2008,Second Stage of Tertiary Education,male,Yes,0.02989,48,2293,0.02292,0.03687
2008,Second Stage of Tertiary Education,male,No,0.97011,2245,2293,0.96313,0.97708
2008,Second Stage of Tertiary Education,female,Yes,0.04413,85,1899,0.03489,0.05337
2008,Second Stage of Tertiary Education,female,No,0.95587,1814,1899,0.94663,0.96511
2009,Pre-primary Level,male,Yes,0.61706,168,168,0.54333,0.69079
2009,Pre-primary Level,female,Yes,0.64163,144,144,0.56303,0.72022
2009,Primary Level,male,No,0.93584,62,62,0.87435,0.99733
2009,Primary Level,female,No,0.92751,93,93,0.87452,0.98049
2009,Lower Secondary Level,male,Yes,0.23779,162,556,0.20237,0.27321
2009,Lower Secondary Level,male,No,0.72557,394,556,0.68844,0.76269
2009,Lower Secondary Level,female,Yes,0.08751,125,1232,0.07172,0.10329
2009,Lower Secondary Level,female,No,0.89641,1107,1232,0.87939,0.91344
2009,Upper Secondary Level,male,Yes,0.07203,281,4275,0.06428,0.07978
2009,Upper Secondary Level,male,No,0.92797,3994,4275,0.92022,0.93572
2009,Upper Secondary Level,female,Yes,0.06502,319,4788,0.05804,0.07201
2009,Upper Secondary Level,female,No,0.93479,4469,4788,0.92780,0.94179
2009,Post-secondary Non-tertiary Level,male,Yes,0.09831,47,388,0.06865,0.12797
2009,Post-secondary Non-tertiary Level,male,No,0.90169,341,388,0.87203,0.93135
2009,Post-secondary Non-tertiary Level,female,Yes,0.09182,58,607,0.06883,0.11481
2009,Post-secondary Non-tertiary Level,female,No,0.90818,549,607,0.88519,0.93117
2009,First Stage of Tertiary Education,male,No,0.98139,773,773,0.97186,0.99092
2009,First Stage of Tertiary Education,female,No,0.96970,532,532,0.95512,0.98428
2009,Second Stage of Tertiary Education,male,Yes,0.03654,66,2186,0.02868,0.04441
2009,Second Stage of Tertiary Education,male,No,0.96346,2120,2186,0.95559,0.97132
2009,Second Stage of Tertiary Education,female,Yes,0.06193,96,1849,0.05094,0.07292
2009,Second Stage of Tertiary Education,female,No,0.93807,1753,1849,0.92708,0.94906
2010,Pre-primary Level,male,Yes,0.69967,223,223,0.63937,0.75997
2010,Pre-primary Level,female,Yes,0.64018,184,184,0.57064,0.70972
2010,Primary Level,male,No,0.97352,124,124,0.94514,1.00189
2010,Primary Level,female,No,0.96313,200,200,0.93695,0.98932
2010,Lower Secondary Level,male,Yes,0.23641,191,800,0.20695,0.26587
2010,Lower Secondary Level,male,No,0.72782,609,800,0.69696,0.75868
2010,Lower Secondary Level,female,Yes,0.10828,184,1645,0.09325,0.12330
2010,Lower Secondary Level,female,No,0.87872,1461,1645,0.86294,0.89450
2010,Upper Secondary Level,male,Yes,0.08142,362,5266,0.07404,0.08881
2010,Upper Secondary Level,male,No,0.91836,4904,5266,0.91097,0.92576
2010,Upper Secondary Level,female,Yes,0.06842,405,6484,0.06227,0.07456
2010,Upper Secondary Level,female,No,0.93158,6079,6484,0.92544,0.93773
2010,Post-secondary Non-tertiary Level,male,Yes,0.14732,66,596,0.11884,0.17579
2010,Post-secondary Non-tertiary Level,male,No,0.85268,530,596,0.82421,0.88116
2010,Post-secondary Non-tertiary Level,female,Yes,0.10370,94,1113,0.08578,0.12161
2010,Post-secondary Non-tertiary Level,female,No,0.89630,1019,1113,0.87839,0.91422
2010,First Stage of Tertiary Education,male,No,0.97890,942,942,0.96971,0.98808
2010,First Stage of Tertiary Education,female,No,0.96331,630,630,0.94862,0.97800
2010,Second Stage of Tertiary Education,male,Yes,0.04233,108,2769,0.03483,0.04983
2010,Second Stage of Tertiary Education,male,No,0.95767,2661,2769,0.95017,0.96517
2010,Second Stage of Tertiary Education,female,Yes,0.07133,156,2607,0.06145,0.08121
2010,Second Stage of Tertiary Education,female,No,0.92867,2451,2607,0.91879,0.93855
2011,Pre-primary Level,male,Yes,0.53407,232,232,0.46975,0.59840
2011,Pre-primary Level,female,Yes,0.58575,233,233,0.52236,0.64913
2011,Primary Level,male,No,0.93864,147,147,0.89971,0.97757
2011,Primary Level,female,No,0.97900,235,235,0.96063,0.99737
2011,Lower Secondary Level,male,Yes,0.20609,211,938,0.18019,0.23199
2011,Lower Secondary Level,male,No,0.76116,727,938,0.73386,0.78847
2011,Lower Secondary Level,female,Yes,0.08814,210,2014,0.07575,0.10052
2011,Lower Secondary Level,female,No,0.89960,1804,2014,0.88648,0.91273
2011,Upper Secondary Level,male,Yes,0.07461,407,6166,0.06805,0.08116
2011,Upper Secondary Level,male,No,0.92468,5759,6166,0.91809,0.93127
2011,Upper Secondary Level,female,Yes,0.07129,497,7732,0.06556,0.07703
2011,Upper Secondary Level,female,No,0.92846,7235,7732,0.92272,0.93421
2011,Post-secondary Non-tertiary Level,male,Yes,0.11436,68,665,0.09015,0.13857
2011,Post-secondary Non-tertiary Level,male,No,0.88564,597,665,0.86143,0.90985
2011,Post-secondary Non-tertiary Level,female,Yes,0.10702,119,1337,0.09044,0.12359
2011,Post-secondary Non-tertiary Level,female,No,0.89298,1218,1337,0.87641,0.90956
2011,First Stage of Tertiary Education,male,No,0.97203,1117,1117,0.96236,0.98171
2011,First Stage of Tertiary Education,female,No,0.94896,684,684,0.93245,0.96547
2011,Second Stage of Tertiary Education,male,Yes,0.03952,110,3207,0.03277,0.04626
2011,Second Stage of Tertiary Education,male,No,0.96048,3097,3207,0.95374,0.96723
2011,Second Stage of Tertiary Education,female,Yes,0.06590,176,3005,0.05703,0.07477
2011,Second Stage of Tertiary Education,female,No,0.93410,2829,3005,0.92523,0.94297
2012,Pre-primary Level,male,Yes,0.56826,221,221,0.50281,0.63372
2012,Pre-primary Level,female,Yes,0.54804,247,247,0.48585,0.61024
2012,Primary Level,male,No,0.94680,145,145,0.91014,0.98345
2012,Primary Level,female,No,0.97415,215,215,0.95289,0.99541
2012,Lower Secondary Level,male,Yes,0.21224,231,981,0.18664,0.23784
2012,Lower Secondary Level,male,No,0.76284,750,981,0.73621,0.78947
2012,Lower Secondary Level,female,Yes,0.07775,195,1918,0.06577,0.08974
2012,Lower Secondary Level,female,No,0.90821,1723,1918,0.89528,0.92113
2012,Upper Secondary Level,male,Yes,0.07817,408,6038,0.07140,0.08494
2012,Upper Secondary Level,male,No,0.92174,5630,6038,0.91497,0.92852
2012,Upper Secondary Level,female,Yes,0.07106,481,7510,0.06525,0.07687
2012,Upper Secondary Level,female,No,0.92894,7029,7510,0.92313,0.93475
2012,Post-secondary Non-tertiary Level,male,Yes,0.10377,61,666,0.08059,0.12695
2012,Post-secondary Non-tertiary Level,male,No,0.89623,605,666,0.87305,0.91941
2012,Post-secondary Non-tertiary Level,female,Yes,0.10882,113,1297,0.09187,0.12577
2012,Post-secondary Non-tertiary Level,female,No,0.89100,1184,1297,0.87404,0.90797
2012,First Stage of Tertiary Education,male,No,0.97541,1097,1097,0.96624,0.98458
2012,First Stage of Tertiary Education,female,No,0.95791,670,670,0.94270,0.97313
2012,Second Stage of Tertiary Education,male,Yes,0.03737,111,3149,0.03074,0.04399
2012,Second Stage of Tertiary Education,male,No,0.96263,3038,3149,0.95601,0.96926
2012,Second Stage of Tertiary Education,female,Yes,0.06236,168,2997,0.05370,0.07101
2012,Second Stage of Tertiary Education,female,No,0.93764,2829,2997,0.92899,0.94630
2013,Pre-primary Level,male,Yes,0.50825,256,310,0.45251,0.56399
2013,Pre-primary Level,male,No,0.07542,54,310,0.04598,0.10487
2013,Pre-primary Level,female,Yes,0.53243,264,315,0.47725,0.58762
2013,Pre-primary Level,female,No,0.06668,51,315,0.03908,0.09427
2013,Primary Level,male,No,0.91971,248,248,0.88583,0.95360
2013,Primary Level,female,No,0.97525,349,349,0.95893,0.99157
2013,Lower Secondary Level,male,Yes,0.23306,353,1407,0.21096,0.25516
2013,Lower Secondary Level,male,No,0.74329,1054,1407,0.72045,0.76612
2013,Lower Secondary Level,female,Yes,0.08091,288,2299,0.06976,0.09206
2013,Lower Secondary Level,female,No,0.90716,2011,2299,0.89529,0.91903
2013,Upper Secondary Level,male,Yes,0.08212,484,6353,0.07536,0.08887
2013,Upper Secondary Level,male,No,0.91767,5869,6353,0.91091,0.92443
2013,Upper Secondary Level,female,Yes,0.07056,568,7806,0.06488,0.07624
2013,Upper Secondary Level,female,No,0.92935,7238,7806,0.92366,0.93503
2013,Post-secondary Non-tertiary Level,male,Yes,0.10278,72,847,0.08232,0.12325
2013,Post-secondary Non-tertiary Level,male,No,0.89722,775,847,0.87675,0.91768
2013,Post-secondary Non-tertiary Level,female,Yes,0.09799,127,1515,0.08302,0.11297
2013,Post-secondary Non-tertiary Level,female,No,0.90201,1388,1515,0.88703,0.91698
2013,First Stage of Tertiary Education,male,No,0.97558,1051,1051,0.96624,0.98491
2013,First Stage of Tertiary Education,female,No,0.97489,632,632,0.96268,0.98709
2013,Second Stage of Tertiary Education,male,Yes,0.05169,148,3440,0.04429,0.05909
2013,Second Stage of Tertiary Education,male,No,0.94831,3292,3440,0.94091,0.95571
2013,Second Stage of Tertiary Education,female,Yes,0.07593,255,3422,0.06705,0.08480
2013,Second Stage of Tertiary Education,female,No,0.92407,3167,3422,0.91520,0.93295
2014,Pre-primary Level,male,Yes,0.52925,206,206,0.46092,0.59758
2014,Pre-primary Level,female,Yes,0.56878,232,232,0.50491,0.63264
2014,Primary Level,male,No,0.90480,192,192,0.86318,0.94642
2014,Primary Level,female,No,0.92909,277,277,0.89881,0.95937
2014,Lower Secondary Level,male,Yes,0.21744,282,1190,0.19399,0.24088
2014,Lower Secondary Level,male,No,0.75452,908,1190,0.73005,0.77898
2014,Lower Secondary Level,female,Yes,0.08360,246,1922,0.07122,0.09598
2014,Lower Secondary Level,female,No,0.90381,1676,1922,0.89063,0.91700
2014,Upper Secondary Level,male,Yes,0.08589,434,5657,0.07859,0.09319
2014,Upper Secondary Level,male,No,0.91392,5223,5657,0.90661,0.92123
2014,Upper Secondary Level,female,Yes,0.07383,520,6879,0.06765,0.08001
2014,Upper Secondary Level,female,No,0.92567,6359,6879,0.91947,0.93187
2014,Post-secondary Non-tertiary Level,male,Yes,0.11736,74,747,0.09427,0.14046
2014,Post-secondary Non-tertiary Level,male,No,0.88264,673,747,0.85954,0.90573
2014,Post-secondary Non-tertiary Level,female,Yes,0.08819,106,1299,0.07276,0.10361
2014,Post-secondary Non-tertiary Level,female,No,0.91181,1193,1299,0.89639,0.92724
2014,First Stage of Tertiary Education,male,No,0.99109,971,971,0.98517,0.99700
2014,First Stage of Tertiary Education,female,No,0.96826,593,593,0.95414,0.98238
2014,Second Stage of Tertiary Education,male,Yes,0.05473,136,3100,0.04672,0.06274
2014,Second Stage of Tertiary Education,male,No,0.94527,2964,3100,0.93726,0.95328
2014,Second Stage of Tertiary Education,female,Yes,0.08569,243,3127,0.07588,0.09551
2014,Second Stage of Tertiary Education,female,No,0.91431,2884,3127,0.90449,0.92412
2015,Pre-primary Level,male,Yes,0.54880,165,165,0.47264,0.62496
2015,Pre-primary Level,female,Yes,0.51621,207,207,0.44796,0.58445
2015,Primary Level,male,No,0.95188,204,204,0.92244,0.98132
2015,Primary Level,female,No,0.95693,299,299,0.93388,0.97998
2015,Lower Secondary Level,male,Yes,0.22277,279,1175,0.19897,0.24657
2015,Lower Secondary Level,male,No,0.74908,896,1175,0.72428,0.77388
2015,Lower Secondary Level,female,Yes,0.08679,227,1789,0.07374,0.09984
2015,Lower Secondary Level,female,No,0.89443,1562,1789,0.88019,0.90868
2015,Upper Secondary Level,male,Yes,0.07006,395,5467,0.06330,0.07683
2015,Upper Secondary Level,male,No,0.92930,5072,5467,0.92250,0.93609
2015,Upper Secondary Level,female,Yes,0.07250,521,6696,0.06629,0.07871
2015,Upper Secondary Level,female,No,0.92718,6175,6696,0.92096,0.93340
2015,Post-secondary Non-tertiary Level,male,Yes,0.12010,73,810,0.09769,0.14250
2015,Post-secondary Non-tertiary Level,male,No,0.87990,737,810,0.85750,0.90231
2015,Post-secondary Non-tertiary Level,female,Yes,0.07432,84,1346,0.06030,0.08833
2015,Post-secondary Non-tertiary Level,female,No,0.92568,1262,1346,0.91167,0.93970
2015,First Stage of Tertiary Education,male,No,0.98194,934,934,0.97339,0.99048
2015,First Stage of Tertiary Education,female,No,0.97665,569,569,0.96424,0.98907
2015,Second Stage of Tertiary Education,male,Yes,0.05923,159,3198,0.05105,0.06741
2015,Second Stage of Tertiary Education,male,No,0.94077,3039,3198,0.93259,0.94895
2015,Second Stage of Tertiary Education,female,Yes,0.09179,237,3224,0.08183,0.10176
2015,Second Stage of Tertiary Education,female,No,0.90821,2987,3224,0.89824,0.91817
2016,Pre-primary Level,male,Yes,0.45313,153,153,0.37399,0.53227
2016,Pre-primary Level,female,Yes,0.53435,194,194,0.46398,0.60473
2016,Primary Level,male,Yes,0.03409,45,725,0.02087,0.04731
2016,Primary Level,male,No,0.96591,680,725,0.95269,0.97913
2016,Primary Level,female,No,0.94702,701,701,0.93042,0.96361
2016,Lower Secondary Level,male,Yes,0.22024,271,1351,0.19814,0.24235
2016,Lower Secondary Level,male,No,0.75286,1080,1351,0.72985,0.77587
2016,Lower Secondary Level,female,Yes,0.08244,214,1804,0.06974,0.09513
2016,Lower Secondary Level,female,No,0.89426,1590,1804,0.88006,0.90845
2016,Upper Secondary Level,male,Yes,0.07845,394,5266,0.07118,0.08571
2016,Upper Secondary Level,male,No,0.92133,4872,5266,0.91406,0.92860
2016,Upper Secondary Level,female,Yes,0.06739,430,6264,0.06118,0.07360
2016,Upper Secondary Level,female,No,0.93216,5834,6264,0.92593,0.93839
2016,Post-secondary Non-tertiary Level,male,Yes,0.10993,65,799,0.08823,0.13164
2016,Post-secondary Non-tertiary Level,male,No,0.89007,734,799,0.86836,0.91177
2016,Post-secondary Non-tertiary Level,female,Yes,0.05553,74,1294,0.04305,0.06802
2016,Post-secondary Non-tertiary Level,female,No,0.94447,1220,1294,0.93198,0.95695
2016,First Stage of Tertiary Education,male,No,0.97876,850,850,0.96906,0.98846
2016,First Stage of Tertiary Education,female,No,0.96820,529,529,0.95324,0.98317
2016,Second Stage of Tertiary Education,male,Yes,0.06549,165,3294,0.05704,0.07394
2016,Second Stage of Tertiary Education,male,No,0.93451,3129,3294,0.92606,0.94296
2016,Second Stage of Tertiary Education,female,Yes,0.08995,226,3194,0.08002,0.09987
2016,Second Stage of Tertiary Education,female,No,0.91005,2968,3194,0.90013,0.91998
2017,Pre-primary Level,male,Yes,0.50480,195,195,0.43444,0.57515
2017,Pre-primary Level,female,Yes,0.56987,215,215,0.50354,0.63621
2017,Primary Level,male,Yes,0.04786,56,929,0.03412,0.06159
2017,Primary Level,male,No,0.94830,873,929,0.93405,0.96255
2017,Primary Level,female,Yes,0.01603,37,945,0.00802,0.02404
2017,Primary Level,female,No,0.98220,908,945,0.97376,0.99063
2017,Lower Secondary Level,male,Yes,0.17331,289,1528,0.15432,0.19229
2017,Lower Secondary Level,male,No,0.79585,1239,1528,0.77564,0.81607
