year,migback,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Indirect migration background,1st Quintile,Yes,0.52271,97,187,0.45092,0.59449
1999,Indirect migration background,1st Quintile,No,0.47729,90,187,0.40551,0.54908
1999,Indirect migration background,2nd Quintile,Yes,0.47248,64,142,0.39008,0.55489
1999,Indirect migration background,2nd Quintile,No,0.52752,78,142,0.44511,0.60992
1999,Indirect migration background,3rd Quintile,Yes,0.40478,40,118,0.31584,0.49372
1999,Indirect migration background,3rd Quintile,No,0.59522,78,118,0.50628,0.68416
1999,Indirect migration background,4th Quintile,No,0.60495,74,74,0.49281,0.71710
1999,Indirect migration background,5th Quintile,No,0.67726,40,40,0.53053,0.82399
2000,No migration background,1st Quintile,Yes,0.12673,257,1685,0.11084,0.14262
2000,No migration background,1st Quintile,No,0.87327,1428,1685,0.85738,0.88916
2000,No migration background,2nd Quintile,Yes,0.10304,244,2067,0.08993,0.11615
2000,No migration background,2nd Quintile,No,0.89696,1823,2067,0.88385,0.91007
2000,No migration background,3rd Quintile,Yes,0.09309,255,2282,0.08116,0.10501
2000,No migration background,3rd Quintile,No,0.90691,2027,2282,0.89499,0.91884
2000,No migration background,4th Quintile,Yes,0.07990,222,2288,0.06879,0.09101
2000,No migration background,4th Quintile,No,0.92010,2066,2288,0.90899,0.93121
2000,No migration background,5th Quintile,Yes,0.08460,215,2268,0.07315,0.09606
2000,No migration background,5th Quintile,No,0.91540,2053,2268,0.90394,0.92685
2000,Direct migration background,1st Quintile,Yes,0.08303,53,722,0.06289,0.10317
2000,Direct migration background,1st Quintile,No,0.91697,669,722,0.89683,0.93711
2000,Direct migration background,2nd Quintile,No,0.95984,498,498,0.94257,0.97710
2000,Direct migration background,3rd Quintile,No,0.94204,319,319,0.91635,0.96772
2000,Direct migration background,4th Quintile,No,0.97637,294,294,0.95897,0.99376
2000,Direct migration background,5th Quintile,No,0.98489,199,199,0.96790,1.00188
2000,Indirect migration background,1st Quintile,Yes,0.46783,74,173,0.39326,0.54240
2000,Indirect migration background,1st Quintile,No,0.53217,99,173,0.45760,0.60674
2000,Indirect migration background,2nd Quintile,Yes,0.36553,62,152,0.28872,0.44234
2000,Indirect migration background,2nd Quintile,No,0.63447,90,152,0.55766,0.71128
2000,Indirect migration background,3rd Quintile,Yes,0.35597,41,113,0.26730,0.44465
2000,Indirect migration background,3rd Quintile,No,0.64403,72,113,0.55535,0.73270
2000,Indirect migration background,4th Quintile,No,0.66664,69,69,0.55459,0.77869
2000,Indirect migration background,5th Quintile,No,0.74188,51,51,0.62058,0.86317
2001,No migration background,1st Quintile,Yes,0.14104,430,2728,0.12798,0.15410
2001,No migration background,1st Quintile,No,0.85896,2298,2728,0.84590,0.87202
2001,No migration background,2nd Quintile,Yes,0.09173,364,3427,0.08206,0.10139
2001,No migration background,2nd Quintile,No,0.90827,3063,3427,0.89861,0.91794
2001,No migration background,3rd Quintile,Yes,0.08729,396,3851,0.07837,0.09621
2001,No migration background,3rd Quintile,No,0.91271,3455,3851,0.90379,0.92163
2001,No migration background,4th Quintile,Yes,0.08347,416,4093,0.07499,0.09194
2001,No migration background,4th Quintile,No,0.91653,3677,4093,0.90806,0.92501
2001,No migration background,5th Quintile,Yes,0.06894,328,4139,0.06122,0.07666
2001,No migration background,5th Quintile,No,0.93106,3811,4139,0.92334,0.93878
2001,Direct migration background,1st Quintile,Yes,0.14232,114,965,0.12027,0.16438
2001,Direct migration background,1st Quintile,No,0.85768,851,965,0.83562,0.87973
2001,Direct migration background,2nd Quintile,Yes,0.07700,53,727,0.05760,0.09639
2001,Direct migration background,2nd Quintile,No,0.92300,674,727,0.90361,0.94240
2001,Direct migration background,3rd Quintile,Yes,0.06190,32,547,0.04169,0.08211
2001,Direct migration background,3rd Quintile,No,0.93810,515,547,0.91789,0.95831
2001,Direct migration background,4th Quintile,No,0.92786,363,363,0.90121,0.95451
2001,Direct migration background,5th Quintile,No,0.94843,278,278,0.92238,0.97447
2001,Indirect migration background,1st Quintile,Yes,0.44326,79,187,0.37186,0.51465
2001,Indirect migration background,1st Quintile,No,0.55674,108,187,0.48535,0.62814
2001,Indirect migration background,2nd Quintile,Yes,0.36674,78,196,0.29910,0.43438
2001,Indirect migration background,2nd Quintile,No,0.63326,118,196,0.56562,0.70090
2001,Indirect migration background,3rd Quintile,Yes,0.30906,50,143,0.23306,0.38507
2001,Indirect migration background,3rd Quintile,No,0.69094,93,143,0.61493,0.76694
2001,Indirect migration background,4th Quintile,Yes,0.36767,43,136,0.28633,0.44900
2001,Indirect migration background,4th Quintile,No,0.63233,93,136,0.55100,0.71367
2001,Indirect migration background,5th Quintile,No,0.76291,77,77,0.66729,0.85853
2002,No migration background,1st Quintile,Yes,0.14095,387,2435,0.12712,0.15477
2002,No migration background,1st Quintile,No,0.85905,2048,2435,0.84523,0.87288
2002,No migration background,2nd Quintile,Yes,0.08214,305,3061,0.07241,0.09187
2002,No migration background,2nd Quintile,No,0.91786,2756,3061,0.90813,0.92759
2002,No migration background,3rd Quintile,Yes,0.09121,378,3476,0.08163,0.10078
2002,No migration background,3rd Quintile,No,0.90879,3098,3476,0.89922,0.91837
2002,No migration background,4th Quintile,Yes,0.07980,389,3858,0.07124,0.08835
2002,No migration background,4th Quintile,No,0.92020,3469,3858,0.91165,0.92876
2002,No migration background,5th Quintile,Yes,0.06987,406,4546,0.06246,0.07728
2002,No migration background,5th Quintile,No,0.93013,4140,4546,0.92272,0.93754
2002,Direct migration background,1st Quintile,Yes,0.12740,92,850,0.10497,0.14983
2002,Direct migration background,1st Quintile,No,0.87260,758,850,0.85017,0.89503
2002,Direct migration background,2nd Quintile,Yes,0.09499,53,702,0.07328,0.11669
2002,Direct migration background,2nd Quintile,No,0.90501,649,702,0.88331,0.92672
2002,Direct migration background,3rd Quintile,No,0.92506,406,406,0.89941,0.95070
2002,Direct migration background,4th Quintile,No,0.93220,355,355,0.90601,0.95839
2002,Direct migration background,5th Quintile,No,0.96408,318,318,0.94359,0.98456
2002,Indirect migration background,1st Quintile,Yes,0.43624,73,184,0.36438,0.50809
2002,Indirect migration background,1st Quintile,No,0.56376,111,184,0.49191,0.63562
2002,Indirect migration background,2nd Quintile,Yes,0.40019,62,160,0.32403,0.47634
2002,Indirect migration background,2nd Quintile,No,0.59981,98,160,0.52366,0.67597
2002,Indirect migration background,3rd Quintile,Yes,0.39009,49,131,0.30624,0.47394
2002,Indirect migration background,3rd Quintile,No,0.60991,82,131,0.52606,0.69376
2002,Indirect migration background,4th Quintile,Yes,0.32496,44,135,0.24566,0.40427
2002,Indirect migration background,4th Quintile,No,0.67504,91,135,0.59573,0.75434
2002,Indirect migration background,5th Quintile,No,0.78032,91,91,0.69478,0.86586
2003,No migration background,1st Quintile,Yes,0.14321,404,2436,0.12930,0.15713
2003,No migration background,1st Quintile,No,0.85679,2032,2436,0.84287,0.87070
2003,No migration background,2nd Quintile,Yes,0.08189,309,3100,0.07223,0.09154
2003,No migration background,2nd Quintile,No,0.91811,2791,3100,0.90846,0.92777
2003,No migration background,3rd Quintile,Yes,0.08525,357,3457,0.07594,0.09456
2003,No migration background,3rd Quintile,No,0.91475,3100,3457,0.90544,0.92406
2003,No migration background,4th Quintile,Yes,0.08626,419,3919,0.07747,0.09505
2003,No migration background,4th Quintile,No,0.91374,3500,3919,0.90495,0.92253
2003,No migration background,5th Quintile,Yes,0.07272,554,5853,0.06607,0.07937
2003,No migration background,5th Quintile,No,0.92728,5299,5853,0.92063,0.93393
2003,Direct migration background,1st Quintile,Yes,0.12665,83,791,0.10346,0.14984
2003,Direct migration background,1st Quintile,No,0.87335,708,791,0.85016,0.89654
2003,Direct migration background,2nd Quintile,Yes,0.10286,48,610,0.07873,0.12699
2003,Direct migration background,2nd Quintile,No,0.89714,562,610,0.87301,0.92127
2003,Direct migration background,3rd Quintile,No,0.96082,438,438,0.94262,0.97901
2003,Direct migration background,4th Quintile,No,0.93615,381,381,0.91157,0.96073
2003,Direct migration background,5th Quintile,No,0.92500,325,325,0.89632,0.95368
2003,Indirect migration background,1st Quintile,Yes,0.37579,73,183,0.30542,0.44616
2003,Indirect migration background,1st Quintile,No,0.62421,110,183,0.55384,0.69458
2003,Indirect migration background,2nd Quintile,Yes,0.41837,60,151,0.33943,0.49731
2003,Indirect migration background,2nd Quintile,No,0.58163,91,151,0.50269,0.66057
2003,Indirect migration background,3rd Quintile,Yes,0.32788,49,154,0.25349,0.40226
2003,Indirect migration background,3rd Quintile,No,0.67212,105,154,0.59774,0.74651
2003,Indirect migration background,4th Quintile,Yes,0.28296,41,137,0.20726,0.35867
2003,Indirect migration background,4th Quintile,No,0.71704,96,137,0.64133,0.79274
2003,Indirect migration background,5th Quintile,Yes,0.20177,38,152,0.13775,0.26578
2003,Indirect migration background,5th Quintile,No,0.79823,114,152,0.73422,0.86225
2004,No migration background,1st Quintile,Yes,0.14144,400,2323,0.12727,0.15562
2004,No migration background,1st Quintile,No,0.85856,1923,2323,0.84438,0.87273
2004,No migration background,2nd Quintile,Yes,0.09322,318,3001,0.08282,0.10363
2004,No migration background,2nd Quintile,No,0.90678,2683,3001,0.89637,0.91718
2004,No migration background,3rd Quintile,Yes,0.08103,343,3385,0.07184,0.09023
2004,No migration background,3rd Quintile,No,0.91897,3042,3385,0.90977,0.92816
2004,No migration background,4th Quintile,Yes,0.08448,420,3863,0.07571,0.09325
2004,No migration background,4th Quintile,No,0.91552,3443,3863,0.90675,0.92429
2004,No migration background,5th Quintile,Yes,0.07206,554,5704,0.06535,0.07877
2004,No migration background,5th Quintile,No,0.92794,5150,5704,0.92123,0.93465
2004,Direct migration background,1st Quintile,Yes,0.10102,65,758,0.07955,0.12248
2004,Direct migration background,1st Quintile,No,0.89898,693,758,0.87752,0.92045
2004,Direct migration background,2nd Quintile,Yes,0.10875,49,624,0.08430,0.13319
2004,Direct migration background,2nd Quintile,No,0.89125,575,624,0.86681,0.91570
2004,Direct migration background,3rd Quintile,Yes,0.06023,32,453,0.03829,0.08216
2004,Direct migration background,3rd Quintile,No,0.93977,421,453,0.91784,0.96171
2004,Direct migration background,4th Quintile,No,0.95751,336,336,0.93591,0.97911
2004,Direct migration background,5th Quintile,No,0.93942,325,325,0.91344,0.96539
2004,Indirect migration background,1st Quintile,Yes,0.43233,77,184,0.36055,0.50411
2004,Indirect migration background,1st Quintile,No,0.56767,107,184,0.49589,0.63945
2004,Indirect migration background,2nd Quintile,Yes,0.43392,61,160,0.35688,0.51096
2004,Indirect migration background,2nd Quintile,No,0.56608,99,160,0.48904,0.64312
2004,Indirect migration background,3rd Quintile,Yes,0.41591,74,177,0.34310,0.48873
2004,Indirect migration background,3rd Quintile,No,0.58409,103,177,0.51127,0.65690
2004,Indirect migration background,4th Quintile,Yes,0.34117,38,130,0.25935,0.42298
2004,Indirect migration background,4th Quintile,No,0.65883,92,130,0.57702,0.74065
2004,Indirect migration background,5th Quintile,Yes,0.21221,41,147,0.14588,0.27853
2004,Indirect migration background,5th Quintile,No,0.78779,106,147,0.72147,0.85412
2005,No migration background,1st Quintile,Yes,0.15381,395,2238,0.13886,0.16876
2005,No migration background,1st Quintile,No,0.84619,1843,2238,0.83124,0.86114
2005,No migration background,2nd Quintile,Yes,0.09973,319,2932,0.08889,0.11058
2005,No migration background,2nd Quintile,No,0.90027,2613,2932,0.88942,0.91111
2005,No migration background,3rd Quintile,Yes,0.09279,332,3173,0.08269,0.10288
2005,No migration background,3rd Quintile,No,0.90721,2841,3173,0.89712,0.91731
2005,No migration background,4th Quintile,Yes,0.08737,393,3786,0.07837,0.09637
2005,No migration background,4th Quintile,No,0.91263,3393,3786,0.90363,0.92163
2005,No migration background,5th Quintile,Yes,0.07789,504,5373,0.07072,0.08505
2005,No migration background,5th Quintile,No,0.92211,4869,5373,0.91495,0.92928
2005,Direct migration background,1st Quintile,Yes,0.10710,61,704,0.08424,0.12996
2005,Direct migration background,1st Quintile,No,0.89290,643,704,0.87004,0.91576
2005,Direct migration background,2nd Quintile,Yes,0.07811,33,547,0.05560,0.10061
2005,Direct migration background,2nd Quintile,No,0.92189,514,547,0.89939,0.94440
2005,Direct migration background,3rd Quintile,Yes,0.06353,31,422,0.04023,0.08683
2005,Direct migration background,3rd Quintile,No,0.93647,391,422,0.91317,0.95977
2005,Direct migration background,4th Quintile,No,0.94041,339,339,0.91517,0.96564
2005,Direct migration background,5th Quintile,No,0.96240,314,314,0.94133,0.98348
2005,Indirect migration background,1st Quintile,Yes,0.44986,89,213,0.38289,0.51682
2005,Indirect migration background,1st Quintile,No,0.55014,124,213,0.48318,0.61711
2005,Indirect migration background,2nd Quintile,Yes,0.46473,65,153,0.38544,0.54402
2005,Indirect migration background,2nd Quintile,No,0.53527,88,153,0.45598,0.61456
2005,Indirect migration background,3rd Quintile,Yes,0.25670,47,163,0.18944,0.32397
2005,Indirect migration background,3rd Quintile,No,0.74330,116,163,0.67603,0.81056
2005,Indirect migration background,4th Quintile,Yes,0.30425,48,154,0.23135,0.37715
2005,Indirect migration background,4th Quintile,No,0.69575,106,154,0.62285,0.76865
2005,Indirect migration background,5th Quintile,Yes,0.21727,41,143,0.14944,0.28509
2005,Indirect migration background,5th Quintile,No,0.78273,102,143,0.71491,0.85056
2006,No migration background,1st Quintile,Yes,0.13557,317,2130,0.12103,0.15011
2006,No migration background,1st Quintile,No,0.86443,1813,2130,0.84989,0.87897
2006,No migration background,2nd Quintile,Yes,0.07902,235,2697,0.06884,0.08920
2006,No migration background,2nd Quintile,No,0.92098,2462,2697,0.91080,0.93116
2006,No migration background,3rd Quintile,Yes,0.06886,251,3026,0.05984,0.07789
2006,No migration background,3rd Quintile,No,0.93114,2775,3026,0.92211,0.94016
2006,No migration background,4th Quintile,Yes,0.07466,318,3510,0.06596,0.08336
2006,No migration background,4th Quintile,No,0.92534,3192,3510,0.91664,0.93404
2006,No migration background,5th Quintile,Yes,0.05795,360,5060,0.05151,0.06438
2006,No migration background,5th Quintile,No,0.94205,4700,5060,0.93562,0.94849
2006,Direct migration background,1st Quintile,Yes,0.10597,52,618,0.08168,0.13025
2006,Direct migration background,1st Quintile,No,0.89403,566,618,0.86975,0.91832
2006,Direct migration background,2nd Quintile,No,0.93986,469,469,0.91832,0.96140
2006,Direct migration background,3rd Quintile,No,0.94636,374,374,0.92349,0.96922
2006,Direct migration background,4th Quintile,No,0.93405,301,301,0.90596,0.96214
2006,Direct migration background,5th Quintile,No,0.95755,311,311,0.93510,0.97999
2006,Indirect migration background,1st Quintile,Yes,0.40723,77,204,0.33964,0.47482
2006,Indirect migration background,1st Quintile,No,0.59277,127,204,0.52518,0.66036
2006,Indirect migration background,2nd Quintile,Yes,0.37208,46,128,0.28801,0.45614
2006,Indirect migration background,2nd Quintile,No,0.62792,82,128,0.54386,0.71199
2006,Indirect migration background,3rd Quintile,Yes,0.24124,37,158,0.17431,0.30816
2006,Indirect migration background,3rd Quintile,No,0.75876,121,158,0.69184,0.82569
2006,Indirect migration background,4th Quintile,Yes,0.21380,33,141,0.14589,0.28172
2006,Indirect migration background,4th Quintile,No,0.78620,108,141,0.71828,0.85411
2006,Indirect migration background,5th Quintile,Yes,0.25439,42,138,0.18146,0.32732
2006,Indirect migration background,5th Quintile,No,0.74561,96,138,0.67268,0.81854
2007,No migration background,1st Quintile,Yes,0.13923,351,2389,0.12534,0.15311
2007,No migration background,1st Quintile,No,0.86077,2038,2389,0.84689,0.87466
2007,No migration background,2nd Quintile,Yes,0.08842,267,2862,0.07801,0.09882
2007,No migration background,2nd Quintile,No,0.91158,2595,2862,0.90118,0.92199
2007,No migration background,3rd Quintile,Yes,0.07246,275,3321,0.06364,0.08128
2007,No migration background,3rd Quintile,No,0.92754,3046,3321,0.91872,0.93636
2007,No migration background,4th Quintile,Yes,0.07298,340,3858,0.06478,0.08119
2007,No migration background,4th Quintile,No,0.92702,3518,3858,0.91881,0.93522
2007,No migration background,5th Quintile,Yes,0.06202,385,5177,0.05545,0.06859
2007,No migration background,5th Quintile,No,0.93798,4792,5177,0.93141,0.94455
2007,Direct migration background,1st Quintile,Yes,0.10228,51,624,0.07849,0.12608
2007,Direct migration background,1st Quintile,No,0.89772,573,624,0.87392,0.92151
2007,Direct migration background,2nd Quintile,No,0.93592,469,469,0.91373,0.95811
2007,Direct migration background,3rd Quintile,No,0.93499,364,364,0.90963,0.96035
2007,Direct migration background,4th Quintile,No,0.94837,297,297,0.92317,0.97358
2007,Direct migration background,5th Quintile,No,0.93589,272,272,0.90672,0.96505
2007,Indirect migration background,1st Quintile,Yes,0.30681,60,184,0.23999,0.37363
2007,Indirect migration background,1st Quintile,No,0.69319,124,184,0.62637,0.76001
2007,Indirect migration background,2nd Quintile,Yes,0.25667,45,157,0.18812,0.32521
2007,Indirect migration background,2nd Quintile,No,0.74333,112,157,0.67479,0.81188
2007,Indirect migration background,3rd Quintile,Yes,0.24996,46,166,0.18389,0.31603
2007,Indirect migration background,3rd Quintile,No,0.75004,120,166,0.68397,0.81611
2007,Indirect migration background,4th Quintile,Yes,0.19339,32,141,0.12797,0.25882
2007,Indirect migration background,4th Quintile,No,0.80661,109,141,0.74118,0.87203
2007,Indirect migration background,5th Quintile,No,0.80303,102,102,0.72547,0.88060
2008,No migration background,1st Quintile,Yes,0.14620,331,2186,0.13139,0.16102
2008,No migration background,1st Quintile,No,0.85380,1855,2186,0.83898,0.86861
2008,No migration background,2nd Quintile,Yes,0.08510,256,2824,0.07481,0.09539
2008,No migration background,2nd Quintile,No,0.91490,2568,2824,0.90461,0.92519
2008,No migration background,3rd Quintile,Yes,0.07748,293,3282,0.06833,0.08662
2008,No migration background,3rd Quintile,No,0.92252,2989,3282,0.91338,0.93167
2008,No migration background,4th Quintile,Yes,0.07742,299,3466,0.06853,0.08632
2008,No migration background,4th Quintile,No,0.92258,3167,3466,0.91368,0.93147
2008,No migration background,5th Quintile,Yes,0.06126,346,4884,0.05453,0.06798
2008,No migration background,5th Quintile,No,0.93874,4538,4884,0.93202,0.94547
2008,Direct migration background,1st Quintile,Yes,0.08043,38,599,0.05863,0.10222
2008,Direct migration background,1st Quintile,No,0.91957,561,599,0.89778,0.94137
2008,Direct migration background,2nd Quintile,No,0.96630,393,393,0.94844,0.98417
2008,Direct migration background,3rd Quintile,No,0.92506,347,347,0.89731,0.95280
2008,Direct migration background,4th Quintile,No,0.92213,265,265,0.88980,0.95445
2008,Direct migration background,5th Quintile,No,0.94402,229,229,0.91418,0.97386
2008,Indirect migration background,1st Quintile,Yes,0.31751,79,189,0.25097,0.38405
2008,Indirect migration background,1st Quintile,No,0.68249,110,189,0.61595,0.74903
2008,Indirect migration background,2nd Quintile,Yes,0.29098,41,144,0.21653,0.36543
2008,Indirect migration background,2nd Quintile,No,0.70902,103,144,0.63457,0.78347
2008,Indirect migration background,3rd Quintile,Yes,0.19242,44,167,0.13245,0.25238
2008,Indirect migration background,3rd Quintile,No,0.80758,123,167,0.74762,0.86755
2008,Indirect migration background,4th Quintile,Yes,0.25512,32,127,0.17901,0.33124
2008,Indirect migration background,4th Quintile,No,0.74488,95,127,0.66876,0.82099
2008,Indirect migration background,5th Quintile,Yes,0.17892,36,139,0.11497,0.24287
2008,Indirect migration background,5th Quintile,No,0.82108,103,139,0.75713,0.88503
2009,No migration background,1st Quintile,Yes,0.13620,301,2175,0.12178,0.15062
2009,No migration background,1st Quintile,No,0.86380,1874,2175,0.84938,0.87822
2009,No migration background,2nd Quintile,Yes,0.08426,223,2634,0.07365,0.09487
2009,No migration background,2nd Quintile,No,0.91574,2411,2634,0.90513,0.92635
2009,No migration background,3rd Quintile,Yes,0.08509,265,2998,0.07510,0.09508
2009,No migration background,3rd Quintile,No,0.91491,2733,2998,0.90492,0.92490
2009,No migration background,4th Quintile,Yes,0.07142,287,3377,0.06273,0.08011
2009,No migration background,4th Quintile,No,0.92858,3090,3377,0.91989,0.93727
2009,No migration background,5th Quintile,Yes,0.07376,333,4462,0.06609,0.08143
2009,No migration background,5th Quintile,No,0.92624,4129,4462,0.91857,0.93391
2009,Direct migration background,1st Quintile,Yes,0.09389,38,516,0.06870,0.11908
2009,Direct migration background,1st Quintile,No,0.90611,478,516,0.88092,0.93130
2009,Direct migration background,2nd Quintile,No,0.93740,361,361,0.91238,0.96242
2009,Direct migration background,3rd Quintile,No,0.94909,271,271,0.92287,0.97531
2009,Direct migration background,4th Quintile,No,0.94295,249,249,0.91408,0.97182
2009,Direct migration background,5th Quintile,No,0.93736,203,203,0.90394,0.97077
2009,Indirect migration background,1st Quintile,Yes,0.46448,79,177,0.39079,0.53816
2009,Indirect migration background,1st Quintile,No,0.53552,98,177,0.46184,0.60921
2009,Indirect migration background,2nd Quintile,Yes,0.23526,35,149,0.16692,0.30359
2009,Indirect migration background,2nd Quintile,No,0.76474,114,149,0.69641,0.83308
2009,Indirect migration background,3rd Quintile,Yes,0.24534,34,124,0.16930,0.32139
2009,Indirect migration background,3rd Quintile,No,0.75466,90,124,0.67861,0.83070
2009,Indirect migration background,4th Quintile,Yes,0.21716,33,131,0.14628,0.28804
2009,Indirect migration background,4th Quintile,No,0.78284,98,131,0.71196,0.85372
2009,Indirect migration background,5th Quintile,No,0.80818,99,99,0.73023,0.88614
2010,No migration background,1st Quintile,Yes,0.17031,298,1953,0.15363,0.18699
2010,No migration background,1st Quintile,No,0.82969,1655,1953,0.81301,0.84637
2010,No migration background,2nd Quintile,Yes,0.08686,206,2547,0.07592,0.09780
2010,No migration background,2nd Quintile,No,0.91314,2341,2547,0.90220,0.92408
2010,No migration background,3rd Quintile,Yes,0.08309,244,2804,0.07287,0.09331
2010,No migration background,3rd Quintile,No,0.91691,2560,2804,0.90669,0.92713
2010,No migration background,4th Quintile,Yes,0.08402,282,3156,0.07434,0.09370
2010,No migration background,4th Quintile,No,0.91598,2874,3156,0.90630,0.92566
2010,No migration background,5th Quintile,Yes,0.06991,296,4051,0.06206,0.07777
2010,No migration background,5th Quintile,No,0.93009,3755,4051,0.92223,0.93794
2010,Direct migration background,1st Quintile,No,0.92662,429,429,0.90192,0.95133
2010,Direct migration background,2nd Quintile,No,0.91813,315,315,0.88781,0.94846
2010,Direct migration background,3rd Quintile,No,0.89156,248,248,0.85279,0.93034
2010,Direct migration background,4th Quintile,No,0.97079,208,208,0.94786,0.99373
2010,Direct migration background,5th Quintile,No,0.92534,182,182,0.88705,0.96363
2010,Indirect migration background,1st Quintile,Yes,0.41284,58,166,0.33772,0.48796
2010,Indirect migration background,1st Quintile,No,0.58716,108,166,0.51204,0.66228
2010,Indirect migration background,2nd Quintile,Yes,0.37324,42,131,0.29010,0.45638
2010,Indirect migration background,2nd Quintile,No,0.62676,89,131,0.54362,0.70990
2010,Indirect migration background,3rd Quintile,Yes,0.42286,51,140,0.34073,0.50499
2010,Indirect migration background,3rd Quintile,No,0.57714,89,140,0.49501,0.65927
2010,Indirect migration background,4th Quintile,No,0.75677,75,75,0.65902,0.85453
2010,Indirect migration background,5th Quintile,No,0.76784,93,93,0.68156,0.85411
2011,No migration background,1st Quintile,Yes,0.11605,411,3315,0.10515,0.12696
2011,No migration background,1st Quintile,No,0.88395,2904,3315,0.87304,0.89485
2011,No migration background,2nd Quintile,Yes,0.08635,312,3496,0.07704,0.09566
2011,No migration background,2nd Quintile,No,0.91365,3184,3496,0.90434,0.92296
2011,No migration background,3rd Quintile,Yes,0.08765,299,3580,0.07839,0.09691
2011,No migration background,3rd Quintile,No,0.91235,3281,3580,0.90309,0.92161
2011,No migration background,4th Quintile,Yes,0.07652,301,3690,0.06794,0.08510
2011,No migration background,4th Quintile,No,0.92348,3389,3690,0.91490,0.93206
2011,No migration background,5th Quintile,Yes,0.07079,278,4291,0.06312,0.07847
2011,No migration background,5th Quintile,No,0.92921,4013,4291,0.92153,0.93688
2011,Direct migration background,1st Quintile,Yes,0.07557,82,984,0.05904,0.09209
2011,Direct migration background,1st Quintile,No,0.92443,902,984,0.90791,0.94096
2011,Direct migration background,2nd Quintile,No,0.94048,584,584,0.92127,0.95968
2011,Direct migration background,3rd Quintile,No,0.89711,345,345,0.86500,0.92922
2011,Direct migration background,4th Quintile,No,0.95805,276,276,0.93436,0.98175
2011,Direct migration background,5th Quintile,No,0.96513,248,248,0.94225,0.98801
2011,Indirect migration background,1st Quintile,Yes,0.46210,105,293,0.40492,0.51929
2011,Indirect migration background,1st Quintile,No,0.53790,188,293,0.48071,0.59508
2011,Indirect migration background,2nd Quintile,Yes,0.30098,52,214,0.23938,0.36258
2011,Indirect migration background,2nd Quintile,No,0.69902,162,214,0.63742,0.76062
2011,Indirect migration background,3rd Quintile,Yes,0.26030,43,173,0.19472,0.32588
2011,Indirect migration background,3rd Quintile,No,0.73970,130,173,0.67412,0.80528
2011,Indirect migration background,4th Quintile,Yes,0.32017,43,155,0.24648,0.39385
2011,Indirect migration background,4th Quintile,No,0.67983,112,155,0.60615,0.75352
2011,Indirect migration background,5th Quintile,Yes,0.23409,37,171,0.17044,0.29775
2011,Indirect migration background,5th Quintile,No,0.76591,134,171,0.70225,0.82956
2012,No migration background,1st Quintile,Yes,0.13057,501,3939,0.12004,0.14109
2012,No migration background,1st Quintile,No,0.86943,3438,3939,0.85891,0.87996
2012,No migration background,2nd Quintile,Yes,0.07500,352,4003,0.06684,0.08316
2012,No migration background,2nd Quintile,No,0.92500,3651,4003,0.91684,0.93316
2012,No migration background,3rd Quintile,Yes,0.09144,356,4187,0.08271,0.10018
2012,No migration background,3rd Quintile,No,0.90856,3831,4187,0.89982,0.91729
2012,No migration background,4th Quintile,Yes,0.07759,352,4297,0.06959,0.08559
2012,No migration background,4th Quintile,No,0.92241,3945,4297,0.91441,0.93041
2012,No migration background,5th Quintile,Yes,0.06509,298,4798,0.05811,0.07207
2012,No migration background,5th Quintile,No,0.93491,4500,4798,0.92793,0.94189
2012,Direct migration background,1st Quintile,Yes,0.08896,89,1060,0.07181,0.10611
2012,Direct migration background,1st Quintile,No,0.91104,971,1060,0.89389,0.92819
2012,Direct migration background,2nd Quintile,Yes,0.04741,36,697,0.03162,0.06320
2012,Direct migration background,2nd Quintile,No,0.95259,661,697,0.93680,0.96838
2012,Direct migration background,3rd Quintile,Yes,0.10625,34,457,0.07796,0.13453
2012,Direct migration background,3rd Quintile,No,0.89375,423,457,0.86547,0.92204
2012,Direct migration background,4th Quintile,No,0.97140,332,332,0.95344,0.98936
2012,Direct migration background,5th Quintile,No,0.97547,278,278,0.95725,0.99369
2012,Indirect migration background,1st Quintile,Yes,0.40500,111,329,0.35187,0.45812
2012,Indirect migration background,1st Quintile,No,0.59500,218,329,0.54188,0.64813
2012,Indirect migration background,2nd Quintile,Yes,0.37566,67,248,0.31526,0.43606
2012,Indirect migration background,2nd Quintile,No,0.62434,181,248,0.56394,0.68474
2012,Indirect migration background,3rd Quintile,Yes,0.29613,49,192,0.23138,0.36088
2012,Indirect migration background,3rd Quintile,No,0.70387,143,192,0.63912,0.76862
2012,Indirect migration background,4th Quintile,Yes,0.21978,31,171,0.15753,0.28203
2012,Indirect migration background,4th Quintile,No,0.78022,140,171,0.71797,0.84247
2012,Indirect migration background,5th Quintile,Yes,0.29972,40,171,0.23085,0.36858
2012,Indirect migration background,5th Quintile,No,0.70028,131,171,0.63142,0.76915
2013,No migration background,1st Quintile,Yes,0.13565,533,3860,0.12485,0.14645
2013,No migration background,1st Quintile,No,0.86435,3327,3860,0.85355,0.87515
2013,No migration background,2nd Quintile,Yes,0.08435,406,4264,0.07600,0.09269
2013,No migration background,2nd Quintile,No,0.91565,3858,4264,0.90731,0.92400
2013,No migration background,3rd Quintile,Yes,0.08163,370,4231,0.07338,0.08988
2013,No migration background,3rd Quintile,No,0.91837,3861,4231,0.91012,0.92662
