year,age_gr,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,30-45 y.,No migration background,Yes,0.04612,282,7063,0.04122,0.05101
2010,30-45 y.,No migration background,No,0.95388,6781,7063,0.94899,0.95878
2010,30-45 y.,Direct migration background,Yes,0.06353,79,1477,0.05109,0.07598
2010,30-45 y.,Direct migration background,No,0.93647,1398,1477,0.92402,0.94891
2010,30-45 y.,Indirect migration background,Yes,0.06652,35,530,0.04529,0.08776
2010,30-45 y.,Indirect migration background,No,0.93348,495,530,0.91224,0.95471
2010,46-65 y.,No migration background,Yes,0.00917,62,6173,0.00679,0.01155
2010,46-65 y.,No migration background,No,0.99083,6111,6173,0.98845,0.99321
2010,46-65 y.,Direct migration background,No,0.99086,693,693,0.98376,0.99795
2010,46-65 y.,Indirect migration background,No,0.97912,75,75,0.94653,1.01170
2010,66 and older,No migration background,No,0.99899,3697,3697,0.99797,1.00001
2011,17-29 y.,No migration background,Yes,0.47777,1563,3202,0.46047,0.49508
2011,17-29 y.,No migration background,No,0.52223,1639,3202,0.50492,0.53953
2011,17-29 y.,Direct migration background,Yes,0.37256,135,440,0.32733,0.41779
2011,17-29 y.,Direct migration background,No,0.62744,305,440,0.58221,0.67267
2011,17-29 y.,Indirect migration background,Yes,0.53767,298,532,0.49526,0.58008
2011,17-29 y.,Indirect migration background,No,0.46233,234,532,0.41992,0.50474
2011,30-45 y.,No migration background,Yes,0.05529,371,7818,0.05023,0.06036
2011,30-45 y.,No migration background,No,0.94471,7447,7818,0.93964,0.94977
2011,30-45 y.,Direct migration background,Yes,0.05530,73,1526,0.04383,0.06677
2011,30-45 y.,Direct migration background,No,0.94470,1453,1526,0.93323,0.95617
2011,30-45 y.,Indirect migration background,Yes,0.07113,34,587,0.05032,0.09194
2011,30-45 y.,Indirect migration background,No,0.92887,553,587,0.90806,0.94968
2011,46-65 y.,No migration background,Yes,0.00942,89,8051,0.00731,0.01153
2011,46-65 y.,No migration background,No,0.99058,7962,8051,0.98847,0.99269
2011,46-65 y.,Direct migration background,No,0.99639,951,951,0.99258,1.00020
2011,46-65 y.,Indirect migration background,No,0.99483,113,113,0.98156,1.00811
2011,66 and older,No migration background,No,0.99905,4711,4711,0.99818,0.99993
2011,66 and older,Direct migration background,No,0.99870,421,421,0.99526,1.00214
2012,17-29 y.,No migration background,Yes,0.48303,1580,3082,0.46539,0.50068
2012,17-29 y.,No migration background,No,0.51697,1502,3082,0.49932,0.53461
2012,17-29 y.,Direct migration background,Yes,0.36383,134,392,0.31614,0.41151
2012,17-29 y.,Direct migration background,No,0.63617,258,392,0.58849,0.68386
2012,17-29 y.,Indirect migration background,Yes,0.53070,285,507,0.48722,0.57419
2012,17-29 y.,Indirect migration background,No,0.46930,222,507,0.42581,0.51278
2012,30-45 y.,No migration background,Yes,0.05182,332,7091,0.04666,0.05698
2012,30-45 y.,No migration background,No,0.94818,6759,7091,0.94302,0.95334
2012,30-45 y.,Direct migration background,Yes,0.05282,70,1431,0.04123,0.06442
2012,30-45 y.,Direct migration background,No,0.94718,1361,1431,0.93558,0.95877
2012,30-45 y.,Indirect migration background,No,0.93627,529,529,0.91543,0.95710
2012,46-65 y.,No migration background,Yes,0.01050,98,8288,0.00830,0.01269
2012,46-65 y.,No migration background,No,0.98950,8190,8288,0.98731,0.99170
2012,46-65 y.,Direct migration background,No,0.99645,942,942,0.99266,1.00025
2012,66 and older,No migration background,No,0.99890,4777,4777,0.99796,0.99984
2013,17-29 y.,No migration background,Yes,0.51763,1579,2906,0.49946,0.53580
2013,17-29 y.,No migration background,No,0.48237,1327,2906,0.46420,0.50054
2013,17-29 y.,Direct migration background,Yes,0.34459,368,1100,0.31650,0.37269
2013,17-29 y.,Direct migration background,No,0.65541,732,1100,0.62731,0.68350
2013,17-29 y.,Indirect migration background,Yes,0.47480,523,1018,0.44410,0.50549
2013,17-29 y.,Indirect migration background,No,0.52520,495,1018,0.49451,0.55590
2013,30-45 y.,No migration background,Yes,0.06124,330,6443,0.05539,0.06710
2013,30-45 y.,No migration background,No,0.93876,6113,6443,0.93290,0.94461
2013,30-45 y.,Direct migration background,Yes,0.06032,176,3064,0.05189,0.06875
2013,30-45 y.,Direct migration background,No,0.93968,2888,3064,0.93125,0.94811
2013,30-45 y.,Indirect migration background,Yes,0.07754,52,855,0.05961,0.09548
2013,30-45 y.,Indirect migration background,No,0.92246,803,855,0.90452,0.94039
2013,46-65 y.,No migration background,Yes,0.01097,99,8088,0.00870,0.01324
2013,46-65 y.,No migration background,No,0.98903,7989,8088,0.98676,0.99130
2013,46-65 y.,Direct migration background,No,0.99204,1909,1909,0.98806,0.99603
2013,46-65 y.,Indirect migration background,No,0.98988,162,162,0.97441,1.00534
2013,66 and older,No migration background,No,0.99913,4580,4580,0.99828,0.99998
2014,17-29 y.,No migration background,Yes,0.51754,1484,2660,0.49855,0.53654
2014,17-29 y.,No migration background,No,0.48246,1176,2660,0.46346,0.50145
2014,17-29 y.,Direct migration background,Yes,0.42062,317,795,0.38628,0.45495
2014,17-29 y.,Direct migration background,No,0.57938,478,795,0.54505,0.61372
2014,17-29 y.,Indirect migration background,Yes,0.49997,439,841,0.46615,0.53378
2014,17-29 y.,Indirect migration background,No,0.50003,402,841,0.46622,0.53385
2014,30-45 y.,No migration background,Yes,0.06210,273,5423,0.05568,0.06853
2014,30-45 y.,No migration background,No,0.93790,5150,5423,0.93147,0.94432
2014,30-45 y.,Direct migration background,Yes,0.06121,145,2414,0.05164,0.07077
2014,30-45 y.,Direct migration background,No,0.93879,2269,2414,0.92923,0.94836
2014,30-45 y.,Indirect migration background,Yes,0.09408,38,683,0.07217,0.11599
2014,30-45 y.,Indirect migration background,No,0.90592,645,683,0.88401,0.92783
2014,46-65 y.,No migration background,Yes,0.00997,98,7519,0.00772,0.01221
2014,46-65 y.,No migration background,No,0.99003,7421,7519,0.98779,0.99228
2014,46-65 y.,Direct migration background,No,0.99119,1595,1595,0.98661,0.99578
2014,46-65 y.,Indirect migration background,No,0.99893,170,170,0.99399,1.00386
2014,66 and older,No migration background,No,0.99832,4493,4493,0.99712,0.99952
2014,66 and older,Direct migration background,No,0.99751,449,449,0.99290,1.00213
2015,17-29 y.,No migration background,Yes,0.51024,1415,2569,0.49091,0.52958
2015,17-29 y.,No migration background,No,0.48976,1154,2569,0.47042,0.50909
2015,17-29 y.,Direct migration background,Yes,0.36488,353,1081,0.33617,0.39359
2015,17-29 y.,Direct migration background,No,0.63512,728,1081,0.60641,0.66383
2015,17-29 y.,Indirect migration background,Yes,0.51200,454,812,0.47760,0.54641
2015,17-29 y.,Indirect migration background,No,0.48800,358,812,0.45359,0.52240
2015,30-45 y.,No migration background,Yes,0.06568,247,4826,0.05869,0.07267
2015,30-45 y.,No migration background,No,0.93432,4579,4826,0.92733,0.94131
2015,30-45 y.,Direct migration background,Yes,0.04594,143,2847,0.03825,0.05363
2015,30-45 y.,Direct migration background,No,0.95406,2704,2847,0.94637,0.96175
2015,30-45 y.,Indirect migration background,Yes,0.09393,33,613,0.07082,0.11704
2015,30-45 y.,Indirect migration background,No,0.90607,580,613,0.88296,0.92918
2015,46-65 y.,No migration background,Yes,0.00937,71,7282,0.00716,0.01159
2015,46-65 y.,No migration background,No,0.99063,7211,7282,0.98841,0.99284
2015,46-65 y.,Direct migration background,No,0.99500,1666,1666,0.99161,0.99839
2015,66 and older,No migration background,No,0.99742,4448,4448,0.99593,0.99891
2016,17-29 y.,No migration background,Yes,0.51824,1279,2357,0.49806,0.53841
2016,17-29 y.,No migration background,No,0.48176,1078,2357,0.46159,0.50194
2016,17-29 y.,Direct migration background,Yes,0.26647,357,1769,0.24586,0.28708
2016,17-29 y.,Direct migration background,No,0.73353,1412,1769,0.71292,0.75414
2016,17-29 y.,Indirect migration background,Yes,0.54953,421,738,0.51361,0.58545
2016,17-29 y.,Indirect migration background,No,0.45047,317,738,0.41455,0.48639
2016,30-45 y.,No migration background,Yes,0.06180,199,4248,0.05456,0.06905
2016,30-45 y.,No migration background,No,0.93820,4049,4248,0.93095,0.94544
2016,30-45 y.,Direct migration background,Yes,0.06325,184,3815,0.05553,0.07098
2016,30-45 y.,Direct migration background,No,0.93675,3631,3815,0.92902,0.94447
2016,30-45 y.,Indirect migration background,Yes,0.08237,33,559,0.05956,0.10519
2016,30-45 y.,Indirect migration background,No,0.91763,526,559,0.89481,0.94044
2016,46-65 y.,No migration background,Yes,0.00713,67,6860,0.00514,0.00912
2016,46-65 y.,No migration background,No,0.99287,6793,6860,0.99088,0.99486
2016,46-65 y.,Direct migration background,Yes,0.00736,35,1992,0.00360,0.01111
2016,46-65 y.,Direct migration background,No,0.99264,1957,1992,0.98889,0.99640
2016,46-65 y.,Indirect migration background,No,0.96151,176,176,0.93301,0.99001
2016,66 and older,No migration background,No,0.99854,4293,4293,0.99740,0.99968
2017,17-29 y.,No migration background,Yes,0.51492,1588,2923,0.49680,0.53304
2017,17-29 y.,No migration background,No,0.48508,1335,2923,0.46696,0.50320
2017,17-29 y.,Direct migration background,Yes,0.32399,442,2079,0.30387,0.34411
2017,17-29 y.,Direct migration background,No,0.67601,1637,2079,0.65589,0.69613
2017,17-29 y.,Indirect migration background,Yes,0.57525,462,812,0.54123,0.60927
2017,17-29 y.,Indirect migration background,No,0.42475,350,812,0.39073,0.45877
2017,30-45 y.,No migration background,Yes,0.06223,225,4558,0.05522,0.06924
2017,30-45 y.,No migration background,No,0.93777,4333,4558,0.93076,0.94478
2017,30-45 y.,Direct migration background,Yes,0.07094,224,3994,0.06298,0.07891
2017,30-45 y.,Direct migration background,No,0.92906,3770,3994,0.92109,0.93702
2017,30-45 y.,Indirect migration background,No,0.94489,547,547,0.92575,0.96403
2017,46-65 y.,No migration background,Yes,0.00890,99,8130,0.00686,0.01094
2017,46-65 y.,No migration background,No,0.99110,8031,8130,0.98906,0.99314
2017,46-65 y.,Direct migration background,Yes,0.01267,37,2230,0.00802,0.01731
2017,46-65 y.,Direct migration background,No,0.98733,2193,2230,0.98269,0.99198
2017,46-65 y.,Indirect migration background,No,0.99702,216,216,0.98974,1.00431
2017,66 and older,No migration background,No,0.99934,4495,4495,0.99858,1.00009
2018,17-29 y.,No migration background,Yes,0.49027,1502,2898,0.47207,0.50848
2018,17-29 y.,No migration background,No,0.50973,1396,2898,0.49152,0.52793
2018,17-29 y.,Direct migration background,Yes,0.30642,463,1769,0.28493,0.32791
2018,17-29 y.,Direct migration background,No,0.69358,1306,1769,0.67209,0.71507
2018,17-29 y.,Indirect migration background,Yes,0.50741,441,820,0.47317,0.54165
2018,17-29 y.,Indirect migration background,No,0.49259,379,820,0.45835,0.52683
2018,30-45 y.,No migration background,Yes,0.06116,203,4216,0.05392,0.06839
2018,30-45 y.,No migration background,No,0.93884,4013,4216,0.93161,0.94608
2018,30-45 y.,Direct migration background,Yes,0.06694,252,3679,0.05886,0.07502
2018,30-45 y.,Direct migration background,No,0.93306,3427,3679,0.92498,0.94114
2018,30-45 y.,Indirect migration background,No,0.94023,522,522,0.91988,0.96059
2018,46-65 y.,No migration background,Yes,0.00462,61,7786,0.00311,0.00612
2018,46-65 y.,No migration background,No,0.99538,7725,7786,0.99388,0.99689
2018,46-65 y.,Direct migration background,Yes,0.01334,45,2243,0.00859,0.01809
2018,46-65 y.,Direct migration background,No,0.98666,2198,2243,0.98191,0.99141
2018,46-65 y.,Indirect migration background,No,0.99309,224,224,0.98222,1.00396
2018,66 and older,No migration background,No,0.99692,4500,4500,0.99531,0.99854
2019,17-29 y.,No migration background,Yes,0.47963,1412,2690,0.46075,0.49852
2019,17-29 y.,No migration background,No,0.52037,1278,2690,0.50148,0.53925
2019,17-29 y.,Direct migration background,Yes,0.28326,396,1428,0.25988,0.30664
2019,17-29 y.,Direct migration background,No,0.71674,1032,1428,0.69336,0.74012
2019,17-29 y.,Indirect migration background,Yes,0.53026,400,726,0.49393,0.56659
2019,17-29 y.,Indirect migration background,No,0.46974,326,726,0.43341,0.50607
2019,30-45 y.,No migration background,Yes,0.06312,231,4133,0.05571,0.07054
2019,30-45 y.,No migration background,No,0.93688,3902,4133,0.92946,0.94429
2019,30-45 y.,Direct migration background,Yes,0.07200,186,3294,0.06317,0.08083
2019,30-45 y.,Direct migration background,No,0.92800,3108,3294,0.91917,0.93683
2019,30-45 y.,Indirect migration background,No,0.94276,511,511,0.92260,0.96293
2019,46-65 y.,No migration background,Yes,0.00747,90,8597,0.00565,0.00929
2019,46-65 y.,No migration background,No,0.99253,8507,8597,0.99071,0.99435
2019,46-65 y.,Direct migration background,Yes,0.01381,43,2180,0.00891,0.01871
2019,46-65 y.,Direct migration background,No,0.98619,2137,2180,0.98129,0.99109
2019,46-65 y.,Indirect migration background,No,0.98754,277,277,0.97446,1.00063
2019,66 and older,No migration background,No,0.99788,4690,4690,0.99656,0.99919
2019,66 and older,Direct migration background,No,0.99992,479,479,0.99910,1.00073
2020,17-29 y.,No migration background,Yes,0.49082,1347,2532,0.47134,0.51030
2020,17-29 y.,No migration background,No,0.50918,1185,2532,0.48970,0.52866
2020,17-29 y.,Direct migration background,Yes,0.31768,595,2207,0.29825,0.33710
2020,17-29 y.,Direct migration background,No,0.68232,1612,2207,0.66290,0.70175
2020,17-29 y.,Indirect migration background,Yes,0.54155,389,724,0.50523,0.57787
2020,17-29 y.,Indirect migration background,No,0.45845,335,724,0.42213,0.49477
2020,30-45 y.,No migration background,Yes,0.06436,198,3696,0.05645,0.07227
2020,30-45 y.,No migration background,No,0.93564,3498,3696,0.92773,0.94355
2020,30-45 y.,Direct migration background,Yes,0.05746,268,4277,0.05048,0.06443
2020,30-45 y.,Direct migration background,No,0.94254,4009,4277,0.93557,0.94952
2020,30-45 y.,Indirect migration background,Yes,0.07002,31,520,0.04807,0.09198
2020,30-45 y.,Indirect migration background,No,0.92998,489,520,0.90802,0.95193
2020,46-65 y.,No migration background,Yes,0.00954,95,7889,0.00739,0.01168
2020,46-65 y.,No migration background,No,0.99046,7794,7889,0.98832,0.99261
2020,46-65 y.,Direct migration background,Yes,0.00862,34,2378,0.00491,0.01234
2020,46-65 y.,Direct migration background,No,0.99138,2344,2378,0.98766,0.99509
2020,46-65 y.,Indirect migration background,No,0.99598,249,249,0.98811,1.00386
2020,66 and older,No migration background,No,0.99822,4397,4397,0.99698,0.99947
2021,17-29 y.,No migration background,Yes,0.51052,950,1762,0.48717,0.53387
2021,17-29 y.,No migration background,No,0.48948,812,1762,0.46613,0.51283
2021,17-29 y.,Direct migration background,Yes,0.31646,374,1096,0.28891,0.34401
2021,17-29 y.,Direct migration background,No,0.68354,722,1096,0.65599,0.71109
2021,17-29 y.,Indirect migration background,Yes,0.42395,231,421,0.37669,0.47122
2021,17-29 y.,Indirect migration background,No,0.57605,190,421,0.52878,0.62331
2021,30-45 y.,No migration background,Yes,0.06780,153,2611,0.05815,0.07744
2021,30-45 y.,No migration background,No,0.93220,2458,2611,0.92256,0.94185
2021,30-45 y.,Direct migration background,Yes,0.06679,188,2431,0.05686,0.07671
2021,30-45 y.,Direct migration background,No,0.93321,2243,2431,0.92329,0.94314
2021,30-45 y.,Indirect migration background,No,0.88524,271,271,0.84722,0.92326
2021,46-65 y.,No migration background,Yes,0.00818,75,5562,0.00581,0.01055
2021,46-65 y.,No migration background,No,0.99182,5487,5562,0.98945,0.99419
2021,46-65 y.,Direct migration background,Yes,0.00577,43,1573,0.00202,0.00951
2021,46-65 y.,Direct migration background,No,0.99423,1530,1573,0.99049,0.99798
2021,46-65 y.,Indirect migration background,No,0.99518,178,178,0.98497,1.00538
2021,66 and older,No migration background,No,0.99800,3198,3198,0.99645,0.99955
2022,17-29 y.,No migration background,Yes,0.50298,1474,2937,0.48489,0.52106
2022,17-29 y.,No migration background,No,0.49702,1463,2937,0.47894,0.51511
2022,17-29 y.,Direct migration background,Yes,0.39312,715,2186,0.37264,0.41360
2022,17-29 y.,Direct migration background,No,0.60688,1471,2186,0.58640,0.62736
2022,17-29 y.,Indirect migration background,Yes,0.42826,249,514,0.38544,0.47108
2022,17-29 y.,Indirect migration background,No,0.57174,265,514,0.52892,0.61456
2022,30-45 y.,No migration background,Yes,0.07787,310,4628,0.07015,0.08559
2022,30-45 y.,No migration background,No,0.92213,4318,4628,0.91441,0.92985
2022,30-45 y.,Direct migration background,Yes,0.07992,404,3828,0.07133,0.08851
2022,30-45 y.,Direct migration background,No,0.92008,3424,3828,0.91149,0.92867
2022,30-45 y.,Indirect migration background,Yes,0.10130,42,481,0.07430,0.12829
2022,30-45 y.,Indirect migration background,No,0.89870,439,481,0.87171,0.92570
2022,46-65 y.,No migration background,Yes,0.01290,107,7044,0.01026,0.01553
2022,46-65 y.,No migration background,No,0.98710,6937,7044,0.98447,0.98974
2022,46-65 y.,Direct migration background,Yes,0.02986,67,1731,0.02184,0.03789
2022,46-65 y.,Direct migration background,No,0.97014,1664,1731,0.96211,0.97816
2022,46-65 y.,Indirect migration background,No,0.99355,378,378,0.98547,1.00163
2022,66 and older,No migration background,No,0.99969,3641,3641,0.99911,1.00026
2022,66 and older,Direct migration background,No,0.99610,373,373,0.98976,1.00243
