year,migback,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Indirect migration background,male,No,0.34012,511,764,0.30650,0.37373
2017,Indirect migration background,female,Yes,0.15197,240,858,0.12794,0.17601
2017,Indirect migration background,female,No,0.35340,618,858,0.32140,0.38541
2018,No migration background,male,Yes,0.07856,873,9009,0.07300,0.08411
2018,No migration background,male,No,0.78075,8136,9009,0.77220,0.78929
2018,No migration background,female,Yes,0.06758,903,10401,0.06276,0.07241
2018,No migration background,female,No,0.80175,9498,10401,0.79409,0.80941
2018,Direct migration background,male,Yes,0.06478,426,4119,0.05726,0.07229
2018,Direct migration background,male,No,0.87884,3693,4119,0.86887,0.88881
2018,Direct migration background,female,Yes,0.05984,334,4062,0.05255,0.06714
2018,Direct migration background,female,No,0.88740,3728,4062,0.87768,0.89712
2018,Indirect migration background,male,Yes,0.13827,237,747,0.11349,0.16304
2018,Indirect migration background,male,No,0.37043,510,747,0.33578,0.40509
2018,Indirect migration background,female,Yes,0.14688,233,868,0.12332,0.17045
2018,Indirect migration background,female,No,0.38026,635,868,0.34795,0.41257
2019,No migration background,male,Yes,0.07490,826,9728,0.06967,0.08013
2019,No migration background,male,No,0.77914,8902,9728,0.77089,0.78738
2019,No migration background,female,Yes,0.06781,913,10386,0.06297,0.07264
2019,No migration background,female,No,0.79589,9473,10386,0.78814,0.80364
2019,Direct migration background,male,Yes,0.06341,373,3769,0.05563,0.07119
2019,Direct migration background,male,No,0.88297,3396,3769,0.87271,0.89323
2019,Direct migration background,female,Yes,0.05883,253,3613,0.05115,0.06650
2019,Direct migration background,female,No,0.89372,3360,3613,0.88366,0.90377
2019,Indirect migration background,male,Yes,0.14408,220,744,0.11883,0.16933
2019,Indirect migration background,male,No,0.35691,524,744,0.32247,0.39136
2019,Indirect migration background,female,Yes,0.13356,210,828,0.11038,0.15675
2019,Indirect migration background,female,No,0.38767,618,828,0.35446,0.42087
2020,No migration background,male,Yes,0.07789,766,8787,0.07229,0.08349
2020,No migration background,male,No,0.77398,8021,8787,0.76523,0.78272
2020,No migration background,female,Yes,0.07048,878,9727,0.06539,0.07556
2020,No migration background,female,No,0.78923,8849,9727,0.78112,0.79733
2020,Direct migration background,male,Yes,0.06945,526,5094,0.06246,0.07643
2020,Direct migration background,male,No,0.88040,4568,5094,0.87149,0.88931
2020,Direct migration background,female,Yes,0.04404,371,4256,0.03788,0.05021
2020,Direct migration background,female,No,0.90369,3885,4256,0.89482,0.91255
2020,Indirect migration background,male,Yes,0.13644,210,728,0.11148,0.16139
2020,Indirect migration background,male,No,0.36269,518,728,0.32774,0.39764
2020,Indirect migration background,female,Yes,0.13328,215,803,0.10976,0.15681
2020,Indirect migration background,female,No,0.37296,588,803,0.33949,0.40643
2021,No migration background,male,Yes,0.07889,563,6204,0.07218,0.08560
2021,No migration background,male,No,0.77630,5641,6204,0.76593,0.78667
2021,No migration background,female,Yes,0.07549,617,6927,0.06927,0.08171
2021,No migration background,female,No,0.77910,6310,6927,0.76933,0.78887
2021,Direct migration background,male,Yes,0.06252,349,2805,0.05356,0.07148
2021,Direct migration background,male,No,0.87373,2456,2805,0.86144,0.88603
2021,Direct migration background,female,Yes,0.05651,256,2637,0.04770,0.06533
2021,Direct migration background,female,No,0.88039,2381,2637,0.86800,0.89278
2021,Indirect migration background,male,Yes,0.09521,128,444,0.06788,0.12254
2021,Indirect migration background,male,No,0.35066,316,444,0.30622,0.39509
2021,Indirect migration background,female,Yes,0.11779,138,485,0.08907,0.14651
2021,Indirect migration background,female,No,0.37979,347,485,0.33655,0.42303
2022,No migration background,male,Yes,0.08566,918,8764,0.07980,0.09152
2022,No migration background,male,No,0.74977,7846,8764,0.74070,0.75884
2022,No migration background,female,Yes,0.07027,970,9476,0.06512,0.07542
2022,No migration background,female,No,0.77603,8506,9476,0.76764,0.78443
2022,Direct migration background,male,Yes,0.07531,580,4126,0.06726,0.08337
2022,Direct migration background,male,No,0.85515,3546,4126,0.84441,0.86589
2022,Direct migration background,female,Yes,0.09052,607,3987,0.08161,0.09943
2022,Direct migration background,female,No,0.82892,3380,3987,0.81723,0.84061
2022,Indirect migration background,male,Yes,0.10533,145,672,0.08210,0.12856
2022,Indirect migration background,male,No,0.41603,527,672,0.37873,0.45332
2022,Indirect migration background,female,Yes,0.09725,151,779,0.07643,0.11807
2022,Indirect migration background,female,No,0.46530,628,779,0.43025,0.50035
