year,pgisced97,sampreg,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Second Stage of Tertiary Education,East,Yes,0.04148,58,1292,0.03060,0.05236
2003,Second Stage of Tertiary Education,East,No,0.95852,1234,1292,0.94764,0.96940
2004,Pre-primary Level,West,Yes,0.98758,468,468,0.97754,0.99763
2004,Pre-primary Level,East,Yes,0.98141,163,163,0.96061,1.00221
2004,Primary Level,West,No,0.97190,232,232,0.95059,0.99321
2004,Lower Secondary Level,West,Yes,0.14081,372,2205,0.12629,0.15534
2004,Lower Secondary Level,West,No,0.85919,1833,2205,0.84466,0.87371
2004,Lower Secondary Level,East,Yes,0.29693,134,369,0.25024,0.34361
2004,Lower Secondary Level,East,No,0.70307,235,369,0.65639,0.74976
2004,Upper Secondary Level,West,Yes,0.05714,582,8035,0.05206,0.06221
2004,Upper Secondary Level,West,No,0.94286,7453,8035,0.93779,0.94794
2004,Upper Secondary Level,East,Yes,0.06724,220,2746,0.05787,0.07661
2004,Upper Secondary Level,East,No,0.93276,2526,2746,0.92339,0.94213
2004,Post-secondary Non-tertiary Level,West,Yes,0.10103,109,1006,0.08240,0.11966
2004,Post-secondary Non-tertiary Level,West,No,0.89897,897,1006,0.88034,0.91760
2004,Post-secondary Non-tertiary Level,East,Yes,0.27396,39,151,0.20259,0.34533
2004,Post-secondary Non-tertiary Level,East,No,0.72604,112,151,0.65467,0.79741
2004,First Stage of Tertiary Education,West,Yes,0.03596,43,1207,0.02545,0.04647
2004,First Stage of Tertiary Education,West,No,0.96404,1164,1207,0.95353,0.97455
2004,First Stage of Tertiary Education,East,No,0.97104,424,424,0.95506,0.98702
2004,Second Stage of Tertiary Education,West,Yes,0.05211,130,3019,0.04418,0.06004
2004,Second Stage of Tertiary Education,West,No,0.94789,2889,3019,0.93996,0.95582
2004,Second Stage of Tertiary Education,East,Yes,0.03426,52,1276,0.02427,0.04424
2004,Second Stage of Tertiary Education,East,No,0.96574,1224,1276,0.95576,0.97573
2005,Pre-primary Level,West,Yes,0.98673,496,496,0.97665,0.99681
2005,Primary Level,West,No,0.95405,219,219,0.92625,0.98184
2005,Lower Secondary Level,West,Yes,0.14816,339,2053,0.13279,0.16353
2005,Lower Secondary Level,West,No,0.85184,1714,2053,0.83647,0.86721
2005,Lower Secondary Level,East,Yes,0.28474,118,338,0.23656,0.33292
2005,Lower Secondary Level,East,No,0.71526,220,338,0.66708,0.76344
2005,Upper Secondary Level,West,Yes,0.05531,505,7623,0.05018,0.06044
2005,Upper Secondary Level,West,No,0.94469,7118,7623,0.93956,0.94982
2005,Upper Secondary Level,East,Yes,0.07487,205,2624,0.06479,0.08494
2005,Upper Secondary Level,East,No,0.92513,2419,2624,0.91506,0.93521
2005,Post-secondary Non-tertiary Level,West,Yes,0.11619,108,967,0.09598,0.13640
2005,Post-secondary Non-tertiary Level,West,No,0.88381,859,967,0.86360,0.90402
2005,Post-secondary Non-tertiary Level,East,Yes,0.24971,38,161,0.18264,0.31678
2005,Post-secondary Non-tertiary Level,East,No,0.75029,123,161,0.68322,0.81736
2005,First Stage of Tertiary Education,West,Yes,0.03975,39,1140,0.02841,0.05110
2005,First Stage of Tertiary Education,West,No,0.96025,1101,1140,0.94890,0.97159
2005,First Stage of Tertiary Education,East,No,0.96710,409,409,0.94979,0.98441
2005,Second Stage of Tertiary Education,West,Yes,0.05293,124,2912,0.04479,0.06106
2005,Second Stage of Tertiary Education,West,No,0.94698,2788,2912,0.93884,0.95512
2005,Second Stage of Tertiary Education,East,Yes,0.04741,52,1253,0.03564,0.05918
2005,Second Stage of Tertiary Education,East,No,0.95259,1201,1253,0.94082,0.96436
2006,Pre-primary Level,West,Yes,0.64903,315,315,0.59624,0.70183
2006,Pre-primary Level,East,Yes,0.44564,71,71,0.32920,0.56208
2006,Primary Level,West,No,0.96564,210,210,0.94095,0.99034
2006,Lower Secondary Level,West,Yes,0.12679,296,2110,0.11259,0.14099
2006,Lower Secondary Level,West,No,0.85755,1814,2110,0.84263,0.87246
2006,Lower Secondary Level,East,Yes,0.26059,125,370,0.21580,0.30538
2006,Lower Secondary Level,East,No,0.71146,245,370,0.66523,0.75769
2006,Upper Secondary Level,West,Yes,0.05630,512,8276,0.05133,0.06126
2006,Upper Secondary Level,West,No,0.94325,7764,8276,0.93826,0.94823
2006,Upper Secondary Level,East,Yes,0.06774,193,2806,0.05844,0.07704
2006,Upper Secondary Level,East,No,0.93226,2613,2806,0.92296,0.94156
2006,Post-secondary Non-tertiary Level,West,Yes,0.10423,97,1042,0.08567,0.12279
2006,Post-secondary Non-tertiary Level,West,No,0.89577,945,1042,0.87721,0.91433
2006,Post-secondary Non-tertiary Level,East,Yes,0.26094,43,170,0.19473,0.32715
2006,Post-secondary Non-tertiary Level,East,No,0.73906,127,170,0.67285,0.80527
2006,First Stage of Tertiary Education,West,Yes,0.03175,36,1223,0.02192,0.04158
2006,First Stage of Tertiary Education,West,No,0.96825,1187,1223,0.95842,0.97808
2006,First Stage of Tertiary Education,East,No,0.97398,417,417,0.95868,0.98928
2006,Second Stage of Tertiary Education,West,Yes,0.03601,103,3245,0.02959,0.04242
2006,Second Stage of Tertiary Education,West,No,0.96399,3142,3245,0.95758,0.97041
2006,Second Stage of Tertiary Education,East,Yes,0.04492,49,1332,0.03379,0.05604
2006,Second Stage of Tertiary Education,East,No,0.95508,1283,1332,0.94396,0.96621
2007,Pre-primary Level,West,Yes,0.53178,259,259,0.47089,0.59267
2007,Pre-primary Level,East,Yes,0.47939,82,82,0.37059,0.58818
2007,Primary Level,West,No,0.98047,187,187,0.96058,1.00036
2007,Lower Secondary Level,West,Yes,0.11234,245,1875,0.09805,0.12664
2007,Lower Secondary Level,West,No,0.86773,1630,1875,0.85239,0.88307
2007,Lower Secondary Level,East,Yes,0.26900,108,330,0.22108,0.31692
2007,Lower Secondary Level,East,No,0.71464,222,330,0.66584,0.76344
2007,Upper Secondary Level,West,Yes,0.06406,534,7695,0.05859,0.06953
2007,Upper Secondary Level,West,No,0.93562,7161,7695,0.93014,0.94111
2007,Upper Secondary Level,East,Yes,0.06666,193,2626,0.05712,0.07620
2007,Upper Secondary Level,East,No,0.93324,2433,2626,0.92369,0.94279
2007,Post-secondary Non-tertiary Level,West,Yes,0.09567,97,1001,0.07744,0.11390
2007,Post-secondary Non-tertiary Level,West,No,0.90433,904,1001,0.88610,0.92256
2007,Post-secondary Non-tertiary Level,East,Yes,0.19727,37,166,0.13655,0.25799
2007,Post-secondary Non-tertiary Level,East,No,0.80273,129,166,0.74201,0.86345
2007,First Stage of Tertiary Education,West,Yes,0.03509,32,1128,0.02435,0.04583
2007,First Stage of Tertiary Education,West,No,0.96491,1096,1128,0.95417,0.97565
2007,First Stage of Tertiary Education,East,No,0.96201,394,394,0.94310,0.98091
2007,Second Stage of Tertiary Education,West,Yes,0.03683,97,3089,0.03018,0.04347
2007,Second Stage of Tertiary Education,West,No,0.96317,2992,3089,0.95653,0.96982
2007,Second Stage of Tertiary Education,East,Yes,0.05240,55,1300,0.04028,0.06452
2007,Second Stage of Tertiary Education,East,No,0.94760,1245,1300,0.93548,0.95972
2008,Pre-primary Level,West,Yes,0.57012,273,273,0.51129,0.62895
2008,Pre-primary Level,East,Yes,0.72392,82,82,0.62656,0.82128
2008,Primary Level,West,No,0.99819,164,164,0.99168,1.00471
2008,Lower Secondary Level,West,Yes,0.12605,237,1709,0.11031,0.14179
2008,Lower Secondary Level,West,No,0.85082,1472,1709,0.83392,0.86771
2008,Lower Secondary Level,East,Yes,0.23028,94,303,0.18280,0.27777
2008,Lower Secondary Level,East,No,0.74660,209,303,0.69754,0.79566
2008,Upper Secondary Level,West,Yes,0.06470,488,7230,0.05903,0.07037
2008,Upper Secondary Level,West,No,0.93471,6742,7230,0.92902,0.94041
2008,Upper Secondary Level,East,Yes,0.05937,170,2501,0.05011,0.06863
2008,Upper Secondary Level,East,No,0.94063,2331,2501,0.93137,0.94989
2008,Post-secondary Non-tertiary Level,West,Yes,0.08854,89,926,0.07023,0.10684
2008,Post-secondary Non-tertiary Level,West,No,0.91146,837,926,0.89316,0.92977
2008,Post-secondary Non-tertiary Level,East,Yes,0.20823,41,165,0.14608,0.27037
2008,Post-secondary Non-tertiary Level,East,No,0.79177,124,165,0.72963,0.85392
2008,First Stage of Tertiary Education,West,No,0.97212,1016,1016,0.96200,0.98225
2008,First Stage of Tertiary Education,East,No,0.97056,366,366,0.95321,0.98790
2008,Second Stage of Tertiary Education,West,Yes,0.03611,94,2950,0.02938,0.04285
2008,Second Stage of Tertiary Education,West,No,0.96389,2856,2950,0.95715,0.97062
2008,Second Stage of Tertiary Education,East,Yes,0.03621,39,1242,0.02581,0.04660
2008,Second Stage of Tertiary Education,East,No,0.96379,1203,1242,0.95340,0.97419
2009,Pre-primary Level,West,Yes,0.61111,257,257,0.55139,0.67083
2009,Pre-primary Level,East,Yes,0.73061,55,55,0.61229,0.84894
2009,Primary Level,West,No,0.96598,145,145,0.93637,0.99559
2009,Lower Secondary Level,West,Yes,0.13012,219,1525,0.11323,0.14701
2009,Lower Secondary Level,West,No,0.84609,1306,1525,0.82798,0.86421
2009,Lower Secondary Level,East,Yes,0.18388,68,263,0.13698,0.23079
2009,Lower Secondary Level,East,No,0.80228,195,263,0.75405,0.85051
2009,Upper Secondary Level,West,Yes,0.06992,448,6669,0.06379,0.07604
2009,Upper Secondary Level,West,No,0.92997,6221,6669,0.92384,0.93609
2009,Upper Secondary Level,East,Yes,0.06253,152,2394,0.05283,0.07223
2009,Upper Secondary Level,East,No,0.93747,2242,2394,0.92777,0.94717
2009,Post-secondary Non-tertiary Level,West,Yes,0.08202,72,844,0.06350,0.10054
2009,Post-secondary Non-tertiary Level,West,No,0.91798,772,844,0.89946,0.93650
2009,Post-secondary Non-tertiary Level,East,Yes,0.19048,33,151,0.12764,0.25332
2009,Post-secondary Non-tertiary Level,East,No,0.80952,118,151,0.74668,0.87236
2009,First Stage of Tertiary Education,West,No,0.97239,938,938,0.96190,0.98288
2009,First Stage of Tertiary Education,East,No,0.99136,367,367,0.98187,1.00084
2009,Second Stage of Tertiary Education,West,Yes,0.04712,118,2828,0.03931,0.05493
2009,Second Stage of Tertiary Education,West,No,0.95288,2710,2828,0.94507,0.96069
2009,Second Stage of Tertiary Education,East,Yes,0.04985,44,1207,0.03757,0.06214
2009,Second Stage of Tertiary Education,East,No,0.95015,1163,1207,0.93786,0.96243
2010,Pre-primary Level,West,Yes,0.68051,362,362,0.63241,0.72862
2010,Pre-primary Level,East,Yes,0.58010,45,45,0.43427,0.72594
2010,Primary Level,West,No,0.97499,303,303,0.95738,0.99260
2010,Lower Secondary Level,West,Yes,0.13972,296,2114,0.12494,0.15450
2010,Lower Secondary Level,West,No,0.83812,1818,2114,0.82242,0.85383
2010,Lower Secondary Level,East,Yes,0.25864,79,331,0.21139,0.30589
2010,Lower Secondary Level,East,No,0.73220,252,331,0.68442,0.77998
2010,Upper Secondary Level,West,Yes,0.07257,544,8819,0.06716,0.07799
2010,Upper Secondary Level,West,No,0.92730,8275,8819,0.92188,0.93272
2010,Upper Secondary Level,East,Yes,0.08357,223,2931,0.07355,0.09359
2010,Upper Secondary Level,East,No,0.91643,2708,2931,0.90641,0.92645
2010,Post-secondary Non-tertiary Level,West,Yes,0.10523,109,1453,0.08944,0.12101
2010,Post-secondary Non-tertiary Level,West,No,0.89477,1344,1453,0.87899,0.91056
2010,Post-secondary Non-tertiary Level,East,Yes,0.25429,51,256,0.20084,0.30774
2010,Post-secondary Non-tertiary Level,East,No,0.74571,205,256,0.69226,0.79916
2010,First Stage of Tertiary Education,West,Yes,0.02910,32,1198,0.01958,0.03863
2010,First Stage of Tertiary Education,West,No,0.97090,1166,1198,0.96137,0.98042
2010,First Stage of Tertiary Education,East,No,0.97875,406,406,0.96471,0.99280
2010,Second Stage of Tertiary Education,West,Yes,0.06021,200,3980,0.05282,0.06761
2010,Second Stage of Tertiary Education,West,No,0.93979,3780,3980,0.93239,0.94718
2010,Second Stage of Tertiary Education,East,Yes,0.03805,64,1396,0.02801,0.04808
2010,Second Stage of Tertiary Education,East,No,0.96195,1332,1396,0.95192,0.97199
2011,Pre-primary Level,West,Yes,0.56642,416,416,0.51874,0.61410
2011,Pre-primary Level,East,Yes,0.48582,49,49,0.34443,0.62722
2011,Primary Level,West,No,0.97465,347,347,0.95808,0.99121
2011,Primary Level,East,No,0.83386,35,35,0.70875,0.95897
2011,Lower Secondary Level,West,Yes,0.12267,347,2551,0.10993,0.13540
2011,Lower Secondary Level,West,No,0.85752,2204,2551,0.84395,0.87108
2011,Lower Secondary Level,East,Yes,0.17968,74,401,0.14205,0.21730
2011,Lower Secondary Level,East,No,0.80466,327,401,0.76581,0.84352
2011,Upper Secondary Level,West,Yes,0.07129,667,10514,0.06637,0.07621
2011,Upper Secondary Level,West,No,0.92812,9847,10514,0.92318,0.93306
2011,Upper Secondary Level,East,Yes,0.07930,237,3384,0.07020,0.08841
2011,Upper Secondary Level,East,No,0.92070,3147,3384,0.91159,0.92980
2011,Post-secondary Non-tertiary Level,West,Yes,0.10543,141,1712,0.09088,0.11998
2011,Post-secondary Non-tertiary Level,West,No,0.89457,1571,1712,0.88002,0.90912
2011,Post-secondary Non-tertiary Level,East,Yes,0.14580,46,290,0.10511,0.18649
2011,Post-secondary Non-tertiary Level,East,No,0.85420,244,290,0.81351,0.89489
2011,First Stage of Tertiary Education,West,Yes,0.03789,34,1383,0.02782,0.04795
2011,First Stage of Tertiary Education,West,No,0.96211,1349,1383,0.95205,0.97218
2011,First Stage of Tertiary Education,East,No,0.96818,452,452,0.95199,0.98438
2011,Second Stage of Tertiary Education,West,Yes,0.05493,213,4650,0.04838,0.06148
2011,Second Stage of Tertiary Education,West,No,0.94507,4437,4650,0.93852,0.95162
2011,Second Stage of Tertiary Education,East,Yes,0.03867,73,1562,0.02911,0.04824
2011,Second Stage of Tertiary Education,East,No,0.96133,1489,1562,0.95176,0.97089
2012,Pre-primary Level,West,Yes,0.55332,416,416,0.50549,0.60116
2012,Pre-primary Level,East,Yes,0.60670,52,52,0.47263,0.74076
2012,Primary Level,West,No,0.97961,323,323,0.96417,0.99504
2012,Primary Level,East,No,0.80063,37,37,0.67012,0.93114
2012,Lower Secondary Level,West,Yes,0.12269,360,2525,0.10989,0.13549
2012,Lower Secondary Level,West,No,0.85978,2165,2525,0.84623,0.87332
2012,Lower Secondary Level,East,Yes,0.15169,66,374,0.11528,0.18809
2012,Lower Secondary Level,East,No,0.82707,308,374,0.78869,0.86545
2012,Upper Secondary Level,West,Yes,0.07538,668,10231,0.07026,0.08050
2012,Upper Secondary Level,West,No,0.92459,9563,10231,0.91947,0.92971
2012,Upper Secondary Level,East,Yes,0.07086,221,3317,0.06212,0.07959
2012,Upper Secondary Level,East,No,0.92905,3096,3317,0.92031,0.93779
2012,Post-secondary Non-tertiary Level,West,Yes,0.10849,129,1665,0.09355,0.12344
2012,Post-secondary Non-tertiary Level,West,No,0.89139,1536,1665,0.87644,0.90634
2012,Post-secondary Non-tertiary Level,East,Yes,0.09358,45,298,0.06046,0.12670
2012,Post-secondary Non-tertiary Level,East,No,0.90642,253,298,0.87330,0.93954
2012,First Stage of Tertiary Education,West,No,0.96435,1302,1302,0.95427,0.97442
2012,First Stage of Tertiary Education,East,No,0.98444,465,465,0.97318,0.99570
2012,Second Stage of Tertiary Education,West,Yes,0.05292,215,4610,0.04646,0.05939
2012,Second Stage of Tertiary Education,West,No,0.94708,4395,4610,0.94061,0.95354
2012,Second Stage of Tertiary Education,East,Yes,0.03314,64,1536,0.02419,0.04210
2012,Second Stage of Tertiary Education,East,No,0.96686,1472,1536,0.95790,0.97581
2013,Pre-primary Level,West,Yes,0.52792,462,554,0.48631,0.56953
2013,Pre-primary Level,West,No,0.07307,92,554,0.05138,0.09476
2013,Pre-primary Level,East,Yes,0.45214,58,58,0.32293,0.58134
2013,Primary Level,West,No,0.97009,544,544,0.95576,0.98442
2013,Primary Level,East,No,0.78652,53,53,0.67515,0.89790
2013,Lower Secondary Level,West,Yes,0.13880,554,3295,0.12699,0.15061
2013,Lower Secondary Level,West,No,0.84512,2741,3295,0.83277,0.85748
2013,Lower Secondary Level,East,Yes,0.12462,87,411,0.09265,0.15659
2013,Lower Secondary Level,East,No,0.85731,324,411,0.82346,0.89117
2013,Upper Secondary Level,West,Yes,0.07901,865,10972,0.07397,0.08406
2013,Upper Secondary Level,West,No,0.92084,10107,10972,0.91579,0.92590
2013,Upper Secondary Level,East,Yes,0.06437,187,3187,0.05585,0.07290
2013,Upper Secondary Level,East,No,0.93544,3000,3187,0.92690,0.94397
2013,Post-secondary Non-tertiary Level,West,Yes,0.09744,158,2045,0.08458,0.11030
2013,Post-secondary Non-tertiary Level,West,No,0.90256,1887,2045,0.88970,0.91542
2013,Post-secondary Non-tertiary Level,East,Yes,0.12009,41,317,0.08425,0.15593
2013,Post-secondary Non-tertiary Level,East,No,0.87991,276,317,0.84407,0.91575
2013,First Stage of Tertiary Education,West,Yes,0.02971,35,1291,0.02044,0.03897
2013,First Stage of Tertiary Education,West,No,0.97029,1256,1291,0.96103,0.97956
2013,First Stage of Tertiary Education,East,No,0.99172,427,427,0.98311,1.00032
2013,Second Stage of Tertiary Education,West,Yes,0.06475,319,5308,0.05813,0.07137
2013,Second Stage of Tertiary Education,West,No,0.93525,4989,5308,0.92863,0.94187
2013,Second Stage of Tertiary Education,East,Yes,0.05506,84,1554,0.04372,0.06641
2013,Second Stage of Tertiary Education,East,No,0.94494,1470,1554,0.93359,0.95628
2014,Pre-primary Level,West,Yes,0.55293,384,384,0.50313,0.60272
2014,Pre-primary Level,East,Yes,0.50434,54,54,0.36974,0.63895
2014,Primary Level,West,No,0.94771,424,424,0.92649,0.96892
2014,Primary Level,East,No,0.71148,45,45,0.57761,0.84536
2014,Lower Secondary Level,West,Yes,0.13368,449,2732,0.12092,0.14644
2014,Lower Secondary Level,West,No,0.84807,2283,2732,0.83461,0.86154
2014,Lower Secondary Level,East,Yes,0.15397,79,380,0.11763,0.19030
2014,Lower Secondary Level,East,No,0.82432,301,380,0.78600,0.86263
2014,Upper Secondary Level,West,Yes,0.08400,783,9683,0.07848,0.08953
2014,Upper Secondary Level,West,No,0.91560,8900,9683,0.91006,0.92114
2014,Upper Secondary Level,East,Yes,0.06130,171,2853,0.05249,0.07010
2014,Upper Secondary Level,East,No,0.93854,2682,2853,0.92973,0.94736
2014,Post-secondary Non-tertiary Level,West,Yes,0.09697,139,1750,0.08310,0.11084
2014,Post-secondary Non-tertiary Level,West,No,0.90303,1611,1750,0.88916,0.91690
2014,Post-secondary Non-tertiary Level,East,Yes,0.13107,41,296,0.09256,0.16959
2014,Post-secondary Non-tertiary Level,East,No,0.86893,255,296,0.83041,0.90744
2014,First Stage of Tertiary Education,West,No,0.97787,1158,1158,0.96939,0.98635
2014,First Stage of Tertiary Education,East,No,0.99970,406,406,0.99802,1.00138
2014,Second Stage of Tertiary Education,West,Yes,0.07150,299,4786,0.06420,0.07880
2014,Second Stage of Tertiary Education,West,No,0.92850,4487,4786,0.92120,0.93580
2014,Second Stage of Tertiary Education,East,Yes,0.06049,80,1441,0.04818,0.07280
2014,Second Stage of Tertiary Education,East,No,0.93951,1361,1441,0.92720,0.95182
2015,Pre-primary Level,West,Yes,0.53755,316,316,0.48249,0.59261
2015,Pre-primary Level,East,Yes,0.49284,56,56,0.36071,0.62497
2015,Primary Level,West,No,0.95943,456,456,0.94131,0.97756
2015,Primary Level,East,No,0.91128,47,47,0.82911,0.99345
2015,Lower Secondary Level,West,Yes,0.13971,435,2602,0.12638,0.15303
2015,Lower Secondary Level,West,No,0.83886,2167,2602,0.82473,0.85299
2015,Lower Secondary Level,East,Yes,0.15044,71,362,0.11356,0.18732
2015,Lower Secondary Level,East,No,0.81856,291,362,0.77880,0.85831
2015,Upper Secondary Level,West,Yes,0.07434,754,9419,0.06904,0.07963
2015,Upper Secondary Level,West,No,0.92513,8665,9419,0.91981,0.93044
2015,Upper Secondary Level,East,Yes,0.05915,162,2744,0.05032,0.06798
2015,Upper Secondary Level,East,No,0.94065,2582,2744,0.93180,0.94949
2015,Post-secondary Non-tertiary Level,West,Yes,0.09234,125,1869,0.07921,0.10547
2015,Post-secondary Non-tertiary Level,West,No,0.90766,1744,1869,0.89453,0.92079
2015,Post-secondary Non-tertiary Level,East,Yes,0.11099,32,287,0.07458,0.14739
2015,Post-secondary Non-tertiary Level,East,No,0.88901,255,287,0.85261,0.92542
2015,First Stage of Tertiary Education,West,No,0.97425,1108,1108,0.96492,0.98358
2015,First Stage of Tertiary Education,East,No,0.99888,395,395,0.99558,1.00218
2015,Second Stage of Tertiary Education,West,Yes,0.07652,317,5004,0.06916,0.08389
2015,Second Stage of Tertiary Education,West,No,0.92348,4687,5004,0.91611,0.93084
2015,Second Stage of Tertiary Education,East,Yes,0.06584,79,1418,0.05292,0.07875
2015,Second Stage of Tertiary Education,East,No,0.93416,1339,1418,0.92125,0.94708
2016,Pre-primary Level,West,Yes,0.50837,303,303,0.45199,0.56476
2016,Pre-primary Level,East,Yes,0.38712,44,44,0.24153,0.53271
2016,Primary Level,West,Yes,0.04839,49,1210,0.03630,0.06049
2016,Primary Level,West,No,0.95161,1161,1210,0.93951,0.96370
2016,Primary Level,East,No,0.98746,220,220,0.97273,1.00220
2016,Lower Secondary Level,West,Yes,0.13284,415,2748,0.12015,0.14553
2016,Lower Secondary Level,West,No,0.84474,2333,2748,0.83120,0.85829
2016,Lower Secondary Level,East,Yes,0.17629,70,407,0.13923,0.21336
2016,Lower Secondary Level,East,No,0.77865,337,407,0.73827,0.81904
2016,Upper Secondary Level,West,Yes,0.07724,697,8888,0.07169,0.08279
2016,Upper Secondary Level,West,No,0.92247,8191,8888,0.91691,0.92803
2016,Upper Secondary Level,East,Yes,0.05418,127,2642,0.04555,0.06282
2016,Upper Secondary Level,East,No,0.94528,2515,2642,0.93660,0.95395
2016,Post-secondary Non-tertiary Level,West,Yes,0.07994,112,1806,0.06743,0.09245
2016,Post-secondary Non-tertiary Level,West,No,0.92006,1694,1806,0.90755,0.93257
2016,Post-secondary Non-tertiary Level,East,No,0.92395,260,260,0.89167,0.95624
2016,First Stage of Tertiary Education,West,No,0.97028,1018,1018,0.95985,0.98072
2016,First Stage of Tertiary Education,East,No,0.99008,361,361,0.97984,1.00032
2016,Second Stage of Tertiary Education,West,Yes,0.07701,323,5048,0.06966,0.08437
2016,Second Stage of Tertiary Education,West,No,0.92299,4725,5048,0.91563,0.93034
2016,Second Stage of Tertiary Education,East,Yes,0.07738,68,1440,0.06357,0.09118
2016,Second Stage of Tertiary Education,East,No,0.92262,1372,1440,0.90882,0.93643
2017,Pre-primary Level,West,Yes,0.53117,343,343,0.47828,0.58405
2017,Pre-primary Level,East,Yes,0.57759,67,67,0.45842,0.69676
2017,Primary Level,West,Yes,0.03046,82,1601,0.02204,0.03888
2017,Primary Level,West,No,0.96727,1519,1601,0.95855,0.97599
2017,Primary Level,East,No,0.96168,262,262,0.93839,0.98497
2017,Lower Secondary Level,West,Yes,0.12727,457,3062,0.11547,0.13908
2017,Lower Secondary Level,West,No,0.85035,2605,3062,0.83771,0.86299
2017,Lower Secondary Level,East,Yes,0.14825,85,487,0.11666,0.17985
2017,Lower Secondary Level,East,No,0.84494,402,487,0.81275,0.87712
2017,Upper Secondary Level,West,Yes,0.07588,838,9787,0.07064,0.08113
2017,Upper Secondary Level,West,No,0.92376,8949,9787,0.91851,0.92902
2017,Upper Secondary Level,East,Yes,0.05898,170,2953,0.05048,0.06748
2017,Upper Secondary Level,East,No,0.94063,2783,2953,0.93210,0.94915
2017,Post-secondary Non-tertiary Level,West,Yes,0.09551,159,1973,0.08254,0.10848
2017,Post-secondary Non-tertiary Level,West,No,0.90449,1814,1973,0.89152,0.91746
2017,Post-secondary Non-tertiary Level,East,Yes,0.10943,38,339,0.07615,0.14272
2017,Post-secondary Non-tertiary Level,East,No,0.89057,301,339,0.85728,0.92385
2017,First Stage of Tertiary Education,West,No,0.97459,1113,1113,0.96534,0.98384
2017,First Stage of Tertiary Education,East,No,0.98018,389,389,0.96631,0.99405
2017,Second Stage of Tertiary Education,West,Yes,0.08459,428,5718,0.07737,0.09180
2017,Second Stage of Tertiary Education,West,No,0.91541,5290,5718,0.90820,0.92262
2017,Second Stage of Tertiary Education,East,Yes,0.06682,74,1531,0.05430,0.07933
2017,Second Stage of Tertiary Education,East,No,0.93318,1457,1531,0.92067,0.94570
2018,Pre-primary Level,West,Yes,0.58041,289,289,0.52341,0.63740
2018,Pre-primary Level,East,Yes,0.38042,58,58,0.25438,0.50646
2018,Primary Level,West,Yes,0.05145,112,1533,0.04039,0.06252
2018,Primary Level,West,No,0.94450,1421,1533,0.93303,0.95596
2018,Primary Level,East,No,0.94645,213,213,0.91615,0.97676
2018,Lower Secondary Level,West,Yes,0.12939,469,2916,0.11721,0.14158
2018,Lower Secondary Level,West,No,0.85119,2447,2916,0.83827,0.86411
2018,Lower Secondary Level,East,Yes,0.11442,92,510,0.08676,0.14207
2018,Lower Secondary Level,East,No,0.84806,418,510,0.81688,0.87925
2018,Upper Secondary Level,West,Yes,0.07038,835,9275,0.06517,0.07558
2018,Upper Secondary Level,West,No,0.92946,8440,9275,0.92425,0.93467
2018,Upper Secondary Level,East,Yes,0.06013,154,2865,0.05142,0.06884
2018,Upper Secondary Level,East,No,0.93956,2711,2865,0.93083,0.94829
2018,Post-secondary Non-tertiary Level,West,Yes,0.09807,139,1881,0.08463,0.11152
2018,Post-secondary Non-tertiary Level,West,No,0.90193,1742,1881,0.88848,0.91537
2018,Post-secondary Non-tertiary Level,East,Yes,0.09082,32,331,0.05981,0.12182
2018,Post-secondary Non-tertiary Level,East,No,0.90918,299,331,0.87818,0.94019
2018,First Stage of Tertiary Education,West,No,0.98225,1041,1041,0.97423,0.99028
2018,First Stage of Tertiary Education,East,No,0.98551,380,380,0.97347,0.99754
2018,Second Stage of Tertiary Education,West,Yes,0.07690,407,5486,0.06985,0.08395
2018,Second Stage of Tertiary Education,West,No,0.92299,5079,5486,0.91594,0.93005
2018,Second Stage of Tertiary Education,East,Yes,0.06573,75,1488,0.05314,0.07833
2018,Second Stage of Tertiary Education,East,No,0.93427,1413,1488,0.92167,0.94686
2019,Pre-primary Level,West,Yes,0.59748,270,270,0.53888,0.65609
2019,Pre-primary Level,East,Yes,0.59609,54,54,0.46399,0.72819
2019,Primary Level,West,Yes,0.07131,84,1438,0.05801,0.08462
2019,Primary Level,West,No,0.92518,1354,1438,0.91157,0.93878
2019,Primary Level,East,No,0.92670,198,198,0.89031,0.96310
2019,Lower Secondary Level,West,Yes,0.10772,410,2623,0.09586,0.11959
2019,Lower Secondary Level,West,No,0.86431,2213,2623,0.85120,0.87742
2019,Lower Secondary Level,East,Yes,0.14175,79,467,0.11008,0.17342
2019,Lower Secondary Level,East,No,0.80288,388,467,0.76676,0.83900
2019,Upper Secondary Level,West,Yes,0.07592,807,8972,0.07044,0.08140
2019,Upper Secondary Level,West,No,0.92377,8165,8972,0.91828,0.92926
2019,Upper Secondary Level,East,Yes,0.05412,137,2687,0.04556,0.06268
2019,Upper Secondary Level,East,No,0.94588,2550,2687,0.93732,0.95444
2019,Post-secondary Non-tertiary Level,West,Yes,0.08608,143,1919,0.07352,0.09863
2019,Post-secondary Non-tertiary Level,West,No,0.91392,1776,1919,0.90137,0.92648
2019,Post-secondary Non-tertiary Level,East,No,0.92505,302,302,0.89530,0.95480
2019,First Stage of Tertiary Education,West,No,0.96392,1192,1192,0.95333,0.97451
2019,First Stage of Tertiary Education,East,No,0.98678,431,431,0.97599,0.99758
