year,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Post-secondary Non-tertiary Level,No,0.89881,1866,2046,0.88574,0.91189
2014,First Stage of Tertiary Education,No,0.98304,1564,1564,0.97664,0.98944
2014,Second Stage of Tertiary Education,Yes,0.06937,379,6227,0.06306,0.07568
2014,Second Stage of Tertiary Education,No,0.93063,5848,6227,0.92432,0.93694
2015,Pre-primary Level,Yes,0.53186,372,372,0.48109,0.58264
2015,Primary Level,No,0.95483,503,503,0.93667,0.97300
2015,Lower Secondary Level,Yes,0.14091,506,2964,0.12838,0.15344
2015,Lower Secondary Level,No,0.83658,2458,2964,0.82327,0.84990
2015,Upper Secondary Level,Yes,0.07134,916,12163,0.06677,0.07592
2015,Upper Secondary Level,No,0.92819,11247,12163,0.92360,0.93278
2015,Post-secondary Non-tertiary Level,Yes,0.09446,157,2156,0.08211,0.10681
2015,Post-secondary Non-tertiary Level,No,0.90554,1999,2156,0.89319,0.91789
2015,First Stage of Tertiary Education,No,0.98009,1503,1503,0.97302,0.98715
2015,Second Stage of Tertiary Education,Yes,0.07452,396,6422,0.06810,0.08095
2015,Second Stage of Tertiary Education,No,0.92548,6026,6422,0.91905,0.93190
2016,Pre-primary Level,Yes,0.49498,347,347,0.44230,0.54766
2016,Primary Level,Yes,0.04460,61,1442,0.03395,0.05526
2016,Primary Level,No,0.95540,1381,1442,0.94474,0.96605
2016,Lower Secondary Level,Yes,0.13729,485,3155,0.12528,0.14930
2016,Lower Secondary Level,No,0.83797,2670,3155,0.82511,0.85083
2016,Upper Secondary Level,Yes,0.07273,824,11530,0.06799,0.07747
2016,Upper Secondary Level,No,0.92693,10706,11530,0.92218,0.93168
2016,Post-secondary Non-tertiary Level,Yes,0.07949,139,2093,0.06790,0.09108
2016,Post-secondary Non-tertiary Level,No,0.92051,1954,2093,0.90892,0.93210
2016,First Stage of Tertiary Education,No,0.97494,1379,1379,0.96668,0.98319
2016,Second Stage of Tertiary Education,Yes,0.07708,391,6488,0.07059,0.08357
2016,Second Stage of Tertiary Education,No,0.92292,6097,6488,0.91643,0.92941
2017,Pre-primary Level,Yes,0.53735,410,410,0.48903,0.58567
2017,Primary Level,Yes,0.03060,93,1874,0.02280,0.03840
2017,Primary Level,No,0.96668,1781,1874,0.95855,0.97481
2017,Lower Secondary Level,Yes,0.12950,542,3549,0.11845,0.14055
2017,Lower Secondary Level,No,0.84977,3007,3549,0.83802,0.86153
2017,Upper Secondary Level,Yes,0.07264,1008,12740,0.06813,0.07715
2017,Upper Secondary Level,No,0.92700,11732,12740,0.92248,0.93152
2017,Post-secondary Non-tertiary Level,Yes,0.09722,197,2312,0.08514,0.10930
2017,Post-secondary Non-tertiary Level,No,0.90278,2115,2312,0.89070,0.91486
2017,First Stage of Tertiary Education,No,0.97587,1502,1502,0.96810,0.98363
2017,Second Stage of Tertiary Education,Yes,0.08140,502,7249,0.07511,0.08770
2017,Second Stage of Tertiary Education,No,0.91859,6747,7249,0.91230,0.92489
2018,Pre-primary Level,Yes,0.53980,347,347,0.48728,0.59232
2018,Primary Level,Yes,0.04944,135,1769,0.03933,0.05954
2018,Primary Level,No,0.94468,1634,1769,0.93402,0.95533
2018,Lower Secondary Level,Yes,0.12785,561,3426,0.11667,0.13904
2018,Lower Secondary Level,No,0.85087,2865,3426,0.83894,0.86280
2018,Upper Secondary Level,Yes,0.06840,989,12140,0.06391,0.07289
2018,Upper Secondary Level,No,0.93141,11151,12140,0.92692,0.93591
2018,Post-secondary Non-tertiary Level,Yes,0.09718,171,2212,0.08483,0.10953
2018,Post-secondary Non-tertiary Level,No,0.90282,2041,2212,0.89047,0.91517
2018,First Stage of Tertiary Education,No,0.98301,1421,1421,0.97629,0.98973
2018,Second Stage of Tertiary Education,Yes,0.07494,482,6974,0.06876,0.08112
2018,Second Stage of Tertiary Education,No,0.92497,6492,6974,0.91878,0.93115
2019,Pre-primary Level,Yes,0.59723,324,324,0.54375,0.65072
2019,Primary Level,Yes,0.06925,98,1651,0.05700,0.08150
2019,Primary Level,No,0.92537,1553,1651,0.91269,0.93805
2019,Lower Secondary Level,Yes,0.11125,489,3094,0.10017,0.12234
2019,Lower Secondary Level,No,0.85790,2605,3094,0.84559,0.87020
2019,Upper Secondary Level,Yes,0.07200,949,11687,0.06732,0.07669
2019,Upper Secondary Level,No,0.92775,10738,11687,0.92305,0.93244
2019,Post-secondary Non-tertiary Level,Yes,0.08461,171,2257,0.07313,0.09609
2019,Post-secondary Non-tertiary Level,No,0.91539,2086,2257,0.90391,0.92687
2019,First Stage of Tertiary Education,Yes,0.03058,31,1656,0.02228,0.03887
2019,First Stage of Tertiary Education,No,0.96931,1625,1656,0.96101,0.97762
2019,Second Stage of Tertiary Education,Yes,0.06729,479,7582,0.06165,0.07293
2019,Second Stage of Tertiary Education,No,0.93268,7103,7582,0.92704,0.93832
2020,Pre-primary Level,Yes,0.46630,340,340,0.41319,0.51940
2020,Primary Level,Yes,0.03972,111,1809,0.03072,0.04872
2020,Primary Level,No,0.95853,1698,1809,0.94934,0.96772
2020,Lower Secondary Level,Yes,0.12562,504,3231,0.11419,0.13705
2020,Lower Secondary Level,No,0.85275,2727,3231,0.84052,0.86497
2020,Upper Secondary Level,Yes,0.07395,997,11369,0.06914,0.07876
2020,Upper Secondary Level,No,0.92523,10372,11369,0.92040,0.93007
2020,Post-secondary Non-tertiary Level,Yes,0.09116,189,2356,0.07954,0.10279
2020,Post-secondary Non-tertiary Level,No,0.90883,2167,2356,0.89720,0.92045
2020,First Stage of Tertiary Education,No,0.98480,1436,1436,0.97847,0.99113
2020,Second Stage of Tertiary Education,Yes,0.07244,543,7760,0.06668,0.07821
2020,Second Stage of Tertiary Education,No,0.92753,7217,7760,0.92176,0.93330
2021,Pre-primary Level,Yes,0.48876,179,179,0.41532,0.56219
2021,Primary Level,Yes,0.03711,74,1023,0.02552,0.04870
2021,Primary Level,No,0.95620,949,1023,0.94365,0.96875
2021,Lower Secondary Level,Yes,0.11370,312,1814,0.09908,0.12831
2021,Lower Secondary Level,No,0.85386,1502,1814,0.83760,0.87012
2021,Upper Secondary Level,Yes,0.08412,755,7377,0.07779,0.09046
2021,Upper Secondary Level,No,0.91138,6622,7377,0.90490,0.91787
2021,Post-secondary Non-tertiary Level,Yes,0.09249,138,1600,0.07829,0.10669
2021,Post-secondary Non-tertiary Level,No,0.90751,1462,1600,0.89331,0.92171
2021,First Stage of Tertiary Education,No,0.97511,975,975,0.96533,0.98490
2021,Second Stage of Tertiary Education,Yes,0.08507,443,5693,0.07782,0.09232
2021,Second Stage of Tertiary Education,No,0.91356,5250,5693,0.90626,0.92086
2022,Pre-primary Level,Yes,0.46891,242,317,0.41389,0.52393
2022,Pre-primary Level,No,0.12274,75,317,0.08656,0.15893
2022,Primary Level,Yes,0.03304,58,842,0.02096,0.04512
2022,Primary Level,No,0.95529,784,842,0.94132,0.96926
2022,Lower Secondary Level,Yes,0.09304,308,1868,0.07987,0.10622
2022,Lower Secondary Level,No,0.88276,1560,1868,0.86816,0.89735
2022,Upper Secondary Level,Yes,0.09342,1102,9197,0.08747,0.09937
2022,Upper Secondary Level,No,0.89513,8095,9197,0.88887,0.90139
2022,Post-secondary Non-tertiary Level,Yes,0.10920,258,2194,0.09614,0.12225
2022,Post-secondary Non-tertiary Level,No,0.88619,1936,2194,0.87290,0.89948
2022,First Stage of Tertiary Education,No,0.97188,1329,1329,0.96299,0.98077
2022,Second Stage of Tertiary Education,Yes,0.09357,866,8642,0.08743,0.09971
2022,Second Stage of Tertiary Education,No,0.90225,7776,8642,0.89599,0.90851
